"mouse_symbol","human_symbol","sources","source_count","confidence_score","mapping_type"
"Olfr63","OR10H3","homologene+ensembl",2,"1","one_to_one"
"Olfr631","OR51M1","homologene+ensembl",2,"1","one_to_one"
"Olfr64","OR51B2","homologene+ensembl",2,"1","one_to_one"
"Olfr640","OR51I1","homologene+ensembl",2,"1","one_to_one"
"Olfr641","OR51I2","homologene+ensembl",2,"1","one_to_one"
"Olfr646","OR52D1","homologene+ensembl",2,"1","one_to_one"
"Olfr648","OR52H1","homologene+ensembl",2,"1","one_to_one"
"Olfr65","OR51B6","homologene+ensembl",2,"1","one_to_one"
"Olfr650-ps1","OR52B6","ensembl",1,"0.6","one_to_one"
"Olfr657","OR56B1","homologene+ensembl",2,"1","one_to_one"
"Olfr658","OR52N4","homologene+ensembl",2,"1","one_to_one"
"Olfr659","OR52N4","ensembl",1,"0.6","one_to_one"
"Olfr66","OR51B4","homologene+ensembl",2,"1","one_to_one"
"Olfr663","OR56B4","homologene+ensembl",2,"1","one_to_one"
"Olfr664","OR52N1","ensembl",1,"0.6","one_to_one"
"Olfr666","OR52N2","homologene+ensembl",2,"1","one_to_one"
"Olfr669","OR52N1","homologene+ensembl",2,"1","one_to_one"
"Olfr671","OR52E8","homologene+ensembl",2,"1","one_to_one"
"Olfr675","OR52E8","homologene+ensembl",2,"1","one_to_one"
"Olfr677","OR52E4","homologene+ensembl",2,"1","one_to_one"
"Olfr678","OR52E5","ensembl",1,"0.6","one_to_one"
"Olfr679","OR56A3","homologene+ensembl",2,"1","one_to_one"
"Olfr68","OR52A1","homologene+ensembl",2,"1","one_to_one"
"Olfr681","OR56A3","homologene+ensembl",2,"1","one_to_one"
"Olfr683","OR56A5","homologene+ensembl",2,"1","one_to_one"
"Olfr684","OR56A4","homologene+ensembl",2,"1","one_to_one"
"Olfr685","OR52L1","homologene+ensembl",2,"1","one_to_one"
"Olfr69","OR52A5","homologene+ensembl",2,"1","one_to_one"
"Olfr691","OR52B2","homologene+ensembl",2,"1","one_to_one"
"Olfr692","OR52W1","homologene+ensembl",2,"1","one_to_one"
"Olfr701","OR2AG2","homologene+ensembl",2,"1","one_to_one"
"Olfr705","OR2AG1","homologene+ensembl",2,"1","one_to_one"
"Olfr71","OR13J1","homologene+ensembl",2,"1","one_to_one"
"Olfr713","OR10A5","homologene+ensembl",2,"1","one_to_one"
"Olfr714","OR10A2","homologene+ensembl",2,"1","one_to_one"
"Olfr715","OR2D2","homologene+ensembl",2,"1","one_to_one"
"Olfr715b","OR2D2","homologene+ensembl",2,"1","one_to_one"
"Olfr716","OR2D3","homologene+ensembl",2,"1","one_to_one"
"Olfr720","OR2T6","homologene+ensembl",2,"1","one_to_one"
"Olfr722","OR4N5","homologene+ensembl",2,"1","one_to_one"
"Olfr723","OR4L1","homologene+ensembl",2,"1","one_to_one"
"Olfr724","OR4L1","homologene+ensembl",2,"1","one_to_one"
"Olfr727","OR4K15","homologene+ensembl",2,"1","one_to_one"
"Olfr728","OR4K1","homologene+ensembl",2,"1","one_to_one"
"Olfr729","OR4K5","homologene+ensembl",2,"1","one_to_one"
"Olfr73","OR5D16","homologene+ensembl",2,"1","one_to_one"
"Olfr730","OR4K2","homologene+ensembl",2,"1","one_to_one"
"Olfr732","OR4N4","homologene+ensembl",2,"1","one_to_one"
"Olfr733","OR4N2","homologene+ensembl",2,"1","one_to_one"
"Olfr734","OR4M1","homologene+ensembl",2,"1","one_to_one"
"Olfr735","OR4Q3","homologene+ensembl",2,"1","one_to_one"
"Olfr744","OR11G2","homologene+ensembl",2,"1","one_to_one"
"Olfr745","OR11H6","homologene+ensembl",2,"1","one_to_one"
"Olfr747","OR11H4","homologene+ensembl",2,"1","one_to_one"
"Olfr749","OR11H4","homologene+ensembl",2,"1","one_to_one"
"Olfr750","OR6S1","homologene+ensembl",2,"1","one_to_one"
"Olfr76","OR5A1","homologene+ensembl",2,"1","one_to_one"
"Olfr765","OR2AP1","homologene+ensembl",2,"1","one_to_one"
"Olfr767","OR2AP1","homologene+ensembl",2,"1","one_to_one"
"Olfr779","OR6C6","ensembl",1,"0.6","one_to_one"
"Olfr78","OR51E2","homologene+ensembl",2,"1","one_to_one"
"Olfr780","OR6C68","ensembl",1,"0.6","one_to_one"
"Olfr781","OR6C68","homologene+ensembl",2,"1","one_to_one"
"Olfr782","OR6C6","homologene+ensembl",2,"1","one_to_one"
"Olfr786","OR6C1","ensembl",1,"0.6","one_to_one"
"Olfr788","OR6C3","ensembl",1,"0.6","one_to_one"
"Olfr790","OR6C75","homologene+ensembl",2,"1","one_to_one"
"Olfr791","OR6C2","homologene+ensembl",2,"1","one_to_one"
"Olfr792","OR6C76","homologene+ensembl",2,"1","one_to_one"
"Olfr796","OR10P1","homologene+ensembl",2,"1","one_to_one"
"Olfr798","OR6C76","homologene+ensembl",2,"1","one_to_one"
"Olfr799","OR6C68","homologene+ensembl",2,"1","one_to_one"
"Olfr802","OR6C1","homologene+ensembl",2,"1","one_to_one"
"Olfr803","OR6C3","homologene+ensembl",2,"1","one_to_one"
"Olfr804","OR6C6","homologene+ensembl",2,"1","one_to_one"
"Olfr808","OR6C65","ensembl",1,"0.6","one_to_one"
"Olfr810","OR6C70","homologene+ensembl",2,"1","one_to_one"
"Olfr821","OR6C74","homologene+ensembl",2,"1","one_to_one"
"Olfr822","OR6C65","homologene+ensembl",2,"1","one_to_one"
"Olfr825","OR9K2","homologene+ensembl",2,"1","one_to_one"
"Olfr826","OR9K2","homologene+ensembl",2,"1","one_to_one"
"Olfr832","OR7G3","homologene+ensembl",2,"1","one_to_one"
"Olfr834","OR7G3","homologene+ensembl",2,"1","one_to_one"
"Olfr853","OR7G2","homologene+ensembl",2,"1","one_to_one"
"Olfr854","OR7G1","homologene+ensembl",2,"1","one_to_one"
"Olfr873","OR7E24","homologene+ensembl",2,"1","one_to_one"
"Olfr874","OR8B12","homologene+ensembl",2,"1","one_to_one"
"Olfr878","OR8B4","homologene+ensembl",2,"1","one_to_one"
"Olfr90","OR2H2","homologene+ensembl",2,"1","one_to_one"
"Olfr91","OR2H1","homologene+ensembl",2,"1","one_to_one"
"Olfr924","OR8D2","homologene+ensembl",2,"1","one_to_one"
"Olfr926","OR8D2","homologene+ensembl",2,"1","one_to_one"
"Olfr930","OR8D1","ensembl",1,"0.6","one_to_one"
"Olfr933","OR8D1","homologene+ensembl",2,"1","one_to_one"
"Olfr935","OR8G5","homologene+ensembl",2,"1","one_to_one"
"Olfr94","OR2I1P","ensembl",1,"0.6","one_to_one"
"Olfr95","OR10C1","homologene+ensembl",2,"1","one_to_one"
"Olfr958","OR10D3","ensembl",1,"0.6","one_to_one"
"Olfr96","OR11A1","homologene+ensembl",2,"1","one_to_one"
"Olfr967","OR8G1","homologene+ensembl",2,"1","one_to_one"
"Olfr978","OR10G7","homologene+ensembl",2,"1","one_to_one"
"Olfr979","OR10G9","homologene+ensembl",2,"1","one_to_one"
"Olfr980","OR10G4","homologene+ensembl",2,"1","one_to_one"
"Olfr981","OR10G6","ensembl",1,"0.6","one_to_one"
"Olfr982","OR10S1","homologene+ensembl",2,"1","one_to_one"
"Olfr984","OR4D5","homologene+ensembl",2,"1","one_to_one"
"Olfr985","OR8D4","homologene+ensembl",2,"1","one_to_one"
"Olfr986","OR6X1","homologene+ensembl",2,"1","one_to_one"
"Olfr993","OR5AK2","homologene+ensembl",2,"1","one_to_one"
"Olig1","OLIG1","homologene+ensembl",2,"1","one_to_one"
"Olig2","OLIG2","homologene+ensembl",2,"1","one_to_one"
"Olig3","OLIG3","homologene+ensembl",2,"1","one_to_one"
"Olr1","OLR1","homologene+ensembl",2,"1","one_to_one"
"Oma1","OMA1","homologene+ensembl",2,"1","one_to_one"
"Omd","OMD","homologene+ensembl",2,"1","one_to_one"
"Omg","OMG","homologene+ensembl",2,"1","one_to_one"
"Omp","OMP","homologene+ensembl",2,"1","one_to_one"
"Onecut1","ONECUT1","homologene+ensembl",2,"1","one_to_one"
"Onecut2","ONECUT2","homologene+ensembl",2,"1","one_to_one"
"Onecut3","ONECUT3","ensembl",1,"0.6","one_to_one"
"Ooep","OOEP","homologene+ensembl",2,"1","one_to_one"
"Oosp2","OOSP2","homologene+ensembl",2,"1","one_to_one"
"Opa1","OPA1","homologene+ensembl",2,"1","one_to_one"
"Opa3","OPA3","homologene+ensembl",2,"1","one_to_one"
"Opalin","OPALIN","homologene+ensembl",2,"1","one_to_one"
"Opcml","OPCML","homologene+ensembl",2,"1","one_to_one"
"Ophn1","OPHN1","homologene+ensembl",2,"1","one_to_one"
"Oplah","OPLAH","homologene+ensembl",2,"1","one_to_one"
"Opn1mw","OPN1LW","homologene+ensembl",2,"1","one_to_one"
"Opn1sw","OPN1SW","homologene+ensembl",2,"1","one_to_one"
"Opn3","OPN3","homologene+ensembl",2,"1","one_to_one"
"Opn4","OPN4","homologene+ensembl",2,"1","one_to_one"
"Opn5","OPN5","homologene+ensembl",2,"1","one_to_one"
"Oprd1","OPRD1","homologene+ensembl",2,"1","one_to_one"
"Oprk1","OPRK1","homologene+ensembl",2,"1","one_to_one"
"Oprl1","OPRL1","homologene+ensembl",2,"1","one_to_one"
"Oprm1","OPRM1","homologene+ensembl",2,"1","one_to_one"
"Optc","OPTC","homologene+ensembl",2,"1","one_to_one"
"Optn","OPTN","homologene+ensembl",2,"1","one_to_one"
"Orai1","ORAI1","homologene+ensembl",2,"1","one_to_one"
"Orai2","ORAI2","homologene+ensembl",2,"1","one_to_one"
"Orai3","ORAI3","homologene+ensembl",2,"1","one_to_one"
"Oraov1","ORAOV1","ensembl",1,"0.6","one_to_one"
"Orc1","ORC1","homologene+ensembl",2,"1","one_to_one"
"Orc2","ORC2","homologene+ensembl",2,"1","one_to_one"
"Orc3","ORC3","homologene+ensembl",2,"1","one_to_one"
"Orc4","ORC4","homologene+ensembl",2,"1","one_to_one"
"Orc5","ORC5","homologene+ensembl",2,"1","one_to_one"
"Orc6","ORC6","homologene+ensembl",2,"1","one_to_one"
"Ormdl1","ORMDL1","homologene+ensembl",2,"1","one_to_one"
"Ormdl2","ORMDL2","homologene+ensembl",2,"1","one_to_one"
"Ormdl3","ORMDL3","homologene+ensembl",2,"1","one_to_one"
"Os9","OS9","homologene+ensembl",2,"1","one_to_one"
"Osbp","OSBP","homologene+ensembl",2,"1","one_to_one"
"Osbp2","OSBP2","homologene+ensembl",2,"1","one_to_one"
"Osbpl10","OSBPL10","homologene+ensembl",2,"1","one_to_one"
"Osbpl11","OSBPL11","homologene+ensembl",2,"1","one_to_one"
"Osbpl1a","OSBPL1A","homologene+ensembl",2,"1","one_to_one"
"Osbpl2","OSBPL2","homologene+ensembl",2,"1","one_to_one"
"Osbpl3","OSBPL3","homologene+ensembl",2,"1","one_to_one"
"Osbpl5","OSBPL5","homologene+ensembl",2,"1","one_to_one"
"Osbpl6","OSBPL6","homologene+ensembl",2,"1","one_to_one"
"Osbpl7","OSBPL7","homologene+ensembl",2,"1","one_to_one"
"Osbpl8","OSBPL8","homologene+ensembl",2,"1","one_to_one"
"Osbpl9","OSBPL9","homologene+ensembl",2,"1","one_to_one"
"Oscar","OSCAR","homologene+ensembl",2,"1","one_to_one"
"Oscp1","OSCP1","homologene+ensembl",2,"1","one_to_one"
"Oser1","OSER1","homologene+ensembl",2,"1","one_to_one"
"Osgep","OSGEP","homologene+ensembl",2,"1","one_to_one"
"Osgepl1","OSGEPL1","homologene+ensembl",2,"1","one_to_one"
"Osgin1","OSGIN1","homologene+ensembl",2,"1","one_to_one"
"Osgin2","OSGIN2","homologene+ensembl",2,"1","one_to_one"
"Osm","OSM","homologene+ensembl",2,"1","one_to_one"
"Osmr","OSMR","homologene+ensembl",2,"1","one_to_one"
"Osr1","OSR1","homologene+ensembl",2,"1","one_to_one"
"Osr2","OSR2","homologene+ensembl",2,"1","one_to_one"
"Ost4","OST4","ensembl",1,"0.6","one_to_one"
"Ostc","OSTC","homologene+ensembl",2,"1","one_to_one"
"Ostf1","OSTF1","homologene+ensembl",2,"1","one_to_one"
"Ostm1","OSTM1","homologene+ensembl",2,"1","one_to_one"
"Ostn","OSTN","homologene+ensembl",2,"1","one_to_one"
"Otc","OTC","homologene+ensembl",2,"1","one_to_one"
"Otoa","OTOA","homologene+ensembl",2,"1","one_to_one"
"Otof","OTOF","homologene+ensembl",2,"1","one_to_one"
"Otog","OTOG","homologene+ensembl",2,"1","one_to_one"
"Otogl","OTOGL","homologene+ensembl",2,"1","one_to_one"
"Otol1","OTOL1","homologene+ensembl",2,"1","one_to_one"
"Otop1","OTOP1","homologene+ensembl",2,"1","one_to_one"
"Otop2","OTOP2","homologene+ensembl",2,"1","one_to_one"
"Otop3","OTOP3","homologene+ensembl",2,"1","one_to_one"
"Otor","OTOR","homologene+ensembl",2,"1","one_to_one"
"Otos","OTOS","homologene+ensembl",2,"1","one_to_one"
"Otp","OTP","homologene+ensembl",2,"1","one_to_one"
"Otub1","OTUB1","ensembl",1,"0.6","one_to_one"
"Otub2","OTUB2","homologene+ensembl",2,"1","one_to_one"
"Otud1","OTUD1","homologene+ensembl",2,"1","one_to_one"
"Otud3","OTUD3","homologene+ensembl",2,"1","one_to_one"
"Otud4","OTUD4","homologene+ensembl",2,"1","one_to_one"
"Otud5","OTUD5","ensembl",1,"0.6","one_to_one"
"Otud6a","OTUD6A","homologene+ensembl",2,"1","one_to_one"
"Otud6b","OTUD6B","homologene+ensembl",2,"1","one_to_one"
"Otud7a","OTUD7A","homologene+ensembl",2,"1","one_to_one"
"Otud7b","OTUD7B","homologene+ensembl",2,"1","one_to_one"
"Otulin","OTULIN","homologene+ensembl",2,"1","one_to_one"
"Otulinl","OTULINL","homologene",1,"0.8","one_to_one"
"Otx1","OTX1","homologene+ensembl",2,"1","one_to_one"
"Otx2","OTX2","homologene+ensembl",2,"1","one_to_one"
"Ovca2","OVCA2","homologene+ensembl",2,"1","one_to_one"
"Ovch2","OVCH2","homologene+ensembl",2,"1","one_to_one"
"Ovgp1","OVGP1","homologene+ensembl",2,"1","one_to_one"
"Ovol1","OVOL1","homologene+ensembl",2,"1","one_to_one"
"Ovol2","OVOL2","homologene+ensembl",2,"1","one_to_one"
"Ovol3","OVOL3","homologene+ensembl",2,"1","one_to_one"
"Oxa1l","OXA1L","homologene+ensembl",2,"1","one_to_one"
"Oxct1","OXCT1","homologene+ensembl",2,"1","one_to_one"
"Oxgr1","OXGR1","homologene+ensembl",2,"1","one_to_one"
"Oxld1","OXLD1","homologene+ensembl",2,"1","one_to_one"
"Oxnad1","OXNAD1","homologene+ensembl",2,"1","one_to_one"
"Oxr1","OXR1","homologene+ensembl",2,"1","one_to_one"
"Oxsm","OXSM","homologene+ensembl",2,"1","one_to_one"
"Oxsr1","OXSR1","homologene+ensembl",2,"1","one_to_one"
"Oxt","OXT","homologene+ensembl",2,"1","one_to_one"
"Oxtr","OXTR","homologene+ensembl",2,"1","one_to_one"
"P2rx1","P2RX1","homologene+ensembl",2,"1","one_to_one"
"P2rx2","P2RX2","homologene+ensembl",2,"1","one_to_one"
"P2rx3","P2RX3","homologene+ensembl",2,"1","one_to_one"
"P2rx4","P2RX4","homologene+ensembl",2,"1","one_to_one"
"P2rx5","P2RX5","homologene+ensembl",2,"1","one_to_one"
"P2rx6","P2RX6","homologene+ensembl",2,"1","one_to_one"
"P2rx7","P2RX7","homologene+ensembl",2,"1","one_to_one"
"P2ry1","P2RY1","homologene+ensembl",2,"1","one_to_one"
"P2ry10","P2RY10","homologene+ensembl",2,"1","one_to_one"
"P2ry12","P2RY12","homologene+ensembl",2,"1","one_to_one"
"P2ry13","P2RY13","homologene+ensembl",2,"1","one_to_one"
"P2ry14","P2RY14","homologene+ensembl",2,"1","one_to_one"
"P2ry2","P2RY2","homologene+ensembl",2,"1","one_to_one"
"P2ry4","P2RY4","homologene+ensembl",2,"1","one_to_one"
"P2ry6","P2RY6","homologene+ensembl",2,"1","one_to_one"
"P3h1","P3H1","homologene+ensembl",2,"1","one_to_one"
"P3h2","P3H2","homologene+ensembl",2,"1","one_to_one"
"P3h3","P3H3","homologene+ensembl",2,"1","one_to_one"
"P3h4","P3H4","homologene+ensembl",2,"1","one_to_one"
"P4ha1","P4HA1","homologene+ensembl",2,"1","one_to_one"
"P4ha2","P4HA2","homologene+ensembl",2,"1","one_to_one"
"P4ha3","P4HA3","homologene+ensembl",2,"1","one_to_one"
"P4hb","P4HB","homologene+ensembl",2,"1","one_to_one"
"P4htm","P4HTM","homologene+ensembl",2,"1","one_to_one"
"Pa2g4","PA2G4","homologene+ensembl",2,"1","one_to_one"
"Pabpc1","PABPC1","homologene+ensembl",2,"1","one_to_one"
"Pabpc1l","PABPC1L","homologene+ensembl",2,"1","one_to_one"
"Pabpc1l2b-ps","PABPC1L2A","homologene+ensembl",2,"1","one_to_one"
"Pabpc2","PABPC1","ensembl",1,"0.6","one_to_one"
"Pabpc4","PABPC4","homologene+ensembl",2,"1","one_to_one"
"Pabpc4l","PABPC4L","homologene+ensembl",2,"1","one_to_one"
"Pabpc5","PABPC5","homologene+ensembl",2,"1","one_to_one"
"Pabpn1","PABPN1","homologene+ensembl",2,"1","one_to_one"
"Pabpn1l","PABPN1L","homologene+ensembl",2,"1","one_to_one"
"Pacrg","PACRG","homologene+ensembl",2,"1","one_to_one"
"Pacrgl","PACRGL","homologene+ensembl",2,"1","one_to_one"
"Pacs1","PACS1","homologene+ensembl",2,"1","one_to_one"
"Pacs2","PACS2","homologene+ensembl",2,"1","one_to_one"
"Pacsin1","PACSIN1","homologene+ensembl",2,"1","one_to_one"
"Pacsin2","PACSIN2","homologene+ensembl",2,"1","one_to_one"
"Pacsin3","PACSIN3","homologene+ensembl",2,"1","one_to_one"
"Padi1","PADI1","homologene+ensembl",2,"1","one_to_one"
"Padi2","PADI2","homologene+ensembl",2,"1","one_to_one"
"Padi3","PADI3","homologene+ensembl",2,"1","one_to_one"
"Padi4","PADI4","homologene+ensembl",2,"1","one_to_one"
"Padi6","PADI6","homologene+ensembl",2,"1","one_to_one"
"Paf1","PAF1","homologene+ensembl",2,"1","one_to_one"
"Pafah1b1","PAFAH1B1","homologene+ensembl",2,"1","one_to_one"
"Pafah1b2","PAFAH1B2","homologene+ensembl",2,"1","one_to_one"
"Pafah1b3","PAFAH1B3","homologene+ensembl",2,"1","one_to_one"
"Pafah2","PAFAH2","homologene+ensembl",2,"1","one_to_one"
"Pag1","PAG1","homologene+ensembl",2,"1","one_to_one"
"Pagr1a","PAGR1","homologene+ensembl",2,"1","one_to_one"
"Pah","PAH","homologene+ensembl",2,"1","one_to_one"
"Paics","PAICS","homologene+ensembl",2,"1","one_to_one"
"Paip1","PAIP1","homologene+ensembl",2,"1","one_to_one"
"Paip2","PAIP2","homologene+ensembl",2,"1","one_to_one"
"Paip2b","PAIP2B","homologene+ensembl",2,"1","one_to_one"
"Pak1","PAK1","homologene+ensembl",2,"1","one_to_one"
"Pak1ip1","PAK1IP1","homologene+ensembl",2,"1","one_to_one"
"Pak2","PAK2","homologene+ensembl",2,"1","one_to_one"
"Pak3","PAK3","homologene+ensembl",2,"1","one_to_one"
"Pak4","PAK4","homologene+ensembl",2,"1","one_to_one"
"Pak6","PAK6","homologene+ensembl",2,"1","one_to_one"
"Pak7","PAK5","homologene+ensembl",2,"1","one_to_one"
"Palb2","PALB2","homologene+ensembl",2,"1","one_to_one"
"Pald1","PALD1","homologene+ensembl",2,"1","one_to_one"
"Palld","PALLD","homologene+ensembl",2,"1","one_to_one"
"Palm","PALM","homologene+ensembl",2,"1","one_to_one"
"Palm2","PALM2","homologene+ensembl",2,"1","one_to_one"
"Palm3","PALM3","homologene+ensembl",2,"1","one_to_one"
"Palmd","PALMD","homologene+ensembl",2,"1","one_to_one"
"Pam","PAM","homologene+ensembl",2,"1","one_to_one"
"Pam16","PAM16","homologene+ensembl",2,"1","one_to_one"
"Pamr1","PAMR1","homologene+ensembl",2,"1","one_to_one"
"Pan2","PAN2","homologene+ensembl",2,"1","one_to_one"
"Pan3","PAN3","homologene+ensembl",2,"1","one_to_one"
"Pank1","PANK1","homologene+ensembl",2,"1","one_to_one"
"Pank2","PANK2","homologene+ensembl",2,"1","one_to_one"
"Pank3","PANK3","homologene+ensembl",2,"1","one_to_one"
"Pank4","PANK4","homologene+ensembl",2,"1","one_to_one"
"Panx1","PANX1","homologene+ensembl",2,"1","one_to_one"
"Panx2","PANX2","homologene+ensembl",2,"1","one_to_one"
"Panx3","PANX3","homologene+ensembl",2,"1","one_to_one"
"Paox","PAOX","homologene+ensembl",2,"1","one_to_one"
"Papd4","PAPD4","ensembl",1,"0.6","one_to_one"
"Papd5","PAPD5","ensembl",1,"0.6","one_to_one"
"Papd7","PAPD7","ensembl",1,"0.6","one_to_one"
"Papln","PAPLN","homologene+ensembl",2,"1","one_to_one"
"Papola","PAPOLA","homologene+ensembl",2,"1","one_to_one"
"Papolb","PAPOLB","homologene+ensembl",2,"1","one_to_one"
"Papolg","PAPOLG","homologene+ensembl",2,"1","one_to_one"
"Pappa","PAPPA","homologene+ensembl",2,"1","one_to_one"
"Pappa2","PAPPA2","homologene+ensembl",2,"1","one_to_one"
"Papss1","PAPSS1","homologene+ensembl",2,"1","one_to_one"
"Papss2","PAPSS2","homologene+ensembl",2,"1","one_to_one"
"Paqr3","PAQR3","homologene+ensembl",2,"1","one_to_one"
"Paqr4","PAQR4","homologene+ensembl",2,"1","one_to_one"
"Paqr5","PAQR5","homologene+ensembl",2,"1","one_to_one"
"Paqr6","PAQR6","homologene+ensembl",2,"1","one_to_one"
"Paqr7","PAQR7","homologene+ensembl",2,"1","one_to_one"
"Paqr8","PAQR8","homologene+ensembl",2,"1","one_to_one"
"Paqr9","PAQR9","homologene+ensembl",2,"1","one_to_one"
"Pard3","PARD3","homologene+ensembl",2,"1","one_to_one"
"Pard3b","PARD3B","homologene+ensembl",2,"1","one_to_one"
"Pard6a","PARD6A","homologene+ensembl",2,"1","one_to_one"
"Pard6b","PARD6B","homologene+ensembl",2,"1","one_to_one"
"Pard6g","PARD6G","homologene+ensembl",2,"1","one_to_one"
"Parg","PARG","homologene+ensembl",2,"1","one_to_one"
"Park2","PRKN","ensembl",1,"0.6","one_to_one"
"Park7","PARK7","homologene+ensembl",2,"1","one_to_one"
"Parl","PARL","homologene+ensembl",2,"1","one_to_one"
"Parm1","PARM1","homologene+ensembl",2,"1","one_to_one"
"Parn","PARN","homologene+ensembl",2,"1","one_to_one"
"Parp1","PARP1","homologene+ensembl",2,"1","one_to_one"
"Parp10","PARP10","homologene+ensembl",2,"1","one_to_one"
"Parp11","PARP11","homologene+ensembl",2,"1","one_to_one"
"Parp12","PARP12","homologene+ensembl",2,"1","one_to_one"
"Parp14","PARP14","homologene+ensembl",2,"1","one_to_one"
"Parp16","PARP16","homologene+ensembl",2,"1","one_to_one"
"Parp2","PARP2","homologene+ensembl",2,"1","one_to_one"
"Parp3","PARP3","homologene+ensembl",2,"1","one_to_one"
"Parp4","PARP4","homologene+ensembl",2,"1","one_to_one"
"Parp6","PARP6","homologene+ensembl",2,"1","one_to_one"
"Parp8","PARP8","homologene+ensembl",2,"1","one_to_one"
"Parp9","PARP9","homologene+ensembl",2,"1","one_to_one"
"Parpbp","PARPBP","homologene+ensembl",2,"1","one_to_one"
"Pars2","PARS2","homologene+ensembl",2,"1","one_to_one"
"Parva","PARVA","homologene+ensembl",2,"1","one_to_one"
"Parvb","PARVB","homologene+ensembl",2,"1","one_to_one"
"Parvg","PARVG","homologene+ensembl",2,"1","one_to_one"
"Pask","PASK","homologene+ensembl",2,"1","one_to_one"
"Pate1","PATE1","homologene+ensembl",2,"1","one_to_one"
"Pate2","PATE2","homologene+ensembl",2,"1","one_to_one"
"Pate3","PATE3","homologene+ensembl",2,"1","one_to_one"
"Pate4","PATE4","ensembl",1,"0.6","one_to_one"
"Patj","PATJ","homologene+ensembl",2,"1","one_to_one"
"Patl1","PATL1","homologene+ensembl",2,"1","one_to_one"
"Patl2","PATL2","homologene+ensembl",2,"1","one_to_one"
"Patz1","PATZ1","homologene+ensembl",2,"1","one_to_one"
"Pawr","PAWR","homologene+ensembl",2,"1","one_to_one"
"Pax1","PAX1","homologene+ensembl",2,"1","one_to_one"
"Pax2","PAX2","homologene+ensembl",2,"1","one_to_one"
"Pax3","PAX3","homologene+ensembl",2,"1","one_to_one"
"Pax4","PAX4","homologene+ensembl",2,"1","one_to_one"
"Pax5","PAX5","homologene+ensembl",2,"1","one_to_one"
"Pax6","PAX6","homologene+ensembl",2,"1","one_to_one"
"Pax7","PAX7","homologene+ensembl",2,"1","one_to_one"
"Pax8","PAX8","homologene+ensembl",2,"1","one_to_one"
"Pax9","PAX9","homologene+ensembl",2,"1","one_to_one"
"Paxbp1","PAXBP1","homologene+ensembl",2,"1","one_to_one"
"Paxip1","PAXIP1","ensembl",1,"0.6","one_to_one"
"Paxx","PAXX","homologene+ensembl",2,"1","one_to_one"
"Pbdc1","PBDC1","homologene+ensembl",2,"1","one_to_one"
"Pbk","PBK","homologene+ensembl",2,"1","one_to_one"
"Pbld1","PBLD","homologene+ensembl",2,"1","one_to_one"
"Pbld2","PBLD","ensembl",1,"0.6","one_to_one"
"Pbp2","PEBP1","ensembl",1,"0.6","one_to_one"
"Pbrm1","PBRM1","homologene+ensembl",2,"1","one_to_one"
"Pbx1","PBX1","homologene+ensembl",2,"1","one_to_one"
"Pbx2","PBX2","homologene+ensembl",2,"1","one_to_one"
"Pbx3","PBX3","homologene+ensembl",2,"1","one_to_one"
"Pbx4","PBX4","homologene+ensembl",2,"1","one_to_one"
"Pbxip1","PBXIP1","homologene+ensembl",2,"1","one_to_one"
"Pcare","PCARE","homologene",1,"0.8","one_to_one"
"Pcbd1","PCBD1","homologene+ensembl",2,"1","one_to_one"
"Pcbd2","PCBD2","homologene+ensembl",2,"1","one_to_one"
"Pcbp1","PCBP1","homologene+ensembl",2,"1","one_to_one"
"Pcbp2","PCBP2","homologene+ensembl",2,"1","one_to_one"
"Pcbp3","PCBP3","homologene+ensembl",2,"1","one_to_one"
"Pcbp4","PCBP4","homologene+ensembl",2,"1","one_to_one"
"Pcca","PCCA","homologene+ensembl",2,"1","one_to_one"
"Pccb","PCCB","homologene+ensembl",2,"1","one_to_one"
"Pcdh1","PCDH1","homologene+ensembl",2,"1","one_to_one"
"Pcdh10","PCDH10","homologene+ensembl",2,"1","one_to_one"
"Pcdh11x","PCDH11X","homologene+ensembl",2,"1","one_to_one"
"Pcdh12","PCDH12","homologene+ensembl",2,"1","one_to_one"
"Pcdh15","PCDH15","homologene+ensembl",2,"1","one_to_one"
"Pcdh17","PCDH17","homologene+ensembl",2,"1","one_to_one"
"Pcdh18","PCDH18","homologene+ensembl",2,"1","one_to_one"
"Pcdh19","PCDH19","homologene+ensembl",2,"1","one_to_one"
"Pcdh20","PCDH20","homologene+ensembl",2,"1","one_to_one"
"Pcdh7","PCDH7","homologene+ensembl",2,"1","one_to_one"
"Pcdh8","PCDH8","homologene+ensembl",2,"1","one_to_one"
"Pcdh9","PCDH9","homologene+ensembl",2,"1","one_to_one"
"Pcdha1","PCDHA1","homologene+ensembl",2,"1","one_to_one"
"Pcdha10","PCDHA12","homologene+ensembl",2,"1","one_to_one"
"Pcdha11","PCDHA11","homologene+ensembl",2,"1","one_to_one"
"Pcdha12","PCDHA13","homologene+ensembl",2,"1","one_to_one"
"Pcdha2","PCDHA2","homologene+ensembl",2,"1","one_to_one"
"Pcdha3","PCDHA3","homologene+ensembl",2,"1","one_to_one"
"Pcdha4","PCDHA4","homologene+ensembl",2,"1","one_to_one"
"Pcdha5","PCDHA5","homologene+ensembl",2,"1","one_to_one"
"Pcdha6","PCDHA6","homologene+ensembl",2,"1","one_to_one"
