Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX23761407|Ependymoma	SRX4988100|ES_cells	SRX4988101|ES_cells	SRX4988102|ES_cells	SRX4988103|ES_cells	SRX4988104|ES_cells	SRX4988105|ES_cells	STRING
Rnase4	33.25	266	0	0	0	0	0	0	0	0
Ipo4	33.25	266	0	0	0	0	0	0	0	0
Exoc6	33.25	266	0	0	0	0	0	0	0	0
Csrnp1	33.25	133	133	0	0	0	0	0	0	0
B230219D22Rik	33.25	266	0	0	0	0	0	0	0	0
Apbb3	33.25	266	0	0	0	0	0	0	0	0
Ang	33.25	266	0	0	0	0	0	0	0	0
9930012K11Rik	33.25	266	0	0	0	0	0	0	0	0
Zfp777	33.125	265	0	0	0	0	0	0	0	0
Zbtb33	33.125	265	0	0	0	0	0	0	0	0
Usp20	33.125	265	0	0	0	0	0	0	0	0
Tomm40	33.125	265	0	0	0	0	0	0	0	0
Tbl1xr1	33.125	265	0	0	0	0	0	0	0	0
Psmc3ip	33.125	265	0	0	0	0	0	0	0	0
Mars2	33.125	265	0	0	0	0	0	0	0	0
Lrig2	33.125	265	0	0	0	0	0	0	0	0
Kmt2e	33.125	265	0	0	0	0	0	0	0	0
Klf9	33.125	265	0	0	0	0	0	0	0	0
Gstp1	33.125	265	0	0	0	0	0	0	0	0
Gm2115	33.125	265	0	0	0	0	0	0	0	0
Erich1	33.125	265	0	0	0	0	0	0	0	0
Ctsz	33.125	265	0	0	0	0	0	0	0	0
BC005624	33.125	265	0	0	0	0	0	0	0	0
Atp5l	33.125	265	0	0	0	0	0	0	0	0
4833420G17Rik	33.125	265	0	0	0	0	0	0	0	0
Xkr8	33.0	264	0	0	0	0	0	0	0	0
Whamm	33.0	264	0	0	0	0	0	0	0	0
Usp28	33.0	264	0	0	0	0	0	0	0	0
Tpm4	33.0	264	0	0	0	0	0	0	0	0
Sugp1	33.0	264	0	0	0	0	0	0	0	0
Stard4	33.0	264	0	0	0	0	0	0	0	0
Slf2	33.0	264	0	0	0	0	0	0	0	0
Slc5a3	33.0	264	0	0	0	0	0	0	0	0
Rlim	33.0	264	0	0	0	0	0	0	0	0
Ppfibp2	33.0	264	0	0	0	0	0	0	0	0
Mrps6	33.0	264	0	0	0	0	0	0	0	0
Mau2	33.0	264	0	0	0	0	0	0	0	0
Katnal1	33.0	264	0	0	0	0	0	0	0	0
Ice1	33.0	264	0	0	0	0	0	0	0	0
H3c10	33.0	264	0	0	0	0	0	0	0	0
H2bc13	33.0	264	0	0	0	0	0	0	0	0
H2ac13	33.0	264	0	0	0	0	0	0	0	0
Fsd2	33.0	264	0	0	0	0	0	0	0	0
Edc4	33.0	264	0	0	0	0	0	0	0	0
Cbln3	33.0	264	0	0	0	0	0	0	0	0
Amd2	33.0	264	0	0	0	0	0	0	0	0
Amd1	33.0	264	0	0	0	0	0	0	0	0
Abcb9	33.0	264	0	0	0	0	0	0	0	0
Trim35	32.875	263	0	0	0	0	0	0	0	0
Tex264	32.875	263	0	0	0	0	0	0	0	0
Sema4b	32.875	263	0	0	0	0	0	0	0	0
Rnf166	32.875	263	0	0	0	0	0	0	0	0
Pcm1	32.875	263	0	0	0	0	0	0	0	0
Parp1	32.875	263	0	0	0	0	0	0	0	0
Mthfd1l	32.875	263	0	0	0	0	0	0	0	0
Klhl12	32.875	263	0	0	0	0	0	0	0	0
Ier5	32.875	263	0	0	0	0	0	0	0	0
Gm13276	32.875	156	107	0	0	0	0	0	0	0
Ctu2	32.875	263	0	0	0	0	0	0	0	0
Crispld2	32.875	0	263	0	0	0	0	0	0	0
Zfp821	32.75	262	0	0	0	0	0	0	0	0
Vps35l	32.75	262	0	0	0	0	0	0	0	0
Tdrd3	32.75	262	0	0	0	0	0	0	0	0
Smurf2	32.75	262	0	0	0	0	0	0	0	0
Slain1	32.75	262	0	0	0	0	0	0	0	0
Skp1	32.75	262	0	0	0	0	0	0	0	0
Sgo2a	32.75	262	0	0	0	0	0	0	0	0
Sertad2	32.75	262	0	0	0	0	0	0	0	0
Rbm25	32.75	262	0	0	0	0	0	0	0	0
Polr3g	32.75	262	0	0	0	0	0	0	0	0
Pip5kl1	32.75	138	124	0	0	0	0	0	0	0
Mblac2	32.75	262	0	0	0	0	0	0	0	0
Limk1	32.75	262	0	0	0	0	0	0	0	0
Itsn1	32.75	262	0	0	0	0	0	0	0	0
Ist1	32.75	262	0	0	0	0	0	0	0	0
Ifrd1	32.75	262	0	0	0	0	0	0	0	0
Gnl2	32.75	262	0	0	0	0	0	0	0	0
Dpm2	32.75	138	124	0	0	0	0	0	0	0
Dennd4b	32.75	262	0	0	0	0	0	0	0	0
Csde1	32.75	262	0	0	0	0	0	0	0	0
Cryzl1	32.75	262	0	0	0	0	0	0	0	0
Ccdc74a	32.75	262	0	0	0	0	0	0	0	0
Casp8ap2	32.75	262	0	0	0	0	0	0	0	0
Ythdc2	32.625	261	0	0	0	0	0	0	0	0
Ttk	32.625	261	0	0	0	0	0	0	0	0
Tmem134	32.625	261	0	0	0	0	0	0	0	0
Slc37a1	32.625	261	0	0	0	0	0	0	0	0
Senp5	32.625	261	0	0	0	0	0	0	0	0
Scap	32.625	261	0	0	0	0	0	0	0	0
Rexo4	32.625	261	0	0	0	0	0	0	0	0
Pef1	32.625	261	0	0	0	0	0	0	0	0
Nin	32.625	261	0	0	0	0	0	0	0	0
Kif20b	32.625	261	0	0	0	0	0	0	0	0
Dusp5	32.625	261	0	0	0	0	0	0	0	0
Clk1	32.625	261	0	0	0	0	0	0	0	0
Cflar	32.625	261	0	0	0	0	0	0	0	0
Ccnd1	32.625	261	0	0	0	0	0	0	0	0
Arpc1a	32.625	261	0	0	0	0	0	0	0	0
Aip	32.625	261	0	0	0	0	0	0	0	0
Ss18l2	32.5	260	0	0	0	0	0	0	0	0
Snx33	32.5	260	0	0	0	0	0	0	0	0
Senp8	32.5	260	0	0	0	0	0	0	0	0
Sdhaf1	32.5	260	0	0	0	0	0	0	0	0
Scamp4	32.5	260	0	0	0	0	0	0	0	0
Rbm47	32.5	260	0	0	0	0	0	0	0	0
Myo9a	32.5	260	0	0	0	0	0	0	0	0
Fitm2	32.5	149	111	0	0	0	0	0	0	0
Efr3a	32.5	260	0	0	0	0	0	0	0	0
Dhrs7b	32.5	260	0	0	0	0	0	0	0	0
Arhgef2	32.5	260	0	0	0	0	0	0	0	0
Adat3	32.5	260	0	0	0	0	0	0	0	0
Usp48	32.375	259	0	0	0	0	0	0	0	0
Ttc26	32.375	103	156	0	0	0	0	0	0	0
Tbl2	32.375	259	0	0	0	0	0	0	0	0
Sumo3	32.375	259	0	0	0	0	0	0	0	0
Sh3glb1	32.375	259	0	0	0	0	0	0	0	0
Ola1	32.375	259	0	0	0	0	0	0	0	0
Macrod2	32.375	259	0	0	0	0	0	0	0	0
Itga3	32.375	259	0	0	0	0	0	0	0	0
Hcfc2	32.375	259	0	0	0	0	0	0	0	0
Hbq1a	32.375	0	0	0	0	0	0	158	101	0
Gja1	32.375	259	0	0	0	0	0	0	0	0
Galnt18	32.375	259	0	0	0	0	0	0	0	0
Atp9a	32.375	259	0	0	0	0	0	0	0	0
Arhgap12	32.375	259	0	0	0	0	0	0	0	0
Abcc4	32.375	259	0	0	0	0	0	0	0	0
AU041133	32.375	259	0	0	0	0	0	0	0	0
Wdyhv1	32.25	258	0	0	0	0	0	0	0	0
Wdpcp	32.25	258	0	0	0	0	0	0	0	0
Ubap1	32.25	258	0	0	0	0	0	0	0	0
Tpr	32.25	258	0	0	0	0	0	0	0	0
Tmem219	32.25	258	0	0	0	0	0	0	0	0
Sh3bp2	32.25	258	0	0	0	0	0	0	0	0
Pura	32.25	258	0	0	0	0	0	0	0	0
Psma1	32.25	258	0	0	0	0	0	0	0	0
Psat1	32.25	258	0	0	0	0	0	0	0	0
Phf20	32.25	258	0	0	0	0	0	0	0	0
Odr4	32.25	258	0	0	0	0	0	0	0	0
Nup153	32.25	258	0	0	0	0	0	0	0	0
Nrep	32.25	258	0	0	0	0	0	0	0	0
Mettl15	32.25	258	0	0	0	0	0	0	0	0
Mdh1	32.25	258	0	0	0	0	0	0	0	0
Kif18a	32.25	258	0	0	0	0	0	0	0	0
Irf2	32.25	258	0	0	0	0	0	0	0	0
Fignl1	32.25	258	0	0	0	0	0	0	0	0
Fam214a	32.25	258	0	0	0	0	0	0	0	0
Ercc5	32.25	258	0	0	0	0	0	0	0	0
Cep55	32.25	258	0	0	0	0	0	0	0	0
Bsdc1	32.25	258	0	0	0	0	0	0	0	0
Axin2	32.25	258	0	0	0	0	0	0	0	0
Adcy6	32.25	258	0	0	0	0	0	0	0	0
Acy1	32.25	258	0	0	0	0	0	0	0	0
Zfp523	32.125	257	0	0	0	0	0	0	0	0
Tmco4	32.125	257	0	0	0	0	0	0	0	0
Stk32c	32.125	257	0	0	0	0	0	0	0	0
Pnkd	32.125	257	0	0	0	0	0	0	0	0
Nuak1	32.125	257	0	0	0	0	0	0	0	0
Mid1ip1	32.125	257	0	0	0	0	0	0	0	0
Maml1	32.125	257	0	0	0	0	0	0	0	0
Lrrc27	32.125	257	0	0	0	0	0	0	0	0
Jade2	32.125	257	0	0	0	0	0	0	0	0
Grhl2	32.125	257	0	0	0	0	0	0	0	0
Fnbp4	32.125	257	0	0	0	0	0	0	0	0
Egf	32.125	257	0	0	0	0	0	0	0	0
Efcab2	32.125	257	0	0	0	0	0	0	0	0
Dis3l2	32.125	257	0	0	0	0	0	0	0	0
Arrdc2	32.125	257	0	0	0	0	0	0	0	0
Aamp	32.125	257	0	0	0	0	0	0	0	0
0610009B22Rik	32.125	257	0	0	0	0	0	0	0	0
Zscan26	32.0	144	112	0	0	0	0	0	0	0
Znrd2	32.0	256	0	0	0	0	0	0	0	0
Unc13b	32.0	158	98	0	0	0	0	0	0	0
Ube2k	32.0	256	0	0	0	0	0	0	0	0
Tgif1	32.0	256	0	0	0	0	0	0	0	0
Stip1	32.0	256	0	0	0	0	0	0	0	0
Srrm2	32.0	256	0	0	0	0	0	0	0	0
Sp5	32.0	256	0	0	0	0	0	0	0	0
Slc25a20	32.0	256	0	0	0	0	0	0	0	0
Rnf181	32.0	256	0	0	0	0	0	0	0	0
Pmm1	32.0	256	0	0	0	0	0	0	0	0
Pdrg1	32.0	256	0	0	0	0	0	0	0	0
Ndufaf3	32.0	256	0	0	0	0	0	0	0	0
Kctd6	32.0	256	0	0	0	0	0	0	0	0
Foxo6	32.0	256	0	0	0	0	0	0	0	0
Fam89b	32.0	256	0	0	0	0	0	0	0	0
Eif4g3	32.0	256	0	0	0	0	0	0	0	0
Dgkh	32.0	256	0	0	0	0	0	0	0	0
Dalrd3	32.0	256	0	0	0	0	0	0	0	0
Cnn3	32.0	182	74	0	0	0	0	0	0	0
Cep70	32.0	256	0	0	0	0	0	0	0	0
Acot6	32.0	256	0	0	0	0	0	0	0	0
Abcb10	32.0	256	0	0	0	0	0	0	0	0
Zfyve21	31.875	255	0	0	0	0	0	0	0	0
Xrcc3	31.875	255	0	0	0	0	0	0	0	0
Tusc1	31.875	255	0	0	0	0	0	0	0	0
Thumpd1	31.875	157	98	0	0	0	0	0	0	0
Susd6	31.875	255	0	0	0	0	0	0	0	0
Rpl31	31.875	255	0	0	0	0	0	0	0	0
Rnf5	31.875	255	0	0	0	0	0	0	0	0
Retreg2	31.875	255	0	0	0	0	0	0	0	0
Psme1	31.875	255	0	0	0	0	0	0	0	0
Osbpl2	31.875	255	0	0	0	0	0	0	0	0
Mier3	31.875	255	0	0	0	0	0	0	0	0
Gtf2f2	31.875	135	120	0	0	0	0	0	0	0
Fitm1	31.875	255	0	0	0	0	0	0	0	0
Cnppd1	31.875	255	0	0	0	0	0	0	0	0
Atp6v0a2	31.875	255	0	0	0	0	0	0	0	0
Agpat1	31.875	255	0	0	0	0	0	0	0	0
Agfg1	31.875	255	0	0	0	0	0	0	0	0
4932438A13Rik	31.875	255	0	0	0	0	0	0	0	0
Zfp609	31.75	254	0	0	0	0	0	0	0	0
Usp24	31.75	254	0	0	0	0	0	0	0	0
Smim7	31.75	254	0	0	0	0	0	0	0	0
Slc16a1	31.75	254	0	0	0	0	0	0	0	0
Rufy3	31.75	254	0	0	0	0	0	0	0	0
Pcnt	31.75	254	0	0	0	0	0	0	0	0
Nde1	31.75	254	0	0	0	0	0	0	0	0
Marf1	31.75	254	0	0	0	0	0	0	0	0
Kdm3b	31.75	254	0	0	0	0	0	0	0	0
Ints8	31.75	254	0	0	0	0	0	0	0	0
Hexim1	31.75	254	0	0	0	0	0	0	0	0
Gpx7	31.75	254	0	0	0	0	0	0	0	0
Epb41l4a	31.75	254	0	0	0	0	0	0	0	0
Bptf	31.75	254	0	0	0	0	0	0	0	0
U2af1l4	31.625	253	0	0	0	0	0	0	0	0
Trabd	31.625	253	0	0	0	0	0	0	0	0
Tex30	31.625	253	0	0	0	0	0	0	0	0
Set	31.625	253	0	0	0	0	0	0	0	0
Rab18	31.625	253	0	0	0	0	0	0	0	0
Pum1	31.625	253	0	0	0	0	0	0	0	0
Psenen	31.625	253	0	0	0	0	0	0	0	0
Ngef	31.625	253	0	0	0	0	0	0	0	0
Neu2	31.625	253	0	0	0	0	0	0	0	0
Nemf	31.625	253	0	0	0	0	0	0	0	0
Mtpap	31.625	151	102	0	0	0	0	0	0	0
Mtdh	31.625	253	0	0	0	0	0	0	0	0
Manf	31.625	253	0	0	0	0	0	0	0	0
Lin37	31.625	253	0	0	0	0	0	0	0	0
Inafm1	31.625	253	0	0	0	0	0	0	0	0
Igflr1	31.625	253	0	0	0	0	0	0	0	0
Hacd1	31.625	253	0	0	0	0	0	0	0	0
H3c6	31.625	253	0	0	0	0	0	0	0	0
Grasp	31.625	253	0	0	0	0	0	0	0	0
Gpn2	31.625	253	0	0	0	0	0	0	0	0
Fbxo11	31.625	253	0	0	0	0	0	0	0	0
Eif4g2	31.625	253	0	0	0	0	0	0	0	0
Coq9	31.625	253	0	0	0	0	0	0	0	0
Ciapin1	31.625	253	0	0	0	0	0	0	0	0
Bhlhe40	31.625	253	0	0	0	0	0	0	0	0
Zscan30	31.5	252	0	0	0	0	0	0	0	0
Zkscan5	31.5	252	0	0	0	0	0	0	0	0
Zkscan14	31.5	252	0	0	0	0	0	0	0	0
Zhx1	31.5	252	0	0	0	0	0	0	0	0
Zfp35	31.5	252	0	0	0	0	0	0	0	0
Wdr47	31.5	252	0	0	0	0	0	0	0	0
Srrm1	31.5	252	0	0	0	0	0	0	0	0
Spr	31.5	252	0	0	0	0	0	0	0	0
Setd7	31.5	252	0	0	0	0	0	0	0	0
Ptpn4	31.5	252	0	0	0	0	0	0	0	0
Pdpk1	31.5	252	0	0	0	0	0	0	0	0
N4bp2	31.5	252	0	0	0	0	0	0	0	0
Mib1	31.5	252	0	0	0	0	0	0	0	0
Mfsd4b1	31.5	252	0	0	0	0	0	0	0	0
Mecp2	31.5	252	0	0	0	0	0	0	0	0
Mbnl1	31.5	252	0	0	0	0	0	0	0	0
Maff	31.5	252	0	0	0	0	0	0	0	0
Kdelr2	31.5	252	0	0	0	0	0	0	0	0
Il3ra	31.5	252	0	0	0	0	0	0	0	0
Gphn	31.5	252	0	0	0	0	0	0	0	0
Gmnn	31.5	252	0	0	0	0	0	0	0	0
Cnih4	31.5	252	0	0	0	0	0	0	0	0
Cep164	31.5	252	0	0	0	0	0	0	0	0
Ccn2	31.5	0	252	0	0	0	0	0	0	0
Btbd9	31.5	252	0	0	0	0	0	0	0	0
Abcc5	31.5	252	0	0	0	0	0	0	0	0
1810030O07Rik	31.5	252	0	0	0	0	0	0	0	0
Zfp438	31.375	251	0	0	0	0	0	0	0	0
Xpo1	31.375	251	0	0	0	0	0	0	0	0
Vpreb3	31.375	251	0	0	0	0	0	0	0	0
Tmem181a	31.375	251	0	0	0	0	0	0	0	0
Thap1	31.375	251	0	0	0	0	0	0	0	0
Tgfbr1	31.375	251	0	0	0	0	0	0	0	0
Snx25	31.375	251	0	0	0	0	0	0	0	0
Serpinb12	31.375	251	0	0	0	0	0	0	0	0
Rbpms	31.375	251	0	0	0	0	0	0	0	0
Pstpip2	31.375	251	0	0	0	0	0	0	0	0
Lmo7	31.375	251	0	0	0	0	0	0	0	0
Kpna4	31.375	251	0	0	0	0	0	0	0	0
Gm5134	31.375	251	0	0	0	0	0	0	0	0
Fads3	31.375	251	0	0	0	0	0	0	0	0
Dop1b	31.375	251	0	0	0	0	0	0	0	0
Creb1	31.375	251	0	0	0	0	0	0	0	0
Ccz1	31.375	251	0	0	0	0	0	0	0	0
Xpc	31.25	250	0	0	0	0	0	0	0	0
Uxs1	31.25	250	0	0	0	0	0	0	0	0
Sec22a	31.25	250	0	0	0	0	0	0	0	0
Rpl35a	31.25	250	0	0	0	0	0	0	0	0
Nfatc3	31.25	250	0	0	0	0	0	0	0	0
Med13	31.25	250	0	0	0	0	0	0	0	0
Lsm3	31.25	250	0	0	0	0	0	0	0	0
Klf16	31.25	250	0	0	0	0	0	0	0	0
Kin	31.25	250	0	0	0	0	0	0	0	0
Iqcg	31.25	250	0	0	0	0	0	0	0	0
Ilrun	31.25	250	0	0	0	0	0	0	0	0
Hgh1	31.25	250	0	0	0	0	0	0	0	0
Gyg	31.25	250	0	0	0	0	0	0	0	0
Golim4	31.25	250	0	0	0	0	0	0	0	0
Gamt	31.25	250	0	0	0	0	0	0	0	0
Dazap1	31.25	250	0	0	0	0	0	0	0	0
Birc5	31.25	250	0	0	0	0	0	0	0	0
Atp5c1	31.25	250	0	0	0	0	0	0	0	0
Ap3m1	31.25	250	0	0	0	0	0	0	0	0
Ap1ar	31.25	250	0	0	0	0	0	0	0	0
Ankrd63	31.25	250	0	0	0	0	0	0	0	0
Adk	31.25	250	0	0	0	0	0	0	0	0
Zbtb18	31.125	249	0	0	0	0	0	0	0	0
S1pr4	31.125	249	0	0	0	0	0	0	0	0
Rnf111	31.125	249	0	0	0	0	0	0	0	0
Ralbp1	31.125	249	0	0	0	0	0	0	0	0
Nr4a2	31.125	249	0	0	0	0	0	0	0	0
Ncln	31.125	249	0	0	0	0	0	0	0	0
Mos	31.125	249	0	0	0	0	0	0	0	0
Mettl9	31.125	249	0	0	0	0	0	0	0	0
Man1a	31.125	249	0	0	0	0	0	0	0	0
Jak2	31.125	249	0	0	0	0	0	0	0	0
Eri3	31.125	249	0	0	0	0	0	0	0	0
Ap5b1	31.125	249	0	0	0	0	0	0	0	0
Zfp407	31.0	248	0	0	0	0	0	0	0	0
Ubr3	31.0	248	0	0	0	0	0	0	0	0
Ubap2l	31.0	248	0	0	0	0	0	0	0	0
Tyw3	31.0	124	124	0	0	0	0	0	0	0
Slu7	31.0	248	0	0	0	0	0	0	0	0
Rabggtb	31.0	248	0	0	0	0	0	0	0	0
Rabep1	31.0	248	0	0	0	0	0	0	0	0
Ppp1r12b	31.0	248	0	0	0	0	0	0	0	0
Pex16	31.0	248	0	0	0	0	0	0	0	0
Pelp1	31.0	248	0	0	0	0	0	0	0	0
Ostf1	31.0	248	0	0	0	0	0	0	0	0
Nmrk1	31.0	248	0	0	0	0	0	0	0	0
Mdn1	31.0	248	0	0	0	0	0	0	0	0
Large2	31.0	248	0	0	0	0	0	0	0	0
Kcnk1	31.0	248	0	0	0	0	0	0	0	0
Ipo5	31.0	248	0	0	0	0	0	0	0	0
Fam98a	31.0	248	0	0	0	0	0	0	0	0
Cryz	31.0	124	124	0	0	0	0	0	0	0
Chrnb1	31.0	248	0	0	0	0	0	0	0	0
4933434E20Rik	31.0	248	0	0	0	0	0	0	0	0
Vps51	30.875	147	100	0	0	0	0	0	0	0
Tsen34	30.875	247	0	0	0	0	0	0	0	0
Tmbim6	30.875	247	0	0	0	0	0	0	0	0
Taf2	30.875	247	0	0	0	0	0	0	0	0
Spata1	30.875	247	0	0	0	0	0	0	0	0
Snw1	30.875	247	0	0	0	0	0	0	0	0
Scarf1	30.875	247	0	0	0	0	0	0	0	0
Rps15	30.875	247	0	0	0	0	0	0	0	0
Rilp	30.875	247	0	0	0	0	0	0	0	0
Mboat7	30.875	247	0	0	0	0	0	0	0	0
M6pr	30.875	247	0	0	0	0	0	0	0	0
Il1rn	30.875	0	247	0	0	0	0	0	0	0
Gng5	30.875	247	0	0	0	0	0	0	0	0
Gga2	30.875	247	0	0	0	0	0	0	0	0
Dpy19l1	30.875	247	0	0	0	0	0	0	0	0
Cpne2	30.875	247	0	0	0	0	0	0	0	0
Cep85l	30.875	247	0	0	0	0	0	0	0	0
Bax	30.875	247	0	0	0	0	0	0	0	0
Arrdc1	30.875	247	0	0	0	0	0	0	0	0
Apc2	30.875	247	0	0	0	0	0	0	0	0
Afap1l1	30.875	247	0	0	0	0	0	0	0	0
Xpo7	30.75	246	0	0	0	0	0	0	0	0
Washc5	30.75	246	0	0	0	0	0	0	0	0
Wasf2	30.75	246	0	0	0	0	0	0	0	0
Tssc4	30.75	246	0	0	0	0	0	0	0	0
Sft2d2	30.75	246	0	0	0	0	0	0	0	0
Rundc3a	30.75	246	0	0	0	0	0	0	0	0
Rsrp1	30.75	246	0	0	0	0	0	0	0	0
Rab40c	30.75	133	113	0	0	0	0	0	0	0
Ppm1b	30.75	246	0	0	0	0	0	0	0	0
Pgp	30.75	246	0	0	0	0	0	0	0	0
Nsmce2	30.75	246	0	0	0	0	0	0	0	0
Myh10	30.75	246	0	0	0	0	0	0	0	0
D5Ertd579e	30.75	246	0	0	0	0	0	0	0	0
Cyfip1	30.75	246	0	0	0	0	0	0	0	0
Cdk5rap1	30.75	246	0	0	0	0	0	0	0	0
Bbx	30.75	246	0	0	0	0	0	0	0	0
Ash2l	30.75	246	0	0	0	0	0	0	0	0
Tent4b	30.625	245	0	0	0	0	0	0	0	0
Tead4	30.625	245	0	0	0	0	0	0	0	0
Ptpn9	30.625	245	0	0	0	0	0	0	0	0
Ppie	30.625	245	0	0	0	0	0	0	0	0
Pikfyve	30.625	245	0	0	0	0	0	0	0	0
Pias3	30.625	245	0	0	0	0	0	0	0	0
Idh1	30.625	245	0	0	0	0	0	0	0	0
F3	30.625	245	0	0	0	0	0	0	0	0
E130311K13Rik	30.625	245	0	0	0	0	0	0	0	0
Denr	30.625	245	0	0	0	0	0	0	0	0
Dele1	30.625	245	0	0	0	0	0	0	0	0
Ddx1	30.625	245	0	0	0	0	0	0	0	0
Colgalt1	30.625	245	0	0	0	0	0	0	0	0
Chst8	30.625	245	0	0	0	0	0	0	0	0
Camsap3	30.625	245	0	0	0	0	0	0	0	0
Bag3	30.625	245	0	0	0	0	0	0	0	0
Akap1	30.625	245	0	0	0	0	0	0	0	0
Zc3h8	30.5	244	0	0	0	0	0	0	0	0
Vgf	30.5	244	0	0	0	0	0	0	0	0
Srp72	30.5	244	0	0	0	0	0	0	0	0
Pkn2	30.5	244	0	0	0	0	0	0	0	0
Marveld3	30.5	244	0	0	0	0	0	0	0	0
Lin9	30.5	244	0	0	0	0	0	0	0	0
Isoc2a	30.5	244	0	0	0	0	0	0	0	0
Hcn3	30.5	244	0	0	0	0	0	0	0	0
Gm45927	30.5	244	0	0	0	0	0	0	0	0
Gdpd5	30.5	244	0	0	0	0	0	0	0	0
Fbxl20	30.5	244	0	0	0	0	0	0	0	0
Clk2	30.5	244	0	0	0	0	0	0	0	0
Bola1	30.5	244	0	0	0	0	0	0	0	0
Wdr43	30.375	243	0	0	0	0	0	0	0	0
Utp14a	30.375	243	0	0	0	0	0	0	0	0
Ttc7	30.375	243	0	0	0	0	0	0	0	0
Tarsl2	30.375	243	0	0	0	0	0	0	0	0
Slc35c2	30.375	243	0	0	0	0	0	0	0	0
Rnf125	30.375	243	0	0	0	0	0	0	0	0
Rab5c	30.375	243	0	0	0	0	0	0	0	0
Npat	30.375	243	0	0	0	0	0	0	0	0
Mfap1b	30.375	243	0	0	0	0	0	0	0	0
Mapkapk5	30.375	243	0	0	0	0	0	0	0	0
Lsm10	30.375	243	0	0	0	0	0	0	0	0
Kbtbd8	30.375	243	0	0	0	0	0	0	0	0
Dynll2	30.375	243	0	0	0	0	0	0	0	0
Cnot1	30.375	243	0	0	0	0	0	0	0	0
Atm	30.375	243	0	0	0	0	0	0	0	0
Ammecr1l	30.375	243	0	0	0	0	0	0	0	0
Zmym4	30.25	242	0	0	0	0	0	0	0	0
Vrk2	30.25	242	0	0	0	0	0	0	0	0
Vapa	30.25	242	0	0	0	0	0	0	0	0
Tmem106b	30.25	242	0	0	0	0	0	0	0	0
Srsf10	30.25	242	0	0	0	0	0	0	0	0
Rap2c	30.25	242	0	0	0	0	0	0	0	0
Pprc1	30.25	242	0	0	0	0	0	0	0	0
Plk2	30.25	242	0	0	0	0	0	0	0	0
Parp4	30.25	242	0	0	0	0	0	0	0	0
Mrps31	30.25	87	155	0	0	0	0	0	0	0
Mink1	30.25	242	0	0	0	0	0	0	0	0
Lamp1	30.25	242	0	0	0	0	0	0	0	0
Gsn	30.25	242	0	0	0	0	0	0	0	0
Cenpj	30.25	242	0	0	0	0	0	0	0	0
Cdkal1	30.25	0	242	0	0	0	0	0	0	0
Cdc5l	30.25	242	0	0	0	0	0	0	0	0
Cdc42bpa	30.25	242	0	0	0	0	0	0	0	0
Cavin1	30.25	242	0	0	0	0	0	0	0	0
Camk2g	30.25	242	0	0	0	0	0	0	0	0
4921524J17Rik	30.25	242	0	0	0	0	0	0	0	0
Wsb1	30.125	241	0	0	0	0	0	0	0	0
Usp43	30.125	241	0	0	0	0	0	0	0	0
Tbc1d5	30.125	241	0	0	0	0	0	0	0	0
Tbc1d14	30.125	241	0	0	0	0	0	0	0	0
Prkcd	30.125	241	0	0	0	0	0	0	0	0
Pcyt2	30.125	241	0	0	0	0	0	0	0	0
Nkx2-1	30.125	241	0	0	0	0	0	0	0	0
Mageh1	30.125	241	0	0	0	0	0	0	0	0
Ltbp4	30.125	241	0	0	0	0	0	0	0	0
Gskip	30.125	241	0	0	0	0	0	0	0	0
Ginm1	30.125	241	0	0	0	0	0	0	0	0
Gfod2	30.125	241	0	0	0	0	0	0	0	0
Fancd2	30.125	241	0	0	0	0	0	0	0	0
Emc3	30.125	241	0	0	0	0	0	0	0	0
Cep170b	30.125	241	0	0	0	0	0	0	0	0
Ccnf	30.125	241	0	0	0	0	0	0	0	0
Blcap	30.125	241	0	0	0	0	0	0	0	0
Atg2b	30.125	241	0	0	0	0	0	0	0	0
Tbcc	30.0	240	0	0	0	0	0	0	0	0
Stx4a	30.0	240	0	0	0	0	0	0	0	0
Siah1b	30.0	240	0	0	0	0	0	0	0	0
Shtn1	30.0	240	0	0	0	0	0	0	0	0
Rps2	30.0	240	0	0	0	0	0	0	0	0
Rp9	30.0	240	0	0	0	0	0	0	0	0
Rnf151	30.0	240	0	0	0	0	0	0	0	0
Ptpn6	30.0	155	85	0	0	0	0	0	0	0
Ndufb10	30.0	240	0	0	0	0	0	0	0	0
Mief2	30.0	240	0	0	0	0	0	0	0	0
Mapk1	30.0	240	0	0	0	0	0	0	0	0
Ifi211	30.0	0	240	0	0	0	0	0	0	0
Flii	30.0	240	0	0	0	0	0	0	0	0
Exd1	30.0	240	0	0	0	0	0	0	0	0
Chp1	30.0	240	0	0	0	0	0	0	0	0
Chchd3	30.0	240	0	0	0	0	0	0	0	0
Ankrd54	30.0	240	0	0	0	0	0	0	0	0
Zfp113	29.875	239	0	0	0	0	0	0	0	0
Zbed4	29.875	239	0	0	0	0	0	0	0	0
Txndc5	29.875	239	0	0	0	0	0	0	0	0
Thoc5	29.875	239	0	0	0	0	0	0	0	0
Secisbp2l	29.875	239	0	0	0	0	0	0	0	0
Purb	29.875	239	0	0	0	0	0	0	0	0
Plk3	29.875	239	0	0	0	0	0	0	0	0
Nsf	29.875	239	0	0	0	0	0	0	0	0
Nlk	29.875	239	0	0	0	0	0	0	0	0
