Target_genes	Mef2c|Average	SRX1287946|B_cells	SRX1287948|B_cells	SRX5846336|Cardiac_fibroblasts	SRX5846337|Cardiac_fibroblasts	SRX5846338|Cardiac_fibroblasts	SRX5846339|Cardiac_fibroblasts	SRX5846348|Cardiac_fibroblasts	SRX5846349|Cardiac_fibroblasts	SRX5846350|Cardiac_fibroblasts	SRX2497449|Cardiomyocytes	SRX2497450|Cardiomyocytes	SRX2497458|Cardiomyocytes	SRX2497459|Cardiomyocytes	SRX10616116|Cerebellum	SRX10616117|Cerebellum	SRX13554136|MEF	SRX13554137|MEF	SRX13554148|MEF	SRX13554149|MEF	SRX13554160|MEF	SRX13554161|MEF	SRX13554164|MEF	SRX13554165|MEF	SRX3845111|MEF	SRX3845116|MEF	SRX3845122|MEF	SRX4933820|MEF	SRX10616112|Prefrontal_Cortex	SRX10616113|Prefrontal_Cortex	STRING
Zcchc3	30.965517	0	0	0	0	60	197	0	0	0	0	0	0	0	211	115	0	0	0	0	0	0	0	0	98	0	217	0	0	0	0
Zc3h7a	30.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	340	160	0	0	0	0	0	0	0	0	153	109	136	0	0	0	0
Rrp9	30.965517	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	369	267	0	0	0	0
Parp3	30.965517	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	369	267	0	0	0	0
Osbpl1a	30.965517	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	202	327	0	0	0	0
Mrpl42	30.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	272	301	162	0	0	0	0
Mcl1	30.965517	0	0	0	0	0	159	0	95	0	0	0	0	0	168	178	0	0	0	0	0	0	0	0	142	0	156	0	0	0	0
Ap1s1	30.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	150	185	0	0	0	0	0	0	0	0	80	259	224	0	0	0	0
Ank	30.965517	0	0	0	0	0	186	0	0	0	0	0	0	0	262	238	0	0	0	0	0	0	0	90	122	0	0	0	0	0	0
Tmem208	30.931034	0	0	0	0	0	88	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	119	297	249	0	0	0	0
Romo1	30.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	349	163	0	0	0	0	0	0	0	0	139	95	151	0	0	0	0
Nfs1	30.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	349	163	0	0	0	0	0	0	0	0	139	95	151	0	0	0	0
Lrrc29	30.931034	0	0	0	0	0	88	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	119	297	249	0	0	0	0
Gtf2a1	30.931034	0	0	0	0	0	157	0	0	0	0	0	0	0	295	198	0	0	0	0	0	0	0	0	79	168	0	0	0	0	0
Dhdds	30.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	277	168	0	0	0	0	0	0	0	0	89	159	204	0	0	0	0
Xrcc5	30.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	254	257	0	0	0	0	0	0	0	0	106	144	135	0	0	0	0
Tcirg1	30.896552	0	0	0	0	236	0	0	159	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	150	115	0	0	0	0
Tbl2	30.896552	0	0	0	0	160	158	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	130	145	217	0	0	0	0
Rps21	30.896552	0	0	0	0	133	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	279	172	0	0	0	0
Edrf1	30.896552	0	0	0	0	0	100	0	0	0	0	0	0	0	199	182	0	0	0	0	0	0	0	0	173	122	120	0	0	0	0
Tulp3	30.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	324	272	0	0	0	0	0	0	0	0	0	175	124	0	0	0	0
Tmem189	30.862069	0	0	0	0	0	240	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	148	147	155	0	0	0	0
Tmco6	30.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	336	146	0	0	0	0	0	0	0	0	78	109	226	0	0	0	0
P2rx6	30.862069	0	0	0	0	210	173	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	204	0	0	0	0	0
Lrrc74b	30.862069	0	0	0	0	210	173	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	204	0	0	0	0	0
Lancl3	30.862069	0	0	0	0	232	329	165	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3646	30.862069	0	0	0	87	139	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	78	0	0	0	0	0
Acbd3	30.862069	0	0	0	0	194	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	192	137	0	163	0	0	0
Ssna1	30.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	186	216	0	0	0	0	0	0	0	0	96	256	140	0	0	0	0
H4c6	30.827586	0	0	0	0	356	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
H1f3	30.827586	0	0	0	0	356	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Cdcp1	30.827586	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	156	166	0	0	0	0
Anapc2	30.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	186	216	0	0	0	0	0	0	0	0	96	256	140	0	0	0	0
Add3	30.827586	0	0	0	164	213	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp943	30.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	169	116	0	0	0	0	0	0	0	0	195	207	206	0	0	0	0
Zfp942	30.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	169	116	0	0	0	0	0	0	0	0	195	207	206	0	0	0	0
Sptlc1	30.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	270	125	0	0	0	0	0	0	0	0	169	149	180	0	0	0	0
Rbfa	30.793103	0	0	0	0	0	94	0	196	0	0	0	0	0	157	94	0	0	0	0	0	0	0	0	65	145	142	0	0	0	0
Arl10	30.793103	0	0	0	0	0	0	242	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	175	170	0	0	0	0
Ap3d1	30.793103	0	0	0	0	201	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	222	0	0	0	0
Acer3	30.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	279	225	0	0	0	0	0	0	0	0	0	186	203	0	0	0	0
Yy1	30.758621	0	0	0	0	0	158	0	0	0	0	0	0	0	310	202	0	0	0	0	0	0	0	0	109	0	0	0	0	113	0
Mycbp	30.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	275	181	0	0	0	0	0	0	0	0	85	153	198	0	0	0	0
Lrrc15	30.758621	0	0	0	0	0	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0a2	30.758621	0	0	0	0	151	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	188	152	0	0	0	0
Yipf4	30.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	212	171	0	0	0	0	0	0	0	0	190	207	111	0	0	0	0
Ube2z	30.724138	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	245	258	0	0	0	0
Poc1a	30.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	300	441	0	0	0	0
Mettl23	30.724138	0	0	0	0	0	114	0	0	0	0	0	0	0	130	91	0	0	0	0	0	0	0	0	198	208	150	0	0	0	0
Glrx5	30.724138	0	0	0	0	270	206	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	113	95	111	0	0	0	0
Evi5l	30.724138	0	0	0	0	128	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	168	189	0	0	0	0
Eps15l1	30.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	299	168	0	0	0	0	0	0	0	0	122	150	152	0	0	0	0
Bend3	30.724138	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	228	111	121	0	0	0
Preb	30.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	339	283	0	0	0	0	0	0	0	0	0	190	78	0	0	0	0
Nudcd1	30.689655	0	0	0	0	0	157	0	0	0	0	0	0	0	191	133	0	0	0	0	0	0	0	0	95	141	173	0	0	0	0
Nmt2	30.689655	0	0	0	0	137	264	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	137	0	0	0	0
Ncapd3	30.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	161	133	0	0	0	0	0	0	0	0	216	129	151	0	0	100	0
Kdm2b	30.689655	0	0	0	0	361	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	200	0	0	0	0
Ints5	30.689655	0	0	0	0	0	133	0	0	0	0	0	0	0	289	145	0	0	0	0	0	0	0	0	94	125	104	0	0	0	0
Gm13212	30.689655	0	0	0	0	515	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0
Exo1	30.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	180	353	230	0	0	0	0
Eny2	30.689655	0	0	0	0	0	157	0	0	0	0	0	0	0	191	133	0	0	0	0	0	0	0	0	95	141	173	0	0	0	0
Ago3	30.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	336	214	0	0	0	0	0	0	0	0	134	102	104	0	0	0	0
1810009A15Rik	30.689655	0	0	0	0	0	133	0	0	0	0	0	0	0	289	145	0	0	0	0	0	0	0	0	94	125	104	0	0	0	0
Stap2	30.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	236	104	0	0	0	0	0	0	0	0	204	140	205	0	0	0	0
Rbm15	30.655172	0	0	0	0	0	162	0	0	0	0	0	0	0	127	158	0	0	0	0	0	0	0	0	150	181	111	0	0	0	0
Ptgir	30.655172	0	0	0	0	232	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	190	0	0	0	0	0
Mpnd	30.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	236	104	0	0	0	0	0	0	0	0	204	140	205	0	0	0	0
Knstrn	30.655172	0	0	0	0	205	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	188	230	0	0	0	0
Kazald1	30.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	206	157	0	0	0	0	0	0	0	0	183	164	179	0	0	0	0
Sh3bp2	30.62069	393	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	132	0	0	0	0
Pin1	30.62069	0	0	0	0	0	0	0	0	0	0	0	0	0	224	99	0	0	0	0	0	0	0	0	125	212	228	0	0	0	0
Kctd20	30.62069	0	0	0	0	0	107	0	0	0	0	0	0	0	153	121	0	0	0	0	0	0	0	0	230	137	140	0	0	0	0
Fads1	30.62069	0	0	0	0	265	0	0	0	0	0	0	0	0	104	78	0	0	0	0	0	0	0	0	130	197	114	0	0	0	0
Ube2v1	30.586207	0	0	0	0	178	277	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	147	137	0	0	0	0
Psmc4	30.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	85	123	0	0	0	0	0	0	0	0	116	297	266	0	0	0	0
Muc1	30.586207	0	0	0	0	157	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	151	0	0	0	0	0
Usp42	30.551724	0	0	0	0	0	181	0	0	0	0	0	0	0	215	125	0	0	0	0	0	0	0	0	196	0	169	0	0	0	0
Smim6	30.551724	0	0	0	0	75	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	162	0	0	0	0	0
Shbg	30.551724	0	0	0	0	225	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	208	112	0	0	0	0
Setd7	30.551724	0	0	0	130	241	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	109	0	0	0	0
Pttg1ip	30.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	145	132	0	0	0	0	0	0	0	0	102	351	156	0	0	0	0
Olfr561	30.551724	0	0	0	0	0	0	308	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mon1b	30.551724	0	0	0	0	0	60	0	0	0	0	0	0	0	146	149	0	0	0	0	0	0	0	0	179	172	180	0	0	0	0
Dcdc2b	30.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	289	202	0	0	0	0	0	0	0	0	82	133	180	0	0	0	0
Cyb5r4	30.551724	0	0	0	0	0	62	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	179	214	276	0	0	0	0
Crocc	30.551724	0	0	0	0	131	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	207	198	0	0	0	0
Arel1	30.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	197	193	0	0	0	0	0	0	0	0	170	181	145	0	0	0	0
Abhd16b	30.551724	0	0	0	0	123	163	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	93	153	131	0	0	0	0
Zmiz1	30.517241	0	0	0	0	301	270	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	95	82	0	0	0	0	0
Sap30l	30.517241	0	0	0	0	242	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0
Ppp1r37	30.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	275	141	0	0	0	0	0	0	0	0	192	277	0	0	0	0	0
Hint1	30.517241	0	0	0	0	0	113	0	0	0	0	0	0	0	310	201	0	0	0	0	0	0	0	0	0	102	159	0	0	0	0
Hdgf	30.517241	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	163	181	0	0	0	0
Gpr84	30.517241	0	0	0	0	0	148	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	261	106	193	0	0	0	0
Cluh	30.517241	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	357	156	0	0	0	0
Acta1	30.517241	0	0	0	0	114	234	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	211	199	0	0	0	0	0	0	0
Tsen54	30.482759	0	0	0	0	0	121	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	226	194	202	0	0	0	0
Pold3	30.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	177	161	0	0	0	0	0	0	0	0	243	211	92	0	0	0	0
Phax	30.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	158	86	0	0	0	0	0	0	0	0	186	195	259	0	0	0	0
Ost4	30.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	172	129	0	0	0	0	0	0	0	0	145	213	225	0	0	0	0
Osbp2	30.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	302	134	0	0	0	0
Ltbp1	30.482759	0	0	0	0	118	178	0	105	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	67	118	0	0	0	0
Katnal2	30.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	195	223	317	0	0	0	0
Hmgcr	30.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	359	171	0	0	0	0	0	0	0	0	125	131	98	0	0	0	0
Ddhd1	30.482759	0	0	0	0	0	545	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	119	0	133	0	0	0	0
Caskin2	30.482759	0	0	0	0	0	121	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	226	194	202	0	0	0	0
Aldh7a1	30.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	158	86	0	0	0	0	0	0	0	0	186	195	259	0	0	0	0
Timm8b	30.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	297	152	0	0	0	0	0	0	0	0	95	120	219	0	0	0	0
Slc44a1	30.448276	0	0	0	0	0	180	0	0	0	0	0	0	0	213	156	0	0	0	0	0	0	0	0	138	106	90	0	0	0	0
Sdhd	30.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	297	152	0	0	0	0	0	0	0	0	95	120	219	0	0	0	0
Ndufs2	30.448276	0	0	0	0	205	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	98	149	0	0	0	0
Micos10	30.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	219	143	0	0	0	0	0	0	0	0	157	158	206	0	0	0	0
Lyplal1	30.448276	0	0	0	0	151	0	0	0	0	0	0	0	0	279	230	0	0	0	0	0	0	0	0	0	126	97	0	0	0	0
Fam168b	30.448276	0	0	0	0	259	0	0	0	0	0	0	0	0	243	138	0	0	0	0	0	0	0	0	146	97	0	0	0	0	0
Entpd6	30.448276	0	0	0	0	72	0	0	0	0	0	0	0	0	128	164	0	0	0	0	0	0	0	0	213	177	129	0	0	0	0
Dhx33	30.448276	0	0	0	0	144	142	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	170	205	0	0	0	0	0
Adamts4	30.448276	0	0	0	0	205	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	98	149	0	0	0	0
Tprkb	30.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	206	349	164	0	0	0	0
Tab1	30.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	246	395	0	0	0	0
Szrd1	30.413793	0	0	0	0	0	87	0	0	0	0	0	0	0	140	140	0	0	0	0	0	0	0	0	192	150	173	0	0	0	0
Samd4b	30.413793	0	0	0	0	0	248	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	159	151	245	0	0	0	0
Nat8f1	30.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	206	349	164	0	0	0	0
Lrrk2	30.413793	0	0	0	0	203	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	112	102	0	0	0	0
Lipe	30.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	176	282	276	0	0	0	0
Gmfg	30.413793	0	0	0	0	0	248	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	159	151	245	0	0	0	0
Fnta	30.413793	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	190	301	84	0	0	0
Cldn8	30.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	229	199	0	0	0	0
Celsr1	30.413793	0	0	0	228	0	238	245	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaa1b	30.413793	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0
Tsc22d2	30.37931	0	0	0	0	0	0	0	0	0	0	0	0	0	252	218	0	0	0	0	0	0	0	0	75	85	137	114	0	0	0
Snrpd2	30.37931	0	0	0	0	0	107	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	143	158	288	0	0	0	0
Qpctl	30.37931	0	0	0	0	0	107	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	143	158	288	0	0	0	0
Mib2	30.37931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	275	500	0	0	0	0
Elmod2	30.37931	0	0	0	0	0	109	0	0	0	0	0	0	0	251	102	0	0	0	0	0	0	0	0	149	130	140	0	0	0	0
Coa3	30.37931	0	0	0	0	196	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	262	133	0	0	0	0
Cntd1	30.37931	0	0	0	0	196	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	262	133	0	0	0	0
Atp6v0a1	30.37931	0	0	0	0	0	109	0	0	0	0	0	0	0	219	224	0	0	0	0	0	0	0	0	73	175	81	0	0	0	0
1700013G24Rik	30.37931	0	0	0	0	367	345	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zgpat	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	207	146	0	0	0	0	0	0	0	0	124	174	229	0	0	0	0
Vmac	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	234	223	0	0	0	0	0	0	0	0	123	161	139	0	0	0	0
Usp37	30.344828	0	0	0	0	106	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	273	313	0	0	0	0
Sema3b	30.344828	0	0	0	0	0	158	0	0	0	0	0	0	0	82	71	0	0	0	0	0	0	0	0	181	166	222	0	0	0	0
Rps11	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	257	142	0	0	0	0	0	0	0	0	155	174	152	0	0	0	0
Rpl13a	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	257	142	0	0	0	0	0	0	0	0	155	174	152	0	0	0	0
Rlf	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	356	205	0	0	0	0	0	0	0	0	117	119	83	0	0	0	0
Ndufa11	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	234	223	0	0	0	0	0	0	0	0	123	161	139	0	0	0	0
Kdsr	30.344828	0	0	0	0	0	114	0	0	0	0	0	0	0	109	100	0	0	0	0	0	0	0	0	273	115	169	0	0	0	0
Elavl1	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	216	209	0	0	0	0	0	0	0	0	155	185	115	0	0	0	0
Ecsit	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	200	98	0	0	0	0	0	0	119	0	122	137	204	0	0	0	0
Dnajc13	30.344828	0	0	0	0	0	107	0	0	0	0	0	0	0	235	132	0	0	0	0	0	0	0	0	158	71	177	0	0	0	0
Colec12	30.344828	0	0	0	0	551	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot9	30.344828	0	0	0	0	106	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	273	313	0	0	0	0
Arfrp1	30.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	207	146	0	0	0	0	0	0	0	0	124	174	229	0	0	0	0
Zfp850	30.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	277	211	0	0	0	0	0	0	0	0	98	184	109	0	0	0	0
Vsig1	30.310345	0	0	0	0	242	283	0	198	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmg4	30.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	336	261	0	0	0	0
Itch	30.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	239	140	0	0	0	0	0	0	0	0	94	192	214	0	0	0	0
Dda1	30.310345	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	235	226	0	0	0	0
Ceacam18	30.310345	0	0	0	0	568	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud4	30.275862	0	0	0	0	141	178	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	139	158	90	0	0	0	0
Mysm1	30.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	147	120	0	0	0	0	0	0	0	0	232	193	186	0	0	0	0
H2-DMa	30.275862	0	0	0	0	116	146	0	0	0	0	0	0	0	287	209	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Brd2	30.275862	0	0	0	0	116	146	0	0	0	0	0	0	0	287	209	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
4930407I10Rik	30.275862	0	0	0	0	451	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zc3hc1	30.241379	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	320	232	0	0	0	0
Snrpd1	30.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	225	212	0	0	0	0	0	0	0	0	131	213	96	0	0	0	0
Rab21	30.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	337	157	0	0	0	0	0	0	0	0	0	180	203	0	0	0	0
Plb1	30.241379	0	0	0	0	166	0	244	194	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borcs5	30.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	163	142	0	0	0	0	0	0	0	0	193	103	136	140	0	0	0
Atxn2	30.241379	0	0	0	0	323	404	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1li1	30.206897	0	0	0	0	0	100	0	0	0	0	0	0	0	239	140	0	0	0	0	0	0	0	0	112	183	102	0	0	0	0
Cln3	30.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	117	341	243	0	0	0	0
Cap1	30.206897	0	0	0	0	165	0	0	235	143	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0
Apobr	30.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	117	341	243	0	0	0	0
Tnk1	30.172414	0	0	0	0	346	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a38	30.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	196	171	291	0	0	0	0
Rnf215	30.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	324	382	0	0	0	0
Hgsnat	30.172414	0	0	0	0	150	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	244	131	0	0	0	0
Epb41	30.172414	0	0	0	0	143	268	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	181	146	0	0	0	0
Cit	30.172414	0	0	0	0	437	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0
Tcaf1	30.137931	0	0	0	0	0	0	233	384	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa25	30.137931	0	0	0	0	0	85	0	0	0	0	0	0	0	176	160	0	0	0	0	0	0	0	0	159	136	158	0	0	0	0
Cacng2	30.137931	0	0	0	0	0	150	0	0	0	0	0	0	0	148	147	0	0	0	0	0	0	0	0	298	131	0	0	0	0	0
Als2	30.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	108	282	170	0	0	0	0
Lce6a	30.103448	0	0	0	0	0	0	0	441	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clp1	30.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	143	108	0	0	0	0	0	0	0	0	127	239	256	0	0	0	0
Cibar2	30.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	262	379	0	0	0	0
Anxa3	30.103448	0	0	0	0	427	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vkorc1l1	30.068966	0	0	0	0	198	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	189	157	0	0	0	0
