Target_genes	Zbtb11|Average	SRX5247619|ES_cells	SRX5247622|ES_cells	SRX5247623|ES_cells	SRX5247624|ES_cells	SRX5247637|ES_cells	SRX5247638|ES_cells	SRX5247639|ES_cells	STRING
Vps4b	106.428571	0	0	0	0	168	99	478	0
Megf11	106.428571	0	0	0	0	412	0	333	0
Dzip1	106.428571	0	0	0	0	185	0	560	0
Twf2	106.142857	0	0	0	0	176	0	567	0
Ppm1m	106.142857	0	0	0	0	176	0	567	0
Pkp1	106.142857	0	0	0	0	316	110	317	0
Dkk3	106.142857	0	0	0	0	317	121	305	0
Sft2d3	106.0	103	0	0	0	144	104	391	0
Ppp1r3e	105.857143	0	0	0	0	240	238	263	0
Patz1	105.857143	0	0	0	0	210	104	427	0
Klhl18	105.714286	117	0	0	0	135	82	406	0
Kif9	105.714286	117	0	0	0	135	82	406	0
Atp6v0d1	105.714286	0	0	0	0	304	0	436	0
Agrp	105.714286	0	0	0	0	304	0	436	0
Smim11	105.571429	0	0	0	0	0	141	598	0
Slc15a1	105.571429	0	0	0	0	0	159	580	0
Bspry	105.571429	144	0	0	0	102	0	493	0
Sertad4	105.285714	0	0	0	0	203	177	357	0
Sart3	105.285714	0	0	0	0	133	184	420	0
Iscu	105.285714	0	0	0	0	133	184	420	0
Ctdspl	105.142857	0	0	0	0	510	0	226	0
Raf1	105.0	0	0	0	0	165	292	278	0
Katnb1	105.0	0	0	0	0	272	93	370	0
Oga	104.857143	129	0	0	0	234	0	371	0
Cdip1	104.857143	0	0	0	0	166	198	370	0
Nlk	104.714286	0	0	0	0	206	0	527	0
Zfp994	104.571429	130	0	0	0	145	131	326	0
Tulp1	104.571429	0	0	0	0	214	0	518	0
Suv39h1	104.571429	111	0	0	0	179	110	332	0
Rbm38	104.571429	0	0	0	0	172	230	330	0
Arpp21	104.571429	0	0	0	0	412	0	320	0
Adcy5	104.571429	154	0	0	0	118	116	344	0
Syt13	104.428571	0	0	0	0	370	0	361	0
Appbp2	104.428571	157	0	0	0	0	0	574	0
Cyp1b1	104.285714	0	0	0	0	332	203	195	0
Bnc1	104.285714	143	0	0	0	0	151	436	0
Abhd17b	104.285714	0	0	0	0	211	0	519	0
1110059E24Rik	104.285714	0	0	0	0	211	0	519	0
Rfx3	104.142857	106	0	0	0	172	0	451	0
Nup160	104.142857	0	0	0	0	110	139	480	0
Kcnab2	104.142857	0	0	0	0	266	140	323	0
Cdh4	104.0	100	0	0	0	194	0	434	0
1700102P08Rik	104.0	129	0	0	0	0	0	599	0
Kif13a	103.857143	0	0	0	0	275	154	298	0
Wdr34	103.714286	211	0	0	0	86	0	429	0
Tmod2	103.714286	0	0	0	0	215	0	511	0
Tbccd1	103.714286	0	0	0	0	303	165	258	0
Dnajb11	103.714286	0	0	0	0	303	165	258	0
Carmil2	103.714286	128	0	0	0	132	0	466	0
Aff1	103.714286	0	0	0	0	197	137	392	0
Vgf	103.571429	180	0	0	0	0	122	423	0
Ppm1b	103.571429	0	0	0	0	247	0	478	0
Rab1b	103.428571	0	0	0	0	408	0	316	0
Rnf31	103.285714	93	0	0	0	126	138	366	0
Psme2	103.285714	93	0	0	0	126	138	366	0
Cebpd	103.285714	97	0	0	0	0	142	484	0
Ttc1	103.142857	0	0	0	0	160	0	562	0
Angptl4	103.142857	0	0	0	0	350	0	372	0
Riok3	103.0	126	0	0	0	205	0	390	0
Mcoln1	103.0	122	0	0	0	0	0	599	0
Wdr4	102.857143	166	0	0	0	0	0	554	0
Rnh1	102.857143	0	0	0	0	223	153	344	0
Rrs1	102.428571	100	0	0	0	132	110	375	0
Hoxa4	102.428571	0	0	0	0	141	143	433	0
Dll1	102.428571	141	0	0	0	0	123	453	0
Adhfe1	102.428571	100	0	0	0	132	110	375	0
Ubn1	102.142857	0	0	0	0	116	213	386	0
Kif22	102.142857	114	0	0	0	216	0	385	0
Glyr1	102.142857	0	0	0	0	116	213	386	0
Etfdh	102.142857	0	0	0	0	0	118	597	0
4930579G24Rik	102.142857	0	0	0	0	0	118	597	0
Tulp4	102.0	0	0	0	0	0	189	525	0
Sec22a	102.0	0	0	0	0	265	165	284	0
Fbxo4	102.0	0	0	0	0	227	90	397	0
Tmod3	101.857143	0	0	0	0	165	0	548	0
Rnf113a1	101.857143	236	0	0	0	0	0	477	0
Pxylp1	101.857143	93	0	0	0	139	0	481	0
Odf2l	101.857143	0	0	0	0	177	0	536	0
Ndufa1	101.857143	236	0	0	0	0	0	477	0
Mosmo	101.857143	0	0	0	0	140	154	419	0
Arl2	101.857143	132	0	0	0	72	0	509	0
Aco1	101.857143	0	0	0	0	128	264	321	0
Vstm4	101.714286	0	0	0	0	118	252	342	0
Sec31a	101.714286	105	0	0	0	188	0	419	0
H2-Q2	101.714286	145	0	0	0	0	99	468	0
Tnfsf9	101.571429	0	0	0	0	386	0	325	0
Tmem220	101.571429	93	0	0	0	172	0	446	0
Scand1	101.428571	127	0	0	0	121	0	462	0
Osbp	101.428571	0	0	0	0	334	0	376	0
Mat2b	101.428571	0	0	0	0	234	74	402	0
Cnbd2	101.428571	127	0	0	0	121	0	462	0
Asah1	101.428571	130	0	0	0	92	0	488	0
4833439L19Rik	101.428571	194	0	0	0	115	0	401	0
Tk1	101.285714	0	0	0	0	322	118	269	0
Pip4k2b	101.285714	0	0	0	0	306	130	273	0
Maf	101.285714	0	0	0	0	271	120	318	0
Cetn4	101.285714	0	0	0	0	123	132	454	0
Bbs12	101.285714	0	0	0	0	123	132	454	0
Afmid	101.285714	0	0	0	0	322	118	269	0
Tsc1	101.142857	0	0	0	0	0	0	708	0
Pclo	101.142857	0	0	0	0	265	132	311	0
Grb7	101.142857	147	0	0	0	159	0	402	0
Anxa4	101.142857	0	0	0	0	297	0	411	0
Qprt	101.0	0	0	0	0	135	146	426	0
L3mbtl1	101.0	0	0	0	0	449	0	258	0
Tmem150a	100.857143	0	0	0	0	0	161	545	0
Ngfr	100.857143	135	0	0	0	108	0	463	0
Yars	100.714286	0	0	0	0	217	223	265	0
Tomm40	100.714286	85	0	0	0	256	0	364	0
Tjp3	100.714286	0	0	0	0	335	121	249	0
S100pbp	100.714286	0	0	0	0	217	223	265	0
Fam81a	100.571429	0	0	0	0	149	90	465	0
Picalm	100.428571	0	0	0	0	145	129	429	0
Lypd11	100.428571	0	0	196	0	242	265	0	0
Fam110a	100.428571	0	0	0	0	251	0	452	0
Cc2d2a	100.428571	0	0	0	0	237	121	345	0
Rwdd3	100.285714	0	0	0	0	0	132	570	0
Pfkfb3	100.285714	0	0	0	0	108	190	404	0
Jdp2	100.142857	0	0	0	0	291	90	320	0
Iqank1	100.142857	0	0	0	0	185	80	436	0
Fam83h	100.142857	0	0	0	0	185	80	436	0
2510009E07Rik	100.142857	0	0	0	0	282	80	339	0
Madd	100.0	0	0	0	0	171	176	353	0
Dynlrb1	100.0	0	0	0	0	426	0	274	0
Spindoc	99.857143	123	0	0	0	200	0	376	0
Usp1	99.714286	0	0	0	0	369	0	329	0
Fnip1	99.714286	97	0	0	0	0	123	478	0
Kdm7a	99.571429	0	0	0	0	285	0	412	0
Usp34	99.428571	0	0	0	0	221	231	244	0
Letmd1	99.428571	0	0	0	0	139	161	396	0
Cltc	99.428571	0	0	0	0	114	90	492	0
Proser1	99.285714	0	0	0	0	138	143	414	0
Nhlrc3	99.285714	0	0	0	0	138	143	414	0
Abhd10	99.285714	0	0	0	0	0	143	552	0
Ampd3	99.142857	0	0	0	0	193	148	353	0
Myo18a	99.0	0	0	0	0	411	0	282	0
Snu13	98.857143	75	0	0	0	106	0	511	0
Pcbp2	98.857143	0	0	0	0	222	153	317	0
Eef2kmt	98.857143	0	0	0	0	251	131	310	0
Kras	98.714286	0	0	0	0	198	227	266	0
Baz2b	98.714286	0	0	0	0	250	143	298	0
Ano10	98.714286	0	0	0	0	215	230	246	0
Fbl	98.571429	0	0	0	0	217	149	324	0
Eps15	98.571429	0	0	0	0	99	0	591	0
Bicd1	98.571429	0	0	0	0	149	143	398	0
Parp8	98.428571	0	0	0	0	318	0	371	0
Bod1l	98.428571	0	0	0	0	238	90	361	0
Trmt10b	98.285714	203	0	0	0	170	0	315	0
Zfp146	98.142857	117	0	0	0	0	0	570	0
Shroom2	98.0	0	0	0	0	343	0	343	0
Rrn3	98.0	0	0	0	0	199	102	385	0
Pkn2	98.0	0	0	0	0	179	121	386	0
Gnpat	98.0	0	0	0	0	114	143	429	0
2810004N23Rik	98.0	0	0	0	0	114	143	429	0
Zfp759	97.857143	0	0	0	0	191	165	329	0
Trim46	97.857143	0	0	0	0	197	184	304	0
Krtcap2	97.857143	0	0	0	0	197	184	304	0
Dyrk1a	97.857143	0	0	0	0	0	172	513	0
Vps26b	97.714286	119	0	0	0	165	0	400	0
Ncapd3	97.714286	119	0	0	0	165	0	400	0
Il15ra	97.714286	0	0	0	0	252	154	278	0
D630039A03Rik	97.571429	66	0	0	0	0	120	497	0
Cspp1	97.571429	120	0	0	0	145	0	418	0
Cops5	97.571429	120	0	0	0	145	0	418	0
Atxn2l	97.571429	0	0	0	0	150	172	361	0
Thap11	97.428571	180	0	0	0	0	108	394	0
Cfap20dc	97.428571	0	0	0	0	156	165	361	0
Cenpt	97.428571	180	0	0	0	0	108	394	0
Bclaf1	97.428571	0	0	0	0	128	152	402	0
B4galnt1	97.428571	0	0	0	0	300	0	382	0
Pawr	97.285714	147	0	0	0	159	0	375	0
Faap24	97.285714	0	0	0	0	306	100	275	0
Eif2b2	97.285714	160	0	0	0	239	0	282	0
Cuedc2	97.285714	113	0	0	0	130	0	438	0
Tpk1	97.142857	0	0	0	0	265	0	415	0
Tcap	97.142857	0	0	0	0	303	145	232	0
Psmd8	97.142857	91	0	0	0	0	0	589	0
Pnmt	97.142857	0	0	0	0	303	145	232	0
Accs	97.142857	146	0	0	0	168	0	366	0
Slc17a9	97.0	0	0	0	0	152	161	366	0
Zfp979	96.857143	0	0	0	0	201	0	477	0
Sbf2	96.857143	0	0	0	0	130	204	344	0
Rufy3	96.857143	0	0	0	0	190	200	288	0
Rac1	96.571429	129	0	0	0	0	115	432	0
Zfp51	96.428571	185	0	0	0	155	0	335	0
Fcgrt	96.428571	0	0	0	0	215	203	257	0
Smim20	96.285714	0	0	0	0	391	0	283	0
Elavl1	96.285714	0	0	0	0	141	0	533	0
Cdk11b	96.142857	0	0	0	0	183	188	302	0
Als2	96.142857	116	0	0	0	0	110	447	0
Vps37c	96.0	0	0	0	0	168	0	504	0
Slc32a1	96.0	0	0	0	0	389	139	144	0
Mrc2	96.0	0	0	0	0	263	0	409	0
Hes6	95.857143	153	0	0	0	0	93	425	0
Stxbp3	95.714286	116	0	0	0	112	0	442	0
Hnrnpl	95.714286	0	0	0	0	283	0	387	0
Prx	95.571429	181	0	0	0	87	0	401	0
Zfp36l1	95.428571	0	0	0	0	203	160	305	0
Rnf38	95.428571	0	0	0	0	227	100	341	0
Tlk2	95.142857	124	0	0	0	88	125	329	0
Sik3	95.142857	0	0	0	0	133	169	364	0
Lsm12	95.142857	0	0	0	0	221	0	445	0
G6pc3	95.142857	0	0	0	0	221	0	445	0
Rbm22	95.0	0	0	0	0	391	0	274	0
Proser2	94.857143	0	0	0	0	306	0	358	0
Pikfyve	94.857143	0	0	0	0	0	164	500	0
Oxr1	94.857143	0	0	0	0	252	123	289	0
Idh1	94.857143	0	0	0	0	0	164	500	0
Cryge	94.714286	142	0	0	0	0	119	402	0
Atp6v1e2	94.714286	0	0	0	0	277	177	209	0
Snx14	94.571429	0	0	0	0	117	110	435	0
Pik3cd	94.571429	83	0	0	0	70	110	399	0
Lrpprc	94.571429	0	0	0	0	0	218	444	0
Rfwd3	94.428571	127	0	0	0	232	0	302	0
Nfatc2	94.428571	145	0	0	0	256	0	260	0
Zfp111	94.142857	214	0	0	0	0	89	356	0
Rnf103	94.142857	0	0	0	0	496	0	163	0
Hccs	94.142857	0	0	0	0	239	90	330	0
Gm15246	94.142857	0	0	0	0	239	90	330	0
Bricd5	94.142857	0	0	0	0	0	0	659	0
Mib2	94.0	116	0	0	0	0	249	293	0
Creb1	94.0	88	0	0	0	0	0	570	0
Snx22	93.857143	0	0	0	0	235	0	422	0
Rpl17	93.857143	0	0	0	0	174	0	483	0
Rhbdd3	93.857143	0	0	0	0	0	149	508	0
Ppp3r1	93.857143	0	0	0	0	201	138	318	0
Nampt	93.857143	0	0	0	0	0	96	561	0
Knstrn	93.857143	112	0	0	0	215	0	330	0
Ewsr1	93.857143	0	0	0	0	0	149	508	0
Etv3	93.714286	0	0	0	0	186	99	371	0
Coch	93.714286	0	0	0	0	164	0	492	0
Paf1	93.571429	0	0	0	0	299	142	214	0
Med29	93.571429	0	0	0	0	299	142	214	0
Hcfc1	93.571429	0	0	0	0	370	0	285	0
Clec2l	93.571429	0	0	0	0	343	0	312	0
Ccdc3	93.571429	0	0	0	0	231	141	283	0
Mrpl4	93.428571	0	0	0	0	179	181	294	0
Hcfc2	93.428571	0	0	0	0	118	169	367	0
Amigo1	93.428571	0	0	0	0	348	0	306	0
Yme1l1	93.285714	0	0	0	0	182	0	471	0
Mastl	93.285714	0	0	0	0	182	0	471	0
Fam160b1	93.142857	0	0	0	0	0	122	530	0
G6pc2	93.0	140	0	0	0	145	0	366	0
Colec11	93.0	0	0	0	0	370	0	281	0
Bin1	92.714286	117	0	0	0	294	0	238	0
Zfp944	92.571429	0	0	0	0	149	121	378	0
Zfp758	92.571429	0	0	0	0	149	121	378	0
Zcchc17	92.571429	0	0	0	0	252	132	264	0
Ybx1	92.571429	0	0	0	0	275	0	373	0
Snrnp40	92.571429	0	0	0	0	252	132	264	0
Lrch4	92.571429	0	0	0	0	84	113	451	0
Hipk2	92.571429	0	0	0	0	135	275	238	0
Chad	92.571429	96	0	0	0	200	0	352	0
Fbxl4	92.285714	0	0	0	0	0	167	479	0
Efhb	92.285714	0	0	0	0	267	0	379	0
Naa16	92.0	145	0	0	0	119	77	303	0
Kcnh3	92.0	0	0	0	0	458	0	186	0
Bmp6	92.0	125	0	0	0	159	0	360	0
Selenos	91.857143	0	0	0	0	202	121	320	0
Ccdc153	91.857143	0	0	0	0	427	0	216	0
Rpl38	91.714286	174	0	0	0	0	0	468	0
Mcf2l	91.571429	0	0	0	0	184	0	457	0
Lsr	91.571429	116	0	0	0	139	0	386	0
Fam187b	91.571429	116	0	0	0	139	0	386	0
B9d1	91.571429	149	0	0	0	0	0	492	0
Akr1e1	91.571429	0	0	0	0	215	154	272	0
Zfp583	91.428571	0	0	0	0	215	0	425	0
Slc9b1	91.428571	0	0	0	0	191	154	295	0
Selenov	91.428571	0	0	0	0	94	0	546	0
Ptk2	91.428571	0	0	0	0	391	0	249	0
Abracl	91.428571	0	0	0	0	0	0	640	0
Eef1aknmt	91.285714	0	0	0	0	209	0	430	0
Dctn6	91.285714	0	0	0	0	191	252	196	0
Atp7a	91.285714	0	0	0	0	0	165	474	0
Rpl8	91.142857	0	0	0	0	305	0	333	0
Lhfpl2	91.142857	0	0	0	0	437	0	201	0
Commd5	91.142857	0	0	0	0	305	0	333	0
Zdhhc3	91.0	126	0	0	0	0	100	411	0
Usp3	91.0	0	0	0	0	281	0	356	0
Poll	91.0	0	0	0	0	271	165	201	0
Exosc7	91.0	126	0	0	0	0	100	411	0
Dpcd	91.0	0	0	0	0	271	165	201	0
Eps15l1	90.857143	0	0	0	0	150	193	293	0
Zc3h6	90.714286	0	0	0	0	215	110	310	0
Zbed3	90.714286	0	0	0	0	207	0	428	0
Lpp	90.714286	0	0	0	0	357	0	278	0
Degs1	90.571429	140	0	0	0	290	0	204	0
Agbl2	90.571429	143	0	0	0	120	132	239	0
Sh3pxd2b	90.428571	190	0	0	0	0	0	443	0
Dcun1d5	90.428571	0	0	0	0	215	0	418	0
Tmem161a	90.285714	137	0	0	0	0	146	349	0
Insyn1	90.285714	116	0	0	0	0	107	409	0
Dscc1	90.285714	0	0	0	0	124	0	508	0
Ahi1	90.285714	0	0	0	0	122	199	311	0
Ifnk	90.142857	0	0	0	0	234	0	397	0
Cyfip1	90.142857	0	0	0	0	157	80	394	0
Dgcr6	90.0	0	0	0	0	269	0	361	0
Rbpj	89.857143	0	0	0	0	177	162	290	0
Zfp692	89.714286	0	0	0	0	178	0	450	0
Sct	89.714286	0	0	0	0	253	130	245	0
Cdhr5	89.714286	0	0	0	0	253	130	245	0
Zfp563	89.571429	98	0	0	0	107	97	325	0
Wfdc1	89.571429	0	0	0	0	194	176	257	0
Psmc6	89.571429	0	0	0	0	148	201	278	0
Prkcz	89.571429	0	0	0	0	211	0	416	0
Rnf216	89.428571	112	0	0	0	151	0	363	0
Parpbp	89.428571	167	0	0	0	145	0	314	0
Nup37	89.428571	167	0	0	0	145	0	314	0
Ccsap	89.428571	114	0	0	0	91	0	421	0
Ssbp3	89.285714	189	0	0	0	0	0	436	0
Rock1	89.285714	0	0	0	0	204	100	321	0
Enthd1	89.285714	0	0	0	0	370	0	255	0
Yy2	89.142857	0	0	0	0	227	0	397	0
Eed	89.0	0	0	0	0	0	0	623	0
Dnajc11	89.0	0	0	0	0	123	225	275	0
Ddx42	89.0	0	0	0	0	0	153	470	0
Ccdc47	89.0	0	0	0	0	0	153	470	0
Bend3	89.0	0	0	0	0	343	0	280	0
Sel1l	88.857143	0	0	0	0	0	165	457	0
Pdxdc1	88.857143	0	0	0	0	262	139	221	0
Mpv17l	88.857143	0	0	0	0	262	139	221	0
Xylb	88.714286	0	0	0	0	0	224	397	0
Arfgap1	88.714286	0	0	0	0	157	0	464	0
Trim71	88.571429	0	0	0	0	237	0	383	0
Rps3a1	88.571429	0	0	0	0	307	0	313	0
Wdr81	88.428571	0	0	0	0	0	156	463	0
Ubc	88.428571	0	0	0	0	124	129	366	0
Plekhg3	88.428571	0	0	0	0	174	127	318	0
Fbxo28	88.428571	0	0	0	0	149	130	340	0
Zfp982	88.285714	0	0	0	0	203	213	202	0
Shisa2	88.285714	0	0	0	0	202	0	416	0
Rad54l	88.285714	0	0	0	0	216	183	219	0
Crybg3	88.285714	0	0	0	0	328	0	290	0
Btaf1	88.285714	153	0	0	0	139	0	326	0
Uck1	88.142857	126	0	0	0	261	0	230	0
Foxp1	88.142857	0	0	0	0	210	119	288	0
Fbxw7	88.142857	98	0	0	0	156	110	253	0
Ext2	88.142857	0	0	0	0	0	231	386	0
Zyg11a	88.0	0	0	0	0	0	169	447	0
Fbxo32	88.0	121	0	0	0	257	0	238	0
Adgrb2	88.0	0	0	0	0	264	101	251	0
Trf	87.857143	102	0	0	0	128	0	385	0
Smim7	87.714286	129	0	0	0	116	0	369	0
Sacs	87.714286	111	0	0	0	0	110	393	0
Natd1	87.714286	0	0	0	0	189	0	425	0
Mrpl52	87.714286	129	0	0	0	0	133	352	0
Cmtm7	87.714286	94	0	0	0	199	0	321	0
Slc35b2	87.571429	0	0	0	0	143	90	380	0
Crocc	87.571429	0	0	0	0	206	154	253	0
Zfp513	87.428571	102	0	0	0	0	0	510	0
Nfx1	87.428571	0	0	0	0	0	244	368	0
Ezr	87.428571	0	0	0	0	439	0	173	0
Spata13	87.142857	0	0	0	0	189	80	341	0
Tcf19	87.0	191	0	0	0	147	0	271	0
Cchcr1	87.0	191	0	0	0	147	0	271	0
Ufsp2	86.857143	0	0	0	0	212	115	281	0
1700029J07Rik	86.857143	0	0	0	0	212	115	281	0
Washc5	86.714286	83	0	0	0	0	165	359	0
Pcbp1	86.714286	0	0	0	0	0	106	501	0
Pam	86.714286	0	0	0	0	134	100	373	0
Nsmce2	86.714286	83	0	0	0	0	165	359	0
Dcaf4	86.714286	0	0	0	0	173	131	303	0
Arl6ip5	86.714286	0	0	0	0	411	0	196	0
Sqstm1	86.571429	0	0	0	0	0	153	453	0
Psma3	86.571429	0	0	0	0	378	0	228	0
Lrrc45	86.571429	115	0	0	0	143	135	213	0
Cenpx	86.571429	115	0	0	0	143	135	213	0
Ascc1	86.571429	0	0	0	0	276	0	330	0
Anapc16	86.571429	0	0	0	0	276	0	330	0
Tgfb3	86.428571	0	0	0	0	148	153	304	0
Prelid3b	86.428571	0	0	0	0	239	154	212	0
Pkm	86.428571	0	0	0	0	179	102	324	0
Ncdn	86.428571	121	0	0	0	130	0	354	0
Ift43	86.428571	0	0	0	0	148	153	304	0
Coro1b	86.428571	92	0	0	0	0	0	513	0
AU040320	86.428571	121	0	0	0	130	0	354	0
Zfp597	86.142857	0	0	0	0	215	0	388	0
Txndc17	86.142857	0	0	0	0	118	0	485	0
Camk2n2	86.142857	104	0	0	0	0	99	400	0
4933427D14Rik	86.142857	0	0	0	0	118	0	485	0
Tex30	86.0	120	0	0	0	116	100	266	0
Syf2	86.0	0	0	0	0	126	127	349	0
Mrps17	86.0	0	0	0	0	234	0	368	0
Lsm11	85.857143	0	0	0	0	119	152	330	0
G2e3	85.857143	0	0	0	0	187	103	311	0
Exosc10	85.857143	0	0	0	0	134	0	467	0
Pip5k1b	85.714286	0	0	0	0	0	0	600	0
Ndst1	85.571429	0	0	0	0	126	150	323	0
Haus1	85.571429	0	0	0	0	193	145	261	0
Atp5a1	85.571429	0	0	0	0	193	145	261	0
Mcrs1	85.428571	0	0	0	0	200	121	277	0
Ifitm7	85.428571	0	0	0	0	99	140	359	0
Bmerb1	85.428571	0	0	0	0	99	140	359	0
Wdfy4	85.285714	0	0	0	0	239	0	358	0
Psmd6	85.285714	0	0	0	0	92	154	351	0
Elfn2	85.285714	130	0	0	0	218	0	249	0
C2cd4b	85.285714	0	0	0	0	144	160	293	0
B3gat2	85.285714	0	0	0	0	213	0	384	0
Slc36a1	85.142857	0	0	0	0	0	203	393	0
Pm20d2	85.142857	197	0	0	0	0	0	399	0
Cdkn2aipnl	85.142857	74	0	0	0	143	156	223	0
Utp15	85.0	98	0	0	0	0	80	417	0
Uba2	85.0	0	0	0	0	199	136	260	0
Tsku	85.0	144	0	0	0	179	0	272	0
Rpl13	85.0	0	0	0	0	142	144	309	0
Ankra2	85.0	98	0	0	0	0	80	417	0
Zswim8	84.857143	90	0	0	0	0	123	381	0
Polm	84.857143	138	0	0	0	127	0	329	0
Chchd1	84.857143	90	0	0	0	0	123	381	0
Bloc1s5	84.857143	0	0	0	0	162	0	432	0
Stab1	84.714286	0	0	0	0	313	0	280	0
Pdia4	84.571429	0	0	0	0	177	119	296	0
Krt24	84.571429	0	0	0	0	128	0	464	0
Dao	84.571429	135	0	0	0	128	0	329	0
Bri3	84.571429	0	0	0	0	0	203	389	0
Ppp2r5b	84.428571	0	0	0	0	0	184	407	0
Med10	84.428571	0	0	0	0	215	0	376	0
Junb	84.428571	0	0	0	0	200	152	239	0
Cfap43	84.428571	0	0	0	0	324	0	267	0
Zbtb8a	84.285714	0	0	0	0	337	0	253	0
Rwdd1	84.285714	0	0	0	0	285	147	158	0
Nudt2	84.142857	0	0	0	0	238	0	351	0
Mob2	84.142857	0	0	0	0	215	0	374	0
Kif24	84.142857	0	0	0	0	238	0	351	0
Trerf1	84.0	127	0	0	0	122	0	339	0
Phka1	84.0	0	0	0	0	92	200	296	0
Mrps10	83.857143	0	0	0	0	0	200	387	0
Ly6e	83.857143	0	0	0	0	167	0	420	0
Tbc1d2b	83.714286	0	0	0	0	367	0	219	0
Spin1	83.714286	0	0	0	0	210	0	376	0
Prss35	83.714286	0	0	0	0	305	100	181	0
Gm10778	83.714286	0	0	0	0	190	0	396	0
Ddx6	83.714286	0	0	0	0	425	0	161	0
1700067K01Rik	83.714286	0	0	0	0	229	96	261	0
Comtd1	83.571429	0	0	0	0	153	142	290	0
A430057M04Rik	83.571429	0	0	0	0	153	142	290	0
Pcx	83.428571	0	0	0	0	345	0	239	0
AW146154	83.428571	67	0	0	0	306	0	211	0
Washc2	83.285714	0	0	0	0	0	0	583	0
Hook2	83.285714	0	0	0	0	174	182	227	0
A430005L14Rik	83.285714	156	0	0	0	0	86	341	0
Zfp809	83.142857	0	0	0	0	137	121	324	0
Tnfsf13b	83.142857	0	0	0	0	0	0	582	0
Rpp25	83.142857	0	0	0	0	0	140	442	0
Galnt10	83.142857	88	0	0	0	143	0	351	0
Crebrf	83.142857	0	0	0	0	0	120	462	0
Cep192	83.142857	0	0	0	0	0	132	450	0
Tnp2	82.857143	89	0	0	0	108	0	383	0
Socs1	82.857143	89	0	0	0	108	0	383	0
Snapc4	82.857143	112	0	0	0	0	90	378	0
B230219D22Rik	82.857143	0	0	0	0	376	0	204	0
Zbtb8os	82.714286	0	0	0	0	0	0	579	0
Wiz	82.714286	0	0	0	0	237	163	179	0
Rbbp4	82.714286	0	0	0	0	0	0	579	0
Ccr4	82.714286	71	0	0	0	0	139	369	0
Cracr2b	82.571429	0	0	0	0	180	126	272	0
Bdnf	82.571429	0	0	0	0	150	145	283	0
Bax	82.571429	130	0	0	0	0	0	448	0
Ntf5	82.428571	0	0	0	0	161	153	263	0
Kcnn3	82.428571	0	0	0	0	0	0	577	0
Cd63	82.428571	0	0	0	0	0	223	354	0
Snrpc	82.285714	0	0	0	0	88	95	393	0
Fndc1	82.285714	0	0	0	0	316	0	260	0
Bcl6	82.285714	0	0	0	0	121	193	262	0
4930522H14Rik	82.285714	0	0	0	0	168	0	408	0
Tmc4	82.142857	0	0	0	0	272	0	303	0
Anxa11	82.142857	85	0	0	0	80	0	410	0
Trappc2l	82.0	0	0	0	0	216	117	241	0
Galns	82.0	0	0	0	0	216	117	241	0
Adam22	82.0	0	0	0	0	0	224	350	0
Zbtb5	81.857143	87	0	0	0	152	0	334	0
Rpl11	81.857143	105	0	0	0	0	105	363	0
Rimbp3	81.857143	0	0	0	0	205	0	368	0
Meaf6	81.857143	0	0	0	0	106	0	467	0
Nlrp6	81.714286	93	0	0	0	176	85	218	0
Nde1	81.714286	0	0	0	0	193	0	379	0
Mbd4	81.714286	0	0	0	0	287	0	285	0
Marf1	81.714286	0	0	0	0	193	0	379	0
Ift122	81.714286	0	0	0	0	287	0	285	0
Tmem191c	81.571429	0	0	0	0	437	0	134	0
Dis3l	81.571429	0	0	0	0	126	0	445	0
Rgs12	81.428571	0	0	0	0	227	70	273	0
Ccn2	81.428571	0	0	0	0	248	0	322	0
Atxn2	81.428571	0	0	0	0	234	0	336	0
Zfp472	81.285714	0	0	0	0	129	0	440	0
Olfr1166	81.285714	0	0	0	0	138	159	272	0
1810030O07Rik	81.285714	0	0	0	0	156	121	292	0
Llph	81.142857	0	0	0	0	0	0	568	0
Xpo5	81.0	0	0	0	0	290	0	277	0
Polh	81.0	0	0	0	0	290	0	277	0
Elob	81.0	99	0	0	0	139	0	329	0
Dydc2	81.0	0	0	0	0	134	0	433	0
Dydc1	81.0	0	0	0	0	134	0	433	0
Cldn7	81.0	0	0	0	0	207	0	360	0
Wdr75	80.857143	0	0	0	0	222	111	233	0
Mrpl10	80.857143	169	0	0	0	0	0	397	0
Lrrc46	80.857143	169	0	0	0	0	0	397	0
Zfp74	80.714286	0	0	0	0	179	100	286	0
Man2a2	80.714286	0	0	0	0	0	196	369	0
Cemip	80.714286	0	0	0	0	313	0	252	0
Ube2cbp	80.571429	0	0	0	0	261	0	303	0
Trim35	80.571429	0	0	0	0	203	0	361	0
Scamp2	80.571429	0	0	0	0	360	0	204	0
Dop1a	80.571429	0	0	0	0	261	0	303	0
Crtc1	80.428571	0	0	0	0	183	0	380	0
Sike1	80.285714	79	0	0	0	170	0	313	0
Lrrfip2	80.285714	0	0	0	0	148	0	414	0
Klhdc1	80.285714	0	0	0	0	101	90	371	0
Ica1	80.285714	0	0	0	0	0	109	453	0
Eif3j2	80.285714	101	0	0	0	157	0	304	0
Eif3j1	80.285714	101	0	0	0	157	0	304	0
Per3	80.142857	0	0	0	0	385	0	176	0
Tmem230	80.0	0	0	0	0	255	0	305	0
Fdxacb1	80.0	0	0	0	0	154	0	406	0
