Target_genes	Bcl6|Average	SRX094460|Liver	SRX094461|Liver	SRX094462|Liver	SRX094463|Liver	SRX094464|Liver	SRX094465|Liver	SRX094466|Liver	SRX016344|Macrophages	SRX028980|Macrophages	SRX028981|Macrophages	SRX112905|Macrophages	SRX6095747|mESC_derived_neural_cells	SRX6095749|mESC_derived_neural_cells	SRX6095751|mESC_derived_neural_cells	ERX383750|Pancreas	ERX383751|Pancreas	SRX1158860|Tfh	SRX353402|Th9	SRX353403|Th9	SRX1158861|Unclassified	STRING
Rnf13	9.6	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0
Rnase6	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Rhox8	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Rbm43	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Rasl10a	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
R3hcc1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ptpro	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ptpdc1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Pou3f3	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Podn	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Plppr5	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Pla2g2c	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Phactr2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Pde1a	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr934	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr836	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr702	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr656	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr64	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr611	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr427	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr426	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr214	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr1351	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Olfr1295	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Nlrp1b	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Nfkbia	9.6	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Morc2b	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Morc2a	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Mgst3	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Me1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Matr3	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Marchf2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Lrif1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Krt9	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Klf15	9.6	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kank1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Iqcm	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ift88	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ifih1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ifi213	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Hnrnpa2b1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0
Hk1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gtf2a2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gse1	9.6	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
Gpx8	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gm5885	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gm38538	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gm15107	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gm12248	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gm10228	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Glud1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gimap7	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gcnt1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gabrq	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Gabpb2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Fam50a	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Fabp4	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Exoc7	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Engase	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Eif2a	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Dynlrb2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Dsg3	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Dnase1l3	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Dip2a	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Defb3	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ddah1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Csmd2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Crppa	9.6	82	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Cpsf7	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Commd2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Col6a6	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Clec10a	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Cks2	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ccdc92b	9.6	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc34	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ccdc158	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Ccdc14	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
CK137956	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Boc	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Bloc1s5	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Bicd1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Bhlhe23	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
BC061237	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
BC049352	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Atp6v1fnb	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Alg10b	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Aldh18a1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Akap1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Adam21	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Acyp1	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Actr1a	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
A930009A15Rik	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	65	0
4933403O08Rik	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
2310079G19Rik	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
0610010F05Rik	9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Zfp668	9.55	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0
Zfp646	9.55	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0
Spsb3	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0
Smarca4	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Nubp2	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0
Myod1	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Moxd1	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Mettl7b	9.55	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypla2	9.55	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Letmd1	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Herc2	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
H3f3a	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Grn	9.55	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chfr	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Cdc42ep2	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Ccdc120	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Tle3	9.5	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swsap1	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Slc40a1	9.5	99	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasl11a	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Prox2	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Pramel12	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0
Phox2a	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Ifit1bl1	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Hexb	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Gcsh	9.5	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam228a	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Dusp10	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Cd27	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Adamts2	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
1700056E22Rik	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Zhx2	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Yipf1	9.45	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp20	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Nudt13	9.45	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0
Mmp9	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Itpka	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Gmip	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Gm12657	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Gm10439	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Fndc10	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Fam205c	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Chst7	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
BC005624	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Adprh	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
2310061I04Rik	9.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Tnfrsf22	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Tmem117	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Ssh3	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Septin4	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Rnf141	9.4	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcnt	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Ncf2	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Naga	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Mctp1	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Jup	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Jph2	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Hmgn1	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Egln1	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	76	0
Dennd10	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Def8	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Csk	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Cpn2	9.4	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Cited2	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Capza1	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Btbd3	9.4	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Zfp600	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0
Thnsl1	9.35	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a3r2	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
S1pr5	9.35	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100a2	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Rhbdd3	9.35	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0
Rab7b	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Lig4	9.35	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itih4	9.35	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2h1	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Foxb1	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Fkbp8	9.35	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ewsr1	9.35	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0
Enkur	9.35	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3b	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Cnr2	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Cdk16	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Ccdc138	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Aven	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Anapc1	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Ablim2	9.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Abhd13	9.35	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfyve27	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Zfp512b	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Zfp346	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Tradd	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Tmem222	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Sprr1a	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Sftpc	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Rttn	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Rtl8b	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Rem1	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Psma4	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Liph	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Ldb3	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Lcn3	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Lca5	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Krt78	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Hsf4	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
H2-T3	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Fbxl8	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Dpagt1	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Defb25	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
AY074887	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
4930451I11Rik	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Ydjc	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Vmn1r1	9.25	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0
Supt7l	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Steap1	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0
Slc4a1ap	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Psen1	9.25	0	0	0	0	0	0	0	0	0	0	0	0	82	103	0	0	0	0	0	0	0
Ppt2	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Ppp3ca	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Gm21297	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Ggps1	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0
Enpp7	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Cdkn2a	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Cd209e	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Ccdc116	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Atg16l2	9.25	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0
Arid4b	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0
1700025G04Rik	9.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Vps54	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Trub2	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Trim2	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Tmem94	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Tlr11	9.2	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sct	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Rufy3	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Qpct	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Pla2g4e	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Pklr	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Pdap1	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Mphosph9	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Ly75	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Itm2c	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Hsd17b6	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Hax1	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Fbxo27	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Cym	9.2	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdhr5	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Bud31	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Blvrb	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Ambra1	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
2810006K23Rik	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Tef	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	98	0
Spout1	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Smok3c	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Prr15	9.15	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxpe4	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Naip7	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Naip6	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Mphosph6	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Mast1	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Il1r2	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Id1	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
Foxc2	9.15	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D130040H23Rik	9.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
