Target_genes	Mafb|Average	SRX1465586|Macrophages	STRING
Spns2	307.0	307	0
Mknk2	307.0	307	0
Zfp729a	306.0	306	0
Zfp385a	306.0	306	0
Ckb	306.0	306	0
Slc2a6	305.0	305	0
Pik3c2a	305.0	305	0
Diaph2	305.0	305	0
Csgalnact2	305.0	305	0
Apba1	305.0	305	0
Ssb	304.0	304	0
Serpinb1b	304.0	304	0
Prnp	304.0	304	0
Prn	304.0	304	0
Nudt1	304.0	304	0
Pym1	303.0	303	0
Jakmip1	303.0	303	0
Dgka	303.0	303	0
Anxa13	303.0	303	0
Tmem204	302.0	302	0
Klra10	302.0	302	0
Enpp1	302.0	302	0
Efcab5	302.0	302	0
Zfp456	301.0	301	0
Ube2v1	301.0	301	0
Nudt9	301.0	301	0
Fgd3	301.0	301	0
Dglucy	301.0	301	0
Vps25	300.0	300	0
Pfn1	300.0	300	0
Klrb1c	300.0	300	0
Haspin	300.0	300	0
H3c3	300.0	300	0
H2bc3	300.0	300	0
Grb10	300.0	300	0
Gbp9	300.0	300	0
Eno3	300.0	300	0
Ddi2	300.0	300	0
Chst7	300.0	300	0
Akap6	300.0	300	0
Slc16a14	299.0	299	0
Pde4b	299.0	299	0
Kif13b	299.0	299	0
Ccdc130	299.0	299	0
Zfp827	298.0	298	0
Xndc1	298.0	298	0
Wdr78	298.0	298	0
Vsig10l	298.0	298	0
Rnf121	298.0	298	0
Musk	298.0	298	0
Mob1a	298.0	298	0
Mier1	298.0	298	0
Capn8	298.0	298	0
Art2b	298.0	298	0
Tbl1x	297.0	297	0
Slc13a3	297.0	297	0
Ptprs	297.0	297	0
Ocrl	297.0	297	0
Ndfip2	297.0	297	0
Mapre2	297.0	297	0
Copb2	297.0	297	0
Zbtb8os	296.0	296	0
Washc5	296.0	296	0
Tgif1	296.0	296	0
Rbbp4	296.0	296	0
R3hdm2	296.0	296	0
Nsmce2	296.0	296	0
Kcna3	296.0	296	0
Ints12	296.0	296	0
Gstcd	296.0	296	0
Gnat1	296.0	296	0
Cwh43	296.0	296	0
Bmt2	296.0	296	0
Atp6ap2	296.0	296	0
Acss1	296.0	296	0
Uggt1	295.0	295	0
Spats2	295.0	295	0
Prrt2	295.0	295	0
Pagr1a	295.0	295	0
Mvp	295.0	295	0
Marchf7	295.0	295	0
Fgl2	295.0	295	0
Cog7	295.0	295	0
Treml4	294.0	294	0
Gtf2a1	294.0	294	0
Gpd1	294.0	294	0
Dock10	294.0	294	0
Tspan2	293.0	293	0
Tlr2	293.0	293	0
Tal2	293.0	293	0
Pxmp4	293.0	293	0
Mocs3	293.0	293	0
Dpm1	293.0	293	0
Def6	293.0	293	0
Agpat3	293.0	293	0
9430015G10Rik	293.0	293	0
Zfp622	292.0	292	0
Tmem164	292.0	292	0
Serpinb6b	292.0	292	0
Otor	292.0	292	0
Lpp	292.0	292	0
Junb	292.0	292	0
Ecpas	292.0	292	0
Trim21	291.0	291	0
Scaf8	291.0	291	0
Rps6ka1	291.0	291	0
Rps5	291.0	291	0
Rgs1	291.0	291	0
Pld2	291.0	291	0
Nedd4l	291.0	291	0
Morc2a	291.0	291	0
Gtf2e2	291.0	291	0
D830031N03Rik	291.0	291	0
Clec4n	291.0	291	0
B4galnt1	291.0	291	0
AF366264	291.0	291	0
Ube2q2	290.0	290	0
Rnf19b	290.0	290	0
Mmp19	290.0	290	0
Clec7a	290.0	290	0
Arpc3	290.0	290	0
1810058I24Rik	290.0	290	0
Rai1	289.0	289	0
Pnp2	289.0	289	0
Mcl1	289.0	289	0
Capg	289.0	289	0
Tle6	288.0	288	0
Slc50a1	288.0	288	0
Scrn3	288.0	288	0
Sap30	288.0	288	0
Rmnd5b	288.0	288	0
Rcc2	288.0	288	0
Pgrmc2	288.0	288	0
Osgin1	288.0	288	0
Dpm3	288.0	288	0
Cir1	288.0	288	0
Slc25a40	287.0	287	0
Slc25a30	287.0	287	0
Ell2	287.0	287	0
Dbf4	287.0	287	0
Prr7	286.0	286	0
Oxct1	286.0	286	0
Gramd1b	286.0	286	0
Arhgef18	286.0	286	0
Ubash3b	285.0	285	0
Rnh1	285.0	285	0
Il1rn	285.0	285	0
Zfp605	284.0	284	0
Mtf2	284.0	284	0
Kif5b	284.0	284	0
Gtpbp6	284.0	284	0
Fcho2	283.0	283	0
Cuedc2	283.0	283	0
Cplane2	283.0	283	0
Asb6	283.0	283	0
Arhgap35	283.0	283	0
Acot11	283.0	283	0
Ubap2l	282.0	282	0
Rbpj	282.0	282	0
Phlpp2	282.0	282	0
Pan2	282.0	282	0
Mamstr	282.0	282	0
Irf2bpl	282.0	282	0
Il23a	282.0	282	0
Ednrb	282.0	282	0
Dynlt1a	282.0	282	0
4933434E20Rik	282.0	282	0
Zyx	281.0	281	0
Zfp971	281.0	281	0
Zfp667	281.0	281	0
Spry4	281.0	281	0
Rufy1	281.0	281	0
Marco	281.0	281	0
Btbd17	281.0	281	0
Basp1	281.0	281	0
Vsig8	280.0	280	0
Rasa1	280.0	280	0
Pla2r1	280.0	280	0
Slc20a1	279.0	279	0
Samd9l	279.0	279	0
Pald1	279.0	279	0
Csnk1g3	279.0	279	0
Brd2	279.0	279	0
Atp6v0d1	279.0	279	0
Agrp	279.0	279	0
Synj2	278.0	278	0
Susd3	278.0	278	0
Slc25a19	278.0	278	0
Pgk1	278.0	278	0
Park7	278.0	278	0
Nim1k	278.0	278	0
Memo1	278.0	278	0
Klhl6	278.0	278	0
Cd33	278.0	278	0
Usp24	277.0	277	0
Serbp1	277.0	277	0
Riok2	277.0	277	0
Papss1	277.0	277	0
Degs2	277.0	277	0
Creb5	277.0	277	0
Cers6	276.0	276	0
Zc3h12d	275.0	275	0
Wbp1l	275.0	275	0
Rad51ap1	275.0	275	0
Ndufb8	275.0	275	0
Lratd2	275.0	275	0
Il17ra	275.0	275	0
Hdlbp	275.0	275	0
D6Wsu163e	275.0	275	0
Adgre4	275.0	275	0
Zfp61	274.0	274	0
Tcp11l2	274.0	274	0
Stac2	274.0	274	0
Pcif1	274.0	274	0
Parvg	274.0	274	0
Otud6b	274.0	274	0
Limk1	274.0	274	0
Clec4b2	274.0	274	0
9930111J21Rik2	274.0	274	0
9930111J21Rik1	274.0	274	0
Zfp493	273.0	273	0
Metap1	273.0	273	0
Lrrc32	273.0	273	0
Daam1	273.0	273	0
Bicra	273.0	273	0
Ankrd66	273.0	273	0
Vnn3	272.0	272	0
Tnrc6a	272.0	272	0
Tanc1	272.0	272	0
Specc1	272.0	272	0
Nek9	272.0	272	0
Arf2	272.0	272	0
Tssk4	271.0	271	0
Tm9sf1	271.0	271	0
Rps15a	271.0	271	0
Lats2	271.0	271	0
Csdc2	271.0	271	0
Cdk20	271.0	271	0
Ccl1	271.0	271	0
Canx	271.0	271	0
Tmem169	270.0	270	0
Pecr	270.0	270	0
Dst	270.0	270	0
D16Ertd472e	270.0	270	0
Ctsk	270.0	270	0
Bend6	270.0	270	0
Anxa7	270.0	270	0
Alas1	270.0	270	0
Soat2	269.0	269	0
Man2a1	269.0	269	0
Cep55	269.0	269	0
Bcl2a1b	269.0	269	0
Ssbp1	268.0	268	0
Sgpl1	268.0	268	0
Rchy1	268.0	268	0
Ptprf	268.0	268	0
Ddx21	268.0	268	0
Clec1b	268.0	268	0
Zfp319	267.0	267	0
Usb1	267.0	267	0
Trim17	267.0	267	0
Prune1	267.0	267	0
Prdm10	267.0	267	0
Nmi	267.0	267	0
Mindy1	267.0	267	0
Lmbrd1	267.0	267	0
Hnrnph1	267.0	267	0
H3f4	267.0	267	0
Gm10710	267.0	267	0
Fam160a2	267.0	267	0
Dhx8	267.0	267	0
Ddx19a	267.0	267	0
Dchs2	267.0	267	0
Cyp26c1	267.0	267	0
Cltb	267.0	267	0
C4b	267.0	267	0
Bmf	267.0	267	0
Bglap2	267.0	267	0
Bglap	267.0	267	0
Abhd6	267.0	267	0
Tbc1d16	266.0	266	0
Orc5	266.0	266	0
Desi2	266.0	266	0
Ccdc40	266.0	266	0
Senp8	265.0	265	0
Rpl22l1	265.0	265	0
Myo9a	265.0	265	0
Mrnip	265.0	265	0
Kcnab1	265.0	265	0
BC147527	265.0	265	0
9030025P20Rik	265.0	265	0
Majin	264.0	264	0
Icam1	264.0	264	0
Creld1	264.0	264	0
Cldn34b2	264.0	264	0
Asgr2	264.0	264	0
Armcx3	264.0	264	0
Abca6	264.0	264	0
Xrcc4	263.0	263	0
Tmem167	263.0	263	0
Soat1	263.0	263	0
Rnf150	263.0	263	0
Piezo1	263.0	263	0
Kcnh3	263.0	263	0
Fli1	263.0	263	0
Sirt4	262.0	262	0
Shfl	262.0	262	0
Rrp1b	262.0	262	0
Ptbp3	262.0	262	0
Phip	262.0	262	0
Pfkfb3	262.0	262	0
Eps15	262.0	262	0
Cttn	262.0	262	0
Zfand4	261.0	261	0
Tspyl4	261.0	261	0
Trim23	261.0	261	0
Trappc13	261.0	261	0
Stra6l	261.0	261	0
Socs5	261.0	261	0
Shld3	261.0	261	0
Poli	261.0	261	0
Pkn2	261.0	261	0
Pik3ca	261.0	261	0
Mbd3	261.0	261	0
Gtf3c2	261.0	261	0
Csnk1e	261.0	261	0
Ankrd33b	261.0	261	0
Trim11	260.0	260	0
Tm6sf1	260.0	260	0
St8sia4	260.0	260	0
Rps3	260.0	260	0
Igip	260.0	260	0
Fkbp3	260.0	260	0
Fancm	260.0	260	0
Zfp830	259.0	259	0
Serpinb9b	259.0	259	0
Pex3	259.0	259	0
Mgat5	259.0	259	0
Hgf	259.0	259	0
Gvin1	259.0	259	0
Gm4070	259.0	259	0
Fblim1	259.0	259	0
Cct6b	259.0	259	0
Adat2	259.0	259	0
Tcf7l2	258.0	258	0
Tars	258.0	258	0
Sgpp1	258.0	258	0
Sap30bp	258.0	258	0
Recql5	258.0	258	0
Pdgfc	258.0	258	0
Marchf9	258.0	258	0
Hspb7	258.0	258	0
Dtwd2	258.0	258	0
Clcnkb	258.0	258	0
Cdk4	258.0	258	0
Aim2	258.0	258	0
Adss	258.0	258	0
Zfpl1	257.0	257	0
Tmem262	257.0	257	0
Smim20	257.0	257	0
Rnf166	257.0	257	0
Nkrf	257.0	257	0
H2-DMa	257.0	257	0
Grsf1	257.0	257	0
Ctu2	257.0	257	0
Clcf1	257.0	257	0
Cdca5	257.0	257	0
Bcl2a1d	257.0	257	0
Armc1	257.0	257	0
Arid5a	257.0	257	0
Zfp438	256.0	256	0
Tram1	256.0	256	0
Tnfrsf1b	256.0	256	0
Snrpf	256.0	256	0
Rad51	256.0	256	0
Ppp6r1	256.0	256	0
Mocs2	256.0	256	0
Inpp4a	256.0	256	0
Toporsl	255.0	255	0
Tinf2	255.0	255	0
Smug1	255.0	255	0
Serpinb9	255.0	255	0
Myo7a	255.0	255	0
Metap2	255.0	255	0
Mapkapk2	255.0	255	0
Filip1l	255.0	255	0
Cc2d1b	255.0	255	0
Blcap	255.0	255	0
Acsl1	255.0	255	0
Zfp426	254.0	254	0
Scn2b	254.0	254	0
Pyurf	254.0	254	0
Nap1l1	254.0	254	0
Lcmt2	254.0	254	0
Gga1	254.0	254	0
Gbp5	254.0	254	0
Clec4e	254.0	254	0
Casp8	254.0	254	0
Bcl2a1a	254.0	254	0
Adal	254.0	254	0
Zbtb22	253.0	253	0
Tedc1	253.0	253	0
Tapbp	253.0	253	0
Sag	253.0	253	0
Pitpna	253.0	253	0
Nceh1	253.0	253	0
Mtpn	253.0	253	0
Magi2	253.0	253	0
Irf2bp1	253.0	253	0
Eml4	253.0	253	0
Dock2	253.0	253	0
Crip1	253.0	253	0
Tnks	252.0	252	0
Rab21	252.0	252	0
Grxcr1	252.0	252	0
Ccdc93	252.0	252	0
Ambp	252.0	252	0
Wfdc13	251.0	251	0
Ust	251.0	251	0
Ptdss1	251.0	251	0
Prdm1	251.0	251	0
Phax	251.0	251	0
Pcf11	251.0	251	0
Mterf3	251.0	251	0
Cops6	251.0	251	0
Aprt	251.0	251	0
Aldh7a1	251.0	251	0
Tep1	250.0	250	0
Sirpb1c	250.0	250	0
Rapgef6	250.0	250	0
Mx1	250.0	250	0
Megf8	250.0	250	0
Lmna	250.0	250	0
Helb	250.0	250	0
Gna12	250.0	250	0
Fcna	250.0	250	0
Zfp948	249.0	249	0
Tmem9	249.0	249	0
Tlr6	249.0	249	0
Spop	249.0	249	0
Sorl1	249.0	249	0
Ipo13	249.0	249	0
Gpr155	249.0	249	0
Galnt10	249.0	249	0
Ccl9	249.0	249	0
Tsr1	248.0	248	0
Smim14	248.0	248	0
Sgsm2	248.0	248	0
Pmf1	248.0	248	0
Pax6	248.0	248	0
Mpp5	248.0	248	0
Fam219b	248.0	248	0
Cxcl3	248.0	248	0
Abhd4	248.0	248	0
Usp21	247.0	247	0
Tdrd1	247.0	247	0
Rab4a	247.0	247	0
Ppox	247.0	247	0
Mak	247.0	247	0
Itgb3bp	247.0	247	0
Inpp5b	247.0	247	0
Hcar2	247.0	247	0
Gabpb1	247.0	247	0
Etv3	247.0	247	0
Efr3b	247.0	247	0
Efcab7	247.0	247	0
Cyth3	247.0	247	0
Ccdc186	247.0	247	0
Spg21	246.0	246	0
Sp1	246.0	246	0
Serpinb12	246.0	246	0
Sdhaf3	246.0	246	0
Rnf149	246.0	246	0
Mxi1	246.0	246	0
Kdm4c	246.0	246	0
Cdk12	246.0	246	0
Zup1	245.0	245	0
Vcan	245.0	245	0
Txndc11	245.0	245	0
Tiparp	245.0	245	0
Nrp2	245.0	245	0
Acadl	245.0	245	0
Smchd1	244.0	244	0
Sema4d	244.0	244	0
Rusf1	244.0	244	0
Polb	244.0	244	0
Pcyt1a	244.0	244	0
Mt4	244.0	244	0
Kpna3	244.0	244	0
Guca2b	244.0	244	0
Cd53	244.0	244	0
Arhgef19	244.0	244	0
2610301B20Rik	244.0	244	0
Zbtb7a	243.0	243	0
Taf3	243.0	243	0
Sytl3	243.0	243	0
Smarcc1	243.0	243	0
Sfmbt2	243.0	243	0
Sds	243.0	243	0
Olfr266	243.0	243	0
Lsg1	243.0	243	0
Lpar1	243.0	243	0
Ifngr2	243.0	243	0
Hibadh	243.0	243	0
Asxl2	243.0	243	0
Akna	243.0	243	0
Timm10	242.0	242	0
Smtnl1	242.0	242	0
S100a10	242.0	242	0
Pld4	242.0	242	0
Nlrp10	242.0	242	0
Ndrg2	242.0	242	0
Lama3	242.0	242	0
Eif3f	242.0	242	0
Dek	242.0	242	0
Commd8	242.0	242	0
Arl2	242.0	242	0
Ap1g1	242.0	242	0
Slc16a13	241.0	241	0
Mr1	241.0	241	0
Lrmp	241.0	241	0
Gpi1	241.0	241	0
Cst3	241.0	241	0
Bcl6b	241.0	241	0
Arhgdib	241.0	241	0
Abtb2	241.0	241	0
Abhd15	241.0	241	0
Tank	240.0	240	0
Plekhf1	240.0	240	0
Mta2	240.0	240	0
Lyrm1	240.0	240	0
Kdr	240.0	240	0
Il18	240.0	240	0
Gck	240.0	240	0
Gatad2b	240.0	240	0
Dcun1d3	240.0	240	0
C1ra	240.0	240	0
Bco2	240.0	240	0
Zcwpw2	239.0	239	0
Usp22	239.0	239	0
Rbm25	239.0	239	0
Pak6	239.0	239	0
Nabp2	239.0	239	0
Hic1	239.0	239	0
H2bc4	239.0	239	0
H2ac6	239.0	239	0
Grina	239.0	239	0
Gbp3	239.0	239	0
Ensa	239.0	239	0
Dhrs9	239.0	239	0
Azi2	239.0	239	0
Ascc3	239.0	239	0
Vcpip1	238.0	238	0
Trmt44	238.0	238	0
Rasa3	238.0	238	0
Rab5c	238.0	238	0
Luc7l2	238.0	238	0
Lrrfip2	238.0	238	0
Kdm4a	238.0	238	0
Fcrls	238.0	238	0
Cdc37l1	238.0	238	0
Cbl	238.0	238	0
Zfp109	237.0	237	0
Wdr89	237.0	237	0
Txnl4b	237.0	237	0
Napa	237.0	237	0
Msh6	237.0	237	0
Irf9	237.0	237	0
Gabpb2	237.0	237	0
Dhx38	237.0	237	0
Nptn	236.0	236	0
Llgl2	236.0	236	0
Kmt2d	236.0	236	0
Kctd6	236.0	236	0
Epg5	236.0	236	0
Cd1d1	236.0	236	0
Acin1	236.0	236	0
Zfyve16	235.0	235	0
Vapa	235.0	235	0
Thg1l	235.0	235	0
Rxra	235.0	235	0
Prcp	235.0	235	0
Pdik1l	235.0	235	0
Numa1	235.0	235	0
Kmt2a	235.0	235	0
Itm2b	235.0	235	0
Ikbip	235.0	235	0
Esyt1	235.0	235	0
Disc1	235.0	235	0
Ddias	235.0	235	0
Apaf1	235.0	235	0
Zscan18	234.0	234	0
Ubr2	234.0	234	0
Pbk	234.0	234	0
Mdm4	234.0	234	0
Ltb4r2	234.0	234	0
Ltb4r1	234.0	234	0
Jag1	234.0	234	0
Ifit3b	234.0	234	0
Bet1	234.0	234	0
Aarsd1	234.0	234	0
Zfp870	233.0	233	0
Wdr91	233.0	233	0
Nrbp1	233.0	233	0
Gm10634	233.0	233	0
Exoc6	233.0	233	0
Dnase1l3	233.0	233	0
4930404N11Rik	233.0	233	0
Zfp418	232.0	232	0
Tsen34	232.0	232	0
Spatc1	232.0	232	0
Siah2	232.0	232	0
Sell	232.0	232	0
Mboat7	232.0	232	0
Dner	232.0	232	0
Cenpu	232.0	232	0
Vim	231.0	231	0
Tnfaip3	231.0	231	0
Tnf	231.0	231	0
Neil1	231.0	231	0
Lta	231.0	231	0
Haus4	231.0	231	0
Ctsd	231.0	231	0
Ccnyl1	231.0	231	0
Ss18l2	230.0	230	0
Snx7	230.0	230	0
Sec22c	230.0	230	0
Map2k4	230.0	230	0
Cd244a	230.0	230	0
Bmp2k	230.0	230	0
Zfp341	229.0	229	0
Zbtb8a	229.0	229	0
Ttc8	229.0	229	0
Sectm1a	229.0	229	0
Rab29	229.0	229	0
Prr15	229.0	229	0
Ndufs7	229.0	229	0
Ly9	229.0	229	0
Gpr35	229.0	229	0
Faf1	229.0	229	0
Ccrl2	229.0	229	0
C1qtnf9	229.0	229	0
6430548M08Rik	229.0	229	0
Wrap53	228.0	228	0
Trp53	228.0	228	0
Sgo1	228.0	228	0
Sec22b	228.0	228	0
Rpl8	228.0	228	0
Psap	228.0	228	0
Nfe2l1	228.0	228	0
Micu3	228.0	228	0
Glcci1	228.0	228	0
Erbin	228.0	228	0
Cplane1	228.0	228	0
Commd5	228.0	228	0
Rps6ka5	227.0	227	0
Prxl2b	227.0	227	0
Ostf1	227.0	227	0
Nmrk1	227.0	227	0
Nacc2	227.0	227	0
Map3k1	227.0	227	0
Igbp1	227.0	227	0
Dop1b	227.0	227	0
Cluh	227.0	227	0
Taco1	226.0	226	0
Rtca	226.0	226	0
Prkch	226.0	226	0
Pik3cd	226.0	226	0
Ms4a4b	226.0	226	0
Mrfap1	226.0	226	0
Dbt	226.0	226	0
Ccdc88a	226.0	226	0
Tirap	225.0	225	0
Pick1	225.0	225	0
Gxylt1	225.0	225	0
Gnpnat1	225.0	225	0
Cd300lg	225.0	225	0
Ccdc112	225.0	225	0
Birc6	225.0	225	0
1700011L22Rik	225.0	225	0
Zfp709	224.0	224	0
Utp3	224.0	224	0
Stk32c	224.0	224	0
Ptpmt1	224.0	224	0
Lrrc27	224.0	224	0
Laptm5	224.0	224	0
Il4	224.0	224	0
Igsf5	224.0	224	0
Gls2	224.0	224	0
Glo1	224.0	224	0
Ttc21b	223.0	223	0
Slc39a10	223.0	223	0
Rab4b	223.0	223	0
Ppp1ccb	223.0	223	0
Ppp1cc	223.0	223	0
Ms4a1	223.0	223	0
Mia	223.0	223	0
Grm4	223.0	223	0
Zfp266	222.0	222	0
Wtap	222.0	222	0
Slc9a9	222.0	222	0
Samsn1	222.0	222	0
Rgmb	222.0	222	0
Ppp1r9b	222.0	222	0
Ogt	222.0	222	0
Jmjd1c	222.0	222	0
Dcp1a	222.0	222	0
Colgalt1	222.0	222	0
Arap3	222.0	222	0
Yipf4	221.0	221	0
Ticam2	221.0	221	0
Suco	221.0	221	0
Ssh1	221.0	221	0
Serinc2	221.0	221	0
Olfr433	221.0	221	0
Mxd1	221.0	221	0
Hsd3b7	221.0	221	0
Hacd3	221.0	221	0
Gapdh	221.0	221	0
Ccl7	221.0	221	0
Ccdc124	221.0	221	0
Tmem63c	220.0	220	0
Slc45a1	220.0	220	0
Pdk3	220.0	220	0
Osbpl8	220.0	220	0
Olfr1394	220.0	220	0
Myo1g	220.0	220	0
Mycbp2	220.0	220	0
Lexm	220.0	220	0
Jph2	220.0	220	0
Endou	220.0	220	0
Rps27l	219.0	219	0
Rpl17	219.0	219	0
Myoz1	219.0	219	0
Mllt1	219.0	219	0
Malt1	219.0	219	0
Maged1	219.0	219	0
Klhl35	219.0	219	0
Irgc1	219.0	219	0
Dbnl	219.0	219	0
Zfp931	218.0	218	0
Washc2	218.0	218	0
Tmx4	218.0	218	0
Syt2	218.0	218	0
Pdcd6ip	218.0	218	0
Flrt3	218.0	218	0
Ccl5	218.0	218	0
Atxn2	218.0	218	0
Zfp729b	217.0	217	0
Tmem235	217.0	217	0
Tent4a	217.0	217	0
Slc29a2	217.0	217	0
Grasp	217.0	217	0
Crk	217.0	217	0
Aldh2	217.0	217	0
Zfp710	216.0	216	0
Tcp10a	216.0	216	0
Slco2b1	216.0	216	0
Ptpn5	216.0	216	0
Med13	216.0	216	0
Heatr4	216.0	216	0
Fam102b	216.0	216	0
Ccdc194	216.0	216	0
Acot2	216.0	216	0
Zfp970	215.0	215	0
Zfp518a	215.0	215	0
Uevld	215.0	215	0
Stat5b	215.0	215	0
Mybphl	215.0	215	0
Mocos	215.0	215	0
Fam107b	215.0	215	0
Ccni	215.0	215	0
2010109A12Rik	215.0	215	0
Zfp458	214.0	214	0
Sptbn1	214.0	214	0
Ndufv2	214.0	214	0
Fbxo4	214.0	214	0
Cog2	214.0	214	0
C77080	214.0	214	0
Art2a	214.0	214	0
Urod	213.0	213	0
Prss50	213.0	213	0
Hectd3	213.0	213	0
Fam110a	213.0	213	0
Cenpa	213.0	213	0
Casp12	213.0	213	0
Aars2	213.0	213	0
Uhrf1bp1l	212.0	212	0
Ubac1	212.0	212	0
Trafd1	212.0	212	0
Stambpl1	212.0	212	0
Srrt	212.0	212	0
Slc5a6	212.0	212	0
Scd1	212.0	212	0
Ripk3	212.0	212	0
Poldip3	212.0	212	0
Mrpl44	212.0	212	0
Gba	212.0	212	0
Fndc3a	212.0	212	0
Dmwd	212.0	212	0
Bms1	212.0	212	0
Atraid	212.0	212	0
Adpgk	212.0	212	0
Sypl	211.0	211	0
Sfxn5	211.0	211	0
Rpl5	211.0	211	0
Rac1	211.0	211	0
Pus10	211.0	211	0
Prkab2	211.0	211	0
Pdss1	211.0	211	0
Pag1	211.0	211	0
Lmtk3	211.0	211	0
Itga6	211.0	211	0
Gpatch2l	211.0	211	0
Ccsap	211.0	211	0
Car9	211.0	211	0
Arhgef39	211.0	211	0
Zfp787	210.0	210	0
Usp28	210.0	210	0
Tent4b	210.0	210	0
Stx11	210.0	210	0
Sp2	210.0	210	0
Rwdd2b	210.0	210	0
Rps27a	210.0	210	0
Ptgir	210.0	210	0
Nfyc	210.0	210	0
Med23	210.0	210	0
Lilrb4a	210.0	210	0
Klhl3	210.0	210	0
H4c11	210.0	210	0
Clhc1	210.0	210	0
Ankzf1	210.0	210	0
Sugct	209.0	209	0
Sh3tc1	209.0	209	0
Rgs14	209.0	209	0
Mplkip	209.0	209	0
Mafb	209.0	209	0
Lrtm2	209.0	209	0
Eid2b	209.0	209	0
Cacna2d4	209.0	209	0
Ube2j2	208.0	208	0
Tmem107	208.0	208	0
Tmed3	208.0	208	0
Prrt1	208.0	208	0
Ppt2	208.0	208	0
Pbx3	208.0	208	0
Mtg1	208.0	208	0
Lrrc61	208.0	208	0
Hif1a	208.0	208	0
D030056L22Rik	208.0	208	0
Cebpg	208.0	208	0
Arl11	208.0	208	0
Unk	207.0	207	0
Rhob	207.0	207	0
Ptcd3	207.0	207	0
Psmd4	207.0	207	0
Polr1a	207.0	207	0
Mef2d	207.0	207	0
Htatip2	207.0	207	0
H3f3b	207.0	207	0
H3c6	207.0	207	0
Gpr34	207.0	207	0
Gbgt1	207.0	207	0
Cysltr1	207.0	207	0
BC016579	207.0	207	0
Apobec3	207.0	207	0
Adgrg6	207.0	207	0
Sil1	206.0	206	0
Ngly1	206.0	206	0
Mrpl17	206.0	206	0
Ifi205	206.0	206	0
Gpr31b	206.0	206	0
Tmem251	205.0	205	0
Slc66a2	205.0	205	0
Rab13	205.0	205	0
Pirb	205.0	205	0
Phka2	205.0	205	0
Nfkbie	205.0	205	0
Moap1	205.0	205	0
Kcnn4	205.0	205	0
Exosc5	205.0	205	0
Clec2d	205.0	205	0
Bcl2a1c	205.0	205	0
Bckdha	205.0	205	0
Atxn7l1	205.0	205	0
Abca1	204.0	204	437
Sfrp4	204.0	204	0
Nolc1	204.0	204	0
Kmt2e	204.0	204	0
Irf2	204.0	204	0
Gas7	204.0	204	0
Epdr1	204.0	204	0
Dot1l	204.0	204	0
Ankrd11	204.0	204	0
Vps13a	203.0	203	0
Tbc1d25	203.0	203	0
Svip	203.0	203	0
Rab8b	203.0	203	0
Plcb4	203.0	203	0
Orc2	203.0	203	0
Ndufb3	203.0	203	0
Mon1b	203.0	203	0
Lsr	203.0	203	0
Irf8	203.0	203	0
H2-T23	203.0	203	0
Fam187b	203.0	203	0
Fam126b	203.0	203	0
Cutc	203.0	203	0
Cox15	203.0	203	0
Coro1a	203.0	203	0
Cldn25	203.0	203	0
Cd1d2	203.0	203	0
Setd4	202.0	202	0
Mospd3	202.0	202	0
Mis18bp1	202.0	202	0
Ipmk	202.0	202	0
Grap2	202.0	202	0
Erich5	202.0	202	0
Cisd1	202.0	202	0
Cbr1	202.0	202	0
Angptl3	202.0	202	0
Zfp398	201.0	201	0
Tlcd3b	201.0	201	0
Plbd2	201.0	201	0
Pdlim7	201.0	201	0
Ippk	201.0	201	0
Gnai3	201.0	201	0
Ddx56	201.0	201	0
Clec2f	201.0	201	0
Asb1	201.0	201	0
Lrrc8c	200.0	200	0
Kdm4d	200.0	200	0
Gdpd3	200.0	200	0
Elf2	200.0	200	0
Cwc15	200.0	200	0
Clp1	200.0	200	0
Aicda	200.0	200	0
Tpst1	199.0	199	0
Slc33a1	199.0	199	0
Pole3	199.0	199	0
Pola1	199.0	199	0
Pira2	199.0	199	0
Myo5a	199.0	199	0
Lancl2	199.0	199	0
H3c15	199.0	199	0
H3c14	199.0	199	0
Actr2	199.0	199	0
4933430I17Rik	199.0	199	0
Tnfaip8	198.0	198	0
Sult6b2	198.0	198	0
Snx11	198.0	198	0
Scrt1	198.0	198	0
Rps19	198.0	198	0
Olfr1133	198.0	198	0
Gm4724	198.0	198	0
Gm2026	198.0	198	0
Gm2007	198.0	198	0
Gm14434	198.0	198	0
Gm14430	198.0	198	0
Gm14308	198.0	198	0
Gadd45g	198.0	198	0
Dnmt3l	198.0	198	0
Dnm3	198.0	198	0
Denr	198.0	198	0
Cdiptos	198.0	198	0
Cdipt	198.0	198	0
Ccdc126	198.0	198	0
Bmp2	198.0	198	0
Xk	197.0	197	0
Sdr16c6	197.0	197	0
Pml	197.0	197	0
Map3k4	197.0	197	0
Map1s	197.0	197	0
Fbxl18	197.0	197	0
Cybc1	197.0	197	0
Arf4	197.0	197	0
Ube2a	196.0	196	0
Ptges3	196.0	196	0
Ppp3r1	196.0	196	0
Marchf6	196.0	196	0
Lrrc70	196.0	196	0
Itpripl2	196.0	196	0
Hoatz	196.0	196	0
Fam186b	196.0	196	0
Dhx9	196.0	196	0
Dap	196.0	196	0
Clec4a4	196.0	196	0
C1qbp	196.0	196	0
Zswim7	195.0	195	0
Ttc19	195.0	195	0
Tsn	195.0	195	0
Tcaim	195.0	195	0
Smpdl3b	195.0	195	0
Jdp2	195.0	195	0
Hscb	195.0	195	0
