Target_genes	Klf2|Average	SRX20851841|CD8+_T_cells	SRX20851842|CD8+_T_cells	SRX14009274|Heart_endothelial_cells	SRX14009275|Heart_endothelial_cells	SRX14009278|Lung_endothelial_cells	SRX14009279|Lung_endothelial_cells	STRING
Rpl23	65.833333	201	194	0	0	0	0	0
Gtf2f2	65.833333	191	204	0	0	0	0	0
Zmym2	65.666667	158	236	0	0	0	0	0
Ubp1	65.666667	201	193	0	0	0	0	0
Smyd2	65.666667	222	172	0	0	0	0	0
Sdhb	65.666667	159	235	0	0	0	0	0
Rab30	65.666667	169	225	0	0	0	0	0
Pygo2	65.666667	209	185	0	0	0	0	0
Msn	65.666667	199	195	0	0	0	0	0
Ercc6	65.666667	208	186	0	0	0	0	0
Vps33a	65.5	219	174	0	0	0	0	0
Khdc4	65.5	174	219	0	0	0	0	0
Auh	65.5	176	217	0	0	0	0	0
Mfsd4b4	65.333333	210	182	0	0	0	0	0
Endog	65.333333	196	196	0	0	0	0	0
Dact3	65.333333	223	169	0	0	0	0	0
Wdr38	65.166667	252	139	0	0	0	0	0
Rfx3	65.166667	195	196	0	0	0	0	0
Rcbtb1	65.166667	166	225	0	0	0	0	0
Pdcd2l	65.166667	172	219	0	0	0	0	0
H3c15	65.166667	174	217	0	0	0	0	0
H3c14	65.166667	174	217	0	0	0	0	0
H2ac19	65.166667	174	217	0	0	0	0	0
H2ac18	65.166667	174	217	0	0	0	0	0
Aig1	65.166667	150	241	0	0	0	0	0
Ubc	65.0	202	188	0	0	0	0	0
Txnip	65.0	200	190	0	0	0	0	0
Ranbp2	65.0	212	178	0	0	0	0	0
Ost4	65.0	209	181	0	0	0	0	0
Cnnm3	65.0	174	216	0	0	0	0	0
Bckdhb	65.0	176	214	0	0	0	0	0
Tmem68	64.833333	205	184	0	0	0	0	0
Tgs1	64.833333	205	184	0	0	0	0	0
Sit1	64.833333	109	280	0	0	0	0	0
Rell1	64.833333	196	193	0	0	0	0	0
R3hdm2	64.833333	201	188	0	0	0	0	0
Pdhb	64.833333	214	175	0	0	0	0	0
Otulinl	64.833333	202	187	0	0	0	0	0
Gpaa1	64.833333	237	152	0	0	0	0	0
Gabpa	64.833333	168	221	0	0	0	0	0
Exosc4	64.833333	237	152	0	0	0	0	0
Dnajb5	64.833333	187	202	0	0	0	0	0
D230025D16Rik	64.833333	183	206	0	0	0	0	0
Atp5j	64.833333	168	221	0	0	0	0	0
Alg1	64.833333	183	206	0	0	0	0	0
Snrpd3	64.666667	175	213	0	0	0	0	0
Rmnd5b	64.666667	207	181	0	0	0	0	0
Puf60	64.666667	194	194	0	0	0	0	0
Ppp1r7	64.666667	176	212	0	0	0	0	0
Pask	64.666667	176	212	0	0	0	0	0
Panx1	64.666667	188	200	0	0	0	0	0
Gucd1	64.666667	175	213	0	0	0	0	0
Arrb1	64.666667	157	231	0	0	0	0	0
Slc25a42	64.5	161	226	0	0	0	0	0
Usp35	64.333333	210	176	0	0	0	0	0
Sh2d3c	64.333333	127	259	0	0	0	0	0
Rom1	64.333333	127	259	0	0	0	0	0
Rev3l	64.333333	240	146	0	0	0	0	0
Nol8	64.333333	180	206	0	0	0	0	0
Mpv17	64.333333	235	151	0	0	0	0	0
Kctd21	64.333333	210	176	0	0	0	0	0
Eml3	64.333333	127	259	0	0	0	0	0
Chd8	64.333333	135	251	0	0	0	0	0
Cenpp	64.333333	180	206	0	0	0	0	0
Marchf6	64.166667	159	226	0	0	0	0	0
Map3k3	64.166667	202	183	0	0	0	0	0
Hk1	64.166667	183	202	0	0	0	0	0
Ccdc28a	64.166667	218	167	0	0	0	0	0
Xpo6	64.0	209	175	0	0	0	0	0
Wdr41	64.0	156	228	0	0	0	0	0
Twf1	64.0	197	187	0	0	0	0	0
Pip4k2a	64.0	209	175	0	0	0	0	0
Mturn	64.0	155	229	0	0	0	0	0
Harbi1	64.0	170	214	0	0	0	0	0
Fchsd2	64.0	189	195	0	0	0	0	0
Etv5	64.0	192	192	0	0	0	0	0
Dennd4b	64.0	155	229	0	0	0	0	0
Celf1	64.0	132	252	0	0	0	0	0
Atg13	64.0	170	214	0	0	0	0	0
Txn1	63.833333	201	182	0	0	0	0	0
Ttll12	63.833333	179	204	0	0	0	0	0
Snx25	63.833333	124	259	0	0	0	0	0
Sik1	63.833333	167	216	0	0	0	0	0
Ids	63.833333	218	165	0	0	0	0	0
Fbxo11	63.833333	166	217	0	0	0	0	0
Dusp1	63.833333	167	216	0	0	0	0	0
Dcun1d1	63.833333	170	213	0	0	0	0	0
Dcps	63.833333	207	176	0	0	0	0	0
Aktip	63.833333	193	190	0	0	0	0	0
Zfp661	63.666667	190	192	0	0	0	0	0
Mrps5	63.666667	190	192	0	0	0	0	0
Invs	63.666667	167	215	0	0	0	0	0
Erp44	63.666667	167	215	0	0	0	0	0
Erbin	63.666667	168	214	0	0	0	0	0
3830406C13Rik	63.666667	125	257	0	0	0	0	0
Zbtb11	63.5	150	231	0	0	0	0	0
Rad51c	63.5	268	113	0	0	0	0	0
Rab5c	63.5	172	209	0	0	0	0	0
Prdm15	63.5	201	180	0	0	0	0	0
Pcyt2	63.5	201	180	0	0	0	0	0
Gan	63.5	170	211	0	0	0	0	0
Zscan10	63.333333	183	197	0	0	0	0	0
Zfp13	63.333333	183	197	0	0	0	0	0
Xylt2	63.333333	164	216	0	0	0	0	0
Tdrkh	63.333333	171	209	0	0	0	0	0
Prpf4	63.333333	193	187	0	0	0	0	0
Pdxp	63.333333	158	222	0	0	0	0	0
Lrrc8a	63.333333	219	161	0	0	0	0	0
Cdc26	63.333333	193	187	0	0	0	0	0
Ticrr	63.166667	197	182	0	0	0	0	0
Slc39a13	63.166667	228	151	0	0	0	0	0
Shmt1	63.166667	176	203	0	0	0	0	0
Rnf139	63.166667	212	167	0	0	0	0	0
Parp1	63.166667	169	210	0	0	0	0	0
Nup210	63.166667	208	171	0	0	0	0	0
H2bc4	63.166667	190	189	0	0	0	0	0
H2ac6	63.166667	190	189	0	0	0	0	0
Vdac2	63.0	170	208	0	0	0	0	0
Rbm12b1	63.0	204	174	0	0	0	0	0
Pcgf5	63.0	197	181	0	0	0	0	0
Pabpn1	63.0	153	225	0	0	0	0	0
Nap1l1	63.0	178	200	0	0	0	0	0
Mtpn	63.0	197	181	0	0	0	0	0
Kat2a	63.0	168	210	0	0	0	0	0
Hspb9	63.0	168	210	0	0	0	0	0
Eprs	63.0	166	212	0	0	0	0	0
Actr8	63.0	135	243	0	0	0	0	0
Thrap3	62.833333	160	217	0	0	0	0	0
Rcan1	62.833333	195	182	0	0	0	0	0
Pbrm1	62.833333	207	170	0	0	0	0	0
Lipe	62.833333	142	235	0	0	0	0	0
Klhl20	62.833333	183	194	0	0	0	0	0
Ivns1abp	62.833333	169	208	0	0	0	0	0
Fbxl13	62.833333	152	225	0	0	0	0	0
Cpsf6	62.833333	174	203	0	0	0	0	0
Cd320	62.833333	154	223	0	0	0	0	0
Armc10	62.833333	152	225	0	0	0	0	0
Ripk2	62.666667	193	183	0	0	0	0	0
Rbm27	62.666667	193	183	0	0	0	0	0
Rarg	62.666667	197	179	0	0	0	0	0
Qtrt2	62.666667	134	242	0	0	0	0	0
Itpr3	62.666667	171	205	0	0	0	0	0
Erf	62.666667	154	222	0	0	0	0	0
Ccdc191	62.666667	134	242	0	0	0	0	0
4921507P07Rik	62.666667	166	210	0	0	0	0	0
Ubqln1	62.5	191	184	0	0	0	0	0
Rpp30	62.5	142	233	0	0	0	0	0
Prkcsh	62.5	197	178	0	0	0	0	0
Grhl1	62.5	191	184	0	0	0	0	0
Gdi2	62.5	141	234	0	0	0	0	0
Dnal1	62.5	232	143	0	0	0	0	0
Ddx5	62.5	166	209	0	0	0	0	0
Cep95	62.5	166	209	0	0	0	0	0
Ccdc151	62.5	197	178	0	0	0	0	0
Atad1	62.5	166	209	0	0	0	0	0
Tgoln2	62.333333	146	228	0	0	0	0	0
Tgoln1	62.333333	146	228	0	0	0	0	0
Ppp5c	62.333333	199	175	0	0	0	0	0
Dux	62.333333	0	0	145	0	0	229	0
Cox7a2	62.333333	215	159	0	0	0	0	0
Ciao3	62.333333	115	259	0	0	0	0	0
Arntl	62.333333	151	223	0	0	0	0	0
Apold1	62.333333	180	194	0	0	0	0	0
Anapc5	62.333333	179	195	0	0	0	0	0
Zscan20	62.166667	147	226	0	0	0	0	0
Ube2g2	62.166667	154	219	0	0	0	0	0
Tank	62.166667	158	215	0	0	0	0	0
Nudt8	62.166667	191	182	0	0	0	0	0
Gatad2b	62.166667	143	230	0	0	0	0	0
Fbxl4	62.166667	174	199	0	0	0	0	0
Doc2g	62.166667	191	182	0	0	0	0	0
Arfgef2	62.166667	172	201	0	0	0	0	0
Ankrd28	62.166667	227	146	0	0	0	0	0
Zbtb37	62.0	180	192	0	0	0	0	0
Wfdc3	62.0	234	138	0	0	0	0	0
Tbcc	62.0	198	174	0	0	0	0	0
Taf12	62.0	133	239	0	0	0	0	0
Snx1	62.0	209	163	0	0	0	0	0
Nab1	62.0	171	201	0	0	0	0	0
Lactb	62.0	217	155	0	0	0	0	0
Dram2	62.0	181	191	0	0	0	0	0
Dnttip1	62.0	234	138	0	0	0	0	0
Ciao2a	62.0	209	163	0	0	0	0	0
Cept1	62.0	181	191	0	0	0	0	0
Cap1	62.0	156	216	0	0	0	0	0
Aspscr1	62.0	173	199	0	0	0	0	0
Ap5z1	62.0	194	178	0	0	0	0	0
Znrf4	61.833333	180	191	0	0	0	0	0
Zfp408	61.833333	150	221	0	0	0	0	0
Zc3h4	61.833333	192	179	0	0	0	0	0
Ubr5	61.833333	184	187	0	0	0	0	0
Ttc41	61.833333	200	171	0	0	0	0	0
Pou2af1	61.833333	151	220	0	0	0	0	0
Oma1	61.833333	162	209	0	0	0	0	0
Mtdh	61.833333	197	174	0	0	0	0	0
Hsp90b1	61.833333	200	171	0	0	0	0	0
Fam161b	61.833333	211	160	0	0	0	0	0
Crcp	61.833333	235	136	0	0	0	0	0
Coq6	61.833333	211	160	0	0	0	0	0
Chfr	61.833333	178	193	0	0	0	0	0
Cd3d	61.833333	192	179	0	0	0	0	0
Asl	61.833333	235	136	0	0	0	0	0
Arhgap1	61.833333	150	221	0	0	0	0	0
Zswim6	61.666667	188	182	0	0	0	0	0
Zc3h12d	61.666667	162	208	0	0	0	0	0
Ufsp2	61.666667	156	214	0	0	0	0	0
Sacm1l	61.666667	170	200	0	0	0	0	0
Ptp4a1	61.666667	167	203	0	0	0	0	0
Prr7	61.666667	241	129	0	0	0	0	0
Nelfa	61.666667	193	177	0	0	0	0	0
Cblb	61.666667	150	220	0	0	0	0	0
Brf1	61.666667	191	179	0	0	0	0	0
Bcl10	61.666667	178	192	0	0	0	0	0
Bcdin3d	61.666667	190	180	0	0	0	0	0
1700029J07Rik	61.666667	156	214	0	0	0	0	0
Timmdc1	61.5	142	227	0	0	0	0	0
Sp1	61.5	188	181	0	0	0	0	0
Six5	61.5	158	211	0	0	0	0	0
Psma3	61.5	178	191	0	0	0	0	0
Impdh1	61.5	238	131	0	0	0	0	0
Gstp3	61.5	207	162	0	0	0	0	0
Diaph1	61.5	155	214	0	0	0	0	0
Tmem221	61.333333	187	181	0	0	0	0	0
Tent4b	61.333333	205	163	0	0	0	0	0
Stpg1	61.333333	190	178	0	0	0	0	0
Nipal3	61.333333	190	178	0	0	0	0	0
Lin52	61.333333	147	221	0	0	0	0	0
Leprot	61.333333	152	216	0	0	0	0	0
Kbtbd11	61.333333	196	172	0	0	0	0	0
Aldh6a1	61.333333	147	221	0	0	0	0	0
Zfyve19	61.166667	152	215	0	0	0	0	0
Ruvbl2	61.166667	156	211	0	0	0	0	0
Prpf4b	61.166667	169	198	0	0	0	0	0
Prkaca	61.166667	167	200	0	0	0	0	0
Pcx	61.166667	165	202	0	0	0	0	0
Nkrf	61.166667	163	204	0	0	0	0	0
Ndufb5	61.166667	193	174	0	0	0	0	0
Ncapg	61.166667	123	244	0	0	0	0	0
Mrpl47	61.166667	193	174	0	0	0	0	0
Itsn1	61.166667	201	166	0	0	0	0	0
Gys1	61.166667	156	211	0	0	0	0	0
G3bp1	61.166667	186	181	0	0	0	0	0
Dusp11	61.166667	171	196	0	0	0	0	0
Dnajc17	61.166667	152	215	0	0	0	0	0
Cryzl1	61.166667	201	166	0	0	0	0	0
Cox5a	61.166667	134	233	0	0	0	0	0
Zfp821	61.0	154	212	0	0	0	0	0
Son	61.0	184	182	0	0	0	0	0
Ist1	61.0	154	212	0	0	0	0	0
Gnl3l	61.0	210	156	0	0	0	0	0
Gm36712	61.0	184	182	0	0	0	0	0
Gart	61.0	184	182	0	0	0	0	0
Arid3a	61.0	209	157	0	0	0	0	0
Tmem107	60.833333	166	199	0	0	0	0	0
Slc44a1	60.833333	146	219	0	0	0	0	0
S100a10	60.833333	166	199	0	0	0	0	0
Rybp	60.833333	178	187	0	0	0	0	0
Rnaset2b	60.833333	188	177	0	0	0	0	0
Rnaset2a	60.833333	188	177	0	0	0	0	0
Nek1	60.833333	189	176	0	0	0	0	0
Golph3	60.833333	189	176	0	0	0	0	0
Bcl9	60.833333	174	191	0	0	0	0	0
AI429214	60.833333	174	191	0	0	0	0	0
Med20	60.666667	160	204	0	0	0	0	0
Gm20517	60.666667	160	204	0	0	0	0	0
Ggnbp1	60.666667	193	171	0	0	0	0	0
Bysl	60.666667	160	204	0	0	0	0	0
Xlr4b	60.5	153	210	0	0	0	0	0
Tmco6	60.5	197	166	0	0	0	0	0
Sumo3	60.5	212	151	0	0	0	0	0
Strn4	60.5	160	203	0	0	0	0	0
Sh3bgrl3	60.5	149	214	0	0	0	0	0
R3hcc1l	60.5	163	200	0	0	0	0	0
Pot1a	60.5	201	162	0	0	0	0	0
Pank3	60.5	144	219	0	0	0	0	0
Nrd1	60.5	169	194	0	0	0	0	0
Nras	60.5	183	180	0	0	0	0	0
Mettl16	60.5	133	230	0	0	0	0	0
Lats2	60.5	178	185	0	0	0	0	0
Klf10	60.5	176	187	0	0	0	0	0
Fkrp	60.5	160	203	0	0	0	0	0
Trappc2l	60.333333	155	207	0	0	0	0	0
Tlk2	60.333333	187	175	0	0	0	0	0
Stim1	60.333333	191	171	0	0	0	0	0
Galns	60.333333	155	207	0	0	0	0	0
Ankle1	60.333333	212	150	0	0	0	0	0
Gmps	60.166667	197	164	0	0	0	0	0
Cep20	60.166667	164	197	0	0	0	0	0
Armc7	60.166667	201	160	0	0	0	0	0
1190007I07Rik	60.166667	187	174	0	0	0	0	0
Zc3h12a	60.0	193	167	0	0	0	0	0
Yy1	60.0	125	235	0	0	0	0	0
Tox4	60.0	185	175	0	0	0	0	0
Tor1b	60.0	201	159	0	0	0	0	0
Thoc2l	60.0	157	203	0	0	0	0	0
Rbm12	60.0	175	185	0	0	0	0	0
Rab2b	60.0	185	175	0	0	0	0	0
Pspn	60.0	127	233	0	0	0	0	0
Psme3	60.0	187	173	0	0	0	0	0
Mxd3	60.0	221	139	0	0	0	0	0
Klhl18	60.0	207	153	0	0	0	0	0
Kif9	60.0	207	153	0	0	0	0	0
Cpne1	60.0	175	185	0	0	0	0	0
Ccny	60.0	183	177	0	0	0	0	0
Alkbh7	60.0	127	233	0	0	0	0	0
Aff4	60.0	190	170	0	0	0	0	0
Slc25a19	59.833333	174	185	0	0	0	0	0
Rrad	59.833333	191	168	0	0	0	0	0
Ndrg2	59.833333	205	154	0	0	0	0	0
Naa15	59.833333	166	193	0	0	0	0	0
Mvk	59.833333	191	168	0	0	0	0	0
Mmab	59.833333	191	168	0	0	0	0	0
Marchf5	59.833333	225	134	0	0	0	0	0
Ext2	59.833333	181	178	0	0	0	0	0
Cpeb3	59.833333	225	134	0	0	0	0	0
Btg3	59.833333	150	209	0	0	0	0	0
Urb2	59.666667	165	193	0	0	0	0	0
Tprgl	59.666667	205	153	0	0	0	0	0
Taf5l	59.666667	165	193	0	0	0	0	0
Sap130	59.666667	129	229	0	0	0	0	0
Osbpl9	59.666667	224	134	0	0	0	0	0
Mrpl22	59.666667	164	194	0	0	0	0	0
Maff	59.666667	168	190	0	0	0	0	0
Khsrp	59.666667	162	196	0	0	0	0	0
Helb	59.666667	144	214	0	0	0	0	0
Gemin5	59.666667	164	194	0	0	0	0	0
Eif5	59.666667	148	210	0	0	0	0	0
Acsl1	59.666667	134	224	0	0	0	0	0
Ywhaq	59.5	185	172	0	0	0	0	0
Uhrf2	59.5	181	176	0	0	0	0	0
Pigl	59.5	177	180	0	0	0	0	0
Ncor1	59.5	177	180	0	0	0	0	0
Magt1	59.5	171	186	0	0	0	0	0
Jrkl	59.5	170	187	0	0	0	0	0
Gm17019	59.5	0	0	187	0	0	170	0
Fam122c	59.5	193	164	0	0	0	0	0
Fam122b	59.5	193	164	0	0	0	0	0
Dync1h1	59.5	180	177	0	0	0	0	0
Cox7b	59.5	171	186	0	0	0	0	0
Ccdc82	59.5	170	187	0	0	0	0	0
Tcp1	59.333333	181	175	0	0	0	0	0
Tbc1d13	59.333333	153	203	0	0	0	0	0
Sgpl1	59.333333	161	195	0	0	0	0	0
Scp2	59.333333	177	179	0	0	0	0	0
Rce1	59.333333	178	178	0	0	0	0	0
Mrpl18	59.333333	181	175	0	0	0	0	0
Gm33887	59.333333	190	166	0	0	0	0	0
Git1	59.333333	178	178	0	0	0	0	0
Faap20	59.333333	123	233	0	0	0	0	0
Csrnp1	59.333333	201	155	0	0	0	0	0
Camkk1	59.333333	173	183	0	0	0	0	0
Ankrd13b	59.333333	178	178	0	0	0	0	0
Tmem185a	59.166667	192	163	0	0	0	0	0
Tjp3	59.166667	134	221	0	0	0	0	0
Taf5	59.166667	197	158	0	0	0	0	0
Relt	59.166667	151	204	0	0	0	0	0
Pip5k1c	59.166667	134	221	0	0	0	0	0
Mnt	59.166667	184	171	0	0	0	0	0
Kazald1	59.166667	176	179	0	0	0	0	0
Irf2	59.166667	198	157	0	0	0	0	0
Hnrnpa2b1	59.166667	174	181	0	0	0	0	0
Efcab2	59.166667	183	172	0	0	0	0	0
Dnase2a	59.166667	205	150	0	0	0	0	0
Ccdc124	59.166667	183	172	0	0	0	0	0
Cbx3	59.166667	174	181	0	0	0	0	0
Afg3l2	59.166667	162	193	0	0	0	0	0
Pold2	59.0	182	172	0	0	0	0	0
Nol6	59.0	160	194	0	0	0	0	0
Nans	59.0	177	177	0	0	0	0	0
Heatr4	59.0	212	142	0	0	0	0	0
Dbp	59.0	179	175	0	0	0	0	0
Bphl	59.0	170	184	0	0	0	0	0
Acot2	59.0	212	142	0	0	0	0	0
Zzz3	58.833333	199	154	0	0	0	0	0
Zfand1	58.833333	201	152	0	0	0	0	0
Zc3h3	58.833333	154	199	0	0	0	0	0
Uba3	58.833333	191	162	0	0	0	0	0
Tmem147	58.833333	229	124	0	0	0	0	0
Tmed5	58.833333	187	166	0	0	0	0	0
Slc6a6	58.833333	154	199	0	0	0	0	0
Ndrg1	58.833333	119	234	0	0	0	0	0
Mylip	58.833333	188	165	0	0	0	0	0
Mrps28	58.833333	154	199	0	0	0	0	0
Ccdc18	58.833333	187	166	0	0	0	0	0
Arl6ip5	58.833333	191	162	0	0	0	0	0
Ykt6	58.666667	136	216	0	0	0	0	0
Tex10	58.666667	194	158	0	0	0	0	0
Ppip5k1	58.666667	198	154	0	0	0	0	0
Lztfl1	58.666667	157	195	0	0	0	0	0
Klf11	58.666667	144	208	0	0	0	0	0
Exoc5	58.666667	162	190	0	0	0	0	0
Ckmt1	58.666667	198	154	0	0	0	0	0
Ap5m1	58.666667	162	190	0	0	0	0	0
4931414P19Rik	58.666667	145	207	0	0	0	0	0
St8sia4	58.5	191	160	0	0	0	0	0
Pomt2	58.5	144	207	0	0	0	0	0
Mafk	58.5	184	167	0	0	0	0	0
Gstz1	58.5	144	207	0	0	0	0	0
Gnpat	58.5	132	219	0	0	0	0	0
Cr1l	58.5	188	163	0	0	0	0	0
Cep55	58.5	176	175	0	0	0	0	0
2810004N23Rik	58.5	132	219	0	0	0	0	0
Tom1l2	58.333333	163	187	0	0	0	0	0
Stx6	58.333333	191	159	0	0	0	0	0
Selenow	58.333333	157	193	0	0	0	0	0
Scamp3	58.333333	183	167	0	0	0	0	0
Rfx1	58.333333	198	152	0	0	0	0	0
Polr2c	58.333333	167	183	0	0	0	0	0
Kmt5c	58.333333	180	170	0	0	0	0	0
Epc1	58.333333	196	154	0	0	0	0	0
Drc3	58.333333	163	187	0	0	0	0	0
Cmc2	58.333333	180	170	0	0	0	0	0
Cenps	58.333333	207	143	0	0	0	0	0
Cenpn	58.333333	180	170	0	0	0	0	0
Trim27	58.166667	178	171	0	0	0	0	0
Rhbdf1	58.166667	151	198	0	0	0	0	0
Pwwp2a	58.166667	164	185	0	0	0	0	0
Nsun4	58.166667	146	203	0	0	0	0	0
Mpg	58.166667	151	198	0	0	0	0	0
Irs2	58.166667	172	177	0	0	0	0	0
Iqch	58.166667	162	187	0	0	0	0	0
Coq10b	58.166667	135	214	0	0	0	0	0
Btg2	58.166667	170	179	0	0	0	0	0
Aagab	58.166667	162	187	0	0	0	0	0
Tnf	58.0	152	196	0	0	0	0	0
Nit2	58.0	167	181	0	0	0	0	0
Mzt1	58.0	166	182	0	0	0	0	0
Lta	58.0	152	196	0	0	0	0	0
Iws1	58.0	152	196	0	0	0	0	0
Ifngr1	58.0	133	215	0	0	0	0	0
Gpr68	58.0	142	206	0	0	0	0	0
Far1	58.0	185	163	0	0	0	0	0
Cep350	58.0	168	180	0	0	0	0	0
Cbll1	58.0	171	177	0	0	0	0	0
Bora	58.0	166	182	0	0	0	0	0
Aco1	58.0	159	189	0	0	0	0	0
Ubn1	57.833333	202	145	0	0	0	0	0
Rhog	57.833333	196	151	0	0	0	0	0
Rbis	57.833333	168	179	0	0	0	0	0
Mettl14	57.833333	133	214	0	0	0	0	0
Glyr1	57.833333	202	145	0	0	0	0	0
Chd1	57.833333	173	174	0	0	0	0	0
Arid3b	57.833333	179	168	0	0	0	0	0
Wasf2	57.666667	146	200	0	0	0	0	0
Rhbdd3	57.666667	153	193	0	0	0	0	0
Ppa2	57.666667	131	215	0	0	0	0	0
Nrbp1	57.666667	141	205	0	0	0	0	0
Mrps7	57.666667	156	190	0	0	0	0	0
Gga3	57.666667	156	190	0	0	0	0	0
Fuca2	57.666667	149	197	0	0	0	0	0
Ewsr1	57.666667	153	193	0	0	0	0	0
Paip2b	57.5	211	134	0	0	0	0	0
Itpk1	57.5	190	155	0	0	0	0	0
Fam8a1	57.5	137	208	0	0	0	0	0
Fam210b	57.5	157	188	0	0	0	0	0
Ccdc150	57.5	172	173	0	0	0	0	0
Arfip1	57.5	135	210	0	0	0	0	0
Znrf2	57.333333	196	148	0	0	0	0	0
Rab11fip2	57.333333	190	154	0	0	0	0	0
Ostm1	57.333333	136	208	0	0	0	0	0
Ccdc126	57.333333	180	164	0	0	0	0	0
Trim44	57.166667	178	165	0	0	0	0	0
Sp3	57.166667	169	174	0	0	0	0	0
Rtraf	57.166667	135	208	0	0	0	0	0
Rplp2	57.166667	145	198	0	0	0	0	0
Pidd1	57.166667	145	198	0	0	0	0	0
Numa1	57.166667	122	221	0	0	0	0	0
Lrrfip1	57.166667	221	122	0	0	0	0	0
Inafm2	57.166667	180	163	0	0	0	0	0
Cenpm	57.166667	176	167	0	0	0	0	0
Zkscan6	57.0	140	202	0	0	0	0	0
Zfr	57.0	127	215	0	0	0	0	0
Zfp277	57.0	178	164	0	0	0	0	0
Tom1	57.0	142	200	0	0	0	0	0
Stip1	57.0	170	172	0	0	0	0	0
Srd5a3	57.0	148	194	0	0	0	0	0
Slc9a3r1	57.0	184	158	0	0	0	0	0
Sc5d	57.0	210	132	0	0	0	0	0
Rb1cc1	57.0	168	174	0	0	0	0	0
Nadk2	57.0	169	173	0	0	0	0	0
Mrps16	57.0	176	166	0	0	0	0	0
Hadhb	57.0	152	190	0	0	0	0	0
Hadha	57.0	152	190	0	0	0	0	0
H3f3a	57.0	150	192	0	0	0	0	0
Dusp10	57.0	180	162	0	0	0	0	0
Dock4	57.0	178	164	0	0	0	0	0
Dnajc9	57.0	176	166	0	0	0	0	0
Chmp1b	57.0	172	170	0	0	0	0	0
Bsdc1	57.0	194	148	0	0	0	0	0
1700056E22Rik	57.0	180	162	0	0	0	0	0
Trim46	56.833333	135	206	0	0	0	0	0
Slc19a2	56.833333	181	160	0	0	0	0	0
Shf	56.833333	138	203	0	0	0	0	0
Polr3f	56.833333	122	219	0	0	0	0	0
Krtcap2	56.833333	135	206	0	0	0	0	0
Kif11	56.833333	136	205	0	0	0	0	0
Dzank1	56.833333	122	219	0	0	0	0	0
Bnip3l	56.833333	136	205	0	0	0	0	0
Blm	56.833333	186	155	0	0	0	0	0
Zfp169	56.666667	189	151	0	0	0	0	0
Iffo2	56.666667	173	167	0	0	0	0	0
B9d1	56.666667	170	170	0	0	0	0	0
Aptx	56.666667	172	168	0	0	0	0	0
Zer1	56.5	157	182	0	0	0	0	0
Trappc12	56.5	169	170	0	0	0	0	0
Rcl1	56.5	145	194	0	0	0	0	0
Ppp2r1a	56.5	184	155	0	0	0	0	0
Pa2g4	56.5	136	203	0	0	0	0	0
Nxf2	56.5	182	157	0	0	0	0	0
Morc2a	56.5	187	152	0	0	0	0	0
Eipr1	56.5	169	170	0	0	0	0	0
E2f5	56.5	169	170	0	0	0	0	0
Cntrl	56.5	156	183	0	0	0	0	0
Zc3hav1	56.333333	145	193	0	0	0	0	0
Xrcc6	56.333333	174	164	0	0	0	0	0
Tgds	56.333333	188	150	0	0	0	0	0
Slf2	56.333333	175	163	0	0	0	0	0
Rpl36	56.333333	159	179	0	0	0	0	0
Ntmt1	56.333333	119	219	0	0	0	0	0
Micos13	56.333333	159	179	0	0	0	0	0
Gse1	56.333333	198	140	0	0	0	0	0
Gpr180	56.333333	188	150	0	0	0	0	0
Desi1	56.333333	174	164	0	0	0	0	0
Zw10	56.166667	191	146	0	0	0	0	0
Wdr48	56.166667	157	180	0	0	0	0	0
Suv39h1	56.166667	158	179	0	0	0	0	0
Ska2	56.166667	137	200	0	0	0	0	0
Rb1	56.166667	178	159	0	0	0	0	0
Prr11	56.166667	137	200	0	0	0	0	0
Nup214	56.166667	135	202	0	0	0	0	0
Mideas	56.166667	163	174	0	0	0	0	0
Evi5l	56.166667	122	215	0	0	0	0	0
Dpy19l3	56.166667	154	183	0	0	0	0	0
Cyb561d1	56.166667	202	135	0	0	0	0	0
Bloc1s2	56.166667	161	176	0	0	0	0	0
Asxl1	56.166667	134	203	0	0	0	0	0
Zfp868	56.0	161	175	0	0	0	0	0
Zfp781	56.0	165	171	0	0	0	0	0
Ubxn4	56.0	182	154	0	0	0	0	0
Tmsb4x	56.0	166	170	0	0	0	0	0
Tmem177	56.0	169	167	0	0	0	0	0
Tarsl2	56.0	139	197	0	0	0	0	0
Slc20a1	56.0	157	179	0	0	0	0	0
Sbp	56.0	161	175	0	0	0	0	0
Oas3	56.0	186	150	0	0	0	0	0
Nop14	56.0	170	166	0	0	0	0	0
Grk4	56.0	170	166	0	0	0	0	0
Gm3055	56.0	165	171	0	0	0	0	0
Fkbp4	56.0	162	174	0	0	0	0	0
Arhgap33	56.0	167	169	0	0	0	0	0
Vps16	55.833333	171	164	0	0	0	0	0
Snai3	55.833333	156	179	0	0	0	0	0
Plin3	55.833333	178	157	0	0	0	0	0
Pced1a	55.833333	171	164	0	0	0	0	0
Glrx5	55.833333	164	171	0	0	0	0	0
Aldh3a2	55.833333	135	200	0	0	0	0	0
Ahsa2	55.833333	158	177	0	0	0	0	0
Stat3	55.666667	175	159	0	0	0	0	0
Rgs14	55.666667	175	159	0	0	0	0	0
Naa30	55.666667	152	182	0	0	0	0	0
Mis12	55.666667	156	178	0	0	0	0	0
Derl2	55.666667	156	178	0	0	0	0	0
