Target_genes	Bhlhe40|Average	SRX3927757|Bone_Marrow_Cells	SRX3927758|Bone_Marrow_Cells	SRX10809293|B_cells	SRX10809294|B_cells	SRX3927759|CD4+_T_cells	SRX3927760|CD4+_T_cells	SRX140385|CH12	SRX15941724|Liver	SRX15941726|Liver	SRX5299298|Macrophages	SRX5299300|Macrophages	SRX6608073|Macrophages	SRX188814|MEL	SRX3730216|Trophoblast_stem_cells	SRX3730217|Trophoblast_stem_cells	STRING
Eri3	40.4	0	0	0	0	0	0	527	0	0	0	0	79	0	0	0	0
Depdc7	40.4	0	0	0	0	0	0	430	0	0	0	0	0	176	0	0	0
Btg1	40.4	0	0	113	117	113	0	263	0	0	0	0	0	0	0	0	0
Zfp652	40.333333	0	0	0	0	0	0	374	0	0	0	0	0	231	0	0	0
Vmo1	40.333333	0	0	0	0	0	0	490	0	0	0	0	0	115	0	0	0
Smim12	40.333333	0	0	0	0	0	0	325	0	0	0	0	0	280	0	0	0
Sct	40.333333	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0
Rfc5	40.333333	0	0	0	0	0	0	461	0	0	0	0	0	144	0	0	0
Edn1	40.333333	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0
Cox19	40.333333	0	0	0	0	0	0	285	0	0	0	0	0	320	0	0	0
Cfap299	40.333333	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0
Cdhr5	40.333333	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0
Acod1	40.333333	0	0	0	0	0	0	386	0	0	0	0	0	219	0	0	0
Zfp82	40.266667	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0
Scamp1	40.266667	0	0	0	0	0	0	0	153	0	0	284	167	0	0	0	0
Pwp1	40.266667	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0
Nrg2	40.266667	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0
Acin1	40.266667	0	0	0	0	0	0	255	0	0	0	0	0	349	0	0	0
Zfp248	40.2	0	0	0	0	158	0	445	0	0	0	0	0	0	0	0	0
Srgap1	40.2	0	0	0	0	0	0	232	0	0	0	0	0	371	0	0	0
Sfr1	40.2	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0
Nqo1	40.2	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0
Ngdn	40.2	0	0	0	0	0	0	498	0	0	0	0	0	105	0	0	0
Galnt10	40.2	0	0	0	0	0	0	249	0	93	0	0	87	174	0	0	0
4930503B20Rik	40.2	0	0	0	0	0	0	106	0	0	0	0	0	497	0	0	0
Ppp6r3	40.133333	0	0	0	0	0	0	316	0	0	0	0	0	286	0	0	0
Ndufb1	40.133333	0	0	0	0	0	0	144	0	0	0	0	0	458	0	0	0
Hic2	40.133333	0	0	0	0	0	0	284	0	0	0	0	0	318	0	0	0
Fbxo25	40.133333	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0
Dbnl	40.133333	0	0	0	0	0	0	481	0	0	0	0	0	121	0	0	0
Cpsf2	40.133333	0	0	0	0	0	0	144	0	0	0	0	0	458	0	0	0
Stap1	40.066667	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0
Smad9	40.066667	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0
Rad54l	40.066667	0	0	0	0	0	0	233	0	0	0	0	0	368	0	0	0
Ppip5k2	40.066667	0	0	0	0	91	0	334	0	0	0	0	0	176	0	0	0
Npm3	40.066667	0	0	0	0	0	0	149	0	0	0	158	0	294	0	0	0
Nlrp10	40.066667	0	0	0	0	0	0	300	0	0	0	0	0	301	0	0	0
Kcnk13	40.066667	0	0	0	0	0	0	381	0	0	0	220	0	0	0	0	0
Gin1	40.066667	0	0	0	0	91	0	334	0	0	0	0	0	176	0	0	0
Fgf8	40.066667	0	0	0	0	0	0	149	0	0	0	158	0	294	0	0	0
Eif3f	40.066667	0	0	0	0	0	0	300	0	0	0	0	0	301	0	0	0
Cda	40.066667	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0
B4galnt1	40.066667	0	0	0	0	96	0	113	0	120	0	0	114	158	0	0	0
Nmt2	40.0	0	0	0	0	169	0	431	0	0	0	0	0	0	0	0	0
Inpp4a	40.0	0	0	0	0	0	0	367	0	0	0	0	122	111	0	0	0
Ermp1	40.0	0	0	0	0	0	0	143	0	0	0	0	0	457	0	0	0
Wdr93	39.933333	0	0	0	0	0	0	416	0	0	0	0	0	183	0	0	0
Slamf8	39.933333	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0
Rgs2	39.933333	0	0	0	68	0	0	407	0	0	0	0	0	124	0	0	0
Pex11a	39.933333	0	0	0	0	0	0	416	0	0	0	0	0	183	0	0	0
Pcgf1	39.933333	0	0	103	135	0	0	361	0	0	0	0	0	0	0	0	0
Pcdh12	39.933333	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0
Pam16	39.933333	0	0	0	0	0	0	468	0	131	0	0	0	0	0	0	0
Nuggc	39.933333	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0
Notch1	39.933333	0	0	0	0	0	0	485	0	0	0	0	114	0	0	0	0
Lsm2	39.933333	0	0	0	0	262	0	337	0	0	0	0	0	0	0	0	0
Zfp768	39.866667	0	0	0	0	0	0	178	138	169	0	0	0	113	0	0	0
Tnfaip1	39.866667	0	0	0	0	0	0	394	0	0	0	0	0	204	0	0	0
Tal1	39.866667	0	0	0	0	103	0	0	0	0	0	178	0	317	0	0	0
Prr14l	39.866667	0	0	0	0	0	0	261	0	0	0	0	0	337	0	0	0
Nipsnap2	39.866667	0	0	0	0	0	0	377	0	0	0	0	0	221	0	0	0
Ift20	39.866667	0	0	0	0	0	0	394	0	0	0	0	0	204	0	0	0
Gm14322	39.866667	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0
Pdcd1	39.8	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0
Gpsm2	39.8	0	0	0	0	0	0	394	0	0	0	0	0	203	0	0	0
Ahctf1	39.8	0	0	0	0	0	0	147	242	122	0	0	0	86	0	0	0
Sertad3	39.733333	0	0	0	0	121	0	228	0	0	0	0	0	247	0	0	0
Commd4	39.733333	0	0	0	0	0	0	400	0	0	0	0	0	196	0	0	0
Pan2	39.666667	0	0	0	0	0	0	280	0	0	0	0	168	147	0	0	0
Hnrnpab	39.666667	0	0	0	0	126	0	194	0	0	0	0	0	275	0	0	0
D230025D16Rik	39.666667	0	0	0	0	0	0	248	151	196	0	0	0	0	0	0	0
Spen	39.6	0	0	0	0	0	0	438	0	0	0	0	0	156	0	0	0
Rap2b	39.6	0	0	0	0	99	0	0	0	0	0	134	222	139	0	0	0
Ptgs2	39.6	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0
Oplah	39.6	0	0	0	0	0	0	0	110	211	0	0	0	273	0	0	0
Apbb1ip	39.6	0	0	0	0	0	0	399	0	0	0	0	0	195	0	0	0
Sstr2	39.533333	0	0	0	0	112	0	143	0	0	0	0	0	338	0	0	0
Slc25a22	39.533333	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0
Rpusd2	39.533333	0	0	0	0	0	0	472	0	0	0	0	0	121	0	0	0
Rpl6	39.533333	0	0	0	0	199	0	251	0	0	0	0	0	143	0	0	0
Pkd1l3	39.533333	0	0	0	0	0	0	252	0	0	0	0	0	341	0	0	0
Cend1	39.533333	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0
Cd70	39.533333	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0
Zfp961	39.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0	0
Rbsn	39.466667	0	0	0	0	0	0	223	0	0	0	0	0	369	0	0	0
Gm527	39.466667	0	0	0	112	0	0	308	0	0	0	0	0	172	0	0	0
Dcaf5	39.466667	0	0	0	0	0	0	349	0	0	0	0	0	243	0	0	0
Btrc	39.466667	0	0	0	0	0	0	327	150	0	0	0	0	115	0	0	0
Zfp946	39.4	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0
Tubb6	39.4	0	0	0	0	0	0	485	0	106	0	0	0	0	0	0	0
Ssh2	39.4	0	0	0	0	0	0	416	0	0	0	0	0	175	0	0	0
Mok	39.4	0	0	0	0	0	0	192	0	0	0	0	0	399	0	0	0
Herpud2	39.4	0	0	0	0	0	0	374	0	0	0	0	0	0	217	0	0
Szrd1	39.333333	0	0	0	0	0	0	422	0	0	0	0	0	168	0	0	0
Spryd3	39.333333	0	0	0	0	0	0	324	0	0	0	0	0	266	0	0	0
S1pr4	39.333333	0	0	0	0	0	0	200	105	135	0	0	0	150	0	0	0
Rai14	39.333333	0	0	0	0	0	0	313	0	277	0	0	0	0	0	0	0
Phactr4	39.333333	0	0	0	0	0	0	197	0	192	0	0	91	110	0	0	0
Mapk1ip1l	39.333333	0	0	0	0	0	0	430	0	0	0	0	0	160	0	0	0
Chst13	39.333333	0	0	0	0	0	0	265	206	119	0	0	0	0	0	0	0
Ubfd1	39.266667	0	0	0	0	0	0	465	0	0	0	0	0	124	0	0	0
Slc35e4	39.266667	0	0	0	0	0	0	304	0	0	0	0	0	285	0	0	0
Rpl39	39.266667	0	0	0	0	175	273	141	0	0	0	0	0	0	0	0	0
Prrc1	39.266667	0	0	0	0	0	0	486	0	0	0	0	0	103	0	0	0
Ears2	39.266667	0	0	0	0	0	0	465	0	0	0	0	0	124	0	0	0
Ypel3	39.2	0	0	0	0	0	0	336	0	0	0	0	0	252	0	0	0
Xlr3b	39.2	0	0	0	0	0	0	588	0	0	0	0	0	0	0	0	0
Tyw3	39.2	0	0	0	0	0	0	408	0	0	0	0	0	180	0	0	0
Tbx6	39.2	0	0	0	0	0	0	336	0	0	0	0	0	252	0	0	0
Mapk8ip1	39.2	0	0	0	0	0	0	588	0	0	0	0	0	0	0	0	0
Dnmt3b	39.2	0	0	0	0	0	0	427	0	0	0	0	0	161	0	0	0
Cryz	39.2	0	0	0	0	0	0	408	0	0	0	0	0	180	0	0	0
Srp68	39.133333	0	0	0	0	0	0	464	0	0	0	0	0	123	0	0	0
Pvalb	39.133333	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0
Gprasp2	39.133333	0	0	0	0	0	0	265	0	0	0	0	0	322	0	0	0
Fbxo5	39.133333	0	0	0	0	0	0	160	0	0	0	0	0	427	0	0	0
Dusp18	39.133333	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0
4921536K21Rik	39.133333	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0
Tmem128	39.066667	0	0	0	0	0	0	401	0	0	0	0	0	185	0	0	0
Rnf4	39.066667	0	0	204	96	0	0	194	0	0	0	0	0	92	0	0	0
Mpp6	39.066667	0	0	0	0	0	0	418	0	0	0	0	0	168	0	0	0
Fnip1	39.066667	0	0	0	0	0	0	399	0	0	0	0	0	187	0	0	0
Snupn	39.0	0	0	0	142	0	0	443	0	0	0	0	0	0	0	0	0
Snrpf	39.0	0	0	0	0	0	0	439	0	0	0	0	0	146	0	0	0
Pmvk	39.0	0	0	0	0	0	0	394	0	0	0	0	0	191	0	0	0
Haus5	39.0	0	0	0	0	0	0	310	0	0	0	0	0	275	0	0	0
Eya2	39.0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	0	0
Creld2	39.0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	0	0
Ambra1	39.0	0	0	0	0	0	0	319	0	0	0	0	0	266	0	0	0
Alg12	39.0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	0	0
Vps26b	38.933333	0	0	91	0	0	0	493	0	0	0	0	0	0	0	0	0
Top2a	38.933333	0	0	0	0	0	0	480	0	0	0	0	0	104	0	0	0
Tomm70a	38.933333	0	0	0	0	181	0	195	0	0	0	0	0	208	0	0	0
Smap2	38.933333	0	0	0	0	0	0	204	0	0	0	0	0	380	0	0	0
Rps10	38.933333	0	0	0	0	221	117	246	0	0	0	0	0	0	0	0	0
Nuf2	38.933333	0	0	0	0	0	0	327	0	0	0	0	0	257	0	0	0
Nudt17	38.933333	0	0	0	0	0	0	332	0	0	0	0	0	252	0	0	0
Ncapd3	38.933333	0	0	91	0	0	0	493	0	0	0	0	0	0	0	0	0
E130308A19Rik	38.933333	0	0	0	0	0	0	476	0	0	0	0	0	108	0	0	0
Ccdc153	38.933333	0	0	85	0	0	0	400	0	0	0	0	0	99	0	0	0
Trp53rkb	38.866667	0	0	0	0	0	0	349	0	0	0	0	0	234	0	0	0
Gml2	38.866667	0	0	0	0	0	0	161	0	0	0	0	0	422	0	0	0
Cnot3	38.866667	0	0	0	0	0	0	167	0	0	0	0	122	294	0	0	0
Thop1	38.8	0	0	0	104	0	0	478	0	0	0	0	0	0	0	0	0
Rps4x	38.8	0	0	0	0	146	196	240	0	0	0	0	0	0	0	0	0
Psmb3	38.8	0	0	0	0	0	0	409	0	0	0	0	0	173	0	0	0
Pcgf2	38.8	0	0	0	0	0	0	409	0	0	0	0	0	173	0	0	0
Opa1	38.8	0	0	0	0	0	0	358	0	0	0	0	0	224	0	0	0
Kcnk10	38.8	0	0	98	129	151	0	204	0	0	0	0	0	0	0	0	0
Dyrk2	38.8	0	0	0	0	94	0	488	0	0	0	0	0	0	0	0	0
Camsap1	38.8	0	0	146	146	0	0	290	0	0	0	0	0	0	0	0	0
Tnks1bp1	38.733333	0	0	159	0	0	0	305	0	0	0	0	0	117	0	0	0
Rph3a	38.733333	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0
Naip1	38.733333	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0
Lrp4	38.733333	0	0	0	0	0	0	175	0	0	0	0	218	188	0	0	0
Hoxc8	38.733333	0	0	0	0	0	0	276	0	0	0	0	0	305	0	0	0
Fbxo46	38.733333	0	0	0	0	0	0	124	0	0	0	327	0	130	0	0	0
Bhmg1	38.733333	0	0	0	0	0	0	124	0	0	0	327	0	130	0	0	0
Ttc33	38.666667	0	0	0	0	0	0	580	0	0	0	0	0	0	0	0	0
Sgf29	38.666667	0	0	87	0	0	0	214	0	0	0	0	0	279	0	0	0
Atg5	38.666667	0	0	0	0	0	0	213	0	156	0	0	0	211	0	0	0
Angptl8	38.666667	0	0	0	0	0	0	0	131	0	0	0	0	449	0	0	0
Trmt61a	38.6	0	0	0	0	0	0	308	0	0	0	0	0	271	0	0	0
Prnp	38.6	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0
Prn	38.6	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0
Pllp	38.6	0	0	0	0	0	0	0	352	227	0	0	0	0	0	0	0
Hmgcr	38.6	0	0	108	111	0	0	164	0	0	0	0	0	0	196	0	0
Grb2	38.6	0	0	0	0	0	0	234	0	0	0	0	0	345	0	0	0
C4b	38.6	0	0	0	0	0	0	0	152	203	0	224	0	0	0	0	0
Bcl2l13	38.6	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0
Pfdn1	38.533333	0	0	0	0	0	0	251	0	0	0	0	0	327	0	0	0
Papss1	38.533333	0	0	0	0	103	0	475	0	0	0	0	0	0	0	0	0
Klc3	38.533333	0	0	0	0	0	0	224	0	0	0	0	0	354	0	0	0
Senp7	38.466667	0	0	0	0	0	0	284	0	0	0	0	0	293	0	0	0
Psme4	38.466667	0	0	0	0	0	0	452	0	0	0	0	0	125	0	0	0
Pitpnm1	38.466667	0	0	0	0	0	0	223	126	104	0	0	0	124	0	0	0
Naa38	38.466667	0	0	0	0	0	0	179	0	0	0	0	243	155	0	0	0
Ina	38.466667	0	0	0	0	0	0	577	0	0	0	0	0	0	0	0	0
Fam126a	38.466667	0	0	0	0	0	0	181	0	0	0	0	0	396	0	0	0
Cxcl2	38.466667	0	0	0	0	0	0	155	115	0	0	0	307	0	0	0	0
Cdk2ap2	38.466667	0	0	0	0	0	0	223	126	104	0	0	0	124	0	0	0
Rom1	38.4	0	0	0	0	0	0	127	0	0	0	0	0	449	0	0	0
Phlda3	38.4	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0
Naa35	38.4	0	0	0	83	0	0	311	0	0	0	0	0	182	0	0	0
Mios	38.4	0	0	0	0	123	0	453	0	0	0	0	0	0	0	0	0
Map3k2	38.4	0	0	0	0	163	0	413	0	0	0	0	0	0	0	0	0
Iqcd	38.4	0	0	0	0	0	0	88	216	272	0	0	0	0	0	0	0
Ep300	38.4	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0
Eml3	38.4	0	0	0	0	0	0	127	0	0	0	0	0	449	0	0	0
Dhx58	38.4	0	0	0	0	0	0	357	0	0	0	0	0	219	0	0	0
Csf3	38.4	0	0	0	0	0	0	271	0	0	0	0	0	305	0	0	0
Zfand2a	38.333333	0	0	0	0	0	0	150	0	0	0	151	274	0	0	0	0
Slc25a44	38.333333	0	0	0	0	0	0	210	166	199	0	0	0	0	0	0	0
Neurl1b	38.333333	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0
Hrh1	38.333333	0	0	0	0	0	0	0	220	103	0	0	252	0	0	0	0
Cyth4	38.333333	0	0	0	0	122	0	453	0	0	0	0	0	0	0	0	0
Ccin	38.333333	0	0	0	0	0	0	328	0	0	0	0	0	247	0	0	0
Arhgef3	38.333333	0	0	177	0	0	0	398	0	0	0	0	0	0	0	0	0
Tlcd3b	38.266667	0	0	0	0	0	0	344	0	0	0	0	0	230	0	0	0
Tent5a	38.266667	0	0	0	0	0	0	428	0	0	0	0	0	146	0	0	0
Sympk	38.266667	0	0	0	103	0	0	303	0	0	0	0	0	168	0	0	0
Rita1	38.266667	0	0	0	0	0	0	322	0	0	0	0	0	252	0	0	0
Purb	38.266667	0	0	0	0	0	0	297	0	0	0	0	0	91	186	0	0
Pla2g4a	38.266667	0	0	0	0	0	0	350	0	0	0	0	98	126	0	0	0
Foxa3	38.266667	0	0	0	103	0	0	303	0	0	0	0	0	168	0	0	0
Ddx54	38.266667	0	0	0	0	0	0	322	0	0	0	0	0	252	0	0	0
Axin2	38.266667	0	0	0	0	117	0	457	0	0	0	0	0	0	0	0	0
Wbp1	38.2	0	0	0	0	0	0	337	0	0	0	0	0	236	0	0	0
Kank2	38.2	0	0	0	0	0	0	154	114	164	0	0	0	0	141	0	0
Ino80b	38.2	0	0	0	0	0	0	337	0	0	0	0	0	236	0	0	0
Gtf2e2	38.2	0	0	0	0	171	0	163	0	0	0	0	0	239	0	0	0
Zdhhc1	38.133333	0	0	0	0	0	0	339	111	0	0	0	0	122	0	0	0
Zbtb9	38.066667	0	0	0	85	0	0	308	0	0	0	0	0	178	0	0	0
Suclg2	38.066667	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0
Rnase6	38.066667	0	0	114	0	0	0	0	0	0	0	0	0	457	0	0	0
Pym1	38.066667	0	0	0	0	170	0	301	100	0	0	0	0	0	0	0	0
Nek4	38.066667	0	0	0	0	0	0	395	0	0	0	0	0	176	0	0	0
Meis1	38.066667	0	0	0	0	0	0	0	0	139	0	0	0	432	0	0	0
Gstp1	38.066667	0	0	0	0	0	0	444	0	0	0	0	0	127	0	0	0
Akap7	38.066667	0	0	0	0	0	0	378	0	0	0	0	0	193	0	0	0
Ttll4	38.0	0	0	0	0	0	0	419	0	0	0	0	0	151	0	0	0
Rsph4a	38.0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0
Rell2	38.0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0
Ranbp3	38.0	0	0	0	0	0	0	411	0	0	0	0	0	159	0	0	0
Pigyl	38.0	0	0	0	0	0	0	151	0	0	0	0	0	419	0	0	0
Mcm7	38.0	0	0	0	0	0	0	215	118	127	0	0	0	110	0	0	0
Hdac3	38.0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0
Cav2	38.0	0	0	0	0	0	0	434	0	0	0	0	136	0	0	0	0
Arid1b	38.0	0	0	0	0	0	0	475	0	0	0	0	0	95	0	0	0
Ap4m1	38.0	0	0	0	0	0	0	215	118	127	0	0	0	110	0	0	0
Zfp872	37.933333	0	0	0	0	307	262	0	0	0	0	0	0	0	0	0	0
Vps37c	37.933333	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0
Trib3	37.933333	0	0	0	0	0	0	281	0	0	0	0	0	288	0	0	0
Tceal1	37.933333	0	0	0	0	0	0	437	0	0	0	132	0	0	0	0	0
Pwwp3b	37.933333	0	0	0	0	0	0	478	0	0	0	0	0	91	0	0	0
Ptpru	37.933333	0	0	0	0	0	0	207	0	0	0	0	0	362	0	0	0
Mov10	37.933333	0	0	0	0	0	0	445	0	0	0	0	0	124	0	0	0
Marchf5	37.933333	0	0	0	0	0	0	360	0	0	0	0	0	209	0	0	0
Dand5	37.933333	0	0	0	0	0	0	464	0	0	0	0	0	105	0	0	0
Wfdc16	37.866667	0	0	0	0	0	0	0	0	0	0	0	158	410	0	0	0
Tmem40	37.866667	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0
Slc66a2	37.866667	0	0	103	0	0	0	308	157	0	0	0	0	0	0	0	0
Plxnb2	37.866667	0	0	0	0	0	0	388	0	180	0	0	0	0	0	0	0
Mos	37.866667	0	0	0	0	0	0	399	0	0	0	0	0	169	0	0	0
Ddah2	37.866667	0	0	0	0	182	159	0	0	0	0	0	0	227	0	0	0
Chd8	37.866667	0	0	0	0	133	0	303	0	0	0	0	0	132	0	0	0
Atp2c1	37.866667	0	0	0	0	0	0	283	0	0	0	0	0	285	0	0	0
Adm	37.866667	0	0	0	0	0	0	340	0	0	0	0	0	228	0	0	0
Trmt10c	37.8	0	0	0	0	0	0	349	0	0	0	0	0	218	0	0	0
Smc3	37.8	0	0	0	0	0	0	212	0	0	0	0	0	355	0	0	0
Rps8	37.8	0	0	0	0	0	164	403	0	0	0	0	0	0	0	0	0
Pml	37.8	0	0	0	0	0	0	365	0	0	0	0	0	202	0	0	0
L3mbtl1	37.8	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0
Tmem80	37.733333	0	0	0	0	0	0	89	221	139	0	0	0	117	0	0	0
Sptlc1	37.733333	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0
Recql	37.733333	0	0	0	0	0	0	106	0	0	0	0	0	460	0	0	0
Pctp	37.733333	0	0	0	0	0	0	0	258	308	0	0	0	0	0	0	0
Nod1	37.733333	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0
Nbeal2	37.733333	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0
Hoxd3	37.733333	0	0	0	0	0	0	420	0	0	0	0	0	146	0	0	0
Golt1b	37.733333	0	0	0	0	0	0	106	0	0	0	0	0	460	0	0	0
Ccdc12	37.733333	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0
Ttc24	37.666667	0	0	0	0	0	0	384	0	0	0	0	0	181	0	0	0
Pigm	37.666667	0	0	0	0	0	0	292	0	0	0	0	0	93	180	0	0
Iqgap3	37.666667	0	0	0	0	0	0	384	0	0	0	0	0	181	0	0	0
Garre1	37.666667	0	0	0	0	0	0	426	0	0	0	0	0	139	0	0	0
Fbxo43	37.666667	0	0	0	0	0	0	190	0	0	0	0	0	375	0	0	0
Cyb5r1	37.666667	0	0	0	0	0	0	236	0	0	0	0	235	94	0	0	0
Becn1	37.666667	0	0	0	0	0	0	372	0	0	0	0	0	193	0	0	0
Vhl	37.6	0	0	0	0	128	0	436	0	0	0	0	0	0	0	0	0
Stat5a	37.6	0	0	108	0	0	0	299	0	0	0	0	0	157	0	0	0
Smim20	37.6	0	0	0	0	0	0	404	96	64	0	0	0	0	0	0	0
Sdc1	37.6	0	0	0	0	0	0	162	0	0	0	0	0	402	0	0	0
Rapgef3	37.6	0	0	0	0	0	0	394	0	0	0	0	0	170	0	0	0
Gab2	37.6	0	0	0	0	123	0	236	0	0	0	0	205	0	0	0	0
Chst12	37.6	0	0	0	0	0	0	374	190	0	0	0	0	0	0	0	0
Ccn2	37.6	0	0	0	0	0	0	255	0	0	0	199	110	0	0	0	0
Trim34a	37.533333	0	0	0	0	0	0	464	0	0	0	0	0	99	0	0	0
Taf13	37.533333	0	0	0	0	0	0	313	0	0	0	0	0	250	0	0	0
Rpl7l1	37.533333	0	0	0	105	0	0	317	0	0	0	0	0	141	0	0	0
Rbms2	37.533333	0	0	0	0	0	0	371	0	0	0	0	0	192	0	0	0
Pla1a	37.533333	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0
Hoxb13	37.533333	0	0	0	0	0	0	396	0	0	0	0	0	167	0	0	0
Homer3	37.533333	0	0	0	0	0	0	109	0	0	0	0	0	202	252	0	0
Elovl7	37.533333	0	0	0	0	0	0	317	0	0	0	0	0	246	0	0	0
Cul3	37.533333	0	0	0	0	0	0	476	0	0	0	0	0	87	0	0	0
Bub1	37.533333	0	0	0	0	84	0	235	0	0	0	0	71	173	0	0	0
Slc30a5	37.466667	0	0	0	0	0	0	360	0	0	0	0	0	202	0	0	0
Shox2	37.466667	0	0	116	104	0	0	132	0	0	0	0	0	210	0	0	0
Samd4b	37.466667	0	0	0	0	0	0	109	0	135	0	0	0	318	0	0	0
Polr2f	37.466667	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	0
Hnrnpc	37.466667	0	0	0	0	0	0	404	0	0	0	0	0	158	0	0	0
Fcna	37.466667	0	0	0	0	0	0	0	238	324	0	0	0	0	0	0	0
Fam47e	37.466667	0	0	0	0	0	0	281	157	124	0	0	0	0	0	0	0
Atp5o	37.466667	0	0	0	0	0	0	303	0	83	0	0	0	176	0	0	0
1700088E04Rik	37.466667	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	0
Wdr74	37.4	0	0	154	0	0	0	210	0	0	0	0	0	197	0	0	0
Ube2n	37.4	0	0	0	0	0	0	441	0	0	0	0	0	120	0	0	0
Smyd2	37.4	0	0	0	0	104	0	457	0	0	0	0	0	0	0	0	0
Rgs11	37.4	0	0	0	0	0	0	244	0	0	0	0	0	317	0	0	0
Pdia2	37.4	0	0	0	0	0	0	244	0	0	0	0	0	317	0	0	0
Mzf1	37.4	0	0	0	0	0	0	180	0	0	0	0	0	381	0	0	0
Klhl7	37.4	0	0	0	0	0	0	257	0	0	0	0	0	304	0	0	0
Gm2237	37.4	0	0	0	0	142	0	419	0	0	0	0	0	0	0	0	0
Flywch1	37.4	0	0	0	0	0	0	366	0	0	0	0	0	195	0	0	0
Fam184b	37.4	0	0	0	0	278	0	0	0	141	0	142	0	0	0	0	0
Arhgdig	37.4	0	0	0	0	0	0	244	0	0	0	0	0	317	0	0	0
1700092M07Rik	37.4	0	0	154	0	0	0	210	0	0	0	0	0	197	0	0	0
Prss40	37.333333	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0
Acot6	37.333333	0	0	0	0	102	0	244	0	0	0	0	0	214	0	0	0
Znfx1	37.266667	0	0	132	0	0	0	111	0	0	0	0	0	316	0	0	0
Tmcc2	37.266667	0	0	0	0	0	0	127	0	0	0	0	0	432	0	0	0
Tlr4	37.266667	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0
Them7	37.266667	0	0	0	0	0	0	0	114	101	0	0	0	344	0	0	0
Psmd8	37.266667	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0
LOC102633783	37.266667	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0
Kdm4d	37.266667	0	0	0	0	0	0	206	0	0	0	0	0	353	0	0	0
Dock8	37.266667	0	0	0	0	0	0	281	0	0	0	0	0	278	0	0	0
Cwc15	37.266667	0	0	0	0	0	0	206	0	0	0	0	0	353	0	0	0
1700125H20Rik	37.266667	0	0	0	0	0	0	221	0	0	0	0	0	338	0	0	0
Zcchc9	37.2	0	0	0	0	0	0	484	0	0	0	0	0	74	0	0	0
Vps41	37.2	0	0	0	0	0	0	412	0	0	0	0	0	146	0	0	0
