ligand	receptor
KLK7	F2RL1
KLK8	F2R
ADM	CALCR_RAMP1
ADM	CALCR_RAMP2
ADM	CALCR_RAMP3
ADM	CALCRL_RAMP1
ADM	CALCRL_RAMP2
ADM	CALCRL_RAMP3
CALCA	CALCR_RAMP1
CALCA	CALCR_RAMP2
CALCA	CALCR_RAMP3
CALCA	CALCRL_RAMP1
CALCA	CALCRL_RAMP2
CALCA	CALCRL_RAMP3
CALCB	CALCR_RAMP1
CALCB	CALCR_RAMP2
CALCB	CALCR_RAMP3
CALCB	CALCRL_RAMP1
CALCB	CALCRL_RAMP2
CALCB	CALCRL_RAMP3
IAPP	CALCR_RAMP1
IAPP	CALCR_RAMP2
IAPP	CALCR_RAMP3
IAPP	CALCRL_RAMP1
IAPP	CALCRL_RAMP2
IAPP	CALCRL_RAMP3
PROC	PROCR_HSP90AA1
PROC	PROCR_F2R
VTN	PLAUR
5-HT-TPH1_SLC18A1	HTR3_complex
5-HT-TPH1_SLC18A2	HTR3_complex
5-HT-TPH1_SLC6A4	HTR3_complex
5-HT-TPH2_SLC18A1	HTR3_complex
5-HT-TPH2_SLC18A2	HTR3_complex
5-HT-TPH2_SLC6A4	HTR3_complex
Ach-CHAT_SLC10A4	CHRN_A1_2B1DE
Ach-CHAT_SLC10A4	CHRN_A1_2B1DG
Ach-CHAT_SLC10A4	CHRN_A3B4
Ach-CHAT_SLC10A4	CHRN_A4B2
Ach-CHAT_SLC10A4	CHRNA7
Ach-CHAT_SLC18A3	CHRN_A1_2B1DE
Ach-CHAT_SLC18A3	CHRN_A1_2B1DG
Ach-CHAT_SLC18A3	CHRN_A3B4
Ach-CHAT_SLC18A3	CHRN_A4B2
Ach-CHAT_SLC18A3	CHRNA7
Ach-CHAT_SLC5A7	CHRN_A1_2B1DE
Ach-CHAT_SLC5A7	CHRN_A1_2B1DG
Ach-CHAT_SLC5A7	CHRN_A4B2
Ach-CHAT_SLC5A7	CHRNA7
GABA-GAD1_SLC32A1	GABR_A1B3G2
GABA-GAD1_SLC32A1	GABR_A1B2G2
GABA-GAD1_SLC32A1	GABR_A1B2
GABA-GAD1_SLC32A1	GABR_A1B3
GABA-GAD1_SLC32A1	GABR_A1B2D
GABA-GAD1_SLC32A1	GABR_A2B3G2
GABA-GAD1_SLC32A1	GABR_A3B3G2
GABA-GAD1_SLC32A1	GABR_A3B3Q
GABA-GAD1_SLC32A1	GABR_A3B3E
GABA-GAD1_SLC32A1	GABR_A4B3G2
GABA-GAD1_SLC32A1	GABR_A4B3D
GABA-GAD1_SLC32A1	GABR_A4B2D
GABA-GAD1_SLC32A1	GABR_A5B3G2
GABA-GAD1_SLC32A1	GABR_A6B3G2
GABA-GAD1_SLC32A1	GABR_A6B3D
GABA-GAD1_SLC6A1	GABR_A1B3G2
GABA-GAD1_SLC6A1	GABR_A1B2G2
GABA-GAD1_SLC6A1	GABR_A1B2
GABA-GAD1_SLC6A1	GABR_A1B3
GABA-GAD1_SLC6A1	GABR_A1B2D
GABA-GAD1_SLC6A1	GABR_A2B3G2
GABA-GAD1_SLC6A1	GABR_A3B3G2
GABA-GAD1_SLC6A1	GABR_A3B3Q
GABA-GAD1_SLC6A1	GABR_A3B3E
GABA-GAD1_SLC6A1	GABR_A4B3G2
GABA-GAD1_SLC6A1	GABR_A4B3D
GABA-GAD1_SLC6A1	GABR_A4B2D
GABA-GAD1_SLC6A1	GABR_A5B3G2
GABA-GAD1_SLC6A1	GABR_A6B3G2
GABA-GAD1_SLC6A1	GABR_A6B3D
GABA-GAD1_SLC6A11	GABR_A1B3G2
GABA-GAD1_SLC6A11	GABR_A1B2G2
GABA-GAD1_SLC6A11	GABR_A1B2
GABA-GAD1_SLC6A11	GABR_A1B3
GABA-GAD1_SLC6A11	GABR_A1B2D
GABA-GAD1_SLC6A11	GABR_A2B3G2
GABA-GAD1_SLC6A11	GABR_A3B3G2
GABA-GAD1_SLC6A11	GABR_A3B3Q
GABA-GAD1_SLC6A11	GABR_A3B3E
GABA-GAD1_SLC6A11	GABR_A4B3G2
GABA-GAD1_SLC6A11	GABR_A4B3D
GABA-GAD1_SLC6A11	GABR_A4B2D
GABA-GAD1_SLC6A11	GABR_A5B3G2
GABA-GAD1_SLC6A11	GABR_A6B3G2
GABA-GAD1_SLC6A11	GABR_A6B3D
GABA-GAD1_SLC6A12	GABR_A1B3G2
GABA-GAD1_SLC6A12	GABR_A1B2G2
GABA-GAD1_SLC6A12	GABR_A1B2
GABA-GAD1_SLC6A12	GABR_A1B3
GABA-GAD1_SLC6A12	GABR_A1B2D
GABA-GAD1_SLC6A12	GABR_A2B3G2
GABA-GAD1_SLC6A12	GABR_A3B3G2
GABA-GAD1_SLC6A12	GABR_A3B3Q
GABA-GAD1_SLC6A12	GABR_A3B3E
GABA-GAD1_SLC6A12	GABR_A4B3G2
GABA-GAD1_SLC6A12	GABR_A4B3D
GABA-GAD1_SLC6A12	GABR_A4B2D
GABA-GAD1_SLC6A12	GABR_A5B3G2
GABA-GAD1_SLC6A12	GABR_A6B3G2
GABA-GAD1_SLC6A12	GABR_A6B3D
GABA-GAD1_SLC6A13	GABR_A1B3G2
GABA-GAD1_SLC6A13	GABR_A1B2G2
GABA-GAD1_SLC6A13	GABR_A1B2
GABA-GAD1_SLC6A13	GABR_A1B3
GABA-GAD1_SLC6A13	GABR_A1B2D
GABA-GAD1_SLC6A13	GABR_A2B3G2
GABA-GAD1_SLC6A13	GABR_A3B3G2
GABA-GAD1_SLC6A13	GABR_A3B3Q
GABA-GAD1_SLC6A13	GABR_A3B3E
GABA-GAD1_SLC6A13	GABR_A4B3G2
GABA-GAD1_SLC6A13	GABR_A4B3D
GABA-GAD1_SLC6A13	GABR_A4B2D
GABA-GAD1_SLC6A13	GABR_A5B3G2
GABA-GAD1_SLC6A13	GABR_A6B3G2
GABA-GAD1_SLC6A13	GABR_A6B3D
GABA-GAD1_SLC6A6	GABR_A1B3G2
GABA-GAD1_SLC6A6	GABR_A1B2G2
GABA-GAD1_SLC6A6	GABR_A1B2
GABA-GAD1_SLC6A6	GABR_A1B3
GABA-GAD1_SLC6A6	GABR_A1B2D
GABA-GAD1_SLC6A6	GABR_A2B3G2
GABA-GAD1_SLC6A6	GABR_A3B3G2
GABA-GAD1_SLC6A6	GABR_A3B3Q
GABA-GAD1_SLC6A6	GABR_A3B3E
GABA-GAD1_SLC6A6	GABR_A4B3G2
GABA-GAD1_SLC6A6	GABR_A4B3D
GABA-GAD1_SLC6A6	GABR_A4B2D
GABA-GAD1_SLC6A6	GABR_A5B3G2
GABA-GAD1_SLC6A6	GABR_A6B3G2
GABA-GAD1_SLC6A6	GABR_A6B3D
GABA-GAD1_SLC6A8	GABR_A1B3G2
GABA-GAD1_SLC6A8	GABR_A1B2G2
GABA-GAD1_SLC6A8	GABR_A1B2
GABA-GAD1_SLC6A8	GABR_A1B3
GABA-GAD1_SLC6A8	GABR_A1B2D
GABA-GAD1_SLC6A8	GABR_A2B3G2
GABA-GAD1_SLC6A8	GABR_A3B3G2
GABA-GAD1_SLC6A8	GABR_A3B3Q
GABA-GAD1_SLC6A8	GABR_A3B3E
GABA-GAD1_SLC6A8	GABR_A4B3G2
GABA-GAD1_SLC6A8	GABR_A4B3D
GABA-GAD1_SLC6A8	GABR_A4B2D
GABA-GAD1_SLC6A8	GABR_A5B3G2
GABA-GAD1_SLC6A8	GABR_A6B3G2
GABA-GAD1_SLC6A8	GABR_A6B3D
GABA-GAD2_SLC32A1	GABR_A1B3G2
GABA-GAD2_SLC32A1	GABR_A1B2G2
GABA-GAD2_SLC32A1	GABR_A1B2
GABA-GAD2_SLC32A1	GABR_A1B3
GABA-GAD2_SLC32A1	GABR_A1B2D
GABA-GAD2_SLC32A1	GABR_A2B3G2
GABA-GAD2_SLC32A1	GABR_A3B3G2
GABA-GAD2_SLC32A1	GABR_A3B3Q
GABA-GAD2_SLC32A1	GABR_A3B3E
GABA-GAD2_SLC32A1	GABR_A4B3G2
GABA-GAD2_SLC32A1	GABR_A4B3D
GABA-GAD2_SLC32A1	GABR_A4B2D
GABA-GAD2_SLC32A1	GABR_A5B3G2
GABA-GAD2_SLC32A1	GABR_A6B3G2
GABA-GAD2_SLC32A1	GABR_A6B3D
GABA-GAD2_SLC6A1	GABR_A1B3G2
GABA-GAD2_SLC6A1	GABR_A1B2G2
GABA-GAD2_SLC6A1	GABR_A1B2
GABA-GAD2_SLC6A1	GABR_A1B3
GABA-GAD2_SLC6A1	GABR_A1B2D
GABA-GAD2_SLC6A1	GABR_A2B3G2
GABA-GAD2_SLC6A1	GABR_A3B3G2
GABA-GAD2_SLC6A1	GABR_A3B3Q
GABA-GAD2_SLC6A1	GABR_A3B3E
GABA-GAD2_SLC6A1	GABR_A4B3G2
GABA-GAD2_SLC6A1	GABR_A4B3D
GABA-GAD2_SLC6A1	GABR_A4B2D
GABA-GAD2_SLC6A1	GABR_A5B3G2
GABA-GAD2_SLC6A1	GABR_A6B3G2
GABA-GAD2_SLC6A1	GABR_A6B3D
GABA-GAD2_SLC6A11	GABR_A1B3G2
GABA-GAD2_SLC6A11	GABR_A1B2G2
GABA-GAD2_SLC6A11	GABR_A1B2
GABA-GAD2_SLC6A11	GABR_A1B3
GABA-GAD2_SLC6A11	GABR_A1B2D
GABA-GAD2_SLC6A11	GABR_A2B3G2
GABA-GAD2_SLC6A11	GABR_A3B3G2
GABA-GAD2_SLC6A11	GABR_A3B3Q
GABA-GAD2_SLC6A11	GABR_A3B3E
GABA-GAD2_SLC6A11	GABR_A4B3G2
GABA-GAD2_SLC6A11	GABR_A4B3D
GABA-GAD2_SLC6A11	GABR_A4B2D
GABA-GAD2_SLC6A11	GABR_A5B3G2
GABA-GAD2_SLC6A11	GABR_A6B3G2
GABA-GAD2_SLC6A11	GABR_A6B3D
GABA-GAD2_SLC6A12	GABR_A1B3G2
GABA-GAD2_SLC6A12	GABR_A1B2G2
GABA-GAD2_SLC6A12	GABR_A1B2
GABA-GAD2_SLC6A12	GABR_A1B3
GABA-GAD2_SLC6A12	GABR_A1B2D
GABA-GAD2_SLC6A12	GABR_A2B3G2
GABA-GAD2_SLC6A12	GABR_A3B3G2
GABA-GAD2_SLC6A12	GABR_A3B3Q
GABA-GAD2_SLC6A12	GABR_A3B3E
GABA-GAD2_SLC6A12	GABR_A4B3G2
GABA-GAD2_SLC6A12	GABR_A4B3D
GABA-GAD2_SLC6A12	GABR_A4B2D
GABA-GAD2_SLC6A12	GABR_A5B3G2
GABA-GAD2_SLC6A12	GABR_A6B3G2
GABA-GAD2_SLC6A12	GABR_A6B3D
GABA-GAD2_SLC6A13	GABR_A1B3G2
GABA-GAD2_SLC6A13	GABR_A1B2G2
GABA-GAD2_SLC6A13	GABR_A1B2
GABA-GAD2_SLC6A13	GABR_A1B3
GABA-GAD2_SLC6A13	GABR_A1B2D
GABA-GAD2_SLC6A13	GABR_A2B3G2
GABA-GAD2_SLC6A13	GABR_A3B3G2
GABA-GAD2_SLC6A13	GABR_A3B3Q
GABA-GAD2_SLC6A13	GABR_A3B3E
GABA-GAD2_SLC6A13	GABR_A4B3G2
GABA-GAD2_SLC6A13	GABR_A4B3D
GABA-GAD2_SLC6A13	GABR_A4B2D
GABA-GAD2_SLC6A13	GABR_A5B3G2
GABA-GAD2_SLC6A13	GABR_A6B3G2
GABA-GAD2_SLC6A13	GABR_A6B3D
GABA-GAD2_SLC6A6	GABR_A1B3G2
GABA-GAD2_SLC6A6	GABR_A1B2G2
GABA-GAD2_SLC6A6	GABR_A1B2
GABA-GAD2_SLC6A6	GABR_A1B3
GABA-GAD2_SLC6A6	GABR_A1B2D
GABA-GAD2_SLC6A6	GABR_A2B3G2
GABA-GAD2_SLC6A6	GABR_A3B3G2
GABA-GAD2_SLC6A6	GABR_A3B3Q
GABA-GAD2_SLC6A6	GABR_A3B3E
GABA-GAD2_SLC6A6	GABR_A4B3G2
GABA-GAD2_SLC6A6	GABR_A4B3D
GABA-GAD2_SLC6A6	GABR_A4B2D
GABA-GAD2_SLC6A6	GABR_A5B3G2
GABA-GAD2_SLC6A6	GABR_A6B3G2
GABA-GAD2_SLC6A6	GABR_A6B3D
GABA-GAD2_SLC6A8	GABR_A1B3G2
GABA-GAD2_SLC6A8	GABR_A1B2G2
GABA-GAD2_SLC6A8	GABR_A1B2
GABA-GAD2_SLC6A8	GABR_A1B3
GABA-GAD2_SLC6A8	GABR_A1B2D
GABA-GAD2_SLC6A8	GABR_A2B3G2
GABA-GAD2_SLC6A8	GABR_A3B3G2
GABA-GAD2_SLC6A8	GABR_A3B3Q
GABA-GAD2_SLC6A8	GABR_A3B3E
GABA-GAD2_SLC6A8	GABR_A4B3G2
GABA-GAD2_SLC6A8	GABR_A4B3D
GABA-GAD2_SLC6A8	GABR_A4B2D
GABA-GAD2_SLC6A8	GABR_A5B3G2
GABA-GAD2_SLC6A8	GABR_A6B3G2
GABA-GAD2_SLC6A8	GABR_A6B3D
Gly-SHMT1_SLC6A5	GLRA1_GLRB
Gly-SHMT1_SLC6A5	GLRA2
Gly-SHMT1_SLC6A9	GLRA1_GLRB
Gly-SHMT1_SLC6A9	GLRA2
Gly-SHMT2_SLC6A5	GLRA1_GLRB
Gly-SHMT2_SLC6A5	GLRA2
Gly-SHMT2_SLC6A9	GLRA1_GLRB
Gly-SHMT2_SLC6A9	GLRA2
SDC1	ADGRA2
SDC2	ADGRA2
ITGAV_ITGB3	ADGRA2
TAX1BP3	ADGRB1
RTN4R	ADGRB1
ITGAV_ITGB5	ADGRB1
TAX1BP3	ADGRB2
C1QL1	ADGRB3
C1QL2	ADGRB3
C1QL3	ADGRB3
C1QL4	ADGRB3
THY1	ADGRE2
ITGAV_ITGB1	ADGRE2
ITGAV_ITGB3	ADGRE2
CD55	ADGRE5
LPAR1	ADGRE5
LPAR2	ADGRE5
LPAR3	ADGRE5
THY1	ADGRE5
ITGAV_ITGB1	ADGRE5
ITGAV_ITGB3	ADGRE5
SFTPD	ADGRE5
COL3A1	ADGRG1
GAST	ADGRG1
TGM2	ADGRG1
COL4A1	ADGRG6
COL4A2	ADGRG6
COL4A3	ADGRG6
COL4A4	ADGRG6
COL4A5	ADGRG6
COL4A6	ADGRG6
LAMA2	ADGRG6
PRNP	ADGRG6
FLRT1	ADGRL1
FLRT2	ADGRL1
FLRT3	ADGRL1
NRXN1	ADGRL1
NRXN2	ADGRL1
NRXN3	ADGRL1
TENM1	ADGRL1
TENM2	ADGRL1
TENM3	ADGRL1
TENM4	ADGRL1
TENM2_FLRT1	ADGRL1
TENM2_FLRT3	ADGRL1
TENM4_FLRT1	ADGRL1
TENM4_FLRT3	ADGRL1
FLRT1	ADGRL2
FLRT2	ADGRL2
FLRT3	ADGRL2
TENM1	ADGRL2
TENM2	ADGRL2
TENM3	ADGRL2
TENM4	ADGRL2
TENM2_FLRT3	ADGRL2
FLRT1	ADGRL3
FLRT2	ADGRL3
FLRT3	ADGRL3
TENM1	ADGRL3
TENM2	ADGRL3
TENM3	ADGRL3
TENM4	ADGRL3
UNC5A	ADGRL3
TENM3_FLRT1	ADGRL3
TENM3_FLRT3	ADGRL3
FLRT1	FLRT1
FLRT2	FLRT2
FLRT3	FLRT3
FLRT1	UNC5A
FLRT2	UNC5A
FLRT3	UNC5A
FLRT1	UNC5B
FLRT2	UNC5B
FLRT3	UNC5B
FLRT1	UNC5C
FLRT2	UNC5C
FLRT3	UNC5C
FLRT1	UNC5D
FLRT2	UNC5D
FLRT3	UNC5D
ADO-NT5E_SLC29A1	ADORA1
ADO-NT5E_SLC29A2	ADORA1
ADO-NT5E_SLC29A3	ADORA1
ADO-NT5E_SLC29A4	ADORA1
ADO-NT5E_SLC29A1	ADORA2A
ADO-NT5E_SLC29A2	ADORA2A
ADO-NT5E_SLC29A3	ADORA2A
ADO-NT5E_SLC29A4	ADORA2A
ADO-NT5E_SLC29A1	ADORA2B
ADO-NT5E_SLC29A2	ADORA2B
ADO-NT5E_SLC29A3	ADORA2B
ADO-NT5E_SLC29A4	ADORA2B
ADO-NT5E_SLC29A1	ADORA3
ADO-NT5E_SLC29A2	ADORA3
ADO-NT5E_SLC29A3	ADORA3
ADO-NT5E_SLC29A4	ADORA3
ADR-PNMT_SLC18A1	ADRA1A
ADR-PNMT_SLC18A2	ADRA1A
NE-DBH_SLC18A1	ADRA1A
NE-DBH_SLC18A2	ADRA1A
NE-DBH_SLC6A2	ADRA1A
ADR-PNMT_SLC18A1	ADRA1B
ADR-PNMT_SLC18A2	ADRA1B
NE-DBH_SLC18A1	ADRA1B
NE-DBH_SLC18A2	ADRA1B
NE-DBH_SLC6A2	ADRA1B
ADR-PNMT_SLC18A1	ADRA1D
ADR-PNMT_SLC18A2	ADRA1D
NE-DBH_SLC18A1	ADRA1D
NE-DBH_SLC18A2	ADRA1D
NE-DBH_SLC6A2	ADRA1D
ADR-PNMT_SLC18A1	ADRA2A
ADR-PNMT_SLC18A2	ADRA2A
NE-DBH_SLC18A1	ADRA2A
NE-DBH_SLC18A2	ADRA2A
NE-DBH_SLC6A2	ADRA2A
ADR-PNMT_SLC18A1	ADRA2B
ADR-PNMT_SLC18A2	ADRA2B
NE-DBH_SLC18A1	ADRA2B
NE-DBH_SLC18A2	ADRA2B
NE-DBH_SLC6A2	ADRA2B
ADR-PNMT_SLC18A1	ADRA2C
ADR-PNMT_SLC18A2	ADRA2C
NE-DBH_SLC18A1	ADRA2C
NE-DBH_SLC18A2	ADRA2C
NE-DBH_SLC6A2	ADRA2C
ADR-PNMT_SLC18A1	ADRB1
ADR-PNMT_SLC18A2	ADRB1
NE-DBH_SLC18A1	ADRB1
NE-DBH_SLC18A2	ADRB1
NE-DBH_SLC6A2	ADRB1
ADR-PNMT_SLC18A1	ADRB2
ADR-PNMT_SLC18A2	ADRB2
NE-DBH_SLC18A1	ADRB2
NE-DBH_SLC18A2	ADRB2
NE-DBH_SLC6A2	ADRB2
ADR-PNMT_SLC18A1	ADRB3
ADR-PNMT_SLC18A2	ADRB3
NE-DBH_SLC18A1	ADRB3
NE-DBH_SLC18A2	ADRB3
NE-DBH_SLC6A2	ADRB3
AGT	AGTR2
Ach-CHAT_SLC10A4	CHRM1
Ach-CHAT_SLC18A3	CHRM1
Ach-CHAT_SLC5A7	CHRM1
Ach-CHAT_SLC10A4	CHRM2
Ach-CHAT_SLC18A3	CHRM2
Ach-CHAT_SLC5A7	CHRM2
Ach-CHAT_SLC10A4	CHRM3
Ach-CHAT_SLC18A3	CHRM3
Ach-CHAT_SLC5A7	CHRM3
Ach-CHAT_SLC10A4	CHRM4
Ach-CHAT_SLC18A3	CHRM4
Ach-CHAT_SLC5A7	CHRM4
Ach-CHAT_SLC10A4	CHRM5
Ach-CHAT_SLC18A3	CHRM5
Ach-CHAT_SLC5A7	CHRM5
NRXN1	CLSTN1
NRXN2	CLSTN1
NRXN3	CLSTN1
NRXN1	CLSTN2
NRXN2	CLSTN2
NRXN3	CLSTN2
NRXN1	CLSTN3
NRXN2	CLSTN3
NRXN3	CLSTN3
LTC4-LTC4S	CYSLTR1
LTD4-GGT1	CYSLTR1
LTE4-DPEP1	CYSLTR1
LTE4-DPEP2	CYSLTR1
LTE4-DPEP3	CYSLTR1
LTC4-LTC4S	CYSLTR2
LTD4-GGT1	CYSLTR2
LTE4-DPEP1	CYSLTR2
LTE4-DPEP2	CYSLTR2
LTE4-DPEP3	CYSLTR2
NRXN1	DAG1
NRXN2	DAG1
DOPA-DDC_SLC18A1	DRD1
DOPA-DDC_SLC18A2	DRD1
DOPA-DDC_SLC6A3	DRD1
DOPA-DDC_SLC18A1	DRD2
DOPA-DDC_SLC18A2	DRD2
DOPA-DDC_SLC6A3	DRD2
DOPA-DDC_SLC18A1	DRD3
DOPA-DDC_SLC18A2	DRD3
DOPA-DDC_SLC6A3	DRD3
DOPA-DDC_SLC18A1	DRD4
DOPA-DDC_SLC18A2	DRD4
DOPA-DDC_SLC6A3	DRD4
DOPA-DDC_SLC18A1	DRD5
DOPA-DDC_SLC18A2	DRD5
DOPA-DDC_SLC6A3	DRD5
TAFA4	FPR1
CTSG	FPR1
LXA4-ALOX12	FPR2
LXA4-ALOX5	FPR2
MT-RNR2	FPR2
ANXA1	FPR3
MT-RNR2	FPR3
GABA-GAD1_SLC32A1	GABBR1
GABA-GAD1_SLC6A1	GABBR1
GABA-GAD1_SLC6A11	GABBR1
GABA-GAD1_SLC6A12	GABBR1
GABA-GAD1_SLC6A13	GABBR1
GABA-GAD1_SLC6A6	GABBR1
GABA-GAD1_SLC6A8	GABBR1
GABA-GAD2_SLC32A1	GABBR1
GABA-GAD2_SLC6A1	GABBR1
GABA-GAD2_SLC6A11	GABBR1
GABA-GAD2_SLC6A12	GABBR1
GABA-GAD2_SLC6A13	GABBR1
GABA-GAD2_SLC6A6	GABBR1
GABA-GAD2_SLC6A8	GABBR1
GABA-GAD1_SLC32A1	GABBR2
GABA-GAD1_SLC6A1	GABBR2
GABA-GAD1_SLC6A11	GABBR2
GABA-GAD1_SLC6A12	GABBR2
GABA-GAD1_SLC6A13	GABBR2
GABA-GAD1_SLC6A6	GABBR2
GABA-GAD1_SLC6A8	GABBR2
GABA-GAD2_SLC32A1	GABBR2
GABA-GAD2_SLC6A1	GABBR2
GABA-GAD2_SLC6A11	GABBR2
GABA-GAD2_SLC6A12	GABBR2
GABA-GAD2_SLC6A13	GABBR2
GABA-GAD2_SLC6A6	GABBR2
GABA-GAD2_SLC6A8	GABBR2
GALP	GALR3
Glu-SLC17A6_GLS	GRIA1
Glu-SLC17A7_GLS	GRIA1
Glu-SLC17A8_GLS	GRIA1
Glu-SLC1A1_GLS	GRIA1
Glu-SLC1A2_GLS	GRIA1
Glu-SLC1A3_GLS	GRIA1
Glu-SLC1A6_GLS	GRIA1
Glu-SLC1A7_GLS	GRIA1
Glu-SLC17A6_GLS2	GRIA1
Glu-SLC17A7_GLS2	GRIA1
Glu-SLC17A8_GLS2	GRIA1
Glu-SLC1A1_GLS2	GRIA1
Glu-SLC1A2_GLS2	GRIA1
Glu-SLC1A3_GLS2	GRIA1
Glu-SLC1A6_GLS2	GRIA1
Glu-SLC1A7_GLS2	GRIA1
Glu-SLC17A6_GLS	GRIA2
Glu-SLC17A7_GLS	GRIA2
Glu-SLC17A8_GLS	GRIA2
Glu-SLC1A1_GLS	GRIA2
Glu-SLC1A2_GLS	GRIA2
Glu-SLC1A3_GLS	GRIA2
Glu-SLC1A6_GLS	GRIA2
Glu-SLC1A7_GLS	GRIA2
Glu-SLC17A6_GLS2	GRIA2
Glu-SLC17A7_GLS2	GRIA2
Glu-SLC17A8_GLS2	GRIA2
Glu-SLC1A1_GLS2	GRIA2
Glu-SLC1A2_GLS2	GRIA2
Glu-SLC1A3_GLS2	GRIA2
Glu-SLC1A6_GLS2	GRIA2
Glu-SLC1A7_GLS2	GRIA2
Glu-SLC17A6_GLS	GRIA3
Glu-SLC17A7_GLS	GRIA3
Glu-SLC17A8_GLS	GRIA3
Glu-SLC1A1_GLS	GRIA3
Glu-SLC1A2_GLS	GRIA3
Glu-SLC1A3_GLS	GRIA3
Glu-SLC1A6_GLS	GRIA3
Glu-SLC1A7_GLS	GRIA3
Glu-SLC17A6_GLS2	GRIA3
Glu-SLC17A7_GLS2	GRIA3
Glu-SLC17A8_GLS2	GRIA3
Glu-SLC1A1_GLS2	GRIA3
Glu-SLC1A2_GLS2	GRIA3
Glu-SLC1A3_GLS2	GRIA3
Glu-SLC1A6_GLS2	GRIA3
Glu-SLC1A7_GLS2	GRIA3
Glu-SLC17A6_GLS	GRIA4
Glu-SLC17A7_GLS	GRIA4
Glu-SLC17A8_GLS	GRIA4
Glu-SLC1A1_GLS	GRIA4
Glu-SLC1A2_GLS	GRIA4
Glu-SLC1A3_GLS	GRIA4
Glu-SLC1A6_GLS	GRIA4
Glu-SLC1A7_GLS	GRIA4
Glu-SLC17A6_GLS2	GRIA4
Glu-SLC17A7_GLS2	GRIA4
Glu-SLC17A8_GLS2	GRIA4
Glu-SLC1A1_GLS2	GRIA4
Glu-SLC1A2_GLS2	GRIA4
Glu-SLC1A3_GLS2	GRIA4
Glu-SLC1A6_GLS2	GRIA4
Glu-SLC1A7_GLS2	GRIA4
Glu-NRXN1_CBLN1	GRID2
Glu-SLC17A6_GLS	GRIK1
Glu-SLC17A7_GLS	GRIK1
Glu-SLC17A8_GLS	GRIK1
Glu-SLC1A1_GLS	GRIK1
Glu-SLC1A2_GLS	GRIK1
Glu-SLC1A3_GLS	GRIK1
Glu-SLC1A6_GLS	GRIK1
Glu-SLC1A7_GLS	GRIK1
Glu-SLC17A6_GLS2	GRIK1
Glu-SLC17A7_GLS2	GRIK1
Glu-SLC17A8_GLS2	GRIK1
Glu-SLC1A1_GLS2	GRIK1
Glu-SLC1A2_GLS2	GRIK1
Glu-SLC1A3_GLS2	GRIK1
Glu-SLC1A6_GLS2	GRIK1
Glu-SLC1A7_GLS2	GRIK1
Glu-SLC17A6_GLS	GRIK2
Glu-SLC17A7_GLS	GRIK2
Glu-SLC17A8_GLS	GRIK2
Glu-SLC1A1_GLS	GRIK2
Glu-SLC1A2_GLS	GRIK2
Glu-SLC1A3_GLS	GRIK2
Glu-SLC1A6_GLS	GRIK2
Glu-SLC1A7_GLS	GRIK2
Glu-SLC17A6_GLS2	GRIK2
Glu-SLC17A7_GLS2	GRIK2
Glu-SLC17A8_GLS2	GRIK2
Glu-SLC1A1_GLS2	GRIK2
Glu-SLC1A2_GLS2	GRIK2
Glu-SLC1A3_GLS2	GRIK2
Glu-SLC1A6_GLS2	GRIK2
Glu-SLC1A7_GLS2	GRIK2
Glu-SLC17A6_GLS	GRIK3
Glu-SLC17A7_GLS	GRIK3
Glu-SLC17A8_GLS	GRIK3
Glu-SLC1A1_GLS	GRIK3
Glu-SLC1A2_GLS	GRIK3
Glu-SLC1A3_GLS	GRIK3
Glu-SLC1A6_GLS	GRIK3
Glu-SLC1A7_GLS	GRIK3
Glu-SLC17A6_GLS2	GRIK3
Glu-SLC17A7_GLS2	GRIK3
Glu-SLC17A8_GLS2	GRIK3
Glu-SLC1A1_GLS2	GRIK3
Glu-SLC1A2_GLS2	GRIK3
Glu-SLC1A3_GLS2	GRIK3
Glu-SLC1A6_GLS2	GRIK3
Glu-SLC1A7_GLS2	GRIK3
Glu-SLC17A6_GLS	GRM1
Glu-SLC17A7_GLS	GRM1
Glu-SLC17A8_GLS	GRM1
Glu-SLC1A1_GLS	GRM1
Glu-SLC1A2_GLS	GRM1
Glu-SLC1A3_GLS	GRM1
Glu-SLC1A6_GLS	GRM1
Glu-SLC1A7_GLS	GRM1
Glu-SLC17A6_GLS2	GRM1
Glu-SLC17A7_GLS2	GRM1
Glu-SLC17A8_GLS2	GRM1
Glu-SLC1A1_GLS2	GRM1
Glu-SLC1A2_GLS2	GRM1
Glu-SLC1A3_GLS2	GRM1
Glu-SLC1A6_GLS2	GRM1
Glu-SLC1A7_GLS2	GRM1
Glu-SLC17A6_GLS	GRM2
Glu-SLC17A7_GLS	GRM2
Glu-SLC17A8_GLS	GRM2
Glu-SLC1A1_GLS	GRM2
Glu-SLC1A2_GLS	GRM2
Glu-SLC1A3_GLS	GRM2
Glu-SLC1A6_GLS	GRM2
Glu-SLC1A7_GLS	GRM2
Glu-SLC17A6_GLS2	GRM2
Glu-SLC17A7_GLS2	GRM2
Glu-SLC17A8_GLS2	GRM2
Glu-SLC1A1_GLS2	GRM2
Glu-SLC1A2_GLS2	GRM2
Glu-SLC1A3_GLS2	GRM2
Glu-SLC1A6_GLS2	GRM2
Glu-SLC1A7_GLS2	GRM2
Glu-SLC17A6_GLS	GRM3
Glu-SLC17A7_GLS	GRM3
Glu-SLC17A8_GLS	GRM3
Glu-SLC1A1_GLS	GRM3
