symbol	gene_id	transcript_id	length
Dip2a	ENSMUSG00000020231	ENSMUST00000105417	6383
Dip2a	ENSMUSG00000020231	ENSMUST00000036033	6322
Npffr1	ENSMUSG00000020090	ENSMUST00000020287	3479
Taar9	ENSMUSG00000037424	ENSMUST00000041180	1047
Olfr826	ENSMUSG00000059862	ENSMUST00000203720	1535
Olfr826	ENSMUSG00000059862	ENSMUST00000216661	2858
Olfr826	ENSMUSG00000059862	ENSMUST00000078322	942
Pwp1	ENSMUSG00000001785	ENSMUST00000001836	2572
Gm10310	ENSMUSG00000094632	ENSMUST00000213667	4661
Gm10310	ENSMUSG00000094632	ENSMUST00000095239	963
Mknk2	ENSMUSG00000020190	ENSMUST00000003433	3065
Mknk2	ENSMUSG00000020190	ENSMUST00000200082	3439
Bves	ENSMUSG00000071317	ENSMUST00000095715	4368
Olfr799	ENSMUSG00000094734	ENSMUST00000214182	1694
Olfr799	ENSMUSG00000094734	ENSMUST00000213820	1627
Olfr799	ENSMUSG00000094734	ENSMUST00000071126	936
Olfr799	ENSMUSG00000094734	ENSMUST00000217364	1580
Olfr799	ENSMUSG00000094734	ENSMUST00000216446	1513
Ccer1	ENSMUSG00000047025	ENSMUST00000060703	1865
Ilvbl	ENSMUSG00000032763	ENSMUST00000218885	2233
Ilvbl	ENSMUSG00000032763	ENSMUST00000105384	2329
Scyl2	ENSMUSG00000069539	ENSMUST00000174252	4817
Scyl2	ENSMUSG00000069539	ENSMUST00000092227	3566
Pex3	ENSMUSG00000019809	ENSMUST00000019945	2129
Timm13	ENSMUSG00000020219	ENSMUST00000020440	1225
Rdh16	ENSMUSG00000069456	ENSMUST00000071646	3207
Atcay	ENSMUSG00000034958	ENSMUST00000047408	3736
Rcvrn	ENSMUSG00000020907	ENSMUST00000021290	1040
Cyth1	ENSMUSG00000017132	ENSMUST00000017276	3135
Cyth1	ENSMUSG00000017132	ENSMUST00000106302	3119
Cyth1	ENSMUSG00000017132	ENSMUST00000106305	3179
Cygb	ENSMUSG00000020810	ENSMUST00000021166	2331
Kat2a	ENSMUSG00000020918	ENSMUST00000006973	3043
Kat2a	ENSMUSG00000020918	ENSMUST00000103118	3046
Ikzf1	ENSMUSG00000018654	ENSMUST00000076700	5163
Ikzf1	ENSMUSG00000018654	ENSMUST00000065433	4697
Naa38	ENSMUSG00000059278	ENSMUST00000144531	671
Rnf222	ENSMUSG00000046490	ENSMUST00000065213	3463
Lsm11	ENSMUSG00000044847	ENSMUST00000129820	6453
Pwwp2a	ENSMUSG00000044950	ENSMUST00000109280	2739
Pwwp2a	ENSMUSG00000044950	ENSMUST00000061070	3277
Rab5c	ENSMUSG00000019173	ENSMUST00000107364	1915
Taok1	ENSMUSG00000017291	ENSMUST00000017435	11813
Taok1	ENSMUSG00000017291	ENSMUST00000058496	12409
Olfr54	ENSMUSG00000059397	ENSMUST00000217480	5048
Olfr54	ENSMUSG00000059397	ENSMUST00000215409	4782
Olfr54	ENSMUSG00000059397	ENSMUST00000072152	942
Kif18b	ENSMUSG00000051378	ENSMUST00000021311	3326
Myh10	ENSMUSG00000020900	ENSMUST00000102611	7791
Myh10	ENSMUSG00000020900	ENSMUST00000018887	7667
Asgr2	ENSMUSG00000040963	ENSMUST00000102572	1373
Pafah1b1	ENSMUSG00000020745	ENSMUST00000102520	5789
Pafah1b1	ENSMUSG00000020745	ENSMUST00000021091	5803
Aspscr1	ENSMUSG00000025142	ENSMUST00000026135	1820
Prr11	ENSMUSG00000020493	ENSMUST00000051395	3824
Nxph3	ENSMUSG00000046719	ENSMUST00000058866	2099
Mif4gd	ENSMUSG00000020743	ENSMUST00000021087	1372
Mif4gd	ENSMUSG00000020743	ENSMUST00000106507	1656
Drg2	ENSMUSG00000020537	ENSMUST00000018568	1788
Psmd3	ENSMUSG00000017221	ENSMUST00000017365	2148
Mbtd1	ENSMUSG00000059474	ENSMUST00000107853	5245
Mbtd1	ENSMUSG00000059474	ENSMUST00000107854	5232
Kif1c	ENSMUSG00000020821	ENSMUST00000137119	6596
Kif1c	ENSMUSG00000020821	ENSMUST00000072187	5046
Kif1c	ENSMUSG00000020821	ENSMUST00000094499	5168
Kif1c	ENSMUSG00000020821	ENSMUST00000102554	6684
Olfr1380	ENSMUSG00000107645	ENSMUST00000215360	2498
Olfr1380	ENSMUSG00000107645	ENSMUST00000204300	938
Cbx2	ENSMUSG00000025577	ENSMUST00000026662	3807
Rfng	ENSMUSG00000025158	ENSMUST00000026156	2118
Npm1	ENSMUSG00000057113	ENSMUST00000075641	1633
Nsf	ENSMUSG00000034187	ENSMUST00000103075	3766
Zfp354c	ENSMUSG00000044807	ENSMUST00000109135	5325
Zfp354c	ENSMUSG00000044807	ENSMUST00000000632	1683
Aatk	ENSMUSG00000025375	ENSMUST00000103019	5177
Aatk	ENSMUSG00000025375	ENSMUST00000103020	5687
Aatk	ENSMUSG00000025375	ENSMUST00000064307	5336
Pcgf2	ENSMUSG00000018537	ENSMUST00000169807	2347
Pcgf2	ENSMUSG00000018537	ENSMUST00000018681	1755
Pcgf2	ENSMUSG00000018537	ENSMUST00000179765	2485
Pcgf2	ENSMUSG00000018537	ENSMUST00000103148	1438
Ykt6	ENSMUSG00000002741	ENSMUST00000002818	2541
Adcy1	ENSMUSG00000020431	ENSMUST00000020706	12259
Ewsr1	ENSMUSG00000009079	ENSMUST00000079949	2588
Ewsr1	ENSMUSG00000009079	ENSMUST00000102930	2174
Ccl9	ENSMUSG00000019122	ENSMUST00000019266	3006
Mgat1	ENSMUSG00000020346	ENSMUST00000081794	2976
Mgat1	ENSMUSG00000020346	ENSMUST00000109194	2480
Mgat1	ENSMUSG00000020346	ENSMUST00000101293	2729
Mgat1	ENSMUSG00000020346	ENSMUST00000167400	3151
Med31	ENSMUSG00000020801	ENSMUST00000021157	1161
Eif4a1	ENSMUSG00000059796	ENSMUST00000163666	1774
Pgap3	ENSMUSG00000038208	ENSMUST00000090827	2419
Mpp3	ENSMUSG00000052373	ENSMUST00000062801	2848
Mpp3	ENSMUSG00000052373	ENSMUST00000100400	2997
Mpp3	ENSMUSG00000052373	ENSMUST00000107168	3094
Krt40	ENSMUSG00000059169	ENSMUST00000074253	1320
Cntrob	ENSMUSG00000032782	ENSMUST00000092973	3861
Fbll1	ENSMUSG00000051062	ENSMUST00000160726	1503
Pdlim4	ENSMUSG00000020388	ENSMUST00000018755	1182
Srebf1	ENSMUSG00000020538	ENSMUST00000020846	4299
Mtmr4	ENSMUSG00000018401	ENSMUST00000103179	5753
Mtmr4	ENSMUSG00000018401	ENSMUST00000119628	4664
Hs3st3b1	ENSMUSG00000070407	ENSMUST00000094103	4911
Pde6g	ENSMUSG00000025386	ENSMUST00000026452	900
Olfr315	ENSMUSG00000056959	ENSMUST00000203256	2458
Olfr315	ENSMUSG00000056959	ENSMUST00000081533	998
Jade2	ENSMUSG00000020387	ENSMUST00000109090	6230
Jade2	ENSMUSG00000020387	ENSMUST00000020655	6273
Jade2	ENSMUSG00000020387	ENSMUST00000109091	6099
Ccdc40	ENSMUSG00000039963	ENSMUST00000236813	4769
Ccdc40	ENSMUSG00000039963	ENSMUST00000053440	3524
Rnd2	ENSMUSG00000001313	ENSMUST00000001347	1394
Nme2	ENSMUSG00000020857	ENSMUST00000072566	734
Nme2	ENSMUSG00000020857	ENSMUST00000021217	1012
Gm11569	ENSMUSG00000078260	ENSMUST00000105057	869
Anxa6	ENSMUSG00000018340	ENSMUST00000108883	2489
Cdc6	ENSMUSG00000017499	ENSMUST00000092706	4614
Cdc6	ENSMUSG00000017499	ENSMUST00000093937	2559
Ramp3	ENSMUSG00000041046	ENSMUST00000045374	1233
Srp68	ENSMUSG00000020780	ENSMUST00000021133	2526
Slc25a19	ENSMUSG00000020744	ENSMUST00000021089	2307
Slc25a19	ENSMUSG00000020744	ENSMUST00000178003	2614
Plekhm1	ENSMUSG00000034247	ENSMUST00000041272	5968
Spns2	ENSMUSG00000040447	ENSMUST00000045303	3241
Cdc42ep4	ENSMUSG00000041598	ENSMUST00000053536	3008
Cdc42ep4	ENSMUSG00000041598	ENSMUST00000106616	3405
Sec24a	ENSMUSG00000036391	ENSMUST00000109097	6581
Sec24a	ENSMUSG00000036391	ENSMUST00000038210	3800
Vat1	ENSMUSG00000034993	ENSMUST00000040430	2766
Sgca	ENSMUSG00000001508	ENSMUST00000100551	1465
Sgca	ENSMUSG00000001508	ENSMUST00000103162	1724
Sgca	ENSMUSG00000001508	ENSMUST00000166320	1428
Dus1l	ENSMUSG00000025155	ENSMUST00000167023	1909
Ift20	ENSMUSG00000001105	ENSMUST00000128788	1141
Ift20	ENSMUSG00000001105	ENSMUST00000108275	582
Fam183b	ENSMUSG00000049154	ENSMUST00000239007	561
Fam183b	ENSMUSG00000049154	ENSMUST00000094156	567
Rpl9-ps1	ENSMUSG00000081906	ENSMUST00000182502	576
Pex12	ENSMUSG00000018733	ENSMUST00000108146	2389
Pex12	ENSMUSG00000018733	ENSMUST00000176518	2501
Pex12	ENSMUSG00000018733	ENSMUST00000175741	2337
Pex12	ENSMUSG00000018733	ENSMUST00000018877	2729
Smurf2	ENSMUSG00000018363	ENSMUST00000092517	3125
Smurf2	ENSMUSG00000018363	ENSMUST00000167787	2358
Ascc2	ENSMUSG00000020412	ENSMUST00000070257	2650
Ascc2	ENSMUSG00000020412	ENSMUST00000109930	4844
Nos2	ENSMUSG00000020826	ENSMUST00000018610	4192
Nos2	ENSMUSG00000020826	ENSMUST00000214397	3456
Hbq1a	ENSMUSG00000020295	ENSMUST00000020535	604
Aspa	ENSMUSG00000020774	ENSMUST00000184572	1746
Aspa	ENSMUSG00000020774	ENSMUST00000021119	1530
Sowaha	ENSMUSG00000044352	ENSMUST00000104955	3702
Glra1	ENSMUSG00000000263	ENSMUST00000102716	2390
Glra1	ENSMUSG00000000263	ENSMUST00000075603	2037
Hgs	ENSMUSG00000025793	ENSMUST00000106205	2900
Hgs	ENSMUSG00000025793	ENSMUST00000106203	2903
Olfr401	ENSMUSG00000070380	ENSMUST00000079827	948
Olfr401	ENSMUSG00000070380	ENSMUST00000213754	2227
Ccdc85a	ENSMUSG00000032878	ENSMUST00000093253	5431
Ccdc85a	ENSMUSG00000032878	ENSMUST00000146385	3798
Ccdc85a	ENSMUSG00000032878	ENSMUST00000042534	5332
Ccdc47	ENSMUSG00000078622	ENSMUST00000002043	5193
Mrpl10	ENSMUSG00000001445	ENSMUST00000001485	1708
Rab34	ENSMUSG00000002059	ENSMUST00000002128	1368
Rab34	ENSMUSG00000002059	ENSMUST00000108322	1685
Cacna1g	ENSMUSG00000020866	ENSMUST00000107785	7523
Cacna1g	ENSMUSG00000020866	ENSMUST00000100561	8125
Cacna1g	ENSMUSG00000020866	ENSMUST00000107792	7981
Cacna1g	ENSMUSG00000020866	ENSMUST00000021234	8139
Cacna1g	ENSMUSG00000020866	ENSMUST00000103166	8104
Cacna1g	ENSMUSG00000020866	ENSMUST00000107790	8035
Cacna1g	ENSMUSG00000020866	ENSMUST00000107793	8071
Cacna1g	ENSMUSG00000020866	ENSMUST00000107788	8050
Cacna1g	ENSMUSG00000020866	ENSMUST00000107791	8002
Cacna1g	ENSMUSG00000020866	ENSMUST00000107789	8383
Sec14l3	ENSMUSG00000054986	ENSMUST00000068322	2686
Dbil5	ENSMUSG00000038057	ENSMUST00000040806	581
Shisa6	ENSMUSG00000053930	ENSMUST00000066679	1578
Tgtp2	ENSMUSG00000078921	ENSMUST00000046745	2810
Sdk2	ENSMUSG00000041592	ENSMUST00000041627	11287
Smim6	ENSMUSG00000075420	ENSMUST00000132961	978
Xylt2	ENSMUSG00000020868	ENSMUST00000116349	3442
Krt35	ENSMUSG00000048013	ENSMUST00000103127	1722
Timd4	ENSMUSG00000055546	ENSMUST00000068877	2173
Kat7	ENSMUSG00000038909	ENSMUST00000107734	3560
Trarg1	ENSMUSG00000046275	ENSMUST00000062024	3302
Slfn4	ENSMUSG00000000204	ENSMUST00000000208	3958
Slfn4	ENSMUSG00000000204	ENSMUST00000167596	3703
Otop2	ENSMUSG00000050201	ENSMUST00000055490	2335
Otop2	ENSMUSG00000050201	ENSMUST00000106544	2220
Krtap3-2	ENSMUSG00000069721	ENSMUST00000092699	1031
Eml6	ENSMUSG00000044072	ENSMUST00000058902	8083
Mfsd11	ENSMUSG00000020818	ENSMUST00000021173	3298
Fabp6	ENSMUSG00000020405	ENSMUST00000020672	479
Olfr1375	ENSMUSG00000057890	ENSMUST00000073543	942
Kcnh6	ENSMUSG00000001901	ENSMUST00000001965	3368
Cd300ld3	ENSMUSG00000069607	ENSMUST00000092459	852
Ccdc57	ENSMUSG00000048445	ENSMUST00000056781	3403
Atox1	ENSMUSG00000018585	ENSMUST00000108857	541
Gsg1l2	ENSMUSG00000097886	ENSMUST00000181566	1158
Phykpl	ENSMUSG00000020359	ENSMUST00000020625	1609
Phykpl	ENSMUSG00000020359	ENSMUST00000167797	3116
Stat5b	ENSMUSG00000020919	ENSMUST00000107358	5213
Stat5b	ENSMUSG00000020919	ENSMUST00000004143	5062
Pld6	ENSMUSG00000043648	ENSMUST00000125307	948
Tbx2	ENSMUSG00000000093	ENSMUST00000000095	3626
Gm525	ENSMUSG00000072553	ENSMUST00000100619	557
Becn1	ENSMUSG00000035086	ENSMUST00000130916	4365
1700086D15Rik	ENSMUSG00000020548	ENSMUST00000108696	1092
1700086D15Rik	ENSMUSG00000020548	ENSMUST00000020855	1092
Trim11	ENSMUSG00000020455	ENSMUST00000093061	2251
Ddx42	ENSMUSG00000020705	ENSMUST00000021046	4011
Olfr1377	ENSMUSG00000061952	ENSMUST00000216101	1990
Olfr1377	ENSMUSG00000061952	ENSMUST00000075177	1063
Olfr1377	ENSMUSG00000061952	ENSMUST00000213291	2441
Fbxo39	ENSMUSG00000070388	ENSMUST00000108504	1708
H2az2	ENSMUSG00000041126	ENSMUST00000109737	1633
Olfr223	ENSMUSG00000048919	ENSMUST00000215626	1695
Olfr223	ENSMUSG00000048919	ENSMUST00000061293	1111
Lcp2	ENSMUSG00000002699	ENSMUST00000052413	3644
Mks1	ENSMUSG00000034121	ENSMUST00000038196	2499
Spaca3	ENSMUSG00000053184	ENSMUST00000103223	947
Spaca3	ENSMUSG00000053184	ENSMUST00000103222	831
Mrpl12	ENSMUSG00000039640	ENSMUST00000043627	1316
Mrnip	ENSMUSG00000020381	ENSMUST00000020647	1142
Mgat4b	ENSMUSG00000036620	ENSMUST00000041725	2429
Kansl1	ENSMUSG00000018412	ENSMUST00000106971	5222
Kansl1	ENSMUSG00000018412	ENSMUST00000018556	5061
Kansl1	ENSMUSG00000018412	ENSMUST00000106972	5427
Kansl1	ENSMUSG00000018412	ENSMUST00000106977	5510
Irgm2	ENSMUSG00000069874	ENSMUST00000108836	3459
Irgm2	ENSMUSG00000069874	ENSMUST00000058704	3470
Irgm2	ENSMUSG00000069874	ENSMUST00000209079	3528
Rab1a	ENSMUSG00000020149	ENSMUST00000163483	2657
Rab1a	ENSMUSG00000020149	ENSMUST00000020358	2827
Slc26a11	ENSMUSG00000039908	ENSMUST00000050880	2695
Ncor1	ENSMUSG00000018501	ENSMUST00000101067	7243
Ncor1	ENSMUSG00000018501	ENSMUST00000018645	9037
Ncor1	ENSMUSG00000018501	ENSMUST00000101066	8852
Ndufaf8	ENSMUSG00000078572	ENSMUST00000106223	781
2810408A11Rik	ENSMUSG00000018570	ENSMUST00000108621	1455
2810408A11Rik	ENSMUSG00000018570	ENSMUST00000018714	1485
2810408A11Rik	ENSMUSG00000018570	ENSMUST00000102580	1640
H2bu2	ENSMUSG00000056895	ENSMUST00000078267	614
Ifi47	ENSMUSG00000078920	ENSMUST00000109202	1773
Ifi47	ENSMUSG00000078920	ENSMUST00000046704	1690
Ifi47	ENSMUSG00000078920	ENSMUST00000213728	1678
Stc2	ENSMUSG00000020303	ENSMUST00000020546	3940
Cltc	ENSMUSG00000047126	ENSMUST00000103186	6519
Zpbp	ENSMUSG00000020193	ENSMUST00000020413	4248
Fmnl1	ENSMUSG00000055805	ENSMUST00000218163	3824
Fmnl1	ENSMUSG00000055805	ENSMUST00000107027	3693
Fmnl1	ENSMUSG00000055805	ENSMUST00000042286	3806
Cacng1	ENSMUSG00000020722	ENSMUST00000021065	1249
Nipsnap1	ENSMUSG00000034285	ENSMUST00000038570	1926
Olfr1371	ENSMUSG00000060170	ENSMUST00000075844	936
Gm21885	ENSMUSG00000094091	ENSMUST00000208510	775
Il4	ENSMUSG00000000869	ENSMUST00000000889	590
Olfr332	ENSMUSG00000050813	ENSMUST00000180165	3426
Grb2	ENSMUSG00000059923	ENSMUST00000021090	2709
Grb2	ENSMUSG00000059923	ENSMUST00000106497	2683
Aloxe3	ENSMUSG00000020892	ENSMUST00000021268	3019
Septin9	ENSMUSG00000059248	ENSMUST00000106349	2932
Septin9	ENSMUSG00000059248	ENSMUST00000100193	2924
C1qtnf2	ENSMUSG00000046491	ENSMUST00000173002	1147
C1qtnf2	ENSMUSG00000046491	ENSMUST00000057679	1211
Grn	ENSMUSG00000034708	ENSMUST00000239431	2340
Grn	ENSMUSG00000034708	ENSMUST00000049460	2331
Fam161a	ENSMUSG00000049811	ENSMUST00000172602	1935
Fam161a	ENSMUSG00000049811	ENSMUST00000238880	1935
Fam161a	ENSMUSG00000049811	ENSMUST00000109557	1947
Fam161a	ENSMUSG00000049811	ENSMUST00000058269	1927
Lrrc59	ENSMUSG00000020869	ENSMUST00000021239	2837
Fignl1	ENSMUSG00000035455	ENSMUST00000171938	2974
Fignl1	ENSMUSG00000035455	ENSMUST00000171080	2844
Fignl1	ENSMUSG00000035455	ENSMUST00000047689	2961
Fignl1	ENSMUSG00000035455	ENSMUST00000109664	2807
Tbx21	ENSMUSG00000001444	ENSMUST00000001484	2488
Slc9a3r1	ENSMUSG00000020733	ENSMUST00000021077	1925
Slit3	ENSMUSG00000056427	ENSMUST00000069837	5228
Pik3ip1	ENSMUSG00000034614	ENSMUST00000045153	2573
Pik3ip1	ENSMUSG00000034614	ENSMUST00000093399	1098
Cox10	ENSMUSG00000042148	ENSMUST00000049091	2915
Med7	ENSMUSG00000020397	ENSMUST00000170928	2390
Med7	ENSMUSG00000020397	ENSMUST00000020665	1193
Med7	ENSMUSG00000020397	ENSMUST00000109232	2547
4930469K13Rik	ENSMUSG00000085684	ENSMUST00000224226	243
4930469K13Rik	ENSMUSG00000085684	ENSMUST00000223852	537
Zmat5	ENSMUSG00000009076	ENSMUST00000009220	792
Ubtd2	ENSMUSG00000044949	ENSMUST00000051053	1012
Rtn4rl1	ENSMUSG00000045287	ENSMUST00000102514	3525
Eif4enif1	ENSMUSG00000020454	ENSMUST00000110049	3614
Eif4enif1	ENSMUSG00000020454	ENSMUST00000179770	3676
Proca1	ENSMUSG00000044122	ENSMUST00000108317	1359
Proca1	ENSMUSG00000044122	ENSMUST00000060539	960
Proca1	ENSMUSG00000044122	ENSMUST00000078099	1254
Taco1	ENSMUSG00000001983	ENSMUST00000002048	1383
Pom121l12	ENSMUSG00000084135	ENSMUST00000117584	1039
Myo15	ENSMUSG00000042678	ENSMUST00000081823	7953
Myo15	ENSMUSG00000042678	ENSMUST00000094135	11715
Myo15	ENSMUSG00000042678	ENSMUST00000071880	11769
Olfr59	ENSMUSG00000070374	ENSMUST00000214048	3363
Olfr59	ENSMUSG00000070374	ENSMUST00000143976	3088
Krt15	ENSMUSG00000054146	ENSMUST00000107411	1700
Epn2	ENSMUSG00000001036	ENSMUST00000108711	4287
Epn2	ENSMUSG00000001036	ENSMUST00000108712	4458
Epn2	ENSMUSG00000001036	ENSMUST00000108713	4207
Epn2	ENSMUSG00000001036	ENSMUST00000179936	4452
Vmp1	ENSMUSG00000018171	ENSMUST00000018315	2787
Ikzf3	ENSMUSG00000018168	ENSMUST00000103141	3658
Skap1	ENSMUSG00000057058	ENSMUST00000103154	1507
Skap1	ENSMUSG00000057058	ENSMUST00000071510	1425
Cdrt4	ENSMUSG00000042200	ENSMUST00000035854	723
Efcab5	ENSMUSG00000050944	ENSMUST00000108400	4654
Serpinf2	ENSMUSG00000038224	ENSMUST00000108437	2179
Serpinf2	ENSMUSG00000038224	ENSMUST00000043696	2192
Dlx4	ENSMUSG00000020871	ENSMUST00000021241	2282
Grin2c	ENSMUSG00000020734	ENSMUST00000003351	4279
Grin2c	ENSMUSG00000020734	ENSMUST00000106554	4895
Wscd1	ENSMUSG00000020811	ENSMUST00000021168	2757
Wscd1	ENSMUSG00000020811	ENSMUST00000108510	2956
Wscd1	ENSMUSG00000020811	ENSMUST00000108511	2866
Eif5a	ENSMUSG00000078812	ENSMUST00000043419	1437
Eif5a	ENSMUSG00000078812	ENSMUST00000108612	1259
Eif5a	ENSMUSG00000078812	ENSMUST00000070996	1373
Eif5a	ENSMUSG00000078812	ENSMUST00000108607	852
Eif5a	ENSMUSG00000078812	ENSMUST00000108611	1353
Eif5a	ENSMUSG00000078812	ENSMUST00000108610	1409
Eif5a	ENSMUSG00000078812	ENSMUST00000164359	1281
Eif5a	ENSMUSG00000078812	ENSMUST00000108613	1343
Eif5a	ENSMUSG00000078812	ENSMUST00000071026	1286
Eif5a	ENSMUSG00000078812	ENSMUST00000108608	775
Eif5a	ENSMUSG00000078812	ENSMUST00000108609	849
Wfdc18	ENSMUSG00000000983	ENSMUST00000001009	521
Efemp1	ENSMUSG00000020467	ENSMUST00000020759	2037
Nmur2	ENSMUSG00000037393	ENSMUST00000037682	3302
Tex2	ENSMUSG00000040548	ENSMUST00000042780	4934
Tex2	ENSMUSG00000040548	ENSMUST00000103070	2645
Meikin	ENSMUSG00000020332	ENSMUST00000094193	1433
Nup88	ENSMUSG00000040667	ENSMUST00000108530	2389
Trim17	ENSMUSG00000036964	ENSMUST00000075141	3028
Ccl7	ENSMUSG00000035373	ENSMUST00000021011	801
4933428G20Rik	ENSMUSG00000047988	ENSMUST00000056955	1425
Ublcp1	ENSMUSG00000041231	ENSMUST00000102795	2088
0610010K14Rik	ENSMUSG00000020831	ENSMUST00000108578	880
0610010K14Rik	ENSMUSG00000020831	ENSMUST00000102569	778
0610010K14Rik	ENSMUSG00000020831	ENSMUST00000108576	576
Gabrg2	ENSMUSG00000020436	ENSMUST00000070735	2234
Gabrg2	ENSMUSG00000020436	ENSMUST00000070725	4041
Mis12	ENSMUSG00000040599	ENSMUST00000048807	3003
Mis12	ENSMUSG00000040599	ENSMUST00000164220	1416
Irf1	ENSMUSG00000018899	ENSMUST00000019043	2069
Irf1	ENSMUSG00000018899	ENSMUST00000108920	2137
Irf1	ENSMUSG00000018899	ENSMUST00000108922	2092
Olfr1395	ENSMUSG00000050763	ENSMUST00000059379	954
Olfr1395	ENSMUSG00000050763	ENSMUST00000203377	2883
Olfr1395	ENSMUSG00000050763	ENSMUST00000214195	2984
Hoxb8	ENSMUSG00000056648	ENSMUST00000052650	2635
Hoxb8	ENSMUSG00000056648	ENSMUST00000168043	1141
Appbp2	ENSMUSG00000018481	ENSMUST00000018625	6463
Adprm	ENSMUSG00000020910	ENSMUST00000116363	1283
Krtap17-1	ENSMUSG00000078252	ENSMUST00000105049	761
Pik3r5	ENSMUSG00000020901	ENSMUST00000021283	4370
Milr1	ENSMUSG00000040528	ENSMUST00000182908	811
Milr1	ENSMUSG00000040528	ENSMUST00000147326	1234
Milr1	ENSMUSG00000040528	ENSMUST00000106794	1514
Milr1	ENSMUSG00000040528	ENSMUST00000183111	982
Milr1	ENSMUSG00000040528	ENSMUST00000086353	1348
Milr1	ENSMUSG00000040528	ENSMUST00000182896	918
Trim65	ENSMUSG00000054517	ENSMUST00000067632	3048
Myl4	ENSMUSG00000061086	ENSMUST00000106957	943
Myl4	ENSMUSG00000061086	ENSMUST00000018800	879
Myl4	ENSMUSG00000061086	ENSMUST00000106956	900
Wdr92	ENSMUSG00000078970	ENSMUST00000046955	2002
Jmjd6	ENSMUSG00000056962	ENSMUST00000047616	1668
Fkbp10	ENSMUSG00000001555	ENSMUST00000001595	2584
Olfr322	ENSMUSG00000063549	ENSMUST00000213232	4632
Olfr322	ENSMUSG00000063549	ENSMUST00000072030	984
Olfr322	ENSMUSG00000063549	ENSMUST00000214392	4779
Tbc1d10a	ENSMUSG00000034412	ENSMUST00000041042	1957
Tbc1d10a	ENSMUSG00000034412	ENSMUST00000180088	1921
Atp1b2	ENSMUSG00000041329	ENSMUST00000047889	2842
Ccnjl	ENSMUSG00000044707	ENSMUST00000050574	2672
Axin2	ENSMUSG00000000142	ENSMUST00000052915	4260
Axin2	ENSMUSG00000000142	ENSMUST00000106711	2551
Stk10	ENSMUSG00000020272	ENSMUST00000102821	5026
Cenpv	ENSMUSG00000018509	ENSMUST00000018653	1032
Ankrd36	ENSMUSG00000020481	ENSMUST00000109855	1363
Ankrd36	ENSMUSG00000020481	ENSMUST00000109856	4491
Chrne	ENSMUSG00000014609	ENSMUST00000014753	1616
Chrne	ENSMUSG00000014609	ENSMUST00000102556	1591
Cdc42se2	ENSMUSG00000052298	ENSMUST00000064104	3069
Kcnab3	ENSMUSG00000018470	ENSMUST00000018614	2538
Mief2	ENSMUSG00000018599	ENSMUST00000018743	2522
Egfr	ENSMUSG00000020122	ENSMUST00000020329	10208
Heatr9	ENSMUSG00000018925	ENSMUST00000019069	1875
Ace	ENSMUSG00000020681	ENSMUST00000001963	4906
Cdk5r1	ENSMUSG00000048895	ENSMUST00000053413	4162
Specc1	ENSMUSG00000042331	ENSMUST00000202179	6676
Specc1	ENSMUSG00000042331	ENSMUST00000202905	3841
Specc1	ENSMUSG00000042331	ENSMUST00000108709	6843
Specc1	ENSMUSG00000042331	ENSMUST00000202389	3363
Specc1	ENSMUSG00000042331	ENSMUST00000201364	4955
Specc1	ENSMUSG00000042331	ENSMUST00000092415	6797
Specc1	ENSMUSG00000042331	ENSMUST00000201015	1789
Atp5h	ENSMUSG00000034566	ENSMUST00000073791	659
Atp5h	ENSMUSG00000034566	ENSMUST00000180072	486
Atp5h	ENSMUSG00000034566	ENSMUST00000106537	682
Atp5h	ENSMUSG00000034566	ENSMUST00000043931	625
Kcnj16	ENSMUSG00000051497	ENSMUST00000178798	3678
Kcnj16	ENSMUSG00000051497	ENSMUST00000106636	3623
Kcnj16	ENSMUSG00000051497	ENSMUST00000106635	3671
Kcnj16	ENSMUSG00000051497	ENSMUST00000180023	3701
Sqstm1	ENSMUSG00000015837	ENSMUST00000102774	2037
Gltpd2	ENSMUSG00000046811	ENSMUST00000057685	1216
Gltpd2	ENSMUSG00000046811	ENSMUST00000179000	794
Ttc19	ENSMUSG00000042298	ENSMUST00000101075	2193
Ttc19	ENSMUSG00000042298	ENSMUST00000050646	3410
Spns3	ENSMUSG00000020798	ENSMUST00000092940	2080
Olfr319	ENSMUSG00000064044	ENSMUST00000076965	921
Olfr319	ENSMUSG00000064044	ENSMUST00000215962	2500
Mrpl58	ENSMUSG00000018858	ENSMUST00000153983	2596
Zfp867	ENSMUSG00000054519	ENSMUST00000057799	3412
Tnrc6c	ENSMUSG00000025571	ENSMUST00000026658	8724
Tnrc6c	ENSMUSG00000025571	ENSMUST00000106344	8847
Endov	ENSMUSG00000039850	ENSMUST00000106244	5070
Notum	ENSMUSG00000042988	ENSMUST00000106178	2012
Notum	ENSMUSG00000042988	ENSMUST00000106177	2212
Igfbp3	ENSMUSG00000020427	ENSMUST00000020702	2421
Igfbp3	ENSMUSG00000020427	ENSMUST00000135887	1709
P2rx1	ENSMUSG00000020787	ENSMUST00000021141	2486
Mpo	ENSMUSG00000009350	ENSMUST00000020779	2750
Mpo	ENSMUSG00000009350	ENSMUST00000121303	2409
Ppm1d	ENSMUSG00000020525	ENSMUST00000020835	2899
Rnf43	ENSMUSG00000034177	ENSMUST00000092800	4037
Rnf43	ENSMUSG00000034177	ENSMUST00000165679	4310
