Target_genes	Patz1|Average	SRX20088451|ES_cells	SRX20088452|ES_cells	SRX20088453|ES_cells	SRX20088454|ES_cells	STRING
Smarcc2	50.250000	80	121	0	0	0
Lpcat1	50.250000	97	104	0	0	0
Kat2a	50.250000	114	87	0	0	0
Hspb9	50.250000	114	87	0	0	0
Cracr2b	50.250000	201	0	0	0	0
Mapre2	50.000000	77	123	0	0	0
Dusp7	50.000000	83	117	0	0	0
Cacna1d	50.000000	96	104	0	0	0
Ubqln4	49.750000	111	88	0	0	0
Polr3e	49.750000	83	116	0	0	0
Lmo2	49.750000	99	100	0	0	0
Lamtor2	49.750000	111	88	0	0	0
Kirrel	49.750000	81	118	0	0	0
Gtf3c6	49.750000	115	84	0	0	0
Tfdp2	49.500000	0	198	0	0	0
Loxl3	49.500000	79	119	0	0	0
Gab1	49.500000	87	111	0	0	0
Esco1	49.500000	75	123	0	0	0
Dok1	49.500000	79	119	0	0	0
Soat1	49.250000	96	101	0	0	0
Ppm1l	49.250000	0	197	0	0	0
Olfr1160	49.250000	0	197	0	0	0
Macf1	49.250000	91	106	0	0	0
Klhl15	49.250000	0	197	0	0	0
H1f0	49.250000	197	0	0	0	0
Grik4	49.250000	91	106	0	0	0
Gm3696	49.250000	197	0	0	0	0
Gcat	49.250000	197	0	0	0	0
Flywch1	49.250000	0	197	0	0	0
Crybg1	49.250000	0	197	0	0	0
Car13	49.250000	89	108	0	0	0
Atp1b3	49.250000	0	197	0	0	0
Apba2	49.250000	113	84	0	0	0
Alx3	49.250000	68	129	0	0	0
Adamts8	49.250000	86	111	0	0	0
Zswim9	49.000000	96	100	0	0	0
Xpo7	49.000000	112	84	0	0	0
Vsig10	49.000000	103	93	0	0	0
Lig1	49.000000	96	100	0	0	0
Kbtbd12	49.000000	0	196	0	0	0
Cand2	49.000000	93	103	0	0	0
Septin11	48.750000	101	94	0	0	0
Phc2	48.750000	82	113	0	0	0
Nynrin	48.750000	114	81	0	0	0
Gm19345	48.750000	195	0	0	0	0
Fam171a2	48.750000	0	195	0	0	0
Ckap5	48.750000	97	98	0	0	0
1190007I07Rik	48.750000	195	0	0	0	0
Nedd4l	48.500000	101	93	0	0	0
Fam13b	48.500000	194	0	0	0	0
Chst11	48.500000	99	95	0	0	0
Cebpb	48.500000	0	194	0	0	0
Cdh6	48.500000	194	0	0	0	0
Bmp2k	48.500000	0	194	0	0	0
Thnsl2	48.250000	90	103	0	0	0
Slc4a11	48.250000	0	193	0	0	0
Six2	48.250000	85	108	0	0	0
Ppm1a	48.250000	0	193	0	0	0
Pcsk2	48.250000	193	0	0	0	0
Myl12b	48.250000	81	112	0	0	0
Mmd	48.250000	0	193	0	0	0
Cfap20	48.250000	0	193	0	0	0
Trib1	48.000000	81	111	0	0	0
Park7	48.000000	0	192	0	0	0
Nkd1	48.000000	101	91	0	0	0
Cdkl2	48.000000	0	192	0	0	0
Cacng4	48.000000	94	98	0	0	0
Avl9	48.000000	89	103	0	0	0
Arntl	48.000000	71	121	0	0	0
Sema6c	47.750000	191	0	0	0	0
Rps6ka3	47.750000	191	0	0	0	0
Ly96	47.750000	95	96	0	0	0
Hic2	47.750000	72	119	0	0	0
H2bc6	47.750000	0	191	0	0	0
H1f4	47.750000	0	191	0	0	0
Dnajc21	47.750000	191	0	0	0	0
Ddx4	47.750000	66	125	0	0	0
Ddx3x	47.750000	191	0	0	0	0
Wipi1	47.500000	74	116	0	0	0
Psap	47.500000	96	94	0	0	0
Pik3cd	47.500000	190	0	0	0	0
Dock3	47.500000	0	190	0	0	0
Zc3hc1	47.250000	0	189	0	0	0
Ss18	47.250000	0	189	0	0	0
Mgat4a	47.250000	93	96	0	0	0
Akap7	47.250000	0	189	0	0	0
Ube2j2	47.000000	0	188	0	0	0
Sec61a1	47.000000	0	188	0	0	0
Rgs7bp	47.000000	97	91	0	0	0
Gnmt	47.000000	188	0	0	0	0
Exoc6b	47.000000	0	188	0	0	0
Elk3	47.000000	188	0	0	0	0
Dzip3	47.000000	0	188	0	0	0
Cip2a	47.000000	0	188	0	0	0
Bcl7b	47.000000	0	188	0	0	0
Zfp3	46.750000	104	83	0	0	0
Rmi2	46.750000	187	0	0	0	0
Paqr3	46.750000	0	187	0	0	0
Palb2	46.750000	0	187	0	0	0
Myc	46.750000	187	0	0	0	0
Map3k3	46.750000	0	187	0	0	0
Hdac1	46.750000	187	0	0	0	0
Fbxo41	46.750000	102	85	0	0	0
Fbxo10	46.750000	0	187	0	0	0
Eya2	46.750000	187	0	0	0	0
Dctn5	46.750000	0	187	0	0	0
Amotl2	46.750000	0	187	0	0	0
8030462N17Rik	46.750000	96	91	0	0	0
Twf1	46.500000	86	100	0	0	0
Tom1	46.500000	0	186	0	0	0
Syde2	46.500000	0	186	0	0	0
Sox8	46.500000	89	97	0	0	0
Rrbp1	46.500000	82	104	0	0	0
Gpr107	46.500000	0	186	0	0	0
Fank1	46.500000	0	186	0	0	0
Dhx32	46.500000	0	186	0	0	0
Arfgap1	46.500000	108	78	0	0	0
Slc7a5	46.250000	185	0	0	0	0
Clock	46.250000	74	111	0	0	0
Cited1	46.250000	92	93	0	0	0
Atp6v0c	46.250000	185	0	0	0	0
Atp10d	46.250000	185	0	0	0	0
Zfp280b	46.000000	184	0	0	0	0
Zfp1	46.000000	82	102	0	0	0
Spg20	46.000000	105	79	0	0	0
Nab1	46.000000	98	86	0	0	0
Mael	46.000000	0	184	0	0	0
Lrig1	46.000000	0	184	0	0	0
Hsd17b14	46.000000	0	184	0	0	0
Galnt16	46.000000	115	69	0	0	0
Dtx1	46.000000	184	0	0	0	0
BC034090	46.000000	81	103	0	0	0
B4galt7	46.000000	0	184	0	0	0
Acot11	46.000000	184	0	0	0	0
Xiap	45.750000	183	0	0	0	0
Tmem132e	45.750000	93	90	0	0	0
Sptbn1	45.750000	96	87	0	0	0
Slc6a9	45.750000	183	0	0	0	0
Slc12a6	45.750000	183	0	0	0	0
Scamp1	45.750000	183	0	0	0	0
Rims2	45.750000	183	0	0	0	0
Pfn4	45.750000	0	183	0	0	0
Olfm1	45.750000	0	183	0	0	0
Nop10	45.750000	183	0	0	0	0
H3c6	45.750000	0	183	0	0	0
Gm4861	45.750000	105	78	0	0	0
Fras1	45.750000	0	183	0	0	0
Ccni	45.750000	94	89	0	0	0
2010109A12Rik	45.750000	94	89	0	0	0
Tmem106b	45.500000	0	182	0	0	0
Slitrk5	45.500000	111	71	0	0	0
Slc66a2	45.500000	182	0	0	0	0
Nr6a1	45.500000	80	102	0	0	0
Map3k15	45.500000	0	182	0	0	0
Man2c1	45.500000	112	70	0	0	0
Hoxc11	45.500000	109	73	0	0	0
Gpr84	45.500000	86	96	0	0	0
Gli3	45.500000	182	0	0	0	0
Cuedc1	45.500000	0	182	0	0	0
Ubxn7	45.250000	111	70	0	0	0
Sdhaf3	45.250000	0	181	0	0	0
Ints10	45.250000	0	181	0	0	0
Tmed10	45.000000	95	85	0	0	0
Tab2	45.000000	180	0	0	0	0
Slc25a23	45.000000	180	0	0	0	0
Rasa2	45.000000	180	0	0	0	0
Pxn	45.000000	0	180	0	0	0
Negr1	45.000000	100	80	0	0	0
Crb3	45.000000	180	0	0	0	0
Cdh3	45.000000	94	86	0	0	0
Trdmt1	44.750000	179	0	0	0	0
Szrd1	44.750000	109	70	0	0	0
Spata6	44.750000	0	179	0	0	0
Rpe	44.750000	179	0	0	0	0
Pan2	44.750000	0	179	0	0	0
Fam3c	44.750000	0	179	0	0	0
Dmap1	44.500000	0	178	0	0	0
Ccdc6	44.500000	0	178	0	0	0
Ahdc1	44.500000	0	178	0	0	0
Smap1	44.250000	0	177	0	0	0
Prlhr	44.250000	0	177	0	0	0
Inpp5e	44.250000	0	177	0	0	0
Hmces	44.250000	81	96	0	0	0
Epp13	44.250000	177	0	0	0	0
Chmp4c	44.250000	0	177	0	0	0
Abcb7	44.250000	120	57	0	0	0
Zic4	44.000000	176	0	0	0	0
Zic1	44.000000	176	0	0	0	0
Stat3	44.000000	68	108	0	0	0
Ndst1	44.000000	80	96	0	0	0
Loxl1	44.000000	0	176	0	0	0
Epha2	44.000000	0	176	0	0	0
Ublcp1	43.750000	0	175	0	0	0
Six6	43.750000	175	0	0	0	0
Plekhb1	43.750000	175	0	0	0	0
Marchf7	43.750000	0	175	0	0	0
Hoxb9	43.750000	175	0	0	0	0
Grb7	43.750000	175	0	0	0	0
Fitm2	43.750000	0	175	0	0	0
Dmwd	43.750000	0	175	0	0	0
Csmd2	43.750000	175	0	0	0	0
Comtd1	43.750000	0	175	0	0	0
A430057M04Rik	43.750000	0	175	0	0	0
Spg7	43.500000	0	174	0	0	0
Sdk2	43.500000	83	91	0	0	0
Lcorl	43.500000	174	0	0	0	0
Trp53rkb	43.250000	0	173	0	0	0
Trim6	43.250000	173	0	0	0	0
Slf2	43.250000	0	173	0	0	0
Nr2f2	43.250000	173	0	0	0	0
Gnaz	43.250000	78	95	0	0	0
Cdadc1	43.250000	0	173	0	0	0
Ccdc190	43.250000	173	0	0	0	0
Aldoa	43.250000	0	173	0	0	0
Tcea3	43.000000	172	0	0	0	0
St6galnac6	43.000000	0	172	0	0	0
Ptpdc1	43.000000	172	0	0	0	0
Kcnt2	43.000000	172	0	0	0	0
Fbxo32	43.000000	94	78	0	0	0
Birc6	43.000000	0	172	0	0	0
Zfp105	42.750000	0	171	0	0	0
Tmem115	42.750000	0	171	0	0	0
Synrg	42.750000	0	171	0	0	0
Strn	42.750000	0	171	0	0	0
Slc2a1	42.750000	0	171	0	0	0
Rhoc	42.750000	171	0	0	0	0
Ppp2r1a	42.750000	0	171	0	0	0
Palm3	42.750000	0	171	0	0	0
Mrps7	42.750000	0	171	0	0	0
Mis18bp1	42.750000	0	171	0	0	0
Gga3	42.750000	0	171	0	0	0
Dgcr8	42.750000	0	171	0	0	0
Ypel2	42.500000	0	170	0	0	0
Unc5d	42.500000	0	170	0	0	0
Ropn1l	42.500000	0	170	0	0	0
Psmd11	42.500000	0	170	0	0	0
Ccm2	42.500000	0	170	0	0	0
B3gnt2	42.500000	94	76	0	0	0
Zic5	42.250000	0	169	0	0	0
Zfp11	42.250000	0	169	0	0	0
Mov10l1	42.250000	0	169	0	0	0
Mlc1	42.250000	0	169	0	0	0
Ints7	42.250000	0	169	0	0	0
Igfbp2	42.250000	169	0	0	0	0
Foxk1	42.250000	0	169	0	0	0
Dtl	42.250000	0	169	0	0	0
Dennd2a	42.250000	0	169	0	0	0
Bcar1	42.250000	0	169	0	0	0
Axdnd1	42.250000	169	0	0	0	0
Ankrd17	42.250000	0	169	0	0	0
Zfp52	42.000000	0	168	0	0	0
Tada1	42.000000	0	168	0	0	0
Rc3h2	42.000000	0	168	0	0	0
Nrg1	42.000000	89	79	0	0	0
Bhlhe22	42.000000	0	168	0	0	0
Acsf3	42.000000	86	82	0	0	0
Tnfaip6	41.750000	167	0	0	0	0
Sft2d1	41.750000	0	167	0	0	0
Rnf212b	41.750000	0	167	0	0	0
Prpsap1	41.750000	0	167	0	0	0
Prickle2	41.750000	167	0	0	0	0
Nxnl2	41.750000	0	167	0	0	0
Mapk4	41.750000	0	167	0	0	0
Lbx1	41.750000	0	167	0	0	0
Kdm5a	41.750000	0	167	0	0	0
Kdelr3	41.750000	0	167	0	0	0
Ifna13	41.750000	0	167	0	0	0
Fam169b	41.750000	80	87	0	0	0
Acp6	41.750000	0	167	0	0	0
Ttc39c	41.500000	0	166	0	0	0
Thap7	41.500000	0	166	0	0	0
Sypl2	41.500000	0	166	0	0	0
Ccdc91	41.500000	0	166	0	0	0
Setmar	41.250000	165	0	0	0	0
Rimklb	41.250000	0	165	0	0	0
Ptp4a3	41.250000	0	165	0	0	0
Polr2e	41.250000	0	165	0	0	0
Paip1	41.250000	0	165	0	0	0
Lemd2	41.250000	0	165	0	0	0
Kcnh2	41.250000	0	165	0	0	0
Frg2f1	41.250000	0	165	0	0	0
Foxj3	41.250000	0	165	0	0	0
Atg2a	41.250000	0	165	0	0	0
Sema4g	41.000000	164	0	0	0	0
Podxl	41.000000	0	164	0	0	0
Nck2	41.000000	164	0	0	0	0
Mtg1	41.000000	0	164	0	0	0
Mlf1	41.000000	164	0	0	0	0
Map4	41.000000	0	164	0	0	0
Zfp62	40.750000	68	95	0	0	0
Trim59	40.750000	0	163	0	0	0
Snn	40.750000	163	0	0	0	0
Pacs1	40.750000	0	163	0	0	0
Ndrg1	40.750000	0	163	0	0	0
Lama1	40.750000	0	163	0	0	0
Git2	40.750000	0	163	0	0	0
Ankrd13a	40.750000	0	163	0	0	0
Hectd1	40.500000	81	81	0	0	0
Gm10406	40.500000	162	0	0	0	0
Fgd4	40.500000	0	162	0	0	0
Ciao2b	40.500000	0	162	0	0	0
Btbd9	40.500000	0	162	0	0	0
Asah1	40.500000	0	162	0	0	0
1700037H04Rik	40.500000	0	162	0	0	0
Usp1	40.250000	0	161	0	0	0
Svbp	40.250000	0	161	0	0	0
Slc52a3	40.250000	0	161	0	0	0
Rsf1	40.250000	161	0	0	0	0
Ppp3r1	40.250000	0	161	0	0	0
Plcxd1	40.250000	0	161	0	0	0
Npb	40.250000	161	0	0	0	0
Nin	40.250000	0	161	0	0	0
Itgb5	40.250000	92	69	0	0	0
Gfy	40.250000	0	161	0	0	0
Aamdc	40.250000	161	0	0	0	0
Vrtn	40.000000	0	160	0	0	0
Pbx2	40.000000	160	0	0	0	0
Pak1	40.000000	0	160	0	0	0
Nenf	40.000000	0	160	0	0	0
Ly6e	40.000000	0	160	0	0	0
Lpin2	40.000000	0	160	0	0	0
Gpsm3	40.000000	160	0	0	0	0
Dlk1	40.000000	0	160	0	0	0
Dexi	40.000000	0	160	0	0	0
Clec16a	40.000000	0	160	0	0	0
Calm3	40.000000	0	160	0	0	0
Atp5l	40.000000	0	160	0	0	0
Ube2j1	39.750000	0	159	0	0	0
Slc16a14	39.750000	159	0	0	0	0
Prrc2b	39.750000	159	0	0	0	0
Ncoa7	39.750000	0	159	0	0	0
Lor	39.750000	0	159	0	0	0
Chmp6	39.750000	159	0	0	0	0
Cdkn2b	39.750000	0	159	0	0	0
Ak5	39.750000	0	159	0	0	0
Zfp964	39.500000	0	158	0	0	0
Zfp583	39.500000	158	0	0	0	0
Stip1	39.500000	158	0	0	0	0
Sncg	39.500000	0	158	0	0	0
Sf3a3	39.500000	0	158	0	0	0
Nuak1	39.500000	158	0	0	0	0
Nfix	39.500000	92	66	0	0	0
Mrgbp	39.500000	0	158	0	0	0
Mmrn2	39.500000	0	158	0	0	0
Ccdc90b	39.500000	158	0	0	0	0
Atp2b1	39.500000	0	158	0	0	0
Ankrd34b	39.500000	0	158	0	0	0
9130409I23Rik	39.500000	0	158	0	0	0
Usp53	39.250000	0	157	0	0	0
Trappc9	39.250000	0	157	0	0	0
Tfg	39.250000	0	157	0	0	0
Stk24	39.250000	0	157	0	0	0
Pkd1l3	39.250000	157	0	0	0	0
Kif21b	39.250000	0	157	0	0	0
Hoxc8	39.250000	157	0	0	0	0
Dapp1	39.250000	0	157	0	0	0
Cyren	39.250000	0	157	0	0	0
Cbln1	39.250000	0	157	0	0	0
Arhgap28	39.250000	0	157	0	0	0
Zbtb8os	39.000000	0	156	0	0	0
Uhmk1	39.000000	0	156	0	0	0
Schip1	39.000000	156	0	0	0	0
Rbbp4	39.000000	0	156	0	0	0
Psmg1	39.000000	0	156	0	0	0
Pnpla3	39.000000	156	0	0	0	0
Olfr806	39.000000	0	0	0	156	0
Greb1	39.000000	156	0	0	0	0
Agpat3	39.000000	0	156	0	0	0
Agap3	39.000000	0	156	0	0	0
Fads3	38.750000	155	0	0	0	156
Tmem242	38.750000	155	0	0	0	0
Pwwp2b	38.750000	0	155	0	0	0
Pgap6	38.750000	0	155	0	0	0
Marchf4	38.750000	155	0	0	0	0
Fam234a	38.750000	0	155	0	0	0
Bend7	38.750000	155	0	0	0	0
Ubtd1	38.500000	0	154	0	0	0
Thsd7a	38.500000	154	0	0	0	0
Stx16	38.500000	0	154	0	0	0
Ppa2	38.500000	0	154	0	0	0
Msl3	38.500000	74	80	0	0	0
Mms19	38.500000	0	154	0	0	0
Mgat5b	38.500000	0	154	0	0	0
Cdc14a	38.500000	0	154	0	0	0
Btbd1	38.500000	0	154	0	0	0
Auts2	38.500000	0	154	0	0	0
Tbcd	38.250000	0	153	0	0	0
Srgap1	38.250000	153	0	0	0	0
Septin9	38.250000	0	153	0	0	0
Rnf24	38.250000	0	153	0	0	0
Pdgfra	38.250000	153	0	0	0	0
Irak2	38.250000	0	153	0	0	0
Elavl1	38.250000	153	0	0	0	0
Zbtb11	38.000000	0	152	0	0	0
Tsen54	38.000000	152	0	0	0	0
Tlcd1	38.000000	152	0	0	0	0
Ssbp2	38.000000	0	152	0	0	0
Rusc2	38.000000	0	152	0	0	0
Rufy3	38.000000	0	152	0	0	0
Rpl23a	38.000000	152	0	0	0	0
Ptk2	38.000000	0	152	0	0	0
Nradd	38.000000	0	152	0	0	0
Nek8	38.000000	152	0	0	0	0
Map3k9	38.000000	0	152	0	0	0
Jag1	38.000000	0	152	0	0	0
Cyb5b	38.000000	0	152	0	0	0
Caskin2	38.000000	152	0	0	0	0
Atp9a	38.000000	0	152	0	0	0
Arfip1	38.000000	0	152	0	0	0
Syndig1	37.750000	0	151	0	0	0
Shq1	37.750000	0	151	0	0	0
Rgl2	37.750000	151	0	0	0	0
Peli2	37.750000	151	0	0	0	0
Nfatc3	37.750000	0	151	0	0	0
Mllt11	37.750000	151	0	0	0	0
Map1lc3a	37.750000	0	151	0	0	0
Fmnl2	37.750000	0	151	0	0	0
Fgf4	37.750000	151	0	0	0	0
Chd4	37.750000	151	0	0	0	0
Cdc42se1	37.750000	151	0	0	0	0
Tamm41	37.500000	0	150	0	0	0
Spic	37.500000	150	0	0	0	0
Snx27	37.500000	0	150	0	0	0
Slc25a5	37.500000	0	150	0	0	0
Ska3	37.500000	0	150	0	0	0
Runx2	37.500000	0	150	0	0	0
Pgm2l1	37.500000	0	150	0	0	0
Otud7b	37.500000	0	150	0	0	0
Nsmce4a	37.500000	0	150	0	0	0
Mtres1	37.500000	0	150	0	0	0
Mrpl57	37.500000	0	150	0	0	0
Malsu1	37.500000	0	150	0	0	0
Lekr1	37.500000	0	150	0	0	0
Ikzf2	37.500000	0	150	0	0	0
Ikzf1	37.500000	0	150	0	0	0
Hoxb6	37.500000	150	0	0	0	0
Gfpt2	37.500000	150	0	0	0	0
Elavl2	37.500000	150	0	0	0	0
Dysf	37.500000	150	0	0	0	0
Cenpu	37.500000	0	150	0	0	0
Brf1	37.500000	0	150	0	0	0
Zfp979	37.250000	149	0	0	0	0
Ptch1	37.250000	149	0	0	0	0
Polg	37.250000	0	149	0	0	0
Pkn1	37.250000	0	149	0	0	0
Nkx2-4	37.250000	0	149	0	0	0
Mpp2	37.250000	149	0	0	0	0
Lzts2	37.250000	0	149	0	0	0
Ltb	37.250000	0	149	0	0	0
Lsm14b	37.250000	70	79	0	0	0
Epas1	37.250000	149	0	0	0	0
Atg10	37.250000	0	149	0	0	0
Zc3h12c	37.000000	0	148	0	0	0
Spo11	37.000000	148	0	0	0	0
Snw1	37.000000	148	0	0	0	0
Pxk	37.000000	0	148	0	0	0
Ptma	37.000000	0	148	0	0	0
Phf6	37.000000	0	148	0	0	0
Mtch1	37.000000	0	148	0	0	0
Loxl4	37.000000	0	148	0	0	0
Lman2l	37.000000	0	148	0	0	0
Homez	37.000000	148	0	0	0	0
Heatr5a	37.000000	0	148	0	0	0
H2bc12	37.000000	148	0	0	0	0
H2ac12	37.000000	148	0	0	0	0
Glis3	37.000000	148	0	0	0	0
Fcho2	37.000000	0	148	0	0	0
Fbxo44	37.000000	148	0	0	0	0
Fbxo2	37.000000	148	0	0	0	0
Eva1a	37.000000	0	148	0	0	0
Crot	37.000000	0	148	0	0	0
Ccdc194	37.000000	0	148	0	0	0
Arhgap44	37.000000	0	148	0	0	0
1700113H08Rik	37.000000	0	148	0	0	0
Zfp36l2	36.750000	0	147	0	0	0
Trim13	36.750000	0	147	0	0	0
Tmem250-ps	36.750000	0	147	0	0	0
Setd4	36.750000	147	0	0	0	0
Rnf39	36.750000	0	147	0	0	0
Nfil3	36.750000	0	147	0	0	0
Ncor2	36.750000	147	0	0	0	0
Limd2	36.750000	0	147	0	0	0
Hspa4l	36.750000	0	147	0	0	0
Gsk3b	36.750000	147	0	0	0	0
Cbr1	36.750000	147	0	0	0	0
Camta1	36.750000	147	0	0	0	0
Bms1	36.750000	0	147	0	0	0
Bahd1	36.750000	0	147	0	0	0
Ap5z1	36.750000	0	147	0	0	0
Zfyve16	36.500000	0	146	0	0	0
Xk	36.500000	146	0	0	0	0
Tnfaip3	36.500000	146	0	0	0	0
Stac2	36.500000	0	146	0	0	0
Slc26a6	36.500000	0	146	0	0	0
Siah1a	36.500000	146	0	0	0	0
Rsl24d1	36.500000	146	0	0	0	0
Ppp1r13b	36.500000	0	146	0	0	0
Ppara	36.500000	0	146	0	0	0
Plp2	36.500000	146	0	0	0	0
Mtf1	36.500000	0	146	0	0	0
Ift81	36.500000	0	146	0	0	0
Ido2	36.500000	146	0	0	0	0
Glul	36.500000	0	146	0	0	0
Dbnl	36.500000	0	146	0	0	0
Cryba4	36.500000	146	0	0	0	0
Coq2	36.500000	0	146	0	0	0
Adgrg2	36.500000	146	0	0	0	0
Upk1a	36.250000	0	145	0	0	0
Tubb3	36.250000	145	0	0	0	0
Spire2	36.250000	0	145	0	0	0
Spib	36.250000	145	0	0	0	0
Slc25a42	36.250000	0	145	0	0	0
Prkaa2	36.250000	0	145	0	0	0
Nup93	36.250000	0	145	0	0	0
Nfatc2	36.250000	0	145	0	0	0
Nemp1	36.250000	0	145	0	0	0
Nabp2	36.250000	145	0	0	0	0
Mrpl39	36.250000	0	145	0	0	0
Lsm1	36.250000	0	145	0	0	0
Id1	36.250000	0	145	0	0	0
Gfod1	36.250000	0	145	0	0	0
Egr3	36.250000	145	0	0	0	0
Bag4	36.250000	0	145	0	0	0
Wipf3	36.000000	0	144	0	0	0
Usp35	36.000000	0	144	0	0	0
Srek1ip1	36.000000	0	144	0	0	0
Skap2	36.000000	0	144	0	0	0
Scaf8	36.000000	0	144	0	0	0
Reep4	36.000000	144	0	0	0	0
Pde3a	36.000000	0	144	0	0	0
Ndc1	36.000000	0	144	0	0	0
Myo1b	36.000000	0	144	0	0	0
Lyrm2	36.000000	0	144	0	0	0
Lrrc1	36.000000	0	144	0	0	0
Kctd21	36.000000	0	144	0	0	0
Kank3	36.000000	0	144	0	0	0
Fbxo30	36.000000	144	0	0	0	0
Ddx50	36.000000	0	144	0	0	0
Cwc27	36.000000	0	144	0	0	0
Cd2ap	36.000000	0	144	0	0	0
Zcwpw2	35.750000	0	143	0	0	0
Zc3h18	35.750000	0	143	0	0	0
Ulk3	35.750000	0	143	0	0	0
Tob1	35.750000	0	143	0	0	0
Tbc1d10b	35.750000	0	143	0	0	0
Stx11	35.750000	0	143	0	0	0
Ppil1	35.750000	0	143	0	0	0
Nol7	35.750000	0	143	0	0	0
Naprt	35.750000	143	0	0	0	0
Myo10	35.750000	143	0	0	0	0
Mylpf	35.750000	0	143	0	0	0
Mroh6	35.750000	143	0	0	0	0
Lzts3	35.750000	143	0	0	0	0
Limk2	35.750000	0	143	0	0	0
Ier3ip1	35.750000	143	0	0	0	0
Hps5	35.750000	0	143	0	0	0
Hnrnph1	35.750000	0	143	0	0	0
Hecw2	35.750000	0	143	0	0	0
Gtf2h1	35.750000	0	143	0	0	0
Cmtm7	35.750000	143	0	0	0	0
Bhlhe41	35.750000	143	0	0	0	0
BC004004	35.750000	0	143	0	0	0
Azi2	35.750000	0	143	0	0	0
Zfp605	35.500000	0	142	0	0	0
Tprkb	35.500000	0	142	0	0	0
St8sia1	35.500000	0	142	0	0	0
Rpl22	35.500000	0	142	0	0	0
Nat8f1	35.500000	0	142	0	0	0
Lipo3	35.500000	142	0	0	0	0
Lhfpl2	35.500000	0	142	0	0	0
Lhfp	35.500000	0	142	0	0	0
Herc3	35.500000	0	142	0	0	0
Gtpbp6	35.500000	0	142	0	0	0
Zfp777	35.250000	0	141	0	0	0
Stk31	35.250000	0	141	0	0	0
Sowahb	35.250000	141	0	0	0	0
Rpl10a	35.250000	141	0	0	0	0
Nme4	35.250000	0	141	0	0	0
Mbd2	35.250000	0	141	0	0	0
Hoxa13	35.250000	0	141	0	0	0
Grhl1	35.250000	0	141	0	0	0
Gfra2	35.250000	141	0	0	0	0
Dusp22	35.250000	0	141	0	0	0
Cyb5r4	35.250000	0	141	0	0	0
Bcl11a	35.250000	141	0	0	0	0
Bag6	35.250000	0	141	0	0	0
Apom	35.250000	0	141	0	0	0
Zbtb41	35.000000	140	0	0	0	0
Wnt5a	35.000000	140	0	0	0	0
Trim44	35.000000	0	140	0	0	0
Rnf138	35.000000	0	140	0	0	0
Psmd3	35.000000	140	0	0	0	0
Klhdc1	35.000000	0	140	0	0	0
Gid8	35.000000	140	0	0	0	0
Foxn2	35.000000	140	0	0	0	0
Epb41l2	35.000000	0	140	0	0	0
Elmo1	35.000000	0	140	0	0	0
Dido1	35.000000	140	0	0	0	0
D16Ertd472e	35.000000	0	140	0	0	0
Chst3	35.000000	0	140	0	0	0
Ube2a	34.750000	0	139	0	0	0
Tmem177	34.750000	0	139	0	0	0
Tmcc2	34.750000	139	0	0	0	0
Terf2	34.750000	139	0	0	0	0
Rhbdd2	34.750000	0	139	0	0	0
Qsox2	34.750000	0	139	0	0	0
Prr14l	34.750000	0	139	0	0	0
Msx1	34.750000	139	0	0	0	0
Itpkc	34.750000	0	139	0	0	0
Il6ra	34.750000	139	0	0	0	0
Hmga2	34.750000	139	0	0	0	0
H3c15	34.750000	0	139	0	0	0
H3c14	34.750000	0	139	0	0	0
H2ac19	34.750000	0	139	0	0	0
H2ac18	34.750000	0	139	0	0	0
Frmpd1	34.750000	0	139	0	0	0
Foxred2	34.750000	0	139	0	0	0
Fndc11	34.750000	0	139	0	0	0
Fjx1	34.750000	0	139	0	0	0
Ezr	34.750000	0	139	0	0	0
Erlin2	34.750000	0	139	0	0	0
Dvl1	34.750000	0	139	0	0	0
Dapk3	34.750000	0	139	0	0	0
Cpne4	34.750000	0	139	0	0	0
Coq8b	34.750000	0	139	0	0	0
Ccz1	34.750000	0	139	0	0	0
Camk2n1	34.750000	139	0	0	0	0
Asb8	34.750000	0	139	0	0	0
Anxa11	34.750000	139	0	0	0	0
1110008P14Rik	34.750000	0	139	0	0	0
Zfx	34.500000	138	0	0	0	0
Zfp786	34.500000	0	138	0	0	0
Zfp280c	34.500000	138	0	0	0	0
Xylb	34.500000	0	138	0	0	0
Vps18	34.500000	0	138	0	0	0
Vcpkmt	34.500000	138	0	0	0	0
Tmem101	34.500000	0	138	0	0	0
Rttn	34.500000	138	0	0	0	0
Rtn4rl2	34.500000	138	0	0	0	0
Nfkb1	34.500000	138	0	0	0	0
Myo1d	34.500000	0	138	0	0	0
Matr3	34.500000	138	0	0	0	0
Ly6k	34.500000	138	0	0	0	0
Kcnd1	34.500000	138	0	0	0	0
Fam102a	34.500000	138	0	0	0	0
Eif2ak2	34.500000	0	138	0	0	0
Dcaf11	34.500000	0	138	0	0	0
Col4a6	34.500000	138	0	0	0	0
Col4a5	34.500000	138	0	0	0	0
Cmklr1	34.500000	0	138	0	0	0
Clmn	34.500000	138	0	0	0	0
Chadl	34.500000	138	0	0	0	0
Aqp12	34.500000	138	0	0	0	0
Ube2d2a	34.250000	0	137	0	0	0
Sgms2	34.250000	0	137	0	0	0
Serinc2	34.250000	137	0	0	0	0
Rbpj	34.250000	0	137	0	0	0
Rbm25	34.250000	0	137	0	0	0
Map7	34.250000	0	137	0	0	0
Luc7l2	34.250000	0	137	0	0	0
