Target_genes	Nr4a1|Average	SRX6927319|CD4+_T_cells	SRX868176|ES_cells	SRX868179|ES_cells	SRX3075749|Macrophages	SRX3075750|Macrophages	SRX3075751|Macrophages	SRX1077593|Treg	STRING
Pappa2	54.857143	0	148	236	0	0	0	0	0
Mrps6	54.857143	0	112	146	0	126	0	0	0
Enpp5	54.857143	0	151	233	0	0	0	0	0
Bub1	54.857143	0	0	0	0	384	0	0	0
Ap1g1	54.857143	0	74	82	0	143	85	0	0
1700022I11Rik	54.857143	0	0	222	0	162	0	0	0
Vwa3b	54.714286	0	126	257	0	0	0	0	0
Txndc2	54.714286	0	0	0	0	383	0	0	0
Trp53i13	54.714286	0	0	245	0	138	0	0	0
Tmem91	54.714286	0	120	263	0	0	0	0	0
Ikzf4	54.714286	0	145	238	0	0	0	0	0
Gpi1	54.714286	0	71	81	0	231	0	0	0
Gde1	54.714286	0	0	233	0	150	0	0	0
Dock10	54.714286	0	74	0	0	247	62	0	0
Themis3	54.571429	0	129	253	0	0	0	0	0
Smoc2	54.571429	0	129	253	0	0	0	0	0
Sfxn4	54.571429	0	129	253	0	0	0	0	0
Scnn1g	54.571429	0	129	253	0	0	0	0	0
Rnf138rt1	54.571429	0	129	253	0	0	0	0	0
Otp	54.571429	0	169	213	0	0	0	0	0
Olfr160	54.571429	0	129	253	0	0	0	0	0
Lax1	54.571429	0	129	253	0	0	0	0	0
Kif18b	54.571429	0	0	0	0	254	128	0	0
Ilf2	54.571429	0	0	0	0	270	112	0	0
Gm14092	54.571429	0	129	253	0	0	0	0	0
Gm12789	54.571429	0	129	253	0	0	0	0	0
Fanci	54.571429	0	156	226	0	0	0	0	0
Doxl2	54.571429	0	185	197	0	0	0	0	0
Cstdc1	54.571429	0	129	253	0	0	0	0	0
Zfp407	54.428571	0	0	211	0	170	0	0	0
Traf3ip1	54.428571	0	0	227	0	154	0	0	0
Ticam1	54.428571	0	0	0	0	381	0	0	0
Scml4	54.428571	0	202	179	0	0	0	0	0
Rab29	54.428571	0	0	0	0	293	88	0	0
Pik3c2a	54.428571	0	0	0	0	381	0	0	0
Lpar6	54.428571	0	0	236	0	145	0	0	0
Hmox1	54.428571	0	217	0	0	164	0	0	0
Hars2	54.428571	0	210	171	0	0	0	0	0
Hars	54.428571	0	210	171	0	0	0	0	0
Gdpd5	54.428571	0	0	232	0	149	0	0	0
Fanca	54.428571	0	0	0	0	381	0	0	0
Fam89b	54.428571	0	0	0	0	381	0	0	0
Elp6	54.428571	0	145	118	0	118	0	0	0
Cap2	54.428571	0	129	252	0	0	0	0	0
Ascl2	54.428571	0	125	256	0	0	0	0	0
Zfp687	54.285714	0	0	0	0	268	112	0	0
Tmem205	54.285714	0	143	90	0	147	0	0	0
Slc39a12	54.285714	0	222	158	0	0	0	0	0
Rps6ka5	54.285714	0	0	270	0	110	0	0	0
Klri2	54.285714	0	115	156	0	109	0	0	0
Ephb1	54.285714	0	152	228	0	0	0	0	0
Cd19	54.285714	0	163	217	0	0	0	0	0
Ccdc159	54.285714	0	143	90	0	147	0	0	0
Tmem95	54.142857	0	0	0	0	288	91	0	0
Slc22a16	54.142857	0	126	253	0	0	0	0	0
Siah3	54.142857	0	154	225	0	0	0	0	0
Palld	54.142857	0	143	236	0	0	0	0	0
Olfr222	54.142857	0	149	230	0	0	0	0	0
Olfr1054	54.142857	0	143	236	0	0	0	0	0
Obp1b	54.142857	0	143	236	0	0	0	0	0
Mrpl51	54.142857	0	224	155	0	0	0	0	0
Macc1	54.142857	0	268	111	0	0	0	0	0
Klk12	54.142857	0	143	236	0	0	0	0	0
Kctd11	54.142857	0	0	0	0	288	91	0	0
Kcp	54.142857	0	159	220	0	0	0	0	0
Cnn1	54.142857	0	0	185	0	194	0	0	0
Chrna6	54.142857	0	143	236	0	0	0	0	0
Ccn1	54.142857	0	208	171	0	0	0	0	0
Ankrd28	54.142857	0	143	236	0	0	0	0	0
Akip1	54.142857	0	129	156	0	94	0	0	0
Abhd3	54.142857	0	143	236	0	0	0	0	0
4930571K23Rik	54.142857	0	143	236	0	0	0	0	0
1700016C15Rik	54.142857	0	143	236	0	0	0	0	0
Vmn2r116	54.000000	0	158	220	0	0	0	0	0
Utp6	54.000000	0	0	0	0	378	0	0	0
Uba5	54.000000	0	113	140	0	125	0	0	0
Sdccag8	54.000000	0	0	0	0	378	0	0	0
Oosp2	54.000000	0	158	220	0	0	0	0	0
Olfr6	54.000000	0	158	220	0	0	0	0	0
Olfr478	54.000000	0	165	213	0	0	0	0	0
Kcnv1	54.000000	0	158	220	0	0	0	0	0
Iqub	54.000000	0	0	0	0	378	0	0	0
Gm51425	54.000000	0	158	220	0	0	0	0	0
Clcnkb	54.000000	0	0	0	0	378	0	0	0
Calhm6	54.000000	0	0	69	0	309	0	0	0
Cacng8	54.000000	0	0	0	0	378	0	0	0
Btf3	54.000000	0	158	220	0	0	0	0	0
Acad11	54.000000	0	113	140	0	125	0	0	0
Zswim7	53.857143	0	0	0	0	377	0	0	0
Ttc19	53.857143	0	0	0	0	377	0	0	0
Sprr2a2	53.857143	0	185	192	0	0	0	0	0
Sprr2a1	53.857143	0	185	192	0	0	0	0	0
Smim8	53.857143	0	0	153	0	224	0	0	0
Kit	53.857143	0	131	246	0	0	0	0	0
Inmt	53.857143	0	139	238	0	0	0	0	0
H2al1k	53.857143	0	149	228	0	0	0	0	0
Fxyd3	53.857143	0	176	201	0	0	0	0	0
Triqk	53.714286	0	220	156	0	0	0	0	0
Tomm20	53.714286	0	85	123	0	168	0	0	0
Ssc5d	53.714286	0	0	181	0	195	0	0	0
Rnf183	53.714286	0	0	140	0	236	0	0	0
Puf60	53.714286	0	149	0	61	166	0	0	0
Psg26	53.714286	0	173	203	0	0	0	0	0
Olfr963	53.714286	0	173	203	0	0	0	0	0
Olfr803	53.714286	0	0	376	0	0	0	0	0
Nipsnap3b	53.714286	0	236	140	0	0	0	0	0
Nat14	53.714286	0	0	181	0	195	0	0	0
Nab2	53.714286	0	183	0	0	193	0	0	0
Mtm1	53.714286	0	0	270	0	106	0	0	0
Lpo	53.714286	0	173	203	0	0	0	0	0
Lmod3	53.714286	0	220	156	0	0	0	0	0
Leprotl1	53.714286	0	173	203	0	0	0	0	0
Il18	53.714286	0	0	125	0	251	0	0	0
Gm5108	53.714286	0	220	156	0	0	0	0	0
Frmd3	53.714286	0	173	203	0	0	0	0	0
Fam160b1	53.714286	0	173	203	0	0	0	0	0
Fam114a1	53.714286	0	164	212	0	0	0	0	0
Chia1	53.714286	0	220	156	0	0	0	0	0
Cdc20	53.714286	0	0	0	0	376	0	0	0
Ccdc91	53.714286	0	173	203	0	0	0	0	0
Btg3	53.714286	0	173	203	0	0	0	0	0
Bco2	53.714286	0	0	125	0	251	0	0	0
Vta1	53.571429	0	0	0	0	240	0	135	0
Vmn1r204	53.571429	0	188	187	0	0	0	0	0
Rbm4b	53.571429	0	0	0	0	375	0	0	0
Rarb	53.571429	0	188	187	0	0	0	0	0
Plcxd2	53.571429	0	204	171	0	0	0	0	0
Magea6	53.571429	0	204	171	0	0	0	0	0
Kcng1	53.571429	0	145	230	0	0	0	0	0
Kbtbd11	53.571429	0	166	209	0	0	0	0	0
Kalrn	53.571429	0	188	187	0	0	0	0	0
Irgm1	53.571429	0	0	253	0	122	0	0	0
Imp4	53.571429	0	0	0	0	282	93	0	0
Gm33887	53.571429	0	135	98	0	142	0	0	0
Eif2ak1	53.571429	0	188	187	0	0	0	0	0
Creld2	53.571429	0	0	0	0	375	0	0	0
Cpne8	53.571429	0	163	212	0	0	0	0	0
Cenpu	53.571429	0	0	0	122	253	0	0	0
Ccdc162	53.571429	0	188	187	0	0	0	0	0
Ccdc115	53.571429	0	0	0	0	282	93	0	0
Alg12	53.571429	0	0	0	0	375	0	0	0
Wdr77	53.428571	0	0	0	0	287	87	0	0
Rec8	53.428571	0	171	203	0	0	0	0	0
Pi4k2a	53.428571	0	0	0	0	374	0	0	0
Pcdhb18	53.428571	0	210	164	0	0	0	0	0
Pcdhb17	53.428571	0	210	164	0	0	0	0	0
Morn4	53.428571	0	0	0	0	374	0	0	0
Ldc1	53.428571	0	196	178	0	0	0	0	0
Galnt9	53.428571	0	0	0	0	374	0	0	0
Eloa	53.428571	0	0	241	0	133	0	0	0
Dnajc28	53.428571	0	122	252	0	0	0	0	0
Cep295	53.428571	0	129	140	0	105	0	0	0
Car15	53.428571	0	0	374	0	0	0	0	0
Atp5pb	53.428571	0	0	0	0	287	87	0	0
Slc12a8	53.285714	0	137	236	0	0	0	0	0
Sgsm3	53.285714	0	166	207	0	0	0	0	0
Nudt1	53.285714	0	133	135	0	105	0	0	0
Nek4	53.285714	0	0	155	0	218	0	0	0
Lrrc8c	53.285714	0	135	238	0	0	0	0	0
Khsrp	53.285714	0	0	238	0	135	0	0	0
Gid8	53.285714	0	0	0	0	373	0	0	0
Dido1	53.285714	0	0	0	0	373	0	0	0
Dhx35	53.285714	0	0	169	0	204	0	0	0
Capn8	53.285714	0	195	178	0	0	0	0	0
Abat	53.285714	0	160	213	0	0	0	0	0
Zfp28	53.142857	0	82	169	0	121	0	0	0
Wfdc2	53.142857	0	0	0	0	372	0	0	0
Pnmal2	53.142857	0	372	0	0	0	0	0	0
Lrrfip1	53.142857	0	0	0	0	372	0	0	0
Elovl3	53.142857	0	162	210	0	0	0	0	0
Ciz1	53.142857	0	0	286	0	86	0	0	0
Zfp976	53.000000	0	101	270	0	0	0	0	0
Usp37	53.000000	0	0	0	0	371	0	0	0
Tmem143	53.000000	0	0	0	0	371	0	0	0
Syngr4	53.000000	0	0	0	0	371	0	0	0
Sctr	53.000000	0	200	171	0	0	0	0	0
Pcdhb20	53.000000	0	203	168	0	0	0	0	0
Pag1	53.000000	0	188	0	0	183	0	0	0
Napsa	53.000000	0	0	140	0	231	0	0	0
Lrrc66	53.000000	0	0	203	0	168	0	0	0
Hoxa5	53.000000	0	203	168	0	0	0	0	0
Cnot9	53.000000	0	0	0	0	371	0	0	0
Clic3	53.000000	0	0	74	0	297	0	0	0
Chaf1a	53.000000	0	0	184	0	187	0	0	0
Atf2	53.000000	0	0	0	0	371	0	0	0
Aph1a	53.000000	0	0	0	0	371	0	0	0
Smarca4	52.857143	0	0	120	0	151	99	0	0
Sik1	52.857143	0	0	139	0	231	0	0	0
Scap	52.857143	0	0	81	0	289	0	0	0
Polg2	52.857143	0	87	0	0	142	141	0	0
Pold1	52.857143	0	0	203	0	167	0	0	0
Kcnk9	52.857143	0	186	184	0	0	0	0	0
Dmrt3	52.857143	0	149	221	0	0	0	0	0
Cd164	52.857143	0	97	111	0	162	0	0	0
1700122O11Rik	52.857143	0	167	203	0	0	0	0	0
Nans	52.714286	0	0	0	0	369	0	0	0
Mycbp	52.714286	0	87	171	0	111	0	0	0
Dmrtb1	52.714286	0	168	201	0	0	0	0	0
Stmn3	52.571429	0	183	185	0	0	0	0	0
Slc22a12	52.571429	0	169	199	0	0	0	0	0
Prkg1	52.571429	0	204	164	0	0	0	0	0
Polr2f	52.571429	0	145	223	0	0	0	0	0
Olfr1173	52.571429	0	115	253	0	0	0	0	0
Galm	52.571429	0	0	287	0	81	0	0	0
Focad	52.571429	0	143	125	0	100	0	0	0
Copz1	52.571429	0	158	140	0	70	0	0	0
Cmc1	52.571429	0	143	125	0	100	0	0	0
Cldn34c4	52.571429	0	196	172	0	0	0	0	0
A630023A22Rik	52.571429	0	0	0	0	368	0	0	0
1700088E04Rik	52.571429	0	145	223	0	0	0	0	0
Tmem156	52.428571	0	0	0	0	367	0	0	0
Safb2	52.428571	0	0	142	0	225	0	0	0
Safb	52.428571	0	0	142	0	225	0	0	0
Pdzk1ip1	52.428571	0	0	111	0	256	0	0	0
Inpp5a	52.428571	0	0	0	0	255	112	0	0
Clec1a	52.428571	0	0	0	0	367	0	0	0
C4b	52.428571	0	0	0	0	367	0	0	0
Zfr	52.285714	0	0	0	0	291	75	0	0
Zfp81	52.285714	0	0	96	0	270	0	0	0
Zdhhc13	52.285714	0	0	236	0	130	0	0	0
Tmem117	52.285714	0	172	194	0	0	0	0	0
Sgo1	52.285714	0	74	125	0	167	0	0	0
Plcb3	52.285714	0	0	366	0	0	0	0	0
Nmrk2	52.285714	0	129	237	0	0	0	0	0
Nkx2-9	52.285714	0	169	197	0	0	0	0	0
Hapln4	52.285714	0	149	217	0	0	0	0	0
Gmfb	52.285714	0	0	156	0	210	0	0	0
2310022A10Rik	52.285714	0	0	143	0	223	0	0	0
Vmn2r75	52.142857	0	129	236	0	0	0	0	0
Tubd1	52.142857	0	169	124	0	72	0	0	0
Slc4a9	52.142857	0	167	198	0	0	0	0	0
Serpinb13	52.142857	0	129	236	0	0	0	0	0
Sec23b	52.142857	0	143	156	0	66	0	0	0
Rps8	52.142857	0	73	54	0	238	0	0	0
Rps6kb1	52.142857	0	169	124	0	72	0	0	0
Ptma	52.142857	0	0	185	0	180	0	0	0
Psma3	52.142857	0	0	0	0	365	0	0	0
Nabp1	52.142857	0	101	0	0	264	0	0	0
Kcnd1	52.142857	0	158	207	0	0	0	0	0
Ifi214	52.142857	0	129	236	0	0	0	0	0
Fam205a2	52.142857	0	178	187	0	0	0	0	0
Ep300	52.142857	0	0	0	0	117	0	248	0
Dusp5	52.142857	0	65	106	0	194	0	0	0
Cdt1	52.142857	0	0	137	0	228	0	0	0
Atxn2	52.142857	0	0	0	0	272	93	0	0
5730507C01Rik	52.142857	0	129	236	0	0	0	0	0
Tuba1a	52.000000	0	120	145	0	99	0	0	0
Rnf44	52.000000	0	0	0	0	364	0	0	0
Mlycd	52.000000	0	0	214	0	150	0	0	0
Lclat1	52.000000	0	0	140	0	224	0	0	0
Kif11	52.000000	0	190	174	0	0	0	0	0
Kcnh2	52.000000	0	175	189	0	0	0	0	0
Git1	52.000000	0	0	0	0	364	0	0	0
Gata3	52.000000	0	0	251	0	113	0	0	0
Dgkg	52.000000	0	213	151	0	0	0	0	0
Ankrd13b	52.000000	0	0	0	0	364	0	0	0
Tnfaip8l2	51.857143	0	0	0	0	363	0	0	0
Tfec	51.857143	0	143	220	0	0	0	0	0
Sypl	51.857143	0	0	0	0	280	83	0	0
Pzp	51.857143	0	143	220	0	0	0	0	0
Pira7	51.857143	0	0	0	0	363	0	0	0
Pira4	51.857143	0	0	0	0	363	0	0	0
Pira11	51.857143	0	0	0	0	363	0	0	0
Olfr98	51.857143	0	143	220	0	0	0	0	0
Olfr735	51.857143	0	143	220	0	0	0	0	0
Olfr1282	51.857143	0	143	220	0	0	0	0	0
Kcnh7	51.857143	0	143	220	0	0	0	0	0
Iigp1	51.857143	0	143	220	0	0	0	0	0
H2-M3	51.857143	0	143	220	0	0	0	0	0
Gm14548	51.857143	0	0	0	0	363	0	0	0
Gbp7	51.857143	0	0	0	0	363	0	0	0
Gabra1	51.857143	0	143	220	0	0	0	0	0
Csnk1g2	51.857143	0	0	0	0	280	83	0	0
Copb2	51.857143	0	143	220	0	0	0	0	0
Clk3	51.857143	0	126	131	0	106	0	0	0
Ccdc80	51.857143	0	143	220	0	0	0	0	0
Ccdc65	51.857143	0	143	220	0	0	0	0	0
Ccdc169	51.857143	0	143	220	0	0	0	0	0
Bud13	51.857143	0	0	219	0	144	0	0	0
Ppig	51.714286	0	0	96	0	266	0	0	0
Gm21149	51.714286	0	196	166	0	0	0	0	0
Cmtr2	51.714286	0	0	225	0	137	0	0	0
Ano6	51.714286	0	0	0	0	362	0	0	0
Vmn2r41	51.571429	0	158	203	0	0	0	0	0
Vmn1r223	51.571429	0	158	203	0	0	0	0	0
Unc5d	51.571429	0	158	203	0	0	0	0	0
Serpinb3b	51.571429	0	158	203	0	0	0	0	0
Scaf11	51.571429	0	232	0	0	129	0	0	0
Pttg1	51.571429	0	158	203	0	0	0	0	0
Pramel29	51.571429	0	158	203	0	0	0	0	0
P2rx3	51.571429	0	0	0	0	284	77	0	0
Olfr773	51.571429	0	163	198	0	0	0	0	0
Olfr1112	51.571429	0	158	203	0	0	0	0	0
Nudt10	51.571429	0	158	203	0	0	0	0	0
Nme1	51.571429	0	0	0	0	238	123	0	0
Mtf2	51.571429	0	115	0	0	246	0	0	0
Itga11	51.571429	0	0	264	0	97	0	0	0
H2bc21	51.571429	0	118	0	0	243	0	0	0
H2ac21	51.571429	0	118	0	0	243	0	0	0
H2ac20	51.571429	0	118	0	0	243	0	0	0
Gzmd	51.571429	0	158	203	0	0	0	0	0
Gm14410	51.571429	0	158	203	0	0	0	0	0
Dnah11	51.571429	0	158	203	0	0	0	0	0
Angptl7	51.571429	0	0	0	0	361	0	0	0
Akt3	51.571429	0	158	203	0	0	0	0	0
4930474N05Rik	51.571429	0	158	203	0	0	0	0	0
Umod	51.428571	0	173	187	0	0	0	0	0
Tmem72	51.428571	0	220	140	0	0	0	0	0
Syngr2	51.428571	0	227	133	0	0	0	0	0
Ripor1	51.428571	0	142	218	0	0	0	0	0
Rbm45	51.428571	0	0	360	0	0	0	0	0
Rab8a	51.428571	0	74	139	0	147	0	0	0
Pkd2l2	51.428571	0	0	82	0	278	0	0	0
Pin4	51.428571	0	0	0	0	360	0	0	0
Peg12	51.428571	0	173	187	0	0	0	0	0
Mrgpra2b	51.428571	0	173	187	0	0	0	0	0
Lrrc14b	51.428571	0	173	187	0	0	0	0	0
Lce1c	51.428571	0	204	156	0	0	0	0	0
Kdm4a	51.428571	0	189	171	0	0	0	0	0
Iqsec2	51.428571	0	204	156	0	0	0	0	0
Il20ra	51.428571	0	123	237	0	0	0	0	0
Cilp	51.428571	0	173	187	0	0	0	0	0
Ccr3	51.428571	0	0	0	0	360	0	0	0
1810065E05Rik	51.428571	0	173	187	0	0	0	0	0
Xlr	51.285714	0	188	171	0	0	0	0	0
Ube2e2	51.285714	0	236	123	0	0	0	0	0
Tmem8b	51.285714	0	0	359	0	0	0	0	0
Tbck	51.285714	0	0	0	0	266	93	0	0
Speer2	51.285714	0	172	187	0	0	0	0	0
Slc47a1	51.285714	0	0	0	0	359	0	0	0
Raph1	51.285714	0	188	171	0	0	0	0	0
Qrfprl	51.285714	0	171	188	0	0	0	0	0
Olfr994	51.285714	0	188	171	0	0	0	0	0
Olfr556	51.285714	0	0	0	0	359	0	0	0
Mthfd1l	51.285714	0	0	0	0	359	0	0	0
Mfge8	51.285714	0	129	230	0	0	0	0	0
Mbd6	51.285714	0	0	0	0	255	104	0	0
Lmcd1	51.285714	0	163	196	0	0	0	0	0
Kcna10	51.285714	0	188	171	0	0	0	0	0
Ifit3	51.285714	0	188	171	0	0	0	0	0
Fam221b	51.285714	0	0	359	0	0	0	0	0
Ddit3	51.285714	0	0	0	0	255	104	0	0
Cox5b	51.285714	0	0	222	0	137	0	0	0
B4galnt1	51.285714	0	0	180	0	179	0	0	0
Aimp1	51.285714	0	0	0	0	266	93	0	0
Zscan20	51.142857	0	179	179	0	0	0	0	0
Vmn2r9	51.142857	0	0	358	0	0	0	0	0
Vmn2r67	51.142857	0	0	358	0	0	0	0	0
Rad21	51.142857	0	115	171	0	72	0	0	0
Pnrc1	51.142857	0	0	164	0	194	0	0	0
Pld5	51.142857	0	218	140	0	0	0	0	0
Golm1	51.142857	0	0	132	0	226	0	0	0
Gm11544	51.142857	0	188	170	0	0	0	0	0
Fbxw5	51.142857	0	0	239	0	119	0	0	0
Cds2	51.142857	0	74	0	0	284	0	0	0
C8g	51.142857	0	0	239	0	119	0	0	0
Racgap1	51.000000	0	0	0	0	357	0	0	0
Proser1	51.000000	0	0	0	0	357	0	0	0
Plcl2	51.000000	0	0	0	0	357	0	0	0
Pigh	51.000000	0	87	82	0	188	0	0	0
Nrros	51.000000	0	0	163	0	194	0	0	0
Nhlrc3	51.000000	0	0	0	0	357	0	0	0
Mpp4	51.000000	0	0	0	0	357	0	0	0
Cybrd1	51.000000	0	173	184	0	0	0	0	0
Crcp	51.000000	0	116	0	0	241	0	0	0
Tmem200a	50.857143	0	129	227	0	0	0	0	0
Tbl1xr1	50.857143	0	0	140	0	216	0	0	0
St7	50.857143	0	0	0	0	356	0	0	0
Slc25a11	50.857143	0	0	0	0	85	0	271	0
Rnf167	50.857143	0	0	0	0	85	0	271	0
Rab1a	50.857143	0	0	0	0	356	0	0	0
Naga	50.857143	0	178	0	0	178	0	0	0
Mia3	50.857143	0	220	0	0	136	0	0	0
Krt31	50.857143	0	158	198	0	0	0	0	0
Gfi1b	50.857143	0	143	213	0	0	0	0	0
Cactin	50.857143	0	0	0	87	128	141	0	0
Zfyve19	50.714286	0	0	236	0	119	0	0	0
Setdb2	50.714286	0	0	0	0	355	0	0	0
Rnf112	50.714286	0	146	209	0	0	0	0	0
Haus4	50.714286	0	0	198	0	157	0	0	0
Gm45935	50.714286	0	0	0	0	355	0	0	0
Glt1d1	50.714286	0	199	156	0	0	0	0	0
Dnajc17	50.714286	0	0	236	0	119	0	0	0
Ap1s1	50.714286	0	0	247	0	108	0	0	0
Vmn1r3	50.571429	0	177	177	0	0	0	0	0
Tuba4a	50.571429	0	0	0	0	354	0	0	0
Spn	50.571429	0	0	0	0	354	0	0	0
Spdye4b	50.571429	0	0	125	0	229	0	0	0
Slc35e1	50.571429	0	0	0	0	354	0	0	0
Rnf166	50.571429	0	0	129	0	225	0	0	0
Rbak	50.571429	0	0	125	0	229	0	0	0
Ppfia4	50.571429	0	193	161	0	0	0	0	0
Nbn	50.571429	0	220	0	0	134	0	0	0
Gtf2h2	50.571429	0	0	0	0	354	0	0	0
Gna12	50.571429	0	234	120	0	0	0	0	0
Ctu2	50.571429	0	0	129	0	225	0	0	0
Acp6	50.571429	0	0	0	0	250	104	0	0
Zfp541	50.428571	0	101	0	0	252	0	0	0
Sema5b	50.428571	0	154	199	0	0	0	0	0
Pot1b	50.428571	0	353	0	0	0	0	0	0
Poln	50.428571	0	0	238	0	115	0	0	0
Olfr432	50.428571	0	0	0	0	353	0	0	0
Marveld3	50.428571	0	0	225	0	128	0	0	0
Hoxb1	50.428571	0	170	183	0	0	0	0	0
Haus3	50.428571	0	0	238	0	115	0	0	0
H2-Q8	50.428571	0	0	81	0	272	0	0	0
H2-Q6	50.428571	0	0	81	0	272	0	0	0
C1ql4	50.428571	0	143	210	0	0	0	0	0
Avl9	50.428571	0	0	0	0	71	0	282	0
Armc12	50.428571	0	0	353	0	0	0	0	0
2610507B11Rik	50.428571	0	0	78	0	275	0	0	0
Tcp10c	50.285714	0	152	200	0	0	0	0	0
Tbpl1	50.285714	0	0	162	0	190	0	0	0
Tacr1	50.285714	0	145	207	0	0	0	0	0
Rpl29	50.285714	0	165	187	0	0	0	0	0
Mroh8	50.285714	0	158	77	0	117	0	0	0
Kif12	50.285714	0	125	227	0	0	0	0	0
Hsd17b3	50.285714	0	122	230	0	0	0	0	0
Foxn4	50.285714	0	0	0	0	352	0	0	0
Zfp12	50.142857	0	0	203	0	148	0	0	0
Ubr4	50.142857	0	0	0	0	351	0	0	0
Spsb2	50.142857	0	0	0	0	351	0	0	0
Setd1b	50.142857	0	0	0	0	351	0	0	0
Scmh1	50.142857	0	0	0	0	351	0	0	0
Rnf152	50.142857	0	212	139	0	0	0	0	0
Ramp1	50.142857	0	158	193	0	0	0	0	0
Pomc	50.142857	0	0	351	0	0	0	0	0
Olfr1099	50.142857	0	115	236	0	0	0	0	0
Mymk	50.142857	0	240	111	0	0	0	0	0
Mcf2l	50.142857	0	186	165	0	0	0	0	0
Kctd19	50.142857	0	140	211	0	0	0	0	0
Dhx16	50.142857	0	126	0	0	225	0	0	0
Atp6v1h	50.142857	0	0	0	0	351	0	0	0
Ints9	50.000000	0	101	140	0	109	0	0	0
Hmbox1	50.000000	0	101	140	0	109	0	0	0
Hes2	50.000000	0	0	241	0	109	0	0	0
Gad2	50.000000	0	158	192	0	0	0	0	0
Endou	50.000000	0	181	169	0	0	0	0	0
Ell	50.000000	0	0	0	0	350	0	0	0
C1s1	50.000000	0	0	177	0	173	0	0	0
Zfp518a	49.857143	0	129	220	0	0	0	0	0
Vmn1r64	49.857143	0	129	220	0	0	0	0	0
Vmn1r49	49.857143	0	129	220	0	0	0	0	0
Unk	49.857143	0	0	115	0	234	0	0	0
Rsrp1	49.857143	0	0	160	0	189	0	0	0
Oxct1	49.857143	0	129	220	0	0	0	0	0
Olfr154	49.857143	0	129	220	0	0	0	0	0
Nxpe4	49.857143	0	129	220	0	0	0	0	0
Naa15	49.857143	0	0	156	0	193	0	0	0
Mroh2b	49.857143	0	129	220	0	0	0	0	0
Lce1e	49.857143	0	129	220	0	0	0	0	0
Klrc2	49.857143	0	129	220	0	0	0	0	0
H2ab1	49.857143	0	129	220	0	0	0	0	0
Gphb5	49.857143	0	129	220	0	0	0	0	0
Gm2956	49.857143	0	114	235	0	0	0	0	0
Gcgr	49.857143	0	0	176	0	173	0	0	0
Fam183b	49.857143	0	129	220	0	0	0	0	0
Exosc6	49.857143	0	155	0	0	116	78	0	0
Ear1	49.857143	0	129	220	0	0	0	0	0
Cpeb3	49.857143	0	129	220	0	0	0	0	0
Adig	49.857143	0	219	130	0	0	0	0	0
Trim38	49.714286	0	0	0	0	348	0	0	0
Slc38a10	49.714286	0	197	151	0	0	0	0	0
Olfr974	49.714286	0	173	175	0	0	0	0	0
Neil1	49.714286	0	0	0	0	348	0	0	0
Gpank1	49.714286	0	0	0	0	348	0	0	0
Enthd1	49.714286	0	0	0	0	348	0	0	0
D17H6S53E	49.714286	0	0	0	0	348	0	0	0
Csnk2b	49.714286	0	0	0	0	348	0	0	0
Colec12	49.714286	0	127	221	0	0	0	0	0
Chd1l	49.714286	0	0	96	0	121	131	0	0
Cd302	49.714286	0	129	0	0	219	0	0	0
Srpk1	49.571429	0	0	201	0	146	0	0	0
Maats1	49.571429	0	0	0	0	347	0	0	0
Cox17	49.571429	0	0	0	0	347	0	0	0
Barhl1	49.571429	0	184	163	0	0	0	0	0
Zdhhc2	49.428571	0	207	0	0	139	0	0	0
Zbtb32	49.428571	0	0	0	0	346	0	0	0
Wdr82	49.428571	0	0	0	0	346	0	0	0
Vmn1r18	49.428571	0	143	203	0	0	0	0	0
Ttll7	49.428571	0	143	203	0	0	0	0	0
Tmem231	49.428571	0	0	346	0	0	0	0	0
Speer1	49.428571	0	143	203	0	0	0	0	0
Rps2	49.428571	0	165	181	0	0	0	0	0
Rnf151	49.428571	0	165	181	0	0	0	0	0
Rad23a	49.428571	0	0	89	0	257	0	0	0
Ppy	49.428571	0	196	150	0	0	0	0	0
Plcd4	49.428571	0	346	0	0	0	0	0	0
Orm1	49.428571	0	143	203	0	0	0	0	0
Olfr550	49.428571	0	143	203	0	0	0	0	0
Olfr108	49.428571	0	190	156	0	0	0	0	0
Nolc1	49.428571	0	0	0	0	346	0	0	0
Ndufb10	49.428571	0	165	181	0	0	0	0	0
Marchf9	49.428571	0	0	0	0	346	0	0	0
Mapkap1	49.428571	0	0	231	0	115	0	0	0
Magohb	49.428571	0	143	203	0	0	0	0	0
Lypd3	49.428571	0	132	214	0	0	0	0	0
Krtap9-3	49.428571	0	143	203	0	0	0	0	0
Kmt2b	49.428571	0	0	0	0	346	0	0	0
Klhl8	49.428571	0	143	203	0	0	0	0	0
Hsd17b6	49.428571	0	177	169	0	0	0	0	0
H2-M10.5	49.428571	0	143	203	0	0	0	0	0
Fam3c	49.428571	0	143	0	0	203	0	0	0
Fam181b	49.428571	0	143	203	0	0	0	0	0
Fabp1	49.428571	0	147	199	0	0	0	0	0
Efhc1	49.428571	0	143	203	0	0	0	0	0
Duoxa2	49.428571	0	0	187	0	159	0	0	0
Duox2	49.428571	0	0	187	0	159	0	0	0
Cyp27a1	49.428571	0	0	199	0	147	0	0	0
Cdk4	49.428571	0	0	0	0	346	0	0	0
Cabyr	49.428571	0	143	203	0	0	0	0	0
Birc3	49.428571	0	0	125	0	221	0	0	0
