Target_genes	Hoxa9|Average	SRX7135172|Acute_myeloid_leukemia	SRX7416185|Embryoid_Bodies	SRX7416186|Embryoid_Bodies	SRX110439|Myeloblastic_cell_lines	SRX110442|Myeloblastic_cell_lines	SRX11174682|Unclassified	SRX11174683|Unclassified	SRX11174684|Unclassified	SRX11174686|Unclassified	SRX11174687|Unclassified	STRING
Chaf1b	42.000000	178	0	242	0	0	0	0	0	0	0	0
Arl2bp	42.000000	420	0	0	0	0	0	0	0	0	0	0
Apbb1ip	42.000000	0	0	0	0	0	296	0	0	124	0	0
Unc93a	41.900000	0	335	84	0	0	0	0	0	0	0	0
Sh2b3	41.900000	0	174	123	0	0	122	0	0	0	0	0
Hddc2	41.900000	0	0	0	0	0	273	0	0	146	0	0
Eef1akmt2	41.900000	0	0	175	0	0	138	0	0	106	0	0
Csf3r	41.900000	0	0	0	0	0	320	0	0	99	0	0
Cox6b1	41.900000	0	233	186	0	0	0	0	0	0	0	0
Wdr59	41.800000	211	0	0	0	0	207	0	0	0	0	0
Src	41.800000	0	276	142	0	0	0	0	0	0	0	0
Slc37a2	41.800000	0	178	240	0	0	0	0	0	0	0	0
Ralb	41.800000	0	109	130	0	0	92	0	0	87	0	0
Plcl2	41.800000	137	281	0	0	0	0	0	0	0	0	0
Ntf3	41.800000	0	418	0	0	0	0	0	0	0	0	0
Chka	41.800000	151	96	0	0	0	171	0	0	0	0	0
Cc2d1a	41.800000	266	0	0	0	0	152	0	0	0	0	0
Acads	41.800000	0	208	210	0	0	0	0	0	0	0	0
4930432K21Rik	41.800000	266	0	0	0	0	152	0	0	0	0	0
Zfp606	41.700000	0	0	0	0	0	301	0	0	116	0	0
Stx12	41.700000	0	0	0	0	0	346	0	0	71	0	0
Stac	41.700000	0	179	238	0	0	0	0	0	0	0	0
Sh3gl3	41.700000	0	191	226	0	0	0	0	0	0	0	0
Mapk4	41.700000	0	0	417	0	0	0	0	0	0	0	0
Lipe	41.700000	417	0	0	0	0	0	0	0	0	0	0
Gbp3	41.700000	0	0	0	0	0	311	0	0	106	0	0
Gan	41.700000	0	175	132	0	0	110	0	0	0	0	0
Crygf	41.700000	0	200	217	0	0	0	0	0	0	0	0
Crem	41.700000	152	0	0	0	0	134	0	0	131	0	0
Bbx	41.700000	0	0	106	0	0	202	0	0	109	0	0
Arf5	41.700000	246	0	0	0	0	171	0	0	0	0	0
Agbl5	41.700000	0	146	108	0	0	163	0	0	0	0	0
Use1	41.600000	0	198	218	0	0	0	0	0	0	0	0
Strap	41.600000	153	0	0	0	0	191	0	0	72	0	0
Rnf214	41.600000	0	119	0	0	0	297	0	0	0	0	0
Rcor1	41.600000	0	88	119	0	0	122	0	0	87	0	0
Rasa3	41.600000	0	0	0	0	0	306	0	0	110	0	0
Poli	41.600000	198	0	112	0	0	106	0	0	0	0	0
Pcsk7	41.600000	0	119	0	0	0	297	0	0	0	0	0
Olfr1129	41.600000	0	416	0	0	0	0	0	0	0	0	0
Ocel1	41.600000	0	198	218	0	0	0	0	0	0	0	0
Mccc1	41.600000	113	0	0	0	0	168	0	0	135	0	0
Lhfp	41.600000	0	0	146	0	0	270	0	0	0	0	0
Il18rap	41.600000	0	0	0	0	0	416	0	0	0	0	0
Eva1c	41.600000	0	168	248	0	0	0	0	0	0	0	0
Btbd2	41.600000	0	260	156	0	0	0	0	0	0	0	0
4930447A16Rik	41.600000	0	416	0	0	0	0	0	0	0	0	0
Rbsn	41.500000	140	0	0	0	0	121	0	0	154	0	0
Pde7a	41.500000	0	277	138	0	0	0	0	0	0	0	0
Gm13288	41.500000	0	0	0	0	0	274	0	0	141	0	0
Flvcr1	41.500000	0	262	0	0	0	153	0	0	0	0	0
Trap1	41.400000	0	0	0	0	0	313	0	0	101	0	0
Tcp1	41.400000	135	0	95	0	0	84	0	0	100	0	0
Smap1	41.400000	414	0	0	0	0	0	0	0	0	0	0
Rnd3	41.400000	0	0	414	0	0	0	0	0	0	0	0
Mrpl18	41.400000	135	0	95	0	0	84	0	0	100	0	0
Gmcl1	41.400000	0	129	205	0	0	80	0	0	0	0	0
Galnt11	41.400000	0	323	91	0	0	0	0	0	0	0	0
Zc3h7b	41.300000	0	311	0	0	0	0	0	0	102	0	0
Tymp	41.300000	0	0	112	0	0	168	0	0	133	0	0
Top1mt	41.300000	0	206	207	0	0	0	0	0	0	0	0
Tmem68	41.300000	0	0	0	0	0	260	0	0	153	0	0
Tgs1	41.300000	0	0	0	0	0	260	0	0	153	0	0
Tctex1d2	41.300000	217	0	0	0	0	196	0	0	0	0	0
Sco2	41.300000	0	0	112	0	0	168	0	0	133	0	0
Jpt2	41.300000	0	158	255	0	0	0	0	0	0	0	0
Ina	41.300000	167	0	246	0	0	0	0	0	0	0	0
Haus1	41.300000	324	0	89	0	0	0	0	0	0	0	0
Git1	41.300000	0	123	290	0	0	0	0	0	0	0	0
Atp5a1	41.300000	324	0	89	0	0	0	0	0	0	0	0
Ankrd13b	41.300000	0	123	290	0	0	0	0	0	0	0	0
Zscan2	41.200000	0	110	302	0	0	0	0	0	0	0	0
Zfp868	41.200000	99	0	0	0	0	137	0	0	176	0	0
Tfrc	41.200000	152	192	0	0	0	68	0	0	0	0	0
Tesk2	41.200000	0	125	287	0	0	0	0	0	0	0	0
Rptor	41.200000	0	151	0	0	0	261	0	0	0	0	0
Mr1	41.200000	0	0	210	0	0	202	0	0	0	0	0
Kcnc2	41.200000	0	178	0	0	0	234	0	0	0	0	0
Fdxr	41.200000	0	106	0	0	0	221	0	0	85	0	0
Dhx32	41.200000	0	237	175	0	0	0	0	0	0	0	0
Arhgap18	41.200000	0	0	84	0	0	223	0	0	105	0	0
1110038F14Rik	41.200000	0	0	101	0	0	139	0	0	172	0	0
Zbtb16	41.100000	0	238	173	0	0	0	0	0	0	0	0
Trappc4	41.100000	0	143	268	0	0	0	0	0	0	0	0
Setdb1	41.100000	0	0	0	0	0	411	0	0	0	0	0
Rps25	41.100000	0	143	268	0	0	0	0	0	0	0	0
Ppp4r4	41.100000	0	0	411	0	0	0	0	0	0	0	0
Pdcd1lg2	41.100000	0	0	0	0	0	411	0	0	0	0	0
Pcnp	41.100000	108	0	0	0	0	303	0	0	0	0	0
Myl12b	41.100000	0	0	0	0	0	411	0	0	0	0	0
4930444G20Rik	41.100000	0	0	0	0	0	411	0	0	0	0	0
Uspl1	41.000000	0	0	0	0	0	281	0	0	129	0	0
St6galnac6	41.000000	0	179	231	0	0	0	0	0	0	0	0
Slc37a4	41.000000	245	0	80	0	0	85	0	0	0	0	0
Rras2	41.000000	0	290	120	0	0	0	0	0	0	0	0
Prr13	41.000000	0	148	128	0	0	134	0	0	0	0	0
Nsa2	41.000000	0	0	0	0	0	216	0	0	194	0	0
Gfm2	41.000000	0	0	0	0	0	216	0	0	194	0	0
Cenpf	41.000000	0	215	195	0	0	0	0	0	0	0	0
Asb1	41.000000	170	0	0	0	0	240	0	0	0	0	0
Arhgap10	41.000000	0	410	0	0	0	0	0	0	0	0	0
Abca9	41.000000	0	0	0	0	0	410	0	0	0	0	0
Ube2g1	40.900000	0	123	166	0	0	120	0	0	0	0	0
Rtraf	40.900000	0	0	108	0	0	210	0	0	91	0	0
Ptk2b	40.900000	0	0	0	0	0	285	0	0	124	0	0
Prrxl1	40.900000	0	409	0	0	0	0	0	0	0	0	0
Map2k5	40.900000	170	0	0	0	0	155	0	0	84	0	0
Eif2b5	40.900000	253	0	0	0	0	156	0	0	0	0	0
Casz1	40.900000	0	173	236	0	0	0	0	0	0	0	0
Uros	40.800000	180	0	0	0	0	144	0	0	84	0	0
Trabd	40.800000	408	0	0	0	0	0	0	0	0	0	0
Tbc1d22a	40.800000	0	0	110	0	0	298	0	0	0	0	0
Sphk2	40.800000	0	0	68	0	0	340	0	0	0	0	0
Rpl18	40.800000	0	0	68	0	0	340	0	0	0	0	0
Rer1	40.800000	0	0	176	0	0	232	0	0	0	0	0
Morn1	40.800000	0	0	176	0	0	232	0	0	0	0	0
Ankrd10	40.800000	327	0	81	0	0	0	0	0	0	0	0
Mbtps1	40.700000	0	407	0	0	0	0	0	0	0	0	0
Heatr5b	40.700000	0	91	139	0	0	177	0	0	0	0	0
Gpatch11	40.700000	0	91	139	0	0	177	0	0	0	0	0
Dgat1	40.700000	197	0	0	0	0	210	0	0	0	0	0
Cyth3	40.700000	0	178	229	0	0	0	0	0	0	0	0
Cpt1a	40.700000	327	0	80	0	0	0	0	0	0	0	0
Cpsf1	40.700000	0	0	0	0	0	257	0	0	150	0	0
Rap2a	40.600000	274	0	0	0	0	132	0	0	0	0	0
Pofut1	40.600000	0	100	0	0	0	306	0	0	0	0	0
Plagl2	40.600000	0	100	0	0	0	306	0	0	0	0	0
Gatb	40.600000	0	282	0	0	0	124	0	0	0	0	0
Fbxw2	40.600000	0	0	0	0	0	406	0	0	0	0	0
Zfp763	40.500000	0	133	165	0	0	107	0	0	0	0	0
Zfp260	40.500000	92	146	167	0	0	0	0	0	0	0	0
Vps51	40.500000	0	0	68	0	0	193	0	0	144	0	0
Tubb2b	40.500000	0	134	271	0	0	0	0	0	0	0	0
Rbm4b	40.500000	0	0	172	0	0	233	0	0	0	0	0
G6pc3	40.500000	0	0	0	0	0	266	0	0	139	0	0
Dusp4	40.500000	0	228	177	0	0	0	0	0	0	0	0
Cerk	40.500000	0	179	226	0	0	0	0	0	0	0	0
Ubb	40.400000	0	230	174	0	0	0	0	0	0	0	0
Snrpa	40.400000	151	119	134	0	0	0	0	0	0	0	0
Slc25a1	40.400000	0	211	193	0	0	0	0	0	0	0	0
Six1	40.400000	0	0	0	0	0	404	0	0	0	0	0
Ppat	40.400000	0	0	0	0	0	291	0	0	113	0	0
Palb2	40.400000	0	0	0	0	0	404	0	0	0	0	0
Paics	40.400000	0	0	0	0	0	291	0	0	113	0	0
Lrp4	40.400000	0	110	294	0	0	0	0	0	0	0	0
Dctn5	40.400000	0	0	0	0	0	404	0	0	0	0	0
BC024978	40.400000	151	119	134	0	0	0	0	0	0	0	0
Tprgl	40.300000	403	0	0	0	0	0	0	0	0	0	0
Suco	40.300000	283	0	120	0	0	0	0	0	0	0	0
Myc	40.300000	403	0	0	0	0	0	0	0	0	0	0
Hook1	40.300000	0	251	152	0	0	0	0	0	0	0	0
Aprt	40.300000	0	250	153	0	0	0	0	0	0	0	0
Timmdc1	40.200000	0	109	186	0	0	107	0	0	0	0	0
Srgap2	40.200000	130	117	0	0	0	155	0	0	0	0	0
Slc36a1	40.200000	0	222	0	0	0	180	0	0	0	0	0
Slc22a1	40.200000	0	0	0	0	0	402	0	0	0	0	0
Sf3a1	40.200000	166	0	0	0	0	122	0	0	114	0	0
Sec22b	40.200000	177	0	0	0	0	225	0	0	0	0	0
Rab37	40.200000	0	246	0	0	0	156	0	0	0	0	0
Ngly1	40.200000	0	81	99	0	0	113	0	0	109	0	0
Fosl2	40.200000	0	0	0	0	0	402	0	0	0	0	0
Fgd3	40.200000	169	0	0	0	0	233	0	0	0	0	0
Fam72a	40.200000	130	117	0	0	0	155	0	0	0	0	0
Cep250	40.200000	0	214	188	0	0	0	0	0	0	0	0
Ccdc157	40.200000	166	0	0	0	0	122	0	0	114	0	0
Smim19	40.100000	0	81	141	0	0	179	0	0	0	0	0
Slc39a7	40.100000	0	0	0	0	0	401	0	0	0	0	0
Slc20a2	40.100000	0	81	141	0	0	179	0	0	0	0	0
Rxrb	40.100000	0	0	0	0	0	401	0	0	0	0	0
Rpl22	40.100000	0	0	0	0	0	312	0	0	89	0	0
Pih1d2	40.100000	0	0	0	0	0	169	0	0	232	0	0
Olfr591	40.100000	0	0	0	0	0	401	0	0	0	0	0
Nkapd1	40.100000	0	0	0	0	0	169	0	0	232	0	0
1700008O03Rik	40.100000	144	0	0	0	0	257	0	0	0	0	0
Tpm4	40.000000	0	76	156	0	0	168	0	0	0	0	0
Stxbp3	40.000000	209	0	0	0	0	191	0	0	0	0	0
Snd1	40.000000	133	0	267	0	0	0	0	0	0	0	0
Selenov	40.000000	0	201	199	0	0	0	0	0	0	0	0
Paqr5	40.000000	0	290	0	0	0	110	0	0	0	0	0
Ndufv1	40.000000	136	0	0	0	0	264	0	0	0	0	0
Ldah	40.000000	0	109	0	0	0	291	0	0	0	0	0
Cacna1b	40.000000	0	0	0	0	0	400	0	0	0	0	0
Ahcy	40.000000	0	156	244	0	0	0	0	0	0	0	0
Tmx3	39.900000	399	0	0	0	0	0	0	0	0	0	0
Tgfbr2	39.900000	187	0	0	0	0	212	0	0	0	0	0
Smox	39.900000	0	177	222	0	0	0	0	0	0	0	0
Phf21b	39.900000	0	221	178	0	0	0	0	0	0	0	0
Mad1l1	39.900000	0	311	0	0	0	88	0	0	0	0	0
Kifc3	39.900000	0	242	157	0	0	0	0	0	0	0	0
Ggt5	39.900000	0	0	0	0	0	271	0	0	128	0	0
Cpeb3	39.900000	0	212	187	0	0	0	0	0	0	0	0
Cops7a	39.900000	0	0	182	0	0	217	0	0	0	0	0
Ckb	39.900000	0	208	191	0	0	0	0	0	0	0	0
Adam9	39.900000	0	0	0	0	0	303	0	0	96	0	0
1700012B09Rik	39.900000	0	0	0	0	0	399	0	0	0	0	0
Sp3	39.800000	398	0	0	0	0	0	0	0	0	0	0
Ptprb	39.800000	0	91	307	0	0	0	0	0	0	0	0
Prr12	39.800000	398	0	0	0	0	0	0	0	0	0	0
Pgm2l1	39.800000	0	182	216	0	0	0	0	0	0	0	0
Gm13279	39.800000	0	0	158	0	0	240	0	0	0	0	0
Gm13278	39.800000	0	0	158	0	0	240	0	0	0	0	0
Dld	39.800000	0	0	0	0	0	312	0	0	86	0	0
Apol7e	39.800000	0	398	0	0	0	0	0	0	0	0	0
Zfp85	39.700000	0	0	0	0	218	179	0	0	0	0	0
Tsc22d1	39.700000	0	194	203	0	0	0	0	0	0	0	0
Snx8	39.700000	0	0	0	0	0	397	0	0	0	0	0
Rbm43	39.700000	0	0	0	0	0	260	0	0	137	0	0
Nsmce3	39.700000	0	222	0	0	0	175	0	0	0	0	0
Klhl24	39.700000	0	0	116	0	0	177	0	0	104	0	0
Gnao1	39.700000	0	397	0	0	0	0	0	0	0	0	0
Gcn1	39.700000	0	211	186	0	0	0	0	0	0	0	0
Fam169a	39.700000	0	100	111	0	0	186	0	0	0	0	0
Endov	39.700000	0	0	0	0	0	301	0	0	96	0	0
Dpep1	39.700000	159	0	238	0	0	0	0	0	0	0	0
Cr1l	39.700000	0	159	0	0	0	136	0	0	102	0	0
Arrb2	39.700000	288	109	0	0	0	0	0	0	0	0	0
Zfp53	39.600000	310	0	0	0	0	86	0	0	0	0	0
Zbtb45	39.600000	0	0	179	0	0	217	0	0	0	0	0
Urb2	39.600000	0	168	228	0	0	0	0	0	0	0	0
Taf5l	39.600000	0	168	228	0	0	0	0	0	0	0	0
Sirt6	39.600000	0	0	249	0	0	147	0	0	0	0	0
Npepl1	39.600000	0	0	396	0	0	0	0	0	0	0	0
Irs1	39.600000	0	175	221	0	0	0	0	0	0	0	0
Il1b	39.600000	119	0	0	0	0	277	0	0	0	0	0
Gne	39.600000	0	0	0	0	0	235	0	0	161	0	0
Fndc7	39.600000	0	108	288	0	0	0	0	0	0	0	0
Fbxo40	39.600000	0	0	0	0	0	396	0	0	0	0	0
Dnajc25	39.600000	396	0	0	0	0	0	0	0	0	0	0
Crebzf	39.600000	0	165	141	0	0	0	0	0	90	0	0
Cckar	39.600000	0	179	217	0	0	0	0	0	0	0	0
Armc3	39.600000	0	158	238	0	0	0	0	0	0	0	0
Zwint	39.500000	0	0	0	0	0	223	0	0	172	0	0
Shroom4	39.500000	0	189	206	0	0	0	0	0	0	0	0
Pcbp4	39.500000	0	195	200	0	0	0	0	0	0	0	0
Inpp5d	39.500000	0	0	0	0	0	284	0	0	111	0	0
Gdf11	39.500000	0	213	182	0	0	0	0	0	0	0	0
Cxcl10	39.500000	0	0	0	0	0	395	0	0	0	0	0
Cds1	39.500000	0	0	0	0	0	395	0	0	0	0	0
Atf7ip2	39.500000	0	168	227	0	0	0	0	0	0	0	0
Apmap	39.500000	172	0	0	0	0	223	0	0	0	0	0
Ank1	39.500000	0	200	195	0	0	0	0	0	0	0	0
Acp6	39.500000	0	166	229	0	0	0	0	0	0	0	0
Abhd14b	39.500000	0	195	200	0	0	0	0	0	0	0	0
Tma7	39.400000	0	158	156	0	0	80	0	0	0	0	0
Pak4	39.400000	0	211	183	0	0	0	0	0	0	0	0
Gtdc1	39.400000	0	92	179	0	0	0	0	0	123	0	0
Gm3005	39.400000	0	201	193	0	0	0	0	0	0	0	0
Cd74	39.400000	185	0	0	0	0	209	0	0	0	0	0
Ccdc51	39.400000	0	158	156	0	0	80	0	0	0	0	0
Bsdc1	39.400000	0	66	165	0	0	163	0	0	0	0	0
Ankrd11	39.400000	0	0	0	0	0	394	0	0	0	0	0
Riok3	39.300000	125	0	268	0	0	0	0	0	0	0	0
Ppbp	39.300000	0	0	0	0	0	207	0	0	186	0	0
Pf4	39.300000	0	0	0	0	0	207	0	0	186	0	0
Pacsin1	39.300000	0	158	235	0	0	0	0	0	0	0	0
Mettl7a1	39.300000	0	0	0	0	0	283	0	0	110	0	0
Fcgr4	39.300000	0	0	0	0	0	393	0	0	0	0	0
Fcer1g	39.300000	0	0	0	0	0	393	0	0	0	0	0
Dhodh	39.300000	112	0	0	0	0	185	0	0	96	0	0
Ccdc114	39.300000	165	0	0	0	0	228	0	0	0	0	0
Vtn	39.200000	392	0	0	0	0	0	0	0	0	0	0
Slc7a10	39.200000	0	0	392	0	0	0	0	0	0	0	0
Slc6a6	39.200000	0	0	277	0	0	115	0	0	0	0	0
Sarm1	39.200000	392	0	0	0	0	0	0	0	0	0	0
Nmd3	39.200000	0	140	252	0	0	0	0	0	0	0	0
Kirrel3	39.200000	0	109	283	0	0	0	0	0	0	0	0
Josd2	39.200000	0	0	270	0	0	122	0	0	0	0	0
Emc7	39.200000	0	0	0	0	0	392	0	0	0	0	0
Btbd1	39.200000	0	158	234	0	0	0	0	0	0	0	0
Aspdh	39.200000	0	0	270	0	0	122	0	0	0	0	0
Anxa2	39.200000	0	214	178	0	0	0	0	0	0	0	0
Vegfc	39.100000	0	0	0	0	0	391	0	0	0	0	0
Sult6b2	39.100000	0	158	0	0	0	233	0	0	0	0	0
Rrp8	39.100000	119	180	92	0	0	0	0	0	0	0	0
Rplp1	39.100000	0	76	146	0	0	169	0	0	0	0	0
Rab5b	39.100000	0	128	263	0	0	0	0	0	0	0	0
Mrpl40	39.100000	0	0	126	0	0	131	0	0	134	0	0
Ilk	39.100000	119	180	92	0	0	0	0	0	0	0	0
Hira	39.100000	0	0	126	0	0	131	0	0	134	0	0
Gm4981	39.100000	135	0	0	0	0	0	0	0	150	106	0
Gm14461	39.100000	0	253	138	0	0	0	0	0	0	0	0
Fam174c	39.100000	283	0	0	0	0	108	0	0	0	0	0
Dram2	39.100000	0	173	0	0	0	118	0	0	100	0	0
Chst2	39.100000	0	131	260	0	0	0	0	0	0	0	0
Cept1	39.100000	0	173	0	0	0	118	0	0	100	0	0
Cdc14b	39.100000	0	178	0	0	0	213	0	0	0	0	0
Arrdc3	39.100000	131	129	0	0	0	0	0	0	131	0	0
Adpgk	39.100000	188	0	0	0	0	203	0	0	0	0	0
Adat1	39.100000	198	0	0	0	0	193	0	0	0	0	0
Zfp622	39.000000	113	132	0	0	0	145	0	0	0	0	0
Tfap2a	39.000000	0	0	256	0	0	134	0	0	0	0	0
Slc35c1	39.000000	0	0	78	0	0	312	0	0	0	0	0
Selenbp1	39.000000	0	0	0	0	0	284	0	0	106	0	0
Lypla2	39.000000	0	0	0	0	0	222	168	0	0	0	0
Lpar1	39.000000	0	250	140	0	0	0	0	0	0	0	0
Kdm8	39.000000	0	0	213	0	0	177	0	0	0	0	0
Hnrnpl	39.000000	0	189	201	0	0	0	0	0	0	0	0
Gng2	39.000000	0	121	269	0	0	0	0	0	0	0	0
Fhit	39.000000	0	0	142	0	0	248	0	0	0	0	0
Eif1	39.000000	0	0	263	0	0	127	0	0	0	0	0
Ccdc149	39.000000	0	0	0	0	0	390	0	0	0	0	0
C87436	39.000000	83	113	70	0	0	124	0	0	0	0	0
Atp5g3	39.000000	0	0	125	0	0	265	0	0	0	0	0
Ankhd1	39.000000	86	0	91	0	0	110	0	0	103	0	0
Rimkla	38.900000	0	0	0	0	0	389	0	0	0	0	0
Plpp7	38.900000	0	200	189	0	0	0	0	0	0	0	0
Kif17	38.900000	0	0	0	0	0	228	161	0	0	0	0
Gyg	38.900000	0	0	0	0	0	389	0	0	0	0	0
Fbxl14	38.900000	0	181	0	0	0	103	0	0	105	0	0
Ccna2	38.900000	0	103	286	0	0	0	0	0	0	0	0
Ebpl	38.800000	0	262	0	0	0	126	0	0	0	0	0
Cdk6	38.800000	0	227	161	0	0	0	0	0	0	0	0
Trmo	38.700000	0	0	97	0	0	156	0	0	134	0	0
Toporsl	38.700000	0	250	137	0	0	0	0	0	0	0	0
Nadk	38.700000	0	144	0	0	0	243	0	0	0	0	0
Gm8300	38.700000	0	0	0	0	0	387	0	0	0	0	0
Eif4a3	38.700000	149	0	125	0	0	113	0	0	0	0	0
D630003M21Rik	38.700000	0	100	195	0	0	92	0	0	0	0	0
Olfr1096	38.600000	0	153	233	0	0	0	0	0	0	0	0
Numb	38.600000	0	0	0	0	0	184	202	0	0	0	0
Nek2	38.600000	0	121	120	0	0	145	0	0	0	0	0
Nbas	38.600000	0	386	0	0	0	0	0	0	0	0	0
N6amt1	38.600000	0	82	121	0	0	183	0	0	0	0	0
Gata2	38.600000	262	0	124	0	0	0	0	0	0	0	0
Fam151a	38.600000	0	148	238	0	0	0	0	0	0	0	0
Arpc3	38.600000	229	0	0	0	0	157	0	0	0	0	0
Apoc2	38.600000	0	0	0	0	0	386	0	0	0	0	0
Aldh8a1	38.600000	0	0	0	0	0	386	0	0	0	0	0
Zfp474	38.500000	0	227	158	0	0	0	0	0	0	0	0
Tsn	38.500000	0	0	0	0	0	234	0	0	151	0	0
Selenot	38.500000	0	0	0	0	0	160	0	0	225	0	0
Nfatc2	38.500000	0	213	172	0	0	0	0	0	0	0	0
Irf2bpl	38.500000	385	0	0	0	0	0	0	0	0	0	0
Ddx39a	38.500000	109	0	159	0	0	117	0	0	0	0	0
Camp	38.500000	0	0	0	0	0	385	0	0	0	0	0
B230307C23Rik	38.500000	0	0	219	0	0	166	0	0	0	0	0
Zfyve16	38.400000	0	220	164	0	0	0	0	0	0	0	0
Trim16	38.400000	0	0	0	0	0	306	0	0	78	0	0
Skap1	38.400000	0	247	137	0	0	0	0	0	0	0	0
Olfr305	38.400000	0	384	0	0	0	0	0	0	0	0	0
Nkiras2	38.400000	0	277	0	0	0	107	0	0	0	0	0
Il15	38.400000	0	0	0	0	0	384	0	0	0	0	0
Eef1g	38.400000	129	0	0	0	0	255	0	0	0	0	0
Dnajc7	38.400000	0	277	0	0	0	107	0	0	0	0	0
Cebpa	38.400000	0	0	0	0	0	384	0	0	0	0	0
Cbln4	38.400000	0	151	233	0	0	0	0	0	0	0	0
Cacng4	38.400000	0	222	162	0	0	0	0	0	0	0	0
Zfp131	38.300000	0	0	0	0	0	383	0	0	0	0	0
Trip12	38.300000	0	0	0	0	0	248	0	0	135	0	0
Trim11	38.300000	0	0	117	0	0	156	0	0	110	0	0
Taar8b	38.300000	0	255	128	0	0	0	0	0	0	0	0
Rps3a1	38.300000	0	109	0	0	0	203	0	0	71	0	0
Pigq	38.300000	0	128	110	0	0	145	0	0	0	0	0
Paip2b	38.300000	191	0	0	0	0	76	0	0	116	0	0
Ociad2	38.300000	0	383	0	0	0	0	0	0	0	0	0
Nhlrc4	38.300000	0	128	110	0	0	145	0	0	0	0	0
Mcf2l	38.300000	0	0	383	0	0	0	0	0	0	0	0
Kdm7a	38.300000	0	145	142	0	0	0	0	0	96	0	0
Hsd17b13	38.300000	0	0	0	0	0	383	0	0	0	0	0
Galc	38.300000	0	0	0	0	0	383	0	0	0	0	0
Fbxo36	38.300000	0	0	0	0	0	248	0	0	135	0	0
Csnk1e	38.300000	0	141	242	0	0	0	0	0	0	0	0
Bccip	38.300000	180	0	0	0	0	119	0	0	84	0	0
Atp1b2	38.300000	206	0	177	0	0	0	0	0	0	0	0
Slc44a2	38.200000	0	0	0	0	0	241	0	0	141	0	0
Rsph14	38.200000	0	98	284	0	0	0	0	0	0	0	0
Rab36	38.200000	0	98	284	0	0	0	0	0	0	0	0
Rab11a	38.200000	0	66	221	0	0	95	0	0	0	0	0
Igsf3	38.200000	0	382	0	0	0	0	0	0	0	0	0
Hs3st4	38.200000	0	382	0	0	0	0	0	0	0	0	0
Gosr1	38.200000	0	0	160	0	0	222	0	0	0	0	0
Gar1	38.200000	0	0	127	0	0	132	0	0	123	0	0
Gamt	38.200000	256	0	0	0	0	126	0	0	0	0	0
Dmap1	38.200000	0	209	0	0	0	173	0	0	0	0	0
Dcun1d1	38.200000	0	202	180	0	0	0	0	0	0	0	0
Dazap1	38.200000	256	0	0	0	0	126	0	0	0	0	0
Cybrd1	38.200000	0	147	235	0	0	0	0	0	0	0	0
Arid5a	38.200000	131	0	0	0	0	120	0	0	131	0	0
Ypel5	38.100000	134	0	0	0	0	247	0	0	0	0	0
Vit	38.100000	0	174	207	0	0	0	0	0	0	0	0
Txndc17	38.100000	0	74	307	0	0	0	0	0	0	0	0
Snf8	38.100000	381	0	0	0	0	0	0	0	0	0	0
Shmt2	38.100000	0	0	381	0	0	0	0	0	0	0	0
Sec23ip	38.100000	0	0	96	0	0	285	0	0	0	0	0
Scd1	38.100000	0	148	233	0	0	0	0	0	0	0	0
Ntng1	38.100000	0	139	242	0	0	0	0	0	0	0	0
Klhl25	38.100000	135	0	180	0	0	66	0	0	0	0	0
Adgrb3	38.100000	0	117	264	0	0	0	0	0	0	0	0
4933427D14Rik	38.100000	0	74	307	0	0	0	0	0	0	0	0
Tyw5	38.000000	0	0	0	0	0	220	0	0	160	0	0
Nop2	38.000000	174	0	0	0	0	206	0	0	0	0	0
Mocs2	38.000000	0	100	169	0	0	0	0	0	111	0	0
Maip1	38.000000	0	0	0	0	0	220	0	0	160	0	0
Hinfp	38.000000	63	0	137	0	0	180	0	0	0	0	0
Commd8	38.000000	0	161	219	0	0	0	0	0	0	0	0
Bmf	38.000000	0	128	0	0	0	252	0	0	0	0	0
Adh6b	38.000000	0	380	0	0	0	0	0	0	0	0	0
Srebf1	37.900000	379	0	0	0	0	0	0	0	0	0	0
Ptgr2	37.900000	107	82	0	0	0	190	0	0	0	0	0
Igsf21	37.900000	0	119	260	0	0	0	0	0	0	0	0
Elk3	37.900000	0	0	0	0	0	209	0	0	170	0	0
Anxa1	37.900000	0	0	0	0	0	215	0	164	0	0	0
Zbtb32	37.800000	0	378	0	0	0	0	0	0	0	0	0
Tmem134	37.800000	58	98	222	0	0	0	0	0	0	0	0
T2	37.800000	0	226	152	0	0	0	0	0	0	0	0
Smco3	37.800000	0	286	0	0	0	92	0	0	0	0	0
Pop7	37.800000	127	81	0	0	0	170	0	0	0	0	0
Polr2l	37.800000	0	0	128	0	0	95	0	0	155	0	0
Kmt2b	37.800000	0	378	0	0	0	0	0	0	0	0	0
Htr2a	37.800000	0	0	0	0	0	378	0	0	0	0	0
Diaph3	37.800000	0	0	0	0	0	221	0	0	157	0	0
Aip	37.800000	58	98	222	0	0	0	0	0	0	0	0
Vmn2r118	37.700000	0	211	166	0	0	0	0	0	0	0	0
Ppp1r11	37.700000	172	0	0	0	0	205	0	0	0	0	0
Park7	37.700000	0	115	0	0	0	170	0	0	92	0	0
Nmnat1	37.700000	108	0	0	0	0	166	0	0	103	0	0
Nfat5	37.700000	257	0	0	0	0	120	0	0	0	0	0
Lzic	37.700000	108	0	0	0	0	166	0	0	103	0	0
