Target_genes	Mnt|Average	SRX9514748|Lung_cancer	SRX9514749|Lung_cancer	SRX7849445|Lung_tumors	SRX7849446|Lung_tumors	SRX7849455|Lung_tumors	SRX7849456|Lung_tumors	STRING
Lta4h	32.166667	0	193	0	0	0	0	0
Lig1	32.166667	0	193	0	0	0	0	0
Inava	32.166667	0	193	0	0	0	0	0
Ecsit	32.166667	0	193	0	0	0	0	0
Echs1	32.166667	0	193	0	0	0	0	0
Atp5g1	32.166667	0	193	0	0	0	0	0
Zfp438	32.000000	0	192	0	0	0	0	0
Xpo6	32.000000	0	192	0	0	0	0	0
Ttc24	32.000000	0	192	0	0	0	0	0
Slc6a6	32.000000	0	192	0	0	0	0	0
Sh2d4a	32.000000	0	192	0	0	0	0	0
Rcbtb2	32.000000	0	192	0	0	0	0	0
Rab6a	32.000000	0	192	0	0	0	0	0
Rab33b	32.000000	0	192	0	0	0	0	0
Ptdss2	32.000000	0	192	0	0	0	0	0
Ppp4r3b	32.000000	0	192	0	0	0	0	0
Lmnb1	32.000000	0	76	0	116	0	0	0
Lmbr1l	32.000000	0	192	0	0	0	0	0
Iqgap3	32.000000	0	192	0	0	0	0	0
Hgh1	32.000000	0	192	0	0	0	0	0
Gss	32.000000	0	109	0	83	0	0	0
Gdi1	32.000000	0	192	0	0	0	0	0
Etv6	32.000000	0	192	0	0	0	0	0
Cwc22	32.000000	0	192	0	0	0	0	0
Cbll1	32.000000	0	192	0	0	0	0	0
Adgrl2	32.000000	0	192	0	0	0	0	0
Wfikkn1	31.833333	0	191	0	0	0	0	0
Utp6	31.833333	0	191	0	0	0	0	0
Tcp11l2	31.833333	0	115	0	76	0	0	0
Sgtb	31.833333	0	191	0	0	0	0	0
Qdpr	31.833333	0	191	0	0	0	0	0
Nln	31.833333	0	191	0	0	0	0	0
Nap1l4	31.833333	0	191	0	0	0	0	0
Mettl26	31.833333	0	191	0	0	0	0	0
Mbp	31.833333	0	191	0	0	0	0	0
Irf2bp2	31.833333	0	191	0	0	0	0	0
Gsr	31.833333	0	191	0	0	0	0	0
Dohh	31.833333	0	191	0	0	0	0	0
Clrn2	31.833333	0	191	0	0	0	0	0
App	31.833333	0	191	0	0	0	0	0
Adck5	31.833333	0	191	0	0	0	0	0
Acp6	31.833333	0	191	0	0	0	0	0
8030462N17Rik	31.833333	0	191	0	0	0	0	0
Uxt	31.666667	0	190	0	0	0	0	0
Trpm7	31.666667	0	190	0	0	0	0	0
Rhbdd1	31.666667	0	190	0	0	0	0	0
Pank1	31.666667	0	190	0	0	0	0	0
Mysm1	31.666667	0	190	0	0	0	0	0
Med4	31.666667	0	190	0	0	0	0	0
Mars2	31.666667	0	190	0	0	0	0	0
Kif11	31.666667	0	94	0	96	0	0	0
Iba57	31.666667	0	190	0	0	0	0	0
Hoatz	31.666667	0	190	0	0	0	0	0
Fundc2	31.666667	0	190	0	0	0	0	0
F8	31.666667	0	190	0	0	0	0	0
Dnaja3	31.666667	0	190	0	0	0	0	0
Dennd2d	31.666667	0	190	0	0	0	0	0
Cyp51	31.666667	0	190	0	0	0	0	0
Coro7	31.666667	0	190	0	0	0	0	0
Cnih4	31.666667	0	190	0	0	0	0	0
Txnrd2	31.500000	0	189	0	0	0	0	0
Tmem134	31.500000	0	189	0	0	0	0	0
Ssr4	31.500000	0	189	0	0	0	0	0
Met	31.500000	0	189	0	0	0	0	0
Lif	31.500000	0	189	0	0	0	0	0
Idh3g	31.500000	0	189	0	0	0	0	0
G3bp1	31.500000	0	189	0	0	0	0	0
Dele1	31.500000	0	189	0	0	0	0	0
Dcaf1	31.500000	0	121	0	68	0	0	0
Ctsz	31.500000	0	189	0	0	0	0	0
Ctbp1	31.500000	0	189	0	0	0	0	0
Cox6c	31.500000	0	189	0	0	0	0	0
Comt	31.500000	0	189	0	0	0	0	0
Cdc42ep5	31.500000	0	189	0	0	0	0	0
Aip	31.500000	0	189	0	0	0	0	0
Zbtb21	31.333333	0	188	0	0	0	0	0
Thap12	31.333333	0	188	0	0	0	0	0
Stxbp2	31.333333	0	188	0	0	0	0	0
Sqle	31.333333	0	188	0	0	0	0	0
Sco1	31.333333	0	188	0	0	0	0	0
S100a10	31.333333	0	188	0	0	0	0	0
Prr12	31.333333	0	188	0	0	0	0	0
Ppp2r5c	31.333333	0	188	0	0	0	0	0
Mtmr10	31.333333	0	188	0	0	0	0	0
Jund	31.333333	0	188	0	0	0	0	0
Iqcn	31.333333	0	188	0	0	0	0	0
Gm5165	31.333333	0	188	0	0	0	0	0
Ctdp1	31.333333	0	114	0	74	0	0	0
Axdnd1	31.333333	0	188	0	0	0	0	0
Avl9	31.333333	0	188	0	0	0	0	0
Adprm	31.333333	0	188	0	0	0	0	0
Zfp26	31.166667	0	187	0	0	0	0	0
Zfp180	31.166667	0	187	0	0	0	0	0
Ubtd2	31.166667	0	187	0	0	0	0	0
Tsen2	31.166667	0	187	0	0	0	0	0
Stpg3	31.166667	0	187	0	0	0	0	0
Sp4	31.166667	0	187	0	0	0	0	0
Sf3b6	31.166667	0	187	0	0	0	0	0
Rpp40	31.166667	0	187	0	0	0	0	0
Pygo2	31.166667	0	187	0	0	0	0	0
Plaa	31.166667	0	187	0	0	0	0	0
P2rx6	31.166667	0	187	0	0	0	0	0
Nelfb	31.166667	0	187	0	0	0	0	0
Lrrc74b	31.166667	0	187	0	0	0	0	0
Gdf15	31.166667	0	187	0	0	0	0	0
Epor	31.166667	0	187	0	0	0	0	0
Cracr2a	31.166667	0	187	0	0	0	0	0
Arid4a	31.166667	0	187	0	0	0	0	0
Abcc1	31.166667	0	187	0	0	0	0	0
Ythdc1	31.000000	0	186	0	0	0	0	0
Plcxd2	31.000000	0	186	0	0	0	0	0
Hinfp	31.000000	0	0	0	186	0	0	0
Gm33887	31.000000	0	186	0	0	0	0	0
Fancd2	31.000000	0	186	0	0	0	0	0
Emc3	31.000000	0	186	0	0	0	0	0
Cdkn2a	31.000000	0	186	0	0	0	0	0
Capn5	31.000000	0	186	0	0	0	0	0
Calm1	31.000000	0	186	0	0	0	0	0
Atp23	31.000000	0	186	0	0	0	0	0
Zswim8	30.833333	0	185	0	0	0	0	0
Zdhhc24	30.833333	0	185	0	0	0	0	0
Tead4	30.833333	0	185	0	0	0	0	0
Ssh2	30.833333	0	185	0	0	0	0	0
Pde4a	30.833333	0	185	0	0	0	0	0
Paxx	30.833333	0	185	0	0	0	0	0
Mfsd5	30.833333	0	185	0	0	0	0	0
Mansc4	30.833333	0	185	0	0	0	0	0
Lman1	30.833333	0	185	0	0	0	0	0
Klhl42	30.833333	0	185	0	0	0	0	0
Gtdc1	30.833333	0	185	0	0	0	0	0
Fbxw4	30.833333	0	185	0	0	0	0	0
Eif2ak4	30.833333	0	185	0	0	0	0	0
Clic3	30.833333	0	185	0	0	0	0	0
Chchd1	30.833333	0	185	0	0	0	0	0
Actn3	30.833333	0	185	0	0	0	0	0
A130010J15Rik	30.833333	0	185	0	0	0	0	0
Zswim6	30.666667	0	184	0	0	0	0	0
Zfp771	30.666667	0	184	0	0	0	0	0
Tulp4	30.666667	0	184	0	0	0	0	0
Scrn2	30.666667	0	184	0	0	0	0	0
Nnt	30.666667	0	184	0	0	0	0	0
Map1b	30.666667	0	184	0	0	0	0	0
Gtf3c5	30.666667	0	184	0	0	0	0	0
Flna	30.666667	0	184	0	0	0	0	0
Fastkd1	30.666667	0	184	0	0	0	0	0
Cabin1	30.666667	0	184	0	0	0	0	0
Aga	30.666667	0	184	0	0	0	0	0
Wls	30.500000	0	183	0	0	0	0	0
Wbp11	30.500000	0	183	0	0	0	0	0
Vps28	30.500000	0	183	0	0	0	0	0
Ubtd1	30.500000	0	183	0	0	0	0	0
Trpm4	30.500000	0	183	0	0	0	0	0
Taf15	30.500000	0	183	0	0	0	0	0
Rpusd4	30.500000	0	183	0	0	0	0	0
Rpgrip1l	30.500000	0	183	0	0	0	0	0
Rp9	30.500000	0	183	0	0	0	0	0
Ralb	30.500000	0	183	0	0	0	0	0
Prdm10	30.500000	0	183	0	0	0	0	0
Nanp	30.500000	0	183	0	0	0	0	0
Mrps15	30.500000	0	183	0	0	0	0	0
Mms19	30.500000	0	183	0	0	0	0	0
Lrrc57	30.500000	0	183	0	0	0	0	0
Ints7	30.500000	0	183	0	0	0	0	0
Hps6	30.500000	0	183	0	0	0	0	0
Haus2	30.500000	0	183	0	0	0	0	0
Fto	30.500000	0	183	0	0	0	0	0
Fkbp9	30.500000	0	183	0	0	0	0	0
Fam118b	30.500000	0	183	0	0	0	0	0
Ets2	30.500000	0	183	0	0	0	0	0
Esyt2	30.500000	0	183	0	0	0	0	0
Eif4g3	30.500000	0	183	0	0	0	0	0
Eif3l	30.500000	0	183	0	0	0	0	0
Dtl	30.500000	0	183	0	0	0	0	0
Crtc1	30.500000	0	183	0	0	0	0	0
Cd274	30.500000	0	183	0	0	0	0	0
BC049715	30.500000	0	183	0	0	0	0	0
B4galt3	30.500000	0	183	0	0	0	0	0
Armh3	30.500000	0	183	0	0	0	0	0
Appbp2	30.500000	0	183	0	0	0	0	0
Alkbh5	30.500000	0	183	0	0	0	0	0
Add3	30.500000	0	183	0	0	0	0	0
Ufsp1	30.333333	0	182	0	0	0	0	0
Tubgcp5	30.333333	0	182	0	0	0	0	0
Ttll5	30.333333	0	182	0	0	0	0	0
Tha1	30.333333	0	182	0	0	0	0	0
Tada2a	30.333333	0	182	0	0	0	0	0
Rnf32	30.333333	0	182	0	0	0	0	0
Pebp1	30.333333	0	182	0	0	0	0	0
Impact	30.333333	0	182	0	0	0	0	0
Haus1	30.333333	0	182	0	0	0	0	0
Got1	30.333333	0	182	0	0	0	0	0
Fez2	30.333333	0	182	0	0	0	0	0
Erg28	30.333333	0	182	0	0	0	0	0
Dctn4	30.333333	0	182	0	0	0	0	0
Cth	30.333333	0	182	0	0	0	0	0
Cnpy3	30.333333	0	182	0	0	0	0	0
Atxn3	30.333333	0	182	0	0	0	0	0
Zfp930	30.166667	0	181	0	0	0	0	0
Zfp786	30.166667	0	181	0	0	0	0	0
Zfp398	30.166667	0	181	0	0	0	0	0
Txlna	30.166667	0	181	0	0	0	0	0
Topors	30.166667	0	181	0	0	0	0	0
Timm13	30.166667	0	181	0	0	0	0	0
St6galnac6	30.166667	0	181	0	0	0	0	0
Smim27	30.166667	0	181	0	0	0	0	0
Sf3b2	30.166667	0	181	0	0	0	0	0
Scaf11	30.166667	0	181	0	0	0	0	0
Rrp9	30.166667	0	181	0	0	0	0	0
Parp3	30.166667	0	181	0	0	0	0	0
Lmtk2	30.166667	0	181	0	0	0	0	0
Itga6	30.166667	0	181	0	0	0	0	0
Hemk1	30.166667	0	181	0	0	0	0	0
H1f0	30.166667	0	181	0	0	0	0	0
Gcat	30.166667	0	181	0	0	0	0	0
Gal3st3	30.166667	0	181	0	0	0	0	0
Fndc3b	30.166667	0	181	0	0	0	0	0
Eif4enif1	30.166667	0	74	107	0	0	0	0
Arid3b	30.166667	0	0	0	181	0	0	0
6430571L13Rik	30.166667	0	181	0	0	0	0	0
Tpm2	30.000000	0	180	0	0	0	0	0
Tax1bp3	30.000000	0	180	0	0	0	0	0
Ss18l1	30.000000	0	180	0	0	0	0	0
Psma7	30.000000	0	180	0	0	0	0	0
Nutf2	30.000000	0	180	0	0	0	0	0
Itpa	30.000000	0	180	0	0	0	0	0
Impa2	30.000000	0	180	0	0	0	0	0
Imp4	30.000000	0	180	0	0	0	0	0
Idh3b	30.000000	0	180	0	0	0	0	0
Emc6	30.000000	0	180	0	0	0	0	0
Elp6	30.000000	0	180	0	0	0	0	0
Ddrgk1	30.000000	0	180	0	0	0	0	0
Ccdc115	30.000000	0	180	0	0	0	0	0
Zfat	29.833333	0	179	0	0	0	0	0
Zbtb41	29.833333	0	179	0	0	0	0	0
Xpc	29.833333	0	179	0	0	0	0	0
Tubb5	29.833333	0	179	0	0	0	0	0
Terf2	29.833333	0	179	0	0	0	0	0
Stt3a	29.833333	0	179	0	0	0	0	0
Rps6kc1	29.833333	0	179	0	0	0	0	0
Rpia	29.833333	0	179	0	0	0	0	0
Phospho1	29.833333	0	179	0	0	0	0	0
Phb2	29.833333	0	179	0	0	0	0	0
Pcnp	29.833333	0	179	0	0	0	0	0
Pcbd1	29.833333	0	179	0	0	0	0	0
Pank3	29.833333	0	179	0	0	0	0	0
Nubp1	29.833333	0	179	0	0	0	0	0
Mdc1	29.833333	0	179	0	0	0	0	0
Lsm3	29.833333	0	179	0	0	0	0	0
Iws1	29.833333	0	179	0	0	0	0	0
Hpdl	29.833333	0	179	0	0	0	0	0
Herc4	29.833333	0	179	0	0	0	0	0
Gjb3	29.833333	0	179	0	0	0	0	0
Emg1	29.833333	0	179	0	0	0	0	0
Elf2	29.833333	0	179	0	0	0	0	0
Dtx4	29.833333	0	179	0	0	0	0	0
Ciao2b	29.833333	0	179	0	0	0	0	0
Atxn7l3b	29.833333	0	179	0	0	0	0	0
Adprh	29.833333	0	179	0	0	0	0	0
Wbp1	29.666667	0	178	0	0	0	0	0
Vps33b	29.666667	0	178	0	0	0	0	0
Vapa	29.666667	0	178	0	0	0	0	0
Ube2cbp	29.666667	0	178	0	0	0	0	0
Tyw3	29.666667	0	178	0	0	0	0	0
Tom1l1	29.666667	0	178	0	0	0	0	0
Tnk2	29.666667	0	178	0	0	0	0	0
Tmem250-ps	29.666667	0	178	0	0	0	0	0
Tmbim1	29.666667	0	178	0	0	0	0	0
Tent5b	29.666667	0	178	0	0	0	0	0
Slc46a1	29.666667	0	178	0	0	0	0	0
Serf1	29.666667	0	178	0	0	0	0	0
Rnf113a1	29.666667	0	178	0	0	0	0	0
Rce1	29.666667	0	178	0	0	0	0	0
Rcc2	29.666667	0	178	0	0	0	0	0
Onecut3	29.666667	0	178	0	0	0	0	0
Nudt16l1	29.666667	0	178	0	0	0	0	0
Ndufa1	29.666667	0	178	0	0	0	0	0
Mta2	29.666667	0	178	0	0	0	0	0
Ino80b	29.666667	0	178	0	0	0	0	0
Inip	29.666667	0	178	0	0	0	0	0
Frat1	29.666667	0	178	0	0	0	0	0
Dop1a	29.666667	0	178	0	0	0	0	0
Ctc1	29.666667	0	178	0	0	0	0	0
Cryz	29.666667	0	178	0	0	0	0	0
Cdc25b	29.666667	0	178	0	0	0	0	0
Cacnb2	29.666667	0	178	0	0	0	0	0
Bdp1	29.666667	0	178	0	0	0	0	0
Ap5z1	29.666667	0	178	0	0	0	0	0
Zfp553	29.500000	0	177	0	0	0	0	0
Tent5d	29.500000	0	177	0	0	0	0	0
Slbp	29.500000	0	177	0	0	0	0	0
Rfc4	29.500000	0	177	0	0	0	0	0
Rbm33	29.500000	0	177	0	0	0	0	0
Rangrf	29.500000	0	177	0	0	0	0	0
Pcid2	29.500000	0	177	0	0	0	0	0
Nkap	29.500000	0	177	0	0	0	0	0
Myl12a	29.500000	0	177	0	0	0	0	0
Mtg2	29.500000	0	177	0	0	0	0	0
Mrps33	29.500000	0	177	0	0	0	0	0
Isg20	29.500000	0	177	0	0	0	0	0
Hars2	29.500000	0	177	0	0	0	0	0
Hars	29.500000	0	177	0	0	0	0	0
Gk5	29.500000	0	177	0	0	0	0	0
Ddx50	29.500000	0	177	0	0	0	0	0
Cul4a	29.500000	0	177	0	0	0	0	0
Bmpr2	29.500000	0	177	0	0	0	0	0
Apobec3	29.500000	0	177	0	0	0	0	0
Anapc4	29.500000	0	177	0	0	0	0	0
2610002M06Rik	29.500000	0	177	0	0	0	0	0
Tsnax	29.333333	0	176	0	0	0	0	0
Tra2a	29.333333	0	176	0	0	0	0	0
Tmem59	29.333333	0	176	0	0	0	0	0
Tmem50a	29.333333	0	176	0	0	0	0	0
Tmco1	29.333333	0	176	0	0	0	0	0
Tceanc2	29.333333	0	176	0	0	0	0	0
Snap47	29.333333	0	176	0	0	0	0	0
Shoc2	29.333333	0	176	0	0	0	0	0
Sfxn5	29.333333	0	176	0	0	0	0	0
Pcyox1	29.333333	0	176	0	0	0	0	0
Micall2	29.333333	0	176	0	0	0	0	0
Jmjd4	29.333333	0	176	0	0	0	0	0
Gsn	29.333333	0	176	0	0	0	0	0
Fig4	29.333333	0	176	0	0	0	0	0
Fancl	29.333333	0	176	0	0	0	0	0
Fam98a	29.333333	0	176	0	0	0	0	0
Elac2	29.333333	0	176	0	0	0	0	0
Edem2	29.333333	0	176	0	0	0	0	0
Clcf1	29.333333	0	176	0	0	0	0	0
Bbip1	29.333333	0	176	0	0	0	0	0
Ak9	29.333333	0	176	0	0	0	0	0
Zscan22	29.166667	0	175	0	0	0	0	0
Uqcr11	29.166667	0	175	0	0	0	0	0
Txlng	29.166667	0	175	0	0	0	0	0
Sdf2l1	29.166667	0	175	0	0	0	0	0
Rmnd5a	29.166667	0	175	0	0	0	0	0
Rbm28	29.166667	0	175	0	0	0	0	0
Poglut2	29.166667	0	175	0	0	0	0	0
Pld3	29.166667	0	175	0	0	0	0	0
Pinx1	29.166667	0	175	0	0	0	0	0
Pick1	29.166667	0	175	0	0	0	0	0
Pde12	29.166667	0	175	0	0	0	0	0
Ogfod3	29.166667	0	175	0	0	0	0	0
Nup210	29.166667	0	175	0	0	0	0	0
Naf1	29.166667	0	175	0	0	0	0	0
Mafk	29.166667	0	175	0	0	0	0	0
Hexdc	29.166667	0	175	0	0	0	0	0
Fbxo30	29.166667	0	175	0	0	0	0	0
Bivm	29.166667	0	175	0	0	0	0	0
Anxa4	29.166667	0	175	0	0	0	0	0
Ankle1	29.166667	0	175	0	0	0	0	0
Acsf3	29.166667	0	175	0	0	0	0	0
2310022A10Rik	29.166667	0	175	0	0	0	0	0
Zfp568	29.000000	0	174	0	0	0	0	0
Zfp2	29.000000	0	174	0	0	0	0	0
Zfp111	29.000000	0	174	0	0	0	0	0
Tnfsf9	29.000000	0	174	0	0	0	0	0
Tbc1d24	29.000000	0	174	0	0	0	0	0
Stx12	29.000000	0	174	0	0	0	0	0
Slc38a2	29.000000	0	174	0	0	0	0	0
Sh2d4b	29.000000	0	174	0	0	0	0	0
Sft2d1	29.000000	0	174	0	0	0	0	0
Serp1	29.000000	0	174	0	0	0	0	0
Prpf4b	29.000000	0	174	0	0	0	0	0
Ntn3	29.000000	0	174	0	0	0	0	0
Macir	29.000000	0	174	0	0	0	0	0
Maats1	29.000000	0	174	0	0	0	0	0
Idi1	29.000000	0	174	0	0	0	0	0
Gpr19	29.000000	0	174	0	0	0	0	0
Gpi1	29.000000	0	174	0	0	0	0	0
Fchsd2	29.000000	0	174	0	0	0	0	0
Epcam	29.000000	0	174	0	0	0	0	0
Eloc	29.000000	0	174	0	0	0	0	0
Eif2a	29.000000	0	174	0	0	0	0	0
Dscc1	29.000000	0	174	0	0	0	0	0
Cox17	29.000000	0	174	0	0	0	0	0
Btn1a1	29.000000	0	174	0	0	0	0	0
Akap8	29.000000	0	174	0	0	0	0	0
Actr2	29.000000	0	174	0	0	0	0	0
Zc3h4	28.833333	0	173	0	0	0	0	0
Zbtb7a	28.833333	0	173	0	0	0	0	0
Timm50	28.833333	0	173	0	0	0	0	0
Tfip11	28.833333	0	173	0	0	0	0	0
Rsph3b	28.833333	0	173	0	0	0	0	0
Rhoq	28.833333	0	173	0	0	0	0	0
Ndst1	28.833333	0	173	0	0	0	0	0
Mib1	28.833333	0	173	0	0	0	0	0
Lig4	28.833333	0	173	0	0	0	0	0
Exosc10	28.833333	0	173	0	0	0	0	0
Esco2	28.833333	0	0	0	173	0	0	0
Clip2	28.833333	0	173	0	0	0	0	0
Cebpzos	28.833333	0	173	0	0	0	0	0
Ccdc25	28.833333	0	0	0	173	0	0	0
Bcl7b	28.833333	0	173	0	0	0	0	0
Ap5s1	28.833333	0	173	0	0	0	0	0
Abhd13	28.833333	0	173	0	0	0	0	0
9530077C05Rik	28.833333	0	173	0	0	0	0	0
Zcchc2	28.666667	0	172	0	0	0	0	0
Zbtb3	28.666667	0	172	0	0	0	0	0
Tyw1	28.666667	0	172	0	0	0	0	0
Trim23	28.666667	0	172	0	0	0	0	0
Trappc13	28.666667	0	172	0	0	0	0	0
Spo11	28.666667	0	172	0	0	0	0	0
Spdye4b	28.666667	0	172	0	0	0	0	0
Shld3	28.666667	0	172	0	0	0	0	0
Sbds	28.666667	0	172	0	0	0	0	0
Rfc5	28.666667	0	172	0	0	0	0	0
Rbak	28.666667	0	172	0	0	0	0	0
Rab11fip2	28.666667	0	172	0	0	0	0	0
Polr3k	28.666667	0	172	0	0	0	0	0
Polr2g	28.666667	0	172	0	0	0	0	0
Polg	28.666667	0	172	0	0	0	0	0
Mrpl40	28.666667	0	172	0	0	0	0	0
Marcks	28.666667	0	172	0	0	0	0	0
Lman2	28.666667	0	172	0	0	0	0	0
Homer2	28.666667	0	0	0	0	0	172	0
Hira	28.666667	0	172	0	0	0	0	0
Gnptab	28.666667	0	172	0	0	0	0	0
Clpsl2	28.666667	0	172	0	0	0	0	0
Ckap2l	28.666667	0	172	0	0	0	0	0
Carm1	28.666667	0	172	0	0	0	0	0
Capn15	28.666667	0	172	0	0	0	0	0
Zeb1	28.500000	0	171	0	0	0	0	0
Ubb	28.500000	0	171	0	0	0	0	0
Tssc4	28.500000	0	171	0	0	0	0	0
Tnfsf13	28.500000	0	171	0	0	0	0	0
Thra	28.500000	0	171	0	0	0	0	0
Tesmin	28.500000	0	171	0	0	0	0	0
Senp3	28.500000	0	171	0	0	0	0	0
Rchy1	28.500000	0	171	0	0	0	0	0
Ppp1r8	28.500000	0	171	0	0	0	0	0
Phtf1	28.500000	0	171	0	0	0	0	0
Mrps36	28.500000	0	171	0	0	0	0	0
Kptn	28.500000	0	171	0	0	0	0	0
Hmox1	28.500000	0	171	0	0	0	0	0
Hbegf	28.500000	0	171	0	0	0	0	0
Gm51425	28.500000	0	171	0	0	0	0	0
Cyp20a1	28.500000	0	171	0	0	0	0	0
Coa6	28.500000	0	171	0	0	0	0	0
Cdpf1	28.500000	0	171	0	0	0	0	0
Ccdc134	28.500000	0	171	0	0	0	0	0
Zfp446	28.333333	0	170	0	0	0	0	0
Vps35	28.333333	0	170	0	0	0	0	0
Uevld	28.333333	0	170	0	0	0	0	0
Ubxn4	28.333333	0	170	0	0	0	0	0
Txnrd1	28.333333	0	170	0	0	0	0	0
Tiam2	28.333333	0	170	0	0	0	0	0
Tbp	28.333333	0	170	0	0	0	0	0
Tango6	28.333333	0	170	0	0	0	0	0
Sorbs2	28.333333	0	170	0	0	0	0	0
Sap30	28.333333	0	170	0	0	0	0	0
S1pr2	28.333333	0	170	0	0	0	0	0
Psmb1	28.333333	0	170	0	0	0	0	0
Ppie	28.333333	0	170	0	0	0	0	0
Pigbos1	28.333333	0	170	0	0	0	0	0
Pigb	28.333333	0	170	0	0	0	0	0
Pfn3	28.333333	0	170	0	0	0	0	0
Pclaf	28.333333	0	170	0	0	0	0	0
Orc6	28.333333	0	170	0	0	0	0	0
Nagpa	28.333333	0	170	0	0	0	0	0
Mfsd3	28.333333	0	170	0	0	0	0	0
M6pr	28.333333	0	170	0	0	0	0	0
Kat2a	28.333333	0	170	0	0	0	0	0
Hspb9	28.333333	0	170	0	0	0	0	0
Gpt	28.333333	0	170	0	0	0	0	0
Fut1	28.333333	0	170	0	0	0	0	0
Fktn	28.333333	0	170	0	0	0	0	0
Fgf21	28.333333	0	170	0	0	0	0	0
Eed	28.333333	0	170	0	0	0	0	0
Ctps	28.333333	0	170	0	0	0	0	0
Coa7	28.333333	0	170	0	0	0	0	0
Zfp81	28.166667	0	169	0	0	0	0	0
Zfp384	28.166667	0	169	0	0	0	0	0
Zfp184	28.166667	0	169	0	0	0	0	0
Ubxn1	28.166667	0	169	0	0	0	0	0
Trim27	28.166667	0	169	0	0	0	0	0
Tjp3	28.166667	0	169	0	0	0	0	0
Srp54c	28.166667	0	169	0	0	0	0	0
Srp54b	28.166667	0	169	0	0	0	0	0
Psmc2	28.166667	0	169	0	0	0	0	0
Psd4	28.166667	0	169	0	0	0	0	0
Prrg4	28.166667	0	169	0	0	0	0	0
Pip5k1c	28.166667	0	169	0	0	0	0	0
Ndufa5	28.166667	0	169	0	0	0	0	0
Kpna1	28.166667	0	169	0	0	0	0	0
Dnajc2	28.166667	0	169	0	0	0	0	0
Dmap1	28.166667	0	169	0	0	0	0	0
D230025D16Rik	28.166667	0	169	0	0	0	0	0
Cuedc1	28.166667	0	169	0	0	0	0	0
Asb15	28.166667	0	169	0	0	0	0	0
Ak3	28.166667	0	169	0	0	0	0	0
Adnp2	28.166667	0	169	0	0	0	0	0
Aco1	28.166667	0	169	0	0	0	0	0
Unc45a	28.000000	0	168	0	0	0	0	0
Ubr7	28.000000	0	168	0	0	0	0	0
Sms	28.000000	0	168	0	0	0	0	0
Rbm15	28.000000	0	168	0	0	0	0	0
Prdx3	28.000000	0	168	0	0	0	0	0
Ogfod1	28.000000	0	168	0	0	0	0	0
Nudt21	28.000000	0	168	0	0	0	0	0
Lemd2	28.000000	0	168	0	0	0	0	0
Hddc3	28.000000	0	168	0	0	0	0	0
Gon7	28.000000	0	168	0	0	0	0	0
Gm20604	28.000000	0	168	0	0	0	0	0
Ggps1	28.000000	0	168	0	0	0	0	0
Foxred2	28.000000	0	168	0	0	0	0	0
Dph2	28.000000	0	168	0	0	0	0	0
Cry1	28.000000	0	0	0	168	0	0	0
Ccdc77	28.000000	0	168	0	0	0	0	0
Atp6v0b	28.000000	0	168	0	0	0	0	0
Arid4b	28.000000	0	168	0	0	0	0	0
Ankfy1	28.000000	0	168	0	0	0	0	0
Acy1	28.000000	0	168	0	0	0	0	0
Acaa2	28.000000	0	168	0	0	0	0	0
Abcf2	28.000000	0	168	0	0	0	0	0
Vps37a	27.833333	0	167	0	0	0	0	0
Tufm	27.833333	0	167	0	0	0	0	0
Traf7	27.833333	0	167	0	0	0	0	0
Tmbim4	27.833333	0	167	0	0	0	0	0
Stk19	27.833333	0	167	0	0	0	0	0
Smchd1	27.833333	0	167	0	0	0	0	0
Pgm1	27.833333	0	167	0	0	0	0	0
Nupl2	27.833333	0	167	0	0	0	0	0
Mlh3	27.833333	0	167	0	0	0	0	0
Mideas	27.833333	0	167	0	0	0	0	0
Kcnq5	27.833333	0	167	0	0	0	0	0
Ints13	27.833333	0	167	0	0	0	0	0
H4c6	27.833333	0	167	0	0	0	0	0
H1f3	27.833333	0	167	0	0	0	0	0
Fgfr1op2	27.833333	0	167	0	0	0	0	0
Dxo	27.833333	0	167	0	0	0	0	0
Cnot7	27.833333	0	167	0	0	0	0	0
Camkk2	27.833333	0	167	0	0	0	0	0
Trappc5	27.666667	0	166	0	0	0	0	0
Thap4	27.666667	0	166	0	0	0	0	0
Ssb	27.666667	0	166	0	0	0	0	0
Ppp4r3a	27.666667	0	166	0	0	0	0	0
Pgam5	27.666667	0	166	0	0	0	0	0
Nub1	27.666667	0	166	0	0	0	0	0
Kbtbd6	27.666667	0	166	0	0	0	0	0
Fcor	27.666667	0	166	0	0	0	0	0
Fancc	27.666667	0	166	0	0	0	0	0
Etv4	27.666667	0	166	0	0	0	0	0
Elovl1	27.666667	0	166	0	0	0	0	0
Eif1ax	27.666667	0	166	0	0	0	0	0
Dnajc25	27.666667	0	166	0	0	0	0	0
Dlgap4	27.666667	0	166	0	0	0	0	0
Clptm1l	27.666667	0	166	0	0	0	0	0
Ccz1	27.666667	0	166	0	0	0	0	0
Atxn7l3	27.666667	0	166	0	0	0	0	0
Atg4b	27.666667	0	166	0	0	0	0	0
9930021J03Rik	27.666667	0	166	0	0	0	0	0
Zcchc4	27.500000	0	165	0	0	0	0	0
Zc3h11a	27.500000	0	165	0	0	0	0	0
Zbed6	27.500000	0	165	0	0	0	0	0
Tmem60	27.500000	0	165	0	0	0	0	0
Tia1	27.500000	0	165	0	0	0	0	0
Slc16a1	27.500000	0	165	0	0	0	0	0
