Target_genes	Meis1|Average	SRX1056342|416B	SRX10065381|Choroid_Plexus	SRX9090997|Embryoid_Bodies	SRX9090998|Embryoid_Bodies	SRX9090999|Embryoid_Bodies	SRX170714|Embryonic_trunk	SRX20233053|Ganglionic_eminence	SRX21310614|Heart	SRX21310615|Heart	SRX21310621|Heart	SRX21310622|Heart	SRX7299483|Heart	SRX7299484|Heart	SRX7299485|Heart	SRX7821061|Hematopoietic_progenitors	SRX1939446|Lymphoid-primed_multipotent_progenitors	SRX310204|Mast_Cells	SRX442881|MEF	SRX442882|MEF	SRX442883|MEF	SRX625488|MEF	SRX625490|MEF	SRX1035389|mESC_derived_haematopoietic_progenitor	SRX475272|MLL-AF9_leukemic_cell	SRX475273|MLL-AF9_leukemic_cell	SRX475274|MLL-AF9_leukemic_cell	SRX475275|MLL-AF9_leukemic_cell	SRX110438|Myeloblastic_cell_lines	SRX110441|Myeloblastic_cell_lines	SRX319739|Myeloid_leukemia	SRX745813|Optic_cups	SRX101594|P19	SRX1824745|P19	SRX1824746|P19	SRX1824747|P19	SRX1824748|P19	SRX1824749|P19	SRX1824750|P19	SRX435084|Superior_Cervical_Ganglion	SRX3730254|Trophoblast_stem_cells	SRX3730281|Trophoblast_stem_cells	SRX10012093|VOT-E36	STRING
Ckap5	13.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU018091	13.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0
Zfp444	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc3	13.285714	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	221	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Saysd1	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	125	93	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm14	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	186	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Pigp	13.285714	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	221	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Nfyb	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	220	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0
Map3k7	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	118	0	0	0	0	166	0	0	0	0	0	0	0	158	0	0	0
Kmt2e	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	210	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0
Gm21992	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	186	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Ebf1	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0
Dhx37	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	237	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0
2410141K09Rik	13.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0
Topors	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	223	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0
Syt2	13.261905	0	0	110	207	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim27	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	223	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0
Slco2b1	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	122	0	138	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Rsbn1l	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	254	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm10	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	271	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prox1	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	143	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0
Pnrc1	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	161	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Ndufb11	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	271	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncoa2	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	188	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0
Lsamp	13.261905	0	0	0	148	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0
Igfbp3	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Col13a1	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn1c	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bicdl2	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	185	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0
Asnsd1	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asdurf	13.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubl5	13.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	216	0	0	0	0	0	0	0	213	0	0	0
Tmem8b	13.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	104	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a3	13.238095	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scube1	13.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0
Psme4	13.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp6	13.238095	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1513	13.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxyd3	13.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0
Fbxl12	13.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	216	0	0	0	0	0	0	0	213	0	0	0
Fam221b	13.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	104	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem14a	13.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	137	0	0	0	0	83	0	0	0	0	0	0	0	98	0	0	0
Supt5	13.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	211	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0
Sirt6	13.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgmb	13.214286	0	100	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	200	0	0	0
Itga9	13.214286	0	0	0	0	0	0	0	0	0	0	0	172	226	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap97	13.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd24	13.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610318N02Rik	13.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	156	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Oprm1	13.190476	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpc6	13.190476	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a2	13.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca5	13.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	173	0	0	0	0	104	0	0	0	0	0	0	0	93	0	0	0
Slc12a9	13.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	249	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Rest	13.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	225	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Olfr462	13.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q4	13.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam76a	13.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erlec1	13.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	175	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0
Ccne2	13.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	183	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Asb3	13.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	175	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0
Arhgef25	13.166667	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	173	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
Rnpep	13.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	145	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Pole3	13.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	182	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Cp	13.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	213	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0
Ccdc154	13.142857	0	0	0	242	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Adgrf5	13.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	177	0	0	257	0	0	0
4933430I17Rik	13.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	182	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Washc2	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	158	0	206	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Smad5	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	156	0	0	0	0	110	0	0	0	0	0	0	0	94	0	0	0
Setdb2	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	192	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Rimbp3	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	259	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Otud7b	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	148	0	216	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0
Ifngr2	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	113	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45935	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	192	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Glipr2	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cab39l	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	192	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
Acadvl	13.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	203	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0
Zfp652	13.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb22	13.095238	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapbp	13.095238	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn3	13.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	206	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Ptgfr	13.095238	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sned1	13.071429	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	114	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Slc25a36	13.071429	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	128	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Phf21a	13.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	156	0	0	0	0	0	0	0	290	0	0	0
Gtf3c4	13.071429	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx31	13.071429	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cstf2t	13.071429	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	171	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox10	13.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	13.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	212	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps50	13.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnc	13.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0
Snx12	13.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	73	0	175	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0
Serpinb8	13.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhog	13.047619	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepacam2	13.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam174c	13.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	122	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clpx	13.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carns1	13.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagap1	13.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	281	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a6	13.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	0
Snx6	13.023810	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip4k2c	13.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	243	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Olfr1151	13.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	0
Cops6	13.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	178	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0
Prss50	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypd4	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc2	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctn4	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	205	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0
Sucla2	12.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	206	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Spink8	12.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Procr	12.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r11	12.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	296	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
Paip2	12.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	190	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtif3	12.976190	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grk5	12.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	180	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0
Slc28a2	12.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	195	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0
Ska3	12.952381	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prf1	12.952381	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	144	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Mrpl57	12.952381	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btn1a1	12.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2d	12.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	251	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0
Mtg2	12.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl3	12.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	162	0	0	0	0	0	0	0	262	0	0	0
Dpep2	12.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	192	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd23	12.928571	0	0	0	0	0	0	0	0	0	0	0	194	174	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcirg1	12.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sncaip	12.904762	0	0	148	202	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbtps1	12.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	191	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Foxd3	12.904762	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l3	12.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	285	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn1l	12.904762	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	177	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0
Tmem150a	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0
Tex26	12.880952	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	157	0	0	0
Stx12	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a16	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	309	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
