Target_genes	Mybl1|Average	SRX10052064|Testis	SRX1764251|Testis	SRX1764252|Testis	SRX244353|Testis	STRING
Kat7	554.500000	1573	0	155	490	0
Sfmbt2	553.000000	1823	0	90	299	0
Atp6v0e2	552.000000	1819	0	0	389	0
Kifc5b	551.750000	1834	0	107	266	0
Xpo5	551.500000	966	0	149	1091	0
Polh	551.500000	966	0	149	1091	0
Hnrnpul1	551.500000	1695	0	157	354	0
Angel1	550.250000	751	0	0	1450	0
Sub1	549.750000	1523	0	0	676	0
Ttbk2	549.500000	1964	0	0	234	0
Myl6b	549.250000	1581	0	186	430	0
Myl6	549.250000	1581	0	186	430	0
Fam241a	549.000000	1292	0	237	667	0
Fem1al	548.750000	1713	0	0	482	0
Pafah2	548.000000	1888	0	132	172	0
Poteg	547.250000	1863	0	0	326	0
Dmwd	546.750000	2055	0	0	132	0
Ptpn20	546.500000	1734	0	0	452	0
Pcdhgb6	546.250000	1759	0	0	426	0
Pcdhga10	546.250000	1759	0	0	426	0
1700029P11Rik	546.250000	1712	0	139	334	0
Gm3629	545.750000	1584	0	119	480	0
Usp9y	545.250000	2181	0	0	0	0
Shcbp1l	545.000000	1213	0	157	810	0
Ankrd53	545.000000	1995	0	0	185	0
Galc	544.750000	1463	0	127	589	0
Ep400	544.500000	1499	0	79	600	0
Tbc1d25	543.750000	1978	0	0	197	0
Pbp2	543.750000	1537	0	162	476	0
Sil1	543.500000	2174	0	0	0	0
Cetn1	543.500000	1842	0	0	332	0
Pex12	543.250000	1566	0	204	403	0
Ap2b1	543.250000	1566	0	204	403	0
Fus	542.500000	1464	0	92	614	0
Mesp1	541.750000	1896	0	0	271	0
Akr1b3	541.750000	1902	0	0	265	0
Cdk11b	541.250000	2038	0	0	127	0
Osbpl9	541.000000	1889	0	0	275	0
Lancl1	539.500000	1924	0	0	234	0
Fam122c	539.500000	1686	0	146	326	0
Fam122b	539.500000	1686	0	146	326	0
Nop9	539.000000	1836	0	0	320	0
Dhrs1	539.000000	1836	0	0	320	0
Spag6	538.500000	2070	0	0	84	0
Fdft1	538.500000	1794	0	0	360	0
Zfp711	538.250000	1501	0	127	525	0
Jpt1	536.250000	1766	0	132	247	0
Sytl3	536.000000	1746	0	159	239	0
Fzr1	536.000000	1596	0	123	425	0
Dynlt1f	536.000000	1746	0	159	239	0
Dynlt1c	536.000000	1746	0	159	239	0
Pbrm1	535.250000	1913	0	0	228	0
Tcstv3	533.750000	0	0	0	2135	0
Hilpda	533.750000	2135	0	0	0	0
Dut	533.000000	1608	0	147	377	0
Kpna2	532.750000	1160	151	255	565	0
Gm13889	532.750000	2005	0	0	126	0
Mfsd14b	532.000000	1955	0	0	173	0
Cops3	532.000000	1690	0	0	438	0
Trp53inp2	531.500000	1952	0	0	174	0
Tyw1	531.250000	1963	0	0	162	0
Sbds	531.250000	1963	0	0	162	0
Phf20	530.250000	1274	0	176	671	0
Cdk5rap3	528.250000	1649	0	0	464	0
Dap3	528.000000	1406	0	137	569	0
Usp11	527.750000	1678	0	0	433	0
Senp1	527.500000	1605	0	103	402	0
Pfkm	527.500000	1605	0	103	402	0
Prkcsh	525.500000	2102	0	0	0	0
Fabp9	525.500000	1857	0	0	245	0
Ccdc151	525.500000	2102	0	0	0	0
Mea1	525.250000	1839	0	0	262	0
Klhdc3	525.250000	1839	0	0	262	0
Atr	525.000000	665	0	259	1176	0
1700065D16Rik	525.000000	665	0	259	1176	0
Selenof	524.500000	1959	0	0	139	0
Rasal2	524.500000	1783	0	0	315	0
Mfn2	524.500000	1698	0	178	222	0
Hs2st1	524.500000	1959	0	0	139	0
Ezh2	524.500000	1463	0	138	497	0
Pak4	523.000000	1546	0	0	546	0
Shmt1	522.250000	1827	0	0	262	0
Cul4b	522.250000	1987	0	0	102	0
Zfp54	521.750000	1767	0	0	320	0
Otud6b	521.250000	1885	0	0	200	0
Kif20a	520.750000	1528	168	111	276	0
Brd8	520.750000	1528	168	111	276	0
Rab28	520.250000	1461	79	165	376	0
Zfp668	519.000000	1824	0	0	252	0
Zfp646	519.000000	1824	0	0	252	0
Hnrnpl	519.000000	1216	0	159	701	0
Gm14625	519.000000	1849	0	0	227	0
Ddx5	519.000000	1454	0	0	622	0
Cep95	519.000000	1454	0	0	622	0
Tmem145	518.750000	1707	0	0	368	0
Rsph3a	518.750000	1621	0	167	287	0
Prr19	518.750000	1707	0	0	368	0
Pafah1b3	518.750000	1707	0	0	368	0
Ankrd63	518.750000	1854	0	0	221	0
Trappc1	518.250000	1571	111	101	290	0
Setd5	518.250000	1861	0	0	212	0
Kcnab3	518.250000	1571	111	101	290	0
Cntrob	518.250000	1571	111	101	290	0
Tmem127	518.000000	1877	0	0	195	0
Ciao1	518.000000	1877	0	0	195	0
Tbp	517.250000	1653	0	135	281	0
Psmb1	517.250000	1653	0	135	281	0
Icmt	516.500000	1543	0	0	523	0
Pbdc1	515.750000	1836	0	0	227	0
Kcnu1	515.000000	1865	0	0	195	0
Ash2l	515.000000	1865	0	0	195	0
Pom121	514.750000	870	143	131	915	0
Pan2	514.750000	1863	0	0	196	0
Acot7	514.750000	160	0	298	1601	0
Zfp438	514.250000	1816	0	0	241	0
Tmem126a	514.000000	1877	0	0	179	0
Suv39h1	513.750000	1837	0	0	218	0
Pias4	512.750000	1827	0	0	224	0
Hnrnpr	512.500000	1564	0	0	486	0
Cbl	512.250000	632	0	360	1057	0
Stard4	512.000000	1984	0	0	64	0
Stil	511.500000	1775	0	0	271	0
Slc38a11	511.500000	1906	0	0	140	0
Immt	511.500000	1600	0	0	446	0
Tfpt	510.750000	550	0	291	1202	0
Prpf31	510.750000	550	0	291	1202	0
Dnah14	510.250000	1578	0	0	463	0
Fsip2l	510.000000	2040	0	0	0	0
Zfp446	509.500000	1872	0	0	166	0
Haus1	509.500000	1502	0	0	536	0
Zfp217	509.250000	1248	0	0	789	0
Fntb	509.250000	1879	0	0	158	0
Nup50	509.000000	1854	0	0	182	0
Anks3	509.000000	1800	0	0	236	0
4930451G09Rik	509.000000	1800	0	0	236	0
Tra2b	508.750000	1503	0	143	389	0
Tssk6	508.500000	2034	0	0	0	0
Ndufa13	508.500000	2034	0	0	0	0
Acsl6	508.500000	1703	0	0	331	0
Kdm8	508.250000	1869	0	0	164	0
Pnma1	507.750000	1633	0	0	398	0
Ovol2	507.500000	1725	0	76	229	0
Hspa9	507.500000	1634	0	141	255	0
Eif4e	507.250000	1527	0	136	366	0
Mecp2	506.500000	1596	0	95	335	0
Magi2	505.750000	1700	0	151	172	0
Slc33a1	505.500000	1887	0	0	135	0
Odf4	505.000000	1596	0	181	243	0
Klf9	504.500000	1450	0	163	405	0
Eif3e	502.000000	668	0	173	1167	0
Tmem69	501.250000	918	0	205	882	0
Gpbp1l1	501.250000	918	0	205	882	0
Rmnd5b	501.000000	1869	0	0	135	0
Stk38	500.250000	1330	0	149	522	0
Morc2a	499.750000	1024	0	0	975	0
Leng8	499.750000	1739	0	0	260	0
Cmtm2a	499.750000	1662	0	0	337	0
Gmcl1	499.500000	1244	0	187	567	0
Lig3	498.750000	1669	0	211	115	0
Dnah17	497.500000	1163	0	271	556	0
Clasp1	497.500000	1686	0	0	304	0
Ptdss2	497.250000	1786	0	0	203	0
Yif1b	497.000000	1562	0	180	246	0
Dnaja3	496.000000	1845	0	0	139	0
Coro7	496.000000	1845	0	0	139	0
Raver1	495.750000	1785	0	0	198	0
Nuf2	495.750000	1728	0	0	255	0
Agbl3	495.500000	1711	0	138	133	0
Mgll	495.250000	1329	0	135	517	0
Fadd	495.250000	1784	0	0	197	0
Zfp382	494.750000	1224	0	0	755	0
Chd2	494.500000	1775	0	0	203	0
Tekt4	494.000000	1422	0	200	354	0
Ppp4r1	493.750000	1045	0	0	930	0
Cox8c	493.750000	1580	0	0	395	0
Yars	492.750000	1321	0	120	530	0
Smyd5	492.750000	1546	0	95	330	0
Smyd4	492.750000	1855	0	0	116	0
S100pbp	492.750000	1321	0	120	530	0
Rpa1	492.750000	1855	0	0	116	0
Ldhal6b	492.500000	1536	0	182	252	0
Txndc12	492.250000	1702	0	84	183	0
Exosc5	492.250000	1781	0	0	188	0
Btf3l4	492.250000	1702	0	84	183	0
Bckdha	492.250000	1781	0	0	188	0
Xpnpep3	492.000000	1737	81	0	150	0
St13	492.000000	1737	81	0	150	0
Zbed3	491.750000	1799	0	0	168	0
Wdr13	491.500000	1966	0	0	0	0
Pcdhgb5	491.000000	1624	0	0	340	0
Pcdhga9	491.000000	1624	0	0	340	0
Adam12	490.500000	1218	0	156	588	0
Nolc1	490.250000	1821	0	0	140	0
Gmfb	490.250000	1209	0	114	638	0
Ptms	489.500000	1515	0	125	318	0
Zfp644	488.500000	1607	0	0	347	0
Larp1b	488.500000	1255	0	239	460	0
Gm8439	488.500000	1080	0	0	874	0
9530068E07Rik	488.500000	1737	0	0	217	0
Pgk2	488.250000	1354	0	275	324	0
Fam178b	488.250000	1539	0	119	295	0
Ccdc158	488.250000	1290	0	124	539	0
Otud1	487.750000	518	150	140	1143	0
Fbxo5	487.500000	1689	0	0	261	0
Larp1	486.250000	701	97	184	963	0
Ascc3	486.250000	1601	0	163	181	0
Rprml	486.000000	1759	0	0	185	0
Luc7l2	485.500000	1475	0	179	288	0
Fam50b	485.500000	1792	0	0	150	0
Cfap65	485.250000	1688	0	0	253	0
Slc25a28	484.750000	1446	0	202	291	0
Atf2	484.750000	1435	0	240	264	0
Pigt	484.500000	1938	0	0	0	0
Spats2	484.250000	1731	0	0	206	0
Cnnm2	484.250000	1449	0	198	290	0
Bcl2l12	483.750000	1560	0	0	375	0
Rlf	483.000000	1786	0	0	146	0
Mknk2	483.000000	1647	0	0	285	0
Hoxa7	483.000000	1470	0	120	342	0
Hoxa3	483.000000	1470	0	120	342	0
Dnm3	483.000000	1304	0	187	441	0
Cfap73	483.000000	1421	0	214	297	0
Tmem45b	482.500000	1754	0	0	176	0
Slc25a54	482.500000	1487	0	0	443	0
Sycp2	482.000000	1525	0	0	403	0
Selenos	481.750000	1738	0	0	189	0
Tex30	479.250000	1280	135	161	341	0
Banp	478.750000	949	0	138	828	0
Trim37	478.000000	920	0	146	846	0
Mark2	478.000000	1530	0	115	267	0
Spink2	477.750000	1702	0	209	0	0
Thrap3	477.000000	1786	0	0	122	0
Kctd7	477.000000	1548	0	111	249	0
CK137956	476.500000	1609	0	0	297	0
Pknox1	476.250000	1040	0	120	745	0
Canx	476.000000	1365	0	203	336	0
4921524J17Rik	475.500000	1336	0	0	566	0
Ccdc85c	475.000000	1711	0	0	189	0
Cdk19	473.000000	1642	0	0	250	0
1700034J05Rik	472.750000	1496	0	129	266	0
Nudcd3	472.500000	1570	0	0	320	0
Nkrf	472.500000	1695	0	0	195	0
Anapc11	472.500000	1236	0	122	532	0
Alyref	472.500000	1236	0	122	532	0
Natd1	472.250000	1091	0	138	660	0
Mpp5	472.250000	1581	0	0	308	0
Id4	472.250000	1428	0	0	461	0
Gm3636	472.250000	1648	0	0	241	0
Vta1	472.000000	1629	0	0	259	0
Pramel1	472.000000	1748	0	0	140	0
Ube2d3	471.000000	1477	0	0	407	0
Gamt	470.750000	1051	0	118	714	0
Dazap1	470.750000	1051	0	118	714	0
Wdr62	470.500000	1480	0	0	402	0
Zbtb44	470.250000	149	0	246	1486	0
Ube2c	470.000000	1456	0	156	268	0
Zbtb49	469.750000	1035	0	279	565	0
Mbd6	469.750000	1252	122	162	343	0
Lyar	469.750000	1035	0	279	565	0
Ddit3	469.750000	1252	122	162	343	0
Cpt1b	469.750000	1344	0	0	535	0
Chkb	469.750000	1344	0	0	535	0
Spag17	469.500000	1652	0	0	226	0
Mcl1	469.250000	1179	0	125	573	0
Lrrc63	468.750000	1688	0	0	187	0
Lcp1	468.750000	1688	0	0	187	0
Nanos2	467.250000	1627	0	0	242	0
Mypop	467.250000	1627	0	0	242	0
Cd55b	466.750000	1527	0	0	340	0
Bub1b	466.500000	1573	0	153	140	0
Trim14	466.250000	1113	140	200	412	0
Olfr1275	466.250000	1644	0	0	221	0
Eif4b	466.250000	1390	0	147	328	0
A26c3	466.250000	1644	0	0	221	0
Pwwp3b	465.750000	1536	0	0	327	0
Ly6g5b	465.750000	1336	0	169	358	0
Gpank1	465.750000	1336	0	169	358	0
D17H6S53E	465.750000	1336	0	169	358	0
Csnk2b	465.750000	1336	0	169	358	0
Calm1	465.750000	1608	0	0	255	0
Tmem159	465.500000	1476	0	144	242	0
Exosc3	465.500000	1471	0	129	262	0
Racgap1	465.250000	1484	0	0	377	0
Fam53a	465.250000	1733	0	0	128	0
Ing3	465.000000	1731	0	0	129	0
Rbbp7	464.750000	1727	0	0	132	0
Ddx20	464.500000	447	0	0	1411	0
Vac14	464.250000	1362	0	83	412	0
Gm5617	464.000000	1588	0	0	268	0
Shq1	463.750000	1660	0	0	195	0
Mapk6	463.750000	870	0	187	798	0
Gnaz	463.750000	1600	0	0	255	0
Tbc1d13	462.250000	1345	0	0	504	0
Rfesd	462.250000	1725	0	0	124	0
Mpzl1	462.250000	1274	0	187	388	0
Calr	462.250000	1658	0	0	191	0
B3galnt2	461.750000	1626	0	0	221	0
Slc43a2	460.250000	1696	0	0	145	0
Wdtc1	460.000000	1286	0	154	400	0
Mat2a	459.750000	1144	0	118	577	0
Tfip11	459.250000	1691	0	0	146	0
Etfdh	459.250000	1165	0	165	507	0
4930579G24Rik	459.250000	1165	0	165	507	0
Oser1	458.250000	1651	0	0	182	0
Dcdc2a	458.250000	1673	0	0	160	0
Polr3k	457.750000	1753	0	0	78	0
Exo5	457.500000	1605	0	0	225	0
Asb1	457.500000	1383	0	127	320	0
Ift140	456.500000	1385	0	0	441	0
Cramp1l	456.500000	1385	0	0	441	0
Fkbp4	456.000000	1213	194	206	211	0
Ccdc166	456.000000	1485	0	0	339	0
Rbm6	455.750000	1460	0	0	363	0
Kbtbd6	455.750000	1671	0	0	152	0
Uggt2	455.250000	1682	0	0	139	0
Kat2a	455.250000	1546	0	0	275	0
Hspb9	455.250000	1546	0	0	275	0
Gpr62	455.000000	1385	0	94	341	0
Inpp5f	454.750000	1819	0	0	0	0
Arhgap20	454.750000	1327	0	158	334	0
Prc1	454.000000	1300	0	122	394	0
Rab11fip2	453.750000	1638	0	0	177	0
Fam221a	453.000000	1688	0	0	124	0
Gm1096	452.750000	1630	0	0	181	0
Sgms1	452.500000	1599	0	60	151	0
Stat2	452.000000	1808	0	0	0	0
Apof	452.000000	1808	0	0	0	0
Shprh	451.750000	1497	0	0	310	0
Tasor	451.500000	1621	0	0	185	0
Riok1	451.500000	1279	0	139	388	0
Cage1	451.500000	1279	0	139	388	0
Bloc1s4	451.250000	989	0	145	671	0
Atp6ap2	451.250000	1712	0	0	93	0
Tubb4b	451.000000	1506	0	117	181	0
H3f3b	451.000000	1529	0	0	275	0
Prss39	450.750000	1236	0	242	325	0
Dars	450.750000	1612	0	0	191	0
Usp8	450.000000	1467	0	0	333	0
Aggf1	449.750000	753	0	0	1046	0
Coq7	449.500000	1686	0	0	112	0
Tatdn2	448.500000	1577	0	107	110	0
Mrpl53	448.500000	1630	0	0	164	0
Dnhd1	448.500000	1640	0	0	154	0
Plekhf1	448.250000	1678	0	0	115	0
Rimbp3	448.000000	1326	0	242	224	0
Hsdl1	448.000000	1194	0	148	450	0
Dnaaf1	448.000000	1194	0	148	450	0
Sumo3	447.750000	1261	0	0	530	0
Gdpd1	447.750000	1535	0	0	256	0
Cltc	447.750000	1593	0	0	198	0
Slc35g3	447.500000	1665	0	0	125	0
Pwwp3a	447.500000	745	0	137	908	0
Polr2a	447.500000	1665	0	0	125	0
Sptbn1	447.000000	1611	0	0	177	0
Mroh2a	446.750000	1280	0	153	354	0
Ergic2	446.750000	1560	0	0	227	0
Dcun1d4	446.750000	1536	0	0	251	0
Gna11	446.000000	1266	0	186	332	0
Ptprs	445.500000	1582	0	0	200	0
Rbm46	445.250000	1258	0	0	523	0
Cdca4	445.250000	671	0	180	930	0
Ap4e1	445.000000	0	0	236	1544	0
Fktn	444.750000	1514	0	148	117	0
Mtfr1l	444.500000	1122	0	156	500	0
Mreg	444.250000	1320	0	0	457	0
Wipi1	444.000000	1621	0	0	155	0
Aurkb	443.000000	1450	0	98	224	0
Ppp3r2	442.750000	1320	0	0	451	0
Bsg	442.750000	1480	0	0	291	0
Spint2	442.500000	351	0	297	1122	0
Rorc	442.250000	1590	0	0	179	0
Gm5072	442.000000	1181	0	147	440	0
Dnajb12	441.750000	1363	0	0	404	0
Tssc4	441.500000	1648	0	0	118	0
Stpg4	441.500000	1766	0	0	0	0
Rtbdn	441.500000	1635	0	0	131	0
Ddx42	441.500000	1555	0	0	211	0
Ccdc47	441.500000	1555	0	0	211	0
Spag9	441.000000	0	0	256	1508	0
C2cd6	441.000000	1424	0	0	340	0
Bri3bp	440.750000	936	0	111	716	0
Clcn4	440.250000	1641	0	120	0	0
Ttc30a2	440.000000	1468	0	175	117	0
Ttc30a1	440.000000	1468	0	175	117	0
Hand1	439.500000	1664	0	0	94	0
Abhd4	439.250000	1635	0	0	122	0
Ralgps2	439.000000	433	0	180	1143	0
Tsga8	438.500000	1403	0	0	351	0
Eid2	438.250000	996	0	136	621	0
Cit	438.250000	1236	0	215	302	0
Srgn	437.750000	1751	0	0	0	0
Myorg	437.250000	1434	0	202	113	0
Slc13a5	436.750000	1618	0	0	129	0
Pde3b	436.750000	677	0	162	908	0
Spout1	436.500000	1555	0	0	191	0
Abcf1	436.500000	1321	0	129	296	0
Ufsp2	436.000000	1589	0	0	155	0
Pgam2	436.000000	1536	0	0	208	0
Dio2	436.000000	1549	0	0	195	0
1700029J07Rik	436.000000	1589	0	0	155	0
Slc4a8	435.500000	1618	0	124	0	0
Lnpk	435.250000	911	0	181	649	0
Lmnb1	435.000000	629	0	181	930	0
Ppan	434.250000	1382	0	144	211	0
Hnrnpa2b1	434.000000	1459	0	85	192	0
Ccdc7b	434.000000	1465	0	0	271	0
Ccdc7a	434.000000	1465	0	0	271	0
Cbx3	434.000000	1459	0	85	192	0
Ppp1cb	433.750000	1541	0	0	194	0
Arhgap35	433.750000	1215	0	118	402	0
Mllt10	433.500000	1124	0	0	610	0
Pnpla8	433.250000	1508	0	0	225	0
Akirin2	433.000000	1732	0	0	0	0
Nck1	432.750000	1013	0	124	594	0
Trap1	432.250000	1542	0	0	187	0
Pgap2	432.250000	1282	0	117	330	0
Nup98	432.250000	1282	0	117	330	0
Vkorc1l1	431.750000	1011	0	73	643	0
Nicn1	431.750000	1727	0	0	0	0
Mdm2	430.750000	914	0	185	624	0
Sae1	430.500000	1268	0	0	454	0
Setd4	430.250000	1385	0	83	253	0
Nup93	430.250000	753	0	0	968	0
Cbr1	430.250000	1385	0	83	253	0
Tnfaip1	430.000000	1584	0	0	136	0
Ift20	430.000000	1584	0	0	136	0
Siah2	429.750000	1176	0	187	356	0
Ddx46	429.750000	1309	0	0	410	0
Adprh	429.750000	1575	0	0	144	0
Gm5071	429.250000	1166	0	99	452	0
Ino80	429.000000	1302	0	0	414	0
Wapl	428.750000	1024	0	190	501	0
Ubap2	428.750000	1216	0	158	341	0
Ino80c	428.250000	1713	0	0	0	0
Ddx17	427.750000	1711	0	0	0	0
Diaph3	427.500000	1560	0	0	150	0
Haspin	427.000000	937	0	0	771	0
Gpx4	427.000000	1294	0	164	250	0
Shld1	426.750000	1707	0	0	0	0
Boll	426.000000	891	0	144	669	0
Cdc42ep4	425.750000	1378	0	0	325	0
Nupl2	425.500000	1449	0	0	253	0
Plag1	425.250000	1491	0	0	210	0
Olfr765	425.000000	969	0	0	731	0
Gnai3	425.000000	1210	0	202	288	0
Zfp943	424.750000	1437	0	0	262	0
Zfp942	424.750000	1437	0	0	262	0
Vwa2	424.500000	1629	0	0	69	0
Tmbim7	424.500000	1089	110	228	271	0
Mrs2	424.500000	1447	0	0	251	0
Ccar1	424.000000	1581	0	0	115	0
Pradc1	423.750000	1561	0	0	134	0
Cct7	423.750000	1561	0	0	134	0
Ints6	423.500000	804	0	129	761	0
Zfp944	422.500000	1460	0	0	230	0
Zfp758	422.500000	1460	0	0	230	0
Il3ra	422.500000	1556	0	0	134	0
Txndc17	421.750000	1374	0	0	313	0
Son	421.750000	1540	0	0	147	0
Prrt2	421.750000	1103	0	186	398	0
Pagr1a	421.750000	1103	0	186	398	0
Krtcap3	421.750000	1517	0	0	170	0
Gm36712	421.750000	1540	0	0	147	0
Gart	421.750000	1540	0	0	147	0
4933427D14Rik	421.750000	1374	0	0	313	0
Smarca4	421.500000	1234	0	92	360	0
Lca5	420.000000	1680	0	0	0	0
Frat2	420.000000	1313	0	0	367	0
Cbx1	420.000000	764	135	130	651	0
Arid2	419.000000	1334	0	114	228	0
Ercc4	418.750000	1675	0	0	0	0
Faah	418.500000	985	0	0	689	0
Stk17b	418.250000	950	0	104	619	0
Phrf1	418.250000	1275	86	132	180	0
Nup214	417.000000	1547	0	0	121	0
Psat1	416.750000	1667	0	0	0	0
Phf23	416.500000	1175	0	118	373	0
Dvl2	416.500000	1175	0	118	373	0
Lonrf3	416.250000	1665	0	0	0	0
Kcnmb4	415.500000	1295	0	0	367	0
Abhd17c	415.500000	1662	0	0	0	0
Tex261	415.250000	1243	0	0	418	0
Ppp1r7	415.250000	1345	0	0	316	0
Pask	415.250000	1345	0	0	316	0
Atxn7l3b	415.250000	1339	0	120	202	0
Lypd11	414.250000	1287	0	107	263	0
Tdrkh	413.750000	1419	0	0	236	0
Zfp398	413.500000	1383	0	0	271	0
Rpl27	413.500000	147	0	301	1206	0
Pebp1	413.000000	1524	0	0	128	0
Speer2	412.750000	1213	0	0	438	0
Ppp1r3f	412.500000	1422	0	0	228	0
Fmr1	412.500000	1393	0	0	257	0
Zfp143	412.250000	1074	0	186	389	0
Taf1d	412.250000	1475	0	0	174	0
Suz12	412.250000	1325	0	0	324	0
Prpf40a	412.250000	1489	0	0	160	0
Eps8l3	412.250000	1238	0	172	239	0
Arl6ip6	412.250000	1489	0	0	160	0
4931406C07Rik	412.250000	1475	0	0	174	0
Ndufa5	412.000000	1289	0	0	359	0
Asb15	412.000000	1289	0	0	359	0
Rasl2-9	411.750000	1433	0	0	214	0
Slc5a5	411.500000	1444	0	0	202	0
Rpl18a	411.500000	1444	0	0	202	0
Rcbtb2	411.500000	1413	0	0	233	0
Msl3	411.500000	1500	0	0	146	0
Adam18	411.500000	1373	0	0	273	0
Zfp597	411.250000	1497	0	0	148	0
Gnb2	411.250000	1489	0	0	156	0
Sox6	411.000000	1644	0	0	0	0
Fam160b1	411.000000	1517	0	0	127	0
Senp2	410.750000	1456	0	0	187	0
Mog	410.750000	1431	0	0	212	0
AA467197	410.750000	1334	0	0	309	0
Tbc1d5	410.250000	997	0	129	515	0
Sdccag8	410.250000	1482	0	0	159	0
Matr3	410.250000	1271	0	0	370	0
Cep170	410.250000	1482	0	0	159	0
Usp37	410.000000	1050	206	168	216	0
Tmem263	410.000000	1023	0	189	428	0
Rheb	410.000000	1127	0	173	340	0
Plcd4	410.000000	1050	206	168	216	0
Fhl4	410.000000	1023	0	189	428	0
Arhgef4	409.750000	1639	0	0	0	0
Mef2d	409.500000	1253	0	104	281	0
Zfp41	409.000000	1371	0	0	265	0
Pgrmc2	408.750000	1398	0	0	237	0
Fbf1	408.750000	1291	0	0	344	0
Dad1	408.750000	1635	0	0	0	0
Tc2n	408.250000	1351	0	0	282	0
Aldh9a1	407.750000	1467	0	0	164	0
2610524H06Rik	407.500000	1630	0	0	0	0
Tmem97	407.250000	1317	0	106	206	0
Mzf1	407.250000	1166	218	164	81	0
Slc22a21	406.750000	1439	0	0	188	0
Fam76b	406.250000	1325	0	0	300	0
Cep57	406.250000	1325	0	0	300	0
Asmt	406.000000	265	582	495	282	0
Tmem129	405.500000	1460	0	0	162	0
Tacc3	405.500000	1460	0	0	162	0
Rps27rt	405.500000	1392	0	0	230	0
Rab13	405.500000	1392	0	0	230	0
Gm4836	405.250000	1211	0	127	283	0
Gm14819	405.250000	1211	0	127	283	0
Gm14632	405.250000	1211	0	127	283	0
Gm10488	405.250000	1211	0	127	283	0
Gm10487	405.250000	1211	0	127	283	0
Gm10486	405.250000	1211	0	127	283	0
Gm10230	405.250000	1211	0	127	283	0
Gm10147	405.250000	1211	0	127	283	0
Gm10096	405.250000	1211	0	127	283	0
Gm10058	405.250000	1211	0	127	283	0
Bbs10	405.000000	1400	0	0	220	0
Ripk3	404.750000	1619	0	0	0	0
Amd2	404.750000	1014	0	0	605	0
Amd1	404.750000	1014	0	0	605	0
Adcy4	404.750000	1619	0	0	0	0
Pias1	404.500000	1345	0	0	273	0
Arrdc3	404.500000	1382	0	0	236	0
Myl1	403.750000	1381	0	0	234	0
Gas2l3	403.500000	1298	0	0	316	0
1700066M21Rik	403.250000	622	0	161	830	0
Smc1a	403.000000	1392	0	0	220	0
Slc9a5	403.000000	1488	0	0	124	0
Ribc1	403.000000	1392	0	0	220	0
Fhod1	403.000000	1488	0	0	124	0
Cox8a	403.000000	1190	0	130	292	0
Ankrd54	403.000000	1014	0	102	496	0
Rnf14	402.750000	1462	0	0	149	0
Icam5	402.500000	1280	0	0	330	0
Icam4	402.500000	1280	0	0	330	0
Gabarapl1	402.500000	1491	0	0	119	0
Aasdh	402.250000	1609	0	0	0	0
Tfap4	402.000000	536	104	166	802	0
Gm5142	402.000000	1454	0	0	154	0
Ankrd10	402.000000	1390	0	0	218	0
Amn1	401.250000	1356	0	0	249	0
Tcfl5	401.000000	1079	0	0	525	0
Vps33a	400.750000	1603	0	0	0	0
Stmn1	400.750000	896	0	154	553	0
Rpl10a	400.500000	1462	0	0	140	0
Wbp2	400.250000	1377	0	114	110	0
Incenp	400.000000	1080	0	101	419	0
Enox1	400.000000	1405	0	0	195	0
Zfp707	399.750000	1485	0	0	114	0
Ermp1	399.750000	1096	77	131	295	0
Clcn3	399.750000	1453	0	0	146	0
Ccdc117	399.750000	871	0	138	590	0
Spats1	399.500000	1598	0	0	0	0
Ppia	399.500000	689	0	105	804	0
Ywhaq	399.250000	1140	0	0	457	0
Depdc1b	399.000000	1425	0	0	171	0
Snx27	398.500000	1176	0	0	418	0
Cenpw	398.500000	1468	0	0	126	0
Sord	398.250000	1285	0	0	308	0
Naxe	398.250000	1392	0	0	201	0
Abhd17b	398.250000	486	0	118	989	0
1110059E24Rik	398.250000	486	0	118	989	0
Prps1l3	398.000000	1592	0	0	0	0
Mipol1	398.000000	1592	0	0	0	0
Agbl2	398.000000	1232	0	132	228	0
Fam107b	397.750000	1184	0	0	407	0
Dgcr8	397.750000	860	0	117	614	0
Ccs	397.750000	1494	0	0	97	0
Ccdc87	397.750000	1494	0	0	97	0
Slc25a40	396.750000	851	0	0	736	0
Dbf4	396.750000	851	0	0	736	0
Ywhaz	396.500000	441	0	132	1013	0
Spata32	396.500000	1184	0	182	220	0
Pde1c	396.500000	1406	0	0	180	0
Zfp688	396.000000	1410	0	0	174	0
Gm128	395.250000	1581	0	0	0	0
Tmem107	395.000000	1218	0	107	255	0
Pmaip1	394.750000	1281	0	0	298	0
Paqr8	394.500000	1174	0	179	225	0
Cnot1	394.000000	1060	0	0	516	0
Tk2	393.750000	749	0	132	694	0
Taf1c	393.750000	1403	0	0	172	0
Cklf	393.750000	749	0	132	694	0
Rapgef6	393.500000	1279	0	0	295	0
Piwil2	393.500000	1395	0	0	179	0
Oxr1	393.250000	1248	0	128	197	0
Man1b1	392.750000	1466	0	0	105	0
Plk1	392.500000	1252	0	0	318	0
Tctn1	391.750000	1567	0	0	0	0
Ankar	391.000000	1372	0	0	192	0
Ppat	390.750000	1245	0	186	132	0
Paics	390.750000	1245	0	186	132	0
Cdkn3	390.250000	1130	0	0	431	0
Fam227b	390.000000	1236	0	0	324	0
Dtwd1	390.000000	1236	0	0	324	0
