Target_genes	Egr1|Average	SRX12298591|B_cells	SRX10616114|Cerebellum	SRX10616115|Cerebellum	SRX122510|Dendritic_Cells	SRX122511|Dendritic_Cells	SRX122512|Dendritic_Cells	SRX122513|Dendritic_Cells	SRX9754949|Dendritic_Cells	SRX204724|Liver	SRX10616110|Prefrontal_Cortex	SRX10616111|Prefrontal_Cortex	STRING
Rcbtb2	45.363636	182	174	0	0	0	0	0	0	143	0	0	0
Mtss1	45.363636	319	0	0	0	0	0	0	0	180	0	0	0
Ak4	45.363636	0	202	0	0	0	0	0	0	297	0	0	0
Pard6a	45.272727	285	123	0	0	0	0	0	0	0	0	90	0
Mat2a	45.272727	68	118	0	0	0	0	0	0	0	137	175	0
Itpkc	45.272727	78	215	101	0	0	0	0	0	0	104	0	0
H1f4	45.272727	0	193	207	0	0	0	0	0	98	0	0	0
Coq8b	45.272727	78	215	101	0	0	0	0	0	0	104	0	0
Acd	45.272727	285	123	0	0	0	0	0	0	0	0	90	0
Abcb10	45.272727	108	205	185	0	0	0	0	0	0	0	0	0
Mgst3	45.181818	192	159	146	0	0	0	0	0	0	0	0	0
Hmgb1	45.181818	197	179	0	0	0	0	0	0	0	0	121	0
Zfp560	45.090909	0	113	288	0	0	0	0	0	0	95	0	0
Rrm1	45.090909	0	260	236	0	0	0	0	0	0	0	0	0
Rph3a	45.090909	0	144	352	0	0	0	0	0	0	0	0	0
Rnf145	45.090909	157	169	170	0	0	0	0	0	0	0	0	0
Mdm2	45.090909	166	226	0	0	0	0	0	0	0	0	104	0
Cep120	45.090909	171	203	122	0	0	0	0	0	0	0	0	0
Bloc1s2	45.090909	0	217	140	0	0	0	0	0	0	139	0	0
Arhgap20	45.090909	0	265	231	0	0	0	0	0	0	0	0	0
Zfp82	45.000000	178	154	163	0	0	0	0	0	0	0	0	0
Sec22b	45.000000	0	256	239	0	0	0	0	0	0	0	0	0
Ctdspl	45.000000	92	0	0	0	0	0	0	0	403	0	0	0
Set	44.909091	494	0	0	0	0	0	0	0	0	0	0	0
Pogz	44.909091	82	203	209	0	0	0	0	0	0	0	0	0
Gm20346	44.909091	363	0	0	0	0	0	0	0	131	0	0	0
Anp32a	44.909091	363	0	0	0	0	0	0	0	131	0	0	0
Tspan14	44.818182	170	0	125	0	0	0	0	0	198	0	0	0
Sp3	44.818182	121	182	104	0	0	0	0	86	0	0	0	0
Slc25a42	44.818182	493	0	0	0	0	0	0	0	0	0	0	0
Nmnat3	44.818182	224	0	0	0	0	0	0	0	202	0	67	0
Foxo3	44.818182	208	0	0	0	0	0	0	0	285	0	0	0
Brms1	44.818182	0	239	254	0	0	0	0	0	0	0	0	0
B4gat1	44.818182	0	239	254	0	0	0	0	0	0	0	0	0
Ube2f	44.727273	177	172	143	0	0	0	0	0	0	0	0	0
Tob2	44.636364	223	142	126	0	0	0	0	0	0	0	0	0
Pou4f1	44.636364	491	0	0	0	0	0	0	0	0	0	0	0
Kifc1	44.636364	313	0	0	0	0	0	0	0	178	0	0	0
Flcn	44.636364	193	167	131	0	0	0	0	0	0	0	0	0
Dynlrb1	44.636364	219	159	113	0	0	0	0	0	0	0	0	0
D3Ertd751e	44.636364	158	129	204	0	0	0	0	0	0	0	0	0
Arhgef7	44.636364	0	255	0	0	0	0	0	0	0	0	236	0
Zfp874a	44.545455	0	148	236	0	0	0	0	0	106	0	0	0
Slc25a51	44.545455	129	0	0	0	0	0	0	0	361	0	0	0
Mthfr	44.545455	263	0	105	0	0	0	0	0	122	0	0	0
Gbf1	44.545455	350	0	0	0	0	0	0	0	140	0	0	0
Foxk1	44.545455	490	0	0	0	0	0	0	0	0	0	0	0
Clcn6	44.545455	263	0	105	0	0	0	0	0	122	0	0	0
Adrm1	44.545455	198	187	0	0	0	0	0	0	0	105	0	0
Utp14a	44.454545	127	163	199	0	0	0	0	0	0	0	0	0
Terf1	44.454545	161	140	188	0	0	0	0	0	0	0	0	0
Slc25a17	44.454545	0	204	176	0	0	0	0	0	0	0	109	0
Sfpq	44.454545	489	0	0	0	0	0	0	0	0	0	0	0
Rora	44.454545	0	0	97	0	0	0	0	0	392	0	0	0
Aph1c	44.454545	155	0	0	0	0	0	0	0	334	0	0	0
Snrpb	44.363636	0	219	163	0	0	0	0	0	0	0	106	0
Pnrc2	44.363636	88	192	208	0	0	0	0	0	0	0	0	0
Maml1	44.363636	120	105	130	0	0	0	0	0	133	0	0	0
Llph	44.363636	0	131	235	0	0	0	0	0	0	0	122	0
BC024063	44.363636	0	96	295	0	0	0	0	0	0	97	0	0
Zbtb17	44.272727	237	250	0	0	0	0	0	0	0	0	0	0
Sem1	44.272727	0	262	225	0	0	0	0	0	0	0	0	0
Phf23	44.272727	176	0	171	0	0	0	0	0	140	0	0	0
Atp5k	44.272727	97	197	193	0	0	0	0	0	0	0	0	0
Arid2	44.272727	0	196	116	0	0	0	0	0	175	0	0	0
Serpina1c	44.181818	0	0	0	0	0	0	0	0	486	0	0	0
Junb	44.181818	120	0	0	0	0	0	0	0	366	0	0	0
Sec22c	44.090909	176	157	0	0	0	0	0	0	0	152	0	0
Kat6b	44.090909	485	0	0	0	0	0	0	0	0	0	0	0
Ivd	44.090909	226	101	158	0	0	0	0	0	0	0	0	0
Impa2	44.090909	92	0	0	0	0	0	0	0	393	0	0	0
Acmsd	44.090909	0	0	0	0	0	0	0	0	485	0	0	0
Zfp383	44.000000	0	155	193	0	0	0	0	0	136	0	0	0
Zfp27	44.000000	0	155	193	0	0	0	0	0	136	0	0	0
Yif1a	44.000000	341	0	0	0	0	0	0	0	143	0	0	0
Utp4	44.000000	0	193	162	0	0	0	0	0	0	0	129	0
Txndc11	44.000000	259	106	0	0	0	0	0	0	0	0	119	0
Tmem151a	44.000000	341	0	0	0	0	0	0	0	143	0	0	0
Selenoi	44.000000	484	0	0	0	0	0	0	0	0	0	0	0
Saal1	44.000000	0	225	259	0	0	0	0	0	0	0	0	0
Mettl21a	44.000000	0	174	198	0	0	0	0	0	0	112	0	0
Derpc	44.000000	0	193	162	0	0	0	0	0	0	0	129	0
Chtf8	44.000000	0	193	162	0	0	0	0	0	0	0	129	0
Cbfa2t3	44.000000	0	210	274	0	0	0	0	0	0	0	0	0
Psmc6	43.909091	0	0	0	0	0	0	0	0	483	0	0	0
Gpr146	43.909091	151	0	0	0	0	0	0	0	332	0	0	0
Zfp788	43.818182	0	235	247	0	0	0	0	0	0	0	0	0
Ubr5	43.818182	0	223	0	0	0	0	0	0	133	0	126	0
Trim68	43.818182	285	0	0	0	0	0	0	0	197	0	0	0
Snai3	43.818182	0	0	0	0	0	0	0	0	482	0	0	0
Smim13	43.818182	150	0	0	0	0	0	0	0	332	0	0	0
Slc43a2	43.818182	0	259	223	0	0	0	0	0	0	0	0	0
Qpct	43.818182	0	0	0	0	0	0	0	0	482	0	0	0
Ctnnb1	43.818182	482	0	0	0	0	0	0	0	0	0	0	0
Cisd2	43.818182	189	0	0	0	0	0	0	0	293	0	0	0
Bcar3	43.818182	0	0	0	0	0	0	0	0	482	0	0	0
Swi5	43.727273	197	0	284	0	0	0	0	0	0	0	0	0
Six5	43.727273	481	0	0	0	0	0	0	0	0	0	0	0
Golim4	43.727273	106	0	0	0	0	0	0	0	375	0	0	0
Golga2	43.727273	197	0	284	0	0	0	0	0	0	0	0	0
Ercc1	43.727273	107	145	229	0	0	0	0	0	0	0	0	0
Dcaf15	43.727273	481	0	0	0	0	0	0	0	0	0	0	0
Cenpe	43.727273	186	153	142	0	0	0	0	0	0	0	0	0
Cdpf1	43.727273	329	0	152	0	0	0	0	0	0	0	0	0
Atxn10	43.727273	481	0	0	0	0	0	0	0	0	0	0	0
Rsad2	43.636364	0	0	0	0	0	0	0	0	480	0	0	0
Rab3ip	43.636364	324	0	0	0	0	0	0	0	156	0	0	0
Pkp2	43.636364	0	0	0	0	0	0	0	0	480	0	0	0
Pgm1	43.636364	0	142	0	0	0	0	0	0	338	0	0	0
Itsn1	43.636364	139	0	0	0	0	0	0	0	341	0	0	0
Hspa14	43.636364	100	142	238	0	0	0	0	0	0	0	0	0
Cryzl1	43.636364	139	0	0	0	0	0	0	0	341	0	0	0
Cdnf	43.636364	100	142	238	0	0	0	0	0	0	0	0	0
Adnp2	43.636364	137	137	206	0	0	0	0	0	0	0	0	0
Wdr76	43.545455	0	179	172	0	0	0	0	0	128	0	0	0
Tmem69	43.545455	151	0	153	0	0	0	0	0	0	175	0	0
Snx30	43.545455	70	0	0	0	0	0	127	0	282	0	0	0
Nfatc3	43.545455	479	0	0	0	0	0	0	0	0	0	0	0
Mfap1a	43.545455	0	179	172	0	0	0	0	0	128	0	0	0
Kctd12	43.545455	195	0	0	0	0	0	0	0	284	0	0	0
Gpbp1l1	43.545455	151	0	153	0	0	0	0	0	0	175	0	0
Frs2	43.545455	85	0	0	0	0	0	0	0	394	0	0	0
Cox8a	43.545455	93	221	165	0	0	0	0	0	0	0	0	0
Actl6b	43.545455	0	140	132	0	0	0	0	0	0	101	106	0
Aak1	43.545455	110	154	215	0	0	0	0	0	0	0	0	0
Thbs1	43.454545	0	0	0	0	0	0	0	0	478	0	0	0
Plcb4	43.454545	0	166	312	0	0	0	0	0	0	0	0	0
Fam53a	43.454545	186	141	0	0	0	0	0	0	0	0	151	0
Usf2	43.363636	175	0	0	0	0	0	0	0	0	159	143	0
Tsc22d1	43.363636	139	128	210	0	0	0	0	0	0	0	0	0
Tesk2	43.363636	477	0	0	0	0	0	0	0	0	0	0	0
Rpl36	43.363636	0	196	144	0	0	0	0	0	0	0	137	0
Rarg	43.363636	0	133	0	0	0	0	0	0	344	0	0	0
Ran	43.363636	232	123	0	0	0	0	0	0	122	0	0	0
Micos13	43.363636	0	196	144	0	0	0	0	0	0	0	137	0
Mgat4a	43.363636	0	191	286	0	0	0	0	0	0	0	0	0
Eef1aknmt	43.363636	0	171	170	0	0	0	0	0	0	0	136	0
Ctps	43.363636	477	0	0	0	0	0	0	0	0	0	0	0
Cox7a2	43.363636	100	172	205	0	0	0	0	0	0	0	0	0
Cgn	43.363636	0	0	87	0	0	0	0	0	390	0	0	0
Cep55	43.363636	0	0	0	0	0	0	236	0	241	0	0	0
Ap2s1	43.363636	118	181	178	0	0	0	0	0	0	0	0	0
Zfp84	43.272727	87	209	180	0	0	0	0	0	0	0	0	0
Uchl5	43.272727	74	139	160	0	0	0	0	0	0	103	0	0
Ro60	43.272727	74	139	160	0	0	0	0	0	0	103	0	0
Pbx2	43.272727	140	0	0	0	0	0	0	0	336	0	0	0
Lmo4	43.272727	104	0	0	0	0	0	0	0	372	0	0	0
Kansl3	43.272727	476	0	0	0	0	0	0	0	0	0	0	0
Jazf1	43.272727	0	0	0	0	0	0	0	0	476	0	0	0
Gsr	43.272727	0	0	0	0	0	0	193	0	283	0	0	0
Gpsm3	43.272727	140	0	0	0	0	0	0	0	336	0	0	0
Fer1l5	43.272727	476	0	0	0	0	0	0	0	0	0	0	0
Csad	43.272727	0	114	0	0	0	0	0	0	362	0	0	0
Tnip2	43.181818	150	0	0	0	0	0	0	0	325	0	0	0
Syn2	43.181818	0	0	0	0	0	0	133	0	342	0	0	0
Napepld	43.181818	125	204	0	0	0	0	0	0	0	146	0	0
Mal2	43.181818	0	0	0	0	0	0	0	0	475	0	0	0
Etfdh	43.181818	254	94	127	0	0	0	0	0	0	0	0	0
4930579G24Rik	43.181818	254	94	127	0	0	0	0	0	0	0	0	0
Taldo1	43.090909	0	163	311	0	0	0	0	0	0	0	0	0
Rhob	43.090909	324	0	0	0	0	0	0	0	0	150	0	0
Mlycd	43.090909	94	161	219	0	0	0	0	0	0	0	0	0
Atxn7l3	43.090909	349	125	0	0	0	0	0	0	0	0	0	0
Scyl3	43.000000	0	256	217	0	0	0	0	0	0	0	0	0
Mtmr14	43.000000	185	139	149	0	0	0	0	0	0	0	0	0
Epc1	43.000000	0	128	226	0	0	0	0	0	0	0	119	0
Dux	43.000000	127	0	0	0	0	0	0	346	0	0	0	0
Ccnt2	43.000000	236	0	112	0	0	0	0	0	125	0	0	0
Tmem101	42.909091	0	0	121	0	0	0	0	0	351	0	0	0
Maged1	42.909091	0	221	251	0	0	0	0	0	0	0	0	0
Ltn1	42.909091	155	107	210	0	0	0	0	0	0	0	0	0
Gm10710	42.909091	0	0	0	0	0	0	0	0	472	0	0	0
Ecsit	42.909091	80	239	153	0	0	0	0	0	0	0	0	0
D5Ertd579e	42.909091	157	161	0	0	0	0	0	0	154	0	0	0
Kif3b	42.818182	0	204	188	0	0	0	0	0	0	79	0	0
Zcchc3	42.727273	107	148	0	0	0	0	0	0	215	0	0	0
Prkn	42.727273	0	202	268	0	0	0	0	0	0	0	0	0
Pacrg	42.727273	0	202	268	0	0	0	0	0	0	0	0	0
Inpp5e	42.727273	134	142	0	0	0	0	0	0	194	0	0	0
Fhad1	42.727273	0	0	0	0	0	0	0	0	470	0	0	0
Clba1	42.727273	470	0	0	0	0	0	0	0	0	0	0	0
Ap1b1	42.727273	136	0	132	0	0	0	0	0	202	0	0	0
6820408C15Rik	42.727273	107	148	0	0	0	0	0	0	215	0	0	0
Rsph3a	42.636364	113	209	147	0	0	0	0	0	0	0	0	0
Prim2	42.636364	0	192	277	0	0	0	0	0	0	0	0	0
Ints8	42.636364	0	207	262	0	0	0	0	0	0	0	0	0
Bphl	42.636364	0	161	204	0	0	0	0	0	0	104	0	0
Mfsd14b	42.545455	0	229	239	0	0	0	0	0	0	0	0	0
Zfp612	42.454545	0	188	154	0	0	0	0	0	125	0	0	0
Psmc4	42.454545	327	0	140	0	0	0	0	0	0	0	0	0
Pfdn1	42.454545	129	154	184	0	0	0	0	0	0	0	0	0
Lor	42.454545	0	0	0	0	0	0	0	0	467	0	0	0
Cs	42.454545	325	0	0	0	0	0	0	0	142	0	0	0
Zfp97	42.363636	129	0	0	0	0	0	0	0	337	0	0	0
Zfp473	42.363636	148	168	150	0	0	0	0	0	0	0	0	0
Vrk3	42.363636	148	168	150	0	0	0	0	0	0	0	0	0
Limk2	42.363636	340	0	126	0	0	0	0	0	0	0	0	0
Endod1	42.363636	0	209	257	0	0	0	0	0	0	0	0	0
Zbtb7a	42.272727	159	0	0	0	0	0	0	0	306	0	0	0
Unc13a	42.272727	134	0	0	0	0	0	0	0	331	0	0	0
Tmem50b	42.272727	139	0	0	0	0	0	0	0	326	0	0	0
Smchd1	42.272727	0	231	0	0	0	0	0	0	0	131	103	0
Rbmx2	42.272727	0	241	224	0	0	0	0	0	0	0	0	0
Lrp1	42.272727	0	187	278	0	0	0	0	0	0	0	0	0
Klc1	42.272727	0	229	0	0	0	0	0	0	0	114	122	0
Jak3	42.272727	134	0	0	0	0	0	0	0	331	0	0	0
Zfp101	42.181818	146	111	207	0	0	0	0	0	0	0	0	0
Tceanc	42.181818	209	0	122	0	0	0	0	0	133	0	0	0
Slc5a3	42.181818	464	0	0	0	0	0	0	0	0	0	0	0
Sh3glb1	42.181818	322	0	0	0	0	0	0	0	142	0	0	0
Sh2d5	42.181818	126	174	164	0	0	0	0	0	0	0	0	0
Mrps6	42.181818	464	0	0	0	0	0	0	0	0	0	0	0
Mbtps2	42.181818	0	215	249	0	0	0	0	0	0	0	0	0
Max	42.181818	464	0	0	0	0	0	0	0	0	0	0	0
Aftph	42.181818	271	0	0	0	0	0	0	0	193	0	0	0
Stard3nl	42.090909	96	173	0	0	0	0	0	0	0	0	194	0
Ppia	42.090909	463	0	0	0	0	0	0	0	0	0	0	0
Hsd11b1	42.090909	0	0	178	0	0	0	0	0	285	0	0	0
Vwa8	42.000000	0	214	0	0	0	0	0	0	0	119	129	0
Ubap2l	42.000000	462	0	0	0	0	0	0	0	0	0	0	0
Tmem263	42.000000	462	0	0	0	0	0	0	0	0	0	0	0
Syngap1	42.000000	244	131	87	0	0	0	0	0	0	0	0	0
Snrpa1	42.000000	0	276	186	0	0	0	0	0	0	0	0	0
Polrmt	42.000000	344	118	0	0	0	0	0	0	0	0	0	0
Fhl4	42.000000	462	0	0	0	0	0	0	0	0	0	0	0
Cuta	42.000000	244	131	87	0	0	0	0	0	0	0	0	0
4933434E20Rik	42.000000	462	0	0	0	0	0	0	0	0	0	0	0
Usp39	41.909091	0	123	135	0	0	0	0	0	98	105	0	0
Srp72	41.909091	461	0	0	0	0	0	0	0	0	0	0	0
Pfdn2	41.909091	0	209	154	0	0	0	0	0	98	0	0	0
Nit1	41.909091	0	209	154	0	0	0	0	0	98	0	0	0
Faim2	41.909091	0	150	311	0	0	0	0	0	0	0	0	0
Creb1	41.909091	158	109	0	0	0	0	0	0	194	0	0	0
Atg16l2	41.909091	176	175	110	0	0	0	0	0	0	0	0	0
0610030E20Rik	41.909091	0	123	135	0	0	0	0	0	98	105	0	0
Zfp933	41.818182	0	111	209	0	0	0	0	0	0	0	140	0
Zfp2	41.818182	0	0	0	0	0	0	0	0	460	0	0	0
Ywhaq	41.818182	138	160	162	0	0	0	0	0	0	0	0	0
Rab3a	41.818182	286	0	174	0	0	0	0	0	0	0	0	0
Nfu1	41.818182	87	170	203	0	0	0	0	0	0	0	0	0
Esyt1	41.818182	178	0	0	0	0	0	0	0	282	0	0	0
Syt12	41.727273	0	0	0	0	0	0	0	0	459	0	0	0
Smc3	41.727273	236	124	99	0	0	0	0	0	0	0	0	0
Sec11a	41.727273	97	171	191	0	0	0	0	0	0	0	0	0
Rnd1	41.727273	0	217	242	0	0	0	0	0	0	0	0	0
Gria4	41.727273	0	193	266	0	0	0	0	0	0	0	0	0
Ankar	41.727273	0	0	0	0	0	0	0	459	0	0	0	0
Mapk3	41.636364	268	0	0	0	0	0	0	0	190	0	0	0
Ccdc61	41.636364	458	0	0	0	0	0	0	0	0	0	0	0
Rufy2	41.545455	0	216	241	0	0	0	0	0	0	0	0	0
Nedd4l	41.545455	129	0	0	0	0	0	0	0	328	0	0	0
Map7	41.545455	0	120	100	0	0	0	0	0	237	0	0	0
Selenbp1	41.454545	0	0	0	0	0	0	0	0	456	0	0	0
Rpl13	41.454545	0	176	280	0	0	0	0	0	0	0	0	0
Elmo2	41.454545	456	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	41.454545	323	133	0	0	0	0	0	0	0	0	0	0
Zfp61	41.363636	0	217	238	0	0	0	0	0	0	0	0	0
Txndc12	41.363636	145	116	0	0	0	0	0	0	194	0	0	0
Tnfaip3	41.363636	208	119	128	0	0	0	0	0	0	0	0	0
Timm23	41.363636	0	186	166	0	0	0	0	0	0	0	103	0
Snrpd3	41.363636	116	132	207	0	0	0	0	0	0	0	0	0
Ppp1r13b	41.363636	128	153	0	0	0	0	0	0	174	0	0	0
Pmpca	41.363636	147	175	0	0	0	0	0	0	0	133	0	0
Pdzd8	41.363636	111	167	0	0	0	0	0	0	0	0	177	0
Parg	41.363636	0	186	166	0	0	0	0	0	0	0	103	0
Kank2	41.363636	95	239	121	0	0	0	0	0	0	0	0	0
Gucd1	41.363636	116	132	207	0	0	0	0	0	0	0	0	0
Ezh1	41.363636	193	153	109	0	0	0	0	0	0	0	0	0
Entr1	41.363636	147	175	0	0	0	0	0	0	0	133	0	0
Btf3l4	41.363636	145	116	0	0	0	0	0	0	194	0	0	0
Bcar1	41.363636	0	0	0	0	0	0	0	0	455	0	0	0
Zfp526	41.272727	334	0	120	0	0	0	0	0	0	0	0	0
Zfp318	41.272727	336	0	0	0	0	0	118	0	0	0	0	0
Rpl10	41.272727	105	156	193	0	0	0	0	0	0	0	0	0
Rab22a	41.272727	243	0	0	0	0	0	0	0	211	0	0	0
Prkca	41.272727	254	200	0	0	0	0	0	0	0	0	0	0
Ly6e	41.272727	0	0	0	0	0	0	0	0	454	0	0	0
Dedd2	41.272727	334	0	120	0	0	0	0	0	0	0	0	0
Agmat	41.272727	0	0	0	0	0	0	0	0	454	0	0	0
Zfp516	41.181818	162	0	148	0	0	0	0	0	143	0	0	0
Stam2	41.181818	268	0	0	0	0	0	0	0	0	106	79	0
Sh2b1	41.181818	87	166	200	0	0	0	0	0	0	0	0	0
Rims3	41.181818	0	196	257	0	0	0	0	0	0	0	0	0
Gorasp2	41.181818	129	238	0	0	0	0	0	0	0	0	86	0
Ushbp1	41.090909	0	163	289	0	0	0	0	0	0	0	0	0
Synj2bp	41.090909	0	234	218	0	0	0	0	0	0	0	0	0
Orm1	41.090909	0	0	0	0	0	0	0	0	452	0	0	0
Gm20498	41.090909	0	234	218	0	0	0	0	0	0	0	0	0
Babam1	41.090909	0	163	289	0	0	0	0	0	0	0	0	0
Aspscr1	41.090909	127	0	0	0	0	0	0	0	325	0	0	0
Zfp672	41.000000	127	156	168	0	0	0	0	0	0	0	0	0
Tysnd1	41.000000	0	153	165	0	0	0	0	0	0	0	133	0
Pcdh1	41.000000	0	0	0	0	0	0	0	0	451	0	0	0
Mapt	41.000000	143	183	0	0	0	0	0	0	0	0	125	0
Arap2	41.000000	134	0	0	0	0	0	0	0	317	0	0	0
Xpot	40.909091	107	148	0	0	0	0	0	0	195	0	0	0
Nbeal1	40.909091	210	0	240	0	0	0	0	0	0	0	0	0
Cnnm3	40.909091	338	0	0	0	0	0	0	0	112	0	0	0
Cd44	40.909091	276	0	0	0	0	0	0	174	0	0	0	0
Tgfbr1	40.818182	205	0	0	0	0	0	0	0	244	0	0	421
Stpg3	40.818182	166	128	155	0	0	0	0	0	0	0	0	0
Stard4	40.818182	240	82	127	0	0	0	0	0	0	0	0	0
Plag1	40.818182	449	0	0	0	0	0	0	0	0	0	0	0
Nudt13	40.818182	273	0	0	0	0	0	0	0	176	0	0	0
Nprl2	40.818182	357	0	92	0	0	0	0	0	0	0	0	0
Nelfb	40.818182	166	128	155	0	0	0	0	0	0	0	0	0
Gnat1	40.818182	0	0	0	0	0	0	0	0	449	0	0	0
Cyb561d2	40.818182	357	0	92	0	0	0	0	0	0	0	0	0
Ctdsp1	40.818182	267	83	99	0	0	0	0	0	0	0	0	0
Cdkn2aip	40.818182	165	164	120	0	0	0	0	0	0	0	0	0
Aifm1	40.818182	342	0	107	0	0	0	0	0	0	0	0	0
Tmtc3	40.727273	0	174	274	0	0	0	0	0	0	0	0	0
Rubcn	40.727273	143	0	154	0	0	0	0	0	151	0	0	0
Rela	40.727273	174	99	175	0	0	0	0	0	0	0	0	0
Iqch	40.727273	343	105	0	0	0	0	0	0	0	0	0	0
Derl1	40.727273	0	225	0	0	0	0	0	0	223	0	0	0
Cep290	40.727273	0	174	274	0	0	0	0	0	0	0	0	0
Cap1	40.727273	214	0	134	0	0	0	0	0	0	100	0	0
Aagab	40.727273	343	105	0	0	0	0	0	0	0	0	0	0
Insig1	40.636364	109	224	0	0	0	0	0	0	0	0	114	0
Azin1	40.636364	104	197	146	0	0	0	0	0	0	0	0	0
Alkbh6	40.636364	447	0	0	0	0	0	0	0	0	0	0	0
Ercc2	40.545455	446	0	0	0	0	0	0	0	0	0	0	0
Slc66a2	40.454545	120	109	126	0	0	0	0	0	90	0	0	0
Hrg	40.454545	0	0	0	0	0	0	0	0	445	0	0	0
Ddx1	40.454545	0	177	153	0	0	0	0	0	0	0	115	0
Cbr3	40.454545	0	0	0	0	0	0	0	284	161	0	0	0
Vps37b	40.363636	0	160	0	0	0	0	0	0	78	91	115	0
Styx	40.363636	189	0	0	0	0	0	0	0	255	0	0	0
Nufip2	40.363636	153	0	291	0	0	0	0	0	0	0	0	0
Dcaf7	40.363636	444	0	0	0	0	0	0	0	0	0	0	0
Metrnl	40.272727	133	0	0	0	0	0	0	0	310	0	0	0
Bhlhe41	40.272727	160	105	90	0	0	0	0	0	0	0	88	0
Tmem115	40.181818	231	0	0	0	0	0	0	0	211	0	0	0
Pld3	40.181818	127	136	179	0	0	0	0	0	0	0	0	0
Akirin1	40.181818	442	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	40.181818	127	136	179	0	0	0	0	0	0	0	0	0
Zswim9	40.090909	325	0	0	0	0	0	0	0	116	0	0	0
Zmpste24	40.090909	0	180	261	0	0	0	0	0	0	0	0	0
Wdr3	40.090909	0	0	136	0	0	0	0	0	223	82	0	0
Tspan31	40.090909	0	0	0	0	0	0	0	0	441	0	0	0
Pcgf5	40.090909	0	323	0	0	0	0	0	0	0	0	118	0
Mab21l1	40.090909	0	206	235	0	0	0	0	0	0	0	0	0
Lig1	40.090909	325	0	0	0	0	0	0	0	116	0	0	0
Dusp2	40.090909	441	0	0	0	0	0	0	0	0	0	0	0
Astl	40.090909	441	0	0	0	0	0	0	0	0	0	0	0
Tatdn3	40.000000	0	146	294	0	0	0	0	0	0	0	0	0
Prpf40b	40.000000	241	0	0	0	0	0	0	0	199	0	0	0
Nsl1	40.000000	0	146	294	0	0	0	0	0	0	0	0	0
Invs	40.000000	78	206	156	0	0	0	0	0	0	0	0	0
Gm960	40.000000	223	108	0	0	0	0	0	0	109	0	0	0
Foxk2	40.000000	440	0	0	0	0	0	0	0	0	0	0	0
Erp44	40.000000	78	206	156	0	0	0	0	0	0	0	0	0
Csnk1d	40.000000	0	191	102	0	0	0	0	0	0	0	147	0
Clmn	40.000000	0	0	0	0	0	0	0	0	440	0	0	0
Itpr1	39.909091	190	0	0	0	0	0	0	0	249	0	0	0
Eri3	39.909091	439	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt4-ece2	39.909091	0	168	271	0	0	0	0	0	0	0	0	0
Eef1akmt4	39.909091	0	168	271	0	0	0	0	0	0	0	0	0
Cnnm2	39.909091	439	0	0	0	0	0	0	0	0	0	0	0
Cep192	39.909091	439	0	0	0	0	0	0	0	0	0	0	0
Alg3	39.909091	0	168	271	0	0	0	0	0	0	0	0	0
Abcc4	39.909091	158	0	0	0	0	0	97	0	184	0	0	0
A630095N17Rik	39.909091	286	0	153	0	0	0	0	0	0	0	0	0
Rpl30	39.818182	0	189	154	0	0	0	0	0	0	95	0	0
Kcnc3	39.818182	0	169	269	0	0	0	0	0	0	0	0	0
Setd1b	39.727273	0	165	272	0	0	0	0	0	0	0	0	0
Emd	39.727273	0	124	189	0	0	0	0	0	0	0	124	0
Ccp110	39.727273	106	0	0	0	0	0	0	0	331	0	0	0
Zfhx2	39.636364	103	118	215	0	0	0	0	0	0	0	0	0
Wdr37	39.636364	0	142	294	0	0	0	0	0	0	0	0	0
Thtpa	39.636364	103	118	215	0	0	0	0	0	0	0	0	0
Rpap3	39.636364	0	251	185	0	0	0	0	0	0	0	0	0
Rbm17	39.636364	0	262	0	0	0	0	0	0	0	0	174	0
Pus3	39.636364	96	186	154	0	0	0	0	0	0	0	0	0
Pigt	39.636364	0	210	226	0	0	0	0	0	0	0	0	0
Nxf1	39.636364	142	0	0	0	0	0	96	0	105	0	93	0
Ddx25	39.636364	96	186	154	0	0	0	0	0	0	0	0	0
Ccdc174	39.636364	128	113	195	0	0	0	0	0	0	0	0	0
Bloc1s6	39.636364	138	133	165	0	0	0	0	0	0	0	0	0
Zfp382	39.545455	133	168	0	0	0	0	0	0	0	0	134	0
Tpra1	39.545455	0	0	0	0	0	0	0	0	435	0	0	0
Rnls	39.545455	72	118	245	0	0	0	0	0	0	0	0	0
N4bp2	39.545455	0	0	0	0	0	0	0	0	435	0	0	0
Fbxl3	39.545455	435	0	0	0	0	0	0	0	0	0	0	0
Zfp330	39.454545	115	120	0	0	0	0	0	0	199	0	0	0
Tubg2	39.454545	138	0	182	0	0	0	0	0	0	114	0	0
Tbc1d19	39.454545	0	194	240	0	0	0	0	0	0	0	0	0
Rab2a	39.454545	0	186	161	0	0	0	0	0	0	0	87	0
Gripap1	39.454545	139	164	131	0	0	0	0	0	0	0	0	0
Sec13	39.363636	0	182	251	0	0	0	0	0	0	0	0	0
Pik3ca	39.363636	123	108	202	0	0	0	0	0	0	0	0	0
Nipsnap3b	39.363636	281	0	0	0	0	0	0	0	152	0	0	0
