Target_genes	Tfap4|Average	SRX554972|CD8+_T_cells	SRX1726746|Germinal_Center	SRX1726747|Germinal_Center	STRING
Zfp821	639.666667	449	737	733	0
Dcp1a	639.666667	872	419	628	0
Satb1	639.000000	1605	78	234	0
Capns1	639.000000	1206	266	445	0
Lbh	638.666667	1533	158	225	0
Degs1	638.666667	1447	236	233	0
Tmem189	638.333333	1281	173	461	0
Rgs2	637.333333	1451	194	267	0
Fig4	637.333333	1451	135	326	0
Ak9	637.333333	1451	135	326	0
Setd1a	636.666667	955	380	575	0
Arl8b	636.666667	760	508	642	0
Abcb9	636.333333	911	334	664	0
Rnf166	636.000000	517	618	773	0
Prr14l	636.000000	578	488	842	0
Klhl21	636.000000	1385	246	277	0
Kdm3b	636.000000	317	748	843	0
Ctu2	636.000000	517	618	773	0
Exoc7	635.666667	428	643	836	0
Ciao3	635.333333	1449	174	283	0
Chaf1b	635.333333	489	617	800	0
H3c6	634.333333	1333	186	384	0
Xpc	634.000000	363	618	921	0
Lsm3	634.000000	363	618	921	0
Optn	633.666667	1231	224	446	0
Atp9b	633.666667	508	575	818	0
Dhodh	633.333333	1361	253	286	0
D5Ertd579e	633.333333	900	310	690	0
Pink1	632.666667	1326	171	401	0
Exoc5	632.333333	689	606	602	0
Ap5m1	632.333333	689	606	602	0
Ube2v1	632.000000	1298	286	312	0
Rab10	630.666667	1330	197	365	0
Pdss2	630.666667	1273	305	314	0
Hnrnpl	630.666667	1513	131	248	0
C1galt1	629.000000	540	390	957	0
Osbpl9	628.000000	1204	271	409	0
Tob2	627.666667	1049	305	529	0
Ptpa	627.333333	1508	206	168	0
Crat	627.333333	1508	206	168	0
Snx1	626.666667	895	423	562	0
Ciao2a	626.666667	895	423	562	0
Ube2b	626.333333	433	587	859	0
Cdkl3	626.333333	433	587	859	0
Tfeb	625.333333	668	593	615	0
Poli	625.333333	1342	222	312	0
Lsp1	625.333333	1876	0	0	0
Itgb2	625.000000	1617	0	258	0
Unc13a	624.333333	457	688	728	0
Jak3	624.333333	457	688	728	0
Npcd	623.666667	772	289	810	0
Cnot10	623.666667	695	463	713	0
Cbx6	623.666667	772	289	810	0
Ccdc85c	623.000000	325	603	941	0
Isg15	622.666667	259	845	764	0
Sepsecs	622.000000	684	477	705	0
Nudt9	622.000000	430	710	726	0
Zfp28	621.000000	800	457	606	0
Rnaset2b	620.666667	492	631	739	0
Nagk	620.333333	1242	105	514	0
Cdyl	620.333333	1022	384	455	0
Ddhd1	620.000000	563	562	735	0
Zfp54	619.666667	1764	0	95	0
Thg1l	619.333333	1470	145	243	0
Ythdf2	619.000000	317	687	853	0
Kpnb1	619.000000	711	456	690	0
Dennd4b	618.666667	760	533	563	0
Tmem198b	618.333333	995	336	524	0
Dnajc14	618.333333	995	336	524	0
Tpra1	618.000000	1334	172	348	0
Mcm2	618.000000	1334	172	348	0
Wwp1	617.333333	746	479	627	0
Hk1	617.333333	1219	286	347	0
Dcaf10	617.000000	566	551	734	0
Snrpb	616.333333	1565	114	170	0
Etv2	616.333333	1650	0	199	0
Txndc12	615.333333	1205	257	384	0
Ltbp4	615.333333	1373	264	209	0
Btf3l4	615.333333	1205	257	384	0
Rpl35	615.000000	1272	261	312	0
Polr1d	615.000000	691	458	696	0
Lnx2	615.000000	691	458	696	0
Arpc5l	615.000000	1272	261	312	0
Zfp341	614.333333	951	384	508	0
Arhgap30	614.333333	1678	0	165	0
Chek1	614.000000	1770	0	72	0
Tmem181a	613.666667	1135	293	413	0
Adrm1	613.666667	721	452	668	0
Ilvbl	613.000000	1416	211	212	0
Copg2	612.666667	614	560	664	0
Yipf4	612.333333	1459	191	187	0
Ptcd2	612.333333	409	551	877	0
Orc4	612.333333	691	474	672	0
Mrps27	612.333333	409	551	877	0
Mbd5	612.333333	691	474	672	0
Tars	612.000000	1254	153	429	0
Ezh1	611.333333	1179	345	310	0
Tut7	611.000000	662	541	630	0
Prdm10	611.000000	441	527	865	0
Gm10710	611.000000	524	581	728	0
Dchs2	611.000000	524	581	728	0
Rffl	610.333333	583	518	730	0
Cast	610.333333	1485	137	209	0
Zfp217	609.333333	362	501	965	0
Actr1b	609.333333	1282	303	243	0
4933424G06Rik	609.333333	1282	303	243	0
Spg11	608.666667	1146	314	366	0
Vezf1	607.666667	1128	275	420	0
Psmc2	607.666667	1154	355	314	0
Dnajc2	607.666667	1154	355	314	0
Dnajc15	607.666667	1823	0	0	0
Mapkapk5	607.333333	496	453	873	0
Uspl1	607.000000	794	366	661	0
Myo6	607.000000	217	621	983	0
Cacng2	607.000000	1103	238	480	0
Gfi1	606.666667	1820	0	0	0
Akap13	606.666667	1442	113	265	0
Tox4	606.333333	1091	324	404	0
Rab2b	606.333333	1091	324	404	0
Dgkz	606.333333	706	508	605	0
Bod1l	606.333333	601	522	696	0
Rnaset2a	606.000000	448	631	739	0
Vamp4	605.000000	484	621	710	0
Med17	604.666667	1121	213	480	0
Ube2g1	604.333333	976	329	508	0
Hmces	604.333333	1522	166	125	0
Appl1	604.000000	962	306	544	0
Tsfm	602.666667	764	419	625	0
Sertad3	602.666667	812	381	615	0
Galk2	602.666667	1580	0	228	0
Gne	602.333333	1093	251	463	0
Dffb	602.333333	1127	265	415	0
Cep104	602.333333	1127	265	415	0
Nup93	602.000000	385	565	856	0
Twf1	600.666667	293	712	797	0
Snx18	600.333333	657	456	688	0
Synrg	600.000000	932	258	610	0
Faf1	600.000000	656	545	599	0
Ap4e1	600.000000	861	342	597	0
Klc3	599.333333	1237	233	328	0
Cnnm2	599.333333	1367	163	268	0
Il16	598.666667	1427	175	194	0
Cd5	598.666667	1627	0	169	0
Golga5	598.333333	341	565	889	0
Ranbp2	598.000000	628	359	807	0
9430015G10Rik	597.333333	551	509	732	0
Cyb5r4	597.000000	1289	223	279	0
Sec11c	596.666667	1284	176	330	0
Ier3ip1	596.666667	361	581	848	0
Xbp1	596.000000	1338	155	295	0
Pacsin1	596.000000	1090	199	499	0
Usp3	594.333333	229	674	880	0
Ino80d	594.333333	527	306	950	0
Calm1	594.333333	586	485	712	0
Cmpk1	594.000000	1150	362	270	0
Ccs	593.666667	1781	0	0	0
Ccdc87	593.666667	1781	0	0	0
Agrn	593.666667	172	845	764	0
Abl2	593.666667	1092	252	437	0
Atp6v1g1	593.333333	1219	293	268	0
Pard6a	593.000000	1535	0	244	0
Acd	593.000000	1535	0	244	0
G3bp2	592.666667	994	347	437	0
Cox6c	592.333333	1379	207	191	0
Plcl1	591.000000	1689	0	84	0
Uso1	590.666667	994	341	437	0
Pim3	590.333333	695	490	586	0
Ttc4	588.666667	438	590	738	0
Tjp3	588.666667	728	401	637	0
Trabd	588.000000	384	672	708	0
Tmem104	588.000000	750	378	636	0
Rasgrp2	588.000000	1522	100	142	0
Nat9	588.000000	750	378	636	0
Actb	588.000000	988	225	551	0
Wdr26	587.666667	935	246	582	0
Ano10	587.333333	1047	337	378	0
Ninj1	587.000000	655	403	703	0
Ist1	586.666667	290	737	733	0
Glul	586.333333	1133	241	385	0
Api5	586.000000	707	470	581	0
Rer1	585.666667	1097	316	344	0
Morn1	585.666667	1097	316	344	0
Kctd5	585.333333	582	568	606	0
Ipo9	585.000000	891	295	569	0
Tamm41	584.666667	946	227	581	0
Trmt2a	584.000000	405	659	688	0
Ranbp1	584.000000	405	659	688	0
Nup153	584.000000	378	513	861	0
Garre1	584.000000	1182	195	375	0
Atxn2l	584.000000	219	655	878	0
Sh3glb1	583.666667	509	423	819	0
Mysm1	583.333333	548	450	752	0
Tsnax	583.000000	949	305	495	0
Lgals1	583.000000	1597	0	152	0
H3c7	582.666667	1263	246	239	0
H2bc9	582.666667	1263	246	239	0
Ap3d1	582.666667	1316	148	284	0
Phf7	582.000000	830	405	511	0
Bap1	582.000000	830	405	511	0
Prkab2	581.000000	540	477	726	0
Maneal	581.000000	1627	0	116	0
Rfk	580.666667	389	633	720	0
Trim68	580.000000	1208	0	532	0
Brpf1	580.000000	889	297	554	0
Zdhhc20	579.666667	257	755	727	0
Taf12	579.666667	1312	167	260	0
Ppp1r7	579.666667	1241	248	250	0
Pask	579.666667	1241	248	250	0
Paqr3	579.666667	318	709	712	0
Notch2	579.666667	686	338	715	0
Jakmip1	579.000000	668	297	772	0
Fam110a	579.000000	1465	110	162	0
Gcc1	578.333333	1141	289	305	0
Arf5	578.333333	1141	289	305	0
Trim37	577.666667	1171	307	255	0
Map1lc3b	577.666667	843	360	530	0
Spring1	577.000000	525	500	706	0
Rnft2	577.000000	525	500	706	0
Mettl22	577.000000	1591	0	140	0
Lmbr1l	576.666667	1332	148	250	0
Spa17	576.333333	319	542	868	0
Siae	576.333333	319	542	868	0
Supt5	576.000000	1159	233	336	0
Fyco1	575.666667	441	394	892	0
Usp22	575.333333	1378	107	241	0
Ttc7	574.666667	897	328	499	0
Rrnad1	573.666667	874	334	513	0
Isg20l2	573.666667	874	334	513	0
Cgrrf1	573.666667	1113	239	369	0
Agbl3	573.000000	1554	0	165	0
Per1	572.666667	1573	145	0	0
Madd	572.333333	1041	198	478	0
Lcp2	572.000000	1716	0	0	0
Txndc9	571.666667	923	358	434	0
Pabpc4	571.666667	485	451	779	0
Eif5b	571.666667	923	358	434	0
Cxxc5	571.666667	1136	159	420	0
Dhx40	571.000000	1264	174	275	0
Fscn3	570.666667	1141	266	305	0
Dhcr7	570.666667	1077	334	301	0
Cct8	570.666667	494	477	741	0
Zfp51	569.666667	1384	0	325	0
Cyb5r3	569.333333	584	643	481	0
Pycard	569.000000	1471	0	236	0
Abhd18	569.000000	343	559	805	0
Champ1	568.666667	866	183	657	0
Rabggta	568.333333	1016	355	334	0
Ccne2	568.333333	1310	234	161	0
Gtf2h3	568.000000	719	417	568	0
Eif2b1	568.000000	719	417	568	0
Hivep2	567.333333	718	369	615	0
Eif2s1	566.333333	1065	243	391	0
Atp6v1d	566.333333	1065	243	391	0
Tmem116	566.000000	1295	218	185	0
Fam193a	566.000000	218	674	806	0
Erp29	566.000000	1295	218	185	0
Ttc32	565.666667	1146	190	361	0
Tcn2	565.333333	1696	0	0	0
Wbp2	565.000000	1266	226	203	0
Pgm2l1	564.666667	1336	113	245	0
Nfkbiz	564.333333	1389	118	186	0
Nbr1	564.333333	1293	146	254	0
Kif21b	564.333333	1385	135	173	0
Brca1	564.333333	1293	146	254	0
Tas1r1	564.000000	390	512	790	0
Pde4a	564.000000	1349	129	214	0
Pa2g4	564.000000	1130	249	313	0
Nol9	564.000000	390	512	790	0
Tmed2	563.666667	332	609	750	0
Cmc2	563.666667	460	543	688	0
Cenpn	563.666667	460	543	688	0
Rpl35a	563.333333	1112	198	380	0
Iqcg	563.333333	1112	198	380	0
Wdr55	563.000000	1349	0	340	0
Sptlc1	563.000000	327	523	839	0
Rhbdl3	563.000000	1689	0	0	0
Rad54l2	563.000000	716	324	649	0
Pfdn4	563.000000	1132	231	326	0
Fpgs	563.000000	1350	118	221	0
Akirin1	563.000000	247	594	848	0
Ncoa1	562.666667	1301	86	301	0
Cluh	562.666667	486	629	573	0
Zcrb1	562.000000	455	563	668	0
Pphln1	562.000000	455	563	668	0
Gm10778	562.000000	1686	0	0	0
Picalm	561.333333	1015	258	411	0
Larp1b	561.333333	639	566	479	0
Tmem175	561.000000	1018	200	465	0
Gak	561.000000	1018	200	465	0
Phf10	560.666667	1682	0	0	0
Per2	560.333333	579	570	532	0
Cdc37	560.000000	1163	210	307	0
Drap1	559.666667	329	653	697	0
AI837181	559.666667	329	653	697	0
Zfpl1	559.000000	702	339	636	0
Cdca5	559.000000	702	339	636	0
Actn4	559.000000	1131	227	319	0
Plekhf2	558.666667	1060	245	371	0
Kmt2c	558.666667	962	413	301	0
Atl2	558.333333	506	587	582	0
Ndc1	558.000000	985	296	393	0
Bbs4	558.000000	1341	134	199	0
Slc35g3	557.666667	722	440	511	0
Polr2a	557.666667	722	440	511	0
Atg7	557.666667	947	270	456	0
Tmem250-ps	557.000000	307	554	810	0
Nbas	557.000000	1297	133	241	0
Ubqln4	556.666667	824	318	528	0
Lamtor2	556.666667	824	318	528	0
Dexi	556.666667	696	342	632	0
Clec16a	556.666667	696	342	632	0
Plekha1	556.333333	817	333	519	0
Smu1	556.000000	580	281	807	0
Metrnl	555.666667	1046	240	381	0
Mtch2	555.333333	831	204	631	0
Acp5	555.333333	1666	0	0	0
Tmem87b	555.000000	635	516	514	0
Snapc4	555.000000	1520	0	145	0
Tmem248	554.666667	643	382	639	0
Upf3a	554.000000	1170	131	361	0
Mapk8	554.000000	205	598	859	0
Sos1	553.666667	909	374	378	0
Snx8	553.666667	753	420	488	0
Nomo1	553.666667	400	531	730	0
Abcc6	553.666667	400	531	730	0
Hemk1	553.333333	1494	0	166	0
Arnt	553.000000	1287	219	153	0
Mfsd8	552.666667	400	702	556	0
Rab39	552.000000	843	362	451	0
Paxip1	552.000000	1048	236	372	0
Diaph1	552.000000	610	362	684	0
Zfp868	551.666667	400	456	799	0
Slc33a1	551.666667	1122	106	427	0
Pcmtd1	551.666667	840	358	457	0
Palb2	551.666667	628	463	564	0
Dctn5	551.666667	628	463	564	0
Uckl1	550.666667	1384	110	158	0
Cenps	550.000000	517	420	713	0
Nup54	549.000000	688	472	487	0
Washc5	548.333333	916	291	438	0
Nsmce2	548.333333	916	291	438	0
Mbd2	547.333333	566	408	668	0
Chd8	547.000000	604	447	590	0
Rab30	546.666667	1194	147	299	0
Fam50a	546.666667	1519	121	0	0
Wdr76	546.000000	1229	200	209	0
Wdr61	546.000000	524	436	678	0
Mfap1a	546.000000	1229	200	209	0
Usp19	545.666667	1279	126	232	0
Tial1	545.333333	1046	249	341	0
Pnpla8	545.333333	782	416	438	0
Ogfod2	545.333333	754	321	561	0
Arl6ip4	545.333333	754	321	561	0
St8sia4	545.000000	1319	87	229	0
Ndufb7	545.000000	940	200	495	0
Morf4l1	544.666667	261	615	758	0
Kxd1	544.666667	814	443	377	0
Gpcpd1	544.666667	552	572	510	0
Fkbp8	544.666667	814	443	377	0
Brd4	543.333333	1206	255	169	0
Pcmt1	543.000000	1063	321	245	0
Kctd3	542.666667	847	381	400	0
Trpc4ap	542.000000	350	451	825	0
Mrpl55	542.000000	789	307	530	0
Lonp2	542.000000	423	584	619	0
Tmed7	541.666667	684	425	516	0
Mks1	541.666667	1314	0	311	0
Eif1a	541.666667	684	425	516	0
Carhsp1	541.666667	942	336	347	0
Rragc	541.000000	867	214	542	0
Abr	540.666667	1503	0	119	0
Nipsnap2	540.333333	440	472	709	0
Mxi1	540.333333	1213	171	237	0
Gng2	540.333333	1315	0	306	0
Ep400	540.000000	540	455	625	0
Avl9	540.000000	563	443	614	0
Tbc1d7	539.666667	533	536	550	0
Sema4d	539.666667	1049	229	341	0
Akr1b3	539.333333	1321	0	297	0
Gadd45b	539.000000	1617	0	0	0
Taf11	538.000000	929	276	409	0
Anks1	538.000000	929	276	409	0
Snx12	537.666667	801	368	444	0
Sfxn1	537.666667	460	439	714	0
Sec62	537.666667	1129	165	319	0
Ap5s1	537.666667	912	294	407	0
Arid5a	537.333333	1196	142	274	0
Use1	536.666667	906	354	350	0
Selenoo	536.666667	1325	101	184	0
Ocel1	536.666667	906	354	350	0
Mterf1a	536.666667	424	483	703	0
Rbm48	534.666667	915	269	420	0
Pex1	534.666667	915	269	420	0
Gmfb	534.666667	497	410	697	0
Lat	533.666667	1482	0	119	0
Harbi1	533.666667	577	467	557	0
Atg13	533.666667	577	467	557	0
Taf9	533.000000	363	589	647	0
Rad17	533.000000	363	589	647	0
Mrpl44	533.000000	813	368	418	0
Morc3	533.000000	306	618	675	0
Ak6	533.000000	363	589	647	0
Ift46	532.666667	656	319	623	0
Por	531.333333	265	698	631	0
Ndufa10	531.333333	276	400	918	0
Prpf38a	530.666667	1354	85	153	0
Orc1	530.666667	1354	85	153	0
Nol7	530.666667	625	416	551	0
Kdm2b	530.666667	1211	133	248	0
Eri3	530.666667	1071	218	303	0
Ccdc126	530.666667	818	345	429	0
Rnf44	530.000000	1146	166	278	0
Nutf2	530.000000	851	332	407	0
Pkn2	529.666667	169	665	755	0
Trim41	529.333333	1104	220	264	0
Psmg1	529.000000	337	530	720	0
Egln2	529.000000	1274	147	166	0
Tollip	528.666667	1084	205	297	0
Asb7	528.666667	849	393	344	0
Zbtb18	527.333333	920	219	443	0
Rab11fip1	526.333333	446	492	641	0
Arih1	526.333333	397	497	685	0
Pes1	525.666667	1216	135	226	0
Cdc42se2	525.666667	796	319	462	0
Zfp143	525.333333	660	366	550	0
Uhrf1	525.000000	855	357	363	0
Tmem101	525.000000	1351	0	224	0
Arrdc5	525.000000	855	357	363	0
Trim62	524.666667	915	278	381	0
Sh3gl1	523.666667	374	576	621	0
Osgin2	523.666667	264	621	686	0
Hivep1	523.666667	1177	154	240	0
Chaf1a	523.666667	374	576	621	0
Xpnpep3	523.000000	363	463	743	0
St13	523.000000	363	463	743	0
Snn	523.000000	1079	159	331	0
Hes6	522.666667	977	241	350	0
Dusp2	522.666667	1192	90	286	0
Astl	522.666667	1192	90	286	0
Snip1	522.333333	949	182	436	0
Slc25a16	522.333333	630	400	537	0
Oga	522.333333	461	487	619	0
Dnali1	522.333333	949	182	436	0
Rps20	522.000000	492	558	516	0
Pcnp	522.000000	284	499	783	0
Zcwpw2	521.333333	417	386	761	0
Tekt2	521.333333	395	512	657	0
Pmm1	521.333333	526	543	495	0
Mlycd	521.333333	927	232	405	0
Clic4	521.333333	645	403	516	0
Azi2	521.333333	417	386	761	0
Adprhl2	521.333333	395	512	657	0
Wdr70	520.666667	437	489	636	0
Snrpc	520.666667	406	496	660	0
Nup43	520.666667	1063	321	178	0
Aasdh	520.666667	325	579	658	0
Rps29	520.333333	703	283	575	0
Mmd	520.333333	553	425	583	0
Kif5b	520.333333	916	195	450	0
Kcnq5	520.333333	1179	108	274	0
Mvk	520.000000	308	416	836	0
Mmab	520.000000	308	416	836	0
Sin3a	519.666667	1227	162	170	0
Pdpk1	519.666667	539	502	518	0
Tnfrsf19	519.333333	1558	0	0	0
Ehhadh	519.333333	1379	0	179	0
Dusp1	518.666667	1341	0	215	0
Cln6	518.666667	1297	0	259	0
Alkbh3	518.666667	820	300	436	0
Mrps33	518.000000	291	517	746	0
Trappc8	517.666667	363	642	548	0
Dot1l	517.666667	351	480	722	0
Ufl1	517.333333	574	414	564	0
Pten	517.333333	320	531	701	0
Utp20	517.000000	1366	0	185	0
Tradd	517.000000	1117	152	282	0
Hs6st1	517.000000	301	597	653	0
Fbxl8	517.000000	1117	152	282	0
Ankrd33b	517.000000	1551	0	0	0
Vkorc1	516.666667	1550	0	0	0
Prss53	516.666667	1550	0	0	0
Prkci	516.333333	967	169	413	0
Gtf2b	515.666667	654	363	530	0
Vamp3	515.333333	313	452	781	0
Cnot6	515.000000	398	606	541	0
Limk2	514.666667	380	512	652	0
St3gal1	514.000000	1114	157	271	0
Gramd4	514.000000	1542	0	0	0
Cspp1	514.000000	306	506	730	0
Cops5	514.000000	306	506	730	0
Dclk2	513.666667	1404	0	137	0
Zfp148	513.333333	366	498	676	0
Slc31a1	513.333333	1199	148	193	0
Fkbp15	513.333333	1199	148	193	0
Cnpy3	513.333333	664	368	508	0
Gpaa1	513.000000	1435	104	0	0
Exosc4	513.000000	1435	104	0	0
Cnot11	513.000000	428	587	524	0
Arhgap27	513.000000	1295	0	244	0
Sp4	512.666667	562	430	546	0
Ift22	512.666667	1032	165	341	0
Wdr59	512.333333	597	354	586	0
Ankrd46	512.333333	742	348	447	0
Tmem147	512.000000	714	285	537	0
Fadd	512.000000	1140	97	299	0
Ppfibp2	511.666667	1327	83	125	0
Kdm5a	511.333333	1331	0	203	0
Immp2l	511.333333	545	457	532	0
Fam219a	511.333333	452	417	665	0
Dnaic1	511.333333	452	417	665	0
Trim2	511.000000	1533	0	0	0
Magi3	510.333333	976	212	343	0
Haus5	510.000000	1085	231	214	0
Setx	509.666667	567	514	448	0
Hmga1b	509.666667	808	257	464	0
Hmga1	509.666667	808	257	464	0
Nr2f6	509.333333	959	177	392	0
Smad5	509.000000	748	280	499	0
Tmem131l	508.000000	739	268	517	0
Hapln4	508.000000	1357	0	167	0
Agk	508.000000	713	284	527	0
Adk	508.000000	764	370	390	0
Sowahc	507.333333	444	545	533	0
Septin10	507.333333	444	545	533	0
Wwox	507.000000	539	516	466	0
Wdr5	507.000000	344	571	606	0
Rrp1	507.000000	978	267	276	0
Fkbp5	507.000000	905	241	375	0
Rbm6	506.666667	912	193	415	0
Dnajc13	506.666667	707	270	543	0
Lamp1	506.333333	639	335	545	0
Ppm1a	506.000000	390	481	647	0
Hat1	506.000000	1203	159	156	0
Gid4	506.000000	538	359	621	0
Sars	505.666667	1224	0	293	0
Mtbp	505.666667	800	239	478	0
Mrpl13	505.666667	800	239	478	0
Dpy19l4	505.666667	937	253	327	0
Btbd8	505.666667	491	357	669	0
Tmppe	505.333333	1074	158	284	0
Map2k5	505.333333	758	165	593	0
Frmd6	505.333333	357	694	465	0
Xpot	505.000000	391	529	595	0
Tspyl4	505.000000	1249	0	266	0
Pld2	505.000000	1038	129	348	0
Pdcd4	505.000000	1154	147	214	0
Fos	505.000000	1176	196	143	0
Ccne1	505.000000	426	431	658	0
Eef1aknmt	504.666667	1250	0	264	0
Hmgcr	504.333333	1086	137	290	0
Ttf1	504.000000	1277	60	175	0
Tex261	504.000000	619	312	581	0
Arf6	504.000000	345	514	653	0
Ube2f	503.666667	401	534	576	0
Mpzl3	503.666667	1271	115	125	0
Garnl3	503.666667	1023	250	238	0
Csnk2a2	503.666667	260	441	810	0
Cmas	503.666667	686	325	500	0
Ssh2	502.666667	670	342	496	0
Dusp7	502.333333	816	383	308	0
Pgs1	501.666667	467	483	555	0
Vps51	501.000000	1119	102	282	0
Rab33b	501.000000	640	384	479	0
Twsg1	500.666667	469	385	648	0
Etnk2	500.000000	1500	0	0	0
Slc66a1	499.666667	1104	266	129	0
Rgs12	499.666667	887	377	235	0
Akr7a5	499.666667	1104	266	129	0
Pias4	499.333333	919	196	383	0
Mfap1b	499.000000	1146	87	264	0
Anapc4	499.000000	175	600	722	0
Rbl2	498.666667	575	344	577	0
Pdpr	498.666667	327	549	620	0
Ifit3	498.666667	1496	0	0	0
Trim23	497.666667	1078	203	212	0
Trappc13	497.666667	1078	203	212	0
Shld3	497.666667	1078	203	212	0
Sec31a	497.666667	360	478	655	0
Calm3	497.333333	288	552	652	0
Capzb	497.000000	438	452	601	0
Senp1	496.666667	868	295	327	0
Pfkm	496.666667	868	295	327	0
Mterf1b	496.333333	418	463	608	0
Metap1	496.333333	332	598	559	0
H3c3	496.333333	1115	146	228	0
H2bc3	496.333333	1115	146	228	0
Mrpl20	495.666667	813	334	340	0
Frg2f1	495.666667	569	390	528	0
Foxj3	495.666667	569	390	528	0
Nsmce4a	495.333333	438	377	671	0
Diablo	495.333333	1008	213	265	0
Hnrnpd	495.000000	790	304	391	0
Thop1	494.666667	947	200	337	0
Ppif	494.666667	426	604	454	0
Gspt1	494.666667	551	371	562	0
Dnajb6	494.666667	777	315	392	0
Gpbp1	494.000000	993	267	222	0
Clcc1	494.000000	509	397	576	0
Cmtr1	493.666667	299	538	644	0
Sft2d2	493.333333	290	531	659	0
Ercc1	493.000000	1057	176	246	0
Tab1	492.666667	372	467	639	0
Rnf185	492.666667	715	324	439	0
Insig1	492.333333	1112	169	196	0
Skiv2l	492.000000	430	405	641	0
Nelfe	492.000000	430	405	641	0
Marchf9	491.666667	790	255	430	0
Cdk4	491.666667	790	255	430	0
Cep70	491.333333	590	450	434	0
Tram1	491.000000	607	392	474	0
Cpt2	491.000000	281	472	720	0
Edem2	490.666667	1000	256	216	0
Skil	490.333333	964	188	319	0
Exoc2	490.333333	586	315	570	0
Ccnf	490.333333	1028	242	201	0
Pts	490.000000	1144	160	166	0
Prpf4b	490.000000	1141	176	153	0
Mff	490.000000	478	441	551	0
Cdca4	490.000000	335	475	660	0
Ttc13	489.666667	668	337	464	0
Hexim2	489.666667	279	413	777	0
Arv1	489.666667	668	337	464	0
Zfp296	489.333333	634	292	542	0
Neil1	489.333333	893	162	413	0
Nat10	489.333333	1008	189	271	0
Gemin7	489.333333	634	292	542	0
Zfp667	489.000000	334	486	647	0
Far1	489.000000	809	345	313	0
Vps37c	488.666667	973	222	271	0
Usp9x	488.333333	1325	0	140	0
Tmem191c	488.333333	974	101	390	0
Pik3r2	488.333333	1035	164	266	0
E130309D02Rik	488.000000	383	504	577	0
Spag1	487.000000	1110	138	213	0
Prkdc	487.000000	932	379	150	0
Polr2k	487.000000	1110	138	213	0
Mcm4	487.000000	932	379	150	0
Ccdc134	487.000000	959	141	361	0
Taf3	486.666667	579	358	523	0
Scamp2	486.666667	1159	97	204	0
Atf6	486.666667	513	339	608	0
Klhl36	486.000000	389	430	639	0
Kat6a	486.000000	443	444	571	0
Ip6k2	486.000000	996	206	256	0
Bpnt2	486.000000	815	198	445	0
Plag1	485.666667	272	497	688	0
Iqgap1	485.666667	520	452	485	0
Dnajc19	485.666667	1127	164	166	0
Agtrap	485.666667	1259	87	111	0
2410004P03Rik	485.333333	1170	100	186	0
Cfap20	485.000000	327	514	614	0
Terf2	484.666667	375	316	763	0
Rps6kc1	484.333333	1453	0	0	0
H3c2	484.333333	1078	167	208	0
H2ac4	484.333333	1078	167	208	0
Gm3696	484.333333	1453	0	0	0
Fam220a	484.333333	411	397	645	0
Ten1	484.000000	1057	182	213	0
Acox1	484.000000	1057	182	213	0
Cdc34	483.666667	368	539	544	0
Zbtb11	483.333333	766	312	372	0
Tet3	483.333333	1009	144	297	0
Hyou1	483.333333	685	241	524	0
Smim13	483.000000	925	155	369	0
Arhgef4	483.000000	1449	0	0	0
Adss	482.666667	279	357	812	0
Wdr81	482.333333	1173	118	156	0
Thap12	482.000000	723	279	444	0
Prf1	482.000000	1446	0	0	0
Nudt18	481.333333	1366	0	78	0
Irf9	481.333333	1444	0	0	0
Ankrd37	481.333333	1071	135	238	0
Ahcyl1	481.000000	291	501	651	0
Nup214	480.666667	279	472	691	0
Nfkb2	480.666667	552	384	506	0
Lrrc73	480.666667	859	193	390	0
Htra2	480.666667	372	454	616	0
Dqx1	480.666667	372	454	616	0
Naa40	480.333333	445	414	582	0
Eea1	480.333333	320	564	557	0
Xpo6	480.000000	545	308	587	0
Leprotl1	480.000000	919	211	310	0
Hsph1	480.000000	825	191	424	0
Inka1	479.666667	1025	149	265	0
H4c2	479.000000	1078	167	192	0
Akt2	479.000000	523	483	431	0
Vstm2l	478.666667	1249	0	187	0
Napepld	478.666667	412	478	546	0
Zfp729a	478.000000	857	223	354	0
Ubiad1	477.666667	596	386	451	0
Prkag2	477.666667	628	312	493	0
Mtor	477.666667	596	386	451	0
Klf13	477.666667	921	227	285	0
Mapkbp1	477.333333	500	414	518	0
Srp19	477.000000	530	351	550	0
Tbl2	476.333333	692	320	417	0
Slc39a3	476.333333	524	484	421	0
Gpam	476.000000	253	344	831	0
Tom1	475.666667	690	288	449	0
Znrd1as	475.333333	835	192	399	0
Znrd1	475.333333	835	192	399	0
Cd3g	475.000000	1425	0	0	0
Cd3d	475.000000	1425	0	0	0
Rufy1	474.333333	1003	154	266	0
Srrd	473.666667	306	597	518	0
Hps4	473.666667	306	597	518	0
Map3k12	473.333333	840	295	285	0
Smarca5	473.000000	1111	106	202	0
Pofut2	473.000000	718	322	379	0
Gtse1	472.333333	767	234	416	0
Fmnl3	472.333333	422	405	590	0
Wdr43	472.000000	447	496	473	0
Nt5c3	471.000000	535	318	560	0
Grk2	470.666667	1192	0	220	0
Xkr8	470.333333	682	250	479	0
Uvssa	470.000000	796	265	349	0
Tmem199	469.666667	452	404	553	0
Poldip2	469.666667	452	404	553	0
Pex3	469.666667	615	326	468	0
Aopep	469.666667	744	301	364	0
