Target_genes	Nfil3|Average	SRX11995968|Heart	SRX11995969|Heart	SRX11995970|Heart	SRX11995971|Heart	SRX11995972|Heart	SRX11995973|Heart	SRX11995974|Heart	SRX11995975|Heart	SRX11995976|Heart	SRX11995977|Heart	SRX11995978|Heart	SRX10820639|Hematopoietic_progenitors	DRX178623|Liver	DRX178625|Liver	DRX178631|Liver	DRX178633|Liver	SRX655369|Liver	SRX8376387|Liver	SRX8376388|Liver	SRX11972855|RAW_264.7	SRX11972856|RAW_264.7	STRING
Ndufs5	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	102	0	0	191	0	0
Mrpl55	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	121	144	0	0	0	0	0
Mrpl53	19.428571	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	76	0	0	0	0	0	0
Lce1e	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	138	0	0	0	0	0	0
Kmo	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	258	0	0	0	0	0
Jtb	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	227	0	0	0	0	0	0
Jmjd8	19.428571	0	0	0	0	0	0	0	0	0	0	0	116	0	202	0	0	90	0	0	0	0	0
Hlx	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	99	0	0	0	224	0	0
Gna15	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	226	0	0	0	0	0	0
Frat2	19.428571	0	0	0	0	0	0	0	0	0	0	0	102	0	103	0	0	0	0	0	203	0	0
Dusp28	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	149	0	0	0	0	0	0
Cdc42ep4	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	207	0	0	0	0	0
Arpin	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	184	0	0	0	0	0
Ankmy1	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	149	0	0	0	0	0	0
Agap1	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	284	0	0	0	0	0
Abt1	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	204	0	0	0	0	0	0
Spen	19.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	224	0	0	0	0	0
Pwwp3a	19.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0
Nup214	19.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	161	0	0	0	0	0	0
Dnah7a	19.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	112	0	0	0	122	0	0
Ccdc149	19.380952	0	0	0	0	0	0	0	0	0	0	0	143	0	153	0	111	0	0	0	0	0	0
Zfand3	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0
Wiz	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	77	183	0	0	0	0	0
Vwa3b	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	316	0	0	0	0	0
Taldo1	19.333333	0	0	0	0	0	0	0	0	0	0	0	225	0	97	0	84	0	0	0	0	0	0
Sik1	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	297	0	0	0	0	0
Rwdd1	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	146	0	0	0	0	0	0
Radil	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	94	0	0	0	0	0	0
Ppil1	19.333333	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	211	0	0	0	0	0	0
Oog1	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	202	0	0	0	0	0	0
Olfr239	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	171	0
Nudt17	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	170	0	0	0	0	0	0
Hoxd13	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	182	0	0	0	0	0	0
Hoxd12	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	182	0	0	0	0	0	0
H2-T23	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	149	108	0	0	0	0	0
Gnpda2	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	146	0	0	0	0	0	0
Gm2042	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	202	0	0	0	0	0	0
Gm11559	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	173	0	0	0	0	0	0
Fam32a	19.333333	0	0	0	0	0	0	0	0	0	0	0	320	0	86	0	0	0	0	0	0	0	0
Dpep1	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0
Dnajc16	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	301	0	0	0	0	0
Dmgdh	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0
Casp9	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	301	0	0	0	0	0
Bhmt2	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0
Vmn1r181	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	140	0
Ttc5	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	221	0	0	0	0	0	0
Tmem254c	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	262	0	0	0	0	0	0
Tmem254b	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	262	0	0	0	0	0	0
Tmem254a	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	262	0	0	0	0	0	0
Tada3	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	102	0	0	64	0	0
Shroom4	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	252	0	0	0	0	0	0
Setd4	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	89	107	0	0	0	0	0
Nras	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	121	0	0	0	0	0	0
Nqo1	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	246	0	0	0	0	0
Nkap	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	241	0	0
Ext1	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0
Borcs5	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	155	0	0	0	0	0	0
Arpc4	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	102	0	0	64	0	0
Zfp976	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	99	305	0	0	0	0	0	0	0	0
Zfp438	19.238095	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	294	0	0	0	0	0	0
Xpnpep3	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	97	140	0	0	0	0	0
Usp3	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	116	0	0	0	140	0	0
Ush1g	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	152	0	0	0	0	0	0
St13	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	97	140	0	0	0	0	0
Srek1ip1	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	283	0	0
Otop2	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	152	0	0	0	0	0	0
Olfr1442	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0
Klb	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0
Fzd7	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	147	0	0	0	0	0	0
Cwc27	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	283	0	0
C1qtnf6	19.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	190	0	0	0	0	0
Zfp397	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	211	0	0	0	0	0	0
Tut7	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	82	191	0	0	0	0	0
Strbp	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0
Mustn1	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0
Mmp14	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	104	194	0	0	0	0	0
Mbd4	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	182	0	0	0	0	0	0
Ift122	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	182	0	0	0	0	0	0
H2ax	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	193	0	0	0	0	0	0
Gpr179	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	195	0
Fam47e	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	294	0	0	0	0	0
Elane	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	317	0	0	0	0	0
Ceacam1	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0
AI429214	19.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	164	159	0	0	0	0	0
Vdac1	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	107	130	0	0	0	0	0
Trpc3	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	164	0	0	0	0	0	0
Trmo	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	129	0	0	0	0	0	0
Slc15a5	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0
Sipa1l1	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	90	0	0	0	0	0	0
Olfr598	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	138	0
Olfr597	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	138	0
Mks1	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	101	0	0	0	0	0	0
Lamp2	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0
Il1rl1	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	249	153	0	0	0	0	0	0	0	0
Hdac10	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	190	0	0	0	0	0	0
Fth1	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	129	0	0	0	0	0	0
Etv1	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	138	0	0	0	149	0	0
Cat	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	121	102	0	0	0	0	0
Abi1	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	97	0	0	0	91	0	0
Zswim9	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	118	0	0	0	0	0	0
Zswim6	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	105	144	0	0	0	0	0
Timm17a	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	113	135	0	0	0	0	0
Sec22c	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	144	121	0
Sdc2	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	155	143	0	0	0	0	0
Scaf1	19.095238	0	0	0	0	0	0	0	0	0	0	0	249	152	0	0	0	0	0	0	0	0	0
Rras	19.095238	0	0	0	0	0	0	0	0	0	0	0	249	152	0	0	0	0	0	0	0	0	0
Pdp2	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	294	0	0	0	0	0
Pcsk9	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	259	0	0	0	0	0
Mup2	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0
Mup15	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0
Lig1	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	118	0	0	0	0	0	0
Gfod1	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	69	243	0	0	0	0	0
Gabbr1	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	126	138	0
Eif3d	19.095238	0	0	0	0	0	0	0	0	0	0	0	146	0	170	0	0	85	0	0	0	0	0
Dstyk	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	190	0	0	0	0	0	0
Ctnna3	19.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	199	0	0	0	0	0	0
Trpm3	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	173	0	0	0	0	0	0
Tnfsf14	19.047619	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	130	0	0	0	0	0	0
Supt5	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	241	0	0	0	0	0
Rpl35a	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	213	0	0	0	0	0
Rbpj	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	303	0	0	0	0	0	0
Ngfr	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	95	0	0	0	0	0	0
Nf1	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0
Mup1	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0
Lmln	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	213	0	0	0	0	0
Iqcg	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	213	0	0	0	0	0
Gtf2f2	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	121	191	0	0	0	0	0
Eif4ebp3	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	247	0	0	0	0	0
Cyb5b	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	113	0	0	0	0	0	0
AW209491	19.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0
Zfp865	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0
Zfp524	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0
Sybu	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	138	0	0	0	0	0	0
Mroh6	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	113	0	0	0	0	0	0
H2-Q10	19.000000	0	0	0	0	0	0	0	0	0	0	0	123	0	155	0	121	0	0	0	0	0	0
Foxo1	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	122	173	0	0	104	0	0	0	0	0
Fam98a	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	82	0	0	0	0	0	0
Eogt	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	184	0	0	0	0	0	0
Vmn2r20	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0
Stat1	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	157	0	0	0	0	0	0
Slc39a4	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	262	0	0	0	0	0
Sema6a	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	179	0	0	0	0	0	0
S100a10	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	255	0	0	0	0	0
Rpl34-ps1	18.952381	0	0	0	0	0	0	0	0	0	0	0	204	0	112	0	82	0	0	0	0	0	0
Rpl34	18.952381	0	0	0	0	0	0	0	0	0	0	0	204	0	112	0	82	0	0	0	0	0	0
Pkdcc	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	251	0	0	0	0	0
Ndufv2	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	218	0
Nbn	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	164	0	0	0	0	0	0
Micos10	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	295	0	0	0	0	0
Hmgb2	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	72	0	0	0	0	0	0
Gstp1	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	149	0	0	0	0	0
Cit	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	209	97	0
Best2	18.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	168	0	0	0	0	0	0
Ypel5	18.904762	0	0	0	0	0	0	0	0	0	0	0	88	0	170	0	0	139	0	0	0	0	0
Smim4	18.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	87	0	0	0	0	0	0
Psd	18.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	79	0	0	0	0	0	0
Nt5dc2	18.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	87	0	0	0	0	0	0
Fbxl15	18.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	79	0	0	0	0	0	0
Fahd2a	18.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	156	0	0	0	0	0	0
Ddx24	18.904762	0	0	0	0	0	0	0	0	0	0	0	128	0	121	0	148	0	0	0	0	0	0
Add3	18.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	151	0	0	0	0	0	0
Vps72	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	162	97	0	0	0	0	0
Urah	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	293	0	0	0	0	0
Tes	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	113	0	0	0	146	0	0
Shroom1	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	258	0	0	0	0	0
Prkdc	18.857143	0	0	0	0	0	0	0	0	0	0	0	139	0	128	0	129	0	0	0	0	0	0
Mcm4	18.857143	0	0	0	0	0	0	0	0	0	0	0	139	0	128	0	129	0	0	0	0	0	0
Letmd1	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0
H2ac4	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	182	0	0	0	0	0	0
Gbp3	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0
Clptm1l	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	113	144	0	0	0	0	0
C9orf72	18.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0
Ugt3a1	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0
Snrpb	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	149	115	0
Rtp4	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0
Rfc4	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	105	127	0	0	0	0	0
Pak1	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	193	0
Olfr372	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	176	0
Nmnat1	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	129	0	0	0	0	0	0
Nipal2	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	211	0	0	0	0	0	0
Map4k4	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0
Lzic	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	129	0	0	0	0	0	0
Krtap4-13	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	192	0	0	0	0	0	0
Hsd17b12	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	113	127	0	0	0	0	0
Gm11554	18.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	192	0	0	0	0	0	0
Ldhal6b	18.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	90	0	0	0	0	0	0
Irf6	18.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	112	188	0	0	0	0	0
Chmp5	18.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0
Bag1	18.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0
Zfp612	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	191	0	0	0	0	0
Zfp119a	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	155	0	0	0	0	0	0
Ttc39b	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	97	159	0	0	0	0	0
Tafa5	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	124	0	0	0	0	0	0
Tacstd2	18.714286	0	0	0	0	0	0	0	0	0	0	0	262	0	131	0	0	0	0	0	0	0	0
Setd3	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	128	111	0	0	0	0	0
Mafb	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	154	0	0	0	0	0	0
Hrc	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	116	158	0
Fpgs	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	293	0	0	0	0	0	0
Dnajb2	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	182	114	0
Ddx21	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	196	0	0	0	0	0	0
Cep70	18.714286	0	0	0	0	0	0	0	0	0	0	0	114	0	185	0	0	0	0	0	0	94	0
Cd47	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	156	0	0	0	0	0
Ccnk	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	128	111	0	0	0	0	0
Caml	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	113	98	0	0	0	0	0
C8a	18.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0
Zfp346	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	155	0	0	0	0	0	0
Trnt1	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	90	0	0	0	0	0	0
Naaa	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	74	0	0	0	0	0	0
Mup12	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0
Kin	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	147	0	0	0	0	0	0
Gm2115	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0
Git1	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	187	0	0	0	0	0	0
Esp5	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0
Atp5c1	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	147	0	0	0	0	0	0
Ankrd13b	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	187	0	0	0	0	0	0
Acot11	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	200	0	0	0	0	0	0
Vmn1r89	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	180	0
Tmeff2	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	98	0	0	0	0	0	0
Synm	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	191	0	0	0	0	0	0
Snupn	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	107	0	0	0	0	0
Slc37a2	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	193	123	0
Ppil4	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	164	0	0	0	0	0	0
Plpp3	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	126	101	0	0	164	0	0	0	0	0
Napb	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	128	0	0	0	146	0	0
Hs3st1	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	137	0	0	0	0	0	0
Fam222a	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0
Eef2k	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	110	95	0	0	0	0	0
Casr	18.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0
Ash2l	18.619048	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	174	116	0
Zfp704	18.571429	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	171	0	0	0	0	0	0
Pde7b	18.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	124	0	0	0	151	0	0
Nsmce1	18.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	140	0	0	0	0	0	0
Fut2	18.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0
Eef1e1	18.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	175	0	0	0	0	0	0
Cpsf4l	18.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0
Cnih2	18.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	111	0	0	0	0	0	0
Chkb	18.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	275	0	0	0	0	0
Trpm8	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	143	0
Tmx3	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	121	0	0	0	0	0	0
Tmem223	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	124	0	0	0	0	0	0
Tmem179b	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	124	0	0	0	0	0	0
Ralbp1	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	205	0	0	0	0	0	0
Nppc	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	81	0	0	0	0	0	0
Naprt	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0
H2bc14	18.523810	0	0	0	0	0	0	0	0	0	0	0	106	0	160	0	123	0	0	0	0	0	0
Cbl	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	173	0	0	0	0	0	0
Bbx	18.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	169	0	0	0	0	0	0
Zfp819	18.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	138	0	0	0	0	0	0
Zfp526	18.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	116	0	0	177	0	0
Tssc4	18.476190	0	0	0	0	0	0	0	0	0	0	0	183	0	98	0	0	107	0	0	0	0	0
