Target_genes	E2f3|Average	SRX871671|Intestinal_crypt	SRX871675|Intestinal_crypt	SRX871673|Intestinal_villus	SRX871677|Intestinal_villus	SRX106013|MEF	SRX106014|MEF	SRX1120753|MEF	SRX1120754|MEF	SRX1120756|MEF	STRING
Wdr20	29.666667	0	0	0	0	267	0	0	0	0	0
Thada	29.666667	0	105	0	0	162	0	0	0	0	0
Rnf115	29.666667	0	0	0	0	267	0	0	0	0	0
Polr3c	29.666667	0	0	0	0	267	0	0	0	0	0
Ola1	29.666667	0	81	0	0	186	0	0	0	0	0
Nipbl	29.666667	0	0	98	0	169	0	0	0	0	0
Lig4	29.666667	0	0	0	0	119	148	0	0	0	0
Klhl35	29.666667	0	0	0	0	267	0	0	0	0	0
Hspa2	29.666667	0	128	0	0	139	0	0	0	0	0
Fbxo4	29.666667	0	0	0	0	147	120	0	0	0	0
Bcl7b	29.666667	0	0	0	0	267	0	0	0	0	0
Abhd13	29.666667	0	0	0	0	119	148	0	0	0	0
Znhit2	29.555556	0	0	0	0	266	0	0	0	0	0
Ttk	29.555556	266	0	0	0	0	0	0	0	0	0
Tom1	29.555556	0	128	0	0	138	0	0	0	0	0
Rabep1	29.555556	0	0	0	0	160	106	0	0	0	0
Polr3h	29.555556	0	0	0	0	266	0	0	0	0	0
Ndc1	29.555556	0	0	0	0	266	0	0	0	0	0
Nbl1	29.555556	0	0	0	0	266	0	0	0	0	0
Naa20	29.555556	0	0	0	0	167	99	0	0	0	0
Mrpl49	29.555556	0	0	0	0	266	0	0	0	0	0
Mrpl45	29.555556	0	0	0	0	266	0	0	0	0	0
Marchf7	29.555556	0	0	0	0	266	0	0	0	0	0
Ifi44l	29.555556	97	169	0	0	0	0	0	0	0	0
Fau	29.555556	0	0	0	0	266	0	0	0	0	0
Cfl1	29.555556	116	0	0	0	150	0	0	0	0	0
Aatf	29.555556	0	0	0	0	266	0	0	0	0	0
Yy1	29.444444	0	0	0	0	265	0	0	0	0	0
Usp15	29.444444	0	0	0	0	265	0	0	0	0	0
Phf1	29.444444	0	0	0	0	265	0	0	0	0	0
Pgrmc2	29.444444	0	0	0	0	265	0	0	0	0	0
Mnt	29.444444	153	0	0	0	112	0	0	0	0	0
Map10	29.444444	0	0	0	0	265	0	0	0	0	0
Ltc4s	29.444444	0	0	0	0	265	0	0	0	0	0
Lrrc45	29.444444	0	138	0	0	0	0	0	127	0	0
Guk1	29.444444	0	0	0	0	265	0	0	0	0	0
Ddb2	29.444444	156	109	0	0	0	0	0	0	0	0
Cers2	29.444444	106	159	0	0	0	0	0	0	0	0
Cenpx	29.444444	0	138	0	0	0	0	0	127	0	0
Anxa9	29.444444	106	159	0	0	0	0	0	0	0	0
Zscan22	29.333333	126	138	0	0	0	0	0	0	0	0
Tmigd3	29.333333	136	128	0	0	0	0	0	0	0	0
Stpg3	29.333333	126	138	0	0	0	0	0	0	0	0
Stard3nl	29.333333	0	0	0	0	264	0	0	0	0	0
Six1	29.333333	0	0	0	0	264	0	0	0	0	0
Sh3pxd2a	29.333333	0	0	0	0	264	0	0	0	0	0
Sh3bgrl	29.333333	116	148	0	0	0	0	0	0	0	0
Sdr16c6	29.333333	146	118	0	0	0	0	0	0	0	0
Rheb	29.333333	0	0	0	0	264	0	0	0	0	0
Rab33b	29.333333	0	0	0	0	264	0	0	0	0	0
Proser2	29.333333	0	0	0	0	264	0	0	0	0	0
Phc2	29.333333	0	0	0	0	264	0	0	0	0	0
Pafah2	29.333333	136	128	0	0	0	0	0	0	0	0
Nelfb	29.333333	126	138	0	0	0	0	0	0	0	0
Muc1	29.333333	116	148	0	0	0	0	0	0	0	0
Mpp4	29.333333	146	118	0	0	0	0	0	0	0	0
Manbal	29.333333	126	138	0	0	0	0	0	0	0	0
Ldhc	29.333333	116	148	0	0	0	0	0	0	0	0
Klhl9	29.333333	127	137	0	0	0	0	0	0	0	0
Kcnk16	29.333333	126	138	0	0	0	0	0	0	0	0
Izumo1	29.333333	126	138	0	0	0	0	0	0	0	0
Gpnmb	29.333333	126	138	0	0	0	0	0	0	0	0
Gnpat	29.333333	0	0	0	0	264	0	0	0	0	0
Gm45927	29.333333	116	148	0	0	0	0	0	0	0	0
Fut1	29.333333	126	138	0	0	0	0	0	0	0	0
Elp5	29.333333	136	128	0	0	0	0	0	0	0	0
D16Ertd472e	29.333333	0	0	0	0	264	0	0	0	0	0
Ctdnep1	29.333333	136	128	0	0	0	0	0	0	0	0
Clk2	29.333333	116	148	0	0	0	0	0	0	0	0
Chsy1	29.333333	0	118	0	0	146	0	0	0	0	0
Atp6v1g1	29.333333	136	128	0	0	0	0	0	0	0	0
Arhgap11a	29.333333	153	0	111	0	0	0	0	0	0	0
2810004N23Rik	29.333333	0	0	0	0	264	0	0	0	0	0
Slc11a2	29.222222	125	0	138	0	0	0	0	0	0	0
Rusf1	29.222222	136	127	0	0	0	0	0	0	0	0
Rasa2	29.222222	0	0	0	0	263	0	0	0	0	0
Polg2	29.222222	0	0	0	0	101	162	0	0	0	0
Ier5	29.222222	115	148	0	0	0	0	0	0	0	0
Galc	29.222222	0	0	0	0	263	0	0	0	0	0
Dact1	29.222222	0	0	0	0	263	0	0	0	0	0
Ap3b1	29.222222	0	0	0	0	263	0	0	0	0	0
Adgra2	29.222222	0	0	0	0	263	0	0	0	0	0
Sppl2a	29.111111	0	0	0	0	262	0	0	0	0	0
Pgam1	29.111111	0	159	0	0	103	0	0	0	0	0
1700029H14Rik	29.111111	0	180	82	0	0	0	0	0	0	0
Wtip	29.000000	0	0	0	0	261	0	0	0	0	0
Tmem192	29.000000	0	0	0	0	143	118	0	0	0	0
Tmem164	29.000000	0	0	0	0	261	0	0	0	0	0
Nsmce4a	29.000000	62	0	0	0	199	0	0	0	0	0
Myo10	29.000000	0	128	0	0	133	0	0	0	0	0
Lsm14b	29.000000	0	0	0	0	261	0	0	0	0	0
Fxyd6	29.000000	0	0	0	0	261	0	0	0	0	0
Eif4g1	29.000000	0	0	0	0	261	0	0	0	0	0
Crkl	29.000000	0	0	0	0	261	0	0	0	0	0
Cd164	29.000000	0	0	0	0	261	0	0	0	0	0
Atp11b	29.000000	0	0	0	0	261	0	0	0	0	0
Vmn1r9	28.888889	132	128	0	0	0	0	0	0	0	0
Smim8	28.888889	0	0	0	0	260	0	0	0	0	0
Rnf165	28.888889	0	0	0	0	260	0	0	0	0	0
Rgs12	28.888889	0	0	0	0	260	0	0	0	0	0
Prpf4	28.888889	125	135	0	0	0	0	0	0	0	0
Nelfa	28.888889	0	0	0	0	260	0	0	0	0	0
Myl12a	28.888889	0	0	0	0	151	109	0	0	0	0
Ism2	28.888889	0	0	0	0	260	0	0	0	0	0
Hunk	28.888889	0	0	0	0	260	0	0	0	0	0
Hdac2	28.888889	0	0	0	0	260	0	0	0	0	0
H3c6	28.888889	0	0	0	0	184	76	0	0	0	0
Gpr84	28.888889	0	0	0	0	260	0	0	0	0	0
Far1	28.888889	0	0	0	0	260	0	0	0	0	0
Ehd1	28.888889	0	0	0	0	260	0	0	0	0	0
Cdc26	28.888889	125	135	0	0	0	0	0	0	0	0
Tmem88b	28.777778	0	0	0	0	259	0	0	0	0	0
Tmem43	28.777778	156	0	0	0	103	0	0	0	0	0
Srebf1	28.777778	0	0	0	0	259	0	0	0	0	0
Rnmt	28.777778	0	0	0	0	259	0	0	0	0	0
Ndst3	28.777778	79	180	0	0	0	0	0	0	0	0
Mtpn	28.777778	0	0	0	0	259	0	0	0	0	0
Large1	28.777778	0	0	0	0	259	0	0	0	0	0
Ier5l	28.777778	0	0	0	0	259	0	0	0	0	0
Fut8	28.777778	110	0	0	0	149	0	0	0	0	0
Fam210a	28.777778	0	0	0	0	259	0	0	0	0	0
Dpysl3	28.777778	0	0	0	0	259	0	0	0	0	0
Dnph1	28.777778	0	0	0	0	259	0	0	0	0	0
Chchd4	28.777778	156	0	0	0	103	0	0	0	0	0
Zfp800	28.666667	0	0	0	0	172	86	0	0	0	0
Rbm6	28.666667	114	0	0	0	144	0	0	0	0	0
Gjb2	28.666667	0	0	0	0	258	0	0	0	0	0
Fkbp4	28.666667	0	0	0	0	258	0	0	0	0	0
Dtd2	28.666667	0	0	0	0	258	0	0	0	0	0
Dcaf10	28.666667	0	0	0	0	258	0	0	0	0	0
Bmpr1a	28.666667	0	0	0	0	258	0	0	0	0	0
Adcy3	28.666667	0	0	0	0	258	0	0	0	0	0
Zfp637	28.555556	0	0	0	0	257	0	0	0	0	0
Zfp341	28.555556	0	0	0	0	257	0	0	0	0	0
Trim26	28.555556	0	0	0	0	257	0	0	0	0	0
Sntb2	28.555556	0	0	0	0	257	0	0	0	0	0
Polr2c	28.555556	0	0	0	0	257	0	0	0	0	0
Pkn1	28.555556	0	0	0	0	257	0	0	0	0	0
Lman2	28.555556	167	90	0	0	0	0	0	0	0	0
Lgals1	28.555556	0	0	0	0	0	0	0	257	0	0
Ipo11	28.555556	88	0	82	0	87	0	0	0	0	0
H2bc13	28.555556	141	0	0	0	116	0	0	0	0	0
H2ac13	28.555556	141	0	0	0	116	0	0	0	0	0
Gm13285	28.555556	0	0	0	0	257	0	0	0	0	0
Gm13279	28.555556	0	0	0	0	257	0	0	0	0	0
Gm13278	28.555556	0	0	0	0	257	0	0	0	0	0
Gm13275	28.555556	0	0	0	0	257	0	0	0	0	0
Ctsd	28.555556	0	90	0	0	167	0	0	0	0	0
Ap1ar	28.555556	0	0	0	0	257	0	0	0	0	0
Ahr	28.555556	0	0	0	0	159	98	0	0	0	0
Sptan1	28.444444	0	0	0	0	256	0	0	0	0	0
Spink2	28.444444	97	159	0	0	0	0	0	0	0	0
Shcbp1l	28.444444	0	0	0	0	256	0	0	0	0	0
Rab5a	28.444444	0	0	0	0	256	0	0	0	0	0
Pfkl	28.444444	0	0	0	0	256	0	0	0	0	0
Opa3	28.444444	0	0	0	0	256	0	0	0	0	0
Lyplal1	28.444444	0	0	0	0	256	0	0	0	0	0
Kpna2	28.444444	112	0	0	0	144	0	0	0	0	0
H60b	28.444444	97	159	0	0	0	0	0	0	0	0
Exosc8	28.444444	0	0	0	0	256	0	0	0	0	0
Ell3	28.444444	97	159	0	0	0	0	0	0	0	0
Edf1	28.444444	0	0	0	0	256	0	0	0	0	0
Crk	28.444444	0	0	0	0	142	114	0	0	0	0
Alg5	28.444444	0	0	0	0	256	0	0	0	0	0
Abca5	28.444444	0	0	0	0	256	0	0	0	0	0
Xpnpep1	28.333333	0	0	0	0	255	0	0	0	0	0
Swsap1	28.333333	0	72	0	0	183	0	0	0	0	0
Med14	28.333333	106	0	0	0	149	0	0	0	0	0
Gorasp2	28.333333	0	0	0	0	130	125	0	0	0	0
Agps	28.333333	0	0	0	0	255	0	0	0	0	0
Usp34	28.222222	0	0	0	0	254	0	0	0	0	0
Tom1l1	28.222222	126	128	0	0	0	0	0	0	0	0
Tcf23	28.222222	116	138	0	0	0	0	0	0	0	0
Stk11	28.222222	0	0	0	0	254	0	0	0	0	0
Spin1	28.222222	0	0	0	0	146	108	0	0	0	0
Smc1b	28.222222	126	128	0	0	0	0	0	0	0	0
Sfxn1	28.222222	0	0	0	0	254	0	0	0	0	0
Runx1	28.222222	116	138	0	0	0	0	0	0	0	0
Rela	28.222222	0	0	0	0	254	0	0	0	0	0
Rdx	28.222222	0	0	0	0	254	0	0	0	0	0
Olfr536	28.222222	126	128	0	0	0	0	0	0	0	0
Mov10	28.222222	0	0	0	0	163	91	0	0	0	0
Hspbp1	28.222222	136	118	0	0	0	0	0	0	0	0
Ginm1	28.222222	0	0	0	0	254	0	0	0	0	0
Fnbp1l	28.222222	0	94	0	0	160	0	0	0	0	0
Edem1	28.222222	0	0	0	0	254	0	0	0	0	0
Dennd5b	28.222222	0	0	0	0	254	0	0	0	0	0
Clmn	28.222222	116	138	0	0	0	0	0	0	0	0
Clec2d	28.222222	161	93	0	0	0	0	0	0	0	0
Ccnd3	28.222222	0	0	0	0	254	0	0	0	0	0
Ap2a1	28.222222	0	0	0	0	254	0	0	0	0	0
Anks6	28.222222	0	0	0	0	254	0	0	0	0	0
Ahcyl1	28.222222	0	0	0	0	254	0	0	0	0	0
Urgcp	28.111111	0	0	0	0	253	0	0	0	0	0
Ttc13	28.111111	0	0	0	0	253	0	0	0	0	0
Tbl1x	28.111111	0	0	0	0	253	0	0	0	0	0
Slc35e3	28.111111	0	0	0	0	253	0	0	0	0	0
Slc22a5	28.111111	0	0	0	0	253	0	0	0	0	0
Sec63	28.111111	0	0	0	0	253	0	0	0	0	0
Pygl	28.111111	0	138	115	0	0	0	0	0	0	0
Ptpn11	28.111111	0	0	0	0	253	0	0	0	0	0
Ppargc1b	28.111111	0	0	0	0	253	0	0	0	0	0
Mpzl2	28.111111	115	138	0	0	0	0	0	0	0	0
Lsm6	28.111111	0	0	0	0	253	0	0	0	0	0
Hcn1	28.111111	0	0	0	0	253	0	0	0	0	0
Gsk3a	28.111111	0	0	0	0	253	0	0	0	0	0
Erf	28.111111	0	0	0	0	253	0	0	0	0	0
Cetn3	28.111111	0	0	0	0	253	0	0	0	0	0
Cdk5rap3	28.111111	0	0	0	0	253	0	0	0	0	0
Arv1	28.111111	0	0	0	0	253	0	0	0	0	0
Arglu1	28.111111	0	0	0	0	253	0	0	0	0	0
Arap1	28.111111	0	0	0	0	253	0	0	0	0	0
Vinac1	28.000000	0	0	0	0	252	0	0	0	0	0
Ttl	28.000000	0	0	0	0	252	0	0	0	0	0
Sumo3	28.000000	0	0	0	0	252	0	0	0	0	0
St3gal4	28.000000	0	0	0	0	252	0	0	0	0	0
Ssx2ip	28.000000	0	0	0	0	252	0	0	0	0	0
Spata6	28.000000	0	0	0	0	252	0	0	0	0	0
Rrs1	28.000000	126	0	126	0	0	0	0	0	0	0
Ppfia1	28.000000	0	0	0	0	252	0	0	0	0	0
Nudt5	28.000000	98	0	0	0	154	0	0	0	0	0
Gnpda1	28.000000	0	0	0	0	252	0	0	0	0	0
Fgfbp3	28.000000	0	0	0	0	252	0	0	0	0	0
Cnn3	28.000000	0	0	0	0	252	0	0	0	0	0
Cdc123	28.000000	98	0	0	0	154	0	0	0	0	0
Akap10	28.000000	0	0	0	0	252	0	0	0	0	0
Adhfe1	28.000000	126	0	126	0	0	0	0	0	0	0
Umps	27.888889	0	119	0	0	132	0	0	0	0	0
Syt13	27.888889	0	0	0	0	251	0	0	0	0	0
Rhobtb1	27.888889	0	0	0	0	159	92	0	0	0	0
Pcsk6	27.888889	0	0	0	0	251	0	0	0	0	0
Nr3c1	27.888889	0	0	0	0	251	0	0	0	0	0
Mllt1	27.888889	0	0	0	0	251	0	0	0	0	0
Hip1r	27.888889	0	0	0	0	251	0	0	0	0	0
Gm5617	27.888889	0	0	0	0	251	0	0	0	0	0
Fasn	27.888889	0	0	0	0	251	0	0	0	0	0
Ankrd46	27.888889	0	0	0	0	251	0	0	0	0	0
Ankle2	27.888889	0	0	0	0	251	0	0	0	0	0
A930033H14Rik	27.888889	0	0	0	0	159	92	0	0	0	0
Utp4	27.777778	0	0	0	0	250	0	0	0	0	0
Trp53inp1	27.777778	0	0	0	0	250	0	0	0	0	0
Tpt1	27.777778	0	0	0	0	175	75	0	0	0	0
Tmem147	27.777778	0	0	0	0	250	0	0	0	0	0
Slc36a4	27.777778	0	0	0	0	250	0	0	0	0	0
Slc24a2	27.777778	0	0	0	0	250	0	0	0	0	0
Shcbp1	27.777778	146	104	0	0	0	0	0	0	0	0
Rpl17	27.777778	0	0	0	0	121	129	0	0	0	0
Pfkp	27.777778	0	0	0	0	250	0	0	0	0	0
Mllt3	27.777778	111	0	0	0	139	0	0	0	0	0
Lrrc1	27.777778	0	0	0	0	250	0	0	0	0	0
Lgalsl	27.777778	0	0	0	0	250	0	0	0	0	0
Iqcb1	27.777778	0	0	0	0	250	0	0	0	0	0
Hipk2	27.777778	0	0	0	0	250	0	0	0	0	0
Eno1	27.777778	0	0	0	0	250	0	0	0	0	0
Enho	27.777778	0	0	0	0	250	0	0	0	0	0
Eaf2	27.777778	0	0	0	0	250	0	0	0	0	0
Derpc	27.777778	0	0	0	0	250	0	0	0	0	0
Chtf8	27.777778	0	0	0	0	250	0	0	0	0	0
C2cd5	27.777778	97	0	0	0	153	0	0	0	0	0
Atp10a	27.777778	0	0	0	0	250	0	0	0	0	0
Usp25	27.666667	0	0	0	0	249	0	0	0	0	0
Thap7	27.666667	0	0	0	0	249	0	0	0	0	0
Sec22a	27.666667	0	0	0	0	249	0	0	0	0	0
Ppp6r3	27.666667	0	118	0	0	131	0	0	0	0	0
Nck2	27.666667	0	0	0	0	249	0	0	0	0	0
Lypla1	27.666667	0	0	0	0	249	0	0	0	0	0
Lmbr1l	27.666667	0	0	0	0	249	0	0	0	0	0
Gatad2b	27.666667	0	0	0	0	249	0	0	0	0	0
Flna	27.666667	0	0	0	0	249	0	0	0	0	0
Emd	27.666667	0	0	0	0	249	0	0	0	0	0
E2f5	27.666667	0	0	0	0	249	0	0	0	0	0
Dnajc13	27.666667	0	0	0	0	249	0	0	0	0	0
Afg3l2	27.666667	0	0	0	0	173	76	0	0	0	0
9430015G10Rik	27.666667	0	0	0	0	249	0	0	0	0	0
Zmym1	27.555556	0	0	0	0	248	0	0	0	0	0
Unc13a	27.555556	0	0	0	0	248	0	0	0	0	0
Topaz1	27.555556	79	169	0	0	0	0	0	0	0	0
Sf3a2	27.555556	79	0	0	0	169	0	0	0	0	0
Plekhj1	27.555556	79	0	0	0	169	0	0	0	0	0
Pakap	27.555556	0	0	0	0	248	0	0	0	0	0
Mrm3	27.555556	0	0	0	0	248	0	0	0	0	0
Jak3	27.555556	0	0	0	0	248	0	0	0	0	0
Glod4	27.555556	0	0	0	0	248	0	0	0	0	0
Fdx1	27.555556	0	0	0	0	248	0	0	0	0	0
Fam193a	27.555556	0	0	0	0	248	0	0	0	0	0
Exoc5	27.555556	0	0	0	0	248	0	0	0	0	0
Dnajb1	27.555556	0	0	0	0	248	0	0	0	0	0
Cycs	27.555556	0	98	0	0	150	0	0	0	0	0
Cdc5l	27.555556	0	0	0	0	248	0	0	0	0	0
Ap5m1	27.555556	0	0	0	0	248	0	0	0	0	0
Zkscan2	27.444444	0	0	0	0	247	0	0	0	0	0
Vmn2r67	27.444444	119	128	0	0	0	0	0	0	0	0
Runx2	27.444444	0	0	0	0	247	0	0	0	0	0
Reep1	27.444444	0	0	0	0	247	0	0	0	0	0
Rap1gds1	27.444444	0	0	0	0	247	0	0	0	0	0
Otulin	27.444444	0	0	0	0	247	0	0	0	0	0
Mtf2	27.444444	126	0	0	0	121	0	0	0	0	0
Lrrc56	27.444444	0	0	0	0	247	0	0	0	0	0
Ints10	27.444444	88	159	0	0	0	0	0	0	0	0
Hras	27.444444	0	0	0	0	247	0	0	0	0	0
Herc1	27.444444	0	0	0	0	247	0	0	0	0	0
Gsn	27.444444	0	0	0	0	247	0	0	0	0	0
Fpgs	27.444444	88	159	0	0	0	0	0	0	0	0
Fbxl3	27.444444	0	0	0	0	247	0	0	0	0	0
Ep400	27.444444	0	0	0	0	164	83	0	0	0	0
Efemp2	27.444444	0	0	0	0	247	0	0	0	0	0
Diaph1	27.444444	0	0	0	0	247	0	0	0	0	0
Cers6	27.444444	0	0	0	0	247	0	0	0	0	0
Cct8	27.444444	0	0	0	0	247	0	0	0	0	0
Capns1	27.444444	157	0	0	0	90	0	0	0	0	0
Bptf	27.444444	0	0	0	0	247	0	0	0	0	0
Atrnl1	27.444444	0	0	0	0	247	0	0	0	0	0
Apcdd1	27.444444	0	0	0	0	247	0	0	0	0	0
Zbtb8a	27.333333	0	0	0	0	246	0	0	0	0	0
Yes1	27.333333	0	0	0	0	246	0	0	0	0	0
Spink8	27.333333	156	90	0	0	0	0	0	0	0	0
Rasgef1c	27.333333	0	0	0	0	246	0	0	0	0	0
R3hdm2	27.333333	0	0	0	0	246	0	0	0	0	0
Gnaq	27.333333	0	0	0	0	246	0	0	0	0	0
Esrp1	27.333333	146	100	0	0	0	0	0	0	0	0
Clcn4	27.333333	0	0	0	0	246	0	0	0	0	0
Arhgef16	27.333333	156	90	0	0	0	0	0	0	0	0
Zfpm2	27.222222	0	0	0	0	245	0	0	0	0	0
Zfp493	27.222222	97	148	0	0	0	0	0	0	0	0
Tjap1	27.222222	116	0	0	0	129	0	0	0	0	0
T	27.222222	146	99	0	0	0	0	0	0	0	0
Prr13	27.222222	146	99	0	0	0	0	0	0	0	0
Olfr402	27.222222	146	99	0	0	0	0	0	0	0	0
Med16	27.222222	146	99	0	0	0	0	0	0	0	0
Lemd2	27.222222	0	0	0	0	245	0	0	0	0	0
Jph1	27.222222	0	0	0	0	245	0	0	0	0	0
Hspa14	27.222222	245	0	0	0	0	0	0	0	0	0
H4c18	27.222222	0	0	71	0	174	0	0	0	0	0
H4bc24	27.222222	0	0	71	0	174	0	0	0	0	0
H2bc23	27.222222	0	0	71	0	174	0	0	0	0	0
H2ac24	27.222222	0	0	71	0	174	0	0	0	0	0
H2ac23	27.222222	0	0	71	0	174	0	0	0	0	0
Gm7347	27.222222	114	131	0	0	0	0	0	0	0	0
Cebpb	27.222222	0	0	0	0	245	0	0	0	0	0
Cdnf	27.222222	245	0	0	0	0	0	0	0	0	0
Birc6	27.222222	0	167	0	0	78	0	0	0	0	0
Adgrb1	27.222222	0	0	0	0	245	0	0	0	0	0
Utp18	27.111111	0	0	0	0	244	0	0	0	0	0
Traf3ip2	27.111111	106	138	0	0	0	0	0	0	0	0
Svip	27.111111	126	118	0	0	0	0	0	0	0	0
Srprb	27.111111	106	138	0	0	0	0	0	0	0	0
Prkch	27.111111	126	118	0	0	0	0	0	0	0	0
Mbtd1	27.111111	0	0	0	0	244	0	0	0	0	0
Igf2r	27.111111	126	118	0	0	0	0	0	0	0	0
Gpatch8	27.111111	0	0	103	0	141	0	0	0	0	0
Dars2	27.111111	173	0	71	0	0	0	0	0	0	0
1700015G11Rik	27.111111	126	118	0	0	0	0	0	0	0	0
Wnt10b	27.000000	0	109	0	0	134	0	0	0	0	0
Vmn1r89	27.000000	105	138	0	0	0	0	0	0	0	0
Use1	27.000000	0	0	0	0	243	0	0	0	0	0
Twf2	27.000000	0	0	0	0	243	0	0	0	0	0
Tmem184b	27.000000	0	0	0	0	243	0	0	0	0	0
Slc25a33	27.000000	0	0	0	0	243	0	0	0	0	0
Ppm1m	27.000000	0	0	0	0	243	0	0	0	0	0
Ocel1	27.000000	0	0	0	0	243	0	0	0	0	0
Gata4	27.000000	162	81	0	0	0	0	0	0	0	0
Cnksr3	27.000000	0	0	0	0	243	0	0	0	0	0
Banp	27.000000	0	0	0	0	243	0	0	0	0	0
Arhgef10	27.000000	0	0	0	0	243	0	0	0	0	0
Amotl2	27.000000	0	138	0	0	105	0	0	0	0	0
Zmynd11	26.888889	126	0	0	0	116	0	0	0	0	0
Thoc7	26.888889	0	0	0	0	242	0	0	0	0	0
Tada2b	26.888889	0	0	0	0	242	0	0	0	0	0
Rab1a	26.888889	0	0	0	0	242	0	0	0	0	0
Phox2a	26.888889	0	0	0	0	242	0	0	0	0	0
N4bp3	26.888889	0	0	0	0	242	0	0	0	0	0
Ilkap	26.888889	0	0	0	0	242	0	0	0	0	0
Ifngr2	26.888889	0	0	0	0	242	0	0	0	0	0
Ccdc96	26.888889	0	0	0	0	242	0	0	0	0	0
Cbfb	26.888889	0	0	0	0	242	0	0	0	0	0
Atp1a1	26.888889	0	0	0	0	242	0	0	0	0	0
Spats2	26.777778	0	0	0	0	241	0	0	0	0	0
Nupr1l	26.777778	0	0	0	0	241	0	0	0	0	0
Mns1	26.777778	97	0	0	0	144	0	0	0	0	0
Marchf8	26.777778	0	0	0	0	133	108	0	0	0	0
Gan	26.777778	0	0	0	0	241	0	0	0	0	0
Zbtb37	26.666667	0	0	0	0	240	0	0	0	0	0
Synrg	26.666667	0	0	0	0	146	94	0	0	0	0
Sgpp1	26.666667	0	0	0	0	240	0	0	0	0	0
Ptp4a1	26.666667	0	0	0	0	240	0	0	0	0	0
Prag1	26.666667	0	0	0	0	240	0	0	0	0	0
Polr2h	26.666667	0	0	0	0	240	0	0	0	0	0
Maco1	26.666667	0	0	0	0	240	0	0	0	0	0
Hmces	26.666667	0	0	0	0	240	0	0	0	0	0
Clcn2	26.666667	0	0	0	0	240	0	0	0	0	0
Atf3	26.666667	0	90	0	0	150	0	0	0	0	0
Arl15	26.666667	91	0	0	0	149	0	0	0	0	0
Apba1	26.666667	0	0	0	0	240	0	0	0	0	0
Txnrd1	26.555556	0	0	0	0	239	0	0	0	0	0
Slc9a3r2	26.555556	0	0	0	0	239	0	0	0	0	0
Rab2a	26.555556	0	0	0	0	129	110	0	0	0	0
Pgap1	26.555556	0	0	0	0	239	0	0	0	0	0
Ndufa8	26.555556	136	0	103	0	0	0	0	0	0	0
Morn5	26.555556	136	0	103	0	0	0	0	0	0	0
Magi3	26.555556	0	0	0	0	239	0	0	0	0	0
Herc2	26.555556	0	0	0	0	239	0	0	0	0	0
Glrx2	26.555556	0	0	0	0	239	0	0	0	0	0
Fam124a	26.555556	0	0	0	0	239	0	0	0	0	0
Dusp1	26.555556	0	0	0	0	239	0	0	0	0	0
Dixdc1	26.555556	0	0	0	0	239	0	0	0	0	0
Dennd2a	26.555556	0	0	0	0	239	0	0	0	0	0
Clk4	26.555556	0	0	0	0	239	0	0	0	0	0
BC049762	26.555556	0	0	0	0	239	0	0	0	0	0
Agpat3	26.555556	0	0	0	0	239	0	0	0	0	0
Zfp740	26.444444	0	0	0	0	238	0	0	0	0	0
Tspan18	26.444444	0	0	0	0	238	0	0	0	0	0
Slc39a14	26.444444	0	0	0	0	238	0	0	0	0	0
Slc22a15	26.444444	0	0	0	0	118	120	0	0	0	0
Sh3glb2	26.444444	0	0	0	0	238	0	0	0	0	0
Npffr2	26.444444	79	159	0	0	0	0	0	0	0	0
Nfe2l2	26.444444	118	0	0	0	120	0	0	0	0	0
Miga2	26.444444	0	0	0	0	238	0	0	0	0	0
Gpx1	26.444444	166	0	72	0	0	0	0	0	0	0
Gna13	26.444444	0	0	0	0	238	0	0	0	0	0
Csad	26.444444	0	0	0	0	238	0	0	0	0	0
1110008P14Rik	26.444444	0	0	0	0	238	0	0	0	0	0
Zfp629	26.333333	0	0	0	0	237	0	0	0	0	0
Usp10	26.333333	0	0	0	0	237	0	0	0	0	0
Ubr2	26.333333	97	0	0	0	140	0	0	0	0	0
Trim35	26.333333	0	99	0	0	138	0	0	0	0	0
Rsbn1l	26.333333	0	0	0	0	237	0	0	0	0	0
Papola	26.333333	0	109	0	0	128	0	0	0	0	0
Kcnq5	26.333333	0	0	0	0	237	0	0	0	0	0
Hey2	26.333333	0	0	0	0	237	0	0	0	0	0
Hdac5	26.333333	0	0	0	0	102	135	0	0	0	0
Gspt1	26.333333	0	0	0	0	237	0	0	0	0	0
Gm13283	26.333333	0	0	0	0	237	0	0	0	0	0
Fhl2	26.333333	0	0	0	0	237	0	0	0	0	0
Crygc	26.333333	0	99	138	0	0	0	0	0	0	0
Crygb	26.333333	0	99	138	0	0	0	0	0	0	0
Crebbp	26.333333	0	0	0	0	237	0	0	0	0	0
Cep192	26.333333	96	0	0	0	141	0	0	0	0	0
Ago1	26.333333	0	0	0	0	237	0	0	0	0	0
Zfp961	26.222222	0	0	0	0	236	0	0	0	0	0
Zfp748	26.222222	0	0	0	0	236	0	0	0	0	0
Usp47	26.222222	0	0	0	0	236	0	0	0	0	0
Stk16	26.222222	146	90	0	0	0	0	0	0	0	0
Snx16	26.222222	0	0	0	0	133	103	0	0	0	0
Slit2	26.222222	0	0	0	0	236	0	0	0	0	0
Ppm1a	26.222222	0	0	0	0	236	0	0	0	0	0
Pcdh18	26.222222	0	0	0	0	236	0	0	0	0	0
Palb2	26.222222	0	0	0	0	236	0	0	0	0	0
