Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX23761407|Ependymoma	SRX4988100|ES_cells	SRX4988101|ES_cells	SRX4988102|ES_cells	SRX4988103|ES_cells	SRX4988104|ES_cells	SRX4988105|ES_cells	STRING
Eftud2	40.375000	323	0	0	0	0	0	0	0	0
Dtwd2	40.375000	323	0	0	0	0	0	0	0	0
Ccdc103	40.375000	323	0	0	0	0	0	0	0	0
Wwc2	40.250000	322	0	0	0	0	0	0	0	0
Tnfsf9	40.250000	322	0	0	0	0	0	0	0	0
Polr1d	40.250000	322	0	0	0	0	0	0	0	0
Lnx2	40.250000	322	0	0	0	0	0	0	0	0
Kdm5c	40.250000	322	0	0	0	0	0	0	0	0
Homez	40.250000	322	0	0	0	0	0	0	0	0
Fbxo30	40.250000	322	0	0	0	0	0	0	0	0
Emb	40.250000	322	0	0	0	0	0	0	0	0
B4galnt3	40.250000	322	0	0	0	0	0	0	0	0
Adcy9	40.250000	322	0	0	0	0	0	0	0	0
Tpmt	40.125000	321	0	0	0	0	0	0	0	0
Topors	40.125000	321	0	0	0	0	0	0	0	0
Snrnp27	40.125000	321	0	0	0	0	0	0	0	0
Smim27	40.125000	321	0	0	0	0	0	0	0	0
Rasa2	40.125000	321	0	0	0	0	0	0	0	0
Pxmp2	40.125000	321	0	0	0	0	0	0	0	0
Pole	40.125000	321	0	0	0	0	0	0	0	0
Mis12	40.125000	321	0	0	0	0	0	0	0	0
Kdm1b	40.125000	321	0	0	0	0	0	0	0	0
Derl2	40.125000	321	0	0	0	0	0	0	0	0
Crebrf	40.125000	321	0	0	0	0	0	0	0	0
Cisd2	40.125000	321	0	0	0	0	0	0	0	0
Spindoc	40.000000	320	0	0	0	0	0	0	0	0
Rdh5	40.000000	320	0	0	0	0	0	0	0	0
Ralb	40.000000	320	0	0	0	0	0	0	0	0
Prrc1	40.000000	320	0	0	0	0	0	0	0	0
Llgl2	40.000000	320	0	0	0	0	0	0	0	0
Il10rb	40.000000	320	0	0	0	0	0	0	0	0
Hnrnpdl	40.000000	320	0	0	0	0	0	0	0	0
Enoph1	40.000000	320	0	0	0	0	0	0	0	0
E030030I06Rik	40.000000	320	0	0	0	0	0	0	0	0
Crot	40.000000	320	0	0	0	0	0	0	0	0
Bloc1s1	40.000000	320	0	0	0	0	0	0	0	0
Ago1	40.000000	320	0	0	0	0	0	0	0	0
Phc2	39.875000	182	137	0	0	0	0	0	0	0
Nadk2	39.875000	319	0	0	0	0	0	0	0	0
Cox6a1	39.875000	319	0	0	0	0	0	0	0	0
Bard1	39.875000	319	0	0	0	0	0	0	0	0
Tmem37	39.750000	318	0	0	0	0	0	0	0	0
Pex3	39.750000	318	0	0	0	0	0	0	0	0
Lyrm4	39.750000	318	0	0	0	0	0	0	0	0
Fars2	39.750000	318	0	0	0	0	0	0	0	0
Egln2	39.750000	318	0	0	0	0	0	0	0	0
Depdc1b	39.750000	318	0	0	0	0	0	0	0	0
Bin3	39.750000	318	0	0	0	0	0	0	0	0
Atp1b1	39.750000	318	0	0	0	0	0	0	0	0
Adat2	39.750000	318	0	0	0	0	0	0	0	0
Xkr7	39.625000	317	0	0	0	0	0	0	0	0
Rab10	39.625000	317	0	0	0	0	0	0	0	0
Prkaa1	39.625000	317	0	0	0	0	0	0	0	0
Ppp1r21	39.625000	317	0	0	0	0	0	0	0	0
Nsun4	39.625000	243	74	0	0	0	0	0	0	0
Fech	39.625000	317	0	0	0	0	0	0	0	0
Csnk1g1	39.625000	317	0	0	0	0	0	0	0	0
Cdkn1a	39.625000	317	0	0	0	0	0	0	0	0
Zbtb7b	39.500000	316	0	0	0	0	0	0	0	0
Ube3b	39.500000	316	0	0	0	0	0	0	0	0
Slc39a10	39.500000	316	0	0	0	0	0	0	0	0
Sccpdh	39.500000	316	0	0	0	0	0	0	0	0
Prrc2c	39.500000	316	0	0	0	0	0	0	0	0
Pdcl3	39.500000	316	0	0	0	0	0	0	0	0
Orc2	39.500000	316	0	0	0	0	0	0	0	0
Oat	39.500000	316	0	0	0	0	0	0	0	0
Kctd10	39.500000	316	0	0	0	0	0	0	0	0
Gmcl1	39.500000	316	0	0	0	0	0	0	0	0
Fank1	39.500000	316	0	0	0	0	0	0	0	0
Eef1akmt2	39.500000	316	0	0	0	0	0	0	0	0
Dhx32	39.500000	316	0	0	0	0	0	0	0	0
Arap1	39.500000	316	0	0	0	0	0	0	0	0
Acyp2	39.500000	198	118	0	0	0	0	0	0	0
1700066B19Rik	39.500000	316	0	0	0	0	0	0	0	0
Otub1	39.375000	315	0	0	0	0	0	0	0	0
Oser1	39.375000	315	0	0	0	0	0	0	0	0
Ino80d	39.375000	315	0	0	0	0	0	0	0	0
Ing3	39.375000	315	0	0	0	0	0	0	0	0
Fbxo6	39.375000	315	0	0	0	0	0	0	0	0
Dync1i2	39.375000	315	0	0	0	0	0	0	0	0
Abhd2	39.375000	315	0	0	0	0	0	0	0	0
Zmynd12	39.250000	314	0	0	0	0	0	0	0	0
Zkscan7	39.250000	314	0	0	0	0	0	0	0	0
Tom1l2	39.250000	314	0	0	0	0	0	0	0	0
Tmem216	39.250000	314	0	0	0	0	0	0	0	0
Tefm	39.250000	314	0	0	0	0	0	0	0	0
Tc2n	39.250000	314	0	0	0	0	0	0	0	0
Soat1	39.250000	314	0	0	0	0	0	0	0	0
Sat1	39.250000	314	0	0	0	0	0	0	0	0
Rfc3	39.250000	314	0	0	0	0	0	0	0	0
Rev3l	39.250000	314	0	0	0	0	0	0	0	0
Ppcs	39.250000	314	0	0	0	0	0	0	0	0
Nme4	39.250000	314	0	0	0	0	0	0	0	0
Nfkbid	39.250000	314	0	0	0	0	0	0	0	0
Mtch1	39.250000	314	0	0	0	0	0	0	0	0
Homer3	39.250000	314	0	0	0	0	0	0	0	0
Hnrnpl	39.250000	314	0	0	0	0	0	0	0	0
Hcst	39.250000	314	0	0	0	0	0	0	0	0
Fndc3a	39.250000	314	0	0	0	0	0	0	0	0
Edem1	39.250000	314	0	0	0	0	0	0	0	0
Drc3	39.250000	314	0	0	0	0	0	0	0	0
Zfp94	39.125000	313	0	0	0	0	0	0	0	0
Zdhhc1	39.125000	313	0	0	0	0	0	0	0	0
Zbtb26	39.125000	313	0	0	0	0	0	0	0	0
Wdtc1	39.125000	313	0	0	0	0	0	0	0	0
Upf2	39.125000	313	0	0	0	0	0	0	0	0
Tec	39.125000	313	0	0	0	0	0	0	0	0
Scarb2	39.125000	313	0	0	0	0	0	0	0	0
Mrpl17	39.125000	313	0	0	0	0	0	0	0	0
Mcu	39.125000	313	0	0	0	0	0	0	0	0
Elmod2	39.125000	313	0	0	0	0	0	0	0	0
Eef2kmt	39.125000	313	0	0	0	0	0	0	0	0
Coro1b	39.125000	313	0	0	0	0	0	0	0	0
Aptx	39.125000	313	0	0	0	0	0	0	0	0
Trmt5	39.000000	188	124	0	0	0	0	0	0	0
Slc38a6	39.000000	188	124	0	0	0	0	0	0	0
Sec14l1	39.000000	312	0	0	0	0	0	0	0	0
Rack1	39.000000	312	0	0	0	0	0	0	0	0
Mrpl33	39.000000	312	0	0	0	0	0	0	0	0
Map11	39.000000	312	0	0	0	0	0	0	0	0
Fyn	39.000000	312	0	0	0	0	0	0	0	0
Cep120	39.000000	312	0	0	0	0	0	0	0	0
Asf1b	39.000000	312	0	0	0	0	0	0	0	0
Tsc2	38.875000	311	0	0	0	0	0	0	0	0
Pcgf3	38.875000	311	0	0	0	0	0	0	0	0
Nthl1	38.875000	311	0	0	0	0	0	0	0	0
Mvk	38.875000	209	102	0	0	0	0	0	0	0
Mmab	38.875000	209	102	0	0	0	0	0	0	0
Cops9	38.875000	311	0	0	0	0	0	0	0	0
Cfdp1	38.875000	311	0	0	0	0	0	0	0	0
Ccdc14	38.875000	311	0	0	0	0	0	0	0	0
Blmh	38.875000	311	0	0	0	0	0	0	0	0
Arfgef1	38.875000	311	0	0	0	0	0	0	0	0
Acot7	38.875000	311	0	0	0	0	0	0	0	0
Zfp212	38.750000	310	0	0	0	0	0	0	0	0
Tmem208	38.750000	200	110	0	0	0	0	0	0	0
P3h4	38.750000	310	0	0	0	0	0	0	0	0
Nupr1l	38.750000	310	0	0	0	0	0	0	0	0
Mcrs1	38.750000	310	0	0	0	0	0	0	0	0
Lrrc29	38.750000	200	110	0	0	0	0	0	0	0
Fkbp10	38.750000	310	0	0	0	0	0	0	0	0
D3Ertd751e	38.750000	310	0	0	0	0	0	0	0	0
Zfand5	38.625000	309	0	0	0	0	0	0	0	0
Srp54a	38.625000	309	0	0	0	0	0	0	0	0
Slc39a6	38.625000	309	0	0	0	0	0	0	0	0
Pdcd2	38.625000	309	0	0	0	0	0	0	0	0
H2ax	38.625000	309	0	0	0	0	0	0	0	0
Gab2	38.625000	309	0	0	0	0	0	0	0	0
Elp2	38.625000	309	0	0	0	0	0	0	0	0
Crebbp	38.625000	309	0	0	0	0	0	0	0	0
Chuk	38.625000	309	0	0	0	0	0	0	0	0
Braf	38.625000	309	0	0	0	0	0	0	0	0
Baz1a	38.625000	309	0	0	0	0	0	0	0	0
Ahcyl1	38.625000	309	0	0	0	0	0	0	0	0
Zkscan1	38.500000	207	101	0	0	0	0	0	0	0
Tmem53	38.500000	308	0	0	0	0	0	0	0	0
Stk10	38.500000	308	0	0	0	0	0	0	0	0
Rnf123	38.500000	224	84	0	0	0	0	0	0	0
Rab6a	38.500000	308	0	0	0	0	0	0	0	0
Pigt	38.500000	308	0	0	0	0	0	0	0	0
Pdcd6	38.500000	308	0	0	0	0	0	0	0	0
Nek9	38.500000	308	0	0	0	0	0	0	0	0
Mst1	38.500000	224	84	0	0	0	0	0	0	0
Mks1	38.500000	308	0	0	0	0	0	0	0	0
Armh1	38.500000	308	0	0	0	0	0	0	0	0
Xrn2	38.375000	307	0	0	0	0	0	0	0	0
Smox	38.375000	307	0	0	0	0	0	0	0	0
Prrt2	38.375000	307	0	0	0	0	0	0	0	0
Pagr1a	38.375000	307	0	0	0	0	0	0	0	0
Mvp	38.375000	307	0	0	0	0	0	0	0	0
Gtf2i	38.375000	185	122	0	0	0	0	0	0	0
Gm13279	38.375000	196	111	0	0	0	0	0	0	0
Gm13278	38.375000	196	111	0	0	0	0	0	0	0
Gm13275	38.375000	196	111	0	0	0	0	0	0	0
Diablo	38.375000	307	0	0	0	0	0	0	0	0
Cbfa2t2	38.375000	307	0	0	0	0	0	0	0	0
Api5	38.375000	307	0	0	0	0	0	0	0	0
Samd4b	38.250000	306	0	0	0	0	0	0	0	0
Rpl23	38.250000	306	0	0	0	0	0	0	0	0
Polr3h	38.250000	306	0	0	0	0	0	0	0	0
Pak1	38.250000	306	0	0	0	0	0	0	0	0
Ndufaf7	38.250000	306	0	0	0	0	0	0	0	0
Kif14	38.250000	306	0	0	0	0	0	0	0	0
Kdm7a	38.250000	306	0	0	0	0	0	0	0	0
Ikzf5	38.250000	306	0	0	0	0	0	0	0	0
Grk3	38.250000	306	0	0	0	0	0	0	0	0
Gmfg	38.250000	306	0	0	0	0	0	0	0	0
Gm13272	38.250000	156	150	0	0	0	0	0	0	0
Dmtn	38.250000	306	0	0	0	0	0	0	0	0
Dagla	38.250000	306	0	0	0	0	0	0	0	0
Cebpz	38.250000	306	0	0	0	0	0	0	0	0
Acadsb	38.250000	306	0	0	0	0	0	0	0	0
Wdr45	38.125000	305	0	0	0	0	0	0	0	0
Uvrag	38.125000	305	0	0	0	0	0	0	0	0
Tti2	38.125000	305	0	0	0	0	0	0	0	0
Scfd2	38.125000	305	0	0	0	0	0	0	0	0
Rbm12	38.125000	305	0	0	0	0	0	0	0	0
Rapgef3	38.125000	168	137	0	0	0	0	0	0	0
Ogfod2	38.125000	305	0	0	0	0	0	0	0	0
Msl1	38.125000	305	0	0	0	0	0	0	0	0
Mbtps2	38.125000	305	0	0	0	0	0	0	0	0
Lysmd3	38.125000	305	0	0	0	0	0	0	0	0
Lrp1	38.125000	305	0	0	0	0	0	0	0	0
Idi1	38.125000	305	0	0	0	0	0	0	0	0
Hexa	38.125000	305	0	0	0	0	0	0	0	0
Fip1l1	38.125000	305	0	0	0	0	0	0	0	0
Ezh1	38.125000	215	90	0	0	0	0	0	0	0
Eefsec	38.125000	305	0	0	0	0	0	0	0	0
Csnk2a1	38.125000	305	0	0	0	0	0	0	0	0
Cpne1	38.125000	305	0	0	0	0	0	0	0	0
Cmc1	38.125000	305	0	0	0	0	0	0	0	0
Arl6ip4	38.125000	305	0	0	0	0	0	0	0	0
Akap8	38.125000	305	0	0	0	0	0	0	0	0
Tmem214	38.000000	304	0	0	0	0	0	0	0	0
Susd1	38.000000	304	0	0	0	0	0	0	0	0
Ptk2	38.000000	304	0	0	0	0	0	0	0	0
Msl2	38.000000	304	0	0	0	0	0	0	0	0
Lrrc58	38.000000	304	0	0	0	0	0	0	0	0
Herc2	38.000000	304	0	0	0	0	0	0	0	0
Gba	38.000000	143	161	0	0	0	0	0	0	0
Ctsb	38.000000	304	0	0	0	0	0	0	0	0
Ccdc84	38.000000	304	0	0	0	0	0	0	0	0
Cbx2	38.000000	304	0	0	0	0	0	0	0	0
Thap11	37.875000	303	0	0	0	0	0	0	0	0
Slc39a3	37.875000	303	0	0	0	0	0	0	0	0
Rpl38	37.875000	303	0	0	0	0	0	0	0	0
Per3	37.875000	303	0	0	0	0	0	0	0	0
Nipbl	37.875000	303	0	0	0	0	0	0	0	0
Mt2	37.875000	0	303	0	0	0	0	0	0	0
Fbrs	37.875000	303	0	0	0	0	0	0	0	0
Cenpt	37.875000	303	0	0	0	0	0	0	0	0
Thrb	37.750000	302	0	0	0	0	0	0	0	0
Rnf31	37.750000	302	0	0	0	0	0	0	0	0
Psme2	37.750000	302	0	0	0	0	0	0	0	0
Prpf4	37.750000	161	141	0	0	0	0	0	0	0
Ndel1	37.750000	302	0	0	0	0	0	0	0	0
H3c13	37.750000	302	0	0	0	0	0	0	0	0
H2bc18	37.750000	302	0	0	0	0	0	0	0	0
Gps2	37.750000	302	0	0	0	0	0	0	0	0
Farp1	37.750000	302	0	0	0	0	0	0	0	0
Cdc26	37.750000	161	141	0	0	0	0	0	0	0
Ube2h	37.625000	301	0	0	0	0	0	0	0	0
Spout1	37.625000	301	0	0	0	0	0	0	0	0
Sort1	37.625000	301	0	0	0	0	0	0	0	0
Snx14	37.625000	301	0	0	0	0	0	0	0	0
Smim10l1	37.625000	301	0	0	0	0	0	0	0	0
Slc39a11	37.625000	301	0	0	0	0	0	0	0	0
Rel	37.625000	301	0	0	0	0	0	0	0	0
Nxf1	37.625000	301	0	0	0	0	0	0	0	0
Mterf4	37.625000	159	142	0	0	0	0	0	0	0
Mfsd4b4	37.625000	301	0	0	0	0	0	0	0	0
Klk13	37.625000	301	0	0	0	0	0	0	0	0
Itpr3	37.625000	301	0	0	0	0	0	0	0	0
Fnta	37.625000	301	0	0	0	0	0	0	0	0
Emc4	37.625000	178	123	0	0	0	0	0	0	0
Dedd	37.625000	301	0	0	0	0	0	0	0	0
Cbfb	37.625000	301	0	0	0	0	0	0	0	0
Amotl2	37.625000	301	0	0	0	0	0	0	0	0
Acoxl	37.625000	301	0	0	0	0	0	0	0	0
Zfp830	37.500000	300	0	0	0	0	0	0	0	0
Zfp760	37.500000	300	0	0	0	0	0	0	0	0
Wwp1	37.500000	300	0	0	0	0	0	0	0	0
Wbp4	37.500000	300	0	0	0	0	0	0	0	0
Usp6nl	37.500000	300	0	0	0	0	0	0	0	0
Usp49	37.500000	300	0	0	0	0	0	0	0	0
Trim27	37.500000	300	0	0	0	0	0	0	0	0
Stk38l	37.500000	300	0	0	0	0	0	0	0	0
Sec22b	37.500000	300	0	0	0	0	0	0	0	0
Rcc1l	37.500000	300	0	0	0	0	0	0	0	0
Psmf1	37.500000	300	0	0	0	0	0	0	0	0
Ppp2ca	37.500000	300	0	0	0	0	0	0	0	0
Pfn2	37.500000	300	0	0	0	0	0	0	0	0
Pam	37.500000	300	0	0	0	0	0	0	0	0
Osbpl3	37.500000	175	125	0	0	0	0	0	0	0
Optn	37.500000	300	0	0	0	0	0	0	0	0
Nt5c3	37.500000	300	0	0	0	0	0	0	0	0
Maz	37.500000	300	0	0	0	0	0	0	0	0
Mat1a	37.500000	300	0	0	0	0	0	0	0	0
Epb41l5	37.500000	300	0	0	0	0	0	0	0	0
Elf1	37.500000	300	0	0	0	0	0	0	0	0
Csgalnact2	37.500000	300	0	0	0	0	0	0	0	0
Clcc1	37.500000	300	0	0	0	0	0	0	0	0
Cct6b	37.500000	300	0	0	0	0	0	0	0	0
Ahctf1	37.500000	300	0	0	0	0	0	0	0	0
Zfp267	37.375000	299	0	0	0	0	0	0	0	0
Zfp110	37.375000	299	0	0	0	0	0	0	0	0
Vamp4	37.375000	299	0	0	0	0	0	0	0	0
Rpl17	37.375000	299	0	0	0	0	0	0	0	0
Rnf220	37.375000	299	0	0	0	0	0	0	0	0
Prkra	37.375000	299	0	0	0	0	0	0	0	0
Polr2j	37.375000	299	0	0	0	0	0	0	0	0
Pnkp	37.375000	299	0	0	0	0	0	0	0	0
Pjvk	37.375000	299	0	0	0	0	0	0	0	0
Pars2	37.375000	187	112	0	0	0	0	0	0	0
Nbeal1	37.375000	299	0	0	0	0	0	0	0	0
Myh9	37.375000	299	0	0	0	0	0	0	0	0
Fyco1	37.375000	299	0	0	0	0	0	0	0	0
B3gat3	37.375000	299	0	0	0	0	0	0	0	0
Tcf12	37.250000	298	0	0	0	0	0	0	0	0
Slc25a37	37.250000	298	0	0	0	0	0	0	0	0
Rpusd4	37.250000	298	0	0	0	0	0	0	0	0
Raph1	37.250000	298	0	0	0	0	0	0	0	0
Ndufb3	37.250000	298	0	0	0	0	0	0	0	0
Lats2	37.250000	298	0	0	0	0	0	0	0	0
Inpp1	37.250000	298	0	0	0	0	0	0	0	0
Flywch1	37.250000	298	0	0	0	0	0	0	0	0
Fam177a2	37.250000	298	0	0	0	0	0	0	0	0
Fam177a	37.250000	298	0	0	0	0	0	0	0	0
Fam126b	37.250000	298	0	0	0	0	0	0	0	0
Fam118b	37.250000	298	0	0	0	0	0	0	0	0
Chfr	37.250000	210	88	0	0	0	0	0	0	0
Zfp780b	37.125000	297	0	0	0	0	0	0	0	0
Zfp367	37.125000	297	0	0	0	0	0	0	0	0
Tnfsf13	37.125000	135	162	0	0	0	0	0	0	0
Tac4	37.125000	297	0	0	0	0	0	0	0	0
Stk3	37.125000	297	0	0	0	0	0	0	0	0
Senp3	37.125000	135	162	0	0	0	0	0	0	0
Rwdd2b	37.125000	297	0	0	0	0	0	0	0	0
Pak2	37.125000	297	0	0	0	0	0	0	0	0
Nmnat1	37.125000	297	0	0	0	0	0	0	0	0
Mxi1	37.125000	297	0	0	0	0	0	0	0	0
Mbd1	37.125000	297	0	0	0	0	0	0	0	0
Lzic	37.125000	297	0	0	0	0	0	0	0	0
Inpp4a	37.125000	297	0	0	0	0	0	0	0	0
Ibtk	37.125000	297	0	0	0	0	0	0	0	0
Eif3l	37.125000	297	0	0	0	0	0	0	0	0
Ago2	37.125000	297	0	0	0	0	0	0	0	0
Zfp422	37.000000	296	0	0	0	0	0	0	0	0
Ttc3	37.000000	296	0	0	0	0	0	0	0	0
Tox2	37.000000	296	0	0	0	0	0	0	0	0
Rab12	37.000000	296	0	0	0	0	0	0	0	0
Ptma	37.000000	296	0	0	0	0	0	0	0	0
Pigp	37.000000	296	0	0	0	0	0	0	0	0
Osbpl11	37.000000	296	0	0	0	0	0	0	0	0
Mppe1	37.000000	296	0	0	0	0	0	0	0	0
Lpar3	37.000000	296	0	0	0	0	0	0	0	0
Fbxo5	37.000000	296	0	0	0	0	0	0	0	0
Fam210b	37.000000	296	0	0	0	0	0	0	0	0
Fam204a	37.000000	296	0	0	0	0	0	0	0	0
Ccnc	37.000000	296	0	0	0	0	0	0	0	0
Adat1	37.000000	296	0	0	0	0	0	0	0	0
Vamp8	36.875000	295	0	0	0	0	0	0	0	0
Ubac1	36.875000	295	0	0	0	0	0	0	0	0
Tor1b	36.875000	295	0	0	0	0	0	0	0	0
Tmsb4x	36.875000	295	0	0	0	0	0	0	0	0
Tes	36.875000	295	0	0	0	0	0	0	0	0
Stx8	36.875000	193	102	0	0	0	0	0	0	0
Snrnp200	36.875000	164	131	0	0	0	0	0	0	0
Prkx	36.875000	295	0	0	0	0	0	0	0	0
Mpdu1	36.875000	180	115	0	0	0	0	0	0	0
Max	36.875000	295	0	0	0	0	0	0	0	0
H3c15	36.875000	295	0	0	0	0	0	0	0	0
H3c14	36.875000	295	0	0	0	0	0	0	0	0
H2ac19	36.875000	295	0	0	0	0	0	0	0	0
H2ac18	36.875000	295	0	0	0	0	0	0	0	0
Fbxl3	36.875000	295	0	0	0	0	0	0	0	0
Cln5	36.875000	295	0	0	0	0	0	0	0	0
Cfap52	36.875000	193	102	0	0	0	0	0	0	0
Cc2d1a	36.875000	295	0	0	0	0	0	0	0	0
Arf6	36.875000	295	0	0	0	0	0	0	0	0
Abl2	36.875000	295	0	0	0	0	0	0	0	0
4930432K21Rik	36.875000	295	0	0	0	0	0	0	0	0
1810024B03Rik	36.875000	164	131	0	0	0	0	0	0	0
Wdhd1	36.750000	294	0	0	0	0	0	0	0	0
Ube2d2a	36.750000	294	0	0	0	0	0	0	0	0
Thbs3	36.750000	294	0	0	0	0	0	0	0	0
Socs4	36.750000	294	0	0	0	0	0	0	0	0
Myl4	36.750000	294	0	0	0	0	0	0	0	0
Mtx1	36.750000	294	0	0	0	0	0	0	0	0
Gca	36.750000	294	0	0	0	0	0	0	0	0
Efnb2	36.750000	294	0	0	0	0	0	0	0	0
Disp1	36.750000	294	0	0	0	0	0	0	0	0
Cdc27	36.750000	294	0	0	0	0	0	0	0	0
1700042G07Rik	36.750000	294	0	0	0	0	0	0	0	0
Vamp5	36.625000	293	0	0	0	0	0	0	0	0
Usp35	36.625000	293	0	0	0	0	0	0	0	0
Tmem126a	36.625000	293	0	0	0	0	0	0	0	0
Stard7	36.625000	293	0	0	0	0	0	0	0	0
Mcm9	36.625000	293	0	0	0	0	0	0	0	0
Lrrc49	36.625000	293	0	0	0	0	0	0	0	0
Lipo2	36.625000	293	0	0	0	0	0	0	0	0
Kctd21	36.625000	293	0	0	0	0	0	0	0	0
Gan	36.625000	293	0	0	0	0	0	0	0	0
Cxxc1	36.625000	293	0	0	0	0	0	0	0	0
Chmp7	36.625000	293	0	0	0	0	0	0	0	0
Ap2a1	36.625000	293	0	0	0	0	0	0	0	0
Wdr36	36.500000	292	0	0	0	0	0	0	0	0
Usp14	36.500000	292	0	0	0	0	0	0	0	0
Trappc4	36.500000	292	0	0	0	0	0	0	0	0
Sos2	36.500000	292	0	0	0	0	0	0	0	0
Slc16a6	36.500000	292	0	0	0	0	0	0	0	0
Slc15a4	36.500000	292	0	0	0	0	0	0	0	0
Rps25	36.500000	292	0	0	0	0	0	0	0	0
Rassf2	36.500000	292	0	0	0	0	0	0	0	0
Ptbp2	36.500000	292	0	0	0	0	0	0	0	0
Prpsap1	36.500000	292	0	0	0	0	0	0	0	0
Poglut2	36.500000	292	0	0	0	0	0	0	0	0
Lrrfip2	36.500000	292	0	0	0	0	0	0	0	0
Hps3	36.500000	292	0	0	0	0	0	0	0	0
Fam160b1	36.500000	292	0	0	0	0	0	0	0	0
Cobll1	36.500000	292	0	0	0	0	0	0	0	0
Cdc16	36.500000	292	0	0	0	0	0	0	0	0
Bivm	36.500000	292	0	0	0	0	0	0	0	0
Atf2	36.500000	292	0	0	0	0	0	0	0	0
Arsg	36.500000	292	0	0	0	0	0	0	0	0
Areg	36.500000	292	0	0	0	0	0	0	0	0
Anapc10	36.500000	292	0	0	0	0	0	0	0	0
Abce1	36.500000	292	0	0	0	0	0	0	0	0
2310061I04Rik	36.500000	292	0	0	0	0	0	0	0	0
Ypel2	36.375000	291	0	0	0	0	0	0	0	0
Trmt1l	36.375000	291	0	0	0	0	0	0	0	0
Tbc1d32	36.375000	291	0	0	0	0	0	0	0	0
Swt1	36.375000	291	0	0	0	0	0	0	0	0
Slc20a1	36.375000	291	0	0	0	0	0	0	0	0
Sf3b6	36.375000	187	104	0	0	0	0	0	0	0
Raver1	36.375000	291	0	0	0	0	0	0	0	0
Ptbp3	36.375000	291	0	0	0	0	0	0	0	0
Ppig	36.375000	291	0	0	0	0	0	0	0	0
Ppard	36.375000	291	0	0	0	0	0	0	0	0
Numa1	36.375000	291	0	0	0	0	0	0	0	0
Nsrp1	36.375000	291	0	0	0	0	0	0	0	0
Efhd2	36.375000	291	0	0	0	0	0	0	0	0
Dgcr8	36.375000	291	0	0	0	0	0	0	0	0
C2cd4b	36.375000	291	0	0	0	0	0	0	0	0
Bnip2	36.375000	291	0	0	0	0	0	0	0	0
Alg8	36.375000	291	0	0	0	0	0	0	0	0
Adh5	36.375000	291	0	0	0	0	0	0	0	0
Zranb3	36.250000	290	0	0	0	0	0	0	0	0
Zfp26	36.250000	290	0	0	0	0	0	0	0	0
Wrnip1	36.250000	290	0	0	0	0	0	0	0	0
Tram1	36.250000	290	0	0	0	0	0	0	0	0
Thoc2	36.250000	290	0	0	0	0	0	0	0	0
Rasgrp2	36.250000	290	0	0	0	0	0	0	0	0
Rasal2	36.250000	290	0	0	0	0	0	0	0	0
R3hdm1	36.250000	290	0	0	0	0	0	0	0	0
Psmb4	36.250000	290	0	0	0	0	0	0	0	0
Pafah1b1	36.250000	290	0	0	0	0	0	0	0	0
Nsun5	36.250000	290	0	0	0	0	0	0	0	0
Ngrn	36.250000	290	0	0	0	0	0	0	0	0
Neil1	36.250000	148	142	0	0	0	0	0	0	0
Ldlrap1	36.250000	290	0	0	0	0	0	0	0	0
Ifnz	36.250000	156	134	0	0	0	0	0	0	0
Atp9b	36.250000	290	0	0	0	0	0	0	0	0
Acad9	36.250000	290	0	0	0	0	0	0	0	0
Zfp28	36.125000	289	0	0	0	0	0	0	0	0
Tram2	36.125000	289	0	0	0	0	0	0	0	0
Slc35f5	36.125000	289	0	0	0	0	0	0	0	0
Sipa1l1	36.125000	289	0	0	0	0	0	0	0	0
Scaf1	36.125000	169	120	0	0	0	0	0	0	0
Rras	36.125000	169	120	0	0	0	0	0	0	0
Rnf13	36.125000	289	0	0	0	0	0	0	0	0
Nasp	36.125000	289	0	0	0	0	0	0	0	0
Fxr2	36.125000	289	0	0	0	0	0	0	0	0
Fuca2	36.125000	289	0	0	0	0	0	0	0	0
Ctdsp1	36.125000	289	0	0	0	0	0	0	0	0
Ctbp2	36.125000	289	0	0	0	0	0	0	0	0
Chst14	36.125000	289	0	0	0	0	0	0	0	0
Tmem249	36.000000	288	0	0	0	0	0	0	0	0
Stx3	36.000000	288	0	0	0	0	0	0	0	0
Slc52a2	36.000000	288	0	0	0	0	0	0	0	0
Scmh1	36.000000	166	122	0	0	0	0	0	0	0
Sbno1	36.000000	288	0	0	0	0	0	0	0	0
Prpf4b	36.000000	288	0	0	0	0	0	0	0	0
Ppp1r2	36.000000	288	0	0	0	0	0	0	0	0
Ppil4	36.000000	288	0	0	0	0	0	0	0	0
Pdk1	36.000000	288	0	0	0	0	0	0	0	0
Ovol1	36.000000	288	0	0	0	0	0	0	0	0
Ndrg3	36.000000	288	0	0	0	0	0	0	0	0
Ireb2	36.000000	288	0	0	0	0	0	0	0	0
Gpr137	36.000000	288	0	0	0	0	0	0	0	0
Fbxl6	36.000000	288	0	0	0	0	0	0	0	0
F2r	36.000000	288	0	0	0	0	0	0	0	0
Dolpp1	36.000000	288	0	0	0	0	0	0	0	0
Cs	36.000000	288	0	0	0	0	0	0	0	0
Bad	36.000000	288	0	0	0	0	0	0	0	0
Txndc11	35.875000	287	0	0	0	0	0	0	0	0
Trappc10	35.875000	287	0	0	0	0	0	0	0	0
Suz12	35.875000	287	0	0	0	0	0	0	0	0
