Target_genes	Gli2|Average	SRX1115335|Cerebellum	SRX3176061|Embryonic_gut	SRX3176062|Embryonic_gut	SRX1115331|Embryonic_head	SRX1115332|Embryonic_limb	SRX4083166|Embryonic_stomach	SRX1115333|Embryonic_trunk	SRX1973367|ES_cells	SRX1973381|ES_cells	SRX24427287|Medulloblastoma	SRX3884257|Medulloblastoma	SRX3884258|Medulloblastoma	SRX3884264|Medulloblastoma	SRX3884265|Medulloblastoma	SRX1618619|MEF	SRX1618620|MEF-derived_neural_cells	SRX1618621|MEF-derived_neural_cells	SRX1618622|MEF-derived_neural_cells	SRX1618623|MEF-derived_neural_cells	STRING
Nkap	17.631579	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a1	17.631579	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Idi2	17.631579	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Gm7073	17.631579	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Cd79a	17.631579	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Cd44	17.631579	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a1	17.631579	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr2	17.578947	0	0	0	0	0	0	0	237	97	0	0	0	0	0	0	0	0	0	0	0
Aadacl2	17.578947	0	0	0	0	0	0	0	242	92	0	0	0	0	0	0	0	0	0	0	0
Olfr1053	17.526316	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0
Gm21693	17.526316	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1475	17.368421	0	0	0	0	0	0	0	181	149	0	0	0	0	0	0	0	0	0	0	0
Fuca2	17.368421	0	0	0	0	0	0	0	209	121	0	0	0	0	0	0	0	0	0	0	0
Ttc32	17.315789	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27	17.315789	0	0	0	0	0	0	0	178	151	0	0	0	0	0	0	0	0	0	0	0
Olfr652	17.315789	0	0	0	0	0	0	0	230	99	0	0	0	0	0	0	0	0	0	0	0
Ifi35	17.315789	0	0	0	0	0	0	0	178	151	0	0	0	0	0	0	0	0	0	0	0
Dock10	17.315789	0	0	0	0	0	0	0	181	148	0	0	0	0	0	0	0	0	0	0	0
Mgat4d	17.263158	0	0	0	0	0	0	0	210	118	0	0	0	0	0	0	0	0	0	0	0
Gvin1	17.263158	0	0	0	0	0	0	0	191	137	0	0	0	0	0	0	0	0	0	0	0
Gm4070	17.263158	0	0	0	0	0	0	0	191	137	0	0	0	0	0	0	0	0	0	0	0
Olfr1201	17.210526	0	0	0	0	0	0	0	197	130	0	0	0	0	0	0	0	0	0	0	0
Rnase2a	17.157895	0	0	0	0	0	0	0	203	123	0	0	0	0	0	0	0	0	0	0	0
Clec2d	17.157895	0	0	0	0	0	0	0	200	126	0	0	0	0	0	0	0	0	0	0	0
Arl14	17.157895	0	0	0	0	0	0	0	208	118	0	0	0	0	0	0	0	0	0	0	0
Spag17	17.105263	0	0	0	0	0	0	0	230	95	0	0	0	0	0	0	0	0	0	0	0
Pdzd4	17.105263	0	0	0	0	0	0	0	227	98	0	0	0	0	0	0	0	0	0	0	0
Cyp3a41a	17.105263	0	0	0	0	0	0	0	210	115	0	0	0	0	0	0	0	0	0	0	0
Cfl2	17.105263	0	0	0	0	0	0	0	186	139	0	0	0	0	0	0	0	0	0	0	0
Pthlh	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	597
Spats1	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Psma6	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Pam	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Olfr594	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Olfr301	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1100	17.052632	0	0	0	0	0	0	0	198	126	0	0	0	0	0	0	0	0	0	0	0
Lce6a	17.052632	0	0	0	0	0	0	0	227	97	0	0	0	0	0	0	0	0	0	0	0
Gm16381	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Fam214a	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Cldn18	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Ccp110	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
C1ra	17.052632	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Zfp980	17.000000	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0
Wdr41	17.000000	0	0	0	0	0	0	0	212	111	0	0	0	0	0	0	0	0	0	0	0
Tnni3k	16.947368	0	0	0	0	0	0	0	218	104	0	0	0	0	0	0	0	0	0	0	0
Nuf2	16.947368	0	0	0	0	0	0	0	218	104	0	0	0	0	0	0	0	0	0	0	0
Inka2	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	170	0
Gm16404	16.894737	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0
Tmc3	16.842105	0	0	0	0	0	0	0	237	83	0	0	0	0	0	0	0	0	0	0	0
Dcbld1	16.842105	0	0	0	0	0	0	0	225	95	0	0	0	0	0	0	0	0	0	0	0
Srp19	16.789474	0	0	0	0	0	183	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Gls	16.789474	0	0	0	0	0	0	0	207	112	0	0	0	0	0	0	0	0	0	0	0
Slc22a29	16.736842	0	0	0	0	0	0	0	180	138	0	0	0	0	0	0	0	0	0	0	0
Cysltr2	16.736842	0	0	0	0	0	0	0	225	93	0	0	0	0	0	0	0	0	0	0	0
Olfr683	16.684211	0	0	0	0	0	0	0	191	126	0	0	0	0	0	0	0	0	0	0	0
4933409G03Rik	16.684211	0	0	0	0	0	0	0	215	102	0	0	0	0	0	0	0	0	0	0	0
Lynx1	16.631579	0	0	0	0	0	0	0	223	93	0	0	0	0	0	0	0	0	0	0	0
Vmn2r124	16.578947	0	0	0	0	0	0	0	210	105	0	0	0	0	0	0	0	0	0	0	0
Rtl8a	16.578947	0	0	0	0	0	0	0	210	105	0	0	0	0	0	0	0	0	0	0	0
Olfr1	16.578947	0	0	0	0	0	0	0	187	128	0	0	0	0	0	0	0	0	0	0	0
Bzw2	16.578947	0	0	0	0	0	0	0	210	105	0	0	0	0	0	0	0	0	0	0	0
Fcmr	16.526316	0	0	0	0	0	0	0	214	100	0	0	0	0	0	0	0	0	0	0	0
Trank1	16.473684	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0
Mpp5	16.473684	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0
Fibcd1	16.473684	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0
Pramel17	16.421053	0	0	0	0	0	0	0	200	112	0	0	0	0	0	0	0	0	0	0	0
H2bc13	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0
Mefv	16.210526	0	0	0	0	0	0	0	189	119	0	0	0	0	0	0	0	0	0	0	0
Abcb5	16.210526	0	0	0	0	0	0	0	223	85	0	0	0	0	0	0	0	0	0	0	0
Olfr11	16.157895	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0
Gbp11	16.157895	0	0	0	0	0	0	0	232	75	0	0	0	0	0	0	0	0	0	0	0
Tyw5	16.105263	0	0	0	0	0	0	0	191	115	0	0	0	0	0	0	0	0	0	0	0
Mcub	16.105263	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0
Maip1	16.105263	0	0	0	0	0	0	0	191	115	0	0	0	0	0	0	0	0	0	0	0
Vmn1r51	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r171	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r140	15.894737	0	0	0	0	0	0	0	174	128	0	0	0	0	0	0	0	0	0	0	0
Syna	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Rgs20	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Psma2	15.894737	0	0	0	0	0	0	0	154	148	0	0	0	0	0	0	0	0	0	0	0
Olfr1348	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1105	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl32	15.894737	0	0	0	0	0	0	0	154	148	0	0	0	0	0	0	0	0	0	0	0
Hsd11b1	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Gm5294	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Foxp4	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Emd	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Cited4	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
4930544G11Rik	15.894737	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Olfr132	15.842105	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw26	15.842105	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0
AF067063	15.842105	0	0	0	0	0	0	0	219	82	0	0	0	0	0	0	0	0	0	0	0
Dab2	15.789474	0	0	0	0	0	0	0	200	100	0	0	0	0	0	0	0	0	0	0	0
Slco1a5	15.736842	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0
Olfr503	15.736842	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0
Boll	15.736842	0	0	0	0	0	0	0	203	96	0	0	0	0	0	0	0	0	0	0	0
Blvra	15.736842	0	0	0	0	0	0	0	192	107	0	0	0	0	0	0	0	0	0	0	0
6030498E09Rik	15.631579	0	0	0	0	0	0	0	221	76	0	0	0	0	0	0	0	0	0	0	0
Ube2q2	15.578947	0	0	0	0	0	0	0	172	124	0	0	0	0	0	0	0	0	0	0	0
Olfr1102	15.578947	0	0	0	0	0	0	0	191	105	0	0	0	0	0	0	0	0	0	0	0
Fancc	15.578947	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx7	15.526316	0	0	0	0	0	0	0	220	75	0	0	0	0	0	0	0	0	0	0	0
P2ry10	15.526316	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0
Osgep	15.526316	0	0	0	0	0	0	0	200	95	0	0	0	0	0	0	0	0	0	0	0
Gm7356	15.526316	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0
Gbp3	15.526316	0	0	0	0	0	0	0	210	85	0	0	0	0	0	0	0	0	0	0	0
Apex1	15.526316	0	0	0	0	0	0	0	200	95	0	0	0	0	0	0	0	0	0	0	0
Sdf2l1	15.473684	0	0	0	0	0	0	0	213	81	0	0	0	0	0	0	0	0	0	0	0
S100a9	15.473684	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0
2610318N02Rik	15.473684	0	0	0	0	0	0	0	213	81	0	0	0	0	0	0	0	0	0	0	0
Vmn2r117	15.421053	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0
Heyl	15.421053	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnn2	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0
Ccin	15.421053	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astn2	15.421053	0	0	0	0	0	0	0	208	85	0	0	0	0	0	0	0	0	0	0	0
Olfr635	15.368421	0	0	0	0	0	0	0	148	144	0	0	0	0	0	0	0	0	0	0	0
Cmtm4	15.368421	0	0	0	0	0	0	0	187	105	0	0	0	0	0	0	0	0	0	0	0
Zfp112	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Tmod3	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Spata9	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Sdhaf3	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc5	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Olfr459	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1033	15.315789	0	0	0	0	0	0	0	182	109	0	0	0	0	0	0	0	0	0	0	0
Il2ra	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Gramd3	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Gm9639	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Dydc2	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Csmd2	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Bdnf	15.315789	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0
Cfap299	15.263158	0	0	0	0	0	0	0	205	85	0	0	0	0	0	0	0	0	0	0	0
Osbpl1a	15.210526	0	0	0	0	0	0	0	205	84	0	0	0	0	0	0	0	0	0	0	0
Gm382	15.210526	0	0	0	0	0	0	0	193	96	0	0	0	0	0	0	0	0	0	0	0
Cyp27a1	15.210526	0	0	0	0	0	0	0	148	141	0	0	0	0	0	0	0	0	0	0	0
H2ab1	15.157895	0	0	0	0	0	0	0	199	89	0	0	0	0	0	0	0	0	0	0	0
Gm13212	15.157895	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17c	15.157895	0	0	0	0	0	0	0	178	110	0	0	0	0	0	0	0	0	0	0	0
Fthl17-ps1	15.157895	0	0	0	0	0	0	0	178	110	0	0	0	0	0	0	0	0	0	0	0
Hps3	15.105263	0	0	0	0	0	0	0	172	115	0	0	0	0	0	0	0	0	0	0	0
Vmn1r81	15.052632	0	0	0	0	0	0	0	199	87	0	0	0	0	0	0	0	0	0	0	0
Tstd3	14.947368	0	0	0	0	0	0	0	184	100	0	0	0	0	0	0	0	0	0	0	0
Mup6	14.947368	0	0	0	0	0	0	0	197	87	0	0	0	0	0	0	0	0	0	0	0
Gzmd	14.947368	0	0	0	0	0	0	0	188	96	0	0	0	0	0	0	0	0	0	0	0
Agtr1b	14.947368	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0
Olfr98	14.894737	0	0	0	0	0	0	0	161	122	0	0	0	0	0	0	0	0	0	0	0
2410141K09Rik	14.894737	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0
Snupn	14.842105	0	0	0	0	0	0	0	178	104	0	0	0	0	0	0	0	0	0	0	0
Tle7	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r134	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0
Rae1	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Prl7a1	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Olfr813	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1126	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Ly6m	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Krtap31-1	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Kap	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Itln1	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Il24	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Gpr176	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Gm11565	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Galm	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Fndc3c1	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
C1qbp	14.789474	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Vstm5	14.736842	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r2	14.736842	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1137	14.736842	0	0	0	0	0	0	0	182	98	0	0	0	0	0	0	0	0	0	0	0
Gm15319	14.736842	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0
Vsig1	14.684211	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0
Olfr603	14.684211	0	0	0	0	0	0	0	174	105	0	0	0	0	0	0	0	0	0	0	0
Olfr564	14.684211	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0
Elobl	14.631579	0	0	0	0	0	0	0	135	0	143	0	0	0	0	0	0	0	0	0	0
Coil	14.631579	0	0	0	0	0	0	0	135	0	143	0	0	0	0	0	0	0	0	0	0
Nsun7	14.578947	0	0	0	0	0	0	0	166	111	0	0	0	0	0	0	0	0	0	0	0
Erich3	14.578947	0	0	0	0	0	0	0	172	105	0	0	0	0	0	0	0	0	0	0	0
Cd200r4	14.578947	0	0	0	0	0	0	0	141	136	0	0	0	0	0	0	0	0	0	0	0
Adamts1	14.578947	0	0	0	0	0	202	0	0	0	75	0	0	0	0	0	0	0	0	0	0
Zfp799	14.526316	0	0	0	0	0	0	0	137	139	0	0	0	0	0	0	0	0	0	0	0
Seh1l	14.526316	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph4a	14.526316	0	0	0	0	0	0	0	161	115	0	0	0	0	0	0	0	0	0	0	0
Htr5b	14.526316	0	0	0	0	0	0	0	181	95	0	0	0	0	0	0	0	0	0	0	0
Gramd1c	14.526316	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0
Chac2	14.526316	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0
Gm21119	14.473684	0	0	0	0	0	0	0	120	0	155	0	0	0	0	0	0	0	0	0	0
G2e3	14.473684	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c65	14.473684	0	0	0	0	0	0	0	179	96	0	0	0	0	0	0	0	0	0	0	0
Vmn1r215	14.421053	0	0	0	0	0	0	0	165	109	0	0	0	0	0	0	0	0	0	0	0
Pcdhb9	14.421053	0	0	0	0	0	0	0	150	124	0	0	0	0	0	0	0	0	0	0	0
Gm7954	14.421053	0	0	0	0	0	0	0	151	123	0	0	0	0	0	0	0	0	0	0	0
Clec18a	14.368421	0	0	0	0	0	0	0	168	105	0	0	0	0	0	0	0	0	0	0	0
Ccdc107	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	77	0
Pfas	14.315789	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0
Olfr984	14.315789	0	0	0	0	0	0	0	165	107	0	0	0	0	0	0	0	0	0	0	0
Olfr403	14.315789	0	0	0	0	0	0	0	173	99	0	0	0	0	0	0	0	0	0	0	0
Foxl1	14.315789	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctc1	14.315789	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r121	14.263158	0	0	0	0	0	0	0	127	144	0	0	0	0	0	0	0	0	0	0	0
Spink11	14.263158	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0
Slu7	14.263158	0	0	0	0	0	0	0	185	86	0	0	0	0	0	0	0	0	0	0	0
Pttg1	14.263158	0	0	0	0	0	0	0	185	86	0	0	0	0	0	0	0	0	0	0	0
1810009J06Rik	14.263158	0	0	0	0	0	0	0	145	126	0	0	0	0	0	0	0	0	0	0	0
Ube2a	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Trat1	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Slc19a3	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Rtl8c	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Olfr374	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Olfr228	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Lsmem1	14.210526	0	0	0	0	0	0	0	183	87	0	0	0	0	0	0	0	0	0	0	0
Ing3	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Fsip2l	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Cenpc1	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Akap7	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Aadat	14.210526	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0
Ifit3	14.157895	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0
Olfr53	14.105263	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Cby2	14.052632	0	0	0	0	0	0	0	180	87	0	0	0	0	0	0	0	0	0	0	0
Zfp81	14.000000	0	0	0	0	0	0	0	179	87	0	0	0	0	0	0	0	0	0	0	0
Vmn1r120	13.894737	0	0	0	0	0	0	0	152	112	0	0	0	0	0	0	0	0	0	0	0
Ugt1a10	13.894737	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0
Syce1	13.894737	0	0	0	0	0	0	0	127	137	0	0	0	0	0	0	0	0	0	0	0
Olfr895	13.894737	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1436	13.894737	0	0	0	0	0	0	0	178	86	0	0	0	0	0	0	0	0	0	0	0
Ncapg	13.894737	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0
Dgkb	13.894737	0	0	0	0	0	0	0	172	92	0	0	0	0	0	0	0	0	0	0	0
Cipc	13.894737	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	119	0	0
Mfap2	13.789474	0	0	0	0	0	0	0	136	126	0	0	0	0	0	0	0	0	0	0	0
Matn1	13.789474	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0
4921509C19Rik	13.789474	0	0	0	0	0	0	0	184	78	0	0	0	0	0	0	0	0	0	0	0
Taf9b	13.736842	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf5	13.736842	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0
Acadsb	13.736842	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0
Zfp354c	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Tex30	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Sfta2	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Plekha6	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Pfkfb1	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Olfr961	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1419	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1272	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Msl3l2	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Klra10	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Hrg	13.684211	0	0	0	0	0	0	0	165	95	0	0	0	0	0	0	0	0	0	0	0
Hnrnpa1l2-ps2	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Dusp16	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Ces1h	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Ces1b	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Bbs7	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Apool	13.684211	0	0	0	0	0	0	0	177	83	0	0	0	0	0	0	0	0	0	0	0
Ankrd45	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
9130019O22Rik	13.684211	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Gm11541	13.631579	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0
Tjp2	13.578947	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0
Hrct1	13.526316	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r93	13.473684	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0
Rps29	13.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	75	0
Gm10408	13.473684	0	0	0	0	0	0	0	160	96	0	0	0	0	0	0	0	0	0	0	0
Tas2r144	13.421053	0	0	0	0	0	0	0	181	74	0	0	0	0	0	0	0	0	0	0	0
Olfr1391	13.421053	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0
Nicn1	13.421053	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0
Crisp1	13.421053	0	0	0	0	0	0	0	158	97	0	0	0	0	0	0	0	0	0	0	0
Lhfpl4	13.368421	0	0	0	0	0	0	0	170	84	0	0	0	0	0	0	0	0	0	0	0
Zfp711	13.315789	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a30	13.263158	0	0	0	0	0	0	0	170	82	0	0	0	0	0	0	0	0	0	0	0
Gm5797	13.263158	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0
Defb9	13.210526	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Abca5	13.210526	0	0	0	0	0	0	0	158	93	0	0	0	0	0	0	0	0	0	0	0
Zfp617	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
