Target_genes	Maf|Average	SRX17133649|Skeletal_muscle	SRX17133650|Skeletal_muscle	SRX187203|Th0	SRX187204|Th17_Cells	SRX187205|Th17_Cells	SRX187206|Th17_Cells	SRX288145|Th17_Cells	SRX288146|Th17_Cells	STRING
Atp23	54.000000	0	0	0	167	132	0	0	133	0
Tnfaip3	53.875000	0	0	0	138	189	0	104	0	0
Prmt7	53.875000	0	0	0	192	108	0	0	131	0
Man1a	53.875000	0	0	0	0	0	0	240	191	0
Iqcn	53.875000	0	0	0	186	245	0	0	0	0
Tmem217	53.750000	0	0	0	190	240	0	0	0	0
Tbc1d22b	53.750000	0	0	0	190	240	0	0	0	0
Rrp9	53.750000	0	0	0	128	145	0	0	157	0
Parp3	53.750000	0	0	0	128	145	0	0	157	0
Ccdc80	53.750000	0	0	0	0	0	0	183	247	0
Alg9	53.750000	0	0	0	135	114	181	0	0	0
Zfand5	53.625000	0	0	0	205	224	0	0	0	0
Tnrc18	53.625000	0	0	0	120	165	0	0	144	0
Retsat	53.625000	0	0	0	85	73	0	140	131	0
Mtrf1l	53.625000	0	0	0	0	116	0	173	140	0
Irf4	53.625000	0	0	0	0	228	0	201	0	0
Elmod3	53.625000	0	0	0	85	73	0	140	131	0
Aars2	53.625000	0	0	0	120	131	0	0	178	0
Spa17	53.500000	0	0	0	179	105	0	0	144	0
Siae	53.500000	0	0	0	179	105	0	0	144	0
Samd9l	53.500000	0	0	0	111	101	0	96	120	0
Neil3	53.500000	0	0	0	137	291	0	0	0	0
Klc1	53.500000	0	0	0	127	153	0	148	0	0
Hsh2d	53.500000	0	0	0	0	0	0	217	211	0
Gcnt3	53.500000	0	0	0	0	89	0	163	176	0
Ubl7	53.375000	0	0	0	115	153	0	159	0	0
Tmod1	53.375000	0	0	0	269	158	0	0	0	0
Stard3nl	53.375000	0	0	0	158	111	0	158	0	0
Pkm	53.375000	0	0	0	0	115	0	160	152	0
Nod1	53.375000	0	0	0	117	169	0	0	141	0
Ifna2	53.375000	0	0	0	108	166	0	153	0	0
Gpsm1	53.375000	0	0	0	0	0	0	127	300	0
B4galnt1	53.375000	0	0	0	104	115	0	74	134	0
Sh3bgrl3	53.250000	0	0	0	0	108	0	151	167	0
Scube2	53.250000	0	0	0	0	99	0	160	167	0
S1pr2	53.125000	0	0	0	188	237	0	0	0	0
Nudcd1	53.125000	0	0	0	0	0	0	316	109	0
Ibtk	53.125000	0	0	0	154	157	0	0	114	0
Etv5	53.125000	0	172	0	116	137	0	0	0	0
Eny2	53.125000	0	0	0	0	0	0	316	109	0
Hscb	53.000000	0	0	0	221	203	0	0	0	0
Exo5	53.000000	0	0	0	0	156	268	0	0	0
Chek2	53.000000	0	0	0	221	203	0	0	0	0
Txnrd2	52.875000	0	0	0	123	170	0	130	0	0
H4c2	52.875000	0	0	0	162	261	0	0	0	0
H3c2	52.875000	0	0	0	162	261	0	0	0	0
Comt	52.875000	0	0	0	123	170	0	130	0	0
Zfp973	52.750000	0	0	0	0	0	0	251	171	0
Slc31a2	52.750000	0	0	0	122	0	0	97	203	0
Gna13	52.750000	0	0	0	0	0	0	227	195	0
Gm13279	52.750000	0	0	0	158	118	0	0	146	0
Gm13278	52.750000	0	0	0	158	118	0	0	146	0
Abhd17c	52.750000	0	0	0	195	227	0	0	0	0
Trappc8	52.625000	0	0	0	176	245	0	0	0	0
Tmem119	52.625000	0	0	0	0	0	0	213	208	0
Smpdl3b	52.625000	0	0	0	133	0	0	137	151	0
Nqo2	52.625000	0	0	0	183	135	0	103	0	0
Lrch1	52.625000	0	0	0	97	199	0	125	0	0
Ccdc125	52.625000	0	0	0	128	163	0	130	0	0
Il19	52.500000	0	0	0	0	0	0	245	175	0
Gimap9	52.500000	0	0	0	112	153	0	0	155	0
Dennd6a	52.500000	0	0	0	142	107	0	171	0	0
Pax9	52.375000	0	0	0	0	168	0	251	0	0
Mss51	52.375000	0	0	0	233	186	0	0	0	0
Emc7	52.375000	0	0	0	126	162	0	131	0	0
Adh4	52.375000	0	0	0	131	179	0	109	0	0
Txlnb	52.250000	0	0	0	0	129	0	86	203	0
Pou2f2	52.250000	0	0	0	202	216	0	0	0	0
Hacd3	52.250000	0	0	0	234	184	0	0	0	0
Gpr84	52.250000	0	0	0	0	118	0	147	153	0
Esd	52.250000	0	0	0	144	147	0	0	127	0
Zfp13	52.125000	0	0	0	143	157	0	117	0	0
Poc5	52.125000	0	0	0	146	154	0	117	0	0
Oacyl	52.125000	0	0	0	0	0	0	239	178	0
Cerk	52.125000	0	0	0	0	113	0	125	179	0
Zfpl1	52.000000	0	0	0	116	184	0	0	116	0
Sectm1a	52.000000	0	0	0	160	98	0	158	0	0
Kif3a	52.000000	0	0	0	0	0	0	149	267	0
D130040H23Rik	52.000000	0	0	0	0	0	0	226	190	0
Cdca5	52.000000	0	0	0	116	184	0	0	116	0
Pigs	51.875000	0	0	0	135	134	0	0	146	0
Got1l1	51.875000	0	0	0	93	116	0	76	130	0
Eid1	51.875000	0	0	0	130	151	0	0	134	0
Ap3m2	51.875000	0	0	0	126	113	0	176	0	0
Aldoc	51.875000	0	0	0	135	134	0	0	146	0
Tefm	51.750000	0	0	0	112	180	0	122	0	0
Pilrb1	51.750000	0	0	0	0	0	0	245	169	0
Ggact	51.750000	0	0	0	0	104	0	139	171	0
Fbxo11	51.625000	0	0	0	149	142	0	122	0	0
Bcl2l15	51.625000	0	0	0	254	159	0	0	0	0
Tmem50a	51.500000	0	0	0	0	0	0	272	140	0
Prkag2	51.500000	0	0	0	0	143	0	116	153	0
Donson	51.500000	0	0	0	183	0	0	116	113	0
Pycard	51.375000	0	0	0	138	182	0	91	0	0
Dnajc15	51.375000	0	0	0	209	202	0	0	0	0
Cd3g	51.375000	0	0	0	137	142	0	0	132	0
Xpot	51.250000	0	0	0	175	235	0	0	0	0
Tomt	51.250000	0	0	0	0	0	0	208	202	0
Tdg	51.250000	0	0	0	119	90	0	126	75	0
Nxpe3	51.250000	0	0	0	144	266	0	0	0	0
Lamtor1	51.250000	0	0	0	0	0	0	208	202	0
Cipc	51.250000	0	0	0	89	96	0	135	90	0
Atp7b	51.250000	0	0	0	158	252	0	0	0	0
Anapc15	51.250000	0	0	0	0	0	0	208	202	0
Alg11	51.250000	0	0	0	158	252	0	0	0	0
Zfp28	51.125000	0	0	0	0	111	0	175	123	0
Urgcp	51.125000	0	0	0	0	70	0	149	190	0
Rbm33	51.125000	0	0	0	0	0	0	212	197	0
Mmp12	51.125000	0	0	0	170	239	0	0	0	0
Kdm2b	51.125000	0	0	0	0	0	0	180	229	0
Calm2	51.125000	0	0	0	0	130	0	152	127	0
Atp2a1	51.125000	0	409	0	0	0	0	0	0	0
Vps33a	51.000000	0	0	0	117	150	0	0	141	0
Ppp6r2	51.000000	0	0	0	156	252	0	0	0	0
Popdc2	51.000000	0	0	0	306	102	0	0	0	0
Timm21	50.875000	0	0	0	0	104	0	175	128	0
Pold3	50.875000	0	0	0	189	137	0	0	81	0
Pik3r6	50.875000	0	0	0	118	128	0	161	0	0
Fbxo15	50.875000	0	0	0	0	104	0	175	128	0
Txn2	50.750000	0	92	0	147	167	0	0	0	0
Tsnaxip1	50.750000	0	0	0	0	0	0	187	219	0
Ranbp10	50.750000	0	0	0	0	0	0	187	219	0
Phf21b	50.750000	0	0	0	163	243	0	0	0	0
Pcdhgc5	50.750000	0	0	0	0	0	0	234	172	0
Adam19	50.750000	0	0	0	0	116	0	175	115	0
Zmym1	50.625000	0	0	0	227	178	0	0	0	0
Neu3	50.625000	0	0	0	137	0	0	126	142	0
H2bu2	50.625000	0	0	0	147	126	0	132	0	0
Pdcd6ip	50.500000	0	0	0	0	0	0	219	185	0
Ifi206	50.500000	0	0	0	0	127	0	165	112	0
Cyp1a1	50.500000	0	0	0	0	0	0	182	222	0
Rad51	50.375000	0	0	0	91	131	0	181	0	0
Nudt1	50.375000	0	0	0	121	180	0	102	0	0
Nprl2	50.375000	0	0	0	0	0	0	208	195	0
Myc	50.375000	0	0	0	146	135	0	0	122	0
Cyb561d2	50.375000	0	0	0	0	0	0	208	195	0
Cd52	50.375000	0	0	0	96	164	0	0	143	0
Calcoco1	50.375000	0	0	0	0	0	0	219	184	0
Thg1l	50.250000	0	0	0	151	115	0	0	136	0
Rab3ip	50.250000	0	0	0	141	261	0	0	0	0
Mvd	50.250000	0	0	0	149	162	0	91	0	0
H2ac4	50.250000	0	0	0	141	261	0	0	0	0
Pdpk1	50.125000	0	0	0	0	187	0	128	86	0
Fuz	50.125000	0	0	0	0	0	0	0	401	0
Etv3	50.125000	0	0	0	0	130	0	140	131	0
St3gal1	50.000000	0	0	0	0	0	0	259	141	0
Gtpbp8	50.000000	0	0	0	156	244	0	0	0	0
A130010J15Rik	50.000000	0	0	0	81	74	0	103	142	0
Zdhhc5	49.875000	0	94	0	131	174	0	0	0	0
Ticam1	49.875000	0	0	0	103	130	0	166	0	0
Ms4a6d	49.875000	0	0	0	280	119	0	0	0	0
Luc7l2	49.875000	0	0	0	98	301	0	0	0	0
Gosr2	49.875000	0	0	0	193	206	0	0	0	0
Unc13a	49.750000	0	0	0	0	0	0	173	225	0
Tbc1d14	49.750000	0	0	0	159	239	0	0	0	0
Itgb3bp	49.750000	0	0	0	159	0	0	239	0	0
Efcab7	49.750000	0	0	0	159	0	0	239	0	0
Aaas	49.750000	0	0	0	164	107	0	0	127	0
Stx6	49.625000	0	0	0	202	195	0	0	0	0
Plk1	49.625000	0	0	0	158	77	162	0	0	0
Nop14	49.625000	0	0	0	0	146	0	251	0	0
Grk4	49.625000	0	0	0	0	146	0	251	0	0
Aim2	49.625000	0	0	0	125	0	0	272	0	0
Maff	49.500000	0	0	0	125	141	0	130	0	0
Frs2	49.500000	0	0	0	250	146	0	0	0	0
Fancc	49.500000	0	0	0	190	206	0	0	0	0
1700123O20Rik	49.500000	0	0	0	0	0	0	303	93	0
Copg1	49.375000	0	0	0	222	173	0	0	0	0
Slc5a3	49.250000	0	0	0	0	128	0	161	105	0
P2ry10b	49.250000	0	0	0	233	161	0	0	0	0
Mrps6	49.250000	0	0	0	0	128	0	161	105	0
Chordc1	49.250000	0	0	0	126	146	0	0	122	0
Ndufs3	49.125000	0	0	0	167	226	0	0	0	0
Kbtbd4	49.125000	0	0	0	167	226	0	0	0	0
H4c8	49.125000	0	0	0	198	195	0	0	0	0
H3c8	49.125000	0	0	0	198	195	0	0	0	0
H2ac10	49.125000	0	0	0	198	195	0	0	0	0
Helz2	49.000000	0	0	0	0	0	0	261	131	0
Cdk9	49.000000	0	0	0	114	111	0	0	167	0
Mapkapk2	48.875000	0	0	0	0	156	0	235	0	0
Wnk1	48.750000	0	0	0	128	0	0	148	114	0
Rchy1	48.750000	0	0	0	91	123	0	97	79	0
Pde3b	48.750000	0	0	0	0	0	0	246	144	0
Gm12258	48.750000	0	0	0	91	0	0	0	299	0
Tsacc	48.625000	0	0	0	136	99	0	0	154	0
Lsm14a	48.625000	0	0	0	117	128	0	0	144	0
Cxcl17	48.625000	0	0	0	141	132	0	116	0	0
Cct3	48.625000	0	0	0	136	99	0	0	154	0
Tollip	48.500000	0	0	0	127	118	0	143	0	0
Lemd1	48.500000	0	0	0	213	175	0	0	0	0
H2-DMa	48.500000	0	0	0	193	195	0	0	0	0
Brd2	48.500000	0	0	0	193	195	0	0	0	0
5430403G16Rik	48.500000	0	0	0	129	129	0	130	0	0
Rprd2	48.375000	0	0	0	0	123	0	95	169	0
Rnf183	48.250000	0	0	0	0	0	0	232	154	0
Rap2a	48.250000	0	0	0	165	221	0	0	0	0
Lactb2	48.250000	0	0	0	0	80	0	306	0	0
Foxn2	48.250000	0	0	0	124	130	0	0	132	0
Ccdc107	48.250000	0	0	0	179	207	0	0	0	0
Acot4	48.250000	0	0	0	197	189	0	0	0	0
U2surp	48.125000	0	0	0	127	150	0	108	0	0
Lpcat4	48.125000	0	0	0	92	0	0	178	115	0
Cd96	48.125000	0	0	0	0	0	0	213	172	0
Tex22	48.000000	0	0	0	102	179	0	0	103	0
Rab14	48.000000	0	0	0	144	126	0	114	0	0
Pitpnm2	48.000000	0	0	0	0	136	0	162	86	0
Ndufab1	48.000000	0	0	0	146	238	0	0	0	0
Ints12	48.000000	0	0	0	77	99	0	208	0	0
Gstcd	48.000000	0	0	0	77	99	0	208	0	0
Exosc3	48.000000	0	0	0	135	249	0	0	0	0
Sh2d5	47.875000	0	0	0	0	0	0	175	208	0
Kansl1	47.875000	0	0	0	0	0	0	249	134	0
Josd1	47.875000	0	0	0	83	0	0	135	165	0
Gtpbp1	47.875000	0	0	0	83	0	0	135	165	0
Rnf31	47.750000	0	0	0	155	129	0	98	0	0
Psme2	47.750000	0	0	0	155	129	0	98	0	0
Notch1	47.750000	0	0	0	241	141	0	0	0	0
Ipo5	47.750000	0	0	0	139	243	0	0	0	0
Emc9	47.750000	0	0	0	155	129	0	98	0	0
Cblb	47.750000	0	0	0	0	0	0	153	229	0
Zeb2	47.625000	0	0	0	162	219	0	0	0	0
Tmem127	47.625000	0	0	0	309	72	0	0	0	0
Marchf3	47.625000	0	0	0	155	226	0	0	0	0
Ciao1	47.625000	0	0	0	309	72	0	0	0	0
Trim21	47.500000	0	0	0	203	177	0	0	0	0
Tab2	47.500000	0	0	0	263	117	0	0	0	0
Sdc3	47.500000	0	0	0	0	114	0	144	122	0
Dner	47.500000	0	0	0	159	221	0	0	0	0
Cdk12	47.500000	0	0	0	167	213	0	0	0	0
Zfp821	47.375000	0	0	0	0	239	0	140	0	0
St6galnac4	47.375000	0	379	0	0	0	0	0	0	0
Spi1	47.375000	0	311	0	0	68	0	0	0	0
Phf12	47.375000	0	0	0	0	0	0	202	177	0
Mfsd10	47.375000	0	0	0	149	109	0	121	0	0
Mfhas1	47.375000	0	0	0	106	0	0	191	82	0
Chsy1	47.375000	0	0	0	0	88	0	166	125	0
Zfp965	47.250000	0	0	0	0	0	0	251	127	0
Pdlim1	47.250000	0	0	0	186	0	0	192	0	0
Itsn2	47.250000	0	0	0	119	112	0	0	147	0
Ccdc174	47.250000	0	0	0	0	108	0	112	158	0
Slc35f5	47.125000	0	0	0	213	0	0	0	164	0
Rnmt	47.125000	0	0	0	0	0	0	139	238	0
Gpx1	47.125000	0	0	0	229	148	0	0	0	0
Fam210a	47.125000	0	0	0	0	0	0	139	238	0
Msx3	47.000000	0	0	0	0	0	0	141	235	0
Cyp26b1	47.000000	0	0	0	185	191	0	0	0	0
Cwc22	47.000000	0	0	0	0	0	0	245	131	0
Bfsp2	47.000000	0	0	0	0	0	0	195	181	0
Lrrc32	46.875000	0	0	0	0	0	0	164	211	0
Eps8	46.875000	0	0	0	0	0	0	165	210	0
Boc	46.875000	0	0	0	131	0	0	121	123	0
Zfp189	46.750000	0	0	0	0	0	0	223	151	0
Rbpms	46.750000	0	0	0	203	0	0	171	0	0
Panx1	46.750000	0	0	0	132	139	0	0	103	0
Mrpl50	46.750000	0	0	0	0	0	0	223	151	0
Mpp3	46.750000	0	246	0	0	128	0	0	0	0
Fermt3	46.750000	0	0	0	210	164	0	0	0	0
Fbxo9	46.750000	0	0	0	146	134	0	0	94	0
Cilk1	46.750000	0	0	0	146	134	0	0	94	0
Ube2i	46.625000	0	0	0	0	0	0	228	145	0
Pla2g12a	46.625000	0	0	0	147	126	0	100	0	0
Alox12	46.625000	0	0	0	162	0	0	0	211	0
Rhobtb2	46.500000	0	0	0	149	0	0	0	223	0
Nrip1	46.375000	0	0	0	0	0	0	191	180	0
Nfxl1	46.250000	0	0	0	138	0	0	105	127	0
Gdf15	46.250000	0	0	0	129	158	0	0	83	0
Cplane2	46.250000	0	0	0	96	98	0	0	176	0
Cdk5rap2	46.250000	0	0	0	0	0	0	370	0	0
Adam1b	46.250000	0	0	0	0	0	0	128	242	0
Zfp317	46.125000	0	0	0	0	117	0	179	73	0
Sipa1l2	46.125000	0	0	0	0	160	0	107	102	0
Rangap1	46.125000	0	0	0	0	192	0	177	0	0
Pkd2l1	46.125000	0	0	0	138	231	0	0	0	0
Lrif1	46.125000	0	0	0	154	90	0	125	0	0
Cap2	46.125000	0	0	0	227	142	0	0	0	0
Adora2a	46.125000	0	0	0	0	153	0	144	72	0
Vps25	46.000000	0	0	0	132	236	0	0	0	0
Uspl1	46.000000	0	0	0	157	127	0	0	84	0
Stk38l	46.000000	0	0	0	139	229	0	0	0	0
Pxn	46.000000	0	0	0	133	235	0	0	0	0
Mbd2	46.000000	0	0	0	95	0	0	273	0	0
Cdk5rap1	46.000000	0	0	0	93	183	0	92	0	0
Zfp426	45.875000	0	0	0	141	0	0	226	0	0
Pmf1	45.875000	0	0	0	216	151	0	0	0	0
Kcnmb4	45.875000	0	0	0	163	204	0	0	0	0
Gpr176	45.875000	0	0	0	192	175	0	0	0	0
Clcn3	45.875000	0	0	0	0	91	0	158	118	0
Bola1	45.875000	0	0	0	127	110	0	130	0	0
Ascl4	45.875000	0	0	0	0	181	0	83	103	0
Arrdc2	45.875000	0	0	0	115	141	0	111	0	0
5430427O19Rik	45.875000	0	0	0	226	0	0	141	0	0
Wasl	45.750000	0	0	0	0	119	0	247	0	0
Trib3	45.750000	0	0	0	0	85	0	115	166	0
Tnfsf13b	45.750000	0	0	0	150	216	0	0	0	0
Tmem64	45.625000	0	0	0	0	0	0	254	111	0
Serp1	45.625000	0	0	0	148	217	0	0	0	0
Mt3	45.625000	0	0	0	138	227	0	0	0	0
Map7d2	45.625000	0	0	0	192	173	0	0	0	0
Jrkl	45.625000	0	0	0	103	141	0	0	121	0
Eif2a	45.625000	0	0	0	148	217	0	0	0	0
Cxcr3	45.625000	0	0	0	126	239	0	0	0	0
Ccdc82	45.625000	0	0	0	103	141	0	0	121	0
Zcchc8	45.500000	0	0	0	0	0	0	234	130	0
Wnt5b	45.500000	0	0	0	0	0	0	207	157	0
Tufm	45.500000	0	104	0	0	155	0	105	0	0
Tox	45.500000	0	0	0	182	182	0	0	0	0
Nolc1	45.500000	0	0	0	199	165	0	0	0	0
Igfbp5	45.500000	0	0	0	132	104	0	128	0	0
Slc28a2	45.375000	0	0	0	0	0	0	197	166	0
Sgo1	45.375000	0	0	0	170	193	0	0	0	0
Dst	45.375000	0	0	0	0	0	0	273	90	0
Arhgap15	45.375000	0	0	0	0	0	0	204	159	0
Slc50a1	45.250000	0	0	0	89	0	0	137	136	0
Hivep1	45.250000	0	0	0	115	103	0	144	0	0
Gm3696	45.250000	0	0	0	0	0	0	198	164	0
Dpm3	45.250000	0	0	0	89	0	0	137	136	0
Usp2	45.125000	0	0	0	152	209	0	0	0	0
Tmem219	45.125000	0	0	0	169	192	0	0	0	0
Vegfa	45.000000	0	202	0	0	158	0	0	0	0
St8sia4	45.000000	0	0	0	106	133	0	121	0	0
Prlhr	45.000000	0	0	0	232	128	0	0	0	0
Ms4a15	45.000000	0	0	0	0	0	0	154	206	0
Mrpl39	45.000000	0	0	0	161	199	0	0	0	0
Med27	45.000000	0	0	0	0	0	0	155	205	0
Klhl9	45.000000	0	0	0	0	126	0	130	104	0
Gdpd1	45.000000	0	0	0	137	223	0	0	0	0
Ly75	44.875000	0	0	0	200	0	0	159	0	0
Epb41l1	44.875000	0	0	0	190	169	0	0	0	0
Cdc14a	44.875000	0	0	0	108	118	0	0	133	0
Tmem37	44.750000	0	0	0	102	132	0	124	0	0
Tet3	44.750000	0	0	0	161	197	0	0	0	0
Cd82	44.750000	0	0	0	0	118	0	137	103	0
Bcl2a1b	44.750000	0	0	0	159	90	0	109	0	0
Wdr4	44.625000	0	0	0	183	174	0	0	0	0
Ubash3b	44.625000	0	0	0	151	206	0	0	0	0
Tmem131l	44.625000	0	0	0	0	0	0	146	211	0
Stim2	44.625000	0	0	0	0	0	0	177	180	0
Mov10	44.625000	0	0	0	0	0	0	194	163	0
Mmachc	44.625000	0	0	0	0	0	0	178	179	0
Il1a	44.625000	0	0	0	0	0	0	122	235	0
Ctsb	44.625000	0	0	0	210	147	0	0	0	0
Cdk20	44.625000	0	0	0	0	0	0	138	219	0
Ccdc163	44.625000	0	0	0	0	0	0	178	179	0
2610301B20Rik	44.625000	0	0	0	201	156	0	0	0	0
Utp3	44.500000	0	0	0	96	139	0	0	121	0
Uhrf2	44.500000	0	0	0	206	150	0	0	0	0
Smarca5	44.500000	0	0	0	184	172	0	0	0	0
Fam124b	44.500000	0	0	0	135	0	0	103	118	0
Ccnb1	44.500000	0	0	0	189	167	0	0	0	0
Tbc1d10c	44.375000	0	0	0	0	187	0	168	0	0
Scamp4	44.375000	0	0	0	94	261	0	0	0	0
Ppp1ca	44.375000	0	0	0	0	187	0	168	0	0
H2bc22	44.375000	0	0	0	95	136	0	124	0	0
H2ac22	44.375000	0	0	0	95	136	0	124	0	0
Crybg3	44.375000	0	0	0	136	92	0	127	0	0
Adat3	44.375000	0	0	0	94	261	0	0	0	0
Txnip	44.250000	0	243	0	0	111	0	0	0	0
Tmx2	44.250000	0	0	0	179	175	0	0	0	0
Pnkd	44.250000	0	0	0	0	0	0	230	124	0
Omd	44.250000	0	0	0	102	119	0	133	0	0
Morf4l1	44.250000	0	0	0	137	0	0	127	90	0
Med19	44.250000	0	0	0	179	175	0	0	0	0
Insig1	44.250000	0	0	0	125	229	0	0	0	0
Dym	44.250000	0	0	0	0	139	0	104	111	0
Btg1	44.250000	0	0	0	221	0	0	133	0	0
Aamp	44.250000	0	0	0	0	0	0	230	124	0
1700122O11Rik	44.125000	0	0	0	172	181	0	0	0	0
1700057G04Rik	44.125000	0	0	0	0	0	0	175	178	0
Trio	44.000000	0	0	0	105	149	0	98	0	0
Rasgef1b	44.000000	0	0	0	101	143	0	0	108	0
Tecpr1	43.875000	0	0	0	91	0	0	156	104	0
Slc5a6	43.875000	0	0	0	0	0	0	218	133	0
Rpgrip1l	43.875000	0	0	0	0	111	0	127	113	0
Ncald	43.875000	0	0	0	0	0	0	128	223	0
Il22	43.875000	0	0	0	169	0	0	182	0	0
Fut7	43.875000	0	0	0	130	221	0	0	0	0
Fto	43.875000	0	0	0	0	111	0	127	113	0
Dck	43.875000	0	0	0	0	0	0	122	229	0
Cnpy3	43.875000	0	0	0	125	112	0	114	0	0
Cad	43.875000	0	0	0	0	0	0	218	133	0
Atraid	43.875000	0	0	0	0	0	0	218	133	0
Arl6ip1	43.875000	0	0	0	0	194	0	0	157	0
Zfp871	43.750000	0	0	0	92	140	0	0	118	0
Espn	43.750000	0	0	0	0	0	0	132	218	0
Commd8	43.750000	0	0	0	182	108	0	60	0	0
Zbtb32	43.625000	0	0	0	125	224	0	0	0	0
Tfap4	43.625000	0	0	0	181	168	0	0	0	0
Selplg	43.625000	0	0	0	0	0	0	202	147	0
Lrrc51	43.625000	0	0	0	0	0	0	271	78	0
Kmt2b	43.625000	0	0	0	125	224	0	0	0	0
Ext1	43.625000	0	0	0	0	96	0	111	142	0
Calm3	43.625000	0	0	0	131	100	0	118	0	0
Zadh2	43.500000	0	0	0	0	0	0	126	222	0
Wdfy4	43.500000	0	0	0	0	0	0	0	348	0
Ung	43.500000	0	0	0	189	159	0	0	0	0
Ubc	43.500000	0	0	0	140	0	0	114	94	0
Tshz1	43.500000	0	0	0	0	0	0	126	222	0
Rfx7	43.500000	0	0	0	172	176	0	0	0	0
Pnpo	43.500000	0	115	0	0	233	0	0	0	0
Mcf2l	43.500000	0	0	0	0	0	0	195	153	0
Map3k14	43.500000	0	0	0	146	0	0	131	71	0
Lrrc8b	43.500000	0	0	0	158	190	0	0	0	0
Gzmb	43.500000	0	0	0	145	203	0	0	0	0
Alkbh2	43.500000	0	0	0	189	159	0	0	0	0
Sfrp4	43.375000	0	0	0	98	82	0	167	0	0
Epdr1	43.375000	0	0	0	98	82	0	167	0	0
Dcbld2	43.375000	0	0	0	126	145	0	0	76	0
Pacsin2	43.250000	0	0	0	0	0	0	116	230	0
Ltbp1	43.250000	0	0	0	124	222	0	0	0	0
Dyrk2	43.250000	0	0	0	163	183	0	0	0	0
Dip2b	43.250000	0	0	0	0	0	0	104	242	0
Zdhhc24	43.125000	0	345	0	0	0	0	0	0	0
Tmem167b	43.125000	0	0	0	179	166	0	0	0	0
Khdrbs1	43.125000	0	0	0	155	190	0	0	0	0
Itprip	43.125000	0	0	0	132	122	0	91	0	0
Gabarapl1	43.125000	0	0	0	186	0	0	159	0	0
Actn3	43.125000	0	345	0	0	0	0	0	0	0
Usp48	43.000000	0	0	0	0	0	0	171	173	0
Tbce	43.000000	0	0	0	0	133	0	136	75	0
Rrp1	43.000000	0	0	0	0	175	0	0	169	0
Ctsc	42.875000	0	0	0	98	141	0	0	104	0
Phospho2	42.750000	0	0	0	165	177	0	0	0	0
Hps6	42.750000	0	0	0	132	129	0	81	0	0
Ccdc173	42.750000	0	0	0	165	177	0	0	0	0
Bcl3	42.750000	0	0	0	342	0	0	0	0	0
Armh3	42.750000	0	0	0	132	129	0	81	0	0
Sigirr	42.625000	0	0	0	0	128	0	143	70	0
Naca	42.625000	0	0	0	97	102	0	142	0	0
Dusp11	42.625000	0	0	0	103	238	0	0	0	0
4932438H23Rik	42.625000	0	0	0	0	138	0	106	97	0
Lrrc49	42.500000	0	0	0	0	151	0	0	189	0
Kctd5	42.500000	0	0	0	0	158	0	182	0	0
Hhatl	42.500000	0	340	0	0	0	0	0	0	0
Gm6551	42.500000	0	0	0	0	0	0	135	205	0
Dclk1	42.500000	0	0	0	78	134	0	128	0	0
Cadm4	42.500000	0	0	0	87	0	0	0	253	0
Zdhhc14	42.375000	0	0	0	0	0	0	143	196	0
Dcp1a	42.375000	0	0	0	141	198	0	0	0	0
Alox8	42.375000	0	0	0	144	0	0	0	195	0
Adcy10	42.375000	0	0	0	214	125	0	0	0	0
1700030J22Rik	42.375000	0	0	0	136	203	0	0	0	0
Vdac2	42.250000	0	0	0	179	159	0	0	0	0
Qrich1	42.250000	0	0	0	151	187	0	0	0	0
Prxl2a	42.250000	0	0	0	178	160	0	0	0	0
Nfe2l1	42.250000	0	0	0	0	157	0	0	181	0
Napg	42.250000	0	0	0	107	93	0	138	0	0
Myl12a	42.250000	0	0	0	0	189	0	149	0	0
Mak16	42.250000	0	83	0	115	140	0	0	0	0
Gm20346	42.250000	0	0	0	70	167	0	101	0	0
Ccr8	42.250000	0	0	0	144	194	0	0	0	0
Aff4	42.250000	0	0	0	155	183	0	0	0	0
Tnfrsf12a	42.125000	0	0	0	153	184	0	0	0	0
Thoc6	42.125000	0	0	0	153	184	0	0	0	0
Serpinb1c	42.125000	0	0	0	0	0	0	192	145	0
Hcfc1r1	42.125000	0	0	0	153	184	0	0	0	0
Cldn6	42.125000	0	0	0	153	184	0	0	0	0
Togaram1	42.000000	0	0	0	0	91	0	245	0	0
Pla2g4f	42.000000	0	0	0	0	0	0	141	195	0
Nupl1	42.000000	0	0	0	152	184	0	0	0	0
Ncf4	42.000000	86	250	0	0	0	0	0	0	0
Klhl28	42.000000	0	0	0	0	91	0	245	0	0
Dnaaf4	42.000000	0	0	0	0	0	0	111	225	0
Ccdc90b	42.000000	0	0	0	0	0	0	214	122	0
Nkx6-3	41.875000	0	0	0	138	197	0	0	0	0
Il17rc	41.875000	0	0	0	140	195	0	0	0	0
Arl6ip5	41.875000	0	0	0	0	78	0	111	146	0
Apbb2	41.875000	0	0	0	179	156	0	0	0	0
Wrap53	41.750000	0	0	0	122	122	0	0	90	0
Trp53	41.750000	0	0	0	122	122	0	0	90	0
Spred2	41.750000	0	0	0	201	133	0	0	0	0
Gpx3	41.750000	0	0	0	0	0	0	167	167	0
Gpr152	41.750000	0	0	0	0	0	0	186	148	0
Gls2	41.750000	0	0	0	118	118	0	98	0	0
Dffb	41.750000	0	0	0	117	217	0	0	0	0
Cep104	41.750000	0	0	0	117	217	0	0	0	0
Cdhr1	41.750000	0	0	0	0	0	0	167	167	0
