Target_genes	Arid5a|Average	SRX11149862|4T1	SRX11149863|4T1	SRX11149866|4T1	SRX11149867|4T1	STRING
Suclg1	29.250000	0	0	0	117	0
Rpap1	29.250000	0	0	0	117	0
Rcor1	29.250000	0	0	0	117	0
Prkab1	29.250000	0	0	0	117	0
Pdf	29.250000	0	0	0	117	0
Palmd	29.250000	0	0	0	117	0
Olfr432	29.250000	0	0	0	117	0
Lrp12	29.250000	0	0	0	117	0
H4c3	29.250000	0	0	0	117	0
H3f3b	29.250000	0	0	0	117	0
H1f6	29.250000	0	0	0	117	0
Flrt3	29.250000	0	0	0	117	0
Elfn1	29.250000	0	0	0	117	0
Degs1	29.250000	0	0	0	117	0
Cops7a	29.250000	0	0	0	117	0
Cd300c	29.250000	0	0	0	117	0
Arv1	29.250000	0	0	0	117	0
Zmym2	29.000000	0	0	0	116	0
Wdr70	29.000000	0	0	0	116	0
Urb2	29.000000	0	0	0	116	0
Tslp	29.000000	0	0	0	116	0
Tead1	29.000000	0	0	0	116	0
Taf5l	29.000000	0	0	0	116	0
Snn	29.000000	0	0	0	116	0
Slc12a2	29.000000	0	0	0	116	0
Sec62	29.000000	0	0	0	116	0
Rps6	29.000000	0	0	0	116	0
Ptpn12	29.000000	0	0	0	116	0
Podxl	29.000000	0	0	0	116	0
Phtf1	29.000000	0	0	0	116	0
Oxnad1	29.000000	0	0	0	116	0
Nme6	29.000000	0	0	0	116	0
Msl2	29.000000	0	0	0	116	0
Dph3	29.000000	0	0	0	116	0
Ddi2	29.000000	0	0	0	116	0
D030056L22Rik	29.000000	0	0	0	116	0
Ccdc91	29.000000	0	0	0	116	0
Azin1	29.000000	0	0	0	116	0
Atrn	29.000000	0	0	0	116	0
Atg10	29.000000	0	0	0	116	0
Ankle2	29.000000	0	0	0	116	0
Zfyve9	28.750000	0	0	0	115	0
Usp34	28.750000	0	0	0	115	0
Surf6	28.750000	0	0	0	115	0
Slc38a7	28.750000	0	0	0	115	0
Pomt2	28.750000	0	0	0	115	0
Pnpla1	28.750000	0	0	0	115	0
Pdpr	28.750000	0	0	0	115	0
Ngf	28.750000	0	0	0	115	0
Nckap1	28.750000	0	0	0	115	0
Kctd2	28.750000	0	0	0	115	0
H4c4	28.750000	0	0	0	115	0
Gstz1	28.750000	0	0	0	115	0
Gclm	28.750000	0	0	0	115	0
Fam241a	28.750000	0	0	0	115	0
Chfr	28.750000	0	0	0	115	0
Ccng2	28.750000	0	0	0	115	0
Baalc	28.750000	0	0	0	115	0
Atp5h	28.750000	0	0	0	115	0
Vps37a	28.500000	0	0	0	114	0
Usp32	28.500000	0	0	0	114	0
Ube2cbp	28.500000	0	0	0	114	0
Snrpe	28.500000	0	0	0	114	0
Slc16a1	28.500000	0	0	0	114	0
Selenot	28.500000	0	0	0	114	0
Pgm1	28.500000	0	0	0	114	0
Mogs	28.500000	0	0	0	114	0
Hlx	28.500000	0	0	0	114	0
Hbp1	28.500000	0	0	114	0	0
H2az1	28.500000	0	0	0	114	0
Gnpnat1	28.500000	0	0	0	114	0
Gnb2	28.500000	0	0	0	114	0
Flnc	28.500000	0	0	0	114	0
F2r	28.500000	0	0	0	114	0
Dop1a	28.500000	0	0	0	114	0
Dnajb14	28.500000	0	0	0	114	0
Ddx39b	28.500000	0	0	0	114	0
Cnot7	28.500000	0	0	0	114	0
Atp6v1g2	28.500000	0	0	0	114	0
Ank	28.500000	0	0	0	114	0
Zfp276	28.250000	0	0	0	113	0
Vps9d1	28.250000	0	0	0	113	0
Usp24	28.250000	0	0	0	113	0
Trmt6	28.250000	0	0	0	113	0
Slc12a3	28.250000	0	0	0	113	0
Sik3	28.250000	0	0	0	113	0
Sdhaf2	28.250000	0	0	0	113	0
Rnf103	28.250000	0	0	0	113	0
Rab10	28.250000	0	0	0	113	0
Ppib	28.250000	0	0	0	113	0
Pafah1b2	28.250000	0	0	0	113	0
Mtmr10	28.250000	0	0	0	113	0
Mcm8	28.250000	0	0	0	113	0
Mars1	28.250000	0	0	0	113	0
Magi1	28.250000	0	0	0	113	0
Lin7c	28.250000	0	0	0	113	0
Kcnj4	28.250000	0	0	0	113	0
Kbtbd7	28.250000	0	0	0	113	0
Gar1	28.250000	0	0	0	113	0
Fam102a	28.250000	0	0	0	113	0
Eif3e	28.250000	0	0	0	113	0
Cutc	28.250000	0	0	0	113	0
Csgalnact2	28.250000	0	0	0	113	0
Cpsf7	28.250000	0	0	0	113	0
Cox15	28.250000	0	0	0	113	0
Col16a1	28.250000	0	0	0	113	0
Chd8	28.250000	0	0	0	113	0
Arhgef5	28.250000	0	0	0	113	0
Ahr	28.250000	0	0	0	113	0
Zeb2	28.000000	0	0	0	112	0
Zbtb34	28.000000	0	0	0	112	0
Ube2m	28.000000	0	0	0	112	0
Trpm7	28.000000	0	0	0	112	0
Spg11	28.000000	0	0	0	112	0
Snai1	28.000000	0	0	0	112	0
Smurf2	28.000000	0	0	0	112	0
Psat1	28.000000	0	0	0	112	0
Pou2f1	28.000000	0	0	0	112	0
Nectin3	28.000000	0	0	0	112	0
Metap1	28.000000	0	0	0	112	0
Mbd2	28.000000	0	0	112	0	0
Gpx1	28.000000	0	0	0	112	0
Dennd1a	28.000000	0	0	0	112	0
D5Ertd579e	28.000000	0	0	0	112	0
Cnot8	28.000000	112	0	0	0	0
Chmp2a	28.000000	0	0	0	112	0
Adnp	28.000000	0	0	0	112	0
Wdr36	27.750000	0	0	0	111	0
Tmem198b	27.750000	0	0	0	111	0
Tmem17	27.750000	0	0	0	111	0
Strn	27.750000	0	0	0	111	0
Ssx2ip	27.750000	0	0	0	111	0
Septin2	27.750000	0	0	0	111	0
Rab3gap2	27.750000	0	0	0	111	0
Nuf2	27.750000	0	0	0	111	0
Nadk2	27.750000	0	0	0	111	0
Mrpl52	27.750000	0	0	0	111	0
Mpdz	27.750000	0	0	0	111	0
Mmp14	27.750000	0	0	0	111	0
Map3k5	27.750000	0	0	0	111	0
Lmln	27.750000	0	0	0	111	0
Klc1	27.750000	0	0	0	111	0
Dnajc14	27.750000	0	0	0	111	0
Ddost	27.750000	0	0	0	111	0
Cd151	27.750000	0	0	0	111	0
Brf1	27.750000	0	0	0	111	0
Aspscr1	27.750000	0	0	0	111	0
Zfp219	27.500000	0	0	0	110	0
Wwc2	27.500000	0	0	0	110	0
Tmem253	27.500000	0	0	0	110	0
Slc25a29	27.500000	0	0	0	110	0
Sec24a	27.500000	0	0	0	110	0
Ppp2r5e	27.500000	0	0	0	110	0
Pdap1	27.500000	0	0	0	110	0
Nudt9	27.500000	0	0	0	110	0
Npnt	27.500000	0	0	0	110	0
Naa20	27.500000	0	0	0	110	0
Mtdh	27.500000	0	0	0	110	0
Klhl24	27.500000	0	0	0	110	0
Irf2bp2	27.500000	0	0	0	110	0
Hipk1	27.500000	0	0	0	110	0
Heatr5a	27.500000	0	0	0	110	0
Fgf7	27.500000	0	0	0	110	0
Fam13a	27.500000	0	0	0	110	0
Egln1	27.500000	0	0	0	110	0
E2f7	27.500000	0	0	0	110	0
Bud31	27.500000	0	0	0	110	0
Zfp740	27.250000	0	0	0	109	0
Wdr6	27.250000	0	0	0	109	0
Tmem131l	27.250000	0	0	0	109	0
Spice1	27.250000	0	0	0	109	0
Snx14	27.250000	0	0	0	109	0
Rrbp1	27.250000	0	0	0	109	0
Rbms1	27.250000	0	0	0	109	0
Pusl1	27.250000	0	0	0	109	0
Prss46	27.250000	0	0	0	109	0
Plcxd2	27.250000	0	0	0	109	0
Parl	27.250000	0	0	0	109	0
Nfia	27.250000	0	0	0	109	0
Nf2	27.250000	0	0	0	109	0
Ksr1	27.250000	0	0	0	109	0
Kcmf1	27.250000	0	0	0	109	0
Impdh2	27.250000	0	0	0	109	0
G2e3	27.250000	0	0	0	109	0
Elovl6	27.250000	0	0	0	109	0
Eif1	27.250000	0	0	0	109	0
Csad	27.250000	0	0	0	109	0
Cdh13	27.250000	0	0	0	109	0
Ccbe1	27.250000	0	0	0	109	0
Acap3	27.250000	0	0	0	109	0
Zfp959	27.000000	0	0	0	108	0
Zfp568	27.000000	108	0	0	0	0
Zbtb44	27.000000	0	0	0	108	0
Wwp1	27.000000	0	0	0	108	0
Utp14b	27.000000	0	0	0	108	0
Ttll7	27.000000	0	0	0	108	0
Tnrc6c	27.000000	0	0	0	108	0
Tmpo	27.000000	0	0	0	108	0
Thap12	27.000000	0	0	0	108	0
Sirt6	27.000000	0	0	0	108	0
Sema3c	27.000000	0	0	0	108	0
Rassf1	27.000000	0	0	0	108	0
Prpf40a	27.000000	0	0	0	108	0
Prl2a1	27.000000	0	0	0	108	0
Prickle4	27.000000	0	0	0	108	0
Nr4a1	27.000000	0	0	0	108	0
Noc4l	27.000000	0	0	0	108	0
Nipsnap2	27.000000	108	0	0	0	0
Mrgpre	27.000000	0	0	0	108	0
Mgst1	27.000000	0	0	0	108	0
Mak16	27.000000	0	0	0	108	0
Lmbrd1	27.000000	0	0	0	108	0
Hnrnpd	27.000000	0	0	0	108	0
Frs3	27.000000	0	0	0	108	0
Foxp1	27.000000	0	0	0	108	0
Eefsec	27.000000	0	0	0	108	0
Dph6	27.000000	0	0	0	108	0
Dhx8	27.000000	0	0	0	108	0
Dennd6b	27.000000	0	0	0	108	0
Ddx51	27.000000	0	0	0	108	0
Ddhd1	27.000000	0	0	0	108	0
Ctdsp2	27.000000	0	0	0	108	0
Cd2ap	27.000000	0	0	0	108	0
Arl6ip6	27.000000	0	0	0	108	0
Ap1s1	27.000000	0	0	0	108	0
Aox1	27.000000	0	0	0	108	0
Ankrd46	27.000000	0	0	0	108	0
Ankrd24	27.000000	0	0	0	108	0
Actr8	27.000000	0	0	0	108	0
Acsl3	27.000000	0	0	0	108	0
Zfp202	26.750000	0	0	0	107	0
Zbtb7b	26.750000	0	0	0	107	0
Vps36	26.750000	0	0	0	107	0
Trrap	26.750000	0	0	0	107	0
Ssbp2	26.750000	0	0	0	107	0
Prkce	26.750000	0	0	0	107	0
Ppp1r3e	26.750000	0	0	0	107	0
Kdelr2	26.750000	0	0	0	107	0
Dnaaf2	26.750000	0	0	0	107	0
Dap3	26.750000	0	0	0	107	0
Dag1	26.750000	0	0	0	107	0
Birc2	26.750000	0	0	0	107	0
Ankrd37	26.750000	0	0	0	107	0
Zfp865	26.500000	0	0	0	106	0
Zfp524	26.500000	0	0	0	106	0
Zbtb26	26.500000	0	0	0	106	0
Tmcc3	26.500000	0	0	0	106	0
Tctex1d2	26.500000	106	0	0	0	0
Rasa1	26.500000	0	0	0	106	0
Rabgap1	26.500000	0	0	0	106	0
Ptk2	26.500000	0	0	0	106	0
Pdk1	26.500000	0	0	0	106	0
Nsd3	26.500000	0	0	0	106	0
Mis18bp1	26.500000	0	0	0	106	0
Minpp1	26.500000	0	0	0	106	0
Mettl9	26.500000	0	0	0	106	0
Man2c1	26.500000	0	0	0	106	0
Lgr4	26.500000	0	0	0	106	0
Letm2	26.500000	0	0	0	106	0
Krt13	26.500000	0	0	0	106	0
Itprid2	26.500000	0	0	0	106	0
Gle1	26.500000	0	0	0	106	0
Gid4	26.500000	0	0	0	106	0
Eif3g	26.500000	0	0	0	106	0
Ebag9	26.500000	0	0	0	106	0
Dcps	26.500000	0	0	0	106	0
Cstf1	26.500000	0	0	0	106	0
Chsy1	26.500000	0	0	0	106	0
Chst2	26.500000	0	0	0	106	0
Cfap97	26.500000	0	0	0	106	0
Ccnl2	26.500000	0	0	0	106	0
Bms1	26.500000	0	0	0	106	0
Aurka	26.500000	0	0	0	106	0
Ankrd9	26.500000	0	0	0	106	0
Aacs	26.500000	0	0	0	106	0
1810010H24Rik	26.500000	0	0	0	106	0
Zfp827	26.250000	0	0	0	105	0
Ywhaq	26.250000	0	0	0	105	0
Wdr48	26.250000	0	0	0	105	0
Vezf1	26.250000	0	0	105	0	0
U2surp	26.250000	0	0	0	105	0
Tpbg	26.250000	0	0	0	105	0
Tcea2	26.250000	0	0	0	105	0
Tbc1d15	26.250000	0	0	0	105	0
Srsf1	26.250000	0	0	0	105	0
Slc35e4	26.250000	0	0	0	105	0
Rpl23a	26.250000	0	0	0	105	0
Rmi2	26.250000	0	0	0	105	0
Rbm17	26.250000	0	0	0	105	0
Rab34	26.250000	0	0	0	105	0
R3hcc1l	26.250000	0	0	0	105	0
Ptpn1	26.250000	0	0	0	105	0
Proca1	26.250000	0	0	0	105	0
Ppp1r15b	26.250000	0	0	0	105	0
Mtcl1	26.250000	0	0	0	105	0
Mob1b	26.250000	0	0	0	105	0
Map3k8	26.250000	0	0	0	105	0
Lrrc8c	26.250000	0	0	0	105	0
Katnbl1	26.250000	0	0	0	105	0
Golga5	26.250000	0	0	0	105	0
Fmnl1	26.250000	0	0	0	105	0
Fbxw8	26.250000	0	0	0	105	0
Dusp12	26.250000	0	0	0	105	0
Dnajc25	26.250000	0	0	0	105	0
Cox20	26.250000	0	0	0	105	0
Cdkn1b	26.250000	0	0	0	105	0
Bdnf	26.250000	0	0	0	105	0
Bcl10	26.250000	0	0	0	105	0
B4galt1	26.250000	0	0	0	105	0
Atg16l2	26.250000	105	0	0	0	0
Apbb2	26.250000	0	0	0	105	0
Zdhhc3	26.000000	0	0	0	104	0
Wwox	26.000000	0	0	0	104	0
Tle5	26.000000	0	0	0	104	0
Tiparp	26.000000	0	0	0	104	0
Smarce1	26.000000	0	0	0	104	0
Setd2	26.000000	0	0	0	104	0
Serpinb6a	26.000000	0	0	0	104	0
Serf2	26.000000	0	0	0	104	0
Sdf4	26.000000	0	0	0	104	0
Scrt1	26.000000	0	0	104	0	0
Rnf38	26.000000	0	0	0	104	0
Ripk1	26.000000	0	0	0	104	0
Ranbp2	26.000000	0	0	0	104	0
Pxk	26.000000	0	0	0	104	0
Purb	26.000000	0	0	0	104	0
Prmt3	26.000000	0	0	0	104	0
Mios	26.000000	0	0	0	104	0
Ldha	26.000000	0	0	0	104	0
Itpripl2	26.000000	0	0	0	104	0
Irs2	26.000000	0	0	0	104	0
Ifi202b	26.000000	0	0	0	104	0
Exosc7	26.000000	0	0	0	104	0
Capn7	26.000000	0	0	0	104	0
B3galt6	26.000000	0	0	0	104	0
Arid1b	26.000000	0	0	0	104	0
Arhgef12	26.000000	0	0	0	104	0
Adamtsl4	26.000000	0	0	0	104	0
Acvr2a	26.000000	0	0	0	104	0
9430015G10Rik	26.000000	0	0	0	104	0
Zfp112	25.750000	0	0	0	103	0
Ywhab	25.750000	0	0	0	103	0
Xpot	25.750000	0	0	0	103	0
Tmed2	25.750000	0	0	0	103	0
Spg7	25.750000	0	0	0	103	0
Slc35e2	25.750000	0	0	0	103	0
Sirt1	25.750000	0	0	0	103	0
Rab11fip2	25.750000	0	0	0	103	0
Ptpmt1	25.750000	0	0	0	103	0
Psmf1	25.750000	0	0	0	103	0
Pogz	25.750000	0	0	0	103	0
Nup54	25.750000	0	0	0	103	0
Nup133	25.750000	0	0	0	103	0
Myo6	25.750000	0	0	0	103	0
Mrnip	25.750000	0	0	0	103	0
Lsp1	25.750000	0	0	0	103	0
Lrp1	25.750000	0	0	0	103	0
Kitl	25.750000	0	0	0	103	0
Hhatl	25.750000	0	0	0	103	0
Gja1	25.750000	0	0	0	103	0
Fbxl14	25.750000	0	0	0	103	0
Emp1	25.750000	0	0	0	103	0
Dync1li1	25.750000	0	0	0	103	0
Vps18	25.500000	0	0	0	102	0
Tex264	25.500000	0	0	0	102	0
Tada2a	25.500000	0	0	0	102	0
Sdcbp	25.500000	0	0	0	102	0
Rnf115	25.500000	0	0	0	102	0
Rcor3	25.500000	0	0	0	102	0
Pwwp3a	25.500000	0	0	0	102	0
Psph	25.500000	0	0	0	102	0
Ppp4r3b	25.500000	0	0	0	102	0
Polr3c	25.500000	0	0	0	102	0
Polr2j	25.500000	0	0	0	102	0
Pccb	25.500000	0	0	0	102	0
Mia2	25.500000	0	0	0	102	0
Lif	25.500000	0	0	0	102	0
Igfbp4	25.500000	0	0	0	102	0
Hipk3	25.500000	0	0	0	102	0
Haus4	25.500000	0	0	0	102	0
Fam227a	25.500000	102	0	0	0	0
Dnttip2	25.500000	0	0	0	102	0
Cct6a	25.500000	0	0	0	102	0
Cby1	25.500000	102	0	0	0	0
Btbd19	25.500000	0	0	0	102	0
B3gnt2	25.500000	0	0	0	102	0
Aqp3	25.500000	0	0	0	102	0
Zfp592	25.250000	0	0	0	101	0
Ylpm1	25.250000	0	0	101	0	0
Serinc3	25.250000	0	0	0	101	0
Rps27l	25.250000	0	0	0	101	0
Pigv	25.250000	0	0	0	101	0
Nin	25.250000	0	0	0	101	0
Nfe2l1	25.250000	0	0	0	101	0
Nckipsd	25.250000	0	0	0	101	0
Irs1	25.250000	0	0	0	101	0
Glis2	25.250000	0	0	0	101	0
Dpy19l1	25.250000	0	0	0	101	0
Cdca4	25.250000	0	0	0	101	0
Ccdc6	25.250000	0	0	0	101	0
BC003965	25.250000	0	0	0	101	0
Zfp706	25.000000	0	0	0	100	0
Wdr41	25.000000	0	0	0	100	0
Ttc7	25.000000	0	0	0	100	0
Tcf7l2	25.000000	0	0	0	100	0
Spag4	25.000000	0	0	0	100	0
Smc5	25.000000	0	0	0	100	0
Scaf8	25.000000	0	0	0	100	0
Sbno1	25.000000	0	0	0	100	0
Rmnd1	25.000000	0	0	0	100	0
Rhox2b	25.000000	0	0	0	100	0
Rbm6	25.000000	0	0	0	100	0
Ptpn2	25.000000	0	0	0	100	0
Nfyc	25.000000	0	0	0	100	0
Lbr	25.000000	0	0	0	100	0
Kcnn4	25.000000	0	0	0	100	0
Ifna13	25.000000	0	0	0	100	0
Idh3b	25.000000	0	0	0	100	0
Eif5	25.000000	0	0	0	100	0
Cyren	25.000000	0	0	0	100	0
Cavin3	25.000000	0	0	0	100	0
Atr	25.000000	0	0	0	100	0
Armt1	25.000000	0	0	0	100	0
1700065D16Rik	25.000000	0	0	0	100	0
Zranb1	24.750000	0	0	99	0	0
Zc3h4	24.750000	0	0	0	99	0
Ybey	24.750000	0	0	0	99	0
Vpreb1	24.750000	0	0	0	99	0
Usp42	24.750000	0	0	0	99	0
Ubr4	24.750000	99	0	0	0	0
Top3b	24.750000	0	0	0	99	0
Tgfbr2	24.750000	0	0	0	99	0
Srd5a3	24.750000	0	0	0	99	0
Slc29a1	24.750000	0	0	0	99	0
Setd1a	24.750000	0	0	0	99	0
Serinc2	24.750000	0	0	0	99	0
Plxnb1	24.750000	0	0	0	99	0
Pih1d2	24.750000	0	0	0	99	0
Phf20	24.750000	0	0	0	99	0
Pdzrn3	24.750000	0	0	0	99	0
Pars2	24.750000	0	0	0	99	0
P3h2	24.750000	0	0	0	99	0
Otub1	24.750000	0	0	0	99	0
Nqo2	24.750000	0	0	0	99	0
Nkapd1	24.750000	0	0	0	99	0
Mymx	24.750000	0	0	0	99	0
Mrps7	24.750000	0	0	0	99	0
Mcm3ap	24.750000	0	0	0	99	0
Mcm10	24.750000	0	0	0	99	0
Lcorl	24.750000	0	0	0	99	0
Iba57	24.750000	0	0	0	99	0
Gpr26	24.750000	0	0	99	0	0
Gga3	24.750000	0	0	0	99	0
Fzr1	24.750000	0	0	0	99	0
Dusp6	24.750000	0	0	0	99	0
Cse1l	24.750000	0	0	0	99	0
Coro2a	24.750000	0	0	0	99	0
BC029722	24.750000	0	0	0	99	0
Arid1a	24.750000	0	0	0	99	0
Anapc5	24.750000	0	0	0	99	0
Abhd17c	24.750000	0	0	0	99	0
2300009A05Rik	24.750000	99	0	0	0	0
Ubald1	24.500000	0	0	0	98	0
Rpl37	24.500000	0	0	0	98	0
Rfx2	24.500000	0	0	0	98	0
Rab12	24.500000	98	0	0	0	0
Qrich1	24.500000	0	0	0	98	0
Prr12	24.500000	0	0	0	98	0
Pdgfc	24.500000	0	0	0	98	0
Man1a2	24.500000	0	0	0	98	0
Hsf2bp	24.500000	0	0	0	98	0
Cdkn2aip	24.500000	0	0	0	98	0
Boc	24.500000	0	0	0	98	0
Bcap29	24.500000	0	0	0	98	0
Atp1b3	24.500000	0	0	0	98	0
Amacr	24.500000	0	0	0	98	0
9130401M01Rik	24.500000	0	0	0	98	0
Zhx1	24.250000	0	0	0	97	0
Zfp408	24.250000	0	0	0	97	0
Zbtb39	24.250000	0	0	0	97	0
Wtap	24.250000	0	0	0	97	0
Vdac1	24.250000	0	0	0	97	0
Vcpkmt	24.250000	0	0	0	97	0
Vav3	24.250000	0	0	0	97	0
Usp9x	24.250000	0	0	0	97	0
Trdmt1	24.250000	0	0	0	97	0
Topors	24.250000	0	0	0	97	0
Tmem87b	24.250000	0	0	0	97	0
Tjp1	24.250000	0	0	0	97	0
Timeless	24.250000	0	0	0	97	0
Tbc1d13	24.250000	0	0	0	97	0
Smim27	24.250000	0	0	0	97	0
Rps3a1	24.250000	0	0	0	97	0
Ptov1	24.250000	0	0	0	97	0
Phb2	24.250000	97	0	0	0	0
Nt5m	24.250000	0	0	0	97	0
Mrtfb	24.250000	0	0	0	97	0
Mid1ip1	24.250000	0	0	0	97	0
Map1lc3a	24.250000	0	0	0	97	0
Isg15	24.250000	0	0	0	97	0
Inpp1	24.250000	0	0	0	97	0
Gatad2a	24.250000	0	0	97	0	0
Fxyd5	24.250000	0	0	0	97	0
Fkbp5	24.250000	0	0	97	0	0
Exosc6	24.250000	0	0	0	97	0
Emg1	24.250000	97	0	0	0	0
Dipk2a	24.250000	0	0	0	97	0
Cnnm4	24.250000	97	0	0	0	0
Cd2bp2	24.250000	0	0	0	97	0
Arhgap1	24.250000	0	0	0	97	0
Ap1ar	24.250000	0	0	0	97	0
Agrn	24.250000	0	0	0	97	0
Zfp628	24.000000	0	0	0	96	0
Zfp523	24.000000	0	0	0	96	0
Usp17la	24.000000	0	0	0	96	0
Top1	24.000000	0	0	0	96	0
Tmem198	24.000000	0	0	0	96	0
Tmed3	24.000000	0	0	0	96	0
Tjp2	24.000000	0	0	0	96	0
Srrd	24.000000	0	0	0	96	0
Srek1	24.000000	0	0	0	96	0
Soga1	24.000000	0	0	0	96	0
Rpusd4	24.000000	0	0	0	96	0
Rnf123	24.000000	0	0	0	96	0
Rffl	24.000000	0	0	0	96	0
Rad23a	24.000000	0	0	0	96	0
Qser1	24.000000	0	0	0	96	0
Pum2	24.000000	0	0	0	96	0
Ptp4a2	24.000000	0	0	0	96	0
Prpf19	24.000000	0	0	0	96	0
Pafah1b1	24.000000	0	0	0	96	0
Odf2l	24.000000	0	0	0	96	0
Ntn1	24.000000	0	0	0	96	0
Nlrx1	24.000000	0	0	0	96	0
N4bp2	24.000000	0	0	0	96	0
Mtch2	24.000000	0	0	0	96	0
Mst1	24.000000	0	0	0	96	0
Mrfap1	24.000000	0	0	0	96	0
Lap3	24.000000	0	0	0	96	0
Hps4	24.000000	0	0	0	96	0
Gipc1	24.000000	0	0	0	96	0
Fam118b	24.000000	0	0	0	96	0
Eif4g2	24.000000	0	0	0	96	0
Cyb5r4	24.000000	0	0	0	96	0
Chpf	24.000000	0	0	0	96	0
Arf1	24.000000	0	0	0	96	0
Ubash3b	23.750000	95	0	0	0	0
Tax1bp3	23.750000	0	0	0	95	0
Smndc1	23.750000	0	0	0	95	0
Rpl27a	23.750000	0	0	0	95	0
Rel	23.750000	0	0	0	95	0
Rabgef1	23.750000	0	0	0	95	0
Ptpre	23.750000	0	0	0	95	0
Ppp2r2d	23.750000	0	0	0	95	0
Nr2f6	23.750000	0	0	0	95	0
Nmnat1	23.750000	0	0	0	95	0
Mlycd	23.750000	0	0	0	95	0
Mapk1ip1	23.750000	0	0	0	95	0
Lzic	23.750000	0	0	0	95	0
Ltbp1	23.750000	0	0	0	95	0
Kctd6	23.750000	0	0	0	95	0
Gatad2b	23.750000	0	0	0	95	0
Ezr	23.750000	0	0	0	95	0
Emc6	23.750000	0	0	0	95	0
Ddx1	23.750000	0	0	0	95	0
Cops3	23.750000	0	0	0	95	0
Col5a1	23.750000	0	0	0	95	0
Chek1	23.750000	0	0	0	95	0
Cd38	23.750000	0	0	0	95	0
Ccn3	23.750000	0	0	0	95	0
Arl4a	23.750000	0	0	0	95	0
Zfp672	23.500000	0	0	0	94	0
Ube2b	23.500000	0	0	0	94	0
Trim33	23.500000	0	0	0	94	0
Tor1aip2	23.500000	0	0	0	94	0
Tor1aip1	23.500000	0	0	0	94	0
Tlnrd1	23.500000	0	0	0	94	0
Retreg2	23.500000	0	0	0	94	0
Psma6	23.500000	0	0	0	94	0
Piezo1	23.500000	0	0	0	94	0
Phf14	23.500000	0	0	0	94	0
Pabpc4	23.500000	0	0	0	94	0
Ndufa4	23.500000	0	0	0	94	0
Mtx2	23.500000	0	0	0	94	0
Mesd	23.500000	0	0	0	94	0
Leng8	23.500000	0	0	0	94	0
Kctd18	23.500000	0	0	0	94	0
Il1rap	23.500000	0	0	0	94	0
Hmces	23.500000	0	0	0	94	0
H2-DMa	23.500000	0	0	0	94	0
Gosr2	23.500000	0	0	0	94	0
Fam83d	23.500000	0	0	0	94	0
Exoc3l4	23.500000	0	0	0	94	0
Csnk2a1	23.500000	0	0	0	94	0
Cnppd1	23.500000	0	0	0	94	0
Cdkl3	23.500000	0	0	0	94	0
Cdkl2	23.500000	0	0	0	94	0
Brd2	23.500000	0	0	0	94	0
Angptl6	23.500000	0	0	0	94	0
Aebp2	23.500000	0	0	0	94	0
Acp2	23.500000	94	0	0	0	0
Znrf2	23.250000	0	0	0	93	0
Upf1	23.250000	0	0	0	93	0
Tanc1	23.250000	0	0	0	93	0
Srcap	23.250000	0	0	0	93	0
Slc30a1	23.250000	0	0	0	93	0
Slc26a8	23.250000	0	0	0	93	0
Six2	23.250000	0	0	93	0	0
Sertad2	23.250000	0	0	0	93	0
Rela	23.250000	0	0	0	93	0
Psmb2	23.250000	0	0	0	93	0
Ppat	23.250000	0	0	0	93	0
Ppa2	23.250000	0	0	0	93	0
Pogk	23.250000	0	0	0	93	0
Pbrm1	23.250000	0	0	0	93	0
Pbld2	23.250000	0	0	0	93	0
Park7	23.250000	0	0	0	93	0
Paics	23.250000	0	0	0	93	0
Nab2	23.250000	0	0	0	93	0
Mapk14	23.250000	0	0	0	93	0
Itgb1	23.250000	0	0	0	93	0
Hnrnph3	23.250000	0	0	0	93	0
Etv6	23.250000	0	0	0	93	0
Dnaja2	23.250000	0	0	0	93	0
Ccnyl1	23.250000	0	0	0	93	0
4931408C20Rik	23.250000	93	0	0	0	0
Vars	23.000000	0	0	0	92	0
Srsf5	23.000000	0	0	0	92	0
Smim19	23.000000	0	0	0	92	0
Smad5	23.000000	0	0	0	92	0
Slc20a2	23.000000	0	0	0	92	0
Papola	23.000000	0	0	0	92	0
Nt5e	23.000000	0	0	0	92	0
Msi2	23.000000	0	0	0	92	0
Mpp6	23.000000	0	0	0	92	0
Mgat1	23.000000	0	0	0	92	0
Mapk6	23.000000	0	0	0	92	0
Manbal	23.000000	0	0	0	92	0
Lmtk2	23.000000	0	0	0	92	0
Kcnn2	23.000000	0	0	92	0	0
Kansl1	23.000000	0	0	0	92	0
Heg1	23.000000	0	0	0	92	0
Hacd1	23.000000	0	0	0	92	0
H6pd	23.000000	0	0	0	92	0
H2-L	23.000000	0	0	0	92	0
H2-D1	23.000000	0	0	0	92	0
Gnb1	23.000000	0	0	0	92	0
Fermt2	23.000000	0	0	0	92	0
Eif4enif1	23.000000	92	0	0	0	0
Egr3	23.000000	0	0	0	92	0
D17H6S56E-5	23.000000	0	0	0	92	0
Celf1	23.000000	0	0	0	92	0
Zfp212	22.750000	0	0	0	91	0
Wipf1	22.750000	0	0	0	91	0
Trnau1ap	22.750000	0	0	0	91	0
Timmdc1	22.750000	0	0	0	91	0
Rpl21	22.750000	0	0	0	91	0
Oxsm	22.750000	0	0	0	91	0
Nomo1	22.750000	0	0	0	91	0
Ngly1	22.750000	0	0	0	91	0
Mrpl39	22.750000	0	0	0	91	0
