Target_genes	Stat6|Average	SRX197271|Macrophages	SRX197272|Macrophages	SRX197273|Macrophages	SRX197274|Macrophages	SRX197275|Macrophages	SRX197276|Macrophages	SRX6432727|Macrophages	SRX6432728|Macrophages	SRX9311781|Macrophages	SRX9311782|Macrophages	SRX9311783|Macrophages	SRX9311784|Macrophages	SRX9311785|Macrophages	SRX9311786|Macrophages	SRX9311787|Macrophages	SRX9311788|Macrophages	SRX9311789|Macrophages	SRX9311790|Macrophages	SRX9311791|Macrophages	SRX9311792|Macrophages	SRX9311793|Macrophages	SRX9311794|Macrophages	SRX9311795|Macrophages	SRX9311796|Macrophages	SRX9311797|Macrophages	SRX9311798|Macrophages	SRX9311799|Macrophages	SRX9311800|Macrophages	SRX9311801|Macrophages	SRX9311802|Macrophages	SRX9311803|Macrophages	SRX9311804|Macrophages	SRX9311885|Macrophages	SRX9311886|Macrophages	SRX9311887|Macrophages	SRX9311888|Macrophages	SRX9311889|Macrophages	SRX9311890|Macrophages	SRX9311891|Macrophages	SRX9311892|Macrophages	SRX832470|Naive_T_cells	SRX832476|Naive_T_cells	SRX12379720|RAW_264.7	SRX12379721|RAW_264.7	SRX12379722|RAW_264.7	SRX12379723|RAW_264.7	SRX12379724|RAW_264.7	SRX12379725|RAW_264.7	SRX12379726|RAW_264.7	SRX12379742|RAW_264.7	SRX12379743|RAW_264.7	SRX12379744|RAW_264.7	SRX12379745|RAW_264.7	SRX12379844|RAW_264.7	SRX12379845|RAW_264.7	SRX12379846|RAW_264.7	SRX12379847|RAW_264.7	SRX12379848|RAW_264.7	SRX12379849|RAW_264.7	SRX12379850|RAW_264.7	SRX12379851|RAW_264.7	SRX12379867|RAW_264.7	SRX13208232|RAW_264.7	SRX13208233|RAW_264.7	SRX13208234|RAW_264.7	SRX13208235|RAW_264.7	SRX021632|Th1_Cells	SRX021633|Th1_Cells	SRX191132|Th9	SRX353406|Th9	SRX353407|Th9	STRING
Thegl	16.647887	0	0	0	0	0	0	0	0	77	0	425	100	334	100	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etfdh	16.647887	0	0	0	0	0	0	0	0	0	0	164	0	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	111	0	117	370	0
4930579G24Rik	16.647887	0	0	0	0	0	0	0	0	0	0	164	0	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	111	0	117	370	0
Vmn2r21	16.633803	0	0	0	0	164	0	0	0	0	0	755	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tesmin	16.619718	0	0	0	0	0	0	0	0	0	0	233	126	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	136	0
Plekho1	16.619718	0	83	0	0	0	0	0	0	0	0	148	0	192	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	121	0	0	232	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3s2	16.619718	0	0	0	0	0	0	0	126	0	0	286	0	147	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	154	179	0
Kdm3b	16.605634	0	0	0	0	0	0	0	0	0	89	221	115	142	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	149	0	129	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul3	16.605634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	387	0	0	0	0
Zfp974	16.591549	0	0	0	0	0	0	0	0	0	0	439	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	239	0	0
Fmr1	16.591549	0	0	0	0	0	0	0	0	0	0	138	130	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	164	0	0	0	0
Uso1	16.577465	0	0	0	0	0	0	0	0	0	0	194	111	171	83	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	118	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	125	0	0	0	0
Uckl1	16.577465	0	0	0	0	0	0	0	0	0	0	257	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	91	0	153	135	0
Ube2s	16.577465	0	0	0	0	0	0	0	73	0	0	125	0	88	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	368	0	0	81	0
Tle3	16.577465	0	0	0	0	0	0	0	0	0	0	132	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	156	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	184	0	0	0	0
Rpgrip1l	16.577465	0	0	0	0	0	0	0	107	0	0	147	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	169	456	0
Lpar6	16.577465	0	0	0	0	0	0	0	0	0	0	334	168	242	0	0	180	0	0	0	0	0	0	0	0	0	0	0	167	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipp	16.577465	0	0	0	0	0	0	0	0	0	69	319	125	202	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	135	0
Dusp6	16.577465	0	0	0	0	0	0	0	0	0	80	255	132	220	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	125	72	0
Abcd4	16.577465	0	0	0	0	0	0	0	0	0	0	295	0	302	76	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Gmcl1	16.563380	0	0	0	0	0	0	0	0	0	0	169	122	186	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	113	0	125	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Map7d1	16.549296	0	0	0	0	0	100	0	0	0	133	308	0	215	0	0	101	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gatad1	16.549296	0	0	0	0	246	235	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1g2	16.549296	0	0	0	0	0	0	0	0	0	0	167	90	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	162	0	0	185	0
Akr1b8	16.549296	0	0	0	0	0	0	0	0	0	0	183	90	251	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	144	0	221	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tent4b	16.535211	0	0	0	0	0	0	0	0	0	0	434	0	301	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbp	16.535211	0	0	0	0	0	0	0	0	0	126	209	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	161	0
Sphk1	16.535211	0	157	0	0	0	0	0	184	0	0	380	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Psmb1	16.535211	0	0	0	0	0	0	0	0	0	126	209	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	161	0
Olfr231	16.535211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	159	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hck	16.535211	0	0	0	0	0	0	0	0	0	0	346	151	374	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1f	16.535211	0	0	0	0	0	114	0	0	0	0	203	129	131	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	156	0	0	0	0	0
Dynlt1c	16.535211	0	0	0	0	0	114	0	0	0	0	203	129	131	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	156	0	0	0	0	0
Zfp84	16.507042	0	0	0	0	0	0	0	0	0	0	230	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	192	164	0
Tpgs2	16.507042	0	0	0	0	0	0	0	0	0	86	333	0	354	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Ppp4r2	16.507042	0	0	0	0	0	0	0	0	0	0	197	94	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	264	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0
Noto	16.507042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172	0	0
Farsa	16.507042	0	0	0	0	0	0	0	103	0	0	250	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	114	0	151	214	0
AW554918	16.507042	0	0	0	0	0	0	0	0	0	86	333	0	354	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Rab32	16.492958	0	0	0	126	0	0	0	0	0	133	233	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	152	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nwd1	16.492958	0	0	0	0	0	0	0	0	0	130	196	0	169	144	0	134	0	0	0	0	0	0	0	0	0	116	0	108	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
Kdelr2	16.492958	0	0	0	0	0	0	0	0	0	0	273	149	203	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	106	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0
Zfp148	16.478873	0	0	0	0	0	0	0	0	0	0	257	0	304	131	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	180	0
Psmc2	16.478873	0	0	0	0	0	0	0	0	0	0	260	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	102	0
Fcrla	16.478873	0	0	0	0	0	0	0	0	0	0	244	0	244	0	0	95	0	0	0	0	0	0	0	119	0	0	0	238	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc2	16.478873	0	0	0	0	0	0	0	0	0	0	260	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	102	0
Tex30	16.464789	0	0	0	0	0	0	0	0	0	0	235	0	176	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	238	136	0
Svil	16.464789	0	0	0	0	0	0	0	0	0	0	257	0	231	162	111	215	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx7	16.464789	0	0	0	0	148	0	0	0	0	0	137	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	229	152	0
Mlf2	16.464789	0	0	0	0	0	0	0	0	75	0	198	139	259	0	139	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tasor2	16.450704	0	0	0	0	0	0	0	0	0	0	199	0	209	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	135	0	96	136	0
Ptprv	16.450704	0	0	0	0	0	0	0	0	0	0	261	0	170	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	133	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0
Ptpn7	16.450704	0	0	0	0	0	0	0	0	0	0	261	0	170	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	133	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0
Kctd4	16.450704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	167	253	0	0
Dhx34	16.450704	0	0	0	0	0	0	0	0	0	0	128	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	200	0
Mrnip	16.436620	0	0	0	0	0	0	126	0	0	0	261	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	116	87	0
Lbh	16.436620	0	0	0	0	0	0	0	0	0	0	252	0	247	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	92	0	0	115	0
Fitm2	16.436620	0	0	0	0	0	0	0	0	0	0	233	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	104	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	118	107	106	0
Abcb4	16.436620	0	170	0	184	245	114	0	0	0	0	0	0	228	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr3	16.422535	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	100	0	0	0	0	0	0	0	0	0	113	0	220	121	0	110	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl34-ps1	16.422535	0	0	0	0	0	0	0	119	0	0	244	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	161	351	0
Rpl34	16.422535	0	0	0	0	0	0	0	119	0	0	244	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	161	351	0
Ncaph2	16.408451	0	0	0	0	0	0	0	0	0	0	347	143	184	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0
Lmf2	16.408451	0	0	0	0	0	0	0	0	0	0	347	143	184	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0
Camta2	16.408451	0	0	0	0	0	0	0	0	0	0	455	171	443	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem199	16.394366	0	0	0	0	0	0	0	0	0	0	165	0	170	133	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0
Samd10	16.394366	0	0	0	0	0	0	0	0	0	0	199	111	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	97	0	0	139	0
Prune1	16.394366	0	0	0	137	110	0	0	0	0	104	293	0	172	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Prpf6	16.394366	0	0	0	0	0	0	0	0	0	0	199	111	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	97	0	0	139	0
Poldip2	16.394366	0	0	0	0	0	0	0	0	0	0	165	0	170	133	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0
Mindy1	16.394366	0	0	0	137	110	0	0	0	0	104	293	0	172	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Gapdh	16.394366	0	0	0	0	0	0	0	0	0	0	246	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	179	0	90	0	0
Dnajc1	16.394366	0	0	0	0	0	0	0	0	0	0	420	0	176	113	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	115	0
Tbl1x	16.380282	0	0	0	0	0	0	0	134	0	0	238	143	292	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	105	0
Slc25a26	16.380282	0	0	0	0	0	0	0	0	0	0	306	0	237	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	98	285	0
Slain2	16.380282	0	0	0	0	0	0	0	0	0	108	332	110	326	117	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrb2	16.380282	0	0	0	0	0	164	0	0	81	131	237	0	201	87	0	0	0	0	0	0	67	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0
Gpr137b	16.366197	0	0	0	0	0	0	0	0	0	0	197	94	237	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	125	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42bpb	16.352113	0	0	0	0	0	0	0	0	0	0	130	102	244	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	188	0	111	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb10	16.338028	0	0	0	0	0	0	0	0	0	0	240	147	179	137	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plcg2	16.338028	280	152	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	143	0	0	0	0
Klf6	16.338028	0	0	0	186	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	245	0	193	0	0
Ift22	16.338028	0	0	0	0	0	0	0	0	87	105	258	0	278	69	0	0	0	0	0	0	0	0	0	0	0	78	0	84	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
