Target_genes	Mxi1|Average	SRX140388|CH12	SRX140391|MEL	SRX15939545|NIH/3T3	SRX15939546|NIH/3T3	STRING
Mex3a	1192.750000	1186	1357	1103	1125	0
Crebrf	1191.500000	893	971	1395	1507	0
Fbxl20	1191.250000	1489	1319	895	1062	0
Atp6v1h	1191.000000	814	1485	1189	1276	0
Tut1	1190.250000	1286	1424	873	1178	0
Pycrl	1190.250000	1020	1198	1335	1208	0
Ddx10	1190.250000	895	1257	1336	1273	0
Impdh2	1190.000000	1137	1433	1019	1171	0
Nmral1	1189.000000	488	1151	1494	1623	0
Gpam	1189.000000	1227	1446	1085	998	0
Asrgl1	1188.250000	1875	2033	357	488	0
Edrf1	1186.750000	991	1574	1216	966	0
Cep41	1186.750000	1028	955	1387	1377	0
Msantd2	1186.500000	1002	1699	871	1174	0
Prdx1	1186.250000	819	959	1388	1579	0
Taf1c	1185.250000	897	1358	1187	1299	0
Pa2g4	1185.000000	666	1214	1266	1594	0
Nceh1	1184.250000	999	902	1449	1387	0
Eif4h	1184.250000	797	946	1243	1751	0
Nomo1	1182.250000	755	752	1792	1430	0
Abcc6	1182.250000	755	752	1792	1430	0
Tfap4	1180.250000	899	969	1414	1439	0
Hdac10	1180.000000	715	1019	1135	1851	0
Dars	1179.750000	1003	1450	824	1442	0
Sart3	1179.500000	845	1007	1412	1454	0
Iscu	1179.500000	845	1007	1412	1454	0
Nob1	1179.250000	730	960	1583	1444	0
Atp23	1179.250000	803	847	1501	1566	0
Foxp4	1178.500000	1518	1807	740	649	0
Eri3	1178.500000	617	929	1588	1580	0
Mns1	1178.250000	1142	938	1390	1243	0
Ddx27	1177.000000	973	1330	1439	966	0
Gm12500	1176.500000	1167	1068	1114	1357	0
Ampd2	1176.500000	1167	1068	1114	1357	0
Sco1	1176.000000	763	1020	1525	1396	0
Ankdd1a	1176.000000	2181	2113	182	228	0
Adprm	1176.000000	763	1020	1525	1396	0
Mri1	1174.500000	866	1155	1560	1117	0
Mat2a	1174.000000	1046	1055	1212	1383	0
Ppia	1173.500000	815	1041	1216	1622	0
Tbc1d15	1172.750000	892	876	1408	1515	0
Mycbp	1172.500000	1341	1223	877	1249	0
Lrrc59	1172.500000	691	1413	1206	1380	0
Clba1	1172.250000	1109	1599	1088	893	0
Ing5	1172.000000	611	840	1473	1764	0
Dtymk	1172.000000	611	840	1473	1764	0
Unkl	1171.750000	1240	1379	1078	990	0
Percc1	1171.750000	1240	1379	1078	990	0
BC003965	1171.750000	1240	1379	1078	990	0
Ermard	1171.000000	940	1024	1443	1277	0
Mrpl22	1170.750000	900	754	1302	1727	0
Gemin5	1170.750000	900	754	1302	1727	0
Cenpf	1168.500000	1149	711	1469	1345	0
Washc5	1167.500000	1171	1267	938	1294	0
Nsmce2	1167.500000	1171	1267	938	1294	0
Aldh18a1	1167.000000	768	1047	1378	1475	0
Xpnpep3	1166.750000	922	836	1517	1392	0
St13	1166.750000	922	836	1517	1392	0
Mrpl12	1166.750000	1337	1483	1019	828	0
Srm	1166.500000	929	705	1288	1744	0
Nup50	1166.250000	541	1046	1532	1546	0
Tmem97	1163.750000	967	808	1378	1502	0
Senp5	1163.000000	1163	1224	1198	1067	0
Prdx6	1161.750000	987	1021	1301	1338	0
Tas1r1	1159.750000	573	954	1557	1555	0
Nol9	1159.750000	573	954	1557	1555	0
Mif	1158.250000	666	870	1501	1596	0
Nol10	1157.250000	1889	964	869	907	0
Ruvbl1	1156.750000	849	1441	1113	1224	0
Pdrg1	1156.250000	832	1199	1188	1406	0
Pih1d2	1155.500000	1472	1422	1022	706	0
Nkapd1	1155.500000	1472	1422	1022	706	0
Ddx55	1155.000000	1065	1242	1049	1264	0
Rccd1	1153.500000	1037	1116	1279	1182	0
Arrb2	1153.000000	1015	905	1405	1287	0
Mettl23	1152.000000	882	1029	1173	1524	0
Metap1d	1150.250000	1037	1421	1005	1138	0
Ufsp2	1149.750000	1018	1378	1372	831	0
Hdgf	1149.750000	717	1269	1222	1391	0
1700029J07Rik	1149.750000	1018	1378	1372	831	0
Dnajb12	1149.250000	1936	1535	609	517	0
Golim4	1148.750000	0	1171	1703	1721	0
Wdr27	1146.000000	1666	1585	747	586	0
Ankle1	1146.000000	863	723	1710	1288	0
1600012H06Rik	1146.000000	1666	1585	747	586	0
Zdhhc16	1145.250000	973	1279	1201	1128	0
Exosc1	1145.250000	973	1279	1201	1128	0
Gtf3a	1145.000000	839	1131	1324	1286	0
Rrn3	1144.250000	1073	817	1251	1436	0
Mthfd2	1144.000000	902	828	1260	1586	0
Ankrd42	1142.750000	1092	1362	1163	954	0
Vps28	1141.250000	1194	1688	798	885	0
Ift88	1141.000000	979	1168	1490	927	0
Pnpo	1140.750000	1543	1193	1095	732	0
B3gntl1	1140.500000	1060	1290	1080	1132	0
Laptm4a	1139.000000	996	898	1335	1327	0
Zfp59	1138.750000	1100	1614	960	881	0
Nol12	1138.750000	923	871	1284	1477	0
Ube2cbp	1138.250000	818	1264	1221	1250	0
Dop1a	1138.250000	818	1264	1221	1250	0
Ap3d1	1138.000000	1097	1373	998	1084	0
Atp5g1	1137.500000	1377	1136	938	1099	0
Rbm28	1135.500000	779	1034	1363	1366	0
Wdr53	1134.750000	1137	1108	1055	1239	0
Hif1a	1134.750000	774	1453	1107	1205	0
Fbxo45	1134.750000	1137	1108	1055	1239	0
Traf3ip1	1133.750000	1652	1601	611	671	0
Sepsecs	1133.250000	626	704	1367	1836	0
Nifk	1133.000000	1389	1022	1060	1061	0
Shc1	1131.000000	933	869	1446	1276	0
Cks1b	1131.000000	933	869	1446	1276	0
Acsl5	1131.000000	487	626	1612	1799	0
Phb	1130.250000	1214	1509	898	900	0
Nop14	1130.000000	1013	1440	1044	1023	0
Grk4	1130.000000	1013	1440	1044	1023	0
2310039H08Rik	1129.250000	882	1384	911	1340	0
Diaph1	1128.500000	1109	1163	1064	1178	0
Osbpl1a	1128.250000	890	1209	1311	1103	0
Igbp1	1128.000000	944	1712	1029	827	0
Wipi1	1127.500000	1069	1324	1113	1004	0
Minpp1	1127.250000	773	642	1752	1342	0
Elac2	1125.000000	856	996	1352	1296	0
Mars2	1122.500000	803	779	1518	1390	0
Urod	1121.750000	1628	1589	521	749	0
Hectd3	1121.750000	1628	1589	521	749	0
Slc7a5	1120.000000	942	983	1357	1198	0
Tmem209	1119.500000	758	982	1115	1623	0
Ssmem1	1119.500000	758	982	1115	1623	0
Cr1l	1119.000000	889	1096	1148	1343	0
Wdr81	1118.750000	1172	1318	959	1026	0
Itpr3	1118.500000	665	741	1580	1488	0
Zfp688	1117.250000	1184	1243	1150	892	0
Bub1b	1116.750000	788	811	1592	1276	0
Kpna2	1116.250000	793	696	1635	1341	0
Trp53rka	1115.750000	1093	1111	1141	1118	0
Tbrg4	1115.750000	997	806	1216	1444	0
Hps3	1114.250000	834	757	1527	1339	0
Nr1d1	1114.000000	1206	891	1117	1242	0
Pfn3	1113.000000	1251	1708	585	908	0
Slc7a1	1112.500000	455	1005	1266	1724	0
Rnf44	1112.500000	1152	1437	980	881	0
Ccdc57	1112.500000	1560	1434	729	727	0
Rpl30	1112.250000	1186	1172	1029	1062	0
Gtf2ird2	1112.250000	835	898	1126	1590	0
Zc3h10	1111.000000	1217	1236	590	1401	0
Rpl41	1111.000000	1217	1236	590	1401	0
Mcrip2	1109.000000	435	792	1432	1777	0
Thoc1	1106.750000	865	1301	1195	1066	0
Zcchc7	1106.500000	1290	1439	740	957	0
Ube2q1	1106.250000	697	786	1411	1531	0
Tecpr2	1106.250000	1237	943	1091	1154	0
Pbk	1106.250000	1301	1202	1080	842	0
Cinp	1106.250000	1237	943	1091	1154	0
Pabpc4	1105.250000	731	374	1634	1682	0
Lrr1	1105.000000	675	504	1661	1580	0
Atp6v1c1	1104.750000	806	1349	1076	1188	0
Mknk1	1103.750000	854	1100	1166	1295	0
Cdk8	1103.750000	901	904	985	1625	0
Jpt2	1103.000000	629	358	1628	1797	0
Dgat2	1100.250000	653	1560	1018	1170	0
B230307C23Rik	1099.500000	997	992	1166	1243	0
Lipt2	1098.500000	878	1155	1284	1077	0
H2-L	1098.250000	1155	1315	846	1077	0
H2-D1	1098.250000	1155	1315	846	1077	0
Rangrf	1098.000000	678	1016	1257	1441	0
Klf11	1097.750000	1364	1198	975	854	0
Synj1	1097.500000	796	622	1427	1545	0
Wdr73	1097.250000	955	1113	1278	1043	0
Nmb	1097.250000	955	1113	1278	1043	0
Klhl24	1097.250000	1053	886	1151	1299	0
Txlna	1096.750000	680	615	1514	1578	0
Snx8	1096.750000	852	1373	1160	1002	0
Vps33a	1096.500000	997	1346	981	1062	0
Nup188	1096.250000	944	1179	1148	1114	0
Noc2l	1096.250000	1025	1001	1226	1133	0
Mitf	1096.250000	1027	1678	796	884	0
Klhl17	1096.250000	1025	1001	1226	1133	0
Dolk	1096.250000	944	1179	1148	1114	0
Zfp408	1096.000000	1250	1027	1007	1100	0
Arhgap1	1096.000000	1250	1027	1007	1100	0
Slc39a14	1095.250000	421	932	1804	1224	0
Zfp708	1094.750000	941	1017	1068	1353	0
9930021J03Rik	1094.750000	978	834	1259	1308	0
Lin28a	1093.750000	1716	1754	353	552	0
Aasdh	1093.500000	872	1151	1146	1205	0
Mphosph10	1093.250000	955	1112	1224	1082	0
Mcee	1093.250000	955	1112	1224	1082	0
Rwdd3	1092.250000	854	1143	1060	1312	0
E2f5	1092.250000	709	983	1441	1236	0
Pcyox1l	1092.000000	704	758	1074	1832	0
Rrp7a	1091.000000	930	981	1461	992	0
Mlxip	1090.250000	942	1133	1154	1132	0
Ccs	1090.000000	1153	1469	926	812	0
Ccdc87	1090.000000	1153	1469	926	812	0
Abhd14b	1090.000000	729	1196	1212	1223	0
Abhd14a	1090.000000	729	1196	1212	1223	0
Cmtr2	1089.750000	941	919	1403	1096	0
Txnip	1088.500000	1609	965	907	873	0
Yif1a	1088.250000	1266	1454	789	844	0
Tmem151a	1088.250000	1266	1454	789	844	0
Cyp20a1	1088.000000	703	846	1444	1359	0
Bcdin3d	1087.500000	277	496	1755	1822	0
Slc25a44	1087.250000	350	1115	1280	1604	0
Mthfd1l	1087.250000	677	959	1413	1300	0
Erdr1	1086.750000	564	954	1405	1424	0
Nme6	1086.250000	1241	1388	724	992	0
Tom1l2	1084.750000	1216	1099	954	1070	0
Nfx1	1084.750000	1022	1362	778	1177	0
Drc3	1084.750000	1216	1099	954	1070	0
Nup153	1084.500000	647	691	1368	1632	0
Vps4b	1084.000000	1381	1535	583	837	0
Herpud1	1084.000000	947	1026	1275	1088	0
Trp53i13	1083.750000	1856	2054	197	228	0
Tsacc	1083.500000	1129	1055	1020	1130	0
Cct3	1083.500000	1129	1055	1020	1130	0
Rexo2	1083.250000	993	1191	1048	1101	0
Parp1	1083.250000	746	1122	1227	1238	0
B9d1	1083.000000	1844	1297	607	584	0
Kpnb1	1082.500000	1077	1104	1034	1115	0
Tmem120b	1081.500000	855	915	1277	1279	0
Rad1	1081.250000	664	1171	1387	1103	0
Brix1	1081.250000	664	1171	1387	1103	0
Pik3ip1	1080.750000	607	1114	1136	1466	0
Mrpl3	1080.000000	1067	1448	794	1011	0
Smarca2	1079.750000	567	1105	1206	1441	0
Gspt1	1079.250000	681	546	1367	1723	0
Slc25a29	1078.500000	814	835	1263	1402	0
Bcat1	1078.000000	1103	0	1406	1803	0
Pcyt1a	1077.750000	671	825	1315	1500	0
Atr	1077.750000	539	622	1482	1668	0
1700065D16Rik	1077.750000	539	622	1482	1668	0
Trit1	1077.500000	968	962	1011	1369	0
Nup133	1077.500000	980	1370	955	1005	0
Fra10ac1	1077.000000	825	748	1356	1379	0
Hrob	1076.500000	1158	851	1284	1013	0
Eef2kmt	1075.250000	1119	1075	1035	1072	0
Sec24a	1074.750000	986	1155	886	1272	0
Tac4	1073.500000	1152	1314	641	1187	0
Spire2	1073.250000	551	1198	1345	1199	0
Wrap53	1071.000000	913	1104	966	1301	0
Trp53	1071.000000	913	1104	966	1301	0
Slc25a32	1071.000000	916	1179	1143	1046	0
Dcaf13	1071.000000	916	1179	1143	1046	0
Ap3m1	1070.750000	884	806	1343	1250	0
Adk	1070.750000	884	806	1343	1250	0
Tsr3	1069.500000	1034	1297	918	1029	0
Prmt7	1069.500000	1008	1115	1172	983	0
Gnptg	1069.500000	1034	1297	918	1029	0
Eefsec	1069.500000	1042	1118	928	1190	0
1810013L24Rik	1068.500000	845	1002	1157	1270	0
Twistnb	1068.250000	926	1161	1292	894	0
Rad51	1068.000000	613	1538	1106	1015	0
Rad51ap1	1067.750000	1053	1509	736	973	0
D6Wsu163e	1067.750000	1053	1509	736	973	0
Tymp	1067.250000	531	901	1501	1336	0
Sco2	1067.250000	531	901	1501	1336	0
Ppp1r10	1065.500000	862	1080	1501	819	0
Mrps18b	1065.500000	862	1080	1501	819	0
Cnpy3	1065.500000	856	1111	1090	1205	0
Tubgcp6	1065.250000	667	608	1135	1851	0
Npat	1065.250000	835	1099	1389	938	0
Atm	1065.250000	835	1099	1389	938	0
Natd1	1064.500000	1108	1394	913	843	0
Mak16	1064.500000	1145	1054	1159	900	0
Fcf1	1064.000000	1016	1365	1089	786	0
Arel1	1064.000000	1016	1365	1089	786	0
Cox10	1063.750000	861	1236	1063	1095	0
Lamtor3	1063.000000	943	1010	1000	1299	0
Arglu1	1063.000000	1049	1172	786	1245	0
Celf1	1062.500000	629	1040	1169	1412	0
Naf1	1061.000000	677	986	1163	1418	0
Prep	1060.000000	583	768	1563	1326	0
Heatr3	1060.000000	810	992	1321	1117	0
Slc46a1	1059.500000	963	863	1034	1378	0
Rps6ka5	1059.000000	581	1245	1352	1058	0
Gpn3	1058.750000	851	1170	1088	1126	0
Fam216a	1058.750000	851	1170	1088	1126	0
Nudcd3	1058.250000	651	751	1437	1394	0
Tmem216	1057.250000	1107	1435	956	731	0
Ankrd28	1056.250000	881	1094	1145	1105	0
Prr5l	1054.750000	988	1474	767	990	0
Commd9	1054.750000	988	1474	767	990	0
Spryd4	1053.750000	598	940	1243	1434	0
Thnsl1	1052.250000	2027	1418	435	329	0
Enkur	1052.250000	2027	1418	435	329	0
Pdzd8	1051.000000	770	1050	999	1385	0
Npdc1	1051.000000	1191	1669	591	753	0
Zcchc2	1050.250000	902	1090	1081	1128	0
Fbxw8	1050.250000	1014	1055	912	1220	0
Fam214a	1049.500000	1218	1298	958	724	0
Fam160b1	1049.250000	678	1029	1245	1245	0
Canx	1048.000000	622	723	1528	1319	0
Cct5	1047.250000	567	863	1408	1351	0
Atpsckmt	1047.250000	567	863	1408	1351	0
Tbcd	1046.000000	1336	1524	609	715	0
Rps6kc1	1045.750000	707	796	1493	1187	0
Rhebl1	1045.250000	1090	879	897	1315	0
Tctn3	1044.750000	1023	1370	878	908	0
Entpd1	1044.750000	1023	1370	878	908	0
Atp1a1	1044.750000	872	978	1191	1138	0
Ss18	1044.500000	575	824	1453	1326	0
Coq8a	1044.250000	639	1212	1125	1201	0
Mrpl37	1043.500000	949	1240	816	1169	0
Cyb5rl	1043.500000	949	1240	816	1169	0
Slc30a7	1043.250000	652	787	1236	1498	0
Klf10	1043.250000	887	607	1338	1341	0
Extl2	1043.250000	652	787	1236	1498	0
Tmem107	1042.750000	977	1401	838	955	0
Maff	1042.750000	656	972	1320	1223	0
Elmod2	1042.750000	882	769	1141	1379	0
Rhbdd2	1042.500000	1102	707	1210	1151	0
Tsc1	1040.500000	834	1241	941	1146	0
Gng7	1040.250000	790	1331	637	1403	0
Ivns1abp	1040.000000	629	913	1334	1284	0
Timm8a1	1039.000000	439	1265	1315	1137	0
Erap1	1036.750000	765	1025	1076	1281	0
Nup54	1036.000000	961	955	1057	1171	0
Rsad1	1035.250000	881	954	1026	1280	0
Eif3j2	1035.250000	654	941	1203	1343	0
Eif3j1	1035.250000	654	941	1203	1343	0
Lrp11	1035.000000	890	1059	1099	1092	0
Fam227b	1034.500000	1535	967	843	793	0
Dtwd1	1034.500000	1535	967	843	793	0
Foxj1	1034.000000	1877	1650	331	278	0
Mybl2	1033.750000	694	806	1319	1316	0
Stk10	1033.250000	815	1339	884	1095	0
Gaa	1033.000000	1042	1137	787	1166	0
Slc30a1	1032.000000	742	717	1296	1373	0
Pnpla7	1032.000000	975	1156	996	1001	0
Mrpl41	1032.000000	975	1156	996	1001	0
Ube2c	1031.500000	1148	915	1118	945	0
Crnkl1	1031.500000	1149	1029	1090	858	0
Cfap61	1031.500000	1149	1029	1090	858	0
Ube3c	1030.000000	619	741	1136	1624	0
Nt5c	1029.750000	790	727	1336	1266	0
Zfp141	1029.500000	683	927	1193	1315	0
Scap	1029.500000	900	988	1056	1174	0
Ndufa12	1029.250000	858	1133	1031	1095	0
Cog7	1029.000000	1335	1663	597	521	0
Rnf145	1028.500000	914	1038	730	1432	0
Fam162a	1028.500000	905	1094	986	1129	0
Ccdc58	1028.500000	905	1094	986	1129	0
Noxo1	1028.250000	683	993	1217	1220	0
Gfer	1028.250000	683	993	1217	1220	0
Uspl1	1027.500000	917	1217	861	1115	0
Ankrd37	1027.500000	1021	959	983	1147	0
Sec31a	1027.000000	668	807	1342	1291	0
Zdhhc3	1026.750000	577	909	1223	1398	0
Exosc7	1026.750000	577	909	1223	1398	0
Sik1	1026.500000	1212	728	1111	1055	0
Rdh11	1026.250000	1207	1282	614	1002	0
Pdcd2	1026.250000	781	639	1231	1454	0
Ascc3	1025.750000	759	433	1416	1495	0
Tmem238	1024.750000	640	1364	976	1119	0
Rpl28	1024.750000	640	1364	976	1119	0
Nup93	1023.750000	769	1251	1037	1038	0
Med18	1023.750000	857	831	996	1411	0
Zbtb12	1023.250000	888	1065	911	1229	0
Pycr1	1023.250000	935	1206	970	982	0
Myadml2	1023.250000	935	1206	970	982	0
Ehmt2	1023.250000	888	1065	911	1229	0
Son	1022.000000	969	1168	1075	876	0
Gart	1022.000000	969	1168	1075	876	0
Vgf	1021.750000	902	1350	1086	749	0
N6amt1	1020.250000	685	718	1512	1166	0
Fam222a	1020.250000	1087	1764	839	391	0
Polr2b	1020.000000	997	1150	1147	786	0
Noa1	1020.000000	997	1150	1147	786	0
Wdr89	1018.750000	772	751	1234	1318	0
Tmem234	1018.250000	761	1017	1109	1186	0
Eif3i	1018.250000	761	1017	1109	1186	0
Ndufaf7	1018.000000	719	862	1124	1367	0
Cebpz	1018.000000	719	862	1124	1367	0
Suclg2	1017.750000	774	1032	1140	1125	0
Hnrnpf	1017.250000	1079	973	1048	969	0
Umps	1017.000000	811	764	1153	1340	0
Ntmt1	1015.750000	742	888	1180	1253	0
Rpl38	1014.250000	752	642	1012	1651	0
Atad2	1014.000000	709	1205	1183	959	0
Trmt44	1013.500000	1083	1230	805	936	0
Ccnb1	1012.250000	498	782	1572	1197	0
Nop16	1012.000000	1067	1251	943	787	0
Higd2a	1012.000000	1067	1251	943	787	0
Ttf2	1011.500000	840	581	1445	1180	0
Cdk5rap3	1010.750000	657	893	986	1507	0
Faap20	1009.750000	846	410	1178	1605	0
Zc3hav1l	1009.500000	425	418	1464	1731	0
Uggt1	1008.500000	733	989	1168	1144	0
Rtca	1007.750000	1522	1132	754	623	0
Dbt	1007.750000	1522	1132	754	623	0
Aacs	1006.250000	736	805	1328	1156	0
Bbs5	1005.250000	663	1311	1041	1006	0
Rpp40	1004.250000	886	1248	942	941	0
Mrps9	1004.250000	778	1415	967	857	0
Mrpl35	1004.000000	965	1347	940	764	0
Mon1a	1003.500000	1208	775	680	1351	0
Mcph1	1003.500000	456	1546	1030	982	0
Ddx49	1003.500000	1031	1139	1129	715	0
Cope	1003.500000	1031	1139	1129	715	0
Mfsd13b	1002.750000	867	1007	1147	990	0
Cdr2	1002.750000	867	1007	1147	990	0
Cnbp	1000.000000	1493	1258	693	556	0
Ndufaf5	999.750000	923	1443	820	813	0
Esf1	999.750000	923	1443	820	813	0
Nckap5l	999.250000	643	1229	1122	1003	0
Kat2a	999.250000	1048	1240	961	748	0
Hspb9	999.250000	1048	1240	961	748	0
Gm36712	999.250000	878	1168	1075	876	0
Pdia4	999.000000	1141	1181	747	927	0
Cdca8	998.750000	1071	1551	659	714	0
9930104L06Rik	998.750000	1071	1551	659	714	0
Mfsd5	997.000000	734	881	1290	1083	0
Zfp961	996.500000	273	917	1491	1305	0
Recql	995.750000	970	557	1277	1179	0
Golt1b	995.750000	970	557	1277	1179	0
Tmc8	995.250000	1475	1297	443	766	0
Tmc6	995.250000	1475	1297	443	766	0
Thop1	994.000000	718	1067	1103	1088	0
Prkab2	994.000000	652	1236	1079	1009	0
Srbd1	993.750000	269	632	1085	1989	0
Nek2	993.750000	1025	946	1058	946	0
Vps50	993.250000	883	1362	731	997	0
Pigk	993.250000	894	960	1136	983	0
Hepacam2	993.250000	883	1362	731	997	0
Il6ra	992.500000	474	1048	1311	1137	0
Gtpbp2	992.250000	769	1198	1126	876	0
L2hgdh	991.750000	800	743	1067	1357	0
Dmac2l	991.750000	800	743	1067	1357	0
2410002F23Rik	991.750000	725	1004	1023	1215	0
Vcan	991.500000	946	755	1109	1156	0
Tekt2	991.500000	624	702	1222	1418	0
Adprhl2	991.500000	624	702	1222	1418	0
Haus5	991.250000	1040	1143	937	845	0
Dcun1d1	991.000000	1181	1276	813	694	0
Tef	990.500000	701	1146	971	1144	0
Denr	990.500000	1244	1070	945	703	0
Tbrg1	990.250000	685	783	1215	1278	0
Polr2h	989.750000	976	747	1098	1138	0
Clcn2	989.750000	976	747	1098	1138	0
Cluap1	989.500000	1008	663	887	1400	0
1700037C18Rik	989.500000	1008	663	887	1400	0
Zc3h3	989.250000	1307	1108	783	759	0
Zfp33b	989.000000	319	1055	1043	1539	0
Pabpc1	988.000000	906	795	1119	1132	0
Uck2	987.500000	664	824	1297	1165	0
Hcn3	987.250000	958	1054	584	1353	0
Mrps17	986.750000	907	1318	950	772	0
Impdh1	986.750000	692	585	1305	1365	0
Cfap20	986.500000	1147	1300	696	803	0
Ipo7	986.250000	1138	1348	791	668	0
Nars	985.750000	538	1243	1064	1098	0
Cth	985.750000	1241	1084	728	890	0
Rap1gds1	985.500000	230	829	1396	1487	0
S1pr4	984.250000	592	599	1326	1420	0
Ncln	984.250000	592	599	1326	1420	0
Lrrc51	983.500000	1193	1281	810	650	0
Smyd2	983.250000	339	424	1601	1569	0
Mrps18a	983.250000	824	1136	960	1013	0
Lonp1	983.250000	672	986	1204	1071	0
Catsperd	983.250000	672	986	1204	1071	0
Chst12	983.000000	714	1037	1184	997	0
Adck5	983.000000	776	650	1088	1418	0
Ciao3	980.250000	1118	1299	645	859	0
Osbpl9	979.500000	669	1037	1113	1099	0
Prr3	979.250000	887	1216	927	887	0
Prkcd	979.250000	1197	1160	586	974	0
Gnl1	979.250000	887	1216	927	887	0
Lrp8	978.000000	444	675	1285	1508	0
Ppp4r3b	977.750000	1022	1061	775	1053	0
Rita1	977.000000	541	730	1342	1295	0
Ddx54	977.000000	541	730	1342	1295	0
Rpl22	976.500000	480	840	1156	1430	0
Nt5dc3	976.500000	613	472	1461	1360	0
Cyb5r4	976.500000	1242	1757	505	402	0
Clptm1l	976.500000	853	890	1181	982	0
Thoc5	976.250000	1051	1174	822	858	0
Ubxn6	976.000000	1387	1087	669	761	0
Hdgfl2	976.000000	1387	1087	669	761	0
Tepsin	975.250000	636	912	1226	1127	0
Nudcd1	975.250000	825	1275	960	841	0
Ndufaf8	975.250000	636	912	1226	1127	0
Eny2	975.250000	825	1275	960	841	0
Xrn2	974.750000	797	1023	1034	1045	0
Fkbpl	974.000000	827	567	1169	1333	0
Atf6b	974.000000	827	567	1169	1333	0
Zfand5	973.750000	1025	1190	532	1148	0
Rrp36	973.500000	876	798	1199	1021	0
Ppp5c	973.500000	830	984	1032	1048	0
Faim	973.250000	670	745	1353	1125	0
Dkc1	973.250000	791	1088	931	1083	0
Pom121	973.000000	964	1476	646	806	0
Sf3b5	972.750000	983	922	1042	944	0
Mogs	972.750000	738	760	1372	1021	0
Recql4	972.000000	937	791	1308	852	0
Lrrc14	972.000000	937	791	1308	852	0
Rfc5	971.000000	1584	1009	678	613	0
Get1	971.000000	917	871	1043	1053	0
Wdr75	970.250000	491	833	1385	1172	0
Pitx3	970.000000	1164	1435	596	685	0
Gbf1	970.000000	1164	1435	596	685	0
Gid4	968.500000	890	1132	1006	846	0
Slc25a15	968.000000	515	799	1256	1302	0
Idh3a	967.500000	730	591	1288	1261	0
Stk11ip	967.000000	813	1246	817	992	0
Scamp4	966.750000	702	789	1117	1259	0
Adat3	966.750000	702	789	1117	1259	0
Ndc1	966.000000	515	660	1398	1291	0
Mrpl1	966.000000	1050	1211	872	731	0
Fscn1	965.750000	950	0	1456	1457	0
Tsen2	965.500000	854	1198	939	871	0
Pdia5	965.500000	0	0	1916	1946	0
1700066M21Rik	964.500000	968	478	1351	1061	0
Pisd	964.250000	811	885	1084	1077	0
Tmem109	964.000000	743	531	1292	1290	0
Slx1b	963.750000	944	1102	1020	789	0
Bola2	963.750000	944	1102	1020	789	0
Pdia6	963.000000	650	475	1458	1269	0
Gpatch1	963.000000	604	762	1194	1292	0
Crtc1	963.000000	671	1104	1144	933	0
Arap1	962.250000	974	1138	816	921	0
Lsm10	960.750000	1203	852	837	951	0
Ppp1r16a	960.250000	997	746	1236	862	0
Foxh1	960.250000	997	746	1236	862	0
Riok1	960.000000	1252	1156	761	671	0
Cage1	960.000000	1252	1156	761	671	0
Unc13a	959.750000	783	1418	875	763	0
Jak3	959.750000	783	1418	875	763	0
Tbc1d22a	959.500000	881	1217	954	786	0
Rtbdn	959.500000	1131	2164	351	192	0
Rad50	959.500000	930	1028	902	978	0
Guk1	958.750000	735	1073	1048	979	0
Tasor2	958.500000	545	1204	1044	1041	0
Smad3	958.250000	467	1057	1196	1113	0
Mettl4	958.250000	749	768	1080	1236	0
Fam3c	958.000000	697	1126	689	1320	0
Pfkfb3	957.750000	781	888	914	1248	0
Cds2	957.750000	1462	1750	285	334	0
Siva1	957.500000	581	1097	1019	1133	0
Kiz	957.500000	699	887	1228	1016	0
Sigmar1	957.000000	723	761	1161	1183	0
Sgta	956.750000	1064	1366	611	786	0
Tmem249	955.750000	603	804	1383	1033	0
Slc52a2	955.750000	603	804	1383	1033	0
Nip7	955.750000	804	1272	1059	688	0
Fbxl6	955.750000	603	804	1383	1033	0
Cog8	955.750000	804	1272	1059	688	0
Oser1	955.000000	1027	1206	826	761	0
Mxi1	955.000000	854	1123	871	972	0
Rpsa	954.750000	572	758	1204	1285	0
Dpp8	954.750000	678	1257	759	1125	0
Mrps15	954.000000	618	1071	904	1223	0
Ccpg1os	954.000000	841	964	978	1033	0
Ccpg1	954.000000	841	964	978	1033	0
Ppip5k2	953.750000	800	694	861	1460	0
Gin1	953.750000	800	694	861	1460	0
Foxo3	953.000000	363	897	1236	1316	0
Cbx5	953.000000	1359	406	913	1134	0
Isy1	952.750000	910	1074	919	908	0
Micos10	952.500000	1475	713	650	972	0
Snrpf	951.500000	943	898	1011	954	0
Tmem186	950.000000	650	825	1129	1196	0
Pmm2	950.000000	650	825	1129	1196	0
Atg5	949.750000	1076	1089	780	854	0
Dnajc16	949.250000	1263	1248	470	816	0
Casp9	949.250000	1263	1248	470	816	0
Vars	948.250000	555	198	1588	1452	0
D17H6S56E-5	948.250000	555	198	1588	1452	0
Eif3h	948.000000	333	819	1127	1513	0
Rplp2	947.750000	1138	1316	738	599	0
Pidd1	947.750000	1138	1316	738	599	0
Clns1a	947.750000	1198	1070	789	734	0
Chmp1b	947.500000	943	1020	866	961	0
Uhrf1	947.000000	509	667	1410	1202	0
Naa15	947.000000	1018	1321	825	624	0
Arrdc5	947.000000	509	667	1410	1202	0
Nubpl	946.750000	1089	1147	876	675	0
Nol11	946.750000	1035	1152	592	1008	0
Wdr70	946.250000	717	1423	771	874	0
