Target_genes	Elf5|Average	SRX1425169|Mammary_glands	SRX1672019|Mammary_glands	SRX1672020|Mammary_glands	SRX1672031|Mammary_glands	SRX1672032|Mammary_glands	SRX1672061|Mammary_glands	SRX1672063|Mammary_glands	SRX1672064|Mammary_glands	SRX204144|Trophoblast_stem_cells	SRX204145|Trophoblast_stem_cells	SRX3730223|Trophoblast_stem_cells	SRX3730273|Trophoblast_stem_cells	STRING
Tmem29	53.916667	108	0	0	108	0	0	139	0	0	0	292	0	0
Smim10l1	53.916667	105	0	0	105	0	150	116	0	0	0	171	0	0
Skiv2l	53.916667	151	0	0	151	0	0	0	0	0	0	345	0	0
Nudt16	53.916667	0	0	0	0	0	0	0	0	0	0	647	0	0
Nr1h4	53.916667	109	0	0	112	0	104	322	0	0	0	0	0	0
Nelfe	53.916667	151	0	0	151	0	0	0	0	0	0	345	0	0
Mdc1	53.916667	225	0	0	222	0	0	0	0	0	0	200	0	0
Cog7	53.916667	147	0	0	147	0	0	189	0	0	0	164	0	0
Bhlhe23	53.916667	0	0	0	0	0	150	497	0	0	0	0	0	0
2310022A10Rik	53.916667	210	0	0	210	0	0	133	0	0	0	94	0	0
Wdhd1	53.833333	107	0	0	107	0	0	0	0	0	0	432	0	0
Socs4	53.833333	107	0	0	107	0	0	0	0	0	0	432	0	0
Plpp2	53.833333	152	0	0	152	0	0	199	0	0	0	143	0	0
Mettl25	53.833333	93	0	0	93	0	0	0	0	0	0	460	0	0
D10Wsu102e	53.833333	130	0	0	131	0	87	151	0	0	0	147	0	0
Ccnjl	53.833333	0	0	0	0	0	223	248	175	0	0	0	0	0
Ccdc59	53.833333	93	0	0	93	0	0	0	0	0	0	460	0	0
Brap	53.833333	94	0	0	92	0	0	233	0	0	0	227	0	0
Acad10	53.833333	94	0	0	92	0	0	233	0	0	0	227	0	0
Vdac1	53.750000	112	0	0	112	0	122	191	0	0	0	108	0	0
Mpp4	53.750000	0	89	0	0	0	0	556	0	0	0	0	0	0
Gm32856	53.750000	0	0	0	0	0	0	389	0	0	0	256	0	0
Cxxc4	53.750000	103	0	0	104	0	0	438	0	0	0	0	0	0
Atf6	53.750000	135	0	0	135	0	160	215	0	0	0	0	0	0
Zdhhc12	53.666667	0	0	0	0	0	119	233	0	0	0	292	0	0
Rexo4	53.666667	118	0	0	117	0	102	227	80	0	0	0	0	0
Mbd2	53.666667	80	0	0	80	0	0	146	0	0	0	338	0	0
Gnpnat1	53.666667	0	0	0	0	0	0	134	0	157	0	353	0	0
Fnip1	53.666667	129	0	0	129	0	0	386	0	0	0	0	0	0
Ddx56	53.666667	91	0	0	89	0	76	142	0	0	0	246	0	0
Cystm1	53.666667	0	0	0	0	0	0	185	0	0	0	459	0	0
Cdc73	53.666667	237	0	0	238	0	0	0	0	0	0	169	0	0
Wipf2	53.583333	0	0	0	0	0	0	234	0	0	0	409	0	0
Sik1	53.583333	0	0	0	0	0	124	407	112	0	0	0	0	0
Naa15	53.583333	258	0	0	258	0	0	0	0	0	0	127	0	0
Exoc5	53.583333	124	0	0	124	0	79	107	0	0	0	209	0	0
Cldn8	53.583333	142	0	0	142	0	107	252	0	0	0	0	0	0
Aqr	53.583333	167	0	0	167	0	0	116	0	0	0	193	0	0
Ap5m1	53.583333	124	0	0	124	0	79	107	0	0	0	209	0	0
Anapc15	53.583333	0	0	0	0	0	189	246	0	0	0	208	0	0
Padi3	53.500000	0	0	0	0	0	169	334	139	0	0	0	0	0
Nup107	53.500000	74	0	0	74	0	136	142	0	0	0	216	0	0
Hapln1	53.500000	137	0	0	137	0	160	208	0	0	0	0	0	0
Hao2	53.500000	0	0	0	0	0	0	160	0	0	0	482	0	0
Grpel2	53.500000	0	0	0	0	0	129	332	0	0	0	181	0	0
Eri1	53.500000	83	0	0	83	0	0	75	0	0	0	401	0	0
Afap1	53.500000	216	0	0	214	0	0	212	0	0	0	0	0	0
Ubash3b	53.416667	0	0	0	0	0	0	641	0	0	0	0	0	0
Sh3kbp1	53.416667	169	0	0	167	0	0	305	0	0	0	0	0	0
Rad9a	53.416667	147	0	0	147	0	136	211	0	0	0	0	0	0
Paip1	53.416667	147	0	0	148	0	0	346	0	0	0	0	0	0
Naa35	53.416667	94	0	0	93	0	87	125	0	0	0	242	0	0
Mogs	53.416667	186	0	0	187	0	0	0	0	0	0	268	0	0
Mfap2	53.416667	148	0	0	148	0	84	261	0	0	0	0	0	0
Lmnb1	53.416667	168	0	0	168	0	0	139	0	0	0	166	0	0
Crlf2	53.416667	85	0	0	85	0	130	114	0	0	0	227	0	0
Vps29	53.333333	181	0	0	180	0	104	0	0	0	0	175	0	0
Tnfrsf1a	53.333333	102	0	0	103	0	0	435	0	0	0	0	0	0
Smc6	53.333333	232	0	0	233	0	0	0	0	0	0	175	0	0
Sfmbt2	53.333333	128	0	0	128	0	0	238	0	0	0	146	0	0
Serpinb6b	53.333333	152	0	0	152	0	0	336	0	0	0	0	0	0
Rrm1	53.333333	192	0	0	192	0	0	256	0	0	0	0	0	0
Rad9b	53.333333	181	0	0	180	0	104	0	0	0	0	175	0	0
Mtf2	53.333333	175	0	0	174	0	0	0	0	0	0	291	0	0
Leprotl1	53.333333	0	0	0	0	0	0	0	0	0	0	640	0	0
Gen1	53.333333	232	0	0	233	0	0	0	0	0	0	175	0	0
Dnmt3a	53.333333	320	0	0	320	0	0	0	0	0	0	0	0	0
Cenph	53.333333	117	0	0	117	0	0	0	0	0	0	406	0	0
Zfp930	53.250000	108	0	0	108	0	0	161	0	0	0	262	0	0
Lrguk	53.250000	0	0	0	0	0	0	540	99	0	0	0	0	0
Haspin	53.250000	0	0	0	0	0	0	159	0	0	0	480	0	0
Ext2	53.250000	174	0	0	172	0	0	293	0	0	0	0	0	0
Emp3	53.250000	106	0	0	106	0	85	133	0	0	0	209	0	0
Cd276	53.250000	227	0	0	227	0	0	185	0	0	0	0	0	0
Wdr83os	53.166667	133	0	0	133	0	0	167	0	0	0	205	0	0
Wdr83	53.166667	133	0	0	133	0	0	167	0	0	0	205	0	0
Tmem30b	53.166667	189	0	0	189	0	0	260	0	0	0	0	0	0
Shld1	53.166667	174	0	0	175	0	0	91	0	0	0	198	0	0
Sema4a	53.166667	243	0	0	242	0	0	153	0	0	0	0	0	0
Rpl27a	53.166667	235	0	0	234	0	0	0	0	0	0	169	0	0
Man2b1	53.166667	133	0	0	133	0	0	167	0	0	0	205	0	0
Cutal	53.166667	0	0	0	0	0	0	397	0	0	0	241	0	0
Zfp628	53.083333	201	0	0	201	0	0	0	0	0	0	235	0	0
Usp8	53.083333	0	0	0	0	0	0	189	0	0	0	448	0	0
Pdpk1	53.083333	0	0	0	0	0	0	0	0	0	0	637	0	0
Toe1	53.000000	94	0	0	93	0	0	151	0	0	0	298	0	0
Nphp1	53.000000	159	0	0	158	0	89	230	0	0	0	0	0	0
Mutyh	53.000000	94	0	0	93	0	0	151	0	0	0	298	0	0
Mtln	53.000000	159	0	0	158	0	89	230	0	0	0	0	0	0
Klhl33	53.000000	235	0	0	234	0	0	167	0	0	0	0	0	0
Ints3	53.000000	102	0	0	102	0	0	150	0	0	0	282	0	0
Dstn	53.000000	113	0	0	112	0	0	173	0	0	0	238	0	0
Bcl2l11	53.000000	173	0	0	173	0	0	0	0	0	0	290	0	0
Tpra1	52.916667	126	0	0	126	0	0	383	0	0	0	0	0	0
Sult5a1	52.916667	188	0	0	188	0	0	259	0	0	0	0	0	0
Slc25a14	52.916667	0	0	0	0	0	150	179	0	0	0	306	0	0
Sec23ip	52.916667	91	0	0	91	0	0	154	0	0	0	299	0	0
Mnd1	52.916667	141	0	0	142	0	0	0	0	0	0	352	0	0
Mcmbp	52.916667	91	0	0	91	0	0	154	0	0	0	299	0	0
Mcm2	52.916667	126	0	0	126	0	0	383	0	0	0	0	0	0
Irx6	52.916667	0	0	0	0	0	0	635	0	0	0	0	0	0
Hk1	52.916667	131	0	0	131	0	0	237	0	0	0	136	0	0
Dpy19l4	52.916667	158	0	0	158	0	0	0	0	0	0	319	0	0
Zcchc3	52.833333	0	0	0	0	0	0	309	0	0	0	325	0	0
Snrpd3	52.833333	156	0	0	156	0	0	105	0	0	0	217	0	0
Rps15	52.833333	0	0	0	0	0	0	142	0	0	0	492	0	0
Mcat	52.833333	92	0	0	92	0	0	170	0	0	0	280	0	0
Jarid2	52.833333	127	0	0	128	0	0	127	0	0	0	252	0	0
Gucd1	52.833333	156	0	0	156	0	0	105	0	0	0	217	0	0
Emilin1	52.833333	100	0	0	100	0	0	348	0	0	0	86	0	0
Apc2	52.833333	0	0	0	0	0	0	142	0	0	0	492	0	0
Ankrd1	52.833333	0	0	0	0	0	0	0	0	0	0	634	0	0
6820408C15Rik	52.833333	0	0	0	0	0	0	309	0	0	0	325	0	0
Supt5	52.750000	0	0	0	0	0	198	435	0	0	0	0	0	0
Ranbp3	52.750000	0	0	0	0	0	0	173	0	0	0	460	0	0
Cables2	52.750000	134	127	0	134	0	79	159	0	0	0	0	0	0
Ube4a	52.666667	120	0	0	122	0	0	133	0	0	0	257	0	0
Syde1	52.666667	100	0	0	100	0	0	76	0	0	0	356	0	0
Rfwd3	52.666667	166	0	0	167	0	0	164	0	0	0	135	0	0
Pou3f3	52.666667	0	0	0	0	0	0	0	0	0	0	632	0	0
Cish	52.666667	189	0	0	189	0	0	105	0	0	0	149	0	0
Bbs10	52.666667	125	0	0	127	0	141	0	0	0	0	239	0	0
Vps25	52.583333	0	0	0	0	0	0	145	0	0	0	486	0	0
Uba7	52.583333	143	0	0	144	0	0	189	0	0	0	155	0	0
Tmem243	52.583333	0	0	0	0	0	0	0	0	160	0	471	0	0
Pigv	52.583333	126	0	0	126	0	0	269	0	0	0	110	0	0
Klhl38	52.583333	234	0	0	234	0	0	163	0	0	0	0	0	0
Gper1	52.583333	126	0	0	125	0	131	249	0	0	0	0	0	0
Etfrf1	52.583333	128	0	0	128	0	137	154	0	0	0	84	0	0
Casc1	52.583333	128	0	0	128	0	137	154	0	0	0	84	0	0
Cacnb2	52.583333	0	0	0	0	0	0	218	0	0	0	413	0	0
Zranb3	52.500000	192	0	0	193	0	0	0	0	0	0	245	0	0
Ybx3	52.500000	0	0	0	0	0	160	470	0	0	0	0	0	0
Timm13	52.500000	169	0	0	169	0	0	91	0	0	0	201	0	0
Sardh	52.500000	181	0	0	181	0	98	170	0	0	0	0	0	0
Clcn5	52.500000	159	0	0	159	0	0	312	0	0	0	0	0	0
Tgfb2	52.416667	131	0	0	131	0	140	227	0	0	0	0	0	0
S100a11	52.416667	0	0	0	0	0	0	86	0	0	0	543	0	0
Gm9736	52.416667	175	0	0	139	0	95	220	0	0	0	0	0	0
Eef1a1	52.416667	101	0	0	101	0	122	305	0	0	0	0	0	0
Ap2a1	52.416667	117	0	0	117	0	0	0	0	0	0	395	0	0
Ttc17	52.333333	65	0	0	65	0	0	255	0	0	0	243	0	0
Prickle1	52.333333	190	0	0	191	0	0	247	0	0	0	0	0	0
Papola	52.333333	187	0	0	187	0	0	0	0	0	0	254	0	0
P2rx2	52.333333	0	0	0	0	0	106	522	0	0	0	0	0	0
Mat2b	52.333333	88	0	0	87	0	0	137	0	0	0	316	0	0
Lrcol1	52.333333	0	0	0	0	0	106	522	0	0	0	0	0	0
Hephl1	52.250000	217	0	0	217	0	0	193	0	0	0	0	0	0
Cmtm2a	52.250000	0	0	0	0	0	167	360	100	0	0	0	0	0
Atrnl1	52.250000	132	0	0	132	0	0	363	0	0	0	0	0	0
Zswim6	52.166667	120	0	0	120	0	0	72	0	0	0	314	0	0
Smarcal1	52.166667	158	0	0	158	0	0	217	0	0	0	93	0	0
Pkn3	52.166667	85	0	0	87	0	0	0	0	0	0	454	0	0
Myo6	52.166667	137	0	0	134	0	0	148	0	0	0	207	0	0
Klf3	52.166667	115	0	0	115	0	0	191	0	0	0	205	0	0
Gm5431	52.166667	188	0	0	189	0	0	249	0	0	0	0	0	0
Gm1604b	52.166667	210	0	0	188	0	0	228	0	0	0	0	0	0
Cd160	52.166667	0	0	0	0	0	97	268	0	0	0	261	0	0
Angel1	52.166667	90	0	0	90	0	0	218	0	0	0	228	0	0
Zfp455	52.083333	208	0	0	204	0	213	0	0	0	0	0	0	0
Ubap2l	52.083333	164	0	0	164	0	0	166	0	0	0	131	0	0
Tbc1d17	52.083333	118	0	0	118	0	0	203	0	0	0	186	0	0
Stk38l	52.083333	115	0	0	115	0	0	219	0	0	0	176	0	0
Pabpn1l	52.083333	0	0	0	0	0	245	380	0	0	0	0	0	0
Mgat1	52.083333	100	0	0	100	0	0	221	0	0	0	204	0	0
Dlg3	52.083333	175	0	0	175	0	170	105	0	0	0	0	0	0
Amer3	52.083333	0	0	0	0	0	0	0	0	0	0	625	0	0
Akt1s1	52.083333	118	0	0	118	0	0	203	0	0	0	186	0	0
4933434E20Rik	52.083333	164	0	0	164	0	0	166	0	0	0	131	0	0
Rab27b	52.000000	217	0	0	218	0	0	189	0	0	0	0	0	0
Nr1h2	52.000000	98	0	0	98	0	0	76	0	0	0	352	0	0
Dnajb13	52.000000	187	0	0	185	0	0	252	0	0	0	0	0	0
Atp6v0c	52.000000	261	0	0	261	0	0	102	0	0	0	0	0	0
Igsf11	51.916667	167	0	0	167	0	0	133	0	0	0	156	0	0
Actb	51.916667	0	0	0	0	0	0	237	0	0	0	386	0	0
Acrbp	51.916667	138	0	0	139	0	0	0	0	0	0	346	0	0
Tmem35b	51.833333	147	0	0	147	0	0	0	0	0	0	328	0	0
Them4	51.833333	130	0	0	130	0	96	0	0	0	0	266	0	0
Slc30a7	51.833333	90	0	0	90	0	0	218	0	0	0	224	0	0
Mbnl3	51.833333	190	0	0	190	0	0	242	0	0	0	0	0	0
Gclc	51.833333	121	0	0	119	0	0	197	0	0	0	185	0	0
Extl2	51.833333	90	0	0	90	0	0	218	0	0	0	224	0	0
Bex3	51.833333	0	0	0	0	0	0	0	0	0	0	622	0	0
Hars2	51.750000	151	0	0	151	0	0	0	0	0	0	319	0	0
Hars	51.750000	151	0	0	151	0	0	0	0	0	0	319	0	0
Eed	51.750000	88	0	0	88	0	0	201	0	0	0	244	0	0
Ccdc85b	51.750000	0	0	0	0	0	0	147	0	0	0	474	0	0
Tex22	51.666667	187	0	0	187	0	0	246	0	0	0	0	0	0
Smad3	51.666667	175	0	0	175	0	0	151	0	0	0	119	0	0
Rnf113a2	51.666667	79	0	0	79	0	0	198	0	0	0	264	0	0
Lamc2	51.666667	177	0	0	175	0	0	268	0	0	0	0	0	0
Hspe1	51.666667	97	0	0	98	0	93	124	0	0	0	208	0	0
Hspd1	51.666667	97	0	0	98	0	93	124	0	0	0	208	0	0
Dnaja1	51.666667	79	0	0	80	0	0	113	0	0	0	348	0	0
Cbr2	51.666667	190	0	0	190	0	109	131	0	0	0	0	0	0
Ube2e2	51.583333	0	0	0	0	0	236	383	0	0	0	0	0	0
Sertad4	51.583333	195	0	0	195	0	0	229	0	0	0	0	0	0
Rnf146	51.583333	167	0	0	167	0	0	285	0	0	0	0	0	0
Puf60	51.583333	190	0	0	190	0	0	0	0	0	0	239	0	0
Prmt9	51.583333	107	0	0	105	0	0	186	0	0	0	221	0	0
Morf4l2	51.583333	127	0	0	127	0	0	169	0	0	0	196	0	0
Frat1	51.583333	0	0	0	0	0	0	269	0	0	0	350	0	0
Bcl9l	51.583333	121	0	0	121	0	169	208	0	0	0	0	0	0
4930451I11Rik	51.583333	224	0	0	225	0	0	170	0	0	0	0	0	0
Rnd1	51.500000	214	0	0	215	0	0	0	0	0	0	189	0	0
Rmdn2	51.500000	0	0	0	0	0	0	259	0	0	0	359	0	0
Plagl2	51.500000	98	0	0	97	0	0	423	0	0	0	0	0	0
Ctnnbip1	51.500000	172	0	0	172	0	0	115	0	0	0	159	0	0
Ccdc61	51.500000	118	0	0	117	0	131	0	0	0	0	252	0	0
Tbc1d2	51.416667	0	0	0	0	0	0	160	0	0	0	457	0	0
Stk11ip	51.416667	115	0	0	114	0	0	133	0	0	0	255	0	0
Rpl35	51.416667	0	0	0	0	0	149	149	0	0	0	319	0	0
Nfatc4	51.416667	153	0	0	151	0	0	0	0	0	0	313	0	0
Mpl	51.416667	0	0	0	0	0	163	454	0	0	0	0	0	0
Lzts2	51.416667	145	0	0	145	0	0	152	0	0	0	175	0	0
Gpank1	51.416667	0	0	0	0	0	0	171	0	0	0	446	0	0
D17H6S53E	51.416667	0	0	0	0	0	0	171	0	0	0	446	0	0
Csnk2b	51.416667	0	0	0	0	0	0	171	0	0	0	446	0	0
Rad54l	51.333333	125	0	0	124	0	0	0	0	0	0	367	0	0
Rab14	51.333333	106	0	0	107	0	0	316	0	0	0	87	0	0
Ptp4a2	51.333333	161	0	0	160	0	0	97	0	0	0	198	0	0
Lrrc3c	51.333333	193	0	0	192	0	0	231	0	0	0	0	0	0
Klhl36	51.333333	0	0	0	0	0	0	0	0	0	0	616	0	0
Il6	51.333333	199	0	0	199	0	0	218	0	0	0	0	0	0
Sox8	51.250000	142	0	0	142	0	142	189	0	0	0	0	0	0
Alg14	51.250000	101	0	0	101	0	126	203	0	0	0	84	0	0
Zfp442	51.166667	192	0	0	114	0	0	129	0	0	0	179	0	0
Ppp3cb	51.166667	126	0	0	126	0	0	174	0	0	0	188	0	0
Larp4b	51.166667	0	0	0	0	0	0	0	0	0	0	614	0	0
Vps18	51.083333	101	0	0	100	0	0	0	0	0	0	412	0	0
Scfd2	51.083333	113	0	0	113	0	0	123	0	0	0	264	0	0
Fip1l1	51.083333	113	0	0	113	0	0	123	0	0	0	264	0	0
Ccl3	51.083333	122	0	0	121	0	0	211	0	0	0	159	0	0
Bcas1	51.083333	137	0	0	137	0	141	198	0	0	0	0	0	0
Asb10	51.083333	217	0	0	217	0	0	179	0	0	0	0	0	0
Abca3	51.083333	0	0	0	0	0	0	157	0	0	0	456	0	0
Abca17	51.083333	0	0	0	0	0	0	157	0	0	0	456	0	0
Usp44	51.000000	0	0	0	0	0	190	228	0	0	0	194	0	0
Rnpepl1	51.000000	145	0	0	144	0	0	0	0	0	0	323	0	0
Psmd3	51.000000	142	0	0	143	0	0	0	0	0	0	327	0	0
Eif3d	51.000000	0	0	0	0	0	0	113	0	0	0	499	0	0
Dusp28	51.000000	145	0	0	144	0	0	0	0	0	0	323	0	0
Tcea1	50.916667	169	0	0	165	0	0	76	0	0	0	201	0	0
Rtn4	50.916667	126	0	0	126	0	0	208	0	0	0	151	0	0
Csnk1g1	50.916667	0	97	0	0	0	0	192	0	0	0	322	0	0
Cep112	50.916667	305	0	0	306	0	0	0	0	0	0	0	0	0
Arhgap26	50.916667	141	0	0	142	0	0	328	0	0	0	0	0	0
Zscan29	50.833333	0	0	0	0	0	0	135	0	0	0	475	0	0
Sptlc2	50.833333	108	0	0	109	0	0	96	0	0	0	297	0	0
Scaf11	50.833333	228	0	0	228	0	0	0	0	0	0	154	0	0
Ripply3	50.833333	0	0	0	0	0	0	517	93	0	0	0	0	0
Riok1	50.833333	109	0	0	109	0	139	91	0	0	0	162	0	0
Rab7	50.833333	132	0	0	132	0	0	192	0	0	0	154	0	0
Plppr1	50.833333	157	0	0	157	0	0	296	0	0	0	0	0	0
Pip4k2a	50.833333	0	0	0	0	0	0	0	0	0	0	610	0	0
Ier5	50.833333	137	0	0	137	0	0	336	0	0	0	0	0	0
Crebbp	50.833333	0	0	0	0	0	122	488	0	0	0	0	0	0
Cage1	50.833333	109	0	0	109	0	139	91	0	0	0	162	0	0
2810459M11Rik	50.833333	73	0	0	73	0	109	355	0	0	0	0	0	0
Tbc1d10c	50.750000	188	0	0	188	0	0	0	0	0	0	233	0	0
Nudcd1	50.750000	135	0	0	135	0	72	136	0	0	0	131	0	0
Nfe2	50.750000	216	0	0	217	0	0	176	0	0	0	0	0	0
Msl3l2	50.750000	117	0	0	117	0	0	148	0	0	0	227	0	0
Eny2	50.750000	135	0	0	135	0	72	136	0	0	0	131	0	0
Ece1	50.750000	191	0	0	192	0	0	226	0	0	0	0	0	0
Ccsap	50.750000	149	0	0	138	0	0	322	0	0	0	0	0	0
Smim19	50.666667	146	0	0	146	0	0	212	0	0	0	104	0	0
Slc20a2	50.666667	146	0	0	146	0	0	212	0	0	0	104	0	0
Sbno1	50.666667	161	0	0	163	0	0	134	0	0	0	150	0	0
Hpse2	50.666667	213	0	0	212	0	0	183	0	0	0	0	0	0
Creg2	50.666667	304	0	0	304	0	0	0	0	0	0	0	0	0
Ano7	50.666667	0	0	0	0	0	0	0	0	0	0	608	0	0
Txndc16	50.583333	162	0	0	164	0	117	164	0	0	0	0	0	0
Ppp1r13l	50.583333	128	0	0	128	0	0	217	0	0	0	134	0	0
Gpr137c	50.583333	162	0	0	164	0	117	164	0	0	0	0	0	0
Bok	50.583333	131	0	0	131	0	150	195	0	0	0	0	0	0
Ufm1	50.500000	76	0	0	76	0	0	141	0	0	0	313	0	0
Tmem176b	50.500000	155	0	0	155	0	119	177	0	0	0	0	0	0
Tmem176a	50.500000	155	0	0	155	0	119	177	0	0	0	0	0	0
Pnn	50.500000	98	0	0	97	0	0	190	0	0	0	221	0	0
Nat8l	50.500000	199	0	0	199	0	0	208	0	0	0	0	0	0
Gtf2i	50.500000	303	0	0	303	0	0	0	0	0	0	0	0	0
Alox8	50.500000	302	0	0	304	0	0	0	0	0	0	0	0	0
Sirt6	50.416667	120	0	0	120	0	0	142	0	0	0	223	0	0
Rps6ka2	50.416667	100	0	0	100	0	0	303	0	0	0	102	0	0
Psen1	50.416667	149	0	0	150	0	0	177	0	0	0	129	0	0
Ppfia3	50.416667	238	0	0	237	0	0	0	0	0	0	130	0	0
Dbnl	50.416667	132	0	0	133	0	0	0	0	0	0	340	0	0
Ankrd24	50.416667	120	0	0	120	0	0	142	0	0	0	223	0	0
Zfp846	50.333333	173	0	0	175	0	0	99	0	0	0	157	0	0
Trub2	50.333333	162	0	0	161	0	0	0	0	0	0	281	0	0
Tctn3	50.333333	111	0	0	111	0	0	280	0	0	0	102	0	0
Pigo	50.333333	0	0	0	0	0	0	220	0	0	0	384	0	0
Met	50.333333	0	0	0	0	0	0	289	0	0	0	315	0	0
Mdn1	50.333333	127	0	0	125	0	0	125	0	0	0	227	0	0
Mcam	50.333333	123	0	0	123	0	0	358	0	0	0	0	0	0
Gm5544	50.333333	182	0	0	182	0	0	240	0	0	0	0	0	0
Entpd1	50.333333	111	0	0	111	0	0	280	0	0	0	102	0	0
4932438H23Rik	50.333333	188	0	0	188	0	0	228	0	0	0	0	0	0
Tslp	50.250000	202	0	0	203	0	0	198	0	0	0	0	0	0
Smarcc2	50.250000	190	0	0	191	0	0	222	0	0	0	0	0	0
Setmar	50.250000	135	0	0	135	0	0	0	0	0	0	333	0	0
Rnf8	50.250000	0	0	0	0	0	0	419	0	0	0	184	0	0
Pdk1	50.250000	135	0	0	135	0	0	163	0	0	0	170	0	0
Pde9a	50.250000	166	0	0	167	0	0	270	0	0	0	0	0	0
Lonp2	50.250000	120	0	0	120	0	0	99	0	0	0	264	0	0
Kansl1l	50.250000	226	0	0	226	0	0	151	0	0	0	0	0	0
Fam20b	50.250000	203	0	0	204	0	0	0	0	0	0	196	0	0
Padi4	50.166667	113	0	0	113	0	184	192	0	0	0	0	0	0
Nbn	50.166667	0	0	0	0	0	0	91	0	0	0	511	0	0
Ldlrad2	50.166667	0	0	0	0	0	141	461	0	0	0	0	0	0
Gm7072	50.166667	117	0	0	117	0	0	160	0	0	0	208	0	0
Cebpg	50.166667	258	0	0	258	0	0	0	0	0	0	86	0	0
Atp11a	50.166667	0	0	0	0	0	0	418	0	0	0	184	0	0
Anks3	50.166667	123	0	0	124	0	0	106	0	0	0	249	0	0
Adamts8	50.166667	169	0	0	169	0	0	264	0	0	0	0	0	0
4930451G09Rik	50.166667	123	0	0	124	0	0	106	0	0	0	249	0	0
Zwilch	50.083333	0	0	0	0	0	0	225	0	0	0	376	0	0
Zfp518a	50.083333	0	0	0	0	0	0	109	0	0	0	492	0	0
Six4	50.083333	132	0	0	131	0	0	206	0	0	0	132	0	0
Rpl4	50.083333	0	0	0	0	0	0	225	0	0	0	376	0	0
Pygo2	50.083333	106	0	0	104	0	0	162	0	0	0	229	0	0
Pigq	50.083333	0	0	0	0	0	143	458	0	0	0	0	0	0
Nhlrc4	50.083333	0	0	0	0	0	143	458	0	0	0	0	0	0
Efs	50.083333	121	0	0	121	0	0	106	0	0	0	253	0	0
Chfr	50.083333	95	0	0	95	0	0	198	0	0	0	213	0	0
Calml4	50.083333	0	0	0	0	0	140	323	0	0	0	138	0	0
Zfp91	50.000000	150	0	0	150	0	0	179	0	0	0	121	0	0
Stim2	50.000000	120	0	0	119	0	0	361	0	0	0	0	0	0
Rabggta	50.000000	78	0	0	78	0	0	161	0	0	0	283	0	0
Pkn2	50.000000	164	0	0	165	0	141	130	0	0	0	0	0	0
Lpxn	50.000000	150	0	0	150	0	0	179	0	0	0	121	0	0
Fhdc1	50.000000	149	0	0	149	0	0	150	0	0	0	152	0	0
Chrac1	50.000000	108	0	0	112	0	0	113	0	0	0	267	0	0
Atp9b	50.000000	111	0	0	112	0	0	151	0	0	0	226	0	0
Slc1a4	49.916667	165	0	0	164	0	0	270	0	0	0	0	0	0
Rplp0	49.916667	102	0	0	0	0	0	167	0	0	0	330	0	0
Pax6	49.916667	0	0	0	0	0	0	193	0	0	0	406	0	0
Myo9b	49.916667	103	0	0	102	0	0	0	0	0	0	394	0	0
Haus8	49.916667	103	0	0	102	0	0	0	0	0	0	394	0	0
Copg1	49.916667	90	0	0	89	0	118	131	0	0	0	171	0	0
Tbc1d20	49.833333	0	0	0	0	0	0	0	0	0	0	598	0	0
Acvr2a	49.833333	125	0	0	125	0	0	0	0	0	0	348	0	0
Zfp791	49.750000	140	0	0	141	0	0	208	0	0	0	108	0	0
Smarcad1	49.750000	0	0	0	0	0	0	151	0	0	0	446	0	0
Kctd1	49.750000	109	0	0	109	0	74	167	0	0	0	138	0	0
Fitm2	49.750000	110	0	0	110	0	71	192	0	0	0	114	0	0
Cyp2u1	49.750000	0	0	0	0	0	0	425	0	0	0	172	0	0
Bcl2l1	49.750000	234	0	0	234	0	0	129	0	0	0	0	0	0
Aak1	49.750000	0	0	0	0	0	0	94	0	0	0	503	0	0
Zfp750	49.666667	298	0	0	298	0	0	0	0	0	0	0	0	0
Lsm14b	49.666667	161	0	0	160	0	0	0	0	0	0	275	0	0
Kcnc2	49.666667	0	0	0	0	0	0	596	0	0	0	0	0	0
Hrob	49.666667	147	0	0	147	0	0	0	0	0	0	302	0	0
Dlg1	49.666667	128	0	0	128	0	0	227	0	0	0	113	0	0
Prdx1	49.583333	0	0	0	0	0	0	123	0	0	0	472	0	0
Nudt8	49.583333	125	0	0	125	0	0	149	0	0	0	196	0	0
Meltf	49.583333	141	0	0	141	0	0	313	0	0	0	0	0	0
Hmgb1	49.583333	299	0	0	296	0	0	0	0	0	0	0	0	0
Doc2g	49.583333	125	0	0	125	0	0	149	0	0	0	196	0	0
Dlst	49.583333	98	0	0	98	0	0	144	0	0	0	255	0	0
Xylt1	49.500000	140	0	0	140	0	0	142	0	0	0	172	0	0
Triobp	49.500000	209	0	0	210	0	0	0	0	0	0	175	0	0
Srd5a1	49.500000	179	0	0	179	0	0	236	0	0	0	0	0	0
Spata2l	49.500000	174	0	0	175	0	0	245	0	0	0	0	0	0
Seh1l	49.500000	150	0	0	150	0	0	125	0	0	0	169	0	0
Rimbp3	49.500000	0	0	0	0	0	0	0	0	0	0	594	0	0
Rgma	49.500000	158	0	0	159	0	0	277	0	0	0	0	0	0
Nsun2	49.500000	179	0	0	179	0	0	236	0	0	0	0	0	0
Cant1	49.500000	131	0	0	130	0	0	0	0	0	0	333	0	0
Usp4	49.416667	143	0	0	141	0	0	0	0	0	0	309	0	0
