Target_genes	Irf3|Average	SRX3380959|Dendritic_Cells	SRX3380960|Dendritic_Cells	SRX3380961|Dendritic_Cells	SRX145327|Macrophages	SRX145328|Macrophages	SRX20734189|Macrophages	SRX20734190|Macrophages	SRX20734191|Macrophages	SRX20734192|Macrophages	SRX20734193|Macrophages	SRX20734194|Macrophages	SRX20734195|Macrophages	SRX20734196|Macrophages	SRX20734201|Macrophages	SRX20734202|Macrophages	SRX20734203|Macrophages	SRX20734205|Macrophages	SRX2991446|Macrophages	SRX2991447|Macrophages	SRX2991448|Macrophages	SRX2991449|Macrophages	STRING
Dffb	16.285714	0	0	0	132	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep104	16.285714	0	0	0	132	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc7	16.238095	0	0	0	105	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tra2b	16.238095	0	0	0	144	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6a	16.238095	0	0	0	154	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripk1	16.238095	0	0	0	154	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelfa	16.238095	0	0	0	116	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1g1	16.238095	0	0	0	135	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top1	16.190476	0	0	0	89	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp54c	16.190476	0	0	0	168	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp54b	16.190476	0	0	0	168	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamb2	16.190476	140	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dzip1	16.190476	0	198	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf2rb2	16.190476	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot11	16.190476	0	0	0	139	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asgr2	16.190476	145	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd42	16.190476	174	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgtp2	16.142857	0	0	0	190	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard3	16.142857	0	0	0	127	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	16.142857	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand3	16.095238	0	154	0	69	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2c2ap	16.095238	139	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Net1	16.095238	0	0	0	118	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcemp1	16.095238	0	84	0	95	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly96	16.095238	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspa8	16.095238	0	0	0	152	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpatch3	16.095238	0	0	0	117	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc1	16.095238	159	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps15a	16.047619	131	87	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpc1	16.047619	0	0	202	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk2	16.047619	0	0	0	108	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat2	16.047619	0	0	0	179	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5617	16.047619	0	0	0	139	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crip3	16.047619	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp608	16.000000	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem192	16.000000	0	244	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ier3	16.000000	0	155	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fyn	16.000000	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flot1	16.000000	0	155	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glipr2	15.952381	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt2	15.952381	0	0	0	82	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5b	15.952381	0	0	0	139	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc5l	15.952381	0	237	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube3a	15.904762	0	0	0	122	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcbp1	15.904762	0	0	0	157	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl6	15.904762	116	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok2	15.904762	174	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timd4	15.857143	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcbtb1	15.857143	0	0	0	166	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi35	15.857143	0	0	0	117	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5861	15.857143	164	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prelid2	15.809524	172	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polb	15.809524	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam149b	15.809524	0	0	0	97	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecd	15.809524	0	0	0	97	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot6l	15.809524	0	171	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmpk1	15.809524	0	0	0	127	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap3	15.809524	128	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d1	15.761905	0	215	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sltm	15.761905	0	0	0	117	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setx	15.761905	0	198	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxnb3	15.761905	0	157	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Gpr155	15.761905	0	137	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc154	15.761905	0	0	0	114	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc41a2	15.714286	0	0	0	134	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfe2l1	15.714286	0	136	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3l	15.714286	0	170	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
E2f4	15.714286	0	170	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Abhd12	15.714286	0	0	0	0	168	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Trim12c	15.666667	0	213	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec23b	15.666667	174	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhou	15.666667	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp9	15.666667	174	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab21	15.666667	0	0	0	153	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phldb1	15.666667	0	0	0	155	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd14a	15.666667	0	0	0	75	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71a	15.666667	0	0	0	151	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp51	15.666667	0	176	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap410	15.666667	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts12	15.666667	0	0	0	175	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxa1l	15.619048	0	0	0	143	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpn2	15.619048	0	0	0	75	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gar1	15.619048	0	0	0	106	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl6	15.619048	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h6	15.571429	0	0	0	105	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfip11	15.571429	0	109	0	119	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nedd9	15.571429	0	209	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat7	15.571429	0	0	0	141	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep55	15.571429	0	0	0	130	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celf4	15.571429	161	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp32	15.523810	0	232	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d8	15.523810	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac4	15.523810	0	147	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp1	15.523810	0	179	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptlc2	15.523810	0	0	0	117	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a12	15.523810	0	0	0	130	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meaf6	15.523810	220	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hc	15.523810	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eprs	15.523810	0	0	0	119	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calm3	15.523810	0	0	0	139	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr48	15.476190	0	0	0	114	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thtpa	15.476190	164	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strn4	15.476190	187	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saraf	15.476190	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl8	15.476190	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fyb	15.476190	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkrp	15.476190	187	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam118a	15.476190	234	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc5	15.476190	0	0	0	139	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap5m1	15.476190	0	0	0	139	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlk2	15.428571	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35e1	15.428571	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsad1	15.428571	0	0	0	96	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn1b	15.428571	0	225	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf6b	15.428571	0	147	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt5b	15.380952	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triobp	15.380952	116	0	114	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgms2	15.380952	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0
Psmg4	15.380952	0	0	0	113	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prex1	15.380952	0	220	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pon2	15.380952	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt2	15.380952	0	0	0	148	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp7	15.333333	176	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wtap	15.333333	0	0	0	105	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr82	15.333333	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knop1	15.333333	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0
Iqck	15.333333	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0
Ctso	15.333333	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam3	15.333333	0	225	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210016L21Rik	15.333333	0	0	0	141	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabep1	15.285714	0	0	0	133	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pih1d2	15.285714	0	0	0	163	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkapd1	15.285714	0	0	0	163	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36a	15.238095	0	184	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl15	15.238095	0	0	0	133	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab5a	15.238095	0	0	0	144	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nwd1	15.238095	0	0	0	148	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkiras1	15.238095	0	0	0	133	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btk	15.238095	0	184	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Socs2	15.190476	132	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435
Rab1a	15.190476	0	0	0	90	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katna1	15.190476	0	0	0	146	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itsn2	15.190476	0	195	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspa12a	15.190476	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno4	15.190476	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wsb1	15.142857	0	0	0	122	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc4	15.142857	0	211	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptbn1	15.142857	135	94	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rai1	15.142857	174	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c1a	15.142857	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd5	15.142857	0	167	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfgef1	15.142857	0	0	0	105	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uspl1	15.095238	0	0	0	118	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf183	15.095238	151	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm14	15.095238	0	0	0	100	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ivns1abp	15.095238	191	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift57	15.095238	206	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21992	15.095238	0	0	0	100	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecm1	15.095238	90	127	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp2c1	15.095238	0	131	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adora2a	15.095238	0	0	0	0	152	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Zrsr1	15.047619	0	0	0	156	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp8	15.047619	0	0	0	101	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufl1	15.047619	0	171	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpb	15.047619	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psma4	15.047619	0	125	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fas	15.047619	0	0	0	0	0	0	0	0	102	214	0	0	0	0	0	0	0	0	0	0	0	0
Dph6	15.047619	206	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY074887	15.047619	0	125	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrb	15.000000	0	179	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tk1	15.000000	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Szrd1	15.000000	0	102	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Smim7	15.000000	0	0	0	75	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp9	15.000000	0	0	0	121	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr222	15.000000	0	0	0	107	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp1	15.000000	0	0	0	105	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1c	15.000000	193	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10767	15.000000	0	179	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx3l	15.000000	0	0	0	121	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afmid	15.000000	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp943	14.952381	0	113	0	74	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp942	14.952381	0	113	0	74	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps52	14.952381	0	0	0	122	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim3	14.952381	159	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps18	14.952381	0	0	0	122	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meig1	14.952381	0	0	0	0	180	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Hbp1	14.952381	0	91	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1c	14.952381	0	0	0	0	180	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Clec7a	14.952381	130	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc34	14.952381	0	0	0	93	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galt5	14.952381	0	208	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0
B3galt4	14.952381	0	0	0	122	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930564C03Rik	14.952381	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tut1	14.904762	0	0	0	142	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d5	14.904762	0	0	0	130	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred1	14.904762	0	0	0	110	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm39	14.904762	0	123	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc58	14.904762	107	0	0	115	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calm2	14.904762	0	0	0	96	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arap3	14.904762	0	155	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Slc13a1	14.857143	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pianp	14.857143	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam117b	14.857143	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ell2	14.857143	0	0	0	151	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clip2	14.857143	0	171	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
AB124611	14.857143	0	0	0	117	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mon1b	14.809524	0	0	0	126	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heca	14.809524	0	206	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam131a	14.809524	0	0	0	125	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk2	14.809524	0	135	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caprin1	14.809524	0	150	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbed4	14.761905	0	0	0	136	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr77	14.761905	0	0	0	121	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnnt1	14.761905	0	0	0	121	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnni3	14.761905	0	0	0	121	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sigmar1	14.761905	0	204	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtraf	14.761905	0	145	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raf1	14.761905	0	0	0	90	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpar5	14.761905	173	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd4	14.761905	0	0	0	138	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ero1a	14.761905	203	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcp2	14.761905	0	0	0	144	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dao	14.761905	151	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc2	14.761905	0	0	0	156	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5pb	14.761905	0	0	0	121	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef2	14.761905	0	109	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	14.761905	0	0	0	161	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wac	14.714286	0	0	0	79	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps33a	14.714286	0	0	0	115	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldb1	14.714286	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amotl2	14.714286	147	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uvssa	14.666667	0	201	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk2	14.666667	140	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk18	14.666667	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0
Alg8	14.666667	0	196	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4a	14.619048	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl12	14.619048	0	184	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrsam1	14.619048	0	184	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Imp3	14.619048	0	0	0	116	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga1b	14.619048	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga1	14.619048	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11541	14.619048	0	171	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eapp	14.619048	0	0	0	110	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl2	14.619048	0	0	0	128	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921504E06Rik	14.619048	0	221	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcan	14.571429	0	0	0	113	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc17	14.571429	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tet2	14.571429	0	139	0	90	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
