Target_genes	Foxc2|Average	SRX4309875|Kidney_Glomerulus	SRX17535190|Podocytes	SRX17535191|Podocytes	SRX17535192|Podocytes	SRX17535193|Podocytes	SRX17535194|Podocytes	SRX17535195|Podocytes	STRING
Rab27a	120.142857	0	268	349	224	0	0	0	0
Il13	120.142857	0	351	209	0	0	117	164	0
Elk3	120.142857	0	113	84	0	240	185	219	0
Aig1	120.142857	0	118	133	0	151	258	181	0
Syne1	120.000000	0	344	352	144	0	0	0	0
Paox	120.000000	0	206	314	84	139	97	0	0
Fam221a	120.000000	0	233	212	159	122	0	114	0
Ypel2	119.857143	0	398	293	148	0	0	0	0
Utp6	119.857143	0	196	299	108	117	119	0	0
Slc25a12	119.857143	0	127	289	117	98	113	95	0
Rfesd	119.714286	0	207	185	177	131	138	0	0
Osbpl8	119.714286	0	279	108	143	177	131	0	0
Nfat5	119.714286	0	278	257	208	0	95	0	0
Rtcb	119.571429	0	203	322	185	0	127	0	0
Ndfip1	119.571429	0	288	315	234	0	0	0	0
Gm13275	119.571429	0	167	181	146	104	141	98	0
Bcor	119.571429	0	208	238	146	117	128	0	0
Zfp945	119.428571	0	249	173	159	130	125	0	0
Tmem120b	119.428571	0	291	398	147	0	0	0	0
Lysmd3	119.428571	0	291	275	147	0	123	0	0
Lrrcc1	119.428571	0	168	184	108	177	106	93	0
Sptlc1	119.285714	0	331	138	108	0	151	107	0
Prxl2c	119.285714	0	298	322	215	0	0	0	0
Nop58	119.285714	0	196	194	210	139	96	0	0
Lpin2	119.285714	0	242	218	375	0	0	0	0
Wnk1	119.142857	0	232	260	197	0	145	0	0
Usp1	119.142857	0	150	222	196	0	159	107	0
Septin7	119.142857	0	337	282	215	0	0	0	0
Seh1l	119.142857	0	201	239	130	0	115	149	0
Angptl2	119.142857	0	284	330	220	0	0	0	0
Alyref2	119.142857	0	230	132	192	144	136	0	0
Slc27a4	119.000000	0	312	298	223	0	0	0	0
Sertad2	119.000000	0	263	292	176	102	0	0	0
Uxt	118.857143	0	270	209	128	92	133	0	0
Tfb2m	118.857143	0	251	277	193	111	0	0	0
Stard3	118.857143	0	120	159	149	191	127	86	0
Rps27l	118.857143	0	240	304	168	0	120	0	0
Ropn1l	118.857143	0	127	167	108	131	179	120	0
Naa30	118.857143	0	211	240	132	0	114	135	0
Ints5	118.857143	0	535	297	0	0	0	0	0
Gja1	118.857143	0	268	130	155	87	192	0	0
Fam220a	118.857143	0	330	373	129	0	0	0	0
Cnst	118.857143	0	251	277	193	111	0	0	0
R3hdm4	118.714286	0	290	349	192	0	0	0	0
Pgghg	118.714286	0	214	218	0	99	130	170	0
Nktr	118.714286	0	294	381	156	0	0	0	0
Kiss1r	118.714286	0	290	349	192	0	0	0	0
Rpp38	118.571429	0	166	231	174	0	168	91	0
Polr3e	118.571429	0	304	146	222	0	158	0	0
Npm3	118.571429	0	268	327	235	0	0	0	0
Nbeal1	118.571429	0	262	203	172	0	93	100	0
Mybpc2	118.571429	0	126	145	185	61	140	173	0
Ifit1bl2	118.571429	0	450	221	159	0	0	0	0
Fgf8	118.571429	0	268	327	235	0	0	0	0
Dcaf10	118.571429	0	255	244	104	0	100	127	0
Atg5	118.571429	0	296	112	109	87	101	125	0
Acbd7	118.571429	0	166	231	174	0	168	91	0
Tesk1	118.428571	0	193	237	86	0	185	128	0
Gm45927	118.428571	0	212	428	189	0	0	0	0
Clk2	118.428571	0	212	428	189	0	0	0	0
Tsn	118.285714	0	306	233	147	0	142	0	0
Msh6	118.285714	0	214	220	148	0	127	119	0
Kif20b	118.285714	0	316	244	138	0	130	0	0
Gtf3c2	118.285714	0	317	185	145	95	86	0	0
Resf1	118.142857	0	271	310	0	104	142	0	0
Ano6	118.142857	0	225	312	191	0	99	0	0
Uqcrfs1	118.000000	0	188	238	162	0	116	122	0
Scgb1a1	118.000000	0	0	0	0	222	421	183	0
Rbm25	118.000000	0	249	222	186	0	100	69	0
Mtf2	118.000000	0	244	161	202	0	121	98	0
Pank4	117.857143	0	226	254	120	0	73	152	0
Hes5	117.857143	0	226	254	120	0	73	152	0
Exd2	117.857143	0	249	221	92	86	95	82	0
Cdiptos	117.857143	0	239	182	184	124	96	0	0
Cdipt	117.857143	0	239	182	184	124	96	0	0
Dip2b	117.714286	0	305	381	138	0	0	0	0
Copg1	117.714286	0	249	195	118	124	138	0	0
4931417E11Rik	117.714286	0	248	362	214	0	0	0	0
Ssr3	117.571429	0	260	186	130	118	129	0	0
Plekhg3	117.428571	0	225	192	127	0	118	160	0
Lsm6	117.428571	0	229	149	189	0	99	156	0
Cstf1	117.428571	0	188	288	102	0	244	0	0
Aurka	117.428571	0	188	288	102	0	244	0	0
Gm13279	117.285714	0	151	181	146	104	141	98	0
Gm13278	117.285714	0	151	181	146	104	141	98	0
H2bc6	117.142857	0	118	167	133	117	129	156	0
Exoc3l4	117.000000	0	0	130	0	226	293	170	0
Coq10a	117.000000	0	200	201	129	0	201	88	0
Stx7	116.857143	0	230	196	122	0	169	101	0
Npat	116.857143	0	238	194	85	118	108	75	0
Atm	116.857143	0	238	194	85	118	108	75	0
9030025P20Rik	116.857143	0	283	247	145	0	143	0	0
Washc2	116.714286	0	314	279	0	0	141	83	0
Rin2	116.714286	0	201	160	0	190	266	0	0
Nr1h3	116.714286	0	247	89	0	193	156	132	0
Gprin3	116.714286	0	220	239	113	0	92	153	0
Gdpgp1	116.714286	0	291	315	211	0	0	0	0
Cib1	116.714286	0	291	315	211	0	0	0	0
Pycrl	116.571429	0	182	346	0	0	143	145	0
Nup62	116.571429	0	194	345	182	0	95	0	0
Kcnk4	116.571429	0	161	214	159	0	116	166	0
Il4i1b	116.571429	0	194	345	182	0	95	0	0
Idh1	116.571429	0	271	232	147	0	166	0	0
Fabp5	116.571429	0	221	199	198	0	119	79	0
Atf5	116.571429	0	194	345	182	0	95	0	0
Lrrc56	116.428571	0	260	300	155	0	100	0	0
Hras	116.428571	0	260	300	155	0	100	0	0
Zc2hc1a	116.285714	0	234	154	172	0	90	164	0
Tle2	116.285714	0	408	214	192	0	0	0	0
Fam222a	116.285714	0	300	320	194	0	0	0	0
Ermard	116.285714	0	243	199	101	0	136	135	0
Vps37c	116.142857	0	220	350	118	0	125	0	0
Tekt2	116.142857	0	148	204	140	0	200	121	0
Rbm5	116.142857	0	201	209	137	0	149	117	0
Kcng2	116.142857	0	310	286	217	0	0	0	0
Adprhl2	116.142857	0	148	204	140	0	200	121	0
Vat1	116.000000	0	0	0	0	203	259	350	0
Ung	116.000000	0	182	197	0	89	128	216	0
Rnd2	116.000000	0	0	0	0	203	259	350	0
Alkbh2	116.000000	0	182	197	0	89	128	216	0
Trim45	115.857143	0	254	277	169	0	0	111	0
Tctex1d4	115.857143	0	202	165	0	221	121	102	0
Dnajb6	115.857143	0	488	323	0	0	0	0	0
Btbd19	115.857143	0	202	165	0	221	121	102	0
Sf3b3	115.714286	0	179	110	152	125	112	132	0
Plpp2	115.714286	0	233	234	182	0	161	0	0
Fbxo6	115.714286	0	310	313	187	0	0	0	0
Cog4	115.714286	0	179	110	152	125	112	132	0
Ablim3	115.714286	0	241	323	246	0	0	0	0
Trmt6	115.571429	0	210	232	159	0	208	0	0
Scn4b	115.571429	0	256	293	260	0	0	0	0
Mcm8	115.571429	0	210	232	159	0	208	0	0
Gpatch1	115.571429	0	165	250	148	0	151	95	0
Slc7a1	115.428571	0	217	264	123	0	121	83	0
Ramp2	115.428571	0	184	291	91	0	108	134	0
Pus7l	115.428571	0	171	325	199	113	0	0	0
Noxo1	115.428571	0	269	241	198	0	100	0	0
Med9	115.428571	0	207	292	114	0	76	119	0
Ltc4s	115.428571	0	311	328	169	0	0	0	0
Irak4	115.428571	0	171	325	199	113	0	0	0
Ing3	115.428571	0	241	272	180	0	115	0	0
Gfer	115.428571	0	269	241	198	0	100	0	0
N4bp2	115.285714	0	205	302	212	0	0	88	0
Hmces	115.285714	0	204	243	105	0	142	113	0
Fbxl13	115.285714	0	234	241	160	0	0	172	0
Armc10	115.285714	0	234	241	160	0	0	172	0
Tctn3	115.142857	0	193	221	151	0	104	137	0
Rab22a	115.142857	0	250	150	166	0	139	101	0
Ptgfrn	115.142857	0	309	247	250	0	0	0	0
Hapln3	115.142857	0	350	322	134	0	0	0	0
Cd81	115.142857	0	351	342	113	0	0	0	0
Traf6	115.000000	0	277	281	145	0	0	102	0
Tbk1	115.000000	0	231	287	180	0	107	0	0
Rrm1	115.000000	0	196	333	181	0	95	0	0
Lrrc8c	115.000000	0	265	317	223	0	0	0	0
Farp1	115.000000	0	217	221	108	107	0	152	0
Chmp5	115.000000	0	233	217	152	94	109	0	0
Bag1	115.000000	0	233	217	152	94	109	0	0
Uba52	114.857143	0	203	248	134	0	104	115	0
Tab2	114.857143	0	310	196	172	0	126	0	0
Rex1bd	114.857143	0	203	248	134	0	104	115	0
Rasa3	114.714286	0	192	187	0	172	131	121	0
Klhl29	114.714286	0	256	309	117	0	0	121	0
Hspa12a	114.714286	0	281	278	124	0	0	120	0
Dck	114.714286	0	268	322	213	0	0	0	0
Zdhhc17	114.571429	0	254	260	114	0	0	174	0
Spsb2	114.571429	0	198	178	135	0	168	123	0
Sema4b	114.571429	0	195	219	206	0	182	0	0
Scd3	114.571429	0	452	237	113	0	0	0	0
Zc3h7a	114.428571	0	140	214	148	148	151	0	0
Tm9sf4	114.428571	0	306	212	75	0	109	99	0
Sec31a	114.428571	0	222	198	126	0	95	160	0
Nphp1	114.285714	0	293	265	131	0	0	111	0
Ncbp2	114.285714	0	341	332	127	0	0	0	0
Mtln	114.285714	0	293	265	131	0	0	111	0
Klhl21	114.285714	0	177	160	133	188	0	142	0
0610012G03Rik	114.285714	0	341	332	127	0	0	0	0
Pkmyt1	114.142857	0	221	246	177	0	155	0	0
Pdzd9	114.142857	0	0	0	0	269	267	263	0
Il11ra1	114.142857	0	201	237	0	115	151	95	0
Galt	114.142857	0	201	237	0	115	151	95	0
Irak1	114.000000	0	346	260	192	0	0	0	0
Zfp641	113.857143	0	255	302	156	0	84	0	0
Spcs1	113.857143	0	275	283	129	0	110	0	0
Rdh1	113.857143	0	220	357	220	0	0	0	0
Ikzf3	113.857143	0	413	234	150	0	0	0	0
Ifi30	113.857143	0	161	160	146	0	152	178	0
Glt8d1	113.857143	0	275	283	129	0	110	0	0
Adipor1	113.857143	0	270	203	129	95	0	100	0
Tgfbrap1	113.714286	0	167	196	69	107	144	113	0
Rbm6	113.714286	0	219	246	142	95	94	0	0
Cops8	113.714286	0	309	280	108	0	99	0	0
AI597479	113.714286	0	167	196	69	107	144	113	0
Rnf4	113.571429	0	146	260	138	141	110	0	0
Tppp3	113.428571	0	284	297	213	0	0	0	0
Thnsl2	113.428571	0	215	228	123	71	157	0	0
Rcbtb2	113.428571	0	278	206	132	0	178	0	0
Pex3	113.428571	0	178	210	159	111	136	0	0
Cep57l1	113.428571	0	211	281	193	0	109	0	0
Adat2	113.428571	0	178	210	159	111	136	0	0
Acer3	113.428571	0	180	295	195	0	124	0	0
Zdhhc5	113.285714	0	142	238	179	0	117	117	0
Vapb	113.285714	0	278	367	0	0	0	148	0
Msl3	113.285714	0	208	165	170	133	117	0	0
Mfsd1	113.285714	0	331	294	168	0	0	0	0
Mex3d	113.285714	0	209	360	224	0	0	0	0
Gar1	113.285714	0	271	234	166	0	0	122	0
Fer1l6	113.285714	0	392	248	153	0	0	0	0
Sos2	113.142857	0	248	324	220	0	0	0	0
Kidins220	113.142857	0	163	195	124	176	0	134	0
Catsperg1	113.142857	0	195	287	128	96	0	86	0
Cables1	113.142857	0	313	314	165	0	0	0	0
Lipe	113.000000	0	364	277	150	0	0	0	0
Hnrnpm	113.000000	0	237	190	131	103	130	0	0
Gtf3c1	113.000000	0	206	238	123	0	102	122	0
D430042O09Rik	113.000000	0	206	238	123	0	102	122	0
Clpx	113.000000	0	266	276	151	0	98	0	0
Tmem120a	112.714286	0	291	234	0	0	137	127	0
Adamts10	112.714286	0	110	151	0	189	192	147	0
Slc35b3	112.571429	0	149	121	0	145	202	171	0
Psmb6	112.571429	0	92	128	97	80	140	251	0
Mtfp1	112.571429	0	113	188	162	0	127	198	0
Marveld2	112.571429	0	369	249	170	0	0	0	0
Kcnb1	112.571429	0	166	232	0	98	186	106	0
Fgfr2	112.571429	0	323	298	167	0	0	0	0
Ccdc62	112.571429	0	258	285	137	108	0	0	0
Ptbp3	112.428571	0	246	312	229	0	0	0	0
C1s1	112.428571	0	162	149	118	158	97	103	0
Vpreb1	112.285714	0	279	195	120	0	109	83	0
Ube2a	112.285714	0	371	259	0	0	156	0	0
Top3b	112.285714	0	279	195	120	0	109	83	0
Sstr3	112.285714	0	349	281	156	0	0	0	0
Mical1	112.285714	0	182	147	178	0	119	160	0
Get1	112.285714	0	247	217	215	0	107	0	0
Cdc34	112.285714	0	190	286	97	0	115	98	0
Mllt3	112.142857	0	276	252	257	0	0	0	0
Acat1	112.142857	0	441	344	0	0	0	0	0
Zbtb32	112.000000	0	244	325	115	0	100	0	0
Slc6a4	112.000000	0	365	260	159	0	0	0	0
Kmt2b	112.000000	0	244	325	115	0	100	0	0
Dnm2	112.000000	0	351	234	199	0	0	0	0
Wipf2	111.857143	0	244	160	90	120	0	169	0
Glis2	111.857143	0	227	192	296	0	0	68	0
Pigm	111.714286	0	227	241	210	0	0	104	0
Pde6d	111.714286	0	155	192	148	0	157	130	0
Pcnx	111.714286	0	321	289	172	0	0	0	0
Cops7b	111.714286	0	155	192	148	0	157	130	0
Wwox	111.571429	0	154	116	189	163	0	159	0
Adk	111.571429	0	271	346	164	0	0	0	0
Mid1	111.428571	0	365	238	177	0	0	0	0
Trir	111.285714	0	208	240	140	0	191	0	0
Get3	111.285714	0	208	240	140	0	191	0	0
Vps29	111.142857	0	263	284	125	0	0	106	0
Rnf130	111.142857	0	143	0	0	106	232	297	0
Rad9b	111.142857	0	263	284	125	0	0	106	0
Ankrd37	111.142857	0	260	196	119	84	0	119	0
Zfp365	111.000000	0	197	133	118	0	132	197	0
Tmem161b	111.000000	0	185	272	138	0	182	0	0
Spag6	111.000000	0	254	219	179	0	125	0	0
Snd1	111.000000	0	275	260	159	83	0	0	0
Safb2	111.000000	0	188	179	0	132	180	98	0
Safb	111.000000	0	188	179	0	132	180	98	0
Pecam1	111.000000	0	251	338	188	0	0	0	0
Tepsin	110.857143	0	293	238	112	0	133	0	0
Spatc1l	110.857143	0	299	250	227	0	0	0	0
Rbp1	110.857143	0	191	120	0	135	187	143	0
Ndufaf8	110.857143	0	293	238	112	0	133	0	0
Mturn	110.857143	0	245	233	177	0	121	0	0
Mtch2	110.857143	0	209	286	197	0	0	84	0
Tmem88b	110.714286	0	279	318	178	0	0	0	0
Cmss1	110.714286	0	209	215	118	80	153	0	0
Zgpat	110.571429	0	260	302	212	0	0	0	0
Wiz	110.571429	0	225	338	211	0	0	0	0
Upf2	110.571429	0	154	195	194	128	103	0	0
Tpm1	110.571429	0	222	126	98	0	186	142	0
Pml	110.571429	0	201	220	181	0	0	172	0
Nde1	110.571429	0	155	225	144	117	0	133	0
Marf1	110.571429	0	155	225	144	117	0	133	0
Emx2	110.571429	0	160	181	95	0	188	150	0
Cmip	110.571429	0	196	247	0	182	0	149	0
Arfrp1	110.571429	0	260	302	212	0	0	0	0
Txndc12	110.428571	0	297	214	117	0	145	0	0
Shq1	110.428571	0	230	189	74	116	0	164	0
Loxl1	110.428571	0	175	324	129	0	0	145	0
Insig1	110.428571	0	251	215	0	145	162	0	0
Btf3l4	110.428571	0	297	214	117	0	145	0	0
Tpra1	110.285714	0	159	234	89	145	145	0	0
Tmem245	110.285714	0	221	183	214	0	0	154	0
Piwil2	110.285714	0	259	272	241	0	0	0	0
Nid2	110.285714	0	281	241	250	0	0	0	0
Mcm2	110.285714	0	159	234	89	145	145	0	0
Jag1	110.285714	0	191	305	179	0	0	97	0
Efcab14	110.285714	0	233	305	98	136	0	0	0
Rnf149	110.142857	0	242	333	111	0	85	0	0
Ldb2	110.142857	0	254	149	0	104	174	90	0
Ebf2	110.142857	0	294	235	138	0	0	104	0
Spats2l	110.000000	0	270	326	174	0	0	0	0
Armcx6	110.000000	0	227	326	0	103	0	114	0
Rps12	109.857143	0	261	270	149	0	0	89	0
Mob1b	109.857143	0	211	243	175	0	140	0	0
Lpcat4	109.857143	0	296	233	240	0	0	0	0
Il33	109.857143	0	309	179	176	0	0	105	0
Ell2	109.714286	0	187	139	144	122	71	105	0
Atg16l1	109.714286	0	231	163	107	136	131	0	0
Ttc21b	109.571429	0	158	105	86	108	158	152	0
Trim33	109.571429	0	161	148	144	0	114	200	0
Shisa8	109.571429	0	207	401	159	0	0	0	0
Rcor1	109.571429	0	213	213	184	157	0	0	0
Mctp2	109.571429	0	224	259	0	135	149	0	0
Lamb1	109.571429	0	103	195	102	105	152	110	0
Klhdc2	109.571429	0	228	222	317	0	0	0	0
Celf1	109.571429	0	287	181	204	95	0	0	0
Terf1	109.428571	0	242	163	122	0	131	108	0
Zfp7	109.285714	0	212	217	87	106	143	0	0
Sugp2	109.285714	0	225	214	149	0	108	69	0
Rbm42	109.285714	0	200	141	148	159	117	0	0
Pcp4	109.285714	0	325	295	145	0	0	0	0
Armc6	109.285714	0	225	214	149	0	108	69	0
Wdr76	109.142857	0	253	232	161	0	118	0	0
Wdr61	109.142857	0	241	130	247	146	0	0	0
Mfap1a	109.142857	0	253	232	161	0	118	0	0
Cep131	109.142857	0	242	250	138	0	0	134	0
Reep4	109.000000	0	236	318	209	0	0	0	0
Ppp1r14b	109.000000	0	203	176	168	0	128	88	0
Opa1	109.000000	0	256	305	118	0	84	0	0
LOC114841036	109.000000	0	203	176	168	0	128	88	0
Fkbp2	109.000000	0	203	176	168	0	128	88	0
Dpysl5	109.000000	0	227	272	100	0	164	0	0
Ccdc63	109.000000	0	281	336	146	0	0	0	0
Arf4	108.857143	0	176	295	141	0	0	150	0
Zzz3	108.714286	0	211	299	128	0	123	0	0
Tcaf1	108.714286	0	277	239	140	0	0	105	0
Otud7b	108.714286	0	262	212	153	0	0	134	0
Camk2n1	108.714286	0	163	154	0	146	163	135	0
Tmem256	108.571429	0	226	212	174	0	148	0	0
Nlgn2	108.571429	0	226	212	174	0	148	0	0
Mien1	108.571429	0	293	180	75	0	119	93	0
Golim4	108.571429	0	245	186	154	80	95	0	0
Zc3h10	108.428571	0	326	171	156	0	106	0	0
Rpl41	108.428571	0	326	171	156	0	106	0	0
Otub1	108.428571	0	174	114	123	98	124	126	0
Mustn1	108.428571	0	221	207	130	103	98	0	0
Eps15	108.428571	0	195	243	144	92	85	0	0
Denr	108.428571	0	235	146	203	87	88	0	0
Rpl23	108.285714	0	186	280	143	0	149	0	0
Mknk1	108.285714	0	283	342	133	0	0	0	0
Cttnbp2	108.285714	0	278	273	207	0	0	0	0
Oser1	108.142857	0	267	181	206	0	103	0	0
Nfkb1	108.142857	0	384	244	0	0	129	0	0
Tmem39a	108.000000	0	290	274	192	0	0	0	0
Tmem200c	108.000000	0	316	270	170	0	0	0	0
Tcea1	108.000000	0	192	154	121	159	0	130	0
Optc	108.000000	0	176	325	0	124	0	131	0
Mbd1	108.000000	0	230	250	176	0	0	100	0
Fbxl5	108.000000	0	205	341	0	0	0	210	0
Clk4	108.000000	0	146	191	132	0	170	117	0
BC049762	108.000000	0	146	191	132	0	170	117	0
Rxylt1	107.857143	0	121	247	103	118	80	86	0
Ppp1r21	107.857143	0	148	240	137	0	133	97	0
Rbm17	107.714286	0	217	193	215	0	129	0	0
Niban2	107.714286	0	262	266	226	0	0	0	0
Fgfbp3	107.714286	0	340	263	0	0	151	0	0
4930402H24Rik	107.714286	0	217	194	205	0	138	0	0
Skap2	107.571429	0	225	334	194	0	0	0	0
Rabl6	107.571429	0	253	394	106	0	0	0	0
Lims2	107.571429	0	335	249	169	0	0	0	0
Gpc6	107.571429	0	239	118	101	124	171	0	0
Fry	107.571429	0	366	387	0	0	0	0	0
Ssbp1	107.428571	0	148	220	0	124	107	153	0
Recql4	107.428571	0	144	211	188	98	0	111	0
Lrrc14	107.428571	0	144	211	188	98	0	111	0
Arhgap11a	107.428571	0	215	295	0	0	101	141	0
AI413582	107.428571	0	0	121	0	178	231	222	0
Galk1	107.285714	0	250	335	166	0	0	0	0
Creb3l2	107.285714	0	260	266	145	0	80	0	0
Pfkl	107.142857	0	191	186	106	143	124	0	0
Osbpl10	107.142857	0	326	307	117	0	0	0	0
Macroh2a1	107.142857	0	216	255	144	0	0	135	0
Tmem50b	107.000000	0	148	226	174	0	123	78	0
Stard9	107.000000	0	207	154	162	0	90	136	0
Pip4k2b	107.000000	0	222	241	173	0	113	0	0
Mapkap1	107.000000	0	260	265	120	0	104	0	0
Ap1s2	107.000000	0	227	222	170	0	130	0	0
Ubac2	106.857143	0	204	187	119	99	139	0	0
Ppm1k	106.857143	0	203	186	101	0	138	120	0
Ndufaf3	106.857143	0	255	327	166	0	0	0	0
Myl6	106.857143	0	216	323	209	0	0	0	0
Mxd1	106.857143	0	232	252	88	0	176	0	0
Kdm2b	106.857143	0	275	221	120	0	132	0	0
Dalrd3	106.857143	0	255	327	166	0	0	0	0
Cgrrf1	106.857143	0	176	137	143	143	0	149	0
Mtss1	106.714286	0	154	278	0	0	112	203	0
Dock6	106.714286	0	277	314	156	0	0	0	0
Myb	106.571429	0	336	229	181	0	0	0	0
Hspa4l	106.571429	0	195	231	157	163	0	0	0
Dmd	106.571429	0	173	223	0	92	107	151	0
Timm9	106.428571	0	297	194	106	0	148	0	0
Dhdds	106.428571	0	215	290	108	0	0	132	0
Anxa1	106.428571	0	244	316	185	0	0	0	0
2700049A03Rik	106.428571	0	297	194	106	0	148	0	0
Srp9	106.285714	0	136	165	216	0	227	0	0
Cpped1	106.285714	0	226	233	111	0	72	102	0
Ccdc93	106.285714	0	280	283	181	0	0	0	0
Atp6v0c	106.285714	0	185	258	180	0	0	121	0
Ammecr1l	106.285714	0	150	159	181	0	121	133	0
Zfp983	106.142857	0	153	189	189	0	121	91	0
Sfpq	106.142857	0	215	116	154	0	130	128	0
Gne	106.142857	0	146	311	175	0	111	0	0
Arih2	106.142857	0	241	232	138	0	132	0	0
Tmem115	106.000000	0	257	241	124	0	120	0	0
Serping1	106.000000	0	172	183	120	119	148	0	0
Pgbd5	106.000000	0	221	233	118	0	0	170	0
Mafk	106.000000	0	245	186	160	0	0	151	0
Trio	105.857143	0	195	254	170	0	122	0	0
Ralgps2	105.857143	0	184	232	149	176	0	0	0
Map1lc3a	105.857143	0	237	299	0	0	93	112	0
Ankhd1	105.857143	0	325	201	108	107	0	0	0
Zfp691	105.714286	0	233	224	135	0	148	0	0
Wdr17	105.714286	0	197	262	0	0	143	138	0
Txndc9	105.714286	0	248	257	133	0	102	0	0
Eif5b	105.714286	0	248	257	133	0	102	0	0
Ackr3	105.714286	0	240	248	252	0	0	0	0
Tufm	105.571429	0	352	217	170	0	0	0	0
Junb	105.571429	0	266	229	133	0	0	111	0
Cbl	105.571429	0	184	168	134	0	100	153	0
Sowahb	105.428571	0	141	87	0	191	209	110	0
Gpr153	105.428571	0	0	0	0	260	263	215	0
Cdc42ep3	105.428571	0	203	250	147	138	0	0	0
Rhbdd3	105.285714	0	108	138	123	0	222	146	0
Gm5617	105.285714	0	117	311	180	0	0	129	0
Ewsr1	105.285714	0	108	138	123	0	222	146	0
Ska3	105.142857	0	213	214	0	0	166	143	0
Mrpl57	105.142857	0	213	214	0	0	166	143	0
Fitm2	105.000000	0	230	243	128	0	0	134	0
Rrn3	104.857143	0	178	259	97	0	114	86	0
Nf1	104.857143	0	349	155	96	134	0	0	0
Lgalsl	104.857143	0	267	262	205	0	0	0	0
Igsf8	104.857143	0	217	259	139	0	0	119	0
Atp5j2	104.857143	0	150	193	117	0	154	120	0
Usp25	104.714286	0	144	329	260	0	0	0	0
Uhrf1	104.714286	0	336	243	0	0	154	0	0
Pigc	104.714286	0	238	96	0	0	204	195	0
Det1	104.714286	0	234	259	108	0	132	0	0
Ddost	104.714286	0	255	248	89	0	0	141	0
Arrdc5	104.714286	0	336	243	0	0	154	0	0
4930558K02Rik	104.714286	0	238	96	0	0	204	195	0
Tnfaip1	104.571429	0	203	193	115	0	126	95	0
Ift20	104.571429	0	203	193	115	0	126	95	0
Unkl	104.428571	0	240	169	233	0	89	0	0
Thoc7	104.428571	0	236	283	212	0	0	0	0
Stk40	104.428571	0	269	208	124	130	0	0	0
Rab43	104.428571	0	283	158	166	124	0	0	0
Percc1	104.428571	0	240	169	233	0	89	0	0
BC003965	104.428571	0	240	169	233	0	89	0	0
Zfp963	104.285714	0	311	231	188	0	0	0	0
Ufsp1	104.285714	0	176	158	198	0	198	0	0
Paqr7	104.285714	0	307	280	143	0	0	0	0
Smim8	104.142857	0	234	234	0	147	114	0	0
Rftn2	104.142857	0	262	244	154	0	69	0	0
Mrps36	104.142857	0	171	153	149	139	117	0	0
Limch1	104.142857	0	142	166	0	175	246	0	0
Kif5a	104.142857	0	215	155	144	0	106	109	0
Dctn2	104.142857	0	215	155	144	0	106	109	0
Csdc2	104.142857	0	258	322	149	0	0	0	0
Timp2	104.000000	0	271	340	117	0	0	0	0
Tbpl1	104.000000	0	192	165	178	0	90	103	0
Npdc1	104.000000	0	149	169	80	97	139	94	0
Nobox	104.000000	0	317	293	118	0	0	0	0
Gopc	104.000000	0	285	221	132	0	0	90	0
Esco1	104.000000	0	209	217	150	0	152	0	0
Bud13	104.000000	0	249	350	0	0	0	129	0
Tent5c	103.857143	0	299	217	0	0	0	211	0
Qrfp	103.857143	0	256	350	121	0	0	0	0
Hpf1	103.857143	0	270	136	128	0	193	0	0
Heatr5a	103.857143	0	289	193	139	0	106	0	0
Apc	103.857143	0	285	310	132	0	0	0	0
Lgals2	103.714286	0	293	235	198	0	0	0	0
Nomo1	103.571429	0	386	182	157	0	0	0	0
Comt	103.571429	0	169	199	141	106	110	0	0
Cdt1	103.571429	0	222	227	112	0	95	69	0
Cd55	103.571429	0	225	328	172	0	0	0	0
Abcc6	103.571429	0	386	182	157	0	0	0	0
Smndc1	103.428571	0	176	166	137	102	143	0	0
Ndufa10	103.428571	0	190	260	112	0	162	0	0
Lmbr1l	103.428571	0	194	301	119	0	110	0	0
Cog3	103.285714	0	153	198	138	0	102	132	0
Tspan13	103.142857	0	193	159	150	0	83	137	0
Sft2d2	103.142857	0	195	333	194	0	0	0	0
Purb	103.142857	0	241	176	176	0	0	129	0
Pacs2	103.142857	0	312	319	91	0	0	0	0
Heatr5b	103.142857	0	176	206	109	0	129	102	0
Grm7	103.142857	0	297	221	204	0	0	0	0
Gpatch11	103.142857	0	176	206	109	0	129	102	0
Dnajc21	103.142857	0	180	334	208	0	0	0	0
Oaz2	103.000000	0	209	152	168	0	100	92	0
Mllt6	103.000000	0	131	223	99	181	87	0	0
Micu2	103.000000	0	287	241	193	0	0	0	0
Hey2	102.857143	0	191	253	158	118	0	0	0
Ssh2	102.714286	0	258	193	128	0	0	140	0
Rit1	102.714286	0	330	223	166	0	0	0	0
Dennd2c	102.714286	0	263	192	0	0	85	179	0
Plcb2	102.571429	0	118	160	0	139	129	172	0
Iws1	102.571429	0	208	138	125	0	136	111	0
Heatr4	102.571429	0	0	0	0	299	259	160	0
Dst	102.571429	0	181	225	150	162	0	0	0
Cfap45	102.571429	0	237	320	161	0	0	0	0
Slmap	102.428571	0	260	234	111	112	0	0	0
Rnf13	102.428571	0	236	220	170	0	0	91	0
Pa2g4	102.428571	0	178	235	178	0	126	0	0
Efcc1	102.428571	0	229	0	0	118	196	174	0
Dgat2	102.428571	0	247	297	173	0	0	0	0
Ttll5	102.285714	0	190	174	154	0	121	77	0
Mfsd8	102.285714	0	165	193	114	0	119	125	0
Fyco1	102.285714	0	191	196	178	0	151	0	0
