Target_genes	Gata3|Average	SRX018103|CD4+_T_cells	SRX092582|CD4+_T_cells	SRX092583|CD4+_T_cells	SRX1144904|CD4+_T_cells	SRX1144905|CD4+_T_cells	SRX018101|CD4_CD8_double_negative_cells	SRX091676|CD4_CD8_double_negative_cells	SRX091677|CD4_CD8_double_negative_cells	SRX018102|CD4_CD8_double_positive_cells	SRX077028|CD4_CD8_double_positive_cells	SRX091678|CD4_CD8_double_positive_cells	SRX018104|CD8+_T_cells	SRX077029|CD8+_T_cells	SRX7821124|Hematopoietic_progenitors	SRX7821125|Hematopoietic_progenitors	SRX7821126|Hematopoietic_progenitors	SRX8858058|Hematopoietic_progenitors	SRX8858059|Hematopoietic_progenitors	SRX1115327|ILC2	SRX13185577|ILC2	SRX13185578|ILC2	SRX13185579|ILC2	SRX21547797|ILC2	SRX21547798|ILC2	SRX15046828|Induced_trophoblast_stem_cells	SRX15046829|Induced_trophoblast_stem_cells	SRX1115326|Innate_lymphoid_cells	SRX4677000|Innate_lymphoid_cells	SRX4677001|Innate_lymphoid_cells	SRX4677005|Innate_lymphoid_cells	SRX4677006|Innate_lymphoid_cells	SRX15046860|MEF	SRX15046861|MEF	SRX15046870|MEF	SRX15046871|MEF	SRX018111|Natural_Killer_T-Cells	SRX2499766|Scid.adh.2c2	SRX2499767|Scid.adh.2c2	SRX2499768|Scid.adh.2c2	SRX2499769|Scid.adh.2c2	SRX018108|Th17_Cells	SRX018105|Th1_Cells	DRX012366|Th2_Cells	DRX012367|Th2_Cells	SRX018106|Th2_Cells	SRX077030|Th2_Cells	SRX1115328|Th2_Cells	SRX18113530|Th2_Cells	SRX18113531|Th2_Cells	SRX18275247|Th2_Cells	SRX18275248|Th2_Cells	SRX18275249|Th2_Cells	SRX18275250|Th2_Cells	SRX19650900|Th2_Cells	SRX19650901|Th2_Cells	SRX018110|Treg	SRX2416654|Trophoblast_stem_cells	SRX018109|T_cells	STRING
Rhox7a	45.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	399	0	0	0	0	0	0	0	0	0	0	216	1009	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox6	45.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	399	0	0	0	0	0	0	0	0	0	0	216	1009	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmnb1	45.965517	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	114	231	151	0	358	451	320	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vamp8	45.948276	0	0	0	0	0	0	231	0	0	0	0	0	0	834	914	507	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0
Tpr	45.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	346	538	468	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odr4	45.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	346	538	468	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wiz	45.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	227	212	224	0	318	303	431	476	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0
St8sia3	45.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	518	709	584	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgma	45.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	270	330	309	0	0	1239	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hgf	45.913793	0	0	0	881	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	79	139	0	301	553	0	0	0	0	0	0
Csgalnact1	45.913793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	156	271	242	188	0	215	220	319	419	126	0	122	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042G07Rik	45.913793	0	0	0	266	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	248	342	0	0	0	0	0	117	137	160	0	0	0	378	0	334	0	0	0	0	0	0	0	84	0	84	0	0	238	0	0	0	0	0	0
Orc2	45.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	189	144	0	156	201	123	0	247	410	212	405	0	0	0	0	0	0	0	74	0	75	0	156	139	0	0	0	0	0	0
Mbd4	45.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	176	104	172	0	587	399	613	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lca5l	45.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	938	428	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift122	45.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	176	104	172	0	587	399	613	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankle2	45.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	177	0	0	0	0	0	0	0	0	0	0	370	525	661	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Themis2	45.879310	0	0	0	193	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	263	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	239	201	241	229	233	497	0	0	0	0	0	0
Sptlc1	45.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	104	0	0	0	0	0	316	330	137	135	0	187	289	0	279	0	0	0	0	0	0	0	136	0	136	0	234	230	0	0	0	0	0	0
Sertad4	45.862069	0	0	0	100	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	270	0	0	0	0	0	210	220	230	202	0	0	94	94	273	0	0	0	0	0	0	0	120	0	120	0	162	192	0	0	0	0	0	0
Zfp850	45.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	322	384	360	0	143	395	241	385	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
Rb1	45.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	422	503	369	276	0	118	289	207	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5431	45.827586	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	136	214	214	299	0	0	453	269	741	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0
Fam170b	45.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	199	0	0	0	0	0	489	513	626	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cth	45.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	405	343	348	0	298	374	201	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsl24d1	45.810345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	271	132	182	0	267	559	416	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pum2	45.810345	0	0	0	0	0	0	0	0	0	0	0	0	0	134	326	108	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	760	264	366	0	0	0	0	0	0	0	0	0	0	0	160	69	0	0	0	0	0	0
Ppat	45.810345	0	0	0	0	0	0	0	0	0	0	0	0	0	201	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	389	400	375	0	0	0	0	0	0	0	113	110	113	0	210	240	0	0	0	0	0	0
Paics	45.810345	0	0	0	0	0	0	0	0	0	0	0	0	0	201	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	389	400	375	0	0	0	0	0	0	0	113	110	113	0	210	240	0	0	0	0	0	0
Zfp990	45.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	394	1898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcf11	45.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	323	281	244	207	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	243	438	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrnip	45.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	184	229	0	204	0	0	0	0	0	0	0	129	90	0	0	0	0	0	0	0	0	105	0	352	370	502	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyal2	45.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	528	570	564	0	150	0	125	186	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Zfp959	45.724138	0	0	0	225	236	0	0	0	0	0	0	0	0	0	93	104	0	0	0	0	0	0	0	0	123	114	0	0	0	0	0	0	0	0	0	0	154	251	240	356	0	0	0	0	0	0	0	139	0	146	0	190	281	0	0	0	0	0	0
Saraf	45.724138	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	675	481	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp9	45.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	676	462	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsen15	45.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	547	553	1109	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Trpc4ap	45.706897	0	0	0	107	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	107	0	0	0	0	0	0	0	0	0	0	0	235	122	209	273	0	0	0	0	0	0	158	170	92	133	123	211	224	0	0	0	0	0	0
Tpk1	45.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	196	300	192	0	351	409	449	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps8	45.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	402	356	209	103	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	319	305	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl11	45.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	160	363	0	68	0	86	0	0	0	0	0	0	0	0	0	0	296	452	443	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxr1	45.706897	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	828	345	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catspere2	45.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	262	399	0	0	148	0	0	0	0	0	0	155	288	160	182	0	131	420	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micall2	45.689655	0	0	0	0	0	0	224	0	0	0	0	0	0	155	258	188	0	0	0	146	0	0	0	123	0	0	0	116	0	0	0	169	165	231	255	0	118	163	124	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jund	45.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	488	801	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqcn	45.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	488	801	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3galnt2	45.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	207	133	0	0	0	0	0	118	0	0	0	0	557	368	502	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h15	45.672414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	356	651	673	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb9	45.672414	0	0	0	0	0	0	0	0	0	0	0	0	0	291	224	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	542	413	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr11	45.672414	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	244	208	244	194	0	100	324	198	351	0	0	0	0	0	0	0	0	0	120	0	285	182	0	0	0	0	0	0
Terf1	45.672414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	1080	0	0	0	0	0	0	0	0	0	0	155	324	84	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdn1	45.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	82	150	98	0	403	355	487	838	0	0	0	0	0	0	0	0	0	0	0	83	75	0	0	0	0	0	0
Zfp28	45.637931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	606	590	655	0	0	135	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahi1	45.637931	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	106	97	0	0	0	0	0	0	0	0	0	0	245	298	319	381	0	0	0	0	0	0	151	162	0	163	0	250	283	0	0	0	0	0	0
Svbp	45.620690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	207	260	0	0	0	199	683	270	375	0	0	0	0	0	0	175	111	0	111	0	168	0	0	0	0	0	0	0
Klf9	45.620690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	723	846	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c5	45.620690	0	0	0	0	0	0	0	0	0	0	0	0	0	543	565	160	303	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	229	225	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ermap	45.620690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	207	260	0	0	0	199	683	270	375	0	0	0	0	0	0	175	111	0	111	0	168	0	0	0	0	0	0	0
Tfrc	45.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	114	0	531	579	601	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps5	45.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	143	136	0	136	0	0	0	0	0	0	0	117	104	0	0	0	0	0	0	0	0	0	0	424	411	463	488	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0
C1ra	45.603448	0	0	0	249	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	568	0	0	0	0	0	0	0	0	0	0	165	458	125	198	0	0	0	0	0	0	0	0	0	0	0	78	81	0	0	0	0	0	0
Eif3k	45.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	526	542	691	617	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0
Traf4	45.568966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	497	0	0	0	0	0	145	156	212	291	0	123	141	134	229	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0
Aqp9	45.568966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	376	0	307	337	0	156	0	0	0	0	0	0	0	277	538	0	0	0	0	0	0	181	0	0	0	0	0	132	0	0	0	0	0	0
Zcchc3	45.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	550	741	0	0	0	0	0	0	0	0	0	136	249	160	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a7	45.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	670	618	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok4	45.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	207	0	0	0	0	0	384	489	639	481	0	129	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cherp	45.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	570	707	566	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc171	45.551724	0	0	0	0	0	0	180	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	159	191	277	0	0	0	0	0	0	0	0	0	0	151	139	275	280	0	0	0	0	0	0	119	136	0	127	0	112	340	0	0	0	0	0	0
Grm3	45.534483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	672	521	523	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baz1b	45.534483	0	0	0	0	135	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	191	104	0	0	0	0	0	0	0	0	0	0	286	418	432	746	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Sap18b	45.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	418	538	719	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sap18	45.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	418	538	719	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas1c	45.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	305	0	0	0	406	367	233	199	0	0	0	0	0	189	186	289	269	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
Oas1b	45.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	305	0	0	0	406	367	233	199	0	0	0	0	0	189	186	289	269	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
Ccdc152	45.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	374	624	0	0	0	0	0	0	0	0	0	429	238	277	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp568	45.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	592	0	0	0	0	0	0	0	0	0	0	231	334	310	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icos	45.500000	0	0	0	123	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	363	268	0	0	346	0	295	0	0	0	0	0	0	0	168	0	168	0	254	278	0	0	0	0	0	0
Zfp868	45.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	270	186	0	0	153	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	338	501	483	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kifc5b	45.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	532	763	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB010352	45.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	288	0	0	0	173	168	141	163	0	0	0	0	0	163	392	234	259	0	0	0	0	0	0	0	80	0	86	0	117	221	0	0	0	0	0	0
Tm9sf3	45.465517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	94	199	185	149	0	0	139	165	144	0	0	0	0	0	215	427	178	261	0	0	0	0	0	0	0	0	0	0	0	98	154	0	0	0	0	0	0
Sirt6	45.465517	0	0	0	0	0	0	0	0	0	0	0	0	0	105	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	838	491	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf1	45.465517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	139	0	0	0	0	0	0	0	0	0	0	519	361	644	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd24	45.465517	0	0	0	0	0	0	0	0	0	0	0	0	0	105	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	838	491	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim34a	45.448276	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	181	210	0	0	0	0	0	0	0	0	0	0	251	512	408	584	0	0	0	0	0	0	0	66	0	65	0	83	95	0	0	0	0	0	0
Dock6	45.448276	0	0	0	299	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	540	526	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	81	0	82	0	133	149	0	0	0	0	0	0
Akr1b8	45.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	184	0	0	0	0	0	462	540	572	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb3	45.431034	0	0	0	0	0	0	0	0	0	0	0	0	0	146	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	1125	220	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpmt	45.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	677	429	731	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsun5	45.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	198	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	549	499	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm1b	45.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	677	429	731	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa6	45.396552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	281	341	309	0	273	420	339	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssc4	45.379310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	611	725	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a3	45.379310	0	0	0	0	0	0	0	0	0	0	0	0	0	115	270	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	496	511	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zranb1	45.362069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	168	222	208	0	232	599	403	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctla2b	45.362069	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	304	240	0	0	0	0	0	557	537	351	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bet1	45.362069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	145	150	0	0	0	0	0	0	0	0	0	0	313	638	435	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmigd1	45.344828	0	0	0	238	292	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	152	268	338	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	150	0	151	0	198	230	0	0	0	0	0	0
Rbpms	45.344828	0	0	0	270	268	0	0	0	0	0	0	0	0	349	277	186	0	0	0	0	0	0	0	181	288	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	104	0	130	201	0	0	0	0	0	0
