Target_genes	Relb|Average	SRX122464|Dendritic_Cells	SRX122465|Dendritic_Cells	SRX122466|Dendritic_Cells	SRX122467|Dendritic_Cells	SRX122576|Dendritic_Cells	SRX122577|Dendritic_Cells	SRX20904785|Dendritic_Cells	SRX20904786|Dendritic_Cells	SRX20904788|Dendritic_Cells	SRX20904789|Dendritic_Cells	SRX4680244|MEF	SRX4680245|MEF	SRX4680246|MEF	SRX4680247|MEF	STRING
Orai3	79.642857	0	0	0	0	0	0	413	702	0	0	0	0	0	0	0
Cep120	79.642857	0	0	0	0	0	0	662	453	0	0	0	0	0	0	0
Brd3os	79.642857	0	0	0	0	0	0	521	594	0	0	0	0	0	0	0
Zfhx2	79.571429	0	0	0	0	0	0	427	687	0	0	0	0	0	0	0
Trib2	79.571429	0	0	0	0	0	0	547	567	0	0	0	0	0	0	0
Thtpa	79.571429	0	0	0	0	0	0	427	687	0	0	0	0	0	0	0
Snx5	79.571429	0	0	0	0	0	0	422	577	115	0	0	0	0	0	0
Pdpr	79.571429	0	0	0	0	0	0	489	625	0	0	0	0	0	0	0
Mgme1	79.571429	0	0	0	0	0	0	422	577	115	0	0	0	0	0	0
Rtl8c	79.500000	0	0	0	0	0	0	350	161	0	602	0	0	0	0	0
Setd7	79.428571	0	0	0	0	0	0	619	493	0	0	0	0	0	0	0
Pdcl3	79.428571	0	0	0	0	0	0	610	402	100	0	0	0	0	0	0
Dock9	79.428571	0	0	0	0	0	0	619	493	0	0	0	0	0	0	0
Dnajc15	79.428571	0	0	0	0	0	0	575	537	0	0	0	0	0	0	0
Ceacam9	79.428571	0	0	0	0	0	0	638	474	0	0	0	0	0	0	0
Ccl3	79.428571	0	0	0	0	0	0	476	636	0	0	0	0	0	0	0
Atad5	79.428571	0	0	0	0	0	0	531	581	0	0	0	0	0	0	0
Rps27a	79.357143	0	0	0	0	0	0	684	427	0	0	0	0	0	0	0
Rab14	79.357143	0	0	0	0	0	0	479	632	0	0	0	0	0	0	0
Pafah1b1	79.357143	0	0	0	0	0	0	477	634	0	0	0	0	0	0	0
Miip	79.357143	0	0	0	0	0	0	532	579	0	0	0	0	0	0	0
Isoc1	79.357143	0	0	0	0	0	0	618	493	0	0	0	0	0	0	0
Ipo9	79.357143	0	0	0	0	0	0	517	480	114	0	0	0	0	0	0
Fv1	79.357143	0	0	0	0	0	0	532	579	0	0	0	0	0	0	0
Cnep1r1	79.357143	0	0	0	0	0	0	570	541	0	0	0	0	0	0	0
Clhc1	79.357143	0	0	0	0	0	0	684	427	0	0	0	0	0	0	0
Tspan31	79.285714	0	0	0	0	0	0	207	903	0	0	0	0	0	0	0
Mocos	79.285714	0	0	0	0	0	0	597	513	0	0	0	0	0	0	0
Ip6k3	79.285714	0	0	0	0	0	0	627	483	0	0	0	0	0	0	0
Elk4	79.285714	0	0	0	0	0	0	462	648	0	0	0	0	0	0	0
Zfp316	79.214286	0	0	0	0	0	0	639	357	113	0	0	0	0	0	0
Ugcg	79.214286	0	0	0	0	0	0	551	558	0	0	0	0	0	0	0
Tmem126b	79.214286	0	0	0	0	0	0	543	433	133	0	0	0	0	0	0
Ssrp1	79.214286	0	0	0	0	0	0	447	662	0	0	0	0	0	0	0
Rps6ka1	79.214286	0	0	0	0	0	0	692	417	0	0	0	0	0	0	0
Rbbp6	79.214286	0	0	0	0	0	0	490	502	117	0	0	0	0	0	0
Pknox1	79.214286	0	0	0	0	0	0	567	464	78	0	0	0	0	0	0
Pank4	79.214286	0	0	0	0	0	0	579	530	0	0	0	0	0	0	0
P2rx3	79.214286	0	0	0	0	0	0	447	662	0	0	0	0	0	0	0
Hexim2	79.214286	0	0	0	0	0	0	337	772	0	0	0	0	0	0	0
E2f5	79.214286	0	0	0	0	0	0	633	476	0	0	0	0	0	0	0
Zfp346	79.142857	0	0	0	0	0	0	483	452	173	0	0	0	0	0	0
Uimc1	79.142857	0	0	0	0	0	0	483	452	173	0	0	0	0	0	0
Trem1	79.142857	0	0	0	0	0	0	579	529	0	0	0	0	0	0	0
Tmem186	79.142857	0	0	0	0	0	0	602	506	0	0	0	0	0	0	0
Pon2	79.142857	0	0	0	0	0	0	544	564	0	0	0	0	0	0	0
Pmm2	79.142857	0	0	0	0	0	0	602	506	0	0	0	0	0	0	0
Nfe2	79.142857	0	0	0	0	0	0	507	601	0	0	0	0	0	0	0
Klhl42	79.142857	0	0	0	0	0	0	355	205	0	548	0	0	0	0	0
Cfb	79.142857	0	0	0	0	0	0	461	647	0	0	0	0	0	0	0
Rbm47	79.071429	0	0	0	0	0	0	511	251	0	345	0	0	0	0	0
Oxsm	79.071429	0	0	0	0	0	0	726	381	0	0	0	0	0	0	0
Nags	79.071429	0	0	0	0	0	0	307	800	0	0	0	0	0	0	0
Irs2	79.071429	0	0	0	0	0	0	470	637	0	0	0	0	0	0	0
Atrn	79.071429	0	0	0	0	0	0	577	530	0	0	0	0	0	0	0
Adm2	79.071429	0	0	0	0	0	0	524	583	0	0	0	0	0	0	0
Pias4	79.000000	0	0	0	0	0	0	538	456	112	0	0	0	0	0	0
Pex7	79.000000	0	0	0	0	0	0	325	691	90	0	0	0	0	0	0
Flt4	79.000000	0	0	0	0	0	0	288	385	0	433	0	0	0	0	0
Sugt1	78.928571	0	0	0	0	0	0	541	564	0	0	0	0	0	0	0
Cul1	78.928571	0	0	0	0	0	0	486	529	90	0	0	0	0	0	0
B430306N03Rik	78.928571	0	0	0	0	0	0	712	393	0	0	0	0	0	0	0
Akr1b3	78.928571	0	0	0	0	0	0	465	640	0	0	0	0	0	0	0
Tmem177	78.857143	0	0	0	0	0	0	659	445	0	0	0	0	0	0	0
Tmbim6	78.857143	0	0	0	0	0	0	553	551	0	0	0	0	0	0	0
Smpd1	78.857143	0	0	0	0	0	0	600	504	0	0	0	0	0	0	0
Opn3	78.857143	0	0	0	0	0	0	603	390	111	0	0	0	0	0	0
Hmox1	78.857143	0	0	0	0	0	0	618	486	0	0	0	0	0	0	0
Chml	78.857143	0	0	0	0	0	0	603	390	111	0	0	0	0	0	0
Ube3c	78.785714	0	0	0	0	0	0	453	562	88	0	0	0	0	0	0
Mlxip	78.785714	0	0	0	0	0	0	544	485	74	0	0	0	0	0	0
Camk2g	78.785714	0	0	0	0	0	0	526	442	135	0	0	0	0	0	0
Atxn7l2	78.785714	0	0	0	0	0	0	444	539	120	0	0	0	0	0	0
Trp53bp1	78.714286	0	0	0	0	0	0	614	488	0	0	0	0	0	0	0
Strada	78.714286	0	0	0	0	0	0	546	556	0	0	0	0	0	0	0
Fech	78.714286	0	0	0	0	0	0	380	587	135	0	0	0	0	0	0
Zfp438	78.642857	0	0	0	0	0	0	601	500	0	0	0	0	0	0	0
Uvssa	78.642857	0	0	0	0	0	0	545	556	0	0	0	0	0	0	0
Tex9	78.642857	0	0	0	0	0	0	500	601	0	0	0	0	0	0	0
Ptpn9	78.642857	0	0	0	0	0	0	489	612	0	0	0	0	0	0	0
Btbd2	78.642857	0	0	0	0	0	0	627	474	0	0	0	0	0	0	0
Tbc1d7	78.571429	0	0	0	0	0	0	600	500	0	0	0	0	0	0	0
Scand1	78.571429	0	0	0	0	0	0	618	482	0	0	0	0	0	0	0
Dnm1l	78.571429	0	0	0	0	0	0	555	545	0	0	0	0	0	0	0
Cyrib	78.571429	0	0	0	0	0	0	700	400	0	0	0	0	0	0	0
Cnbd2	78.571429	0	0	0	0	0	0	618	482	0	0	0	0	0	0	0
Xiap	78.500000	0	0	0	0	0	0	584	515	0	0	0	0	0	0	0
Tanc1	78.500000	0	0	0	0	0	0	448	651	0	0	0	0	0	0	0
Slc22a23	78.500000	0	0	0	0	0	0	490	609	0	0	0	0	0	0	0
Mef2a	78.500000	0	0	0	0	0	0	503	596	0	0	0	0	0	0	0
Ldlrap1	78.500000	0	0	0	0	0	0	701	398	0	0	0	0	0	0	0
Lbx1	78.500000	0	0	0	0	0	0	0	450	0	649	0	0	0	0	0
Birc6	78.500000	0	0	0	0	0	0	525	427	147	0	0	0	0	0	0
Adora3	78.500000	0	0	0	0	0	0	586	513	0	0	0	0	0	0	0
Stx12	78.428571	0	0	0	0	0	0	567	531	0	0	0	0	0	0	0
Scamp3	78.428571	0	0	0	0	0	0	606	492	0	0	0	0	0	0	0
Pacs1	78.428571	0	0	0	0	0	0	594	504	0	0	0	0	0	0	0
Fyn	78.428571	0	0	0	0	0	0	511	587	0	0	0	0	0	0	0
Axl	78.428571	0	0	0	0	0	0	474	624	0	0	0	0	0	0	0
Slc38a10	78.357143	0	0	0	0	0	0	613	484	0	0	0	0	0	0	0
Pacc1	78.357143	0	0	0	0	0	0	503	421	173	0	0	0	0	0	0
Mgat1	78.357143	0	0	0	0	0	0	565	453	79	0	0	0	0	0	0
Lpin1	78.357143	0	0	0	0	0	0	499	598	0	0	0	0	0	0	0
Lpar6	78.357143	0	0	0	0	0	0	723	374	0	0	0	0	0	0	0
Izumo3	78.357143	0	0	0	0	0	0	237	182	0	678	0	0	0	0	0
Hacd4	78.357143	0	0	0	0	0	0	610	487	0	0	0	0	0	0	0
Tmtc3	78.285714	0	0	0	0	0	0	506	590	0	0	0	0	0	0	0
Rai14	78.285714	0	0	0	0	0	0	591	505	0	0	0	0	0	0	0
Myl4	78.285714	0	0	0	0	0	0	396	700	0	0	0	0	0	0	0
Gpn2	78.285714	0	0	0	0	0	0	592	504	0	0	0	0	0	0	0
Cep290	78.285714	0	0	0	0	0	0	506	590	0	0	0	0	0	0	0
Cdc27	78.285714	0	0	0	0	0	0	396	700	0	0	0	0	0	0	0
Ano10	78.285714	0	0	0	0	0	0	513	583	0	0	0	0	0	0	0
Slc25a40	78.214286	0	0	0	0	0	0	593	502	0	0	0	0	0	0	0
Ltn1	78.214286	0	0	0	0	0	0	660	435	0	0	0	0	0	0	0
Lipt2	78.214286	0	0	0	0	0	0	563	532	0	0	0	0	0	0	0
Kat2b	78.214286	0	0	0	0	0	0	619	476	0	0	0	0	0	0	0
Fxyd5	78.214286	0	0	0	0	0	0	543	552	0	0	0	0	0	0	0
Dbf4	78.214286	0	0	0	0	0	0	593	502	0	0	0	0	0	0	0
Clybl	78.214286	0	0	0	0	0	0	465	630	0	0	0	0	0	0	0
Bambi	78.214286	0	0	0	0	0	0	376	719	0	0	0	0	0	0	0
Puf60	78.142857	0	0	0	0	0	0	552	433	109	0	0	0	0	0	0
Pkn3	78.142857	0	0	0	0	0	0	663	431	0	0	0	0	0	0	0
Ms4a4a	78.142857	0	0	0	0	0	0	583	511	0	0	0	0	0	0	0
Kansl3	78.142857	0	0	0	0	0	0	403	691	0	0	0	0	0	0	0
Fjx1	78.142857	0	0	0	0	0	0	459	635	0	0	0	0	0	0	0
Fer1l5	78.142857	0	0	0	0	0	0	403	691	0	0	0	0	0	0	0
Ripor1	78.071429	0	0	0	0	0	0	616	477	0	0	0	0	0	0	0
Plekhg5	78.071429	0	0	0	0	0	0	386	707	0	0	0	0	0	0	0
Lrrc8a	78.071429	0	0	0	0	0	0	514	579	0	0	0	0	0	0	0
Arrdc2	78.071429	0	0	0	0	0	0	470	527	96	0	0	0	0	0	0
Zmym5	78.000000	0	0	0	0	0	0	533	475	84	0	0	0	0	0	0
Ubr4	78.000000	0	0	0	0	0	0	680	412	0	0	0	0	0	0	0
Stc2	78.000000	0	0	0	0	0	0	523	569	0	0	0	0	0	0	0
Rnasek	78.000000	0	0	0	0	0	0	536	457	99	0	0	0	0	0	0
Cap1	78.000000	0	0	0	0	0	0	459	505	128	0	0	0	0	0	0
Aftph	78.000000	0	0	0	0	0	0	545	547	0	0	0	0	0	0	0
0610010K14Rik	78.000000	0	0	0	0	0	0	536	457	99	0	0	0	0	0	0
Tmsb4x	77.928571	0	0	0	0	0	0	587	504	0	0	0	0	0	0	0
Ocln	77.928571	0	0	0	0	0	0	404	687	0	0	0	0	0	0	0
Mmp23	77.928571	0	0	0	0	0	0	691	400	0	0	0	0	0	0	0
Mif4gd	77.928571	0	0	0	0	0	0	384	707	0	0	0	0	0	0	0
Ctu1	77.928571	0	0	0	0	0	0	269	822	0	0	0	0	0	0	0
Spag1	77.857143	0	0	0	0	0	0	586	504	0	0	0	0	0	0	0
Polr2k	77.857143	0	0	0	0	0	0	586	504	0	0	0	0	0	0	0
Pmel	77.857143	0	0	0	0	0	0	436	654	0	0	0	0	0	0	0
Mios	77.857143	0	0	0	0	0	0	472	618	0	0	0	0	0	0	0
Lmbrd1	77.857143	0	0	0	0	0	0	490	600	0	0	0	0	0	0	0
Flnb	77.857143	0	0	0	0	0	0	555	535	0	0	0	0	0	0	0
Acp5	77.857143	0	0	0	0	0	0	451	639	0	0	0	0	0	0	0
Psma5	77.785714	0	0	0	0	0	0	586	503	0	0	0	0	0	0	401
Zscan10	77.785714	0	0	0	0	0	0	805	284	0	0	0	0	0	0	0
Zfp975	77.785714	0	0	0	0	0	0	578	511	0	0	0	0	0	0	0
Zfp13	77.785714	0	0	0	0	0	0	805	284	0	0	0	0	0	0	0
Yeats4	77.785714	0	0	0	0	0	0	493	596	0	0	0	0	0	0	0
Tuba8	77.785714	0	0	0	0	0	0	663	426	0	0	0	0	0	0	0
Tns1	77.785714	0	0	0	0	0	0	624	465	0	0	0	0	0	0	0
Stat2	77.785714	0	0	0	0	0	0	392	697	0	0	0	0	0	0	0
Srrt	77.785714	0	0	0	0	0	0	438	651	0	0	0	0	0	0	0
Sla	77.785714	0	0	0	0	0	0	364	725	0	0	0	0	0	0	0
Sipa1l2	77.785714	0	0	0	0	0	0	404	685	0	0	0	0	0	0	0
Rufy4	77.785714	0	0	0	0	0	0	624	465	0	0	0	0	0	0	0
Rnf170	77.785714	0	0	0	0	0	0	626	463	0	0	0	0	0	0	0
Hook3	77.785714	0	0	0	0	0	0	626	463	0	0	0	0	0	0	0
Gm8773	77.785714	0	0	0	0	0	0	554	535	0	0	0	0	0	0	0
Cops7a	77.785714	0	0	0	0	0	0	590	499	0	0	0	0	0	0	0
Apof	77.785714	0	0	0	0	0	0	392	697	0	0	0	0	0	0	0
Prr19	77.714286	0	0	0	0	0	0	553	535	0	0	0	0	0	0	0
Plekhg6	77.714286	0	0	0	0	0	0	192	896	0	0	0	0	0	0	0
Pafah1b3	77.714286	0	0	0	0	0	0	553	535	0	0	0	0	0	0	0
Olfml2a	77.714286	0	0	0	0	0	0	415	673	0	0	0	0	0	0	0
Itga1	77.714286	0	0	0	0	0	0	529	559	0	0	0	0	0	0	0
Tnfrsf1a	77.642857	0	0	0	0	0	0	566	521	0	0	0	0	0	0	0
Slfn14	77.642857	0	0	0	0	0	0	451	636	0	0	0	0	0	0	0
Rap2a	77.642857	0	0	0	0	0	0	492	507	88	0	0	0	0	0	0
Psmc3	77.642857	0	0	0	0	0	0	677	410	0	0	0	0	0	0	0
Primpol	77.642857	0	0	0	0	0	0	502	585	0	0	0	0	0	0	0
Olfr345	77.642857	0	0	0	0	0	0	237	225	0	625	0	0	0	0	0
Glcci1	77.642857	0	0	0	0	0	0	660	427	0	0	0	0	0	0	0
Cox5a	77.642857	0	0	0	0	0	0	614	473	0	0	0	0	0	0	0
Casp3	77.642857	0	0	0	0	0	0	502	585	0	0	0	0	0	0	0
Atxn1l	77.642857	0	0	0	0	0	0	619	468	0	0	0	0	0	0	0
Ywhaq	77.571429	0	0	0	0	0	0	568	518	0	0	0	0	0	0	0
Mkrn2	77.571429	0	0	0	0	0	0	478	485	123	0	0	0	0	0	0
Higd1a	77.571429	0	0	0	0	0	0	496	459	131	0	0	0	0	0	0
Get4	77.571429	0	0	0	0	0	0	439	506	141	0	0	0	0	0	0
Egr1	77.571429	0	0	0	0	0	0	516	570	0	0	0	0	0	0	0
1810055G02Rik	77.571429	0	0	0	0	0	0	498	588	0	0	0	0	0	0	0
Treh	77.500000	0	0	0	0	0	0	628	457	0	0	0	0	0	0	0
Tmbim4	77.500000	0	0	0	0	0	0	437	648	0	0	0	0	0	0	0
Tcam1	77.500000	0	0	0	0	0	0	539	546	0	0	0	0	0	0	0
Snx21	77.500000	0	0	0	0	0	0	523	482	80	0	0	0	0	0	0
Smarcd2	77.500000	0	0	0	0	0	0	539	546	0	0	0	0	0	0	0
Sema3c	77.500000	0	0	0	0	0	0	459	626	0	0	0	0	0	0	0
Rsph3b	77.500000	0	0	0	0	0	0	548	537	0	0	0	0	0	0	0
Hells	77.500000	0	0	0	0	0	0	557	528	0	0	0	0	0	0	0
Gm29776	77.500000	0	0	0	0	0	0	576	509	0	0	0	0	0	0	0
Fh1	77.500000	0	0	0	0	0	0	451	634	0	0	0	0	0	0	0
Fam76a	77.500000	0	0	0	0	0	0	374	630	81	0	0	0	0	0	0
Dpy19l4	77.500000	0	0	0	0	0	0	578	507	0	0	0	0	0	0	0
Ccdc120	77.500000	0	0	0	0	0	0	612	473	0	0	0	0	0	0	0
Zdhhc21	77.428571	0	0	0	0	0	0	449	635	0	0	0	0	0	0	0
Vps29	77.428571	0	0	0	0	0	0	654	430	0	0	0	0	0	0	0
Rad9b	77.428571	0	0	0	0	0	0	654	430	0	0	0	0	0	0	0
Pkd1	77.428571	0	0	0	0	0	0	646	438	0	0	0	0	0	0	0
H4c2	77.428571	0	0	0	0	0	0	611	343	130	0	0	0	0	0	0
H4c1	77.428571	0	0	0	0	0	0	611	343	130	0	0	0	0	0	0
H3c1	77.428571	0	0	0	0	0	0	611	343	130	0	0	0	0	0	0
H1f1	77.428571	0	0	0	0	0	0	611	343	130	0	0	0	0	0	0
Ddx10	77.428571	0	0	0	0	0	0	471	481	132	0	0	0	0	0	0
Crygn	77.428571	0	0	0	0	0	0	640	444	0	0	0	0	0	0	0
Prxl2c	77.357143	0	0	0	0	0	0	538	545	0	0	0	0	0	0	0
Papss1	77.357143	0	0	0	0	0	0	561	522	0	0	0	0	0	0	0
Ncstn	77.357143	0	0	0	0	0	0	607	476	0	0	0	0	0	0	0
Ffar3	77.357143	0	0	0	0	0	0	426	657	0	0	0	0	0	0	0
Ffar1	77.357143	0	0	0	0	0	0	426	657	0	0	0	0	0	0	0
Copa	77.357143	0	0	0	0	0	0	607	476	0	0	0	0	0	0	0
Cmtm3	77.357143	0	0	0	0	0	0	668	415	0	0	0	0	0	0	0
Ascc3	77.357143	0	0	0	0	0	0	586	497	0	0	0	0	0	0	0
Wdr78	77.285714	0	0	0	0	0	0	446	551	85	0	0	0	0	0	0
Mier1	77.285714	0	0	0	0	0	0	446	551	85	0	0	0	0	0	0
Krtdap	77.285714	0	0	0	0	0	0	237	845	0	0	0	0	0	0	0
Itgb1bp1	77.285714	0	0	0	0	0	0	706	376	0	0	0	0	0	0	0
Hrob	77.285714	0	0	0	0	0	0	573	509	0	0	0	0	0	0	0
Cpsf3	77.285714	0	0	0	0	0	0	706	376	0	0	0	0	0	0	0
Bcl7b	77.285714	0	0	0	0	0	0	540	457	85	0	0	0	0	0	0
Yy1	77.214286	0	0	0	0	0	0	440	547	94	0	0	0	0	0	0
Grin3b	77.214286	0	0	0	0	0	0	589	492	0	0	0	0	0	0	0
Vps16	77.142857	0	0	0	0	0	0	570	510	0	0	0	0	0	0	0
Pced1a	77.142857	0	0	0	0	0	0	570	510	0	0	0	0	0	0	0
Bmyc	77.142857	0	0	0	0	0	0	695	385	0	0	0	0	0	0	0
Tnfrsf12a	77.071429	0	0	0	0	0	0	489	590	0	0	0	0	0	0	0
Thoc6	77.071429	0	0	0	0	0	0	489	590	0	0	0	0	0	0	0
Hip1	77.071429	0	0	0	0	0	0	467	612	0	0	0	0	0	0	0
Hcfc1r1	77.071429	0	0	0	0	0	0	489	590	0	0	0	0	0	0	0
Flcn	77.071429	0	0	0	0	0	0	303	776	0	0	0	0	0	0	0
Cldn6	77.071429	0	0	0	0	0	0	489	590	0	0	0	0	0	0	0
Arhgap28	77.071429	0	0	0	0	0	0	412	667	0	0	0	0	0	0	0
Acot2	77.071429	0	0	0	0	0	0	497	582	0	0	0	0	0	0	0
Trim11	77.000000	0	0	0	0	0	0	613	465	0	0	0	0	0	0	0
Stk3	77.000000	0	0	0	0	0	0	630	448	0	0	0	0	0	0	0
Rngtt	77.000000	0	0	0	0	0	0	655	423	0	0	0	0	0	0	0
Il3ra	77.000000	0	0	0	0	0	0	544	534	0	0	0	0	0	0	0
Gorab	77.000000	0	0	0	0	0	0	266	812	0	0	0	0	0	0	0
Gcc1	77.000000	0	0	0	0	0	0	588	490	0	0	0	0	0	0	0
Arf5	77.000000	0	0	0	0	0	0	588	490	0	0	0	0	0	0	0
Ankrd52	77.000000	0	0	0	0	0	0	517	561	0	0	0	0	0	0	0
Tspan2	76.928571	0	0	0	0	0	0	555	522	0	0	0	0	0	0	0
Trpv6	76.928571	0	0	0	0	0	0	320	318	0	439	0	0	0	0	0
Pithd1	76.928571	0	0	0	0	0	0	579	498	0	0	0	0	0	0	0
Mapkapk3	76.928571	0	0	0	0	0	0	582	495	0	0	0	0	0	0	0
Lxn	76.928571	0	0	0	0	0	0	453	624	0	0	0	0	0	0	0
Asb7	76.928571	0	0	0	0	0	0	492	585	0	0	0	0	0	0	0
Strip1	76.857143	0	0	0	0	0	0	400	676	0	0	0	0	0	0	0
Kyat1	76.857143	0	0	0	0	0	0	616	460	0	0	0	0	0	0	0
Hpgds	76.857143	0	0	0	0	0	0	623	453	0	0	0	0	0	0	0
Fzd7	76.857143	0	0	0	0	0	0	575	501	0	0	0	0	0	0	0
Dip2c	76.857143	0	0	0	0	0	0	539	537	0	0	0	0	0	0	0
Csnk1g2	76.857143	0	0	0	0	0	0	472	495	109	0	0	0	0	0	0
Bfsp2	76.857143	0	0	0	0	0	0	634	442	0	0	0	0	0	0	0
Zranb1	76.785714	0	0	0	0	0	0	575	500	0	0	0	0	0	0	0
Trim65	76.785714	0	0	0	0	0	0	464	611	0	0	0	0	0	0	0
Fibp	76.785714	0	0	0	0	0	0	350	725	0	0	0	0	0	0	0
Ccdc85b	76.785714	0	0	0	0	0	0	350	725	0	0	0	0	0	0	0
Ccar1	76.785714	0	0	0	0	0	0	524	551	0	0	0	0	0	0	0
Utp3	76.714286	0	0	0	0	0	0	476	598	0	0	0	0	0	0	0
Slco2b1	76.714286	0	0	0	0	0	0	612	462	0	0	0	0	0	0	0
Papola	76.714286	0	0	0	0	0	0	549	448	77	0	0	0	0	0	0
Nf1	76.714286	0	0	0	0	0	0	418	656	0	0	0	0	0	0	0
Fnta	76.714286	0	0	0	0	0	0	570	413	91	0	0	0	0	0	0
Mt3	76.642857	0	0	0	0	0	0	663	410	0	0	0	0	0	0	0
Krt6b	76.642857	0	0	0	0	0	0	658	415	0	0	0	0	0	0	0
Grpel2	76.642857	0	0	0	0	0	0	498	575	0	0	0	0	0	0	0
Avl9	76.642857	0	0	0	0	0	0	540	414	119	0	0	0	0	0	0
Yme1l1	76.571429	0	0	0	0	0	0	495	577	0	0	0	0	0	0	0
Tulp4	76.571429	0	0	0	0	0	0	540	429	103	0	0	0	0	0	0
Tmbim7	76.571429	0	0	0	0	0	0	641	431	0	0	0	0	0	0	0
Mastl	76.571429	0	0	0	0	0	0	495	577	0	0	0	0	0	0	0
Gtf3c4	76.571429	0	0	0	0	0	0	451	502	119	0	0	0	0	0	0
Ddx31	76.571429	0	0	0	0	0	0	451	502	119	0	0	0	0	0	0
Dao	76.571429	0	0	0	0	0	0	624	448	0	0	0	0	0	0	0
Ankrd11	76.571429	0	0	0	0	0	0	513	559	0	0	0	0	0	0	0
Akt2	76.571429	0	0	0	0	0	0	588	484	0	0	0	0	0	0	0
Tbl2	76.500000	0	0	0	0	0	0	616	455	0	0	0	0	0	0	0
Rac1	76.500000	0	0	0	0	0	0	554	517	0	0	0	0	0	0	0
Itfg2	76.500000	0	0	0	0	0	0	496	575	0	0	0	0	0	0	0
Emp1	76.500000	0	0	0	0	0	0	550	521	0	0	0	0	0	0	0
Atp4a	76.500000	0	0	0	0	0	0	527	544	0	0	0	0	0	0	0
Slc25a22	76.428571	0	0	0	0	0	0	516	381	173	0	0	0	0	0	0
Sesn3	76.428571	0	0	0	0	0	0	590	480	0	0	0	0	0	0	0
Rsf1	76.428571	0	0	0	0	0	0	460	610	0	0	0	0	0	0	0
Gigyf2	76.428571	0	0	0	0	0	0	471	481	118	0	0	0	0	0	0
Ern1	76.428571	0	0	0	0	0	0	664	406	0	0	0	0	0	0	0
Cdadc1	76.428571	0	0	0	0	0	0	581	489	0	0	0	0	0	0	0
Aamdc	76.428571	0	0	0	0	0	0	460	610	0	0	0	0	0	0	0
Dock7	76.357143	0	0	0	0	0	0	473	596	0	0	0	0	0	0	0
Arl4a	76.357143	0	0	0	0	0	0	573	496	0	0	0	0	0	0	0
Amfr	76.357143	0	0	0	0	0	0	561	508	0	0	0	0	0	0	0
Thbs3	76.285714	0	0	0	0	0	0	622	446	0	0	0	0	0	0	0
Srsf3	76.285714	0	0	0	0	0	0	599	469	0	0	0	0	0	0	0
Srp19	76.285714	0	0	0	0	0	0	375	523	170	0	0	0	0	0	0
Mtx1	76.285714	0	0	0	0	0	0	622	446	0	0	0	0	0	0	0
Cdkl4	76.285714	0	0	0	0	0	0	659	409	0	0	0	0	0	0	0
Mrps16	76.214286	0	0	0	0	0	0	596	471	0	0	0	0	0	0	0
Dnajc9	76.214286	0	0	0	0	0	0	596	471	0	0	0	0	0	0	0
Cyth3	76.214286	0	0	0	0	0	0	188	160	0	719	0	0	0	0	0
Copb1	76.214286	0	0	0	0	0	0	527	540	0	0	0	0	0	0	0
Cd1d2	76.214286	0	0	0	0	0	0	575	492	0	0	0	0	0	0	0
Aqp11	76.214286	0	0	0	0	0	0	506	561	0	0	0	0	0	0	0
Zadh2	76.142857	0	0	0	0	0	0	724	342	0	0	0	0	0	0	0
Wdr45b	76.142857	0	0	0	0	0	0	527	539	0	0	0	0	0	0	0
Tshz1	76.142857	0	0	0	0	0	0	724	342	0	0	0	0	0	0	0
Smarcad1	76.142857	0	0	0	0	0	0	583	483	0	0	0	0	0	0	0
Dars	76.142857	0	0	0	0	0	0	520	546	0	0	0	0	0	0	0
Cd209f	76.142857	0	0	0	0	0	0	624	442	0	0	0	0	0	0	0
Tal2	76.071429	0	0	0	0	0	0	723	342	0	0	0	0	0	0	0
Septin7	76.071429	0	0	0	0	0	0	581	484	0	0	0	0	0	0	0
Mustn1	76.071429	0	0	0	0	0	0	585	480	0	0	0	0	0	0	0
Icosl	76.071429	0	0	0	0	0	0	525	540	0	0	0	0	0	0	0
Atic	76.071429	0	0	0	0	0	0	575	490	0	0	0	0	0	0	0
Abracl	76.071429	0	0	0	0	0	0	490	575	0	0	0	0	0	0	0
Slc25a32	76.000000	0	0	0	0	0	0	551	513	0	0	0	0	0	0	0
Ppwd1	76.000000	0	0	0	0	0	0	556	363	145	0	0	0	0	0	0
Pkmyt1	76.000000	0	0	0	0	0	0	353	711	0	0	0	0	0	0	0
N4bp2	76.000000	0	0	0	0	0	0	519	545	0	0	0	0	0	0	0
Dcaf13	76.000000	0	0	0	0	0	0	551	513	0	0	0	0	0	0	0
Cenpk	76.000000	0	0	0	0	0	0	556	363	145	0	0	0	0	0	0
Trappc4	75.928571	0	0	0	0	0	0	484	579	0	0	0	0	0	0	0
Rps25	75.928571	0	0	0	0	0	0	484	579	0	0	0	0	0	0	0
Rbfa	75.928571	0	0	0	0	0	0	520	543	0	0	0	0	0	0	0
Nckap5l	75.928571	0	0	0	0	0	0	380	683	0	0	0	0	0	0	0
Ddc	75.928571	0	0	0	0	0	0	499	564	0	0	0	0	0	0	0
Cd244a	75.928571	0	0	0	0	0	0	592	471	0	0	0	0	0	0	0
Yrdc	75.857143	0	0	0	0	0	0	425	535	102	0	0	0	0	0	0
Wnt10b	75.857143	0	0	0	0	0	0	468	594	0	0	0	0	0	0	0
Pcmtd1	75.857143	0	0	0	0	0	0	517	406	139	0	0	0	0	0	0
