Target_genes	Irf2|Average	SRX122514|Dendritic_Cells	SRX122515|Dendritic_Cells	SRX122516|Dendritic_Cells	SRX122517|Dendritic_Cells	SRX122518|Dendritic_Cells	SRX122519|Dendritic_Cells	SRX122520|Dendritic_Cells	SRX122521|Dendritic_Cells	SRX122522|Dendritic_Cells	SRX122523|Dendritic_Cells	SRX6830819|Intestinal_stem_cells	SRX8335642|Intestinal_stem_cells	SRX2953593|MEF	SRX2953594|MEF	SRX2953595|MEF	SRX2953596|MEF	SRX3730243|Trophoblast_stem_cells	SRX3730244|Trophoblast_stem_cells	SRX3730278|Trophoblast_stem_cells	STRING
Cops7b	25.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	173	141	0
Tcf15	25.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	134	0	0
Zfp668	25.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	194	0	0
Zfp646	25.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	194	0	0
Cacybp	25.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	83	283	122	0	0	0	0
Uspl1	25.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	142	0
Tial1	25.631579	0	0	0	0	0	0	0	0	0	0	0	0	134	200	0	62	0	0	91	0
Spata5	25.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	198	0	86	0
Nudt6	25.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	198	0	86	0
Iigp1	25.473684	0	0	0	0	0	0	0	0	0	0	0	0	185	174	125	0	0	0	0	0
Sdf4	25.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	217	0
Cdc5l	25.368421	0	0	0	0	0	0	0	0	0	0	0	0	163	200	119	0	0	0	0	0
B3galt6	25.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	217	0
Ap2s1	25.368421	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	181	0	158	0
Abhd2	25.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	144	154	0	0
Ttc39c	25.052632	0	0	0	0	0	0	0	0	0	0	0	0	211	265	0	0	0	0	0	0
Fer	25.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	119	92	264	0	0	0	0
Ubqln4	24.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	354	0
Rab25	24.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	354	0
Lamtor2	24.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	354	0
Katna1	24.947368	0	0	0	0	0	0	0	0	0	0	97	0	169	0	98	0	110	0	0	0
Dnajc18	24.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	219	100	0	0	0
Rnf113a2	24.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	150	0	0
P2ry10b	24.736842	0	0	0	0	0	0	0	0	0	0	0	0	198	0	143	129	0	0	0	0
Gm3435	24.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	197	126	0
Ep400	24.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	202	0	0	0	0
Cflar	24.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	221	78	0	0	0
Rpp30	24.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	317	0
Mocs3	24.631579	0	0	0	0	0	0	0	0	0	0	0	0	130	0	167	171	0	0	0	0
Dpm1	24.631579	0	0	0	0	0	0	0	0	0	0	0	0	130	0	167	171	0	0	0	0
Atg10	24.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	93	149	226	0	0	0	0
Tasor	24.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	111	0
Mapk8ip2	24.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	99	208	0
Lyrm2	24.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	249	0	0
Atp10a	24.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	174	100	0	0	0
H2bc6	24.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	211	0	0	0
Gm13275	24.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	104	198	0	0
Cc2d1a	24.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	186	154	0
4930432K21Rik	24.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	186	154	0
Rpl27	24.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	235	0
Gatb	24.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	331	0
Ppfia3	23.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	181	0
Morc2a	23.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	120	0
2610001J05Rik	23.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	153	100	0
Oscar	23.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	273	0
Ndufa3	23.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	273	0
Tnfrsf14	23.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	124	184	142	0	0	0	0
Smg8	23.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	266	0	0
Marchf5	23.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	245	204	0	0	0	0	0
Cpeb3	23.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	245	204	0	0	0	0	0
Zbtb18	23.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	103	0	0
P4hb	23.421053	0	0	0	0	0	0	0	0	0	0	0	0	154	114	177	0	0	0	0	0
Srp54a	23.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	215	0	0	0	0
Phf11d	23.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	219	224	0	0	0	0	0
H2-L	23.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	244	0	0	0
H2-D1	23.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	244	0	0	0
Klhl20	23.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	273	0	0
Esrp1	23.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	255	0	0
Ormdl3	23.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	129	171	0
H4c14	23.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	204	92	0	0	0
Gfus	23.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	137	193	0
Hsph1	22.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	138	147	0
Gspt1	22.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	239	0
Tmem242	22.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	175	0	0	164	0
Mlkl	22.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	212	0	0	0	0
Psmd6	22.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	204	0	0
Capn15	22.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	156	103	0
Zfp637	22.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	130	119	0
Nr4a3	22.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	238	0	0	0	0
Slfn9	22.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	118	165	140	0	0	0	0
Ptk2	22.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	183	0	0	0	0
Slc39a3	22.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	212	0
Mtf2	22.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	137	125	0
Trip4	22.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	61	177	0
Nop14	22.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	317	0
Mrpl21	22.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	156	0	0
Ighmbp2	22.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	156	0	0
Grk4	22.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	317	0
Smarca5	21.947368	0	0	0	0	0	0	0	0	0	0	0	0	170	111	0	0	136	0	0	0
Gm13283	21.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	268	0	0
Wnk1	21.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	91	193	0
Ttc4	21.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	106	0
Ifi204	21.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	134	129	150	0	0	0	0
Helz2	21.684211	0	0	0	0	0	0	0	0	0	0	0	0	157	0	164	91	0	0	0	0
Btrc	21.684211	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	97	210	0
Nfxl1	21.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	271	0
Krr1	21.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	113	197	0
Zfp933	21.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	161	0	133	0	0
Srsf3	21.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	201	0	0	0	0
Rmdn3	21.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	125	144	0	0	0
Mettl9	21.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	205	0	0
Endov	21.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0
Usp25	21.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	176	89	0	0	0
Sirt2	21.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	271	0
Nfkbib	21.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	271	0
Specc1	21.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	140	0	0
Avpr1a	21.368421	0	0	0	0	0	0	0	0	0	0	0	0	204	0	202	0	0	0	0	0
Dmac1	21.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	228	0	0
Ezr	21.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	173	0	0	0
Cyld	21.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	115	172	115	0	0	0	0
Tor3a	21.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	189	0	0	0	0
H2-T23	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	236	0	0	0	0
Gas2	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	124	0
Fancf	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	124	0
Sar1b	20.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	253	0	0
Timm22	20.842105	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	123	123	0	0	0
Usp30	20.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	219	0	0
Plekha2	20.789474	0	0	0	0	0	0	0	0	0	0	0	0	104	0	146	0	145	0	0	0
Etv6	20.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	186	0	0	0	0
Rhoc	20.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	203	0	0
Pex3	20.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	119	0	0
Pet117	20.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	127	174	0
Kat14	20.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	127	174	0
Adat2	20.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	119	0	0
Fam227b	20.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	84	184	0	0	0
Dtwd1	20.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	84	184	0	0	0
Lcmt2	20.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0
Adal	20.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0
Cyp4v3	20.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	212	0	0	0	0
Tomm40l	20.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	179	0	0	0	0
Apoa2	20.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	179	0	0	0	0
Acadl	20.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	120	0	0	0	0
Mrpl24	20.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	163	0
Cep128	20.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	133	154	0
Psmd3	20.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	153	130	0
Mterf1a	20.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	76	206	0
Cdkn2c	20.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	203	0	0	0	0
Mettl18	20.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	161	0	0
H4c4	20.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	131	0	0	0
BC055324	20.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	161	0	0
Dennd4b	20.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	227	0	0	0
Frmd4a	20.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	187	0	0	0	0
Zfp189	19.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	234	0
Mrpl50	19.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	234	0
Psmg3	19.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	176	0	0
Rfesd	19.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	154	111	112	0	0	0	0
Hipk4	19.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	155	0	0
Zfp235	19.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	199	0
Zcchc8	19.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	148	0
Nudcd1	19.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	229	0
Eny2	19.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	229	0
Gm13277	19.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	216	0	0
Cbx5	19.684211	0	0	0	0	0	0	0	0	0	0	0	0	146	0	156	72	0	0	0	0
Vipas39	19.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	115	0	0	110	0
Gsdmd	19.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	160	0	0	0	0
Ahsa1	19.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	115	0	0	110	0
Ndufs7	19.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	173	0	0
Utp3	19.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0
Tpr	19.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	125	141	0
Rab33b	19.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	206	0
Odr4	19.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	125	141	0
Nek4	19.526316	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	102	0	159	0
Calr3	19.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	243	0
1700030K09Rik	19.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	243	0
Etfdh	19.473684	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	202	0
4930579G24Rik	19.473684	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	202	0
Rbsn	19.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	187	0
Cog3	19.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	83	108	0
Zfp94	19.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	227	0
Kif13b	19.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	129	0	125	0	0
Zfp11	19.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	108	0	0
Shkbp1	19.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	180	0
Pex5l	19.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0
Etfbkmt	19.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	203	0	0
Sec61a1	19.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	263	0
Clp1	18.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	247	0
Zc3h7b	18.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	213	0	0	0
Cdkn2aipnl	18.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	104	0	0
Trim50	18.789474	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	160	0	0	0
Stx16	18.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	157	0	0
Slc6a19	18.789474	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	183	0	0
Eps15	18.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	136	0	0
Zc3h11a	18.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	173	0
Zbed6	18.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	173	0
Phactr4	18.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	96	95	0
Mat1a	18.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	139	0	0
Gm13279	18.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	198	0	0
Gm13278	18.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	198	0	0
Myd88	18.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	141	87	0	0	0
Dgkh	18.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	191	0	0	0
Acaa1a	18.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	141	87	0	0	0
Asah2	18.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	118	0	0	0	0
Ap5s1	18.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	169	0
Bicd2	18.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	281	0
Pex14	18.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	212	0
Ncapg2	18.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	119	0	0
Dffa	18.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	212	0
Ccdc126	18.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	81	0	180	0
Bub1b	18.526316	0	0	0	0	0	0	0	0	0	0	0	0	120	232	0	0	0	0	0	0
Rps13	18.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0
Chmp5	18.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	94	100	0	0	0
Bag1	18.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	94	100	0	0	0
B2m	18.473684	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	213	0	0	0	0
Dusp11	18.421053	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	96	109	0	0	0
Mill2	18.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	148	0	0	0	0
Gm3411	18.368421	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0
Abhd6	18.368421	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0
Ppp3ca	18.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	164	0	0	0	0
Dars2	18.315789	0	0	0	0	0	0	0	0	0	0	0	0	117	0	138	0	93	0	0	0
Zfp36l1	18.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	148	0	0	0
Gbp11	18.105263	0	0	0	0	0	0	0	0	0	0	0	0	86	129	129	0	0	0	0	0
H4f16	18.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	167	0	0
H2aj	18.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	167	0	0
Crybg1	17.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	135	0	0
Snx27	17.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	161	0
Rbm34	17.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	188	0	0
Pla1a	17.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	125	0	0	0	0
Vcpip1	17.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	197	0
Rdm1	17.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	119	0	0
Med6	17.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	186	0	0
Cdk9	17.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	177	0
Gsk3a	17.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	109	121	0
Faf1	17.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	103	117	0
Pnpla6	17.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	167	0
Tmprss4	17.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	169	0	0
Lrig2	17.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	172	0	0	0	0
Ssb	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	97	65	0	0	0
Mkx	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0
B4galt7	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	148	0	0
Tmem147	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	139	0
Dcaf10	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0
Nkapl	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	124	0
Samhd1	17.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	179	0	0	0	0
St6galnac4	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	154	0	0	0
Gpatch8	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	160	0	0
Tmem94	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0
Gemin4	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	118	0	0
Elac2	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	123	0
Dbil5	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	118	0	0
H3c6	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	97	0	0
Dffb	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	113	0	0
Cep104	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	113	0	0
Ppa2	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0
Kremen2	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0
Vsir	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	145	0	0	0	0
Ddx21	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0
B9d2	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	129	0	0	0	0
Mrpl1	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	143	0	0
Gbp4	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	154	0	0
Fam149b	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	206	0	0
Ecd	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	206	0	0
Gpam	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	117	0	0
Ptcd2	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	121	0	0
Mrps27	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	121	0	0
Psmf1	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	148	0	0
Fcho2	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	159	0	0	0	0
4921524J17Rik	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	139	0	0	0	0
Trim69	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	149	0	0	0	0
Zup1	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	178	0	0	0
Kctd5	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	118	0	0
Zfp612	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	178	0	0
Zc3h7a	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	158	0	0	0	0
Med23	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	124	0	0
Wdfy2	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	150	0	0
Snapin	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	174	0
Gm5662	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	181	0	0
Pik3r3	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	108	98	102	0	0	0	0
Fbxo46	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0
Bhmg1	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0
Tomm7	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	130	0
Mphosph10	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	106	0	0
Mcee	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	106	0	0
Rpl29	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	178	0	0
Rab8a	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	182	0	0
Pias2	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0
Nudcd3	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0
Zfyve1	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0
