Target_genes	Cebpd|Average	SRX047644|3T3-L1	SRX047645|3T3-L1	SRX10965268|4T1	SRX10965269|4T1	SRX10965270|4T1	SRX10965271|4T1	SRX10965272|4T1	SRX10965273|4T1	SRX2901280|Macrophages	SRX2901281|Macrophages	SRX2901282|Macrophages	SRX2901283|Macrophages	SRX2901284|Macrophages	STRING
Cyfip2	77.769231	0	0	0	0	0	0	0	0	121	136	252	197	305	0
Mob2	77.692308	0	0	111	0	100	0	0	0	0	189	255	283	72	0
E2f1	77.615385	0	0	0	0	0	0	0	0	0	288	213	164	344	0
Uba5	77.538462	0	0	176	102	139	121	0	0	0	111	82	116	161	0
Msn	77.538462	0	0	151	0	0	0	0	0	0	164	224	215	254	0
Gng10	77.538462	0	0	0	0	0	0	0	0	99	198	144	337	230	0
Acad11	77.538462	0	0	176	102	139	121	0	0	0	111	82	116	161	0
Supt7l	77.461538	0	0	182	150	79	0	0	0	0	206	116	152	122	0
Slc4a1ap	77.461538	0	0	182	150	79	0	0	0	0	206	116	152	122	0
Rpl39	77.461538	0	0	296	191	222	176	0	0	0	0	0	0	122	0
Mast3	77.461538	0	0	203	277	180	220	0	0	0	0	0	0	127	0
Numbl	77.384615	0	0	131	154	0	173	0	0	0	0	144	159	245	0
Clca4b	77.384615	0	0	345	0	320	341	0	0	0	0	0	0	0	0
Safb2	77.307692	0	0	351	217	156	208	0	73	0	0	0	0	0	0
Safb	77.307692	0	0	351	217	156	208	0	73	0	0	0	0	0	0
Noxo1	77.307692	0	0	80	107	0	89	0	0	0	115	253	169	192	0
Gfer	77.307692	0	0	80	107	0	89	0	0	0	115	253	169	192	0
Wiz	77.153846	0	0	118	209	0	0	0	0	0	0	0	276	400	0
Txnl4b	77.153846	207	0	158	169	0	0	0	0	0	0	90	180	199	0
Slc31a1	77.153846	0	0	241	283	98	170	0	0	0	0	0	112	99	0
Gm829	77.153846	0	0	349	320	134	200	0	0	0	0	0	0	0	0
Fkbp15	77.153846	0	0	241	283	98	170	0	0	0	0	0	112	99	0
Dhx38	77.153846	207	0	158	169	0	0	0	0	0	0	90	180	199	0
Cd52	77.153846	0	0	0	0	0	0	0	0	0	241	208	189	365	0
Slc25a44	77.076923	0	0	0	0	0	0	0	0	0	105	193	263	441	0
Pfn2	77.076923	0	0	316	286	212	188	0	0	0	0	0	0	0	0
Pex5	77.076923	0	241	163	161	137	113	0	0	0	0	0	0	187	0
Gypc	77.076923	0	368	76	99	0	0	0	0	0	0	0	0	459	0
Epyc	77.076923	223	779	0	0	0	0	0	0	0	0	0	0	0	0
Car13	77.076923	0	0	202	144	157	132	0	0	0	0	0	185	182	0
Akap10	77.076923	0	0	0	0	0	0	0	0	108	127	188	226	353	0
Urgcp	77.000000	0	0	182	171	84	121	0	0	0	0	0	0	443	0
Lekr1	77.000000	0	0	318	339	163	181	0	0	0	0	0	0	0	0
Samsn1	76.923077	0	0	0	0	0	0	0	0	0	127	195	329	349	0
Limk2	76.923077	0	857	143	0	0	0	0	0	0	0	0	0	0	0
Copg1	76.923077	0	0	92	106	0	120	0	0	0	154	141	138	249	0
Zdhhc12	76.846154	0	0	236	288	97	217	0	0	0	0	0	0	161	0
Mapk8ip3	76.846154	0	174	96	211	133	99	0	0	0	0	0	0	286	0
Actb	76.846154	183	216	0	131	108	155	101	105	0	0	0	0	0	0
Slc29a1	76.769231	0	0	123	0	0	0	0	0	0	0	173	400	302	0
Mymx	76.769231	0	0	123	0	0	0	0	0	0	0	173	400	302	0
Dock9	76.769231	0	0	347	321	153	177	0	0	0	0	0	0	0	0
Add3	76.692308	0	0	189	174	109	0	0	0	0	124	0	207	194	0
Recql4	76.615385	0	0	299	245	232	0	0	0	0	0	0	0	220	0
Plau	76.615385	0	0	223	288	188	183	0	0	0	0	0	0	114	0
Lrrc14	76.615385	0	0	299	245	232	0	0	0	0	0	0	0	220	0
4930583I09Rik	76.538462	0	0	448	164	194	189	0	0	0	0	0	0	0	0
Fktn	76.461538	0	0	145	246	177	92	0	79	0	0	0	113	142	0
Dhx58	76.384615	0	0	0	0	0	0	0	0	148	0	178	232	435	0
Zc3h7a	76.307692	0	566	109	0	0	0	0	0	0	0	0	0	317	0
Nol12	76.307692	0	0	237	297	234	224	0	0	0	0	0	0	0	0
Icam1	76.307692	0	0	0	0	0	0	0	0	0	112	198	304	378	0
Pea15a	76.230769	0	0	91	0	0	0	0	0	0	213	162	189	336	0
Ccn1	76.230769	0	197	224	242	188	140	0	0	0	0	0	0	0	0
Uevld	76.153846	0	0	206	225	125	155	0	0	0	0	0	0	279	0
Tsr1	76.153846	0	0	346	208	250	186	0	0	0	0	0	0	0	0
Sgsm2	76.153846	0	0	346	208	250	186	0	0	0	0	0	0	0	0
Eif2b3	76.153846	0	0	379	279	195	137	0	0	0	0	0	0	0	0
Zbtb21	75.923077	0	0	188	354	148	155	0	0	0	0	0	0	142	0
Taf2	75.923077	0	0	239	331	200	217	0	0	0	0	0	0	0	0
Lsg1	75.923077	0	0	380	369	108	130	0	0	0	0	0	0	0	0
Praf2	75.769231	0	0	298	239	171	106	0	0	0	0	0	0	171	0
Prdm2	75.692308	0	0	323	276	239	146	0	0	0	0	0	0	0	0
Trib2	75.615385	0	0	242	302	202	237	0	0	0	0	0	0	0	0
Lbr	75.615385	0	226	0	0	0	0	0	0	126	96	111	140	284	0
Defb42	75.615385	0	0	153	147	0	216	0	0	0	0	144	123	200	0
Dact3	75.615385	0	0	173	151	0	141	0	0	0	164	107	136	111	0
Cenpm	75.615385	0	0	360	225	96	156	0	146	0	0	0	0	0	0
C77080	75.615385	0	0	258	221	134	134	0	0	0	0	0	236	0	0
Taf5	75.538462	0	0	191	198	142	133	0	0	0	0	0	160	158	0
Slc7a2	75.538462	0	178	113	113	168	102	0	162	0	0	0	0	146	0
Ccdc181	75.538462	0	0	274	255	258	195	0	0	0	0	0	0	0	0
Uxt	75.461538	0	0	323	336	129	193	0	0	0	0	0	0	0	0
Slc43a3	75.461538	0	774	0	0	0	0	0	0	0	0	0	0	207	0
Hspa4	75.461538	0	0	304	225	248	204	0	0	0	0	0	0	0	0
Cops8	75.461538	0	0	297	253	136	169	0	126	0	0	0	0	0	0
Alox12b	75.461538	0	0	298	301	241	141	0	0	0	0	0	0	0	0
Vax2	75.384615	0	120	124	0	0	0	0	0	0	195	203	0	338	0
Gpr152	75.384615	0	0	257	360	220	143	0	0	0	0	0	0	0	0
Cabp4	75.384615	0	0	257	360	220	143	0	0	0	0	0	0	0	0
Sesn2	75.307692	0	0	238	272	148	192	0	0	0	129	0	0	0	0
Klhl5	75.307692	0	273	216	167	0	125	0	0	0	0	0	0	198	0
Agbl5	75.307692	0	0	169	202	82	0	0	0	0	99	0	201	226	0
Mrpl23	75.230769	0	0	365	390	116	107	0	0	0	0	0	0	0	0
Gtpbp3	75.230769	0	156	192	273	121	236	0	0	0	0	0	0	0	0
Ano8	75.230769	0	156	192	273	121	236	0	0	0	0	0	0	0	0
Ywhab	75.153846	0	0	296	186	108	120	0	0	0	0	90	0	177	0
Dguok	75.076923	0	0	213	284	232	247	0	0	0	0	0	0	0	0
Zbtb34	75.000000	0	392	0	0	0	0	0	0	139	128	0	0	316	0
Mtfr2	75.000000	0	0	0	117	0	0	0	0	0	0	192	242	424	0
Trim59	74.923077	0	0	313	316	160	185	0	0	0	0	0	0	0	0
Snx9	74.923077	0	181	266	266	117	144	0	0	0	0	0	0	0	0
Sfpq	74.923077	0	90	206	289	179	210	0	0	0	0	0	0	0	0
Olfr1388	74.923077	0	0	328	403	117	126	0	0	0	0	0	0	0	0
Caprin2	74.923077	0	0	350	293	178	153	0	0	0	0	0	0	0	0
Supt5	74.846154	0	0	330	241	112	290	0	0	0	0	0	0	0	0
Angptl4	74.846154	0	0	194	232	0	148	0	0	0	0	0	206	193	0
Nedd4	74.769231	0	0	113	95	0	0	0	0	0	106	107	281	270	0
3830406C13Rik	74.769231	0	0	170	169	129	130	0	0	0	0	0	142	232	0
Snx14	74.692308	0	0	229	302	141	152	0	0	0	0	0	0	147	0
Olfr94	74.692308	0	141	248	233	124	225	0	0	0	0	0	0	0	0
Ptch1	74.538462	0	0	258	188	0	145	0	0	0	0	0	0	378	0
4930444G20Rik	74.538462	0	0	0	0	0	0	0	0	0	222	134	218	395	0
Zfp445	74.461538	0	0	0	0	0	0	0	0	0	172	0	230	566	0
Pdxp	74.230769	0	0	289	264	179	233	0	0	0	0	0	0	0	0
Ms4a4a	74.230769	0	0	0	0	0	0	0	0	0	151	0	0	814	0
Fam13b	74.230769	0	207	113	107	0	0	0	0	0	0	153	141	244	0
Exoc6b	74.230769	0	197	183	159	172	127	0	0	0	0	0	0	127	0
Ghitm	74.153846	0	0	281	296	141	131	0	0	0	0	0	0	115	0
Rnaseh1	74.076923	0	0	0	0	0	0	0	0	0	0	0	296	667	0
Kcnip3	74.076923	0	0	0	0	0	0	0	0	126	195	173	220	249	0
Pdpk1	74.000000	0	212	259	178	0	103	0	0	0	0	0	0	210	0
Rhoh	73.923077	0	0	0	0	0	0	0	0	0	79	134	288	460	0
Metrnl	73.923077	0	204	242	248	0	134	0	0	0	0	0	133	0	0
Kirrel	73.923077	0	210	308	218	100	125	0	0	0	0	0	0	0	0
Jam2	73.923077	0	207	221	177	134	222	0	0	0	0	0	0	0	0
C1qtnf1	73.923077	0	0	226	251	238	246	0	0	0	0	0	0	0	0
Tti1	73.846154	0	0	0	113	0	0	0	0	0	0	0	493	354	0
Rprd1b	73.846154	0	0	0	113	0	0	0	0	0	0	0	493	354	0
Nfyc	73.846154	0	0	159	131	0	101	0	0	205	0	0	0	364	0
Slc36a3	73.769231	0	0	0	0	0	0	0	0	0	0	161	244	554	0
Rpl10	73.769231	0	0	375	262	136	186	0	0	0	0	0	0	0	0
H2bc6	73.769231	0	0	277	323	188	171	0	0	0	0	0	0	0	0
H1f4	73.769231	0	0	277	323	188	171	0	0	0	0	0	0	0	0
Csf2rb2	73.615385	0	0	184	301	0	125	0	0	0	0	0	103	244	0
Cetn4	73.615385	0	456	0	0	0	0	0	0	0	0	0	97	404	0
Bcl2l1	73.615385	0	302	272	239	144	0	0	0	0	0	0	0	0	0
Bbs12	73.615385	0	456	0	0	0	0	0	0	0	0	0	97	404	0
N4bp2l2	73.538462	0	0	234	256	233	138	0	0	0	0	0	0	95	0
Egr1	73.538462	0	0	284	141	0	0	0	0	0	0	229	0	302	0
A930018P22Rik	73.538462	0	262	202	177	159	156	0	0	0	0	0	0	0	0
Ubxn7	73.461538	0	0	0	0	0	0	0	0	0	185	183	229	358	0
Slf2	73.461538	0	0	178	195	146	110	0	0	0	0	0	104	222	0
Nfam1	73.461538	0	0	0	0	0	0	0	0	104	153	147	119	432	0
Slfn3	73.384615	0	0	126	100	0	0	0	0	0	102	0	231	395	0
Bzw2	73.384615	0	0	268	270	138	278	0	0	0	0	0	0	0	0
Atp5g1	73.384615	0	206	228	248	138	134	0	0	0	0	0	0	0	0
Ankmy2	73.384615	0	0	268	270	138	278	0	0	0	0	0	0	0	0
Ppp1r12c	73.307692	0	0	223	160	100	140	0	0	0	0	173	0	157	0
Abl2	73.307692	0	0	284	265	197	207	0	0	0	0	0	0	0	0
Tgfb1i1	73.230769	0	158	197	297	186	114	0	0	0	0	0	0	0	0
Naa15	73.230769	0	0	377	306	107	162	0	0	0	0	0	0	0	0
Cd274	73.230769	0	0	115	0	165	204	0	0	0	0	0	180	288	0
4931428F04Rik	73.230769	0	0	158	202	115	0	0	0	0	0	0	208	269	0
Thra	73.153846	0	0	251	236	194	133	0	0	0	0	0	0	137	0
Robo3	73.153846	0	0	183	186	134	203	0	0	0	0	0	0	245	0
Pex7	73.153846	0	0	388	254	119	190	0	0	0	0	0	0	0	0
Krcc1	73.153846	0	0	0	78	0	0	0	0	0	0	0	316	557	0
Ect2	73.153846	0	0	350	353	105	143	0	0	0	0	0	0	0	0
Dph7	73.076923	0	0	379	279	106	186	0	0	0	0	0	0	0	0
Rnf213	72.923077	0	144	153	155	117	129	0	0	0	0	0	105	145	0
Derl1	72.923077	0	326	186	222	0	140	0	74	0	0	0	0	0	0
Ncf4	72.846154	0	0	0	0	0	0	0	0	0	165	174	251	357	0
Flywch2	72.846154	0	0	299	236	251	161	0	0	0	0	0	0	0	0
Ssh2	72.769231	0	0	0	0	0	0	0	0	0	96	215	258	377	0
Atp9b	72.769231	0	106	197	142	121	0	0	0	0	0	0	197	183	0
Dnaja1	72.692308	0	667	0	0	0	0	0	0	0	140	0	0	138	0
Slc25a51	72.615385	0	425	0	0	154	0	0	0	0	0	0	149	216	0
Mks1	72.615385	0	0	184	231	0	117	0	0	0	0	0	0	412	0
Nasp	72.538462	0	0	296	387	144	116	0	0	0	0	0	0	0	0
Amfr	72.538462	0	318	206	206	116	97	0	0	0	0	0	0	0	0
Robo4	72.461538	0	0	134	187	318	303	0	0	0	0	0	0	0	0
Rdh12	72.461538	0	0	0	0	0	0	0	0	0	183	159	131	469	0
Mfsd2a	72.461538	0	0	384	230	169	159	0	0	0	0	0	0	0	0
H2-DMa	72.461538	214	313	0	0	0	0	0	0	0	0	0	302	113	0
Cmip	72.461538	0	0	177	220	132	83	0	0	0	0	0	171	159	0
Mpp2	72.384615	0	0	277	343	182	139	0	0	0	0	0	0	0	0
Micall1	72.384615	0	0	319	283	168	171	0	0	0	0	0	0	0	0
Klhl9	72.384615	0	0	430	237	142	132	0	0	0	0	0	0	0	0
Tpr	72.307692	0	0	284	248	114	122	0	0	0	0	0	0	172	0
Odr4	72.307692	0	0	284	248	114	122	0	0	0	0	0	0	172	0
Ino80e	72.307692	0	0	192	173	142	181	0	97	0	0	0	0	155	0
Hirip3	72.307692	0	0	192	173	142	181	0	97	0	0	0	0	155	0
Ubd	72.153846	0	108	248	233	124	225	0	0	0	0	0	0	0	0
Serpina3g	72.153846	0	88	0	0	0	0	0	0	0	0	0	283	567	0
Serpina3f	72.153846	0	88	0	0	0	0	0	0	0	0	0	283	567	0
Arl8b	72.153846	0	0	281	266	166	225	0	0	0	0	0	0	0	0
Ndufaf4	72.076923	0	0	248	294	0	190	0	0	0	0	0	0	205	0
Agps	72.076923	0	0	338	287	151	161	0	0	0	0	0	0	0	0
Stat5b	72.000000	0	0	0	0	0	0	0	0	0	0	156	211	569	0
Raver1	72.000000	0	0	311	300	201	124	0	0	0	0	0	0	0	0
Hlcs	72.000000	0	0	351	302	162	121	0	0	0	0	0	0	0	0
Slc25a18	71.923077	0	0	63	0	0	0	0	0	0	0	99	252	521	0
Atp7a	71.923077	0	0	0	0	0	0	0	0	0	164	222	218	331	0
Klf5	71.846154	0	0	209	269	243	213	0	0	0	0	0	0	0	0
Ap2b1	71.846154	0	0	249	227	122	193	0	0	0	0	0	0	143	0
Siah2	71.692308	0	168	263	228	156	117	0	0	0	0	0	0	0	0
Adgb	71.692308	0	0	0	0	0	0	0	0	0	177	229	232	294	0
Top3a	71.615385	0	0	0	0	0	0	0	0	0	164	240	203	324	0
Speer3	71.615385	0	0	294	337	151	149	0	0	0	0	0	0	0	0
Smcr8	71.615385	0	0	0	0	0	0	0	0	0	164	240	203	324	0
Zbtb7b	71.538462	0	0	0	0	0	0	0	0	0	192	0	170	568	0
Nfkb2	71.461538	0	179	252	300	0	198	0	0	0	0	0	0	0	0
Gtf2ird1	71.384615	0	0	348	340	106	134	0	0	0	0	0	0	0	0
Slc25a26	71.307692	0	0	208	315	166	238	0	0	0	0	0	0	0	0
Snorc	71.076923	0	184	207	159	238	136	0	0	0	0	0	0	0	0
Rab14	71.076923	0	0	0	0	0	0	0	0	0	187	181	195	361	0
Hp	71.076923	0	587	0	0	0	0	0	0	0	0	0	0	337	0
Etv3	71.076923	0	0	157	138	0	102	0	0	0	0	154	153	220	0
Sppl2a	70.923077	0	410	0	80	0	0	0	0	0	0	80	128	224	0
Prpf6	70.923077	0	95	294	196	152	185	0	0	0	0	0	0	0	0
Erp29	70.846154	0	0	463	193	122	143	0	0	0	0	0	0	0	0
Eif2ak3	70.846154	0	0	199	308	258	156	0	0	0	0	0	0	0	0
Xpnpep2	70.769231	0	0	258	268	181	213	0	0	0	0	0	0	0	0
Tnfaip1	70.769231	0	0	195	215	205	103	0	0	0	0	64	0	138	0
Thumpd3	70.769231	0	166	172	209	0	0	0	0	0	88	0	170	115	0
Slc26a4	70.769231	0	177	189	185	171	198	0	0	0	0	0	0	0	0
Ift20	70.769231	0	0	195	215	205	103	0	0	0	0	64	0	138	0
Adgrl3	70.769231	0	0	273	257	162	228	0	0	0	0	0	0	0	0
Tmem134	70.692308	0	0	161	257	129	100	0	0	0	0	0	0	272	0
Rara	70.692308	0	0	145	92	177	0	0	0	0	158	100	159	88	0
Pcyt1a	70.692308	0	0	110	165	170	0	0	0	0	0	147	133	194	0
Lgmn	70.692308	0	0	0	187	102	195	0	0	0	185	0	0	250	0
Aip	70.692308	0	0	161	257	129	100	0	0	0	0	0	0	272	0
Rrnad1	70.615385	0	0	326	234	200	158	0	0	0	0	0	0	0	0
Isg20l2	70.615385	0	0	326	234	200	158	0	0	0	0	0	0	0	0
Il1rl2	70.538462	0	251	0	0	0	0	0	0	0	0	0	224	442	0
Ubxn6	70.461538	0	0	291	340	171	114	0	0	0	0	0	0	0	0
Ticam2	70.461538	0	0	0	0	0	0	0	0	0	0	157	307	452	0
Mtbp	70.461538	0	0	195	262	154	141	64	0	0	0	0	0	100	0
Mrpl13	70.461538	0	0	195	262	154	141	64	0	0	0	0	0	100	0
Mlip	70.461538	0	191	151	192	176	206	0	0	0	0	0	0	0	0
Hdgfl2	70.461538	0	0	291	340	171	114	0	0	0	0	0	0	0	0
Pcolce	70.384615	0	0	267	368	140	140	0	0	0	0	0	0	0	0
Gsc2	70.307692	0	0	256	316	101	241	0	0	0	0	0	0	0	0
Ess2	70.307692	0	0	256	316	101	241	0	0	0	0	0	0	0	0
Ccl5	70.307692	0	0	281	154	163	0	0	0	0	0	0	132	184	0
Bcl9l	70.307692	0	0	243	292	173	206	0	0	0	0	0	0	0	0
Ten1	70.153846	0	0	265	267	243	137	0	0	0	0	0	0	0	0
Ntng2	70.153846	0	0	0	0	87	0	0	0	0	178	156	172	319	0
Acox1	70.153846	0	0	265	267	243	137	0	0	0	0	0	0	0	0
Rab3gap2	70.076923	0	0	0	0	157	0	0	0	0	0	166	197	391	0
Csk	70.076923	0	0	0	98	0	128	0	0	0	0	144	136	405	0
Rmc1	70.000000	0	0	159	270	110	181	0	0	0	0	0	0	190	0
Olfr654	70.000000	0	0	419	334	0	157	0	0	0	0	0	0	0	0
Cds2	70.000000	0	226	0	0	0	0	0	0	0	106	0	160	418	0
AW209491	70.000000	0	0	243	163	115	111	0	0	0	0	107	0	171	0
4930453N24Rik	70.000000	0	0	348	343	104	115	0	0	0	0	0	0	0	0
Timm10b	69.923077	0	0	0	0	0	0	0	0	0	203	153	245	308	0
Lgals1	69.923077	155	128	170	203	150	103	0	0	0	0	0	0	0	0
Arfip2	69.923077	0	0	0	0	0	0	0	0	0	203	153	245	308	0
Gm9222	69.846154	0	0	202	261	88	165	0	0	0	0	0	0	192	0
Foxl1	69.846154	0	0	382	199	174	153	0	0	0	0	0	0	0	0
Dip2a	69.846154	0	0	327	301	102	178	0	0	0	0	0	0	0	0
Acot1	69.846154	0	0	0	0	0	0	0	0	0	0	144	257	507	0
Rusf1	69.615385	0	0	0	0	0	0	0	0	159	0	148	193	405	0
Prnd	69.615385	0	0	0	0	0	0	0	0	0	154	184	251	316	0
Engase	69.615385	0	0	250	270	151	147	0	0	0	0	0	0	87	0
Thap12	69.538462	0	156	178	165	0	0	0	0	0	0	0	147	258	0
Pdgfa	69.538462	0	0	271	235	134	264	0	0	0	0	0	0	0	0
Nap1l4	69.538462	0	0	112	183	137	107	0	0	0	0	0	138	227	0
Ints3	69.384615	0	0	275	336	159	132	0	0	0	0	0	0	0	0
Grsf1	69.384615	0	321	0	0	131	0	0	0	0	0	0	0	450	0
Ttf1	69.307692	0	0	0	101	0	0	0	0	0	239	287	131	143	0
Tgfbrap1	69.307692	0	374	283	159	0	85	0	0	0	0	0	0	0	0
Mpdu1	69.307692	0	0	168	126	0	0	0	0	0	0	136	165	306	0
Lcmt2	69.307692	0	0	216	131	0	210	0	0	0	0	0	83	261	0
Cfap77	69.307692	0	0	0	101	0	0	0	0	0	239	287	131	143	0
Adal	69.307692	0	0	216	131	0	210	0	0	0	0	0	83	261	0
AI597479	69.307692	0	374	283	159	0	85	0	0	0	0	0	0	0	0
1700042G07Rik	69.307692	0	0	0	0	0	0	0	0	0	185	214	205	297	0
Smarcd2	69.230769	0	126	197	0	0	82	0	0	0	115	125	145	110	0
Cox6a1	69.153846	0	140	193	220	144	202	0	0	0	0	0	0	0	0
Cldn10	69.153846	0	216	0	0	0	0	0	0	0	250	183	0	250	0
Zc3h12c	69.076923	0	0	268	182	0	276	0	0	0	0	0	0	172	0
Leng8	69.076923	0	0	345	250	174	0	0	129	0	0	0	0	0	0
Mrs2	68.923077	0	0	236	336	149	175	0	0	0	0	0	0	0	0
Epc2	68.923077	0	0	184	185	115	151	0	0	0	0	0	132	129	0
Dthd1	68.923077	0	0	0	0	239	130	0	0	0	0	0	171	356	0
Ptp4a3	68.846154	0	0	256	173	262	204	0	0	0	0	0	0	0	0
Cttnbp2nl	68.846154	0	112	249	151	156	132	0	0	0	0	0	95	0	0
Ccdc84	68.846154	0	0	126	96	88	0	0	0	0	164	0	160	261	0
Draxin	68.769231	0	259	0	0	0	0	0	0	0	0	0	115	520	0
Naip2	68.692308	0	0	0	0	0	0	0	0	0	224	123	220	326	0
Fam171a2	68.692308	0	207	0	0	0	0	0	0	0	0	0	197	489	0
Dyrk3	68.692308	0	233	103	106	0	95	0	0	0	0	0	121	235	0
Arrb1	68.692308	0	0	234	194	136	118	0	0	0	0	0	111	100	0
Kcnb1	68.615385	0	0	0	167	0	0	0	0	0	0	0	241	484	0
Helt	68.615385	0	0	214	366	202	110	0	0	0	0	0	0	0	0
Ubn2	68.538462	0	0	258	228	133	82	0	0	0	0	0	190	0	0
Asah1	68.538462	0	295	142	109	0	142	0	0	0	0	0	0	203	0
Tube1	68.461538	0	0	210	197	233	153	0	0	0	0	0	97	0	0
Tdrd1	68.461538	0	0	0	56	0	0	0	0	0	134	113	175	412	0
Sbsn	68.461538	0	0	296	234	187	173	0	0	0	0	0	0	0	0
Rad54b	68.461538	0	0	270	311	112	197	0	0	0	0	0	0	0	0
Fam229b	68.461538	0	0	210	197	233	153	0	0	0	0	0	97	0	0
Ctnnd1	68.461538	0	0	0	0	0	0	0	0	0	115	205	139	431	0
Ccdc186	68.461538	0	0	0	56	0	0	0	0	0	134	113	175	412	0
Btbd18	68.461538	0	0	0	0	0	0	0	0	0	115	205	139	431	0
B3galnt2	68.461538	0	0	361	254	151	124	0	0	0	0	0	0	0	0
Cx3cl1	68.384615	0	0	226	230	145	158	0	0	0	0	130	0	0	0
Tmem129	68.307692	0	0	349	203	128	137	71	0	0	0	0	0	0	0
Tm4sf19	68.307692	0	174	161	0	0	189	0	0	0	0	0	152	212	0
Tacc3	68.307692	0	0	349	203	128	137	71	0	0	0	0	0	0	0
Pdlim5	68.307692	0	312	176	182	79	139	0	0	0	0	0	0	0	0
Zfp330	68.230769	0	414	182	144	147	0	0	0	0	0	0	0	0	0
Txndc5	68.230769	0	0	330	240	134	183	0	0	0	0	0	0	0	0
Rpl30	68.230769	0	0	207	292	138	250	0	0	0	0	0	0	0	0
Purb	68.230769	0	0	275	317	107	188	0	0	0	0	0	0	0	0
Pknox2	68.230769	0	339	185	198	98	67	0	0	0	0	0	0	0	0
Eif2b2	68.230769	0	163	313	177	0	0	0	0	0	0	0	94	140	0
Dmkn	68.230769	0	0	294	307	117	169	0	0	0	0	0	0	0	0
Taf11	68.153846	0	0	168	170	113	0	0	0	0	177	0	0	258	0
Rgl1	68.153846	0	175	0	0	0	0	0	0	0	0	0	165	546	0
Plxnb1	68.153846	0	0	313	292	137	144	0	0	0	0	0	0	0	0
M1ap	68.153846	0	103	279	287	0	217	0	0	0	0	0	0	0	0
Ccnh	68.153846	0	0	119	252	192	182	0	0	0	0	0	0	141	0
Anks1	68.153846	0	0	168	170	113	0	0	0	0	177	0	0	258	0
Uck2	68.076923	0	0	284	198	214	189	0	0	0	0	0	0	0	0
Ms4a4d	68.076923	0	0	0	0	0	0	0	0	0	0	0	256	629	0
Mpp1	68.076923	0	0	0	0	0	0	0	0	0	185	183	220	297	0
Cdc45	68.076923	0	552	127	124	0	82	0	0	0	0	0	0	0	0
Usp1	68.000000	0	0	275	272	206	131	0	0	0	0	0	0	0	0
Srf	68.000000	0	0	138	111	0	0	0	0	0	164	0	205	266	0
Slc48a1	68.000000	0	0	0	92	0	0	0	0	0	195	183	209	205	0
Rab11a	68.000000	0	0	96	108	143	66	0	0	0	0	109	130	232	0
Necap1	68.000000	0	0	200	203	0	0	0	0	100	0	0	178	203	0
Mrpl36	68.000000	0	0	150	292	199	148	0	0	0	0	0	0	95	0
Zfp324	67.923077	0	0	123	0	0	0	0	0	0	146	172	289	153	0
Eya1	67.923077	0	236	277	185	0	185	0	0	0	0	0	0	0	0
Cd44	67.846154	0	0	232	246	118	185	0	0	0	0	0	0	101	0
Cenpb	67.769231	0	0	284	283	148	166	0	0	0	0	0	0	0	0
Ank1	67.769231	0	0	223	150	270	238	0	0	0	0	0	0	0	0
Unc5b	67.692308	0	128	0	145	169	179	0	0	0	0	125	0	134	0
St3gal2	67.692308	0	310	152	0	0	0	0	0	0	115	99	0	204	0
Rhou	67.615385	0	275	149	158	170	127	0	0	0	0	0	0	0	0
Gpr137b	67.615385	0	131	221	162	162	91	0	0	0	0	0	0	112	0
Dbr1	67.615385	0	0	261	238	91	170	0	0	0	0	0	0	119	0
Cd276	67.615385	0	0	0	0	0	0	0	0	0	220	143	271	245	0
Cdc14a	67.538462	0	0	179	215	0	0	0	0	0	152	0	122	210	0
Tbck	67.461538	0	0	199	204	169	186	0	0	0	0	0	0	119	0
Ostf1	67.461538	0	0	0	0	0	0	0	0	0	173	167	305	232	0
Nmrk1	67.461538	0	0	0	0	0	0	0	0	0	173	167	305	232	0
Imp3	67.461538	0	0	201	213	71	120	0	0	0	0	0	96	176	0
Fzd4	67.461538	0	150	207	125	124	146	0	0	0	0	0	0	125	0
Aimp1	67.461538	0	0	199	204	169	186	0	0	0	0	0	0	119	0
Rad21	67.384615	0	0	309	221	94	140	0	0	0	0	0	0	112	0
Dnajc15	67.384615	0	0	189	143	130	166	0	0	0	0	0	96	152	0
Nme7	67.307692	0	0	316	236	166	157	0	0	0	0	0	0	0	0
Itsn2	67.307692	0	0	414	240	0	221	0	0	0	0	0	0	0	0
Impact	67.307692	0	0	268	319	136	152	0	0	0	0	0	0	0	0
Fubp1	67.307692	0	219	223	181	142	110	0	0	0	0	0	0	0	0
Evi2a	67.307692	0	0	100	0	0	0	0	0	0	121	112	185	357	0
Evi2	67.307692	0	0	100	0	0	0	0	0	0	121	112	185	357	0
Dnajb4	67.307692	0	219	223	181	142	110	0	0	0	0	0	0	0	0
Cdk6	67.307692	0	0	226	181	148	198	0	0	0	0	0	0	122	0
Blzf1	67.307692	0	0	316	236	166	157	0	0	0	0	0	0	0	0
Ascc2	67.307692	0	0	316	201	179	179	0	0	0	0	0	0	0	0
Wdr20	67.230769	0	0	197	173	206	191	0	0	0	0	0	0	107	0
Cyp20a1	67.230769	0	0	230	224	151	154	0	115	0	0	0	0	0	0
Cwc25	67.230769	0	0	281	264	131	120	0	78	0	0	0	0	0	0
Chmp4b	67.230769	0	0	293	248	192	141	0	0	0	0	0	0	0	0
C1ra	67.230769	0	0	254	154	128	206	0	0	0	0	0	0	132	0
Bbc3	67.230769	0	0	206	217	144	105	0	0	0	0	0	116	86	0
