Target_genes	Nfix|Average	SRX7895562|Cerebellum_neural_progenitors	SRX7895563|Cerebellum_neural_progenitors	SRX10118211|HPC5	SRX10118213|HPC5	SRX10118215|HPC5	SRX10118216|HPC5	STRING
Mdp1	30.000000	0	180	0	0	0	0	0
Mcidas	30.000000	0	0	180	0	0	0	0
Kera	30.000000	0	180	0	0	0	0	0
Gsg1l	30.000000	0	180	0	0	0	0	0
Def8	30.000000	0	180	0	0	0	0	0
Cryz	30.000000	0	112	68	0	0	0	0
Cdc42ep3	30.000000	0	0	103	0	77	0	0
Cbr4	30.000000	0	102	0	0	78	0	0
Ash1l	30.000000	0	0	180	0	0	0	0
Twf2	29.833333	0	0	179	0	0	0	0
Tmem135	29.833333	0	179	0	0	0	0	0
Tmed10	29.833333	0	79	100	0	0	0	0
Spopl	29.833333	0	0	101	0	78	0	0
Slc35d3	29.833333	0	0	0	0	179	0	0
Simc1	29.833333	0	179	0	0	0	0	0
Psmb8	29.833333	0	0	95	0	84	0	0
Ppm1m	29.833333	0	0	179	0	0	0	0
Ndufa5	29.833333	0	179	0	0	0	0	0
Mthfs	29.833333	0	179	0	0	0	0	0
Isg15	29.833333	0	0	75	0	104	0	0
Gspt1	29.833333	0	0	98	0	81	0	0
Gdpd5	29.833333	0	179	0	0	0	0	0
Enpp1	29.833333	0	90	89	0	0	0	0
Eid1	29.833333	0	179	0	0	0	0	0
Asb15	29.833333	0	179	0	0	0	0	0
Armc8	29.833333	0	179	0	0	0	0	0
Arhgef10	29.833333	0	179	0	0	0	0	0
Agps	29.833333	0	104	75	0	0	0	0
Zfp119a	29.666667	0	0	106	0	72	0	0
Zfp113	29.666667	0	0	0	0	178	0	0
Set	29.666667	0	0	0	0	178	0	0
Rnf146	29.666667	0	0	0	0	178	0	0
Prss43	29.666667	0	178	0	0	0	0	0
Pdpk1	29.666667	0	0	178	0	0	0	0
Nfasc	29.666667	0	178	0	0	0	0	0
Mtmr2	29.666667	0	0	113	0	65	0	0
Fcho2	29.666667	0	0	178	0	0	0	0
Fam221a	29.666667	0	0	85	0	93	0	0
Cfl2	29.666667	0	87	91	0	0	0	0
Calhm6	29.666667	0	0	0	0	178	0	0
Tyrp1	29.500000	177	0	0	0	0	0	0
Tomm7	29.500000	0	83	94	0	0	0	0
Tjp2	29.500000	0	100	77	0	0	0	0
Slco2b1	29.500000	0	177	0	0	0	0	0
Prkcq	29.500000	0	177	0	0	0	0	0
Pcf11	29.500000	0	0	177	0	0	0	0
Ddx46	29.500000	0	0	177	0	0	0	0
Zfp740	29.333333	86	0	90	0	0	0	0
Ubald1	29.333333	0	176	0	0	0	0	0
Tfdp2	29.333333	0	0	176	0	0	0	0
Tab1	29.333333	0	104	72	0	0	0	0
Sf3a2	29.333333	0	0	72	0	104	0	0
Runx1t1	29.333333	0	176	0	0	0	0	0
Rps23	29.333333	0	0	94	0	82	0	0
Ralgds	29.333333	0	176	0	0	0	0	0
Ppp1r3d	29.333333	0	89	87	0	0	0	0
Plekhj1	29.333333	0	0	72	0	104	0	0
Osbpl5	29.333333	0	0	176	0	0	0	0
Morc2a	29.333333	0	0	176	0	0	0	0
Map2k4	29.333333	0	89	87	0	0	0	0
Hmgxb3	29.333333	0	0	176	0	0	0	0
Fam217b	29.333333	0	89	87	0	0	0	0
Eif3j2	29.333333	0	0	79	0	97	0	0
Eif3j1	29.333333	0	0	79	0	97	0	0
Dpp9	29.333333	0	0	176	0	0	0	0
Cyb5r4	29.333333	0	0	176	0	0	0	0
Csad	29.333333	86	0	90	0	0	0	0
Commd6	29.333333	0	0	76	0	100	0	0
Ugt8a	29.166667	0	175	0	0	0	0	0
Tcaim	29.166667	0	0	99	0	76	0	0
Spsb1	29.166667	0	175	0	0	0	0	0
Slc41a1	29.166667	0	0	61	0	114	0	0
Ptpmt1	29.166667	0	175	0	0	0	0	0
Ppp1r14b	29.166667	0	175	0	0	0	0	0
Ovol2	29.166667	0	0	175	0	0	0	0
Memo1	29.166667	0	0	71	0	104	0	0
Lamb3	29.166667	0	175	0	0	0	0	0
LOC114841036	29.166667	0	175	0	0	0	0	0
Gcsh	29.166667	0	0	88	0	87	0	0
Fkbp2	29.166667	0	175	0	0	0	0	0
Ddx19b	29.166667	0	72	0	0	103	0	0
Ankrd17	29.166667	0	83	92	0	0	0	0
Abca5	29.166667	0	0	175	0	0	0	0
Aars	29.166667	0	72	0	0	103	0	0
Vsir	29.000000	0	0	174	0	0	0	0
Vps72	29.000000	0	174	0	0	0	0	0
Poln	29.000000	0	174	0	0	0	0	0
Pip5k1a	29.000000	0	174	0	0	0	0	0
Mob1a	29.000000	0	174	0	0	0	0	0
Kbtbd6	29.000000	0	0	174	0	0	0	0
Haus3	29.000000	0	174	0	0	0	0	0
Fam3c	29.000000	0	174	0	0	0	0	0
Fam172a	29.000000	0	0	174	0	0	0	0
Dbi	29.000000	0	174	0	0	0	0	0
Ccdc150	29.000000	0	174	0	0	0	0	0
Bicral	29.000000	0	0	174	0	0	0	0
Atp7b	29.000000	0	0	174	0	0	0	0
Alg11	29.000000	0	0	174	0	0	0	0
Akt2	29.000000	0	174	0	0	0	0	0
Zfp566	28.833333	0	173	0	0	0	0	0
Zfp260	28.833333	0	173	0	0	0	0	0
Ptdss2	28.833333	0	0	110	0	63	0	0
Pnisr	28.833333	0	173	0	0	0	0	0
Nr1d1	28.833333	0	0	173	0	0	0	0
Fabp7	28.833333	0	173	0	0	0	0	0
Crisp2	28.833333	0	0	173	0	0	0	0
Cnih1	28.833333	0	92	81	0	0	0	0
Cdc25b	28.833333	0	96	77	0	0	0	0
Wscd2	28.666667	0	172	0	0	0	0	0
Usp53	28.666667	0	0	78	0	94	0	0
Tuba3b	28.666667	0	172	0	0	0	0	0
Ttc41	28.666667	0	172	0	0	0	0	0
Trim39	28.666667	0	0	172	0	0	0	0
Tmem123	28.666667	0	0	84	0	88	0	0
Sertad3	28.666667	0	172	0	0	0	0	0
Serpine1	28.666667	0	172	0	0	0	0	0
Rpl27a	28.666667	0	91	81	0	0	0	0
Rexo2	28.666667	0	0	87	0	85	0	0
Hsp90b1	28.666667	0	172	0	0	0	0	0
Gstm1	28.666667	0	172	0	0	0	0	0
Golim4	28.666667	0	0	0	0	172	0	0
Fosl2	28.666667	0	172	0	0	0	0	0
Fbxo10	28.666667	0	172	0	0	0	0	0
Egr2	28.666667	0	172	0	0	0	0	0
Cyb5r1	28.666667	0	0	172	0	0	0	0
Camk1g	28.666667	0	172	0	0	0	0	0
Atf7ip	28.666667	0	89	0	0	83	0	0
Arcn1	28.666667	0	172	0	0	0	0	0
Abt1	28.666667	0	172	0	0	0	0	0
Zc3h3	28.500000	0	67	104	0	0	0	0
U2af1l4	28.500000	0	171	0	0	0	0	0
Tnpo3	28.500000	0	171	0	0	0	0	0
Tmem101	28.500000	171	0	0	0	0	0	0
Stat3	28.500000	0	0	171	0	0	0	0
Shtn1	28.500000	0	171	0	0	0	0	0
Sema6a	28.500000	0	171	0	0	0	0	0
Rab11a	28.500000	0	171	0	0	0	0	0
Psenen	28.500000	0	171	0	0	0	0	0
Pafah1b2	28.500000	0	0	90	0	81	0	0
Lin37	28.500000	0	171	0	0	0	0	0
Gm536	28.500000	0	171	0	0	0	0	0
Epha4	28.500000	0	171	0	0	0	0	0
Cebpa	28.500000	0	0	0	0	171	0	0
Bcor	28.500000	0	0	171	0	0	0	0
Arhgef19	28.500000	0	0	171	0	0	0	0
Adora1	28.500000	0	0	171	0	0	0	0
Traf2	28.333333	0	0	81	0	89	0	0
Tecpr1	28.333333	0	170	0	0	0	0	0
Slbp	28.333333	0	0	170	0	0	0	0
Rrp8	28.333333	0	170	0	0	0	0	0
Ncl	28.333333	0	0	0	0	170	0	0
Mex3c	28.333333	0	0	0	0	170	0	0
Impdh2	28.333333	0	76	94	0	0	0	0
Ilk	28.333333	0	170	0	0	0	0	0
Gtpbp4	28.333333	0	0	170	0	0	0	0
Fam83d	28.333333	0	0	170	0	0	0	0
Chordc1	28.333333	0	79	91	0	0	0	0
Arhgdia	28.333333	0	0	170	0	0	0	0
Angptl2	28.333333	82	88	0	0	0	0	0
Ythdf3	28.166667	0	0	169	0	0	0	0
Tsen2	28.166667	0	169	0	0	0	0	0
Timm9	28.166667	0	169	0	0	0	0	0
Tatdn1	28.166667	0	0	169	0	0	0	0
Stard4	28.166667	0	0	108	0	61	0	0
Rasl10b	28.166667	0	169	0	0	0	0	0
Phldb2	28.166667	0	0	169	0	0	0	0
Ndufb9	28.166667	0	0	169	0	0	0	0
Gpatch3	28.166667	0	0	88	0	81	0	0
Gopc	28.166667	0	169	0	0	0	0	0
Ctsc	28.166667	0	0	91	0	78	0	0
2700049A03Rik	28.166667	0	169	0	0	0	0	0
Zfp882	28.000000	0	168	0	0	0	0	0
Tctex1d2	28.000000	0	168	0	0	0	0	0
Tcof1	28.000000	0	168	0	0	0	0	0
Srr	28.000000	0	108	60	0	0	0	0
Sppl2b	28.000000	0	168	0	0	0	0	0
Smg6	28.000000	0	108	60	0	0	0	0
Sirt7	28.000000	0	0	86	0	82	0	0
Sec22b	28.000000	0	72	96	0	0	0	0
Rpl27	28.000000	0	168	0	0	0	0	0
Rad1	28.000000	0	168	0	0	0	0	0
Prdm4	28.000000	0	101	67	0	0	0	0
Pdzd3	28.000000	0	0	168	0	0	0	0
Ndufb7	28.000000	0	168	0	0	0	0	0
Lsm7	28.000000	0	168	0	0	0	0	0
Kdm4d	28.000000	0	88	80	0	0	0	0
Gnpda1	28.000000	0	0	82	0	86	0	0
Fzd3	28.000000	0	168	0	0	0	0	0
Fbxo16	28.000000	0	168	0	0	0	0	0
Ehd1	28.000000	0	0	168	0	0	0	0
Cwc15	28.000000	0	88	80	0	0	0	0
Camkk1	28.000000	0	168	0	0	0	0	0
Brix1	28.000000	0	168	0	0	0	0	0
Avpr2	28.000000	0	168	0	0	0	0	0
Adamts5	28.000000	0	0	168	0	0	0	0
Wwp2	27.833333	0	0	0	0	167	0	0
Tmem95	27.833333	0	0	96	0	71	0	0
Tfb1m	27.833333	0	0	167	0	0	0	0
Slc35b3	27.833333	0	0	167	0	0	0	0
Rfx1	27.833333	0	0	167	0	0	0	0
Plag1	27.833333	0	0	0	0	167	0	0
Ormdl3	27.833333	0	0	0	0	167	0	0
Mapk8ip3	27.833333	0	0	62	0	105	0	0
Kctd11	27.833333	0	0	96	0	71	0	0
Htt	27.833333	0	0	167	0	0	0	0
Extl3	27.833333	0	79	0	0	88	0	0
Cib3	27.833333	0	0	167	0	0	0	0
Cd74	27.833333	0	0	167	0	0	0	0
Atic	27.833333	0	0	0	0	167	0	0
Agpat4	27.833333	0	167	0	0	0	0	0
Wasf3	27.666667	0	166	0	0	0	0	0
Ulk3	27.666667	0	0	71	0	95	0	0
Trnt1	27.666667	0	0	166	0	0	0	0
Tpm4	27.666667	0	73	93	0	0	0	0
Thg1l	27.666667	0	166	0	0	0	0	0
Taf8	27.666667	0	166	0	0	0	0	0
Slc36a1	27.666667	0	0	166	0	0	0	0
Slc35e4	27.666667	0	0	0	0	166	0	0
Rph3al	27.666667	0	166	0	0	0	0	0
Ptprm	27.666667	0	166	0	0	0	0	0
Nop2	27.666667	0	0	75	0	91	0	0
Nde1	27.666667	0	166	0	0	0	0	0
Naa16	27.666667	0	166	0	0	0	0	0
Mphosph8	27.666667	0	0	92	0	74	0	0
Marf1	27.666667	0	166	0	0	0	0	0
Map4	27.666667	0	0	0	0	166	0	0
Gtpbp2	27.666667	0	0	166	0	0	0	0
Ftl1	27.666667	0	0	0	0	166	0	0
E2f5	27.666667	0	166	0	0	0	0	0
Arhgap31	27.666667	0	0	166	0	0	0	0
Abhd17b	27.666667	0	104	62	0	0	0	0
2310009B15Rik	27.666667	0	0	0	0	166	0	0
1110059E24Rik	27.666667	0	104	62	0	0	0	0
Wrnip1	27.500000	0	0	0	0	165	0	0
Trmt44	27.500000	0	0	165	0	0	0	0
Top1	27.500000	0	0	0	0	165	0	0
Tmem255b	27.500000	0	165	0	0	0	0	0
Sec61b	27.500000	0	165	0	0	0	0	0
Micos10	27.500000	0	0	93	0	72	0	0
Fcgr3	27.500000	0	0	165	0	0	0	0
Fasn	27.500000	0	90	0	0	75	0	0
Alg2	27.500000	0	165	0	0	0	0	0
Abcc4	27.500000	0	0	165	0	0	0	0
Zar1l	27.333333	0	0	164	0	0	0	0
Xpot	27.333333	0	0	0	0	164	0	0
Taf6	27.333333	0	164	0	0	0	0	0
Mxd4	27.333333	0	164	0	0	0	0	0
Mospd3	27.333333	0	0	80	0	84	0	0
Mon1a	27.333333	0	87	77	0	0	0	0
Dynll2	27.333333	0	0	96	0	68	0	0
Cnpy4	27.333333	0	164	0	0	0	0	0
Chl1	27.333333	0	164	0	0	0	0	0
Cd55b	27.333333	0	164	0	0	0	0	0
Bsg	27.333333	0	164	0	0	0	0	0
Brca2	27.333333	0	0	164	0	0	0	0
Arpc3	27.333333	0	0	0	0	164	0	0
Zfp358	27.166667	0	0	163	0	0	0	0
Wfdc16	27.166667	0	0	163	0	0	0	0
Smim11	27.166667	0	163	0	0	0	0	0
Shld1	27.166667	0	80	0	83	0	0	0
Scarb2	27.166667	0	163	0	0	0	0	0
Rpl24	27.166667	0	163	0	0	0	0	0
Poglut3	27.166667	0	163	0	0	0	0	0
Pgam5	27.166667	0	0	163	0	0	0	0
Pcsk5	27.166667	0	163	0	0	0	0	0
Nras	27.166667	0	81	82	0	0	0	0
Naa25	27.166667	0	0	81	0	82	0	0
Lynx1	27.166667	0	163	0	0	0	0	0
Lig3	27.166667	0	163	0	0	0	0	0
Hspb8	27.166667	0	163	0	0	0	0	0
Hopx	27.166667	0	163	0	0	0	0	0
H6pd	27.166667	0	0	163	0	0	0	0
Zw10	27.000000	0	0	162	0	0	0	0
Zfp324	27.000000	0	162	0	0	0	0	0
Zbtb11	27.000000	0	82	80	0	0	0	0
Ydjc	27.000000	0	0	81	0	81	0	0
Ube2f	27.000000	0	162	0	0	0	0	0
Ttll3	27.000000	0	0	162	0	0	0	0
Slc9a1	27.000000	0	162	0	0	0	0	0
Septin9	27.000000	0	0	162	0	0	0	0
Rcn1	27.000000	0	0	162	0	0	0	0
Pla2g12a	27.000000	0	0	0	0	162	0	0
Pcm1	27.000000	0	162	0	0	0	0	0
Nos1	27.000000	0	162	0	0	0	0	0
Ndufv2	27.000000	0	162	0	0	0	0	0
Nab1	27.000000	0	0	77	0	85	0	0
Marchf8	27.000000	0	0	0	0	162	0	0
Lzts2	27.000000	0	162	0	0	0	0	0
Lif	27.000000	0	0	162	0	0	0	0
Ing3	27.000000	0	90	72	0	0	0	0
Gpr153	27.000000	0	162	0	0	0	0	0
Commd2	27.000000	0	162	0	0	0	0	0
Clec10a	27.000000	0	162	0	0	0	0	0
Cldn25	27.000000	0	0	162	0	0	0	0
Ccdc116	27.000000	0	0	81	0	81	0	0
Alg13	27.000000	0	162	0	0	0	0	0
Abcd4	27.000000	0	162	0	0	0	0	0
Ythdf2	26.833333	0	161	0	0	0	0	0
Wdr95	26.833333	0	161	0	0	0	0	0
Vamp8	26.833333	0	0	0	0	161	0	0
Rptor	26.833333	0	161	0	0	0	0	0
Rasal1	26.833333	0	0	161	0	0	0	0
Ppp1r11	26.833333	0	161	0	0	0	0	0
Pmp22	26.833333	0	161	0	0	0	0	0
Plekhb2	26.833333	0	0	161	0	0	0	0
Pdp1	26.833333	0	0	0	0	161	0	0
Mrpl4	26.833333	0	161	0	0	0	0	0
Map9	26.833333	0	78	0	0	83	0	0
Lrp12	26.833333	0	161	0	0	0	0	0
Gatad2b	26.833333	0	161	0	0	0	0	0
Eif4g1	26.833333	0	161	0	0	0	0	0
Azin1	26.833333	0	91	70	0	0	0	0
Arvcf	26.833333	0	161	0	0	0	0	0
Zwint	26.666667	0	160	0	0	0	0	0
Zfp963	26.666667	0	160	0	0	0	0	0
Zfp57	26.666667	0	160	0	0	0	0	0
Unkl	26.666667	0	160	0	0	0	0	0
Unc93b1	26.666667	0	0	160	0	0	0	0
Rnpep	26.666667	0	0	160	0	0	0	0
Rnf13	26.666667	0	160	0	0	0	0	0
Psmg1	26.666667	0	0	79	0	81	0	0
Pla2g6	26.666667	0	0	160	0	0	0	0
Pgm1	26.666667	0	88	0	0	72	0	0
Percc1	26.666667	0	160	0	0	0	0	0
Paip1	26.666667	0	0	160	0	0	0	0
Htr3a	26.666667	0	160	0	0	0	0	0
Fzd1	26.666667	0	160	0	0	0	0	0
Fbl	26.666667	0	0	160	0	0	0	0
Elac1	26.666667	0	0	160	0	0	0	0
E2f6	26.666667	0	0	160	0	0	0	0
Dyrk1a	26.666667	0	160	0	0	0	0	0
D130040H23Rik	26.666667	0	160	0	0	0	0	0
BC003965	26.666667	0	160	0	0	0	0	0
Tada2a	26.500000	0	0	0	0	159	0	0
Suco	26.500000	0	159	0	0	0	0	0
Spag4	26.500000	0	159	0	0	0	0	0
Snrpd2	26.500000	0	85	74	0	0	0	0
Rnpc3	26.500000	0	0	0	0	159	0	0
Rab11fip2	26.500000	0	0	159	0	0	0	0
Qpctl	26.500000	0	85	74	0	0	0	0
Plekhh2	26.500000	0	159	0	0	0	0	0
Pds5b	26.500000	0	0	159	0	0	0	0
Il12a	26.500000	0	159	0	0	0	0	0
Cstf3	26.500000	0	75	84	0	0	0	0
Crybb3	26.500000	0	159	0	0	0	0	0
Cops3	26.500000	0	0	159	0	0	0	0
Them4	26.333333	0	158	0	0	0	0	0
Spag9	26.333333	0	158	0	0	0	0	0
Rnaset2b	26.333333	0	0	158	0	0	0	0
Rnaset2a	26.333333	0	0	158	0	0	0	0
Rccd1	26.333333	0	158	0	0	0	0	0
Pskh1	26.333333	0	158	0	0	0	0	0
Prdm5	26.333333	0	158	0	0	0	0	0
Mgat5b	26.333333	0	158	0	0	0	0	0
Med6	26.333333	0	0	158	0	0	0	0
Lars2	26.333333	0	158	0	0	0	0	0
Bod1	26.333333	0	158	0	0	0	0	0
Arhgap30	26.333333	0	0	158	0	0	0	0
Abhd14b	26.333333	0	158	0	0	0	0	0
Zbtb25	26.166667	0	81	76	0	0	0	0
Zbtb1	26.166667	0	81	76	0	0	0	0
Ulbp1	26.166667	0	0	157	0	0	0	0
Ttll12	26.166667	0	0	81	0	76	0	0
Tmem17	26.166667	0	157	0	0	0	0	0
Rtp4	26.166667	0	157	0	0	0	0	0
Prdm8	26.166667	0	157	0	0	0	0	0
Pheta2	26.166667	0	0	157	0	0	0	0
Naga	26.166667	0	0	157	0	0	0	0
Fam8a1	26.166667	0	0	157	0	0	0	0
Fam43a	26.166667	0	157	0	0	0	0	0
Cpe	26.166667	0	157	0	0	0	0	0
Col14a1	26.166667	0	157	0	0	0	0	0
Clip3	26.166667	0	157	0	0	0	0	0
Chd1l	26.166667	0	0	157	0	0	0	0
Adrm1	26.166667	0	0	157	0	0	0	0
Zic5	26.000000	0	156	0	0	0	0	0
Zfp521	26.000000	0	156	0	0	0	0	0
Vmn1r218	26.000000	0	156	0	0	0	0	0
Ubxn1	26.000000	0	0	156	0	0	0	0
Tcerg1l	26.000000	0	156	0	0	0	0	0
Sntb2	26.000000	0	0	156	0	0	0	0
Pthlh	26.000000	0	0	156	0	0	0	0
Pex3	26.000000	0	156	0	0	0	0	0
Nacad	26.000000	0	156	0	0	0	0	0
Mndal	26.000000	0	156	0	0	0	0	0
Mif4gd	26.000000	0	0	156	0	0	0	0
Mfng	26.000000	0	0	0	0	156	0	0
Lnp1	26.000000	0	156	0	0	0	0	0
Fbxo5	26.000000	0	156	0	0	0	0	0
Eif4a3	26.000000	0	0	89	0	67	0	0
Eif2ak3	26.000000	0	0	156	0	0	0	0
Cyfip2	26.000000	0	0	156	0	0	0	0
Chrnb2	26.000000	0	0	156	0	0	0	0
Arc	26.000000	0	156	0	0	0	0	0
Adat2	26.000000	0	156	0	0	0	0	0
Zbtb42	25.833333	0	0	155	0	0	0	0
Ywhab	25.833333	0	0	155	0	0	0	0
Triobp	25.833333	0	0	155	0	0	0	0
Trhr2	25.833333	0	155	0	0	0	0	0
Rnf214	25.833333	0	0	155	0	0	0	0
Pkn3	25.833333	0	0	155	0	0	0	0
Pcsk7	25.833333	0	0	155	0	0	0	0
Palb2	25.833333	0	0	155	0	0	0	0
Myef2	25.833333	0	0	0	0	155	0	0
Ing5	25.833333	0	155	0	0	0	0	0
Hexim1	25.833333	0	0	155	0	0	0	0
Hacd1	25.833333	0	0	0	0	155	0	0
Entpd4b	25.833333	0	0	0	0	155	0	0
Entpd4	25.833333	0	0	0	0	155	0	0
Dtymk	25.833333	0	155	0	0	0	0	0
Dctn5	25.833333	0	0	155	0	0	0	0
Cox20	25.833333	0	155	0	0	0	0	0
Ankrd39	25.833333	0	0	155	0	0	0	0
Akt1	25.833333	0	0	155	0	0	0	0
Zfp68	25.666667	0	154	0	0	0	0	0
Zfp507	25.666667	0	0	154	0	0	0	0
Scn3a	25.666667	0	154	0	0	0	0	0
Pten	25.666667	0	0	154	0	0	0	0
Pou3f2	25.666667	0	154	0	0	0	0	0
Pgs1	25.666667	0	154	0	0	0	0	0
Peli2	25.666667	0	154	0	0	0	0	0
Nfatc2ip	25.666667	0	0	154	0	0	0	0
Ndrg1	25.666667	0	0	0	0	154	0	0
Mtus1	25.666667	0	154	0	0	0	0	0
Mfap4	25.666667	0	154	0	0	0	0	0
Gpatch8	25.666667	0	154	0	0	0	0	0
Ficd	25.666667	0	0	154	0	0	0	0
Fam78a	25.666667	0	0	154	0	0	0	0
Eri1	25.666667	0	0	81	0	73	0	0
Epb41l4b	25.666667	0	154	0	0	0	0	0
Coro1c	25.666667	0	154	0	0	0	0	0
Cdkn2c	25.666667	0	0	154	0	0	0	0
Bco1	25.666667	0	154	0	0	0	0	0
A430033K04Rik	25.666667	0	154	0	0	0	0	0
1700123K08Rik	25.666667	0	154	0	0	0	0	0
Zkscan3	25.500000	0	153	0	0	0	0	0
Uqcc1	25.500000	0	0	153	0	0	0	0
Top1mt	25.500000	0	0	0	0	153	0	0
Spata18	25.500000	0	153	0	0	0	0	0
Snx29	25.500000	0	0	153	0	0	0	0
Sgcb	25.500000	0	153	0	0	0	0	0
Serpini1	25.500000	0	153	0	0	0	0	0
Sdhaf3	25.500000	0	153	0	0	0	0	0
Rtl9	25.500000	0	153	0	0	0	0	0
Rcn2	25.500000	0	0	153	0	0	0	0
Pdcd10	25.500000	0	153	0	0	0	0	0
Pacsin2	25.500000	0	0	153	0	0	0	0
Mterf1a	25.500000	0	0	153	0	0	0	0
Mob3a	25.500000	0	153	0	0	0	0	0
Izumo4	25.500000	0	153	0	0	0	0	0
Il17c	25.500000	0	153	0	0	0	0	0
Fam91a1	25.500000	0	0	0	0	153	0	0
Chmp7	25.500000	0	153	0	0	0	0	0
Cbx2	25.500000	0	0	153	0	0	0	0
Bcas3	25.500000	0	0	153	0	0	0	0
Atxn7l1	25.500000	0	153	0	0	0	0	0
0610010F05Rik	25.500000	0	153	0	0	0	0	0
Tmem208	25.333333	0	152	0	0	0	0	0
Strip1	25.333333	0	152	0	0	0	0	0
Shisal2b	25.333333	0	152	0	0	0	0	0
Rpa2	25.333333	0	152	0	0	0	0	0
Prss56	25.333333	0	152	0	0	0	0	0
Pias2	25.333333	0	0	72	0	80	0	0
Nudt14	25.333333	0	0	152	0	0	0	0
Lrrc29	25.333333	0	152	0	0	0	0	0
Chrnd	25.333333	0	152	0	0	0	0	0
Ccdc6	25.333333	0	0	152	0	0	0	0
Brwd3	25.333333	0	152	0	0	0	0	0
Baz2a	25.333333	0	152	0	0	0	0	0
Ate1	25.333333	0	0	0	0	152	0	0
Txnip	25.166667	0	151	0	0	0	0	0
Tecr	25.166667	0	151	0	0	0	0	0
Srf	25.166667	0	151	0	0	0	0	0
Shisa8	25.166667	0	151	0	0	0	0	0
Ric8b	25.166667	0	0	151	0	0	0	0
Ptgs1	25.166667	0	0	151	0	0	0	0
Polr1b	25.166667	0	0	0	0	151	0	0
Pmpca	25.166667	0	151	0	0	0	0	0
Pfkl	25.166667	0	0	151	0	0	0	0
Pbx3	25.166667	0	151	0	0	0	0	0
Nuak1	25.166667	0	151	0	0	0	0	0
Nsun6	25.166667	0	151	0	0	0	0	0
Kat8	25.166667	0	0	151	0	0	0	0
Islr2	25.166667	0	151	0	0	0	0	0
Il1rap	25.166667	0	0	0	0	151	0	0
Fis1	25.166667	0	0	70	0	81	0	0
Etfrf1	25.166667	0	0	151	0	0	0	0
Entr1	25.166667	0	151	0	0	0	0	0
Dgkh	25.166667	0	0	85	0	66	0	0
Casc1	25.166667	0	0	151	0	0	0	0
C1qbp	25.166667	0	0	151	0	0	0	0
Atp6v1h	25.166667	0	0	151	0	0	0	0
Arl5b	25.166667	0	151	0	0	0	0	0
Trak1	25.000000	0	81	69	0	0	0	0
Tomm22	25.000000	0	0	150	0	0	0	0
Tmem210	25.000000	0	150	0	0	0	0	0
Speg	25.000000	0	150	0	0	0	0	0
Six5	25.000000	0	0	0	0	150	0	0
Sik1	25.000000	0	0	150	0	0	0	0
Serpinb8	25.000000	0	150	0	0	0	0	0
Polr3g	25.000000	0	150	0	0	0	0	0
Perp	25.000000	0	0	150	0	0	0	0
Noc2l	25.000000	0	0	150	0	0	0	0
Mdfi	25.000000	0	0	150	0	0	0	0
Mblac2	25.000000	0	150	0	0	0	0	0
Macir	25.000000	0	150	0	0	0	0	0
Lrrc26	25.000000	0	150	0	0	0	0	0
Klhl17	25.000000	0	0	150	0	0	0	0
Gm9507	25.000000	0	150	0	0	0	0	0
Gm2696	25.000000	0	150	0	0	0	0	0
Fam90a1b	25.000000	0	150	0	0	0	0	0
Dpp7	25.000000	0	0	150	0	0	0	0
Ccng2	25.000000	0	150	0	0	0	0	0
Casz1	25.000000	0	150	0	0	0	0	0
Apoo	25.000000	0	150	0	0	0	0	0
Zfp276	24.833333	0	0	149	0	0	0	0
Vps9d1	24.833333	0	0	149	0	0	0	0
Trim6	24.833333	0	0	149	0	0	0	0
Trim37	24.833333	0	0	149	0	0	0	0
Slc2a1	24.833333	0	0	80	0	69	0	0
Rad51ap1	24.833333	0	149	0	0	0	0	0
Ppp1r21	24.833333	0	0	0	0	149	0	0
Pfn1	24.833333	0	0	0	0	149	0	0
Grap2	24.833333	0	149	0	0	0	0	0
Gramd1b	24.833333	0	149	0	0	0	0	0
Eno3	24.833333	0	0	0	0	149	0	0
Dpy19l1	24.833333	0	0	149	0	0	0	0
D6Wsu163e	24.833333	0	149	0	0	0	0	0
Atg16l1	24.833333	0	0	149	0	0	0	0
1600014C23Rik	24.833333	0	0	149	0	0	0	0
Sumf1	24.666667	0	0	0	0	148	0	0
Rps20	24.666667	0	0	148	0	0	0	0
Rpl21	24.666667	0	148	0	0	0	0	0
Rbck1	24.666667	0	0	148	0	0	0	0
Rab34	24.666667	0	148	0	0	0	0	0
Pin1	24.666667	0	0	148	0	0	0	0
Olfm1	24.666667	0	148	0	0	0	0	0
Kansl1	24.666667	0	148	0	0	0	0	0
Gm4861	24.666667	0	148	0	0	0	0	0
Egln2	24.666667	0	0	148	0	0	0	0
Dsel	24.666667	0	0	148	0	0	0	0
Dcp1b	24.666667	0	0	148	0	0	0	0
Caap1	24.666667	0	0	148	0	0	0	0
Bmpr1b	24.666667	0	148	0	0	0	0	0
Whamm	24.500000	0	0	147	0	0	0	0
Tsr3	24.500000	0	0	75	0	72	0	0
Tprkb	24.500000	0	0	147	0	0	0	0
Syngap1	24.500000	0	147	0	0	0	0	0
Shbg	24.500000	0	147	0	0	0	0	0
Sat2	24.500000	0	147	0	0	0	0	0
Prr12	24.500000	0	147	0	0	0	0	0
Pex2	24.500000	0	0	147	0	0	0	0
Nup188	24.500000	0	0	147	0	0	0	0
Nat8f1	24.500000	0	0	147	0	0	0	0
