Target_genes	Pknox1|Average	SRX170715|Embryonic_trunk	SRX759626|ES_cells	SRX442884|MEF	SRX625489|MEF	SRX625491|MEF	STRING
Trafd1	534.000000	344	521	747	279	779	0
Epha4	534.000000	478	429	650	501	612	0
Slc25a32	533.600000	286	358	811	191	1022	0
Dcaf13	533.600000	286	358	811	191	1022	0
Masp2	531.400000	0	0	1190	0	1467	0
Hnrnpdl	529.200000	739	516	646	301	444	0
Enoph1	529.200000	739	516	646	301	444	0
Creb3l3	529.200000	638	867	464	0	677	0
Dhx35	527.800000	158	309	1012	0	1160	0
Paip2b	527.400000	163	271	867	204	1132	0
Prr13	525.200000	169	233	675	432	1117	0
Hoxb2	524.200000	0	0	1315	120	1186	0
Psmd8	523.400000	427	545	536	218	891	0
Ankrd1	522.400000	0	0	1131	340	1141	0
Lrp10	521.800000	483	801	552	0	773	0
Suz12	521.600000	207	515	971	186	729	0
Cgrrf1	519.400000	192	205	845	156	1199	0
Mob3a	518.600000	679	524	512	309	569	0
Izumo4	518.600000	679	524	512	309	569	0
Zadh2	517.800000	0	0	1060	187	1342	0
Tshz1	517.800000	0	0	1060	187	1342	0
Podxl2	514.200000	1043	1182	184	162	0	0
Vapb	512.600000	390	323	830	216	804	0
Setd4	512.000000	119	0	925	468	1048	0
Cbr1	512.000000	119	0	925	468	1048	0
H3c10	511.200000	0	0	1071	0	1485	0
H2bc14	511.200000	0	0	1071	0	1485	0
H2bc13	511.200000	0	0	1071	0	1485	0
H2ac13	511.200000	0	0	1071	0	1485	0
Lnx1	510.600000	726	755	480	0	592	0
Dcaf11	509.800000	360	439	752	193	805	0
Swi5	508.000000	550	395	623	317	655	0
Golga2	508.000000	550	395	623	317	655	0
Gm46430	506.400000	0	364	775	455	938	0
Dyrk1a	505.600000	552	723	568	186	499	0
Ttc23	505.400000	0	218	758	190	1361	0
Lrrc28	505.400000	0	218	758	190	1361	0
Sall1	505.200000	684	1842	0	0	0	0
Terf1	504.800000	863	338	525	148	650	0
Stk38l	502.600000	542	523	694	0	754	0
Adamts9	502.600000	0	122	1008	148	1235	0
Ddx19a	502.200000	326	255	1017	0	913	0
Rhpn1	501.400000	307	375	819	259	747	0
Cdk5r2	501.200000	990	1312	0	204	0	0
Vapa	500.000000	385	578	687	227	623	0
Zfp574	499.200000	219	255	597	190	1235	0
Grik5	499.200000	219	255	597	190	1235	0
Cenpf	497.400000	194	195	795	148	1155	0
Borcs6	496.400000	0	379	809	163	1131	0
Ufm1	496.200000	184	139	922	0	1236	0
Zbtb3	495.400000	404	237	641	222	973	0
Polr2g	495.400000	404	237	641	222	973	0
Prr3	494.800000	426	536	773	165	574	0
Gnl1	494.800000	426	536	773	165	574	0
Dtd1	494.600000	164	426	746	0	1137	0
Cachd1	494.000000	177	0	1036	216	1041	0
Tbck	491.800000	0	0	976	0	1483	0
Aimp1	491.800000	0	0	976	0	1483	0
Pip4p2	490.800000	0	0	1152	0	1302	0
Nfyc	490.200000	133	160	714	310	1134	0
Slc6a6	488.000000	0	192	928	414	906	0
Mmd	487.800000	249	264	712	185	1029	0
Gna11	487.800000	847	675	495	0	422	0
Mink1	486.600000	275	167	970	0	1021	0
Pdcd11	485.600000	239	282	918	0	989	0
Csnk1g1	485.600000	0	0	755	199	1474	0
Atp5md	485.600000	239	282	918	0	989	0
Chst2	484.000000	390	684	361	684	301	0
Pou2f1	483.200000	446	725	530	148	567	0
Zfp446	482.600000	656	692	664	0	401	0
Ushbp1	482.400000	193	474	801	222	722	0
Babam1	482.400000	193	474	801	222	722	0
St3gal3	481.000000	0	0	928	272	1205	0
Yy1	480.600000	560	361	721	109	652	0
Tmem87a	480.400000	139	0	1063	0	1200	0
Ganc	480.400000	139	0	1063	0	1200	0
Dtwd2	479.200000	473	423	626	259	615	0
Spata18	478.200000	0	0	1065	0	1326	0
Sgcb	478.200000	0	0	1065	0	1326	0
Akap5	477.800000	1213	1176	0	0	0	0
Stxbp5	475.200000	385	0	948	0	1043	0
Hey1	473.400000	477	589	600	122	579	0
Klf3	473.000000	492	661	504	166	542	0
Spg7	472.000000	86	150	938	201	985	0
Yipf5	470.600000	177	262	780	350	784	0
Tbc1d17	470.400000	502	685	505	162	498	0
Akt1s1	470.400000	502	685	505	162	498	0
Gm3448	468.600000	0	360	806	299	878	0
Gm3417	468.600000	0	360	806	299	878	0
Spsb3	466.800000	164	264	743	275	888	0
Nubp2	466.800000	164	264	743	275	888	0
Rab40b	466.200000	279	280	627	242	903	0
Ercc6l	465.600000	279	324	754	365	606	0
Yju2	465.200000	311	308	574	446	687	0
Tmem158	463.200000	360	582	681	131	562	0
Eef1akmt1	461.200000	370	278	761	0	897	0
Fam161a	460.800000	241	319	744	0	1000	0
Tcte3	458.800000	0	311	806	299	878	0
Mzt1	458.200000	0	187	980	0	1124	0
Bora	458.200000	0	187	980	0	1124	0
Cnot6l	458.000000	219	204	680	225	962	0
Hpcal4	457.600000	750	1152	132	0	254	0
Tns2	456.600000	0	0	1019	145	1119	0
Tmem125	455.200000	412	466	525	249	624	0
Shld1	453.600000	205	253	906	109	795	0
Vac14	451.800000	180	113	993	162	811	0
Mpp7	451.600000	383	487	509	0	879	0
Zfp825	448.800000	202	373	549	297	823	0
Igsf9b	446.800000	225	379	660	0	970	0
Syngr2	445.000000	131	152	855	100	987	0
Zfp820	444.400000	782	896	174	370	0	0
Ppm1d	442.400000	142	0	873	289	908	0
Slc25a28	441.400000	378	498	562	165	604	0
Cyb5r3	440.400000	197	0	859	0	1146	0
Slc37a4	439.600000	196	0	740	288	974	0
Dgcr8	439.400000	98	181	951	0	967	0
Uap1	437.800000	317	525	568	162	617	0
Fnip1	436.200000	779	444	585	0	373	0
Myadm	435.600000	0	0	1002	0	1176	0
Armcx4	435.200000	215	457	593	301	610	0
Exoc4	435.000000	0	0	736	0	1439	0
Cabp1	431.400000	671	999	233	0	254	0
Mbnl1	431.200000	0	0	938	113	1105	0
Usp29	429.800000	456	709	511	0	473	0
Peg3	429.800000	456	709	511	0	473	0
Gna12	429.800000	257	234	531	201	926	0
Yif1a	429.200000	121	164	683	263	915	0
Tmem151a	429.200000	121	164	683	263	915	0
Slc9a3r1	428.200000	0	0	809	248	1084	0
Mei4	427.800000	0	560	644	0	935	0
Gm3435	426.800000	0	311	806	299	718	0
Narf	424.800000	254	164	686	0	1020	0
Cnot6	423.800000	0	231	678	61	1149	0
Kirrel	423.600000	0	207	957	0	954	0
Zfp655	422.200000	188	180	729	0	1014	0
Ermard	422.200000	0	290	704	239	878	0
Tsacc	422.000000	293	220	557	247	793	0
Cct3	422.000000	293	220	557	247	793	0
Erc2	421.400000	301	1060	421	0	325	0
Hmox1	420.800000	0	0	916	202	986	0
Eda	420.000000	483	505	380	466	266	0
9030025P20Rik	419.600000	0	360	710	254	774	0
Osbpl9	418.600000	271	276	652	291	603	0
Hmgcs1	417.600000	0	316	829	252	691	0
Atp6v0a2	416.000000	234	246	809	0	791	0
Dmwd	415.800000	283	302	597	190	707	0
Itfg2	415.600000	148	338	719	0	873	0
Gm14139	414.800000	0	1543	206	178	147	0
Lrrn3	414.600000	0	0	1049	162	862	0
Ttc1	413.200000	0	0	691	135	1240	0
Gm527	412.000000	0	0	937	0	1123	0
Stard3nl	411.800000	439	557	344	192	527	0
Zscan10	411.600000	156	154	722	0	1026	0
Zfp13	411.600000	156	154	722	0	1026	0
Rmdn1	411.400000	331	369	670	0	687	0
Cpne3	411.400000	331	369	670	0	687	0
Znrf2	410.600000	412	795	438	0	408	0
Sorbs1	410.000000	260	315	782	0	693	0
Kdm3b	410.000000	353	541	605	0	551	0
Lgmn	409.400000	596	449	426	0	576	0
Tmem170	408.200000	96	0	700	404	841	0
Shisa5	407.600000	0	243	717	98	980	0
Lmo4	407.600000	234	306	761	0	737	0
Egln3	407.600000	185	862	339	0	652	0
Hoxa6	406.600000	0	0	1002	0	1031	0
Hoxa3	406.600000	0	0	1002	0	1031	0
Megf9	406.400000	387	539	497	195	414	0
Mrpl33	406.200000	0	0	882	151	998	0
Clspn	406.000000	208	309	642	0	871	0
Erdr1	405.800000	0	1194	394	0	441	0
Bcl2l11	405.000000	0	231	1035	176	583	0
Socs5	404.800000	601	277	570	231	345	0
Lcorl	404.000000	185	452	597	0	786	0
Mydgf	402.600000	115	101	801	134	862	0
Fosb	402.400000	355	538	460	0	659	0
Zbtb25	402.200000	285	495	522	176	533	0
Zbtb1	402.200000	285	495	522	176	533	0
Il11ra1	401.600000	292	522	379	422	393	0
Galt	401.600000	292	522	379	422	393	0
Cnot1	400.400000	116	0	682	238	966	0
Foxp3	399.400000	0	0	986	0	1011	0
Rbfox2	398.200000	0	0	825	184	982	0
Lsm14a	398.200000	0	168	757	238	828	0
Tmem126b	396.800000	277	278	754	0	675	0
Hmbs	396.200000	240	236	617	184	704	0
Sars2	395.000000	309	462	522	0	682	0
Mrps12	395.000000	309	462	522	0	682	0
Hbs1l	395.000000	378	218	855	0	524	0
Bag6	395.000000	254	154	714	199	654	0
Apom	395.000000	254	154	714	199	654	0
Gorab	394.400000	147	117	703	214	791	0
Anapc15	393.600000	274	167	758	110	659	0
Adad2	393.400000	221	1387	212	0	147	0
Smoc1	392.600000	685	1278	0	0	0	0
Bcl6b	392.600000	0	0	753	218	992	0
Cyc1	390.800000	162	173	880	0	739	0
Sumf1	390.600000	0	0	742	97	1114	0
Ccng1	390.600000	455	250	598	97	553	0
Ccdc8	390.600000	767	938	0	248	0	0
Pafah1b2	388.400000	307	145	754	164	572	0
Bend4	387.800000	805	1134	0	0	0	0
Shkbp1	386.800000	251	254	625	148	656	0
Ing4	386.400000	185	185	692	0	870	0
Ssr3	385.800000	168	383	699	0	679	0
Lrrfip1	385.000000	0	112	643	244	926	0
Gm3604	384.800000	126	610	460	0	728	0
Lmtk3	383.200000	444	239	604	0	629	0
Xab2	381.000000	137	181	556	214	817	0
Pet100	381.000000	137	181	556	214	817	0
Pcp2	381.000000	137	181	556	214	817	0
Slc25a10	380.800000	0	138	675	0	1091	0
Mrpl12	380.800000	0	138	675	0	1091	0
Plekhb2	379.800000	0	0	787	258	854	0
Tcf7l2	379.600000	103	0	747	138	910	0
Isoc2a	379.600000	182	158	739	0	819	0
Irx2	379.400000	327	1041	252	0	277	0
Arhgef10	379.400000	332	486	440	191	448	0
Ptgr2	379.200000	395	365	541	0	595	0
Hmgn3	378.800000	0	0	821	154	919	0
Slc38a10	378.200000	124	0	803	118	846	0
Mfsd12	376.400000	282	587	529	0	484	0
Flywch1	375.400000	0	142	820	136	779	0
Zfp871	374.800000	288	415	471	280	420	0
Ttpal	374.400000	0	106	668	140	958	0
Prmt3	373.600000	282	599	549	0	438	0
Man1a2	373.400000	0	0	695	203	969	0
Mapk7	373.200000	126	467	456	181	636	0
Tgfbrap1	372.800000	302	277	669	0	616	0
AI597479	372.800000	302	277	669	0	616	0
Tmem192	371.400000	103	0	811	163	780	0
Stxbp5l	371.200000	359	1497	0	0	0	0
Ube2a	370.200000	168	343	595	162	583	0
Slc31a1	369.200000	0	0	815	0	1031	0
Fkbp15	369.200000	0	0	815	0	1031	0
Oasl1	366.200000	154	436	386	371	484	0
Tmem11	364.800000	0	0	649	0	1175	0
Alpk1	364.200000	95	0	803	0	923	0
Smad1	363.000000	0	167	672	0	976	0
Zbtb8b	362.200000	374	1437	0	0	0	0
Nit2	361.000000	398	289	537	184	397	0
Dapk3	361.000000	127	204	641	0	833	0
Gstm6	359.000000	0	989	346	0	460	0
Ubald1	357.400000	345	360	369	300	413	0
Zfp39	357.200000	163	107	701	0	815	0
Tmem135	355.200000	529	309	601	0	337	0
Fzd4	355.200000	529	309	601	0	337	0
Mettl9	354.000000	319	0	700	0	751	0
Tma7	353.400000	196	317	578	0	676	0
Ccdc51	353.400000	196	317	578	0	676	0
Iqgap1	352.400000	514	289	511	0	448	0
Atp7b	352.400000	369	466	363	145	419	0
Alg11	352.400000	369	466	363	145	419	0
Phkb	352.200000	0	303	767	0	691	0
Itfg1	352.200000	0	303	767	0	691	0
Mrps36	351.800000	0	0	520	0	1239	0
Rorc	350.400000	0	0	918	135	699	0
Ogfod3	350.000000	109	102	509	98	932	0
Hexdc	350.000000	109	102	509	98	932	0
Dus2	350.000000	0	0	894	0	856	0
Ddx28	350.000000	0	0	894	0	856	0
Ubiad1	349.800000	230	462	543	101	413	0
Mtor	349.800000	230	462	543	101	413	0
Fam117a	349.000000	195	304	412	203	631	0
Baalc	347.600000	0	0	703	0	1035	0
Zfp715	346.000000	0	0	738	0	992	0
Psph	345.600000	167	301	754	0	506	0
Cct6a	345.600000	167	301	754	0	506	0
Ddx49	345.000000	0	0	762	0	963	0
Cope	345.000000	0	0	762	0	963	0
Naa80	344.000000	401	179	519	185	436	0
Hyal3	344.000000	401	179	519	185	436	0
Hyal1	344.000000	401	179	519	185	436	0
Vcp	343.600000	228	381	564	126	419	0
Mms22l	343.600000	0	0	845	0	873	0
Wdr7	342.600000	151	0	731	0	831	0
Spata5l1	342.600000	153	309	476	0	775	0
Crlf2	342.400000	228	354	391	280	459	0
Mrpl49	341.400000	0	332	571	181	623	0
Fau	341.400000	0	332	571	181	623	0
Mycl	340.600000	591	671	216	0	225	0
Nr4a3	340.200000	277	168	735	109	412	0
Tspan31	339.400000	0	133	648	0	916	0
Bcat1	338.800000	0	0	720	0	974	0
Frem2	338.600000	518	1175	0	0	0	0
Ppp1r14b	338.200000	534	480	330	0	347	0
LOC114841036	338.200000	534	480	330	0	347	0
Hoxb3	338.200000	0	0	634	0	1057	0
Fkbp2	338.200000	534	480	330	0	347	0
Runx3	338.000000	201	701	229	382	177	0
Hykk	338.000000	97	368	459	0	766	0
Fyn	336.200000	452	468	401	109	251	0
Dhcr7	335.200000	353	593	312	0	418	0
Sft2d1	335.000000	0	0	739	0	936	0
Bmp6	334.600000	442	1069	0	162	0	0
Mrpl23	334.400000	268	347	531	0	526	0
Slc4a8	333.600000	0	0	709	0	959	0
Fubp3	333.600000	218	399	439	188	424	0
Cdh15	333.200000	368	869	265	0	164	0
Txndc11	332.600000	359	197	561	0	546	0
Yars	332.200000	339	360	398	150	414	0
S100pbp	332.200000	339	360	398	150	414	0
Mthfr	330.800000	380	472	392	148	262	0
Clcn6	330.800000	380	472	392	148	262	0
Rprd2	329.600000	222	124	675	0	627	0
Senp2	329.400000	347	273	342	336	349	0
Pigs	329.400000	266	168	599	0	614	0
Aldoc	329.400000	266	168	599	0	614	0
Rnf4	329.200000	217	420	381	197	431	0
Hoxb6	329.200000	0	0	536	0	1110	0
Zic5	328.800000	0	831	362	0	451	0
Dmbx1	328.200000	104	1374	163	0	0	0
Rmi2	327.800000	113	311	624	156	435	0
Mphosph10	327.000000	326	388	376	109	436	0
Mcee	327.000000	326	388	376	109	436	0
Traf3	326.800000	356	479	253	122	424	0
Inpp5a	326.600000	574	454	207	0	398	0
Ubfd1	326.400000	0	296	625	0	711	0
Ears2	326.400000	0	296	625	0	711	0
Rnf40	326.200000	0	223	618	0	790	0
Gpr137	326.200000	169	227	547	197	491	0
Ccdc189	326.200000	0	223	618	0	790	0
Bad	326.200000	169	227	547	197	491	0
Mansc4	325.800000	0	0	686	0	943	0
Klhl42	325.800000	0	0	686	0	943	0
Zhx1	325.400000	170	0	718	0	739	0
Apmap	323.000000	241	190	496	169	519	0
Slc25a24	322.800000	0	0	737	0	877	0
Elk1	322.800000	83	266	591	117	557	0
Sfr1	322.200000	418	454	393	0	346	0
Chrnb1	321.600000	191	301	604	0	512	0
Mpeg1	321.200000	0	298	718	0	590	0
Sp4	320.800000	561	479	364	0	200	0
Rps6ka2	320.800000	0	0	592	0	1012	0
B3gat3	320.600000	283	379	499	0	442	0
Rab33b	319.800000	0	0	753	0	846	0
Fam98c	319.800000	0	1239	170	0	190	0
Stx12	319.600000	157	0	562	0	879	0
Thbs2	319.400000	0	195	231	758	413	0
Scfd1	317.800000	0	0	773	0	816	0
Ptch1	317.800000	117	0	801	0	671	0
Med21	317.800000	0	200	667	0	722	0
Ppp6c	316.800000	130	165	491	233	565	0
Eci1	316.600000	0	0	628	0	955	0
Vezt	316.000000	0	0	851	0	729	0
Fgd6	316.000000	0	0	851	0	729	0
Hes1	315.800000	143	247	459	158	572	0
Col5a2	315.800000	0	0	729	237	613	0
Rsu1	315.400000	0	0	625	142	810	0
Ficd	315.000000	219	418	451	210	277	0
Pramel12	313.800000	116	167	482	97	707	0
Mapk8ip3	313.400000	208	356	557	0	446	0
Pim3	312.600000	0	140	739	154	530	0
Ergic3	312.600000	418	484	413	0	248	0
6430550D23Rik	312.600000	418	484	413	0	248	0
Trim17	311.600000	0	140	538	122	758	0
H3f4	311.600000	0	140	538	122	758	0
Pmf1	311.400000	249	281	612	0	415	0
Paqr3	311.200000	156	329	504	0	567	0
Taf1	310.800000	260	337	498	0	459	0
Col11a1	310.600000	0	0	575	224	754	0
Frs2	309.000000	0	0	672	0	873	0
Mettl14	308.400000	119	169	498	0	756	0
Sec22a	308.000000	260	366	313	140	461	0
Rab3gap2	306.200000	0	0	728	0	803	0
Tmem40	306.000000	0	0	750	0	780	0
Gm6871	306.000000	0	1530	0	0	0	0
Cdca4	304.600000	171	403	521	0	428	0
Six4	304.400000	0	445	383	0	694	0
Eya3	304.200000	135	231	383	192	580	0
Nsun6	303.000000	0	194	483	189	649	0
4930550C14Rik	303.000000	0	522	325	0	668	0
Rabl3	302.800000	104	282	332	238	558	0
Gtf2e1	302.800000	104	282	332	238	558	0
Zfp324	301.400000	108	97	451	162	689	0
Ccdc130	301.400000	147	179	430	119	632	0
Utp6	301.200000	268	211	412	0	615	0
Ttc7	300.200000	0	103	595	0	803	0
Slc27a1	300.000000	0	366	439	266	429	0
Nxnl1	300.000000	0	366	439	266	429	0
Ltv1	299.800000	112	149	612	0	626	0
Wdr47	299.000000	100	164	512	0	719	0
Hexim1	298.600000	0	239	590	0	664	0
Vamp1	298.400000	168	241	417	0	666	0
Dnajc1	298.200000	174	294	460	0	563	0
Dusp2	297.800000	0	0	738	0	751	0
Astl	297.800000	0	0	738	0	751	0
Six6	296.800000	0	1484	0	0	0	0
Rel	296.800000	0	116	568	0	800	0
Tulp4	296.000000	226	0	595	0	659	0
Lgr4	295.600000	205	226	324	229	494	0
Igfbp5	295.200000	139	376	349	0	612	0
Eif3a	294.800000	0	0	552	209	713	0
Zfp322a	294.600000	0	0	623	0	850	0
Fmc1	294.400000	138	111	476	0	747	0
Nbeal1	293.400000	0	219	517	0	731	0
Syde2	293.200000	0	208	612	162	484	0
Pcp4l1	293.000000	263	713	192	0	297	0
Pdhx	292.000000	0	140	568	0	752	0
Apip	292.000000	0	140	568	0	752	0
Naxd	291.600000	0	0	824	0	634	0
Skida1	289.400000	0	230	335	0	882	0
Pcdh10	288.800000	627	817	0	0	0	0
Rgs20	288.600000	0	0	784	0	659	0
Zfp658	288.000000	0	354	523	0	563	0
Tnfrsf19	287.600000	228	252	382	0	576	0
Tbc1d31	286.600000	87	0	725	0	621	0
Nfam1	286.200000	0	0	664	0	767	0
Pstpip2	285.800000	0	0	497	0	932	0
Chuk	284.400000	120	207	522	0	573	0
B230307C23Rik	284.000000	102	148	371	233	566	0
Ttll5	282.200000	138	92	424	0	757	0
Erg28	282.200000	138	92	424	0	757	0
Fbxl7	280.400000	0	444	303	212	443	0
Usp36	280.200000	0	164	605	0	632	0
Sfrp1	279.600000	0	249	498	0	651	0
Fn1	279.600000	90	254	515	0	539	0
Rnf44	278.600000	0	0	441	148	804	0
Dhx36	278.600000	171	155	463	0	604	0
0610009B22Rik	278.400000	0	0	618	0	774	0
Pfas	278.200000	153	306	425	122	385	0
Cdc42ep1	278.200000	0	0	550	0	841	0
Tmem143	276.400000	315	679	165	0	223	0
Syngr4	276.400000	315	679	165	0	223	0
Sema4b	276.400000	374	1008	0	0	0	0
Vamp3	276.000000	0	73	638	0	669	0
Cenpm	275.800000	203	0	589	122	465	0
Leng1	275.600000	233	131	485	0	529	0
Foxj2	275.600000	0	0	507	0	871	0
Psmc6	275.400000	141	0	509	0	727	0
Ebag9	275.400000	0	0	641	0	736	0
Lasp1	274.400000	0	0	642	0	730	0
Zscan26	273.800000	0	285	427	0	657	0
Reep6	273.800000	285	322	318	0	444	0
Pcsk4	273.800000	285	322	318	0	444	0
Igfn1	273.200000	158	411	360	122	315	0
Six1	271.800000	0	0	756	0	603	0
Il31ra	271.600000	0	151	400	223	584	0
Syt1	270.800000	0	0	677	0	677	0
Sema3f	270.600000	0	0	528	0	825	0
Mnd1	270.600000	109	0	599	97	548	0
Acyp2	270.200000	0	0	522	0	829	0
Adnp2	269.000000	0	187	393	146	619	0
Rhox2c	266.200000	0	0	736	0	595	0
Kmt2c	266.200000	170	294	518	0	349	0
Nab2	265.400000	0	0	510	0	817	0
Piezo2	265.000000	497	428	174	226	0	0
Cep162	264.800000	0	0	476	0	848	0
Olfml3	263.400000	0	0	436	0	881	0
Pou3f1	263.000000	0	277	623	0	415	0
Rhox2e	262.600000	0	0	680	153	480	0
Hk2	262.600000	0	0	472	0	841	0
B3galt1	262.400000	215	463	374	0	260	0
Tln1	262.200000	175	96	421	0	619	0
Creb3	262.200000	175	96	421	0	619	0
Smim4	262.000000	123	310	495	0	382	0
Myo9b	262.000000	152	311	432	0	415	0
Lrtm2	262.000000	0	0	504	0	806	0
Haus8	262.000000	152	311	432	0	415	0
Cacna2d4	262.000000	0	0	504	0	806	0
Lars	261.600000	0	0	511	0	797	0
Cep192	261.200000	0	0	443	0	863	0
Cdsn	261.200000	0	0	504	0	802	0
Tcf25	261.000000	174	88	439	0	604	0
Mustn1	260.800000	0	0	515	0	789	0
Il1r1	260.400000	0	0	470	129	703	0
Rab11a	259.800000	0	0	635	0	664	0
Irs1	259.800000	551	530	0	218	0	0
Zfp52	259.200000	0	0	533	0	763	0
Dck	257.200000	111	220	464	0	491	0
Capsl	256.600000	163	1120	0	0	0	0
Zbtb46	255.800000	367	462	251	0	199	0
Pdcl3	255.800000	386	108	407	0	378	0
Fam222a	255.600000	175	222	410	122	349	0
Echdc3	255.400000	0	0	553	0	724	0
Ppfia3	254.800000	312	304	415	0	243	0
Lin7b	254.800000	312	304	415	0	243	0
Cfl1	254.600000	0	0	513	0	760	0
Vkorc1	254.000000	0	192	474	0	604	0
Prss53	254.000000	0	192	474	0	604	0
Snx12	253.800000	0	0	573	0	696	0
Dipk2a	253.600000	226	231	382	0	429	0
Cyb561	253.200000	0	0	457	148	661	0
Rgmb	252.800000	0	315	358	118	473	0
Chd3	252.200000	0	0	580	0	681	0
Ube2o	252.000000	0	0	461	190	609	0
Itgb1	251.400000	106	140	516	0	495	0
Lnpep	250.800000	0	0	404	0	850	0
Pcmtd1	248.200000	388	476	113	0	264	0
Zfp46	248.000000	182	0	391	122	545	0
Rap2a	247.800000	116	143	476	0	504	0
Vps11	247.200000	0	0	472	0	764	0
Las1l	247.200000	0	0	545	0	691	0
Zdhhc5	246.800000	121	182	228	221	482	0
Poc5	246.800000	0	0	405	0	829	0
Il17rd	246.200000	0	122	489	0	620	0
Hibadh	246.200000	0	0	584	0	647	0
Cep112	245.800000	306	179	347	0	397	0
H1f2	245.400000	0	150	408	0	669	0
Tpbg	245.200000	0	0	515	0	711	0
Cers2	244.400000	0	0	575	0	647	0
Anxa9	244.400000	0	0	575	0	647	0
Ssbp4	244.200000	0	0	444	0	777	0
Spag8	243.400000	0	124	447	148	498	0
Hint2	243.400000	0	124	447	148	498	0
Rpain	243.200000	0	88	703	109	316	0
Cracr2b	243.200000	168	0	452	0	596	0
Txnrd1	243.000000	0	0	483	204	528	0
Shc3	243.000000	0	0	446	248	521	0
4931428F04Rik	242.000000	0	0	542	0	668	0
Mettl23	241.600000	0	79	565	0	564	0
Shmt1	241.200000	0	0	364	0	842	0
Mier3	241.000000	0	0	513	0	692	0
Borcs5	241.000000	274	226	407	0	298	0
Fnbp4	240.600000	0	100	469	0	634	0
Zic3	240.200000	303	898	0	0	0	0
Selenof	240.000000	135	147	380	0	538	0
Hs2st1	240.000000	135	147	380	0	538	0
Recql4	239.600000	0	0	410	0	788	0
Lrrc14	239.600000	0	0	410	0	788	0
Tmem108	239.200000	395	801	0	0	0	0
Zfp936	239.000000	0	1195	0	0	0	0
Khdrbs2	238.400000	463	729	0	0	0	0
Fam220a	238.000000	0	0	500	0	690	0
B9d2	237.600000	259	260	220	0	449	0
Pithd1	237.400000	192	310	348	0	337	0
Vamp2	237.000000	0	0	515	0	670	0
Gm17768	237.000000	0	1185	0	0	0	0
Atg4d	236.200000	0	0	558	0	623	0
Entpd7	235.600000	0	0	562	0	616	0
Fam171a2	235.400000	0	169	497	0	511	0
Ascc1	235.200000	84	218	322	0	552	0
Anapc16	235.200000	84	218	322	0	552	0
Tigar	234.400000	0	281	422	0	469	0
Wnt3	234.200000	142	811	218	0	0	0
Rdh5	234.200000	0	0	589	0	582	0
Bloc1s1	234.200000	0	0	589	0	582	0
Sox2	233.000000	0	0	572	0	593	0
Oxsm	233.000000	0	0	499	0	666	0
Ngly1	233.000000	0	0	499	0	666	0
Sh3gl1	232.800000	0	373	394	0	397	0
Chaf1a	232.800000	0	373	394	0	397	0
Ctps	232.600000	293	242	163	170	295	0
Cs	232.000000	102	0	512	0	546	0
Foxc2	231.600000	0	0	569	0	589	0
Pycrl	231.200000	0	0	379	0	777	0
Napepld	230.800000	0	0	590	0	564	0
Chac1	230.800000	0	0	413	0	741	0
Med14	230.600000	187	136	490	0	340	0
C1d	230.600000	0	0	481	0	672	0
Dnpep	230.400000	102	289	374	0	387	0
Caprin2	230.000000	0	0	511	0	639	0
Ctc1	229.600000	153	151	425	122	297	0
Commd6	229.400000	126	0	497	0	524	0
Pou3f3	228.600000	266	877	0	0	0	0
Stoml2	228.400000	260	124	338	0	420	0
Adcy7	227.200000	0	0	498	0	638	0
Ten1	226.000000	0	0	459	0	671	0
Nt5dc2	226.000000	123	130	495	0	382	0
Acox1	226.000000	0	0	459	0	671	0
Caml	225.600000	0	0	549	0	579	0
Tent4b	225.200000	0	0	462	0	664	0
Pkdcc	225.200000	0	359	206	293	268	0
Lratd1	225.200000	458	668	0	0	0	0
Elk3	225.200000	0	0	441	0	685	0
Mast3	224.600000	174	122	425	0	402	0
Nfe2l2	224.400000	136	309	405	0	272	0
H1f0	224.000000	0	0	403	0	717	0
Gcat	224.000000	0	0	403	0	717	0
Nrsn1	223.800000	282	684	153	0	0	0
Rabggta	223.400000	157	413	256	0	291	0
Tmem198	223.200000	87	141	312	0	576	0
Chpf	223.200000	87	141	312	0	576	0
Hspa9	223.000000	0	0	497	0	618	0
Cox5b	222.800000	137	150	275	0	552	0
Zfp174	222.600000	223	284	252	166	188	0
Zmat2	222.200000	0	148	264	219	480	0
Eif3m	222.200000	0	169	324	0	618	0
Osmr	222.000000	0	0	573	0	537	0
Unkl	221.600000	0	186	494	0	428	0
Slc26a2	221.600000	0	0	519	0	589	0
Neurl1a	220.800000	0	0	582	0	522	0
Zfp977	220.600000	0	1103	0	0	0	0
Fnbp1	220.200000	0	263	483	0	355	0
Sesn2	220.000000	0	99	382	0	619	0
Usp42	219.000000	0	248	418	0	429	0
Sesn3	219.000000	0	0	417	0	678	0
Rhox2b	218.800000	0	0	513	124	457	0
Ddx41	218.600000	106	203	442	0	342	0
Nup62	218.000000	106	269	297	0	418	0
Il4i1b	218.000000	106	269	297	0	418	0
Atf5	218.000000	106	269	297	0	418	0
Lyl1	217.600000	0	0	286	168	634	0
Sox4	217.400000	0	0	463	262	362	0
Ass1	217.400000	0	142	447	0	498	0
Atp10d	217.000000	228	253	284	0	320	0
Zfp708	216.800000	0	0	311	0	773	0
Tsr3	216.800000	0	148	322	0	614	0
Slc35e1	216.800000	136	113	434	0	401	0
Gnptg	216.800000	0	148	322	0	614	0
