Target_genes	Smad1|Average	SRX23601748|Cortex	SRX23601749|Cortex	SRX23601750|Cortex	SRX23601751|Cortex	DRX138414|Embryonic_brains	DRX138415|Embryonic_brains	DRX138416|Embryonic_brains	DRX138417|Embryonic_brains	DRX138418|Embryonic_brains	DRX138419|Embryonic_brains	DRX138420|Embryonic_brains	DRX138421|Embryonic_brains	SRX23585200|Embryonic_brains	SRX23585203|Embryonic_brains	SRX23585206|Embryonic_brains	SRX23585209|Embryonic_brains	SRX23585212|Embryonic_brains	SRX23585215|Embryonic_brains	SRX1082039|ES_cells	SRX1082040|ES_cells	SRX2401993|ES_cells	SRX2401994|ES_cells	SRX2401996|ES_cells	SRX2401997|ES_cells	SRX7643902|ES_cells	SRX7643903|ES_cells	SRX7643904|ES_cells	SRX7643905|ES_cells	SRX100314|G1E	SRX100317|G1E	SRX700955|Hair_Follicle	SRX700957|Hair_Follicle	SRX1082042|mESC_derived_epiblast-like_cells	SRX1082043|mESC_derived_epiblast-like_cells	STRING
Spi1	14.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0
Sfrp4	14.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab6b	14.029412	0	0	0	0	0	0	0	91	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0
Ndufaf8	14.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0
Galnt16	14.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	138	0	210	0	0	0	0	0	0	0	0
Epdr1	14.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc39	14.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0
2310061I04Rik	14.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
Ttll12	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0
Trpc3	14.000000	0	0	0	0	0	0	177	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Rps13	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0
Msantd4	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkbp1	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	138	135	0	0	0	0	0
Herc4	14.000000	0	0	0	0	0	0	0	102	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc25	14.000000	0	0	0	0	0	0	79	156	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asxl3	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0
Zzef1	13.970588	0	0	0	0	0	0	0	93	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35e1	13.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0
Slc24a2	13.970588	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	208	0	0	0	0	0	0	0	0
Plpp4	13.970588	0	0	0	0	0	0	93	139	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
Megf8	13.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
Cyb5d2	13.970588	0	0	0	0	0	0	0	93	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf4	13.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0
Agfg1	13.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	165	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0
Zfp397	13.941176	0	0	0	0	0	0	0	111	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnau1ap	13.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Man1b1	13.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Bicc1	13.941176	0	0	0	0	0	0	110	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0
Ascc1	13.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc16	13.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp35	13.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0
Tex38	13.911765	0	0	0	0	0	0	0	106	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0
Stip1	13.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snap25	13.911765	0	0	0	0	0	0	216	93	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37a	13.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0
Oprd1	13.911765	0	0	0	0	0	0	94	162	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Nfkbiz	13.911765	0	0	0	0	0	0	97	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0
Mrps31	13.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0
Ino80d	13.911765	0	0	0	0	0	0	109	109	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam118a	13.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0
Atpaf1	13.911765	0	0	0	0	0	0	0	106	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0
Atp5l	13.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh3a2	13.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp748	13.882353	0	0	0	0	0	0	0	102	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp689	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wsb1	13.882353	0	0	0	0	0	0	117	88	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps37d	13.882353	0	0	0	0	0	0	125	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc5	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Skiv2l	13.882353	0	0	0	0	0	0	0	105	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Nup50	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0
Nup160	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0
Nlrp10	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkiras2	13.882353	0	0	0	0	0	0	0	80	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Nelfe	13.882353	0	0	0	0	0	0	0	105	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Fcor	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Fam160b1	13.882353	0	0	0	0	0	0	0	113	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3f	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp8	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
Dnajc7	13.882353	0	0	0	0	0	0	0	80	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
D030056L22Rik	13.882353	0	0	0	0	0	0	0	111	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Atmin	13.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	88	0	131	0	0	0	0	0	0
Wdr90	13.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smc2	13.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a5	13.852941	0	0	0	0	0	0	103	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
Slc4a8	13.852941	0	0	0	0	0	0	0	84	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Rps9	13.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0
Rps27rt	13.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmnd1	13.852941	0	0	0	0	0	0	106	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
Rab13	13.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf38b	13.852941	0	0	0	0	0	0	0	109	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes3	13.852941	0	0	0	0	0	0	128	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Fhod1	13.852941	0	0	0	0	0	0	103	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
Colgalt1	13.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Ccnc	13.852941	0	0	0	0	0	0	0	92	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0
Armt1	13.852941	0	0	0	0	0	0	106	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
Zfp882	13.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shfl	13.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0
Nr6a1	13.823529	0	0	0	0	0	0	0	87	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0
Mmachc	13.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
Josd1	13.823529	0	0	0	0	0	0	0	82	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0
Irs1	13.823529	0	0	0	0	0	0	108	168	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gatd1	13.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam220a	13.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
Dvl1	13.823529	0	0	0	0	0	0	0	85	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0
Ccdc163	13.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
Whrn	13.794118	0	0	0	0	0	0	104	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0
Ube2v2	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
Trp53inp1	13.794118	0	0	0	0	0	0	0	131	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm7	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	99	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
Ssr2	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindoc	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpb	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a17	13.794118	0	0	0	0	0	0	73	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
Pid1	13.794118	0	0	0	0	0	0	170	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Pea15a	13.794118	0	0	0	0	0	0	119	91	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pa2g4	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Nhlrc2	13.794118	0	0	0	0	0	0	0	84	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fancd2	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0
Emc3	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0
Dclre1a	13.794118	0	0	0	0	0	0	0	84	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celsr2	13.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
Wnt9a	13.764706	0	0	0	0	0	0	169	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Vta1	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	131	155	0	0	0	0	0
Tspan4	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Syt10	13.764706	0	0	0	0	0	0	128	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0
Rpl30	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rock1	13.764706	0	0	0	0	0	0	0	89	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm22	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
Psma1	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
Psen2	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0
Polr2l	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
P2rx4	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Ndufb6	13.764706	0	0	0	0	0	0	128	134	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm4	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0
Herc3	13.764706	0	0	0	0	0	0	132	170	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl15	13.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Zar1l	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	151	125	0	0	0	0	0
Trappc9	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0
Tnik	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf7l1	13.735294	0	0	0	0	0	0	0	161	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Sorbs2	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rarg	13.735294	0	0	0	0	0	0	97	145	0	0	0	109	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxna2	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0
Pdcd11	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh8	13.735294	0	0	0	0	0	0	106	144	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Ociad1	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh10	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Lratd1	13.735294	0	0	0	0	0	0	129	144	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fscn1	13.735294	0	0	0	0	0	0	115	143	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brca2	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	151	125	0	0	0	0	0
Atp5md	13.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp46	13.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36l1	13.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0
Zfp365	13.705882	0	0	0	0	0	0	0	111	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand6	13.705882	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	273	0	0	0	0	0	0	0	0
Zdhhc2	13.705882	0	0	0	0	0	0	176	154	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r9b	13.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0
Nasp	13.705882	0	0	0	0	0	0	83	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbr1	13.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0
Idh3b	13.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0
Emc7	13.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	146	85	0	0	0	0	0
Rcc1l	13.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
P3h2	13.676471	0	0	0	0	0	0	119	136	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0
Nabp2	13.676471	0	0	0	0	0	0	114	164	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naaa	13.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	175	0	0	0	0	0	0
Fam193b	13.676471	0	0	0	0	0	0	116	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
B4galnt4	13.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
Arnt	13.676471	0	0	0	0	0	0	0	102	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0
Arhgef26	13.676471	0	0	0	0	0	0	0	143	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0
Arf1	13.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubap2l	13.647059	0	0	0	0	0	0	0	102	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfrc	13.647059	0	0	0	0	0	0	0	61	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
Tent5a	13.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	322	0	0	0	0	0	0	0	0
Psma4	13.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plbd2	13.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Pgm2l1	13.647059	0	0	0	0	0	0	0	129	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leo1	13.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox7a2	13.647059	0	0	0	0	0	0	0	77	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Copg1	13.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0
Amd2	13.647059	0	0	0	0	0	0	77	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amd1	13.647059	0	0	0	0	0	0	77	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY074887	13.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933434E20Rik	13.647059	0	0	0	0	0	0	0	102	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zyg11b	13.617647	0	0	0	0	0	0	0	91	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a4	13.617647	0	0	0	0	0	0	128	201	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pam	13.617647	0	0	0	0	0	0	101	110	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
