Target_genes	Nfkb1|Average	SRX122534|Dendritic_Cells	SRX122535|Dendritic_Cells	SRX122536|Dendritic_Cells	SRX122537|Dendritic_Cells	SRX122538|Dendritic_Cells	SRX122539|Dendritic_Cells	SRX122540|Dendritic_Cells	SRX122541|Dendritic_Cells	SRX122542|Dendritic_Cells	SRX122543|Dendritic_Cells	SRX450298|Macrophages	SRX450299|Macrophages	SRX450300|Macrophages	SRX450301|Macrophages	SRX450302|Macrophages	SRX450303|Macrophages	SRX450304|Macrophages	SRX7618597|Macrophages	STRING
Zfp687	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Ugcg	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Ssbp2	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Slc12a4	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Rab34	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Mamstr	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Jmy	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Dctn1	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Bpifb9a	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Apon	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Adamts14	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
2310011J03Rik	12.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Tbl2	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Slc30a5	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Shf	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Scgb2b2	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	107	0	122	0	0	0	0
Ptprh	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Pafah1b2	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Ndufa5	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Gsto1	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Fnbp4	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Fam104a	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
D11Wsu47e	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Asb15	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
1700017B05Rik	12.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Tnfaip8l3	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Synj1	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Rbm4b	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Ppfibp1	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Pgap3	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Pax6	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Nr2c2	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Gcnt2	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Fabp4	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
F11r	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Csrp2	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Wdr27	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Ubald2	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Tuba1b	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Rnf180	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Raf1	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Pja2	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Lrrk2	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Ifi30	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Gcn1	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Fbxo43	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Fbxo11	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Clk3	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Abca8a	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
1700012B09Rik	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
1600012H06Rik	12.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Vdr	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Srrm2	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Slco4a1	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Prdm10	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Ppm1b	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Nrg1	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Nhsl1	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Ncapd2	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Mrpl51	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Lrrc8a	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Josd1	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Igsf8	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Gmnn	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Gca	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Eif4a3l1	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	107	119	0	0	0	0	0
Clcf1	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Chmp3	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Brd3os	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Aldh3b1	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Acot9	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
2810459M11Rik	12.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Uhrf2	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Uba6	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Trpm5	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Tle1	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Sun1	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Smim11	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Slc29a3	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Pycard	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Odc1	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Nab2	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Mfn1	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Irgc1	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Gykl1	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Fktn	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Fbxo4	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Fbxo32	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Capza2	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Aldh3a2	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Psat1	12.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Ola1	12.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Mtf2	12.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Kcna6	12.444444	0	0	0	0	0	0	0	0	0	0	0	76	148	0	0	0	0	0	0
Hsd11b1	12.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	148	0
Dusp14	12.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Aff4	12.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
5730409E04Rik	12.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Tmbim6	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Prdx3	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Pcx	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Npy6r	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0
Lims1	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Hsdl2	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Gm3448	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Gm3417	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
9030025P20Rik	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
4930438A08Rik	12.388889	0	0	0	0	0	0	0	0	0	0	0	0	110	0	113	0	0	0	0
Zc3h8	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Tnks1bp1	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Timm21	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Slc28a2	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
S100a2	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Rho	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Pram1	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Nudt14	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Nt5c3b	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Nfix	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Ms4a4a	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Llgl1	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Klhl10	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Il23a	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Herc3	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Gas1	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	135	87	0	0	0	0	0
Fbxo15	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Fam81b	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Fam135a	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Dipk1a	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Dctn4	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Celf5	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Ccdc84	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Camk2a	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Adssl1	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Zfp282	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Wdfy4	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Vwa8	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Trim8	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Tmem164	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Syngr3	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Shbg	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Sat2	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Rasgrp2	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Ppp1ccb	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Ppp1cc	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
P2ry12	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Noxo1	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Mxd3	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Mmp12	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Mars1	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Lrp10	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Ipo13	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Gfer	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Eif4ebp1	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Commd9	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Ccdc28a	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
9130401M01Rik	12.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Ubn2	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Slc36a3	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Ryr1	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Pitrm1	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	95	0
Nphp3	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Hspa2	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Herc2	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Ghitm	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Cep85l	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Atxn1	12.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Zfp933	12.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Lnx1	12.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Lair1	12.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Klf16	12.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Cyp27b1	12.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Cdyl2	12.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Trank1	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Tmem205	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Tm2d2	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
St3gal5	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Sp4	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Slc39a14	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Six5	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Prss56	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Noc3l	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Ldhd	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Klf6	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Ccdc159	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
C1qtnf9	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Adam9	12.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Zmynd8	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Vps13c	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Tpgs2	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Spen	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Nkx2-5	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0
Micu1	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Ltv1	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Dbp	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Cstdc6	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	100	0	0
Cblb	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
C1rl	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Ahsa2	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
AW554918	12.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Tmem237	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Micalcl	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Ksr2	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Erlin2	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Chdh	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Bbx	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Zfp346	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Utf1	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Uimc1	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Tctex1d2	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Stpg4	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Pla1a	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Colgalt1	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Cldn4	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Cd6	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Atxn1l	11.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Zzef1	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Zmat1	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Zbed5	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Syp	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	83	131	0	0	0	0
Sesn2	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Guca2a	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Fhad1	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Cyb5d2	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Ctsb	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Chst7	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Bcat1	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0
Arl4c	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Akirin1	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Acer3	11.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Wdr37	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Traf3ip3	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Timm13	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Rev1	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Pnck	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Pdik1l	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Klhl12	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Isoc2b	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Ifngr1	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Clic1	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
3300002I08Rik	11.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0
Tmem63c	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Tmem50a	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Srsf1	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Smad2	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Pold4	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Mthfr	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Mllt1	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Lrrc49	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Lat	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Gsg1l	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Fbxw11	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Cpsf6	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Clcn6	11.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Zfp523	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Wdr43	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Stat1	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Stab1	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Slc6a9	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Slc25a51	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Rassf2	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Ppt1	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Pld3	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Nudt1	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Mrm2	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Hspb7	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Hspa1b	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Gng11	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Ggta1	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Cstf2t	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Crcp	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Asl	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Asf1a	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Ak4	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
5430403G16Rik	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
2310022A10Rik	11.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Zfp664	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Tmsb10	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Soat2	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
