Target_genes	Rreb1|Average	SRX12298595|B_cells	STRING
Myo16	228.000000	228	0
Mcf2	228.000000	228	0
Khdc3	228.000000	228	0
Iba57	228.000000	228	0
Gss	228.000000	228	0
Gnaz	228.000000	228	0
Chga	228.000000	228	0
Ccdc96	228.000000	228	0
Zbtb22	227.000000	227	0
Top2b	227.000000	227	0
Tmem183a	227.000000	227	0
Tapbp	227.000000	227	0
Smpd3	227.000000	227	0
Sesn1	227.000000	227	0
Rpl22	227.000000	227	0
Resf1	227.000000	227	0
Prkaa1	227.000000	227	0
Prdm8	227.000000	227	0
Otub2	227.000000	227	0
Map4k5	227.000000	227	0
Haus4	227.000000	227	0
Fryl	227.000000	227	0
Fn1	227.000000	227	0
Dscaml1	227.000000	227	0
Dlgap3	227.000000	227	0
Cfc1	227.000000	227	0
Bok	227.000000	227	0
Atl1	227.000000	227	0
Ano1	227.000000	227	0
Ahcyl1	227.000000	227	0
Trp53rkb	226.000000	226	0
Sp2	226.000000	226	0
Snrpd3	226.000000	226	0
Ski	226.000000	226	0
Senp5	226.000000	226	0
Ism2	226.000000	226	0
Impdh1	226.000000	226	0
Gucd1	226.000000	226	0
Fbln7	226.000000	226	0
Ddx1	226.000000	226	0
Dclk1	226.000000	226	0
Csgalnact1	226.000000	226	0
Ccny	226.000000	226	0
Cacng7	226.000000	226	0
Bcl6b	226.000000	226	0
Wfdc2	225.000000	225	0
Ube2n	225.000000	225	0
Stc1	225.000000	225	0
Srpk2	225.000000	225	0
Rab5if	225.000000	225	0
Prr15	225.000000	225	0
Mgll	225.000000	225	0
Lrrc61	225.000000	225	0
Cox5a	225.000000	225	0
Coprs	225.000000	225	0
Adam11	225.000000	225	0
Abca5	225.000000	225	0
4930453N24Rik	225.000000	225	0
Tfcp2l1	224.000000	224	0
Stk25	224.000000	224	0
Srp14	224.000000	224	0
Serinc1	224.000000	224	0
Sema6b	224.000000	224	0
Poldip3	224.000000	224	0
Pcbd2	224.000000	224	0
Oas1a	224.000000	224	0
Ctbp1	224.000000	224	0
Bcl2l11	224.000000	224	0
Arrdc2	224.000000	224	0
Acads	224.000000	224	0
Zfp952	223.000000	223	0
Vat1	223.000000	223	0
Tango6	223.000000	223	0
Syne2	223.000000	223	0
Serac1	223.000000	223	0
Sctr	223.000000	223	0
Rnd2	223.000000	223	0
Prr18	223.000000	223	0
Pank1	223.000000	223	0
Ndufaf3	223.000000	223	0
Map7d2	223.000000	223	0
Lrrk2	223.000000	223	0
Kdm1a	223.000000	223	0
Igf1	223.000000	223	0
Gtf2h5	223.000000	223	0
Gtf2h3	223.000000	223	0
Gpr45	223.000000	223	0
Fbxo10	223.000000	223	0
Endod1	223.000000	223	0
Emcn	223.000000	223	0
Eif2b1	223.000000	223	0
Dalrd3	223.000000	223	0
Armc3	223.000000	223	0
Ap3m1	223.000000	223	0
Aebp1	223.000000	223	0
Slc38a10	222.000000	222	0
Slc22a5	222.000000	222	0
Mvb12b	222.000000	222	0
Leprotl1	222.000000	222	0
Galr3	222.000000	222	0
Entpd7	222.000000	222	0
Dmac1	222.000000	222	0
Atrnl1	222.000000	222	0
Ankrd44	222.000000	222	0
Acin1	222.000000	222	0
1700123O20Rik	222.000000	222	0
Zfp185	221.000000	221	0
Tnfrsf21	221.000000	221	0
Slc26a5	221.000000	221	0
Sema3e	221.000000	221	0
Rsl1	221.000000	221	0
Rbfox1	221.000000	221	0
Rasl10a	221.000000	221	0
Rasd2	221.000000	221	0
Ptp4a1	221.000000	221	0
Ptchd4	221.000000	221	0
Pdk4	221.000000	221	0
Mtmr4	221.000000	221	0
Mlycd	221.000000	221	0
Lrrc4c	221.000000	221	0
Klf1	221.000000	221	0
Frmpd1	221.000000	221	0
Fgf13	221.000000	221	0
Dstyk	221.000000	221	0
Dnaja2	221.000000	221	0
Dnah7b	221.000000	221	0
Clmn	221.000000	221	0
Apcdd1	221.000000	221	0
Adss	221.000000	221	0
Abr	221.000000	221	0
Trmt6	220.000000	220	0
Thegl	220.000000	220	0
Snx11	220.000000	220	0
Snai2	220.000000	220	0
Polr3f	220.000000	220	0
Mcm8	220.000000	220	0
Hoxa9	220.000000	220	0
Gpcpd1	220.000000	220	0
Gm8369	220.000000	220	0
Dzank1	220.000000	220	0
Anln	220.000000	220	0
Ablim3	220.000000	220	0
9530077C05Rik	220.000000	220	0
Trpc5	219.000000	219	0
Tmem88b	219.000000	219	0
Thap12	219.000000	219	0
Rtl4	219.000000	219	0
Pias3	219.000000	219	0
Meiob	219.000000	219	0
Hapln3	219.000000	219	0
Epc1	219.000000	219	0
Cstf2	219.000000	219	0
Cnpy3	219.000000	219	0
Cdk5rap1	219.000000	219	0
Zfp850	218.000000	218	0
Uros	218.000000	218	0
Tub	218.000000	218	0
Tmem126a	218.000000	218	0
Sdad1	218.000000	218	0
Nfkbiz	218.000000	218	0
Mbnl1	218.000000	218	0
Evc2	218.000000	218	0
Evc	218.000000	218	0
Engase	218.000000	218	0
Bccip	218.000000	218	0
Zfyve1	217.000000	217	0
Zfp839	217.000000	217	0
Tln1	217.000000	217	0
St8sia2	217.000000	217	0
Slc30a4	217.000000	217	0
Scn5a	217.000000	217	0
Mtarc1	217.000000	217	0
Mok	217.000000	217	0
LOC100862220	217.000000	217	0
Il10rb	217.000000	217	0
Grtp1	217.000000	217	0
Gm21953	217.000000	217	0
Gm21586	217.000000	217	0
Gm20878	217.000000	217	0
Gem	217.000000	217	0
Gclm	217.000000	217	0
Fam205a4	217.000000	217	0
Fam205a3	217.000000	217	0
Fam160b2	217.000000	217	0
Creb3	217.000000	217	0
Cacna1i	217.000000	217	0
C1ql4	217.000000	217	0
Tubg2	216.000000	216	0
Stub1	216.000000	216	0
Spg11	216.000000	216	0
Socs6	216.000000	216	0
Slc17a7	216.000000	216	0
Scgn	216.000000	216	0
Rhbdl1	216.000000	216	0
Rabggtb	216.000000	216	0
Rab37	216.000000	216	0
Rab32	216.000000	216	0
Pank2	216.000000	216	0
Nin	216.000000	216	0
Jmjd8	216.000000	216	0
Edil3	216.000000	216	0
Cdh7	216.000000	216	0
Ankrd60	216.000000	216	0
Tuba1a	215.000000	215	0
Tnpo1	215.000000	215	0
Tent5b	215.000000	215	0
Tcea1	215.000000	215	0
Rcbtb1	215.000000	215	0
Ppp1r9b	215.000000	215	0
Pomp	215.000000	215	0
Pnoc	215.000000	215	0
Lonrf2	215.000000	215	0
Klhl9	215.000000	215	0
Kcnj10	215.000000	215	0
Irf6	215.000000	215	0
Hax1	215.000000	215	0
Col8a1	215.000000	215	0
Ccnl1	215.000000	215	0
Bola3	215.000000	215	0
Ypel1	214.000000	214	0
Ubxn2a	214.000000	214	0
Tsnax	214.000000	214	0
Trim8	214.000000	214	0
Stx11	214.000000	214	0
Sik2	214.000000	214	0
Sh3d21	214.000000	214	0
Mzt2	214.000000	214	0
Hdgf	214.000000	214	0
Gpr4	214.000000	214	0
Gng3	214.000000	214	0
Fut8	214.000000	214	0
Fbxl20	214.000000	214	0
Dph6	214.000000	214	0
Cycs	214.000000	214	0
Cacng6	214.000000	214	0
Bscl2	214.000000	214	0
Bicd1	214.000000	214	0
Zfp978	213.000000	213	0
Tmem95	213.000000	213	0
Scn1b	213.000000	213	0
Rbm46	213.000000	213	0
Prepl	213.000000	213	0
Pgm1	213.000000	213	0
Mtmr9	213.000000	213	0
Mgat5b	213.000000	213	0
Med14	213.000000	213	0
Kctd11	213.000000	213	0
Hrob	213.000000	213	0
Fam110a	213.000000	213	0
Ccser1	213.000000	213	0
Camkmt	213.000000	213	0
Acvr2b	213.000000	213	0
Zbtb42	212.000000	212	0
Vps13b	212.000000	212	0
Trim47	212.000000	212	0
Tpt1	212.000000	212	0
Tmem255a	212.000000	212	0
Pald1	212.000000	212	0
Nudt15	212.000000	212	0
Nek7	212.000000	212	0
Ldlrap1	212.000000	212	0
Klhl14	212.000000	212	0
Gprc5b	212.000000	212	0
Gas8	212.000000	212	0
Galk1	212.000000	212	0
Fancc	212.000000	212	0
Etfrf1	212.000000	212	0
Dennd10	212.000000	212	0
Dbndd1	212.000000	212	0
Clybl	212.000000	212	0
Casc1	212.000000	212	0
Atp1b1	212.000000	212	0
Akt1	212.000000	212	0
4930426D05Rik	212.000000	212	0
Zfp626	211.000000	211	0
Wbp1	211.000000	211	0
Trnp1	211.000000	211	0
Six5	211.000000	211	0
Plxnb1	211.000000	211	0
Plod2	211.000000	211	0
Ndp	211.000000	211	0
Myo1f	211.000000	211	0
Mycbp2	211.000000	211	0
Mmp2	211.000000	211	0
Marchf8	211.000000	211	0
Klhdc2	211.000000	211	0
Ino80b	211.000000	211	0
Hpgd	211.000000	211	0
H1f4	211.000000	211	0
Gm4981	211.000000	211	0
Gda	211.000000	211	0
Fam222a	211.000000	211	0
Ereg	211.000000	211	0
Dpp6	211.000000	211	0
Dock9	211.000000	211	0
Cntln	211.000000	211	0
Adra1b	211.000000	211	0
Acsf3	211.000000	211	0
Ypel4	210.000000	210	0
Tlcd3a	210.000000	210	0
S1pr1	210.000000	210	0
Rhob	210.000000	210	0
Psd	210.000000	210	0
Mga	210.000000	210	0
Hspa4l	210.000000	210	0
Gpr150	210.000000	210	0
Gm11837	210.000000	210	0
Fbxl15	210.000000	210	0
Degs2	210.000000	210	0
Ap5b1	210.000000	210	0
Zfp781	209.000000	209	0
Zbtb41	209.000000	209	0
Wrap53	209.000000	209	0
Trpm4	209.000000	209	0
Trp53	209.000000	209	0
Tifa	209.000000	209	0
Strn	209.000000	209	0
Slc7a4	209.000000	209	0
Pde4dip	209.000000	209	0
Otof	209.000000	209	0
Kcnk13	209.000000	209	0
Hrc	209.000000	209	0
Gm3055	209.000000	209	0
Fan1	209.000000	209	0
Fam166c	209.000000	209	0
Dynlt1f	209.000000	209	0
Dynlt1c	209.000000	209	0
Tut7	208.000000	208	0
Synpo2	208.000000	208	0
Srxn1	208.000000	208	0
Slc16a1	208.000000	208	0
Shbg	208.000000	208	0
Rraga	208.000000	208	0
Rnf19a	208.000000	208	0
Rab12	208.000000	208	0
Med16	208.000000	208	0
Mboat2	208.000000	208	0
Lgr4	208.000000	208	0
Hsf4	208.000000	208	0
Dynll1	208.000000	208	0
Ctnna1	208.000000	208	0
Cntn4	208.000000	208	0
Cfap97	208.000000	208	0
Cacnb3	208.000000	208	0
9230019H11Rik	208.000000	208	0
Zfp574	207.000000	207	0
Trim65	207.000000	207	0
Trappc3l	207.000000	207	0
Stat5a	207.000000	207	0
Sirt5	207.000000	207	0
Psma5	207.000000	207	0
Pfn4	207.000000	207	0
Kbtbd11	207.000000	207	0
Grik5	207.000000	207	0
Galnt9	207.000000	207	0
Erfe	207.000000	207	0
Dynlt1a	207.000000	207	0
Cdc42ep4	207.000000	207	0
2610524H06Rik	207.000000	207	0
Ube2h	206.000000	206	0
Tmem150a	206.000000	206	0
Smarca2	206.000000	206	0
Scn9a	206.000000	206	0
Nudt9	206.000000	206	0
Mafk	206.000000	206	0
Klhl7	206.000000	206	0
Fech	206.000000	206	0
Carm1	206.000000	206	0
Abi2	206.000000	206	0
A630001G21Rik	206.000000	206	0
Wdr90	205.000000	205	0
Wbp2	205.000000	205	0
Uqcrc2	205.000000	205	0
St3gal4	205.000000	205	0
Skida1	205.000000	205	0
Rsph3a	205.000000	205	0
Pnpla3	205.000000	205	0
Pclo	205.000000	205	0
Parm1	205.000000	205	0
Nfatc2	205.000000	205	0
Mrpl39	205.000000	205	0
Katnb1	205.000000	205	0
Isyna1	205.000000	205	0
Ehd3	205.000000	205	0
Ddx18	205.000000	205	0
B4galnt1	205.000000	205	0
Atg16l1	205.000000	205	0
Tpst2	204.000000	204	0
Tfg	204.000000	204	0
Tex37	204.000000	204	0
Secisbp2l	204.000000	204	0
Rnf207	204.000000	204	0
Prdm2	204.000000	204	0
Plekhh1	204.000000	204	0
Nexmif	204.000000	204	0
Lin7a	204.000000	204	0
Gpr85	204.000000	204	0
Galc	204.000000	204	0
Tnfrsf11a	203.000000	203	0
Tmem100	203.000000	203	0
Sypl	203.000000	203	0
Swsap1	203.000000	203	0
Pcdhac1	203.000000	203	0
Pbk	203.000000	203	0
Pabpc4	203.000000	203	0
Mrpl38	203.000000	203	0
Dmxl2	203.000000	203	0
B3gnt9	203.000000	203	0
Adcy3	203.000000	203	0
Abcb10	203.000000	203	0
Ttbk2	202.000000	202	0
Tmem215	202.000000	202	0
Spr	202.000000	202	0
Slc29a4	202.000000	202	0
Shisa5	202.000000	202	0
Rs1	202.000000	202	0
Rnf144a	202.000000	202	0
Rad18	202.000000	202	0
Rab11fip2	202.000000	202	0
Pmp22	202.000000	202	0
Peli3	202.000000	202	0
Nipal4	202.000000	202	0
Myrf	202.000000	202	0
Ift172	202.000000	202	0
Hspa9	202.000000	202	0
Golm1	202.000000	202	0
Gm33989	202.000000	202	0
Gckr	202.000000	202	0
Fndc4	202.000000	202	0
Dkk1	202.000000	202	0
Depdc1b	202.000000	202	0
Dennd5b	202.000000	202	0
Cox10	202.000000	202	0
B4galt4	202.000000	202	0
Arl4c	202.000000	202	0
Wdsub1	201.000000	201	0
Unc80	201.000000	201	0
Tex14	201.000000	201	0
Prune1	201.000000	201	0
Pogk	201.000000	201	0
Pip4k2b	201.000000	201	0
Phip	201.000000	201	0
Pcbp3	201.000000	201	0
Mindy1	201.000000	201	0
H2bc21	201.000000	201	0
H2ac21	201.000000	201	0
H2ac20	201.000000	201	0
Grm6	201.000000	201	0
Gpc1	201.000000	201	0
Fntb	201.000000	201	0
Csgalnact2	201.000000	201	0
Bub1	201.000000	201	0
Anxa3	201.000000	201	0
Ak4	201.000000	201	0
Zfp442	200.000000	200	0
Them4	200.000000	200	0
Tanc1	200.000000	200	0
Rfng	200.000000	200	0
Rbbp5	200.000000	200	0
Grin2a	200.000000	200	0
Gps1	200.000000	200	0
Cyyr1	200.000000	200	0
Ciart	200.000000	200	0
Antxr1	200.000000	200	0
Agps	200.000000	200	0
Tdgf1	199.000000	199	0
St3gal1	199.000000	199	0
Skiv2l	199.000000	199	0
Nelfe	199.000000	199	0
Lgalsl	199.000000	199	0
Haspin	199.000000	199	0
Gtf2h2	199.000000	199	0
Flt3	199.000000	199	0
Dnph1	199.000000	199	0
Cdc23	199.000000	199	0
Camk2b	199.000000	199	0
Zfp41	198.000000	198	0
Tyro3	198.000000	198	0
Tslp	198.000000	198	0
Tra2a	198.000000	198	0
Sorcs1	198.000000	198	0
Sgtb	198.000000	198	0
Setx	198.000000	198	0
Sav1	198.000000	198	0
Nln	198.000000	198	0
Mpig6b	198.000000	198	0
Ly6g6c	198.000000	198	0
Loxl3	198.000000	198	0
Knop1	198.000000	198	0
Iqck	198.000000	198	0
Il1rapl2	198.000000	198	0
Hrh2	198.000000	198	0
Fam104a	198.000000	198	0
Dok1	198.000000	198	0
D11Wsu47e	198.000000	198	0
Atxn7l2	198.000000	198	0
Arhgef12	198.000000	198	0
Ankrd46	198.000000	198	0
Zfp354b	197.000000	197	0
Trappc10	197.000000	197	0
Tcea3	197.000000	197	0
Synpo2l	197.000000	197	0
Sumo2	197.000000	197	0
Stambpl1	197.000000	197	0
Snca	197.000000	197	0
Smurf1	197.000000	197	0
Shisa7	197.000000	197	0
Plrg1	197.000000	197	0
Pdpr	197.000000	197	0
Pdcl3	197.000000	197	0
Nr3c2	197.000000	197	0
Myoz1	197.000000	197	0
Gpr153	197.000000	197	0
Gmeb2	197.000000	197	0
Gipc3	197.000000	197	0
Eps15	197.000000	197	0
Dram2	197.000000	197	0
Cept1	197.000000	197	0
Cdca7	197.000000	197	0
Ccna2	197.000000	197	0
Zfp827	196.000000	196	0
Wdr82	196.000000	196	0
Upf2	196.000000	196	0
Ube2q2	196.000000	196	0
Tmem158	196.000000	196	0
Tlcd1	196.000000	196	0
Tfrc	196.000000	196	0
Rpl23a	196.000000	196	0
Rexo2	196.000000	196	0
Pak7	196.000000	196	0
Nek8	196.000000	196	0
Mme	196.000000	196	0
Lhpp	196.000000	196	0
Gabra2	196.000000	196	0
Bfsp1	196.000000	196	0
Adam22	196.000000	196	0
Zfp296	195.000000	195	0
Xylt2	195.000000	195	0
Vash1	195.000000	195	0
Tax1bp3	195.000000	195	0
Tagln2	195.000000	195	0
Slc38a1	195.000000	195	0
Rnf113a1	195.000000	195	0
Rab38	195.000000	195	0
Nr4a3	195.000000	195	0
Npepl1	195.000000	195	0
Ndufa1	195.000000	195	0
Mrps35	195.000000	195	0
Meox2	195.000000	195	0
Mcam	195.000000	195	0
Gja3	195.000000	195	0
Gemin7	195.000000	195	0
Fmn2	195.000000	195	0
Etv1	195.000000	195	0
Emc6	195.000000	195	0
D16Ertd472e	195.000000	195	0
Blnk	195.000000	195	0
Bin1	195.000000	195	0
Amfr	195.000000	195	0
Vars	194.000000	194	0
Ttll11	194.000000	194	0
Ttc5	194.000000	194	0
Spag7	194.000000	194	0
Rtn4rl1	194.000000	194	0
Ppp4r4	194.000000	194	0
Pou2f3	194.000000	194	0
P2ry2	194.000000	194	0
Otx1	194.000000	194	0
Mif4gd	194.000000	194	0
Lmo4	194.000000	194	0
Kcnc3	194.000000	194	0
Isoc1	194.000000	194	0
Golim4	194.000000	194	0
Galnt11	194.000000	194	0
Dph1	194.000000	194	0
D17H6S56E-5	194.000000	194	0
Cux1	194.000000	194	0
Chd5	194.000000	194	0
Ulk3	193.000000	193	0
Trp53inp1	193.000000	193	0
St8sia6	193.000000	193	0
Shroom4	193.000000	193	0
Sh3pxd2a	193.000000	193	0
Sat1	193.000000	193	0
Pth2r	193.000000	193	0
Pgrmc1	193.000000	193	0
Pacs1	193.000000	193	0
Osbpl10	193.000000	193	0
Olfr806	193.000000	193	0
Nphs2	193.000000	193	0
Med6	193.000000	193	0
Lrwd1	193.000000	193	0
Ice1	193.000000	193	0
Hes1	193.000000	193	0
Fbxw2	193.000000	193	0
Endog	193.000000	193	0
Emilin2	193.000000	193	0
Edn1	193.000000	193	0
Dok5	193.000000	193	0
Commd2	193.000000	193	0
Col4a6	193.000000	193	0
Col4a5	193.000000	193	0
Cftr	193.000000	193	0
Cdk5rap2	193.000000	193	0
Cdhr1	193.000000	193	0
Cast	193.000000	193	0
Bex2	193.000000	193	0
Alkbh4	193.000000	193	0
Abca8b	193.000000	193	0
Zfp939	192.000000	192	0
Ubxn4	192.000000	192	0
Socs3	192.000000	192	0
Sh3tc1	192.000000	192	0
Ptger2	192.000000	192	0
Nudt18	192.000000	192	0
Ninj1	192.000000	192	0
Marchf10	192.000000	192	0
Malsu1	192.000000	192	0
Ifi47	192.000000	192	0
Htr4	192.000000	192	0
Gpr83	192.000000	192	0
Gm3435	192.000000	192	0
Ephx4	192.000000	192	0
Eif4e3	192.000000	192	0
Dhrs11	192.000000	192	0
Cfap58	192.000000	192	0
Ankle1	192.000000	192	0
Zfp61	191.000000	191	0
Ubqln4	191.000000	191	0
Spata5	191.000000	191	0
Slc27a4	191.000000	191	0
Pstk	191.000000	191	0
Plppr2	191.000000	191	0
Pdss2	191.000000	191	0
Pcbp2	191.000000	191	0
Nudt6	191.000000	191	0
Mrpl58	191.000000	191	0
Map3k5	191.000000	191	0
Lpl	191.000000	191	0
Loxl2	191.000000	191	0
Lamtor2	191.000000	191	0
Gtf2a1l	191.000000	191	0
Eda	191.000000	191	0
Asah1	191.000000	191	0
Zfp553	190.000000	190	0
Rnf138	190.000000	190	0
Ppib	190.000000	190	0
Krt10	190.000000	190	0
Inpp5e	190.000000	190	0
H3f3a	190.000000	190	0
Gucy1a1	190.000000	190	0
Fam204a	190.000000	190	0
Fam149a	190.000000	190	0
Dusp15	190.000000	190	0
Crispld2	190.000000	190	0
Coro6	190.000000	190	0
Casp7	190.000000	190	0
Asb7	190.000000	190	0
Zfp365	189.000000	189	0
Zc3hav1	189.000000	189	0
Tmx1	189.000000	189	0
Slc6a3	189.000000	189	0
Psmf1	189.000000	189	0
Proser3	189.000000	189	0
Ppm1a	189.000000	189	0
Npy5r	189.000000	189	0
Neil2	189.000000	189	0
Med7	189.000000	189	0
Hspb6	189.000000	189	0
Gabbr1	189.000000	189	0
Epg5	189.000000	189	0
Dcaf5	189.000000	189	0
Cttnbp2nl	189.000000	189	0
Bckdhb	189.000000	189	0
Atrn	189.000000	189	0
A530032D15Rik	189.000000	189	0
Uspl1	188.000000	188	0
Usp48	188.000000	188	0
Tbc1d16	188.000000	188	0
Skor1	188.000000	188	0
Sec22a	188.000000	188	0
Rgs10	188.000000	188	0
Rab24	188.000000	188	0
Prelid1	188.000000	188	0
Pomgnt2	188.000000	188	0
Oga	188.000000	188	0
Neurl4	188.000000	188	0
Ncoa2	188.000000	188	0
Mdp1	188.000000	188	0
Hikeshi	188.000000	188	0
Gm715	188.000000	188	0
Ext2	188.000000	188	0
Ets2	188.000000	188	0
Crtc3	188.000000	188	0
Cox8a	188.000000	188	0
Ciao2b	188.000000	188	0
Cep250	188.000000	188	0
Ccdc40	188.000000	188	0
Cacnb2	188.000000	188	0
B4galnt3	188.000000	188	0
2810408A11Rik	188.000000	188	0
Zfp382	187.000000	187	0
Zbed4	187.000000	187	0
Ube2v1	187.000000	187	0
Tufm	187.000000	187	0
Ttpal	187.000000	187	0
Sorbs3	187.000000	187	0
Slc30a7	187.000000	187	0
Rsbn1l	187.000000	187	0
Rbm6	187.000000	187	0
Radil	187.000000	187	0
Nphp3	187.000000	187	0
Ndufs4	187.000000	187	0
Mtfr2	187.000000	187	0
Mrpl36	187.000000	187	0
Mcoln2	187.000000	187	0
Lysmd3	187.000000	187	0
Kmt2a	187.000000	187	0
Gm45915	187.000000	187	0
Extl2	187.000000	187	0
Atl3	187.000000	187	0
2700081O15Rik	187.000000	187	0
Zkscan7	186.000000	186	0
Wdr83os	186.000000	186	0
Wdr83	186.000000	186	0
Traf2	186.000000	186	0
Syt13	186.000000	186	0
Rpl35	186.000000	186	0
Rab28	186.000000	186	0
Rab11fip3	186.000000	186	0
Ppp2r5b	186.000000	186	0
Pheta1	186.000000	186	0
Neurl1a	186.000000	186	0
Mprip	186.000000	186	0
Man2b1	186.000000	186	0
Lonrf3	186.000000	186	0
H4f16	186.000000	186	0
H2aj	186.000000	186	0
H2-M5	186.000000	186	0
Gpat4	186.000000	186	0
Gm3173	186.000000	186	0
Fgf16	186.000000	186	0
Dnajb12	186.000000	186	0
Diaph1	186.000000	186	0
Dcbld1	186.000000	186	0
Cyld	186.000000	186	0
Cep128	186.000000	186	0
Calcb	186.000000	186	0
Arpc5l	186.000000	186	0
Usp49	185.000000	185	0
Usp3	185.000000	185	0
Ssc5d	185.000000	185	0
Srp54c	185.000000	185	0
Srp54b	185.000000	185	0
Siah2	185.000000	185	0
Rala	185.000000	185	0
Prps1	185.000000	185	0
Nat14	185.000000	185	0
L2hgdh	185.000000	185	0
Isg15	185.000000	185	0
Fbxo43	185.000000	185	0
Fam174c	185.000000	185	0
Extl1	185.000000	185	0
Dmac2l	185.000000	185	0
Cirbp	185.000000	185	0
Ascc3	185.000000	185	0
Armc2	185.000000	185	0
Apbb1ip	185.000000	185	0
Tomm20	184.000000	184	0
Tlr5	184.000000	184	0
Sesn3	184.000000	184	0
Sertad1	184.000000	184	0
Scg2	184.000000	184	0
Scand1	184.000000	184	0
Rnf24	184.000000	184	0
Rin3	184.000000	184	0
Rasl2-9	184.000000	184	0
Ppp6r3	184.000000	184	0
Pik3c2a	184.000000	184	0
Panx1	184.000000	184	0
Maoa	184.000000	184	0
Gabrg1	184.000000	184	0
Fbxw11	184.000000	184	0
Ezr	184.000000	184	0
Exosc6	184.000000	184	0
Ecpas	184.000000	184	0
Dscam	184.000000	184	0
Dnaaf3	184.000000	184	0
Dld	184.000000	184	0
Dgkg	184.000000	184	0
Coa8	184.000000	184	0
Cnbd2	184.000000	184	0
Cadm3	184.000000	184	0
Borcs7	184.000000	184	0
Bag5	184.000000	184	0
Adap1	184.000000	184	0
Acer3	184.000000	184	0
Abhd6	184.000000	184	0
Zfp13	183.000000	183	0
Wfs1	183.000000	183	0
Usp33	183.000000	183	0
Ulk2	183.000000	183	0
Tmem147	183.000000	183	0
Srrm2	183.000000	183	0
Sostdc1	183.000000	183	0
Slc7a14	183.000000	183	0
Pcdhga9	183.000000	183	0
Nme4	183.000000	183	0
Gpi1	183.000000	183	0
Epha6	183.000000	183	0
Decr2	183.000000	183	0
Bmi1	183.000000	183	0
Anp32b	183.000000	183	0
Zfp142	182.000000	182	0
Vegfc	182.000000	182	0
Rab4b	182.000000	182	0
Ppp1r1a	182.000000	182	0
Oxnad1	182.000000	182	0
Npy2r	182.000000	182	0
Miga1	182.000000	182	0
Mia	182.000000	182	0
Mex3a	182.000000	182	0
Map2k5	182.000000	182	0
Lmtk3	182.000000	182	0
Hook2	182.000000	182	0
Hnrnpf	182.000000	182	0
Gsto1	182.000000	182	0
Fbxo31	182.000000	182	0
Dpyd	182.000000	182	0
Dph3	182.000000	182	0
Ctdp1	182.000000	182	0
Cpt1b	182.000000	182	0
Chkb	182.000000	182	0
Bcs1l	182.000000	182	0
Zscan26	181.000000	181	0
Yaf2	181.000000	181	0
Tram2	181.000000	181	0
Stam2	181.000000	181	0
Rpf2	181.000000	181	0
Rnpep	181.000000	181	0
Prtg	181.000000	181	0
Ppp4r1	181.000000	181	0
Pold3	181.000000	181	0
Pim3	181.000000	181	0
Lingo3	181.000000	181	0
Flvcr2	181.000000	181	0
Ctf1	181.000000	181	0
Cspg5	181.000000	181	0
Cmtm4	181.000000	181	0
Cd24a	181.000000	181	0
Ccnd2	181.000000	181	0
Bcl7c	181.000000	181	0
Arhgap6	181.000000	181	0
1810010H24Rik	181.000000	181	0
Tm9sf1	180.000000	180	0
Sox30	180.000000	180	0
Rbl1	180.000000	180	0
Ranbp9	180.000000	180	0
Pomt2	180.000000	180	0
Pdss1	180.000000	180	0
Pcdha4	180.000000	180	0
Pag1	180.000000	180	0
Ntsr1	180.000000	180	0
Mrpl52	180.000000	180	0
Mmp14	180.000000	180	0
Mib1	180.000000	180	0
Lca5	180.000000	180	0
LOC100861978	180.000000	180	0
Hsd11b2	180.000000	180	0
Hhex	180.000000	180	0
Gstz1	180.000000	180	0
Gpr25	180.000000	180	0
Gm37013	180.000000	180	0
Gm2506	180.000000	180	0
Gm13306	180.000000	180	0
Glg1	180.000000	180	0
Fam177a2	180.000000	180	0
Fam177a	180.000000	180	0
Dsn1	180.000000	180	0
Ccl27b	180.000000	180	0
Ccdc102a	180.000000	180	0
Camkv	180.000000	180	0
Arhgap17	180.000000	180	0
Zswim7	179.000000	179	0
Zdhhc21	179.000000	179	0
Wbp4	179.000000	179	0
Vcl	179.000000	179	0
Ttc19	179.000000	179	0
Tnrc6c	179.000000	179	0
Slc27a6	179.000000	179	0
Sipa1l2	179.000000	179	0
Shld2	179.000000	179	0
Rnf5	179.000000	179	0
Psme3	179.000000	179	0
P2rx7	179.000000	179	0
Nt5m	179.000000	179	0
Ndrg4	179.000000	179	0
Mettl4	179.000000	179	0
Invs	179.000000	179	0
Hecw1	179.000000	179	0
Glud1	179.000000	179	0
Erp44	179.000000	179	0
Epc2	179.000000	179	0
Elf1	179.000000	179	0
Cep78	179.000000	179	0
Ccdc66	179.000000	179	0
Bmp2k	179.000000	179	0
Atf2	179.000000	179	0
Arfip1	179.000000	179	0
Agpat1	179.000000	179	0
Adamts17	179.000000	179	0
Acot4	179.000000	179	0
Znrf2	178.000000	178	0
Zfp524	178.000000	178	0
Trmt1l	178.000000	178	0
Tfb2m	178.000000	178	0
Swt1	178.000000	178	0
Prdx6	178.000000	178	0
Pdap1	178.000000	178	0
Nt5dc3	178.000000	178	0
Msh6	178.000000	178	0
L3hypdh	178.000000	178	0
Klhl12	178.000000	178	0
Kcnmb4	178.000000	178	0
Jkamp	178.000000	178	0
Fiz1	178.000000	178	0
Fbxl2	178.000000	178	0
