Target_genes	Bcl6|Average	SRX094460|Liver	SRX094461|Liver	SRX094462|Liver	SRX094463|Liver	SRX094464|Liver	SRX094465|Liver	SRX094466|Liver	SRX016344|Macrophages	SRX028980|Macrophages	SRX028981|Macrophages	SRX112905|Macrophages	SRX6095747|mESC_derived_neural_cells	SRX6095749|mESC_derived_neural_cells	SRX6095751|mESC_derived_neural_cells	ERX383750|Pancreas	ERX383751|Pancreas	SRX1158860|Tfh	SRX353402|Th9	SRX353403|Th9	SRX1158861|Unclassified	STRING
Syngr3	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Spsb2	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Spats1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Snrnp70	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Slc2a7	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Setd4	7.600000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb1a	7.600000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenov	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Ppme1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Noxo1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Mybbp1a	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Mt3	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Mmp25	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Mgrn1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Ltb	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Lst1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Leng1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Krtap4-6	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Insm1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gpr37l1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gpam	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gm7972	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gm5767	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gm11437	7.600000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glg1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gfer	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gemin7	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Fam180a	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Etnk1	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Ephx1	7.600000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc21	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Cyp2c29	7.600000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cops8	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Cnpy4	7.600000	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
Cc2d1a	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Cbr1	7.600000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng7	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
C2cd3	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Acsbg2	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
4930432K21Rik	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Vps13c	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Tmem54	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Snx18	7.550000	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
Slc39a1	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Slc25a27	7.550000	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm9	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Nmb	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Mslnl	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Mrgprg	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Gsdmd	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Gm13889	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Fcsk	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Dnajc24	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Dlgap4	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Cyp39a1	7.550000	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5b	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Commd9	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
B4galnt3	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Apod	7.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Acvr2a	7.550000	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zswim5	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zic4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp991	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp990	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp976	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp933	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp827	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp780b	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp768	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp712	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp708	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp42	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfp207	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zfand2b	7.500000	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb16	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Zbbx	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Wiz	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Wbp2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Wac	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Vsx1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Vps39	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Vmo1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Vmn2r58	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Vmn1r28	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Vmn1r219	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Vmn1r214	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Veph1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
V1ra8	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Usp5	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Upf2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Unc13d	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Umad1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ugt1a7c	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ugt1a6b	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ubxn7	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ube4a	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ube2r2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ube2ql1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ube2b	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Twist1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tslp	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tsc22d2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Trpd52l3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Trim68	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Trim44	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Trhr	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Trdmt1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Traf6	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tollip	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tmem80	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tmem52	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tmem47	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tmem237	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tmem233	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tmem215	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tjp1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Thsd7b	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Thbs4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tgoln2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tgoln1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tfpi2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tex38	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tent2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tas2r139	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Tas2r129	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Syt3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Stag3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ssmem1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Srgap3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Sptan1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Spesp1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Spata5l1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Spa17	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Sntb2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Smc2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Slco3a1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Slc9b2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Slc39a8	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Slc35d2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Slc30a9	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Slc28a2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Slc25a26	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Slc25a19	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Siae	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Shisal2b	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Setd7	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Serpinb6d	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Serinc4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Scgb2b7	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Scgb2b17	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Scgb2b15	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Sap30bp	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Sap130	7.500000	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsl1d1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rpl31	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rpl30	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rpf2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rpa3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Robo2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rnf4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rnf113a2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Riok3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rida	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rgs6	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rgr	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Reps2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Reep5	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Recql5	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rec114	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rasgrp3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rasal1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rabgap1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rabac1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
R3hdml	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pudp	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pttg1ip	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ptrhd1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ptgdr2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Psg22	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Prdm13	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pramel5	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pramel4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ppp2r3d	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ppp1r14bl	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ppm1k	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pop1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pomt1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Plcb2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Piwil2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pip4p2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pin4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pigu	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Phc1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pgm1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Peg12	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pdzd7	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pdxdc1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pcnx	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pced1b	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pax1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Palm3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Pabpc1l	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
P2ry13	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Osbpl8	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
Ormdl3	7.500000	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Opcml	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr835	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr830	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr814	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr803	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr720	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr67	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr493	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr485	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr479	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr417	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr403	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr373	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr270	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr157	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr1480	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr1377	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr1359	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr1340	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr1282	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr118	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr1164	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr1089	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr1055	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nuf2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nudt5	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nrap	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nr3c2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nr1h5	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Npm3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Notch2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nkapl	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nhsl2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Neto1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nek1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Nebl	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ncstn	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ncs1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mylip	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mtpap	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mthfd1l	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mrps31	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mrps15	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mpv17l	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mpo	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mnat1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mkrn3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Misp3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Maob	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mal	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Magohb	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mageb3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Maf	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
