Target_genes	Prdm1|Average	SRX316287|CD8+_T_cells	SRX1131938|Plasmablasts	SRX1131939|Plasmablasts	SRX885786|Small_intestine	SRX885787|Small_intestine	SRX1465782|Th17_Cells	SRX1465783|Treg	STRING
Paics	104.571429	0	268	152	171	141	0	0	0
Ppp2r5a	103.857143	0	538	0	0	189	0	0	0
Crebzf	103.714286	0	250	0	0	0	270	206	0
Ptpn23	103.571429	0	579	146	0	0	0	0	0
Sms	103.428571	0	481	243	0	0	0	0	0
Tmem234	103.285714	0	541	182	0	0	0	0	0
Eif3i	103.285714	0	541	182	0	0	0	0	0
Csf2ra	103.285714	0	0	230	0	0	202	291	0
Dusp16	103.000000	0	322	0	165	234	0	0	0
Rps2	102.000000	0	338	0	119	257	0	0	0
Rnf151	102.000000	0	338	0	119	257	0	0	0
Ndufb10	102.000000	0	338	0	119	257	0	0	0
Pdss1	101.857143	0	328	0	165	220	0	0	0
Nop2	101.857143	0	93	190	213	217	0	0	0
Fscn3	101.857143	0	0	0	364	349	0	0	0
Atp1a1	101.857143	0	167	0	339	207	0	0	0
Urah	101.571429	0	0	0	288	423	0	0	0
Rai1	101.571429	0	0	0	373	338	0	0	0
Tmem131l	101.142857	0	512	196	0	0	0	0	0
Nr1d2	101.142857	0	0	0	281	427	0	0	0
N4bp2l1	101.142857	0	383	182	143	0	0	0	0
Rfx5	101.000000	0	578	129	0	0	0	0	0
Whrn	100.857143	0	415	291	0	0	0	0	0
Sbk1	100.857143	0	483	223	0	0	0	0	0
Qrich1	100.857143	0	485	221	0	0	0	0	0
Lpxn	100.857143	0	509	197	0	0	0	0	0
Cdc42ep1	100.571429	0	530	174	0	0	0	0	0
Ube2l6	100.428571	0	0	0	237	466	0	0	0
Rfesd	100.428571	0	225	169	169	140	0	0	0
Apol11a	100.142857	0	159	0	245	297	0	0	0
Zfp777	100.000000	0	0	0	330	370	0	0	0
Plin3	100.000000	0	700	0	0	0	0	0	0
Ppm1g	99.857143	0	154	0	265	280	0	0	0
Tnfaip8	99.714286	0	259	0	150	289	0	0	0
Tefm	99.428571	0	98	0	260	338	0	0	0
Simc1	99.428571	0	696	0	0	0	0	0	0
Pax5	99.142857	0	525	169	0	0	0	0	589
Vps37d	99.000000	0	0	0	328	365	0	0	0
Tpm3	98.857143	0	358	0	178	156	0	0	0
Atf7	98.714286	0	0	0	318	373	0	0	0
Unc50	98.571429	0	335	173	0	182	0	0	0
Trp53i11	98.571429	0	555	135	0	0	0	0	0
Coa5	98.571429	0	335	173	0	182	0	0	0
Opn3	98.428571	0	388	189	112	0	0	0	0
Chml	98.428571	0	388	189	112	0	0	0	0
Stt3a	98.000000	0	0	0	413	273	0	0	0
Rlbp1	98.000000	0	372	314	0	0	0	0	0
Fanci	98.000000	0	372	314	0	0	0	0	0
Glt28d2	97.142857	0	680	0	0	0	0	0	0
Ankrd28	97.142857	0	298	0	146	236	0	0	0
L3mbtl3	97.000000	0	465	0	214	0	0	0	0
Inpp5f	97.000000	0	202	134	144	199	0	0	0
Btbd1	97.000000	0	497	182	0	0	0	0	0
Milr1	96.857143	0	409	269	0	0	0	0	0
Cog7	96.857143	0	392	286	0	0	0	0	0
Abcd4	96.857143	0	137	0	275	266	0	0	0
Ptger1	96.714286	0	0	0	310	367	0	0	0
Map3k9	96.571429	0	268	0	208	200	0	0	0
Txnip	96.428571	0	457	218	0	0	0	0	0
Net1	96.285714	0	366	0	132	176	0	0	0
Ccndbp1	96.285714	0	553	121	0	0	0	0	0
Oas1c	96.142857	0	0	0	252	421	0	0	0
Oas1b	96.142857	0	0	0	252	421	0	0	0
Snx11	96.000000	0	672	0	0	0	0	0	0
Chka	96.000000	0	565	0	0	107	0	0	0
Lrrc72	95.857143	0	460	0	0	211	0	0	0
Ephb4	95.857143	0	0	0	360	311	0	0	0
Espn	95.714286	0	0	0	298	372	0	0	0
Zfp160	95.428571	0	194	0	259	215	0	0	0
Pcdh7	95.285714	0	127	0	298	242	0	0	0
Proser3	95.000000	0	297	0	177	191	0	0	0
Nsg2	95.000000	0	537	0	128	0	0	0	0
Hspb6	95.000000	0	297	0	177	191	0	0	0
Pigv	94.857143	0	572	92	0	0	0	0	0
Sertad3	94.714286	0	225	0	171	267	0	0	0
Ier5	94.571429	0	662	0	0	0	0	0	0
Slc2a2	94.428571	0	0	0	316	345	0	0	0
Paip2b	94.428571	0	661	0	0	0	0	0	0
Grap	94.428571	0	553	108	0	0	0	0	0
Timd2	94.285714	0	660	0	0	0	0	0	0
Tle3	94.000000	0	467	0	191	0	0	0	0
Rnf38	94.000000	0	354	165	139	0	0	0	0
Rdh5	94.000000	0	0	0	360	298	0	0	0
Pxk	94.000000	0	0	0	273	385	0	0	0
Bloc1s1	94.000000	0	0	0	360	298	0	0	0
Eml6	93.714286	0	251	0	215	190	0	0	0
Pdap1	93.571429	0	252	0	248	155	0	0	0
Bud31	93.571429	0	252	0	248	155	0	0	0
Plscr3	93.428571	0	0	0	320	334	0	0	0
Slc2a6	93.285714	0	488	165	0	0	0	0	0
Pdcd1	93.142857	0	518	134	0	0	0	0	0
Kynu	93.142857	0	652	0	0	0	0	0	0
Eif4e2	93.142857	0	0	0	289	363	0	0	0
Ppa2	92.714286	0	542	0	107	0	0	0	0
Rps27rt	92.571429	0	414	118	0	116	0	0	0
Rab13	92.571429	0	414	118	0	116	0	0	0
Mybph	92.571429	0	505	143	0	0	0	0	0
Ebf3	92.571429	0	0	0	279	369	0	0	0
Kif13b	92.428571	0	154	0	176	317	0	0	0
Mnd1	92.285714	0	0	0	350	296	0	0	0
Pigl	92.142857	0	522	123	0	0	0	0	0
Ncor1	92.142857	0	522	123	0	0	0	0	0
Hoxb4	91.857143	0	139	0	210	294	0	0	0
Hoxb3	91.857143	0	139	0	210	294	0	0	0
Sap30l	91.714286	0	212	0	219	211	0	0	0
Tespa1	91.571429	0	496	145	0	0	0	0	0
E130308A19Rik	91.142857	0	638	0	0	0	0	0	0
4833420G17Rik	90.857143	0	0	0	303	333	0	0	0
Sh2d2a	90.571429	0	504	130	0	0	0	0	0
1810010H24Rik	90.571429	0	423	211	0	0	0	0	0
Tmsb4x	90.428571	0	633	0	0	0	0	0	0
Hnf1b	90.000000	0	372	0	0	258	0	0	0
Cyfip2	90.000000	0	517	113	0	0	0	0	0
Lsm8	89.857143	0	0	0	341	288	0	0	0
Setd5	89.714286	0	455	0	0	173	0	0	0
Gm20346	89.571429	0	439	188	0	0	0	0	0
Anp32a	89.571429	0	439	188	0	0	0	0	0
Foxd2	89.428571	0	0	158	267	201	0	0	0
Tlr13	89.285714	0	490	135	0	0	0	0	0
Dennd6a	89.285714	0	403	222	0	0	0	0	0
Oxr1	89.142857	0	0	0	355	269	0	0	0
Aqp8	89.142857	0	0	0	390	234	0	0	0
Tnfsf9	89.000000	0	318	0	128	177	0	0	0
Col17a1	88.857143	0	0	0	362	260	0	0	0
Mrps16	88.714286	0	0	0	249	372	0	0	0
Dnajc9	88.714286	0	0	0	249	372	0	0	0
Cyth1	88.714286	0	409	212	0	0	0	0	0
Pdcl	88.571429	0	478	0	0	142	0	0	0
Dnajc6	88.571429	0	0	0	181	439	0	0	0
Trim5	88.428571	0	498	121	0	0	0	0	0
Haao	88.285714	0	453	165	0	0	0	0	0
Wdpcp	88.142857	0	414	0	203	0	0	0	0
Mdh1	88.142857	0	414	0	203	0	0	0	0
Kat2b	88.142857	0	214	0	209	194	0	0	0
Rel	88.000000	0	499	117	0	0	0	0	0
Ranbp9	88.000000	0	0	0	295	321	0	0	0
Mtrex	87.857143	0	489	126	0	0	0	0	0
Dhx29	87.857143	0	489	126	0	0	0	0	0
Ran	87.714286	0	502	112	0	0	0	0	0
Raet1e	87.714286	156	458	0	0	0	0	0	0
Dnah8	87.571429	0	164	0	253	196	0	0	0
Ankib1	87.571429	0	148	0	293	172	0	0	0
Cmya5	87.142857	0	0	0	323	287	0	0	0
Ccnd1	87.000000	0	0	0	287	322	0	0	0
Ddx10	86.857143	0	351	163	0	94	0	0	0
Cpsf6	86.714286	0	480	127	0	0	0	0	0
Cd82	86.571429	0	0	0	330	276	0	0	0
C1galt1c1	86.571429	0	606	0	0	0	0	0	0
Slc30a9	86.285714	0	0	0	383	221	0	0	0
Dlg4	86.285714	0	473	131	0	0	0	0	0
Acadvl	86.285714	0	473	131	0	0	0	0	0
Tmc8	86.142857	0	447	0	156	0	0	0	0
Tmc6	86.142857	0	447	0	156	0	0	0	0
Fam111a	86.000000	0	444	158	0	0	0	0	0
Trim34b	85.714286	0	372	228	0	0	0	0	0
Cfap126	85.714286	0	0	0	370	230	0	0	0
Ptprf	85.571429	0	0	0	260	339	0	0	0
Cyp2d26	85.571429	0	0	0	326	273	0	0	0
Lrp10	85.428571	0	301	0	150	147	0	0	0
Mrpl48	85.285714	0	0	0	295	302	0	0	0
Blk	85.285714	0	485	112	0	0	0	0	0
Cbarp	85.000000	0	238	226	0	131	0	0	0
Atp5d	85.000000	0	238	226	0	131	0	0	0
Tmem243	84.714286	0	467	0	0	126	0	0	0
Ggnbp2	84.714286	0	369	224	0	0	0	0	0
Slc6a16	84.571429	0	592	0	0	0	0	0	0
Rusc1	84.571429	0	299	146	147	0	0	0	0
Tnfaip2	84.285714	0	0	0	298	292	0	0	0
Aadacl2fm1	84.285714	0	0	590	0	0	0	0	0
Ahcyl2	84.142857	0	134	0	182	273	0	0	0
Nr1h4	84.000000	0	0	0	272	316	0	0	0
Meig1	83.857143	0	446	141	0	0	0	0	0
Dclre1c	83.857143	0	446	141	0	0	0	0	0
Commd6	83.714286	0	0	0	250	336	0	0	0
Cipc	83.571429	0	167	111	148	159	0	0	0
Tmem167b	83.285714	0	479	104	0	0	0	0	0
Pik3ip1	83.285714	0	0	0	349	234	0	0	0
Nes	83.285714	0	180	0	188	215	0	0	0
Oasl2	83.142857	0	0	95	217	270	0	0	0
Txndc16	82.857143	0	433	147	0	0	0	0	0
Gpr137c	82.857143	0	433	147	0	0	0	0	0
Dld	82.714286	0	329	0	250	0	0	0	0
Slc3a1	82.428571	0	0	0	337	240	0	0	0
Mllt10	82.428571	0	298	0	113	166	0	0	0
Kcnj2	82.428571	0	0	0	357	220	0	0	0
Ticam2	82.285714	0	576	0	0	0	0	0	0
1700018B08Rik	82.285714	0	169	0	199	208	0	0	0
Tti2	82.000000	0	160	0	287	127	0	0	0
Trim12a	82.000000	0	574	0	0	0	0	0	0
Anxa7	82.000000	0	269	0	128	177	0	0	0
Hexb	81.857143	0	573	0	0	0	0	0	0
Chd4	81.857143	0	0	0	392	181	0	0	0
Tcn2	81.714286	0	312	85	0	175	0	0	0
Tax1bp1	81.714286	0	430	142	0	0	0	0	0
Pgd	81.714286	0	572	0	0	0	0	0	0
Pkhd1	81.571429	0	0	0	333	238	0	0	0
Dph5	81.571429	0	443	0	128	0	0	0	0
Rwdd2b	81.428571	0	0	0	361	209	0	0	0
Plin1	81.428571	0	0	0	231	339	0	0	0
Cetn3	81.285714	0	0	0	222	347	0	0	0
Fbxo4	80.714286	0	81	0	284	200	0	0	0
Fam122a	80.714286	0	565	0	0	0	0	0	0
Wipf1	80.571429	0	0	0	260	304	0	0	0
Plekhb1	80.428571	0	420	143	0	0	0	0	0
Tsga10ip	80.285714	0	397	165	0	0	0	0	0
Ptger4	80.285714	0	562	0	0	0	0	0	0
Sema4d	80.142857	0	449	112	0	0	0	0	0
Klf9	80.142857	0	154	0	208	199	0	0	0
Cdk6	80.142857	0	244	0	161	156	0	0	0
Nt5c2	80.000000	0	416	144	0	0	0	0	0
Rnd3	79.857143	0	144	0	260	155	0	0	0
Cd163l1	79.857143	297	0	0	0	262	0	0	0
Baz2b	79.857143	0	0	0	281	278	0	0	0
Pdpk1	79.714286	0	431	127	0	0	0	0	0
Eif5a	79.571429	0	442	115	0	0	0	0	0
Olfr1359	79.285714	0	0	0	226	329	0	0	0
Klf5	79.285714	0	0	0	271	284	0	0	0
Mat1a	79.000000	0	0	0	273	280	0	0	0
Insm1	79.000000	0	553	0	0	0	0	0	0
Vmn2r102	78.714286	0	215	336	0	0	0	0	0
Rab11fip2	78.714286	0	336	139	0	76	0	0	0
Eif2s2	78.714286	0	274	122	155	0	0	0	0
Upk3bl	77.857143	0	410	135	0	0	0	0	0
Slc25a1	77.857143	0	219	0	171	155	0	0	0
Cdc7	77.857143	0	0	0	200	345	0	0	0
Rdh1	77.714286	0	0	0	353	191	0	0	0
Pyroxd1	77.714286	0	417	127	0	0	0	0	0
Irf2bp1	77.571429	0	390	0	153	0	0	0	0
Hspa12a	77.428571	0	401	141	0	0	0	0	0
Eno4	77.428571	0	401	141	0	0	0	0	0
Eml4	77.428571	0	542	0	0	0	0	0	0
Coro2a	77.428571	0	398	144	0	0	0	0	0
Psrc1	77.285714	0	541	0	0	0	0	0	0
Obi1	77.285714	0	347	194	0	0	0	0	0
Acsl5	77.142857	0	540	0	0	0	0	0	0
Zgrf1	77.000000	0	221	0	89	229	0	0	0
Larp7	77.000000	0	221	0	89	229	0	0	0
Amer1	77.000000	0	0	0	259	280	0	0	0
Marveld2	76.714286	0	70	0	290	177	0	0	0
Vmn1r198	76.571429	0	0	0	310	226	0	0	0
Rnpepl1	76.428571	0	535	0	0	0	0	0	0
Lacc1	76.428571	0	535	0	0	0	0	0	0
Dusp28	76.428571	0	535	0	0	0	0	0	0
Cdca7	76.428571	0	397	138	0	0	0	0	0
Ccdc122	76.428571	0	535	0	0	0	0	0	0
Ankmy1	76.428571	0	535	0	0	0	0	0	0
Ahctf1	76.428571	0	177	0	164	194	0	0	0
Ube2v1	76.285714	0	316	108	110	0	0	0	0
Vnn1	76.142857	0	0	0	329	204	0	0	0
Mrps18c	76.142857	0	331	202	0	0	0	0	0
Insc	76.142857	0	0	0	261	272	0	0	0
Helq	76.142857	0	331	202	0	0	0	0	0
Apol11b	76.142857	0	116	0	166	251	0	0	0
Actr2	76.142857	0	533	0	0	0	0	0	0
Stap1	76.000000	0	210	322	0	0	0	0	0
Neurod4	75.714286	0	530	0	0	0	0	0	0
Mef2c	75.571429	0	529	0	0	0	0	0	0
Hgd	75.571429	0	0	0	293	236	0	0	0
Ppm1e	75.000000	0	325	0	0	200	0	0	0
Prkag3	74.857143	0	524	0	0	0	0	0	0
Kpna4	74.857143	0	340	0	0	184	0	0	0
Naa20	74.714286	0	355	168	0	0	0	0	0
Sap30bp	74.571429	0	280	242	0	0	0	0	0
Recql5	74.571429	0	280	242	0	0	0	0	0
Frs2	74.428571	0	0	0	284	237	0	0	0
Brinp3	74.428571	0	0	0	261	260	0	0	0
Tmprss4	74.285714	0	520	0	0	0	0	0	0
Med28	74.285714	0	130	0	233	157	0	0	0
Cdh6	74.285714	0	0	0	381	139	0	0	0
Drap1	74.142857	0	358	161	0	0	0	0	0
Bmt2	74.142857	0	0	0	128	391	0	0	0
AI837181	74.142857	0	358	161	0	0	0	0	0
Slc9a3r2	74.000000	0	367	151	0	0	0	0	0
Npw	74.000000	0	367	151	0	0	0	0	0
Usp25	73.714286	0	516	0	0	0	0	0	0
Fas	73.714286	0	362	0	0	154	0	0	0
Afg3l2	73.714286	0	0	0	222	294	0	0	0
Pcbp2	73.571429	0	127	162	0	226	0	0	0
Cabyr	73.142857	0	512	0	0	0	0	0	0
Tlcd2	73.000000	0	394	117	0	0	0	0	0
Asb2	73.000000	0	376	135	0	0	0	0	0
Arc	72.857143	0	510	0	0	0	0	0	0
Tent5c	72.714286	509	0	0	0	0	0	0	0
Bnip3	72.428571	0	0	0	359	148	0	0	0
Cbr1	72.285714	0	0	0	292	214	0	0	0
Rab21	72.142857	0	0	0	226	279	0	0	0
Nin	72.142857	0	505	0	0	0	0	0	0
Lrig2	72.142857	0	391	114	0	0	0	0	0
Cacna1h	72.142857	0	505	0	0	0	0	0	0
Nck2	72.000000	0	135	0	199	170	0	0	0
Usf1	71.857143	0	355	148	0	0	0	0	0
Rasl11b	71.857143	0	0	0	181	322	0	0	0
Col12a1	71.857143	0	503	0	0	0	0	0	0
Api5	71.857143	0	0	0	294	209	0	0	0
Ndufc2	71.714286	0	0	0	302	200	0	0	0
Acot4	71.714286	0	0	0	213	289	0	0	0
Arhgap42	71.571429	0	0	0	260	241	0	0	0
Trim44	71.428571	0	164	0	144	192	0	0	0
Pomp	71.428571	0	0	0	142	358	0	0	0
Prpf40a	71.285714	0	372	127	0	0	0	0	0
Arl6ip6	71.285714	0	372	127	0	0	0	0	0
Zfp426	71.142857	0	324	174	0	0	0	0	0
Polr3h	71.142857	0	498	0	0	0	0	0	0
Pdcd4	71.142857	0	498	0	0	0	0	0	0
Gli3	71.142857	0	0	0	341	157	0	0	0
Cdkn2a	71.000000	0	497	0	0	0	0	0	0
Zswim7	70.857143	0	149	0	182	165	0	0	0
Ttc19	70.857143	0	149	0	182	165	0	0	0
Usp4	70.714286	0	293	0	0	202	0	0	0
Tmed3	70.714286	0	495	0	0	0	0	0	0
Nrap	70.714286	0	0	0	311	184	0	0	0
Casp7	70.714286	0	0	0	311	184	0	0	0
Ankrd11	70.571429	0	357	0	0	137	0	0	0
Aff1	70.571429	0	494	0	0	0	0	0	0
Tmem260	70.428571	0	493	0	0	0	0	0	0
Sf3b2	70.428571	0	0	0	242	251	0	0	0
Rubcnl	70.428571	0	493	0	0	0	0	0	0
Chrnb4	70.428571	0	0	0	248	245	0	0	0
Ces2c	70.428571	0	0	0	182	311	0	0	0
Tpd52	70.142857	0	407	84	0	0	0	0	0
Sgpp1	70.000000	0	490	0	0	0	0	0	0
Rab30	70.000000	0	490	0	0	0	0	0	0
Steap2	69.714286	0	0	0	211	277	0	0	0
Kctd9	69.714286	0	488	0	0	0	0	0	0
Ift46	69.714286	0	122	0	187	179	0	0	0
Cdca2	69.714286	0	488	0	0	0	0	0	0
Steap3	69.285714	0	94	0	198	193	0	0	0
Scly	69.142857	0	0	0	287	197	0	0	0
Tmem181a	69.000000	0	0	0	235	248	0	0	0
Slc26a8	69.000000	0	483	0	0	0	0	0	0
Mapk14	69.000000	0	483	0	0	0	0	0	0
Pknox1	68.714286	0	268	213	0	0	0	0	0
Mtmr12	68.714286	0	106	0	202	173	0	0	0
Men1	68.714286	0	481	0	0	0	0	0	0
Spata25	68.571429	0	199	0	156	125	0	0	0
Plscr1	68.571429	0	301	179	0	0	0	0	0
Gm45915	68.428571	0	479	0	0	0	0	0	0
Gca	68.428571	0	141	0	138	200	0	0	0
Prox2	68.285714	0	125	0	208	145	0	0	0
Osr1	68.285714	0	0	0	163	315	0	0	0
Hic1	68.285714	0	218	0	0	260	0	0	0
Dlst	68.285714	0	125	0	208	145	0	0	0
Ankub1	68.285714	0	398	80	0	0	0	0	0
Nxph4	68.142857	0	477	0	0	0	0	0	0
Ksr1	68.142857	0	316	0	0	161	0	0	0
Klhl18	68.142857	0	477	0	0	0	0	0	0
Kif9	68.142857	0	477	0	0	0	0	0	0
Rcsd1	68.000000	0	476	0	0	0	0	0	0
Igtp	68.000000	0	0	0	215	261	0	0	0
Ccl26	67.857143	0	475	0	0	0	0	0	0
Ccl24	67.857143	0	475	0	0	0	0	0	0
Ifi214	67.714286	0	287	187	0	0	0	0	0
Eef2	67.714286	0	0	0	262	212	0	0	0
Cldn7	67.714286	0	0	0	226	248	0	0	0
Pip4p1	67.571429	0	473	0	0	0	0	0	0
Osgep	67.571429	0	473	0	0	0	0	0	0
Apex1	67.571429	0	473	0	0	0	0	0	0
1110038F14Rik	67.571429	0	0	0	255	218	0	0	0
H2-T24	67.428571	0	0	0	181	291	0	0	0
Btnl4	67.428571	0	0	0	229	243	0	0	0
Vti1b	67.285714	0	0	0	248	223	0	0	0
St6gal1	67.285714	0	471	0	0	0	0	0	0
Sbf2	67.285714	0	471	0	0	0	0	0	0
Tpt1	67.142857	0	123	0	156	191	0	0	0
Kdm2b	67.000000	0	373	0	0	96	0	0	0
Arhgef15	67.000000	0	137	0	180	152	0	0	0
Aicda	67.000000	0	469	0	0	0	0	0	0
Siah2	66.857143	0	468	0	0	0	0	0	0
Mapk3	66.714286	0	125	0	129	213	0	0	0
Hddc2	66.571429	0	0	0	180	286	0	0	0
Atl2	66.571429	0	0	0	320	146	0	0	0
Rer1	66.142857	0	183	116	164	0	0	0	0
Morn1	66.142857	0	183	116	164	0	0	0	0
Mfsd14b	66.000000	0	462	0	0	0	0	0	0
Supt5	65.857143	0	360	101	0	0	0	0	0
Slfn5	65.857143	0	461	0	0	0	0	0	0
Cnih1	65.857143	0	311	0	0	150	0	0	0
Asic3	65.857143	0	0	0	150	311	0	0	0
9430069I07Rik	65.857143	0	296	165	0	0	0	0	0
Zfp143	65.714286	0	126	0	0	0	179	155	0
Nfib	65.714286	0	0	0	199	261	0	0	0
Map3k1	65.714286	0	322	138	0	0	0	0	0
Tnfsf8	65.571429	0	309	150	0	0	0	0	0
Rgmb	65.571429	0	0	0	188	271	0	0	0
Rab10	65.571429	0	348	0	0	111	0	0	0
Chrnb1	65.571429	0	307	152	0	0	0	0	0
Raet1a	65.428571	0	458	0	0	0	0	0	0
Arhgap19	65.285714	0	457	0	0	0	0	0	0
Scpep1	65.142857	0	456	0	0	0	0	0	0
Myl1	65.142857	0	0	0	252	204	0	0	0
Hils1	65.000000	0	455	0	0	0	0	0	0
H2-Q2	65.000000	0	0	0	0	455	0	0	0
Itgb3	64.857143	0	454	0	0	0	0	0	0
Slc39a10	64.714286	0	299	0	154	0	0	0	0
Gtf2ird1	64.714286	0	0	0	186	267	0	0	0
Grina	64.714286	0	241	0	0	212	0	0	0
Rai2	64.571429	0	0	0	226	226	0	0	0
Gnptab	64.571429	0	452	0	0	0	0	0	0
Zfp748	64.428571	0	451	0	0	0	0	0	0
Gstt3	64.428571	0	329	122	0	0	0	0	0
Elp5	64.428571	0	0	0	160	291	0	0	0
Ctdnep1	64.428571	0	0	0	160	291	0	0	0
Ankfy1	64.428571	0	280	171	0	0	0	0	0
Wdr77	64.285714	0	245	0	205	0	0	0	0
Cmas	64.285714	0	263	0	187	0	0	0	0
Atp5pb	64.285714	0	245	0	205	0	0	0	0
Slco2b1	64.142857	0	0	0	274	175	0	0	0
Dram1	64.142857	0	0	0	170	279	0	0	0
Ptcd3	63.857143	0	447	0	0	0	0	0	0
Polr1a	63.857143	0	447	0	0	0	0	0	0
Med13l	63.857143	0	447	0	0	0	0	0	0
Igsf8	63.857143	0	0	0	140	307	0	0	0
Rps29	63.571429	0	0	224	0	0	221	0	0
Ankrd37	63.571429	0	0	0	215	230	0	0	0
Ryr1	63.428571	0	326	0	0	118	0	0	0
P2ry14	63.428571	0	444	0	0	0	0	0	0
Nfkbiz	63.428571	0	311	133	0	0	0	0	0
Hnrnpab	63.428571	0	0	0	310	134	0	0	0
Gpr18	63.285714	0	443	0	0	0	0	0	0
Gm5136	63.000000	0	0	0	215	226	0	0	0
Pik3ap1	62.857143	0	440	0	0	0	0	0	0
Snrpd2	62.571429	0	0	0	228	210	0	0	0
Qpctl	62.571429	0	0	0	228	210	0	0	0
Kbtbd12	62.571429	0	107	0	199	132	0	0	0
Arl8b	62.571429	0	296	142	0	0	0	0	0
Rab22a	62.428571	0	0	0	197	240	0	0	0
Ms4a12	62.428571	0	0	0	147	290	0	0	0
Meis2	62.285714	0	0	0	282	154	0	0	0
Adipoq	62.285714	0	436	0	0	0	0	0	0
Snph	62.142857	0	249	0	186	0	0	0	0
Calm3	62.142857	0	176	0	0	259	0	0	0
Ly96	62.000000	0	434	0	0	0	0	0	0
Hopx	62.000000	0	0	0	255	179	0	0	0
Agfg2	62.000000	0	434	0	0	0	0	0	0
Spn	61.714286	0	241	191	0	0	0	0	0
Gcgr	61.714286	432	0	0	0	0	0	0	0
Epb41l4a	61.714286	0	0	0	170	262	0	0	0
Ticam1	61.428571	0	131	195	104	0	0	0	0
Spaca3	61.428571	0	0	0	218	212	0	0	0
Rab8a	61.285714	0	130	0	115	184	0	0	0
Etv6	61.285714	0	429	0	0	0	0	0	0
Psmd14	61.142857	0	121	0	162	145	0	0	0
Klf13	61.000000	0	294	0	0	133	0	0	0
Ttll5	60.714286	0	0	0	212	213	0	0	0
Tnrc6b	60.714286	0	425	0	0	0	0	0	0
Erg28	60.714286	0	0	0	212	213	0	0	0
Yme1l1	60.571429	0	424	0	0	0	0	0	0
Mastl	60.571429	0	424	0	0	0	0	0	0
Wdr93	60.285714	0	100	0	170	152	0	0	0
Pex11a	60.285714	0	100	0	170	152	0	0	0
Trip12	60.142857	0	187	0	138	96	0	0	0
Trim56	60.142857	0	75	0	116	230	0	0	0
Fbxo36	60.142857	0	187	0	138	96	0	0	0
U2af2	59.857143	0	0	0	175	244	0	0	0
Synpo	59.857143	0	273	0	0	0	146	0	0
Rsu1	59.857143	0	256	163	0	0	0	0	0
Zfp292	59.714286	0	418	0	0	0	0	0	0
Rnf32	59.714286	0	0	0	279	139	0	0	0
Rbm34	59.714286	0	141	0	104	173	0	0	0
Mecom	59.571429	0	0	0	170	247	0	0	0
Gimap4	59.571429	0	161	256	0	0	0	0	0
Erbb3	59.571429	0	0	0	154	263	0	0	0
Adam6b	59.571429	0	417	0	0	0	0	0	0
Plekhg6	59.428571	0	0	0	180	236	0	0	0
Gcnt3	59.428571	0	0	0	253	163	0	0	0
Wsb2	59.285714	0	0	0	116	299	0	0	0
Mcfd2	59.285714	0	240	0	109	66	0	0	0
9230019H11Rik	59.285714	0	0	125	0	116	83	91	0
Tnip2	59.000000	0	145	0	102	166	0	0	0
Snx7	58.857143	0	0	0	196	216	0	0	0
Rtcb	58.857143	0	108	0	133	171	0	0	0
Ifi35	58.857143	0	0	0	240	172	0	0	0
Fam187a	58.857143	0	0	0	199	213	0	0	0
Zswim1	58.714286	0	130	0	156	125	0	0	0
Sdc3	58.714286	0	171	240	0	0	0	0	0
Gm11213	58.714286	0	0	0	0	411	0	0	0
Fam172a	58.714286	0	207	0	0	204	0	0	0
Ppfibp2	58.571429	0	410	0	0	0	0	0	0
Slc39a8	58.428571	0	409	0	0	0	0	0	0
Lrrc59	58.428571	0	0	0	217	192	0	0	0
Mettl7a2	58.285714	0	0	0	181	227	0	0	0
Methig1	58.285714	0	0	0	181	227	0	0	0
Xaf1	58.142857	0	0	0	196	211	0	0	0
Wars2	58.142857	0	206	0	98	103	0	0	0
Sult5a1	58.142857	0	169	0	238	0	0	0	0
Olfr1033	58.142857	0	0	0	164	243	0	0	0
Etl4	58.142857	0	0	0	223	184	0	0	0
Prkacb	58.000000	0	406	0	0	0	0	0	0
Mtmr7	58.000000	0	0	0	406	0	0	0	0
Fam160b1	58.000000	0	406	0	0	0	0	0	0
Rraga	57.714286	0	205	199	0	0	0	0	0
Pdgfa	57.571429	0	0	0	248	155	0	0	0
Mpzl3	57.571429	0	403	0	0	0	0	0	0
Eri3	57.571429	0	306	0	97	0	0	0	0
Zeb2	57.285714	0	248	153	0	0	0	0	0
Otud7b	57.285714	0	401	0	0	0	0	0	0
Matn3	57.285714	0	0	0	219	182	0	0	0
Cbr3	57.285714	0	0	0	0	0	219	182	0
1810046K07Rik	57.285714	0	0	0	241	160	0	0	0
Gopc	57.142857	0	0	0	259	141	0	0	0
Anp32e	57.142857	0	310	90	0	0	0	0	0
Btbd7	57.000000	0	309	0	0	90	0	0	0
Poln	56.857143	0	0	0	147	251	0	0	0
Haus3	56.857143	0	0	0	147	251	0	0	0
H2-T3	56.857143	0	0	0	161	237	0	0	0
Abca7	56.857143	0	297	0	101	0	0	0	0
Hoxc5	56.714286	0	397	0	0	0	0	0	0
Tacc2	56.428571	0	395	0	0	0	0	0	0
Tmem100	56.285714	0	394	0	0	0	0	0	0
Ly6g5c	56.285714	0	0	0	175	219	0	0	0
Il17ra	56.285714	0	309	85	0	0	0	0	0
Srcap	56.142857	0	108	0	110	175	0	0	0
