Target_genes	Atf3|Average	SRX15561941|C2C12	SRX122483|Dendritic_Cells	SRX122484|Dendritic_Cells	SRX122485|Dendritic_Cells	SRX122486|Dendritic_Cells	SRX122487|Dendritic_Cells	SRX122488|Dendritic_Cells	SRX122489|Dendritic_Cells	SRX122490|Dendritic_Cells	SRX122491|Dendritic_Cells	SRX122492|Dendritic_Cells	SRX2901300|Macrophages	SRX2901301|Macrophages	SRX2901302|Macrophages	SRX2901303|Macrophages	SRX2901304|Macrophages	SRX450305|Macrophages	SRX450306|Macrophages	SRX450309|Macrophages	SRX475801|Macrophages	SRX475802|Macrophages	SRX475803|Macrophages	SRX475804|Macrophages	SRX475805|Macrophages	SRX475806|Macrophages	SRX8245912|Macrophages	SRX8245913|Macrophages	SRX8245926|Macrophages	SRX8245927|Macrophages	SRX672451|Pancreas	STRING
Rhbdl1	26.333333	0	0	0	0	0	0	0	0	0	0	0	90	121	76	239	125	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Pigf	26.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	107	0	0	0	0	0	0	0	0	0	0	0	396	154	0	0
Phf8	26.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	163	215	181	0	0	0	0	0	0	0	0	0	0	0	130	101	0	0
Cript	26.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	107	0	0	0	0	0	0	0	0	0	0	0	396	154	0	0
Anapc7	26.333333	0	0	0	0	0	0	0	0	0	0	0	100	123	152	174	143	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0
Zbtb46	26.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	154	316	0	92	0	0	0	0	0	0	0
Tsen34	26.300000	0	0	0	0	0	0	0	0	0	0	0	170	106	123	123	0	0	0	0	0	0	0	0	0	0	0	0	146	121	0	0
Pmvk	26.300000	0	0	0	0	0	0	0	0	0	0	0	0	142	0	135	217	0	0	0	140	0	155	0	0	0	0	0	0	0	0	0
Parp8	26.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	222	0	0	0	0	0	0	0	0	0	0	0	157	146	0	0
Mboat7	26.300000	0	0	0	0	0	0	0	0	0	0	0	170	106	123	123	0	0	0	0	0	0	0	0	0	0	0	0	146	121	0	0
Lyl1	26.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	143	426	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx19a	26.300000	0	0	0	0	0	0	0	0	0	0	0	106	111	109	322	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Cybc1	26.300000	0	0	0	0	0	0	0	0	0	0	0	0	105	72	188	200	0	0	0	0	0	0	0	0	0	87	0	137	0	0	0
Anxa3	26.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	273	0	225	137	0	0
Ndufs1	26.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	123	0	0	0	0	0	0	0	0	0	206	0	176	112	0	0
Eef1b2	26.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	123	0	0	0	0	0	0	0	0	0	206	0	176	112	0	0
Bmt2	26.266667	0	0	0	0	0	0	0	0	0	0	0	169	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	345	186	0	0
Atp8b2	26.266667	0	0	0	0	0	0	0	0	0	0	0	122	0	0	173	327	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Zfp775	26.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	378	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Pabpc4	26.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	161	280	177	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Pusl1	26.200000	0	0	0	0	0	0	0	0	0	0	0	146	99	141	253	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pianp	26.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	379	237	0	0
Clta	26.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	118	89	0	0	0	0	0	0	0	0	0	0	214	0	248	117	0	0
Acap3	26.200000	0	0	0	0	0	0	0	0	0	0	0	146	99	141	253	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agps	26.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	143	404	0	0	0
Strap	26.100000	0	0	0	0	0	0	0	0	0	0	0	161	108	156	222	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msx3	26.100000	0	0	0	0	0	0	0	0	0	0	0	246	0	0	291	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr85	26.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	234	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0
Zfp984	26.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	130	0	310	197	0	0
Vps37a	26.066667	0	0	0	0	0	0	0	0	0	0	0	95	121	116	223	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uevld	26.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	180	0	0	0	0	0	0	0	0	0	0	0	243	173	0	0
Stom	26.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	273	398	0	0
Marcks	26.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	167	247	99	0	0
Hpcal1	26.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	98	282	221	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Fabp7	26.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	451	202	0	0
Cnot7	26.066667	0	0	0	0	0	0	0	0	0	0	0	95	121	116	223	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp963	26.033333	0	0	0	0	0	0	0	0	0	0	0	158	0	129	118	102	0	0	0	0	0	0	0	0	0	146	0	128	0	0	0
Wdr43	26.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	130	271	0	0	0	0	0	0	0	0	0	0	0	0	244	136	0	0
Phf5a	26.033333	0	0	0	0	0	0	0	0	0	0	0	94	160	157	202	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Git2	26.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	159	0	0	0	0	0	0	0	0	0	90	0	206	0	0	0
Dhx9	26.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	197	74	217	128	0	0
Ankrd13a	26.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	159	0	0	0	0	0	0	0	0	0	90	0	206	0	0	0
Aco2	26.033333	0	0	0	0	0	0	0	0	0	0	0	94	160	157	202	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde6g	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	93	99	221	245	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Oxld1	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	93	99	221	245	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Ifitm1	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fntb	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	201	0	0	0	0	0	228	0	0	0	0	0	156	0	0	0
Crb2	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	141	183	257	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cops4	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	128	92	177	176	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0
Ccdc137	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	93	99	221	245	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Ap3m1	26.000000	0	0	0	0	0	0	0	0	0	0	0	97	122	146	255	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a8	25.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	113	348	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf213	25.966667	0	0	0	0	0	0	0	0	0	0	0	195	0	0	288	154	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Rnf130	25.966667	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	379	163	0	0
Nvl	25.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	131	109	0	0	0	0	0	0	0	0	0	0	94	112	209	124	0	0
Gm10471	25.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	104	183	113	191	0	0	0	0	0	0	0	0	0
Vps16	25.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	108	310	85	0	0	0	0	0	0	0	0	0	159	0	116	0	0	0
Pram1	25.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	140	288	136	0	0
Pced1a	25.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	108	310	85	0	0	0	0	0	0	0	0	0	159	0	116	0	0	0
Nuf2	25.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	169	0	304	148	0	0
Crym	25.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	352	160	0	0
Cisd2	25.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	106	180	193	0	0	0	0	0	0	0	0	0	0	0	174	125	0	0
Adgrg6	25.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca14	25.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	352	160	0	0
Senp5	25.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	153	357	0	0	0	0	0	0	0	0	0	0	137	0	130	0	0	0
S100a14	25.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	384	0	0
Npff	25.900000	0	0	0	0	0	0	0	0	0	0	0	128	0	220	182	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nab2	25.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	106	267	93	0	0	0	0	0	0	0	0	0	0	0	222	89	0	0
4921524J17Rik	25.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	278	109	0	144	0	0	0	0	0	0	0	0	0
Il4i1	25.866667	0	0	0	0	0	0	0	0	0	0	0	0	91	180	196	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyou1	25.866667	0	0	0	0	0	0	0	0	0	0	0	126	0	205	281	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl22	25.866667	0	0	0	0	0	0	0	0	0	0	0	109	79	98	168	235	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0
1700001P01Rik	25.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	433	207	0	0
Selenop	25.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	220	0	289	177	0	0
Prdm1	25.833333	0	0	0	0	0	0	0	0	0	0	0	0	87	98	259	206	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Aipl1	25.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	219	0	113	115	198	0	0	0	0	0	0	0	0	0
Trak1	25.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	93	311	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rem2	25.800000	0	0	0	0	0	0	0	0	0	0	0	0	111	193	308	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orm1	25.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	176	403	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf4	25.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	99	0	0	0	0	0	0	0	0	0	246	0	283	0	0	0
Gtf2h4	25.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	124	0	0	0	0	0	0	0	0	0	170	0	192	101	0	0
Gm11545	25.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	280	232	0	0
Ubap2l	25.733333	0	0	0	0	0	0	0	0	0	0	0	103	117	122	202	142	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
Psme4	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	107	167	157	179	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
Nufip2	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	75	102	162	0	0	0	0	0	0	0	0	0	0	0	221	212	0	0
Nudt8	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	376	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0
Ifit2	25.733333	0	0	0	0	0	0	0	0	0	0	0	112	0	0	189	302	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
H3c15	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	246	0	0	0	0	0	0	0	0	0	148	0	161	0	0	0
H3c14	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	246	0	0	0	0	0	0	0	0	0	148	0	161	0	0	0
H2ac19	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	246	0	0	0	0	0	0	0	0	0	148	0	161	0	0	0
H2ac18	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	246	0	0	0	0	0	0	0	0	0	148	0	161	0	0	0
Frat2	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	111	299	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cog6	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	174	124	236	115	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Bcas2	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	148	187	237	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap8l	25.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	244	289	146	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
4933434E20Rik	25.733333	0	0	0	0	0	0	0	0	0	0	0	103	117	122	202	142	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
Tnfsf8	25.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	173	0	0	0	217	0	0	0	0	0	0	0	190	0	0	0
Rpl7	25.700000	0	0	0	0	0	0	0	0	0	0	0	0	162	118	187	133	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Fancd2os	25.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	65	158	153	120	0	0	157	0	0	0	0	0	0
Cdadc1	25.700000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	147	110	0	0	0	0	0	0	0	0	0	204	0	184	0	0	0
Brk1	25.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	65	158	153	120	0	0	157	0	0	0	0	0	0
Actl10	25.700000	0	0	0	0	0	0	0	0	0	0	0	0	112	172	201	151	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
1700003F12Rik	25.700000	0	0	0	0	0	0	0	0	0	0	0	0	112	172	201	151	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Nbas	25.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	170	0	0	0	0	0	0	0	0	0	106	0	364	0	0	0
Zfp207	25.633333	0	0	0	0	0	0	0	0	0	0	0	0	83	112	207	100	0	0	0	0	0	0	0	0	0	121	0	146	0	0	0
Stambp	25.633333	0	0	0	0	0	0	0	0	0	0	0	99	0	156	284	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints3	25.633333	0	0	0	0	0	0	0	0	0	0	0	0	122	0	204	109	0	0	0	0	0	0	0	0	0	141	0	193	0	0	0
Ino80c	25.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	102	0	0	0	0	0	0	0	0	0	87	0	216	108	0	0
Gdpgp1	25.600000	0	0	0	0	0	0	0	0	0	0	0	98	0	0	221	238	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Cib1	25.600000	0	0	0	0	0	0	0	0	0	0	0	98	0	0	221	238	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
Ace3	25.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	328	155	0	0
Gpr162	25.566667	0	0	0	0	0	0	0	0	0	0	0	128	0	0	388	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjc1	25.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	138	212	0	259	0	0	0	0	0	0	0	0	0
Emsy	25.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	140	223	0	0	0	0	0	0	0	0	0	0	118	0	167	119	0	0
Chic2	25.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	119	140	175	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0
Pepd	25.533333	0	0	0	0	0	0	0	0	0	0	0	117	97	0	184	144	0	0	0	0	0	0	0	0	0	78	0	146	0	0	0
Fam162a	25.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	242	241	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc58	25.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	242	241	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcn1	25.533333	0	0	0	0	0	0	0	0	0	0	0	0	160	211	186	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp7	25.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	230	379	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot11	25.533333	0	0	0	0	0	0	0	0	0	0	0	117	165	112	179	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcl	25.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	254	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Itgb1bp1	25.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	207	0	274	154	0	0
Cpsf3	25.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	207	0	274	154	0	0
Car6	25.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	78	0	359	161	0	0
Arhgap9	25.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	107	0	0	0	0	0	0	0	0	0	0	0	321	173	0	0
Tnrc6a	25.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	172	276	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45915	25.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	139	380	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo3	25.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	72	132	122	0	0	0	0	0	0	0	0	0	202	0	133	101	0	0
Tmem87a	25.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	176	0	0	0	0	0	0	0	0	0	152	0	137	123	0	0
Rab4a	25.400000	0	0	0	0	0	0	0	0	0	0	0	0	119	0	224	140	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0
Lrriq3	25.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	81	0	0	0	0	0	0	0	0	0	225	121	110	0	0	0
Ifih1	25.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	117	179	127	0	0	0	0	0	0	0	0	0	0	0	189	150	0	0
Gm4951	25.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	374	0	0	0	0	0	0	0	0	0	86	0	138	0	0	0
Ganc	25.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	176	0	0	0	0	0	0	0	0	0	152	0	137	123	0	0
Fpgt	25.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	81	0	0	0	0	0	0	0	0	0	225	121	110	0	0	0
Inppl1	25.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	322	0	0	0	0	0	0	0	0	0	0	0	171	144	0	0
Mmadhc	25.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	119	161	209	0	0	0	0	0	0	0	0	0	86	0	185	0	0	0
Zfat	25.300000	0	0	0	0	0	0	0	0	0	0	0	73	88	108	135	107	0	0	0	0	0	0	0	0	0	130	0	118	0	0	0
Slc9a3r1	25.300000	0	0	0	0	0	0	0	0	0	0	0	83	93	135	276	101	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0
Pdcd2	25.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	111	130	114	0	0	0	0	0	0	0	0	0	157	0	247	0	0	0
Nck1	25.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	133	271	0	0	0
Gng4	25.300000	0	0	0	0	0	0	0	0	0	0	0	0	79	180	276	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samm50	25.266667	0	0	0	0	0	0	0	0	0	0	0	75	77	0	200	0	0	0	0	0	0	0	0	0	0	93	0	214	99	0	0
Ptpn18	25.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	162	0	0	0	0	0	0	0	0	0	103	114	219	0	0	0
Prcc	25.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	152	0	0	0	0	0	0	0	0	0	75	0	349	0	0	0
Pigz	25.266667	0	0	0	0	0	0	0	0	0	0	0	131	0	0	154	175	0	0	0	0	0	0	0	0	0	143	0	155	0	0	0
Ogdh	25.266667	0	0	0	0	0	0	0	0	0	0	0	120	0	141	122	95	0	0	0	0	0	0	0	0	0	73	0	207	0	0	0
Triobp	25.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	185	381	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem51	25.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	0	0	0	0	0	0	0	0	0	237	93	196	0	0	0
Per2	25.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	452	213	0	0
Zfp773	25.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam168a	25.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	107	0	0	0	0	0	0	0	0	0	111	0	217	185	0	0
Cxxc1	25.200000	0	0	0	0	0	0	0	0	0	0	0	95	0	108	109	162	0	0	0	0	0	0	0	0	0	127	0	155	0	0	0
Cd81	25.200000	0	0	0	0	0	0	0	0	0	0	0	127	238	129	158	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp691	25.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	223	0	250	120	0	0
Stard8	25.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	236	0	0	0	0	0	0	0	0	0	149	0	109	0	0	0
Pnkp	25.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	88	157	133	0	0	0	0	0	0	0	0	0	86	0	194	97	0	0
Polr3d	25.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	147	249	246	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Olfm1	25.133333	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	186	0	0
Cx3cl1	25.133333	0	0	0	0	0	0	0	0	0	0	0	189	0	198	123	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0
Sike1	25.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	143	218	241	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Nmd3	25.100000	0	0	0	0	0	0	0	0	0	0	0	112	117	175	233	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam220a	25.100000	0	0	0	0	0	0	0	0	0	0	0	0	102	98	247	194	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Urb2	25.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	130	198	131	0	0	0	0	0	0	0	0	0	103	0	190	0	0	0
Taf5l	25.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	130	198	131	0	0	0	0	0	0	0	0	0	103	0	190	0	0	0
Suv39h1	25.066667	0	0	0	0	0	0	0	0	0	0	0	0	119	304	186	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pttg1ip2	25.066667	0	0	0	0	0	0	0	0	0	0	0	150	194	0	121	107	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Hmgxb3	25.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	145	231	102	0	0	0	0	0	0	0	0	0	82	0	192	0	0	0
Ear10	25.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	390	137	0	0
Ubxn1	25.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	149	175	162	0	0	0	0	0	0	0	0	0	139	0	126	0	0	0
Tmem59	25.033333	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	228	0	0
Tceanc2	25.033333	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	228	0	0
Med9	25.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	321	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Gas1	25.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	263	164	228	0	0	0	0	0	0	0	0	0
Cand1	25.033333	0	0	0	0	0	0	0	0	0	0	0	133	106	169	160	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss2	25.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	171	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0
Scarf1	24.966667	0	0	0	0	0	0	0	0	0	0	0	0	101	160	153	157	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Rilp	24.966667	0	0	0	0	0	0	0	0	0	0	0	0	101	160	153	157	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Mpp4	24.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	204	302	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef6	24.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	181	0	444	0	0	0
Tra2a	24.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	155	256	200	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Endov	24.933333	0	0	0	0	0	0	0	0	0	0	0	68	155	162	207	70	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
Rpl37	24.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	174	143	155	0	0	0	0	0	0	0	0	0	0	0	200	75	0	0
Ncl	24.900000	0	0	0	0	0	0	0	0	0	0	0	87	149	153	195	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gngt2	24.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	190	83	116	0	0	0	0	0	0	0	0	0	127	0	231	0	0	0
