Target_genes	Hoxc10|Average	SRX7416182|Embryoid_Bodies	SRX7416183|Embryoid_Bodies	SRX7416184|Embryoid_Bodies	SRX7416196|Embryoid_Bodies	SRX7416197|Embryoid_Bodies	SRX7416198|Embryoid_Bodies	SRX7416199|Embryoid_Bodies	SRX9099736|Embryoid_Bodies	SRX9099737|Embryoid_Bodies	SRX9099740|Embryoid_Bodies	SRX9099741|Embryoid_Bodies	SRX3229107|Hindlimb	SRX3229108|Hindlimb	STRING
Eef1akmt2	40.538462	0	0	0	85	111	197	134	0	0	0	0	0	0	0
Amtn	40.538462	0	0	0	0	0	0	0	0	141	162	224	0	0	0
Zfp354b	40.461538	0	0	526	0	0	0	0	0	0	0	0	0	0	0
Tatdn1	40.461538	0	0	344	89	0	93	0	0	0	0	0	0	0	0
Srgap3	40.461538	0	0	433	0	0	0	93	0	0	0	0	0	0	0
Prkn	40.461538	0	0	0	0	0	0	0	0	179	159	188	0	0	0
Pacrg	40.461538	0	0	0	0	0	0	0	0	179	159	188	0	0	0
Pabpc1	40.461538	0	0	355	89	0	82	0	0	0	0	0	0	0	0
Ndufb9	40.461538	0	0	344	89	0	93	0	0	0	0	0	0	0	0
Ctdp1	40.461538	0	0	0	0	0	91	71	111	146	0	107	0	0	0
Btbd9	40.461538	0	0	0	0	192	157	177	0	0	0	0	0	0	0
Uvrag	40.384615	0	0	0	0	0	0	0	0	169	153	203	0	0	0
Olfr513	40.384615	0	0	149	0	0	0	0	0	205	0	171	0	0	0
Vmn1r152	40.307692	0	0	0	0	0	0	0	0	198	153	173	0	0	0
Vmn1r104	40.307692	0	0	0	0	0	0	0	0	198	153	173	0	0	0
Selenov	40.307692	0	0	225	0	0	0	0	146	0	0	153	0	0	0
Sdf4	40.307692	0	0	130	0	111	140	143	0	0	0	0	0	0	0
Olfr622	40.307692	0	0	0	0	0	0	0	134	208	0	182	0	0	0
B3galt6	40.307692	0	0	130	0	111	140	143	0	0	0	0	0	0	0
Trmt2a	40.230769	0	0	406	0	0	117	0	0	0	0	0	0	0	0
Tmem100	40.230769	0	0	342	0	0	181	0	0	0	0	0	0	0	0
Smim11	40.230769	0	0	523	0	0	0	0	0	0	0	0	0	0	0
Ranbp1	40.230769	0	0	406	0	0	117	0	0	0	0	0	0	0	0
Pcnx4	40.230769	0	0	189	65	0	98	0	0	0	171	0	0	0	0
Kifap3	40.230769	0	0	118	111	0	188	106	0	0	0	0	0	0	0
Psma3	40.153846	0	0	212	0	128	0	0	0	76	0	106	0	0	0
Prkca	40.153846	0	0	0	0	142	122	0	0	133	0	125	0	0	0
Lims1	40.153846	0	0	0	0	0	0	0	228	160	0	134	0	0	0
Zfp830	40.076923	0	0	116	0	0	0	0	86	151	0	168	0	0	0
St3gal6	40.076923	0	0	247	0	0	0	0	138	136	0	0	0	0	0
Prok2	40.076923	0	0	0	0	0	0	0	0	160	126	235	0	0	0
Heatr5b	40.076923	0	0	0	0	0	213	0	129	179	0	0	0	0	0
Gpatch11	40.076923	0	0	0	0	0	213	0	129	179	0	0	0	0	0
Cct6b	40.076923	0	0	116	0	0	0	0	86	151	0	168	0	0	0
C87436	40.076923	0	0	189	99	0	124	109	0	0	0	0	0	0	0
Zfp988	40.000000	0	0	0	0	0	0	0	136	0	169	215	0	0	0
Selenof	40.000000	0	0	0	123	76	222	99	0	0	0	0	0	0	0
Hs2st1	40.000000	0	0	0	123	76	222	99	0	0	0	0	0	0	0
Ermp1	40.000000	0	0	0	0	113	150	0	0	141	0	116	0	0	0
Ccdc167	40.000000	0	0	520	0	0	0	0	0	0	0	0	0	0	0
Atrnl1	40.000000	0	0	0	0	123	248	149	0	0	0	0	0	0	0
Ascc1	40.000000	0	0	0	141	99	136	144	0	0	0	0	0	0	0
Anapc16	40.000000	0	0	0	141	99	136	144	0	0	0	0	0	0	0
Ahcyl1	40.000000	0	0	189	0	0	166	165	0	0	0	0	0	0	0
Lpar1	39.923077	0	0	213	0	0	0	0	0	133	0	173	0	0	0
Ccar1	39.923077	0	0	92	0	93	143	191	0	0	0	0	0	0	0
C1qtnf4	39.923077	0	0	170	0	0	140	0	0	0	0	0	114	95	0
Agfg1	39.923077	0	0	265	0	84	170	0	0	0	0	0	0	0	0
Zfyve19	39.846154	0	0	0	0	0	0	0	157	218	0	143	0	0	0
Gm960	39.846154	0	0	316	0	0	0	0	0	124	78	0	0	0	0
Dnajc17	39.846154	0	0	0	0	0	0	0	157	218	0	143	0	0	0
Spg7	39.769231	0	0	517	0	0	0	0	0	0	0	0	0	0	0
Pyroxd1	39.769231	0	0	202	0	0	225	90	0	0	0	0	0	0	0
Fam214a	39.769231	0	0	122	0	0	0	0	146	123	0	126	0	0	0
Capn8	39.769231	0	0	0	0	0	0	0	0	189	135	193	0	0	0
Vmn1r185	39.692308	0	0	0	0	0	0	0	0	169	144	203	0	0	0
Tubb4b	39.692308	0	0	181	0	0	0	0	77	133	0	125	0	0	0
Ppat	39.692308	0	0	0	0	0	160	0	153	103	0	100	0	0	0
Paics	39.692308	0	0	0	0	0	160	0	153	103	0	100	0	0	0
Wdr89	39.615385	0	0	150	76	0	0	120	0	169	0	0	0	0	0
Tbl2	39.615385	0	0	181	0	0	0	0	94	124	0	116	0	0	0
Rnf187	39.615385	0	0	283	0	0	137	95	0	0	0	0	0	0	0
Pik3r3	39.615385	0	0	0	0	0	0	0	110	118	122	165	0	0	0
Omg	39.615385	0	0	0	0	0	0	0	0	151	181	183	0	0	0
Lix1	39.615385	0	0	0	0	0	0	0	0	205	180	130	0	0	0
Slain1	39.538462	0	0	334	0	0	180	0	0	0	0	0	0	0	0
Ikbip	39.538462	0	0	0	0	210	0	0	0	183	0	121	0	0	0
Gpr45	39.538462	0	0	0	0	0	0	0	0	324	0	190	0	0	0
Col11a1	39.538462	0	0	0	0	0	0	0	0	211	159	144	0	0	0
Apaf1	39.538462	0	0	0	0	210	0	0	0	183	0	121	0	0	0
Zbed4	39.461538	0	0	191	0	0	0	0	0	179	0	143	0	0	0
Vmn1r29	39.461538	0	0	0	0	0	0	0	0	160	210	143	0	0	0
Irx6	39.461538	0	0	513	0	0	0	0	0	0	0	0	0	0	0
Herpud2	39.461538	0	0	177	0	0	0	0	86	88	162	0	0	0	0
Sema3c	39.384615	0	0	114	0	0	0	0	183	0	0	215	0	0	0
Ptpre	39.384615	0	0	130	0	0	0	0	0	179	0	203	0	0	0
Caml	39.384615	0	0	148	0	0	139	116	0	0	0	0	109	0	0
Gpr22	39.307692	0	0	0	0	0	0	0	106	0	148	257	0	0	0
Gorab	39.307692	0	0	0	0	0	143	0	0	204	0	164	0	0	0
Fam110b	39.307692	0	0	391	0	0	0	0	120	0	0	0	0	0	0
Zfp781	39.230769	0	0	510	0	0	0	0	0	0	0	0	0	0	0
Mmaa	39.230769	0	0	131	0	0	89	114	84	92	0	0	0	0	0
Gm3055	39.230769	0	0	510	0	0	0	0	0	0	0	0	0	0	0
Cc2d1a	39.230769	0	0	0	0	123	116	108	0	0	0	163	0	0	0
4930432K21Rik	39.230769	0	0	0	0	123	116	108	0	0	0	163	0	0	0
Mkln1	39.153846	0	0	0	0	0	0	0	0	169	126	214	0	0	0
Vmn2r28	39.076923	0	0	0	0	0	0	0	77	169	109	153	0	0	0
Psmd4	39.076923	0	0	0	0	0	0	0	157	115	93	143	0	0	0
Olfr452	39.076923	0	0	0	0	0	0	0	0	124	181	203	0	0	0
Msi2	39.076923	0	0	508	0	0	0	0	0	0	0	0	0	0	0
Kifc3	39.076923	0	0	252	134	0	0	0	122	0	0	0	0	0	0
Dcp1b	39.076923	0	0	143	0	0	231	134	0	0	0	0	0	0	0
Foxa2	39.000000	0	0	166	0	0	0	0	0	188	0	153	0	0	0
Olfr309	38.923077	0	0	0	0	0	0	0	0	175	187	144	0	0	0
N6amt1	38.923077	0	0	0	105	0	152	0	0	133	0	116	0	0	0
Fam71b	38.923077	0	0	407	0	0	0	0	0	99	0	0	0	0	0
Atp5l	38.923077	0	0	253	0	0	112	0	0	141	0	0	0	0	0
Tmem70	38.846154	0	0	0	0	0	0	0	152	163	0	190	0	0	0
Serinc1	38.846154	0	0	192	0	0	142	171	0	0	0	0	0	0	0
Sbno2	38.846154	239	266	0	0	0	0	0	0	0	0	0	0	0	0
Rif1	38.846154	0	0	0	0	0	0	0	0	259	0	246	0	0	0
Mlkl	38.846154	0	0	505	0	0	0	0	0	0	0	0	0	0	0
Etfdh	38.846154	0	0	0	0	0	0	82	0	188	0	235	0	0	0
Eloc	38.846154	0	0	0	0	0	0	0	152	163	0	190	0	0	0
4930579G24Rik	38.846154	0	0	0	0	0	0	82	0	188	0	235	0	0	0
Smim10l1	38.769231	0	0	216	77	0	114	97	0	0	0	0	0	0	0
G6pc2	38.769231	0	0	386	0	0	0	0	0	0	118	0	0	0	0
Cep85l	38.769231	0	0	400	104	0	0	0	0	0	0	0	0	0	0
Alkbh8	38.769231	0	0	103	0	0	0	0	150	151	100	0	0	0	0
Zbtb32	38.692308	0	0	392	0	0	0	0	111	0	0	0	0	0	0
Trappc4	38.692308	0	0	215	0	158	130	0	0	0	0	0	0	0	0
Rps25	38.692308	0	0	215	0	158	130	0	0	0	0	0	0	0	0
Kmt2b	38.692308	0	0	392	0	0	0	0	111	0	0	0	0	0	0
Slc25a3	38.615385	0	0	75	108	102	92	125	0	0	0	0	0	0	0
Ints14	38.615385	0	0	367	0	0	0	135	0	0	0	0	0	0	0
Btbd11	38.615385	0	0	150	0	0	0	0	0	179	0	173	0	0	0
0610010F05Rik	38.615385	0	0	165	0	0	99	0	0	141	0	97	0	0	0
Tmem128	38.538462	0	0	130	0	0	0	0	0	218	0	153	0	0	0
Olfr724	38.538462	0	0	0	0	0	0	0	0	179	179	143	0	0	0
Nhlh2	38.538462	0	0	367	0	0	0	0	0	0	0	134	0	0	0
Ankrd7	38.538462	0	0	0	0	0	0	0	0	204	145	152	0	0	0
Txndc11	38.461538	0	0	137	0	0	0	110	0	109	0	144	0	0	0
Skint5	38.461538	0	0	0	0	0	0	0	0	157	181	162	0	0	0
Dpp4	38.461538	0	0	0	0	0	0	0	138	179	0	183	0	0	0
Atad2b	38.461538	0	0	0	147	0	0	0	0	208	0	145	0	0	0
Zswim5	38.384615	0	0	499	0	0	0	0	0	0	0	0	0	0	0
Vmn1r9	38.384615	0	0	0	0	0	0	0	0	188	126	185	0	0	0
Ubr2	38.384615	0	0	368	0	0	131	0	0	0	0	0	0	0	0
Smim15	38.384615	0	0	0	0	0	0	0	215	155	129	0	0	0	0
Slc37a2	38.384615	0	0	239	0	0	0	0	130	130	0	0	0	0	0
Mettl25	38.384615	0	0	0	89	0	189	221	0	0	0	0	0	0	0
Klhl34	38.384615	0	0	0	0	0	0	0	157	198	144	0	0	0	0
Inhba	38.384615	0	0	0	0	0	0	0	167	198	0	134	0	0	0
Ergic2	38.384615	0	0	0	0	0	0	0	0	113	171	215	0	0	0
Ccdc59	38.384615	0	0	0	89	0	189	221	0	0	0	0	0	0	0
Ccdc170	38.384615	0	0	392	0	0	0	0	0	107	0	0	0	0	0
Zfpm1	38.307692	0	0	498	0	0	0	0	0	0	0	0	0	0	0
Pag1	38.307692	0	0	409	89	0	0	0	0	0	0	0	0	0	0
Leng9	38.307692	0	0	498	0	0	0	0	0	0	0	0	0	0	0
Gm8764	38.307692	0	0	0	0	0	0	0	163	186	0	149	0	0	0
Gm6763	38.307692	0	0	0	0	0	0	0	163	186	0	149	0	0	0
Gm4340	38.307692	0	0	0	0	0	0	0	163	186	0	149	0	0	0
Gm21312	38.307692	0	0	0	0	0	0	0	163	186	0	149	0	0	0
Gm21304	38.307692	0	0	0	0	0	0	0	163	186	0	149	0	0	0
Gm21293	38.307692	0	0	0	0	0	0	0	163	186	0	149	0	0	0
Gm20765	38.307692	0	0	0	0	0	0	0	163	186	0	149	0	0	0
Fam110c	38.307692	0	0	0	0	0	0	0	0	151	144	203	0	0	0
Arhgef3	38.307692	0	0	0	0	0	0	0	0	200	0	298	0	0	0
Zfp933	38.230769	0	0	92	0	0	0	0	0	280	0	125	0	0	0
Tmsb4x	38.230769	0	0	0	0	0	0	0	0	280	144	73	0	0	0
Krtap13	38.230769	0	0	0	0	0	0	0	0	259	0	238	0	0	0
Appl1	38.230769	0	0	0	0	0	0	0	0	163	0	334	0	0	0
Adamts8	38.230769	0	0	0	0	0	0	0	0	188	126	183	0	0	0
Timm22	38.153846	0	0	0	0	137	206	153	0	0	0	0	0	0	0
Atf2	38.153846	0	0	0	0	0	0	0	0	244	141	111	0	0	0
Aadacl2	38.153846	0	0	0	0	0	0	0	0	141	162	193	0	0	0
Zfp1	38.076923	0	0	405	90	0	0	0	0	0	0	0	0	0	0
Tgfbr1	38.076923	0	0	249	0	0	0	0	0	128	0	118	0	0	0
Rdh14	38.076923	0	0	111	103	112	169	0	0	0	0	0	0	0	0
Gm6377	38.076923	0	0	0	0	0	0	0	0	208	171	116	0	0	0
Rps13	38.000000	0	0	0	0	0	0	0	0	264	0	230	0	0	0
Rnf111	38.000000	0	0	247	0	0	0	0	69	178	0	0	0	0	0
Rab3gap1	38.000000	0	0	494	0	0	0	0	0	0	0	0	0	0	0
Plcxd1	38.000000	0	0	0	0	0	0	0	0	291	0	203	0	0	0
Ch25h	38.000000	0	0	239	0	0	0	0	153	0	0	102	0	0	0
Olfr1487	37.923077	0	0	0	0	0	0	0	0	169	181	143	0	0	0
Nnt	37.923077	0	0	220	0	0	0	0	77	115	0	81	0	0	0
Hmox1	37.923077	0	0	191	0	0	0	0	0	0	0	0	207	95	0
Ubr4	37.846154	0	0	0	141	100	0	110	0	141	0	0	0	0	0
Mfng	37.846154	0	0	492	0	0	0	0	0	0	0	0	0	0	0
Cenpu	37.846154	0	136	0	0	0	0	0	148	208	0	0	0	0	0
Tnrc6a	37.769231	0	0	91	0	0	0	0	0	217	0	183	0	0	0
Zbtb5	37.692308	0	0	103	0	100	115	0	0	0	0	172	0	0	0
Pole3	37.692308	0	0	235	0	0	83	172	0	0	0	0	0	0	0
Ndufa9	37.692308	0	0	0	0	0	0	0	187	160	0	143	0	0	0
Frmd3	37.692308	0	0	0	0	0	0	0	202	190	0	98	0	0	0
Cdk7	37.692308	0	0	0	0	0	0	0	129	198	0	163	0	0	0
Akap3	37.692308	0	0	0	0	0	0	0	187	160	0	143	0	0	0
4933430I17Rik	37.692308	0	0	235	0	0	83	172	0	0	0	0	0	0	0
Ppm1d	37.615385	0	0	0	0	0	0	0	223	103	163	0	0	0	0
Elovl4	37.615385	0	0	0	0	84	0	0	90	81	133	101	0	0	0
Uaca	37.538462	0	0	0	0	0	114	0	83	206	0	85	0	0	0
Trpm3	37.538462	0	0	75	0	0	0	0	96	148	0	169	0	0	0
Taar7d	37.538462	0	0	0	0	0	0	0	0	159	186	143	0	0	0
Rpl14	37.538462	0	0	0	0	0	0	0	130	115	109	134	0	0	0
Pet117	37.538462	0	0	0	0	0	72	0	94	169	0	153	0	0	0
Olfr868	37.538462	0	0	0	0	0	0	0	0	179	126	183	0	0	0
Kat14	37.538462	0	0	0	0	0	72	0	94	169	0	153	0	0	0
H1f4	37.538462	0	0	200	0	0	86	57	0	0	0	145	0	0	0
Ankle2	37.538462	0	0	126	0	81	197	84	0	0	0	0	0	0	0
Znrf3	37.461538	0	0	0	0	0	0	0	104	267	0	116	0	0	0
Plk1	37.461538	0	0	487	0	0	0	0	0	0	0	0	0	0	0
Ifnz	37.461538	0	0	0	135	101	130	121	0	0	0	0	0	0	0
Gm13272	37.461538	0	0	0	135	101	130	121	0	0	0	0	0	0	0
Gfra1	37.461538	0	0	322	0	0	0	0	165	0	0	0	0	0	0
Cped1	37.461538	0	0	0	0	0	0	0	0	208	0	279	0	0	0
Btbd2	37.461538	0	0	0	0	0	0	0	0	324	0	163	0	0	0
Aim2	37.461538	0	0	0	0	0	0	0	0	188	126	173	0	0	0
Zfp148	37.384615	0	0	0	0	0	0	0	130	194	0	162	0	0	0
Tmem167b	37.384615	0	0	148	0	0	0	0	178	160	0	0	0	0	0
Stx18	37.384615	0	0	0	110	106	176	94	0	0	0	0	0	0	0
Slc30a8	37.384615	0	0	0	0	0	0	0	0	208	171	107	0	0	0
Olfr790	37.384615	0	0	0	0	0	0	0	0	194	0	292	0	0	0
Olfr19	37.384615	0	0	0	0	0	0	0	0	141	162	183	0	0	0
Kbtbd13	37.384615	0	0	486	0	0	0	0	0	0	0	0	0	0	0
Hat1	37.384615	0	0	0	0	0	0	0	0	208	162	116	0	0	0
Ezh2	37.384615	0	0	357	0	0	0	0	0	0	0	129	0	0	0
Cdkl4	37.384615	0	0	0	0	0	0	0	0	179	144	163	0	0	0
Adgrl4	37.384615	0	0	135	0	0	0	0	0	198	0	153	0	0	0
A930009A15Rik	37.384615	0	0	385	0	0	0	0	0	0	0	101	0	0	0
Ppp6r3	37.307692	0	0	200	119	0	166	0	0	0	0	0	0	0	0
Gm4951	37.307692	0	0	191	0	0	0	0	0	160	0	134	0	0	0
Gm3739	37.307692	0	0	242	0	0	89	0	0	154	0	0	0	0	0
Dyrk4	37.307692	0	0	0	0	0	0	0	0	160	325	0	0	0	0
Vezt	37.230769	0	0	0	0	0	112	109	0	141	0	122	0	0	0
Parp4	37.230769	0	0	281	0	0	105	98	0	0	0	0	0	0	0
Med17	37.230769	0	0	92	113	0	140	139	0	0	0	0	0	0	0
Lrrc42	37.230769	0	0	369	0	0	0	0	0	0	115	0	0	0	0
Lipk	37.230769	0	0	0	0	0	0	0	0	141	190	153	0	0	0
Hspb11	37.230769	0	0	369	0	0	0	0	0	0	115	0	0	0	0
Fgd6	37.230769	0	0	0	0	0	112	109	0	141	0	122	0	0	0
Cenpj	37.230769	0	0	281	0	0	105	98	0	0	0	0	0	0	0
Nt5c2	37.153846	0	128	355	0	0	0	0	0	0	0	0	0	0	0
Ina	37.153846	0	128	355	0	0	0	0	0	0	0	0	0	0	0
Ift46	37.153846	0	0	373	110	0	0	0	0	0	0	0	0	0	0
Fa2h	37.153846	0	0	0	0	0	0	0	120	0	210	153	0	0	0
Oga	37.076923	0	0	0	0	0	0	0	151	115	109	107	0	0	0
Khdc4	37.076923	0	0	212	130	0	0	0	0	0	0	0	140	0	0
Ido1	37.076923	0	0	294	0	0	0	0	0	188	0	0	0	0	0
Crlf2	37.076923	0	0	372	0	0	110	0	0	0	0	0	0	0	0
Tfap2b	37.000000	0	0	0	0	0	0	0	176	174	131	0	0	0	0
Tagln3	37.000000	0	0	369	0	0	112	0	0	0	0	0	0	0	0
Rnf7	37.000000	0	0	0	165	0	160	156	0	0	0	0	0	0	0
Clic1	37.000000	0	0	147	0	0	83	0	0	0	0	0	251	0	0
Accs	37.000000	0	0	481	0	0	0	0	0	0	0	0	0	0	0
Top3a	36.923077	0	0	196	0	0	163	121	0	0	0	0	0	0	0
Stk17b	36.923077	0	0	242	0	0	155	83	0	0	0	0	0	0	0
Spock2	36.923077	0	0	480	0	0	0	0	0	0	0	0	0	0	0
Smcr8	36.923077	0	0	196	0	0	163	121	0	0	0	0	0	0	0
Pnoc	36.846154	0	0	404	0	0	0	0	0	75	0	0	0	0	0
Pik3cg	36.846154	0	0	270	109	0	100	0	0	0	0	0	0	0	0
Olfr332	36.846154	0	0	0	0	0	0	0	148	188	0	143	0	0	0
Prss39	36.769231	0	0	0	0	0	0	0	0	0	325	153	0	0	0
Pgghg	36.769231	0	0	166	0	0	0	0	0	169	0	143	0	0	0
Ogfr	36.769231	0	0	0	94	109	109	166	0	0	0	0	0	0	0
Bex4	36.769231	0	0	0	0	0	0	0	0	151	144	183	0	0	0
Olfr1260	36.692308	0	0	0	0	0	0	0	0	160	144	173	0	0	0
Atg2a	36.692308	0	0	368	0	0	109	0	0	0	0	0	0	0	0
Arhgap24	36.692308	0	0	0	0	0	0	0	107	125	147	98	0	0	0
Prkag1	36.615385	0	109	367	0	0	0	0	0	0	0	0	0	0	0
Fjx1	36.615385	0	0	0	0	0	0	0	0	237	0	239	0	0	0
Wdr41	36.538462	0	0	475	0	0	0	0	0	0	0	0	0	0	0
Pgpep1	36.538462	0	0	475	0	0	0	0	0	0	0	0	0	0	0
Pgap2	36.538462	0	0	110	0	106	131	0	0	0	128	0	0	0	0
Nup98	36.538462	0	0	110	0	106	131	0	0	0	128	0	0	0	0
Gsg1l2	36.538462	0	0	475	0	0	0	0	0	0	0	0	0	0	0
Glp2r	36.538462	0	0	475	0	0	0	0	0	0	0	0	0	0	0
Galnt9	36.538462	0	0	475	0	0	0	0	0	0	0	0	0	0	0
Urm1	36.461538	0	0	356	0	0	118	0	0	0	0	0	0	0	0
Srrt	36.461538	0	0	301	0	0	0	0	0	0	0	173	0	0	0
Pcdha7	36.461538	0	0	0	0	0	0	0	0	169	162	143	0	0	0
Gm38667	36.461538	0	0	0	0	0	0	0	0	169	162	143	0	0	0
Col6a5	36.461538	0	0	356	0	0	0	0	0	0	118	0	0	0	0
Cldn12	36.461538	0	0	64	0	0	0	0	239	0	171	0	0	0	0
6430548M08Rik	36.461538	0	0	290	0	91	93	0	0	0	0	0	0	0	0
Stat5b	36.384615	0	0	473	0	0	0	0	0	0	0	0	0	0	0
Slc35f6	36.384615	0	0	473	0	0	0	0	0	0	0	0	0	0	0
Fgf14	36.384615	0	0	0	0	0	0	0	102	237	134	0	0	0	0
Cyth3	36.384615	0	0	202	0	0	0	0	0	198	0	73	0	0	0
Arhgef38	36.384615	0	0	0	0	0	0	0	120	228	0	125	0	0	0
Als2	36.384615	0	0	0	0	0	0	0	0	249	0	224	0	0	0
Tbck	36.307692	0	0	0	0	133	221	118	0	0	0	0	0	0	0
St6gal1	36.307692	0	0	317	0	0	155	0	0	0	0	0	0	0	0
Foxd1	36.307692	0	0	137	0	0	0	0	161	174	0	0	0	0	0
Cdk8	36.307692	0	0	0	77	0	166	229	0	0	0	0	0	0	0
Cad	36.307692	0	0	472	0	0	0	0	0	0	0	0	0	0	0
Aimp1	36.307692	0	0	0	0	133	221	118	0	0	0	0	0	0	0
Sbp	36.230769	0	0	120	0	0	0	0	0	198	0	153	0	0	0
Ntng2	36.230769	0	0	371	0	0	100	0	0	0	0	0	0	0	0
Krt10	36.230769	0	0	0	0	0	119	0	0	169	0	183	0	0	0
Tsen34	36.153846	0	0	181	110	0	80	99	0	0	0	0	0	0	0
Mboat7	36.153846	0	0	181	110	0	80	99	0	0	0	0	0	0	0
Lipn	36.153846	0	0	0	0	0	0	0	0	179	0	291	0	0	0
2010315B03Rik	36.153846	0	0	470	0	0	0	0	0	0	0	0	0	0	0
Olfr273	36.076923	0	0	0	0	0	0	0	197	179	0	93	0	0	0
Insr	36.076923	0	0	0	0	110	199	160	0	0	0	0	0	0	0
Ckap2	36.076923	0	0	0	0	0	0	0	0	244	0	225	0	0	0
Ypel1	36.000000	0	0	367	0	0	0	101	0	0	0	0	0	0	0
Ppm1b	36.000000	0	0	0	0	0	173	0	0	170	125	0	0	0	0
Gsk3b	36.000000	0	0	189	0	84	0	0	0	108	0	87	0	0	0
Fnip1	36.000000	0	0	0	0	0	0	0	171	168	0	129	0	0	0
Bcl7b	36.000000	0	0	138	0	0	0	0	187	0	0	143	0	0	0
Apol7e	36.000000	0	0	0	0	0	0	0	177	169	0	122	0	0	0
Actr10	36.000000	0	0	119	75	0	67	0	0	112	0	95	0	0	0
Olfr1090	35.923077	0	0	0	0	0	0	0	0	185	118	164	0	0	0
Nupl1	35.923077	0	0	0	68	0	124	132	0	0	0	143	0	0	0
Ipo5	35.923077	0	0	467	0	0	0	0	0	0	0	0	0	0	0
Fmr1	35.923077	0	0	467	0	0	0	0	0	0	0	0	0	0	0
Ddx3x	35.923077	0	0	332	0	0	135	0	0	0	0	0	0	0	0
Atp1b3	35.923077	0	0	0	0	0	87	0	0	238	0	142	0	0	0
Ube2cbp	35.846154	0	0	0	0	162	177	127	0	0	0	0	0	0	0
Dop1a	35.846154	0	0	0	0	162	177	127	0	0	0	0	0	0	0
Ankrd13c	35.846154	0	0	0	0	0	0	0	0	178	135	153	0	0	0
Nudt15	35.769231	0	0	191	145	0	129	0	0	0	0	0	0	0	0
Klhdc4	35.769231	0	0	100	0	98	119	148	0	0	0	0	0	0	0
Gng12	35.769231	0	0	0	0	0	0	0	0	216	0	249	0	0	0
Ldhal6b	35.692308	0	0	464	0	0	0	0	0	0	0	0	0	0	0
Cyrib	35.692308	0	0	158	0	0	0	0	0	173	0	133	0	0	0
Arvcf	35.692308	0	0	266	0	0	0	0	0	198	0	0	0	0	0
Ube2j2	35.615385	0	0	0	0	0	274	189	0	0	0	0	0	0	0
Slc6a5	35.615385	0	0	463	0	0	0	0	0	0	0	0	0	0	0
Skor1	35.615385	0	0	463	0	0	0	0	0	0	0	0	0	0	0
Sfrp4	35.615385	0	0	0	0	0	0	0	96	107	135	125	0	0	0
Riox2	35.615385	0	0	0	0	0	129	0	0	125	93	116	0	0	0
Lin54	35.615385	0	0	0	0	0	0	0	0	270	0	193	0	0	0
Gm13290	35.615385	0	0	0	200	0	142	121	0	0	0	0	0	0	0
Gm13289	35.615385	0	0	0	200	0	142	121	0	0	0	0	0	0	0
Epdr1	35.615385	0	0	0	0	0	0	0	96	107	135	125	0	0	0
Dync1i2	35.615385	0	0	0	0	0	0	0	73	179	0	211	0	0	0
Cables1	35.615385	0	0	463	0	0	0	0	0	0	0	0	0	0	0
Ssc5d	35.538462	0	0	462	0	0	0	0	0	0	0	0	0	0	0
Sparcl1	35.538462	0	0	462	0	0	0	0	0	0	0	0	0	0	0
Nkx2-4	35.538462	0	0	0	0	0	0	0	0	205	0	257	0	0	0
Nat14	35.538462	0	0	462	0	0	0	0	0	0	0	0	0	0	0
Hsp90aa1	35.538462	0	0	251	0	141	70	0	0	0	0	0	0	0	0
Apol7b	35.538462	0	0	0	0	0	0	0	0	238	0	224	0	0	0
Zfp983	35.461538	0	0	140	0	0	138	0	0	0	0	183	0	0	0
Ttc32	35.461538	0	0	0	0	0	121	0	0	178	162	0	0	0	0
Rap2a	35.461538	0	0	123	0	114	118	106	0	0	0	0	0	0	0
Rab39b	35.461538	0	0	150	0	0	0	0	148	0	0	163	0	0	0
Mettl9	35.461538	0	0	0	0	0	0	0	0	188	156	117	0	0	0
Gm33933	35.461538	0	0	263	0	0	0	0	70	0	0	128	0	0	0
Cd47	35.461538	0	0	167	199	0	95	0	0	0	0	0	0	0	0
Cavin4	35.461538	0	0	0	0	0	0	0	167	169	0	125	0	0	0
Tmed4	35.384615	0	0	0	85	79	185	111	0	0	0	0	0	0	0
Rph3al	35.384615	0	0	202	0	0	0	0	0	160	0	98	0	0	0
Otud4	35.384615	0	0	0	0	0	93	0	116	0	118	133	0	0	0
Olfr969	35.384615	0	0	0	0	0	0	0	0	247	0	213	0	0	0
Cxcl5	35.384615	0	0	0	0	0	0	0	0	246	0	214	0	0	0
Csl	35.384615	0	0	0	0	0	0	0	147	0	159	154	0	0	0
Ap2m1	35.384615	0	0	0	0	0	0	101	129	141	0	89	0	0	0
Ptpn12	35.307692	0	0	0	0	0	0	0	100	179	0	180	0	0	0
Pole4	35.307692	0	0	0	82	110	157	110	0	0	0	0	0	0	0
Myadml2	35.307692	0	0	0	0	0	0	0	0	141	135	183	0	0	0
Gpr137	35.307692	0	0	150	0	0	0	0	0	146	0	163	0	0	0
Exoc7	35.307692	0	0	298	0	0	161	0	0	0	0	0	0	0	0
Cstf1	35.307692	0	0	0	134	0	164	161	0	0	0	0	0	0	0
Bad	35.307692	0	0	150	0	0	0	0	0	146	0	163	0	0	0
BC048403	35.307692	0	0	459	0	0	0	0	0	0	0	0	0	0	0
Aurka	35.307692	0	0	0	134	0	164	161	0	0	0	0	0	0	0
Tmem74	35.153846	0	0	0	0	0	0	0	152	152	0	153	0	0	0
