Target_genes	Chd2|Average	DRX001066|C2C12	SRX140389|CH12	DRX000343|ES_cells	SRX6784012|ES_cells	SRX6784013|ES_cells	SRX140392|MEL	STRING
Igtp	103.333333	0	346	0	0	0	274	0
Exosc2	103.333333	0	217	0	83	129	191	0
Epor	103.333333	0	0	0	0	0	620	0
Cdv3	103.333333	0	327	0	89	0	204	0
Rrp36	103.166667	0	297	0	0	0	322	0
Mrpl16	103.166667	0	246	0	114	0	259	0
Mcu	103.166667	0	249	0	146	0	224	0
Map3k9	103.166667	0	0	0	259	360	0	0
Leo1	103.166667	0	505	0	114	0	0	0
Ikbkg	103.166667	0	407	0	0	0	212	0
G6pdx	103.166667	0	407	0	0	0	212	0
Ddx18	103.166667	0	285	0	0	0	334	0
Icam1	103.000000	0	315	0	0	0	303	0
Ampd3	103.000000	0	230	0	0	0	388	0
Add2	103.000000	0	0	0	0	0	618	0
Accsl	103.000000	0	244	0	196	178	0	0
Tspan32	102.833333	0	109	0	0	0	508	0
Sdc4	102.833333	0	617	0	0	0	0	0
Galk1	102.833333	0	353	0	0	0	264	0
Tab1	102.500000	0	373	0	0	0	242	0
Hoxc4	102.500000	0	163	0	0	0	452	0
Aplp2	102.500000	0	373	0	0	0	242	0
2210016L21Rik	102.500000	0	355	0	0	0	260	0
Zdbf2	102.333333	0	501	0	113	0	0	0
Tceanc	102.333333	0	377	0	237	0	0	0
Ptpn12	102.333333	0	364	0	0	0	250	0
Mettl25	102.333333	0	303	0	0	0	311	0
Gata2	102.333333	0	0	0	0	0	614	0
Ccdc59	102.333333	0	303	0	0	0	311	0
Tmem11	102.166667	0	396	0	0	0	217	0
Rassf7	102.166667	0	309	0	0	0	304	0
Nras	102.166667	0	379	0	0	0	234	0
Lmntd2	102.166667	0	309	0	0	0	304	0
Lclat1	102.166667	0	357	0	0	0	256	0
Kifc3	102.166667	0	0	0	122	151	340	0
Galnt13	102.166667	0	0	0	356	257	0	0
Tuba1c	102.000000	0	118	0	0	0	494	0
Cog2	102.000000	0	307	0	0	0	305	0
Brsk2	102.000000	0	0	0	379	233	0	0
Tmem143	101.833333	0	185	0	173	0	253	0
Syngr4	101.833333	0	185	0	173	0	253	0
Mospd2	101.833333	0	349	0	0	0	262	0
Gpt2	101.833333	0	423	0	0	0	188	0
Fancb	101.833333	0	349	0	0	0	262	0
9130401M01Rik	101.833333	0	411	0	0	0	200	0
Pim1	101.666667	0	344	0	96	0	170	0
Marchf6	101.666667	0	112	0	0	0	498	0
Lysmd4	101.666667	0	350	0	0	0	260	0
Dap3	101.666667	0	302	0	0	0	308	0
Capn1	101.666667	0	146	0	0	0	464	0
Rab11a	101.500000	0	259	0	0	76	274	0
Cactin	101.500000	0	284	0	0	0	325	0
Tnpo2	101.333333	0	270	0	0	0	338	0
Spata13	101.333333	0	408	0	0	0	200	0
Men1	101.333333	0	165	0	0	0	443	0
Lancl1	101.333333	0	404	0	0	0	204	0
Zfp40	101.166667	0	206	0	0	214	187	0
Trim7	101.166667	0	316	0	0	0	291	0
Ssh1	101.166667	0	607	0	0	0	0	0
Snx20	101.166667	0	511	0	0	0	96	0
Mrpl52	101.166667	0	335	0	0	0	272	0
Lrrn3	101.166667	0	305	0	0	0	302	0
Lig4	101.166667	0	346	0	0	0	261	0
Foxo3	101.166667	0	188	0	0	297	122	0
BC052040	101.166667	0	293	0	0	0	314	0
Abhd13	101.166667	0	346	0	0	0	261	0
Zbtb42	101.000000	0	0	0	151	235	220	0
Slc11a2	101.000000	0	176	0	0	0	430	0
Dgat1	101.000000	0	206	0	0	107	293	0
Cep170	101.000000	0	304	0	0	0	302	0
Smim11	100.833333	0	295	0	0	0	310	0
Necab2	100.833333	0	283	0	193	129	0	0
Zfp984	100.666667	0	501	0	0	0	103	0
Rgl2	100.666667	0	303	0	0	80	221	0
Prpf40b	100.666667	0	246	0	111	0	247	0
Map2k7	100.666667	0	375	0	0	0	229	0
Slc25a5	100.500000	0	387	0	0	0	216	0
Olfr1509	100.500000	0	171	0	0	0	432	0
Il17ra	100.500000	0	293	0	0	0	310	0
Hes2	100.500000	0	220	0	264	0	119	0
Cnr2	100.500000	0	341	0	0	0	262	0
Baz2a	100.500000	0	421	0	0	0	182	0
Zfp568	100.333333	0	0	0	220	156	226	0
Utp4	100.333333	0	297	0	0	0	305	0
Specc1	100.333333	0	212	0	0	0	390	0
Rps6ka2	100.333333	0	375	0	0	0	227	0
Rpl32	100.333333	0	254	0	121	0	227	0
Gimap6	100.333333	0	602	0	0	0	0	0
Derpc	100.333333	0	297	0	0	0	305	0
Chtf8	100.333333	0	297	0	0	0	305	0
Wdfy4	100.166667	0	469	0	0	0	132	0
Pak4	100.166667	0	379	0	0	0	222	0
Mical1	100.166667	0	128	0	0	106	367	0
Hmgcr	100.166667	0	346	0	0	0	255	0
Evi2b	100.166667	0	406	0	0	0	195	0
Tpcn2	100.000000	0	341	0	0	0	259	0
Ssh2	100.000000	0	364	0	0	0	236	0
Slc35b3	100.000000	0	413	0	0	0	187	0
Kif13b	100.000000	0	320	0	0	0	280	0
Wac	99.833333	0	406	0	0	0	193	0
Slc35e1	99.833333	0	308	0	0	0	291	0
Polr2a	99.833333	0	339	0	0	0	260	0
2410141K09Rik	99.833333	0	0	0	345	254	0	0
Sowaha	99.666667	0	0	0	0	0	598	0
Slc2a8	99.666667	0	314	0	0	0	284	0
Rwdd3	99.666667	0	453	0	0	0	145	0
Eif4e2	99.666667	0	415	0	0	0	183	0
Acsf3	99.666667	0	152	0	0	0	446	0
Tmsb4x	99.333333	0	596	0	0	0	0	0
Spata22	99.333333	0	0	0	347	249	0	0
Lmo2	99.333333	0	337	0	0	0	259	0
Cited4	99.333333	0	101	0	0	0	495	0
Aspa	99.333333	0	0	0	347	249	0	0
Hpf1	99.166667	0	420	0	0	0	175	0
Cited2	99.166667	0	322	0	0	0	273	0
Mob3c	99.000000	0	482	0	0	0	112	0
Eml4	99.000000	0	316	0	0	0	278	0
Col5a3	99.000000	0	116	0	0	0	478	0
Zfp277	98.833333	0	342	0	0	0	251	0
Ifne	98.833333	0	271	0	0	0	322	0
Dock4	98.833333	0	342	0	0	0	251	0
Aar2	98.833333	0	255	0	0	77	261	0
9530077C05Rik	98.833333	0	194	0	0	0	399	0
Uros	98.666667	0	126	0	0	0	466	0
Med27	98.666667	0	291	0	0	0	301	0
Elobl	98.666667	0	141	0	205	246	0	0
Brinp2	98.666667	0	338	0	254	0	0	0
Arf4	98.666667	0	270	0	0	0	322	0
Zar1l	98.500000	0	245	0	0	0	346	0
Rps6ka1	98.500000	0	464	0	0	0	127	0
Lrriq3	98.500000	0	373	0	0	0	218	0
Fpgt	98.500000	0	373	0	0	0	218	0
Cpeb4	98.500000	0	591	0	0	0	0	0
Chek1	98.500000	0	383	0	0	0	208	0
Chac1	98.500000	0	290	0	0	0	301	0
Brca2	98.500000	0	245	0	0	0	346	0
Ackr1	98.500000	0	0	0	0	0	591	0
Uckl1	98.333333	0	270	0	0	0	320	0
Psma3	98.333333	0	400	0	0	0	190	0
Tnrc18	98.166667	0	363	0	101	125	0	0
Soat2	98.000000	0	274	0	0	0	314	0
Kmt2a	98.000000	0	395	0	0	0	193	0
Inpp5k	98.000000	0	161	0	0	0	427	0
Gm867	98.000000	0	422	0	0	0	166	0
Fam180a	98.000000	0	230	0	170	188	0	0
Ect2l	98.000000	0	0	0	325	263	0	0
Cyfip2	98.000000	0	377	0	0	0	211	0
Coq3	98.000000	0	230	0	78	0	280	0
Ccpg1os	98.000000	0	275	0	0	0	313	0
Ccpg1	98.000000	0	275	0	0	0	313	0
Agmat	98.000000	0	0	0	0	0	588	0
Vps28	97.833333	0	371	0	0	0	216	0
Tbc1d14	97.833333	0	309	0	0	0	278	0
Psap	97.833333	0	270	0	0	0	317	0
Ndrg4	97.833333	0	442	0	0	145	0	0
Sp4	97.666667	0	175	0	0	0	411	0
Sav1	97.666667	0	411	0	0	0	175	0
N4bp2l1	97.666667	0	349	0	0	0	237	0
Mzb1	97.666667	0	586	0	0	0	0	0
Mapkbp1	97.666667	0	352	0	0	0	234	0
Lbhd1	97.666667	0	235	0	0	0	351	0
Clock	97.666667	0	417	0	0	0	169	0
Ier5	97.500000	0	292	0	115	0	178	0
Cnst	97.500000	0	121	0	0	0	464	0
Btbd19	97.500000	0	207	0	0	0	378	0
Zfp770	97.333333	0	219	0	152	0	213	0
Txlna	97.333333	0	201	0	0	0	383	0
Stat1	97.333333	0	341	0	0	0	243	0
Slc14a1	97.333333	0	171	0	0	0	413	0
R3hcc1l	97.333333	0	284	0	0	0	300	0
Mapk9	97.333333	0	431	0	0	0	153	0
Map4k2	97.333333	0	473	0	0	0	111	0
Fndc7	97.333333	0	188	0	0	0	396	0
Ppard	97.166667	0	417	0	0	0	166	0
Pik3r3	97.166667	0	354	0	0	0	229	0
Lacc1	97.166667	0	583	0	0	0	0	0
Ints14	97.166667	0	230	0	0	113	240	0
Gsr	97.166667	0	417	0	0	0	166	0
Eri1	97.166667	0	339	0	0	0	244	0
Ccdc122	97.166667	0	583	0	0	0	0	0
Taf8	97.000000	0	294	0	0	0	288	0
Rhof	97.000000	0	198	0	0	0	384	0
Msl1	97.000000	0	452	0	0	0	130	0
Hnrnpd	97.000000	0	330	0	0	0	252	0
Hdc	97.000000	0	0	0	0	0	582	0
Ccnd3	97.000000	0	294	0	0	0	288	0
2310011J03Rik	97.000000	0	381	0	0	0	201	0
Ufsp1	96.833333	0	294	0	0	0	287	0
Ppip5k1	96.833333	0	400	0	0	0	181	0
Gp1ba	96.833333	0	0	0	0	0	581	0
Bud13	96.833333	0	281	0	0	0	300	0
Tmem266	96.666667	0	580	0	0	0	0	0
Rtn3	96.666667	0	303	0	0	0	277	0
Rplp2	96.666667	0	238	0	130	0	212	0
Prdm4	96.666667	0	232	0	0	0	348	0
Mt3	96.666667	0	580	0	0	0	0	0
D5Ertd579e	96.666667	0	320	0	0	0	260	0
Rnf145	96.500000	0	397	0	0	0	182	0
Knl1	96.500000	0	210	0	0	106	263	0
Anapc10	96.500000	0	280	0	0	0	299	0
Abce1	96.500000	0	280	0	0	0	299	0
Vps29	96.333333	0	222	0	0	0	356	0
Tmod1	96.333333	0	284	0	0	0	294	0
Tmem106b	96.333333	0	349	0	0	0	229	0
Snx1	96.333333	0	278	0	0	0	300	0
Sash3	96.333333	0	308	0	0	0	270	0
Rad9b	96.333333	0	222	0	0	0	356	0
Pyroxd1	96.333333	0	258	0	0	0	320	0
Hmg20b	96.333333	0	349	0	0	0	229	0
Ciao2a	96.333333	0	278	0	0	0	300	0
Armc8	96.333333	0	408	0	0	0	170	0
Arhgef2	96.333333	0	375	0	0	0	203	0
Sec23a	96.166667	0	353	0	0	0	224	0
Gm9949	96.166667	0	88	0	0	0	489	0
Gemin2	96.166667	0	353	0	0	0	224	0
Endou	96.166667	0	505	0	0	0	72	0
Adrb2	96.166667	0	88	0	0	0	489	0
Adat1	96.166667	0	278	0	0	0	299	0
Wasf1	96.000000	0	246	0	108	0	222	0
Srgap3	96.000000	0	114	0	328	134	0	0
Slbp	96.000000	0	352	0	0	0	224	0
Notch3	96.000000	0	309	0	0	0	267	0
D630039A03Rik	96.000000	0	0	0	165	132	279	0
Cdc40	96.000000	0	246	0	108	0	222	0
Uba5	95.833333	0	231	0	0	181	163	0
Rps12	95.833333	0	241	0	84	0	250	0
Ralgapa2	95.833333	0	321	0	0	0	254	0
Psmc3	95.833333	0	276	0	0	0	299	0
Ltb4r1	95.833333	0	0	0	0	0	575	0
Clcc1	95.833333	0	342	0	0	0	233	0
Cdc16	95.833333	0	241	0	147	0	187	0
Acad11	95.833333	0	231	0	0	181	163	0
Zfp953	95.666667	0	173	0	0	0	401	0
Sting1	95.666667	0	476	0	0	0	98	0
Prim2	95.666667	0	426	0	0	0	148	0
Marcks	95.666667	0	574	0	0	0	0	0
Gbp7	95.666667	0	574	0	0	0	0	0
Chd4	95.666667	0	313	0	0	0	261	0
C130026I21Rik	95.666667	0	574	0	0	0	0	0
Trim17	95.500000	0	246	0	221	106	0	0
Trh	95.500000	0	0	0	121	0	452	0
Ppp1r12b	95.500000	0	234	0	89	0	250	0
Mboat4	95.500000	0	0	0	324	249	0	0
Igsf5	95.500000	0	573	0	0	0	0	0
Ifi47	95.500000	0	378	0	0	0	195	0
H3f4	95.500000	0	246	0	221	106	0	0
Fgf18	95.500000	0	333	0	114	0	126	0
Cant1	95.500000	0	298	0	0	0	275	0
Tnpo3	95.333333	0	379	0	0	0	193	0
Tnfrsf13c	95.333333	0	572	0	0	0	0	0
Depdc1a	95.333333	0	434	0	0	0	138	0
Bet1	95.333333	0	230	0	0	0	342	0
Bahcc1	95.333333	0	174	0	0	0	398	0
Spen	95.166667	0	485	0	0	0	86	0
Mmd	95.166667	0	437	0	0	0	134	0
Gemin8	95.166667	0	382	0	0	0	189	0
Zeb2	95.000000	0	439	0	0	0	131	0
Tdg	95.000000	0	279	0	0	0	291	0
Sdhaf1	95.000000	0	444	0	0	0	126	0
Samd9l	95.000000	0	105	0	0	112	353	0
Rad23b	95.000000	0	408	0	0	0	162	0
Ankrd35	95.000000	0	570	0	0	0	0	0
Thg1l	94.833333	0	375	0	0	0	194	0
Nfkbiz	94.833333	0	569	0	0	0	0	0
Fbxo31	94.833333	0	249	0	96	0	224	0
Dhx30	94.833333	0	251	0	0	0	318	0
Bdh1	94.833333	0	388	0	0	0	181	0
Tubgcp6	94.666667	0	263	0	0	0	305	0
Slc30a6	94.666667	0	241	0	95	0	232	0
Ogfod3	94.666667	0	389	0	0	0	179	0
Micall2	94.666667	0	0	0	0	0	568	0
Kdm2b	94.666667	0	482	0	0	86	0	0
Hexdc	94.666667	0	389	0	0	0	179	0
Bcl2l12	94.666667	0	206	0	0	136	226	0
B230307C23Rik	94.666667	0	328	0	0	0	240	0
0610010F05Rik	94.666667	0	450	0	118	0	0	0
Sapcd2	94.500000	0	285	0	115	0	167	0
Pik3ap1	94.500000	0	567	0	0	0	0	0
Phf11a	94.500000	0	567	0	0	0	0	0
Otud7b	94.500000	0	284	0	0	0	283	0
Ctse	94.500000	0	221	0	0	0	346	0
Chmp5	94.500000	0	198	0	0	223	146	0
Bag1	94.500000	0	198	0	0	223	146	0
1700018B08Rik	94.500000	0	0	0	242	325	0	0
Cyren	94.333333	0	251	0	0	0	315	0
Abca8b	94.333333	0	471	0	95	0	0	0
Zfp366	94.166667	0	565	0	0	0	0	0
Ubac1	94.166667	0	267	0	0	0	298	0
Trim2	94.166667	0	407	0	0	0	158	0
Rmi2	94.166667	0	422	0	0	0	143	0
Onecut2	94.166667	0	194	0	226	145	0	0
Mrpl3	94.166667	0	317	0	0	0	248	0
B4galt2	94.166667	0	310	0	0	0	255	0
Atp10d	94.166667	0	565	0	0	0	0	0
Rasgrp2	94.000000	0	178	0	0	0	386	0
Nanog	94.000000	0	0	0	189	375	0	0
Mrpl19	94.000000	0	222	0	0	0	342	0
Isy1	94.000000	0	258	0	153	0	153	0
Hjurp	94.000000	0	355	0	0	0	209	0
A730008H23Rik	94.000000	0	355	0	0	0	209	0
Zfp94	93.833333	0	312	0	0	0	251	0
Xlr3b	93.833333	0	0	0	0	0	563	0
Vbp1	93.833333	0	272	0	0	0	291	0
Txnrd1	93.833333	0	199	0	0	199	165	0
Sass6	93.833333	0	307	0	0	0	256	0
Nrarp	93.833333	0	312	0	0	0	251	0
Tnfaip3	93.666667	0	422	0	0	0	140	0
Tmcc2	93.666667	0	0	0	0	0	562	0
Nolc1	93.666667	0	272	0	0	0	290	0
Mtfr1	93.666667	0	240	0	0	0	322	0
Mapk1	93.666667	0	314	0	0	0	248	0
Gtf3c2	93.666667	0	299	0	0	0	263	0
Pla2g6	93.500000	0	233	0	0	0	328	0
Ctf1	93.500000	0	261	0	0	0	300	0
Bcl7c	93.500000	0	261	0	0	0	300	0
Shmt1	93.333333	0	346	0	0	0	214	0
Rnase4	93.333333	0	233	0	128	0	199	0
Itpkb	93.333333	0	349	0	0	0	211	0
Hivep2	93.333333	0	560	0	0	0	0	0
Hey2	93.333333	0	416	0	0	144	0	0
Bnip1	93.333333	0	300	0	0	0	260	0
Ang	93.333333	0	233	0	128	0	199	0
Zfp597	93.166667	0	308	0	122	129	0	0
Zfp3	93.166667	0	273	0	0	0	286	0
Slc12a6	93.166667	0	217	0	0	0	342	0
Cpeb3	93.166667	0	336	0	0	0	223	0
Akt2	93.166667	0	350	0	0	0	209	0
Itgb7	93.000000	0	363	0	0	0	195	0
Frg1	93.000000	0	348	0	0	0	210	0
Cd24a	93.000000	0	381	0	0	0	177	0
Alg13	93.000000	0	241	0	0	0	317	0
Smim3	92.833333	0	236	0	0	0	321	0
Parvg	92.833333	0	432	0	0	0	125	0
Cbln3	92.833333	0	270	0	0	0	287	0
Zfp800	92.666667	0	378	0	0	0	178	0
Plcd3	92.666667	0	273	0	0	0	283	0
Acbd4	92.666667	0	273	0	0	0	283	0
Zfp458	92.500000	0	283	0	0	0	272	0
Zfp180	92.500000	0	297	0	0	0	258	0
Sohlh1	92.500000	0	431	0	0	0	124	0
Samd8	92.500000	0	420	0	0	0	135	0
Lig3	92.500000	0	384	0	0	0	171	0
Fhl3	92.500000	0	268	0	0	0	287	0
Epg5	92.500000	0	276	0	0	0	279	0
Dusp13	92.500000	0	420	0	0	0	135	0
Atn1	92.500000	0	344	0	0	0	211	0
Alkbh3	92.500000	0	457	0	0	98	0	0
Tyrobp	92.333333	0	272	0	0	0	282	0
Rbm18	92.333333	0	339	0	0	0	215	0
Prcp	92.333333	0	423	0	131	0	0	0
Plekhm3	92.333333	0	403	0	0	0	151	0
Phlpp1	92.333333	0	142	0	0	0	412	0
Mrrf	92.333333	0	339	0	0	0	215	0
Gpkow	92.333333	0	143	0	0	0	411	0
Eif4g2	92.333333	0	317	0	0	0	237	0
Ddias	92.333333	0	423	0	131	0	0	0
Zfp551	92.166667	0	553	0	0	0	0	0
Setd1a	92.166667	0	342	0	0	0	211	0
Ddx49	92.166667	0	216	0	95	103	139	0
Cope	92.166667	0	216	0	95	103	139	0
Zfp759	92.000000	0	231	0	0	0	321	0
Triobp	92.000000	0	291	0	0	0	261	0
Ppp1r3f	92.000000	0	253	0	0	0	299	0
Ly6g6e	92.000000	0	0	0	0	0	552	0
Cox18	92.000000	0	278	0	0	79	195	0
C330007P06Rik	92.000000	0	190	0	0	0	362	0
Akap8	92.000000	0	256	0	0	0	296	0
Rdh14	91.833333	0	354	0	0	0	197	0
Nectin2	91.833333	0	389	0	0	0	162	0
Cat	91.833333	0	279	0	85	0	187	0
Ahcyl1	91.833333	0	262	0	0	0	289	0
Pdcl	91.666667	0	176	0	0	0	374	0
Map4k1	91.666667	0	361	0	0	0	189	0
Fbxo9	91.666667	0	324	0	0	0	226	0
Eif3k	91.666667	0	361	0	0	0	189	0
Cilk1	91.666667	0	324	0	0	0	226	0
Zfp787	91.500000	0	345	0	0	0	204	0
Slc8b1	91.500000	0	251	0	0	0	298	0
Rnf10	91.500000	0	230	0	0	0	319	0
Pigs	91.500000	0	440	0	0	0	109	0
Mov10	91.500000	0	254	0	0	0	295	0
Aopep	91.500000	0	311	0	0	0	238	0
Aldoc	91.500000	0	440	0	0	0	109	0
Tpst2	91.333333	0	396	0	0	0	152	0
Timm44	91.333333	0	311	0	0	0	237	0
Tex2	91.333333	0	271	0	0	0	277	0
Nudt16l1	91.333333	0	334	0	0	0	214	0
Mrps11	91.333333	0	289	0	0	0	259	0
Mrpl46	91.333333	0	289	0	0	0	259	0
Eif1	91.333333	0	248	0	0	0	300	0
Slc43a3	91.166667	0	129	0	0	0	418	0
Rbbp5	91.166667	0	227	0	124	0	196	0
Dusp16	91.166667	0	547	0	0	0	0	0
Cep70	91.166667	0	0	0	0	0	547	0
Bbc3	91.166667	0	417	0	0	0	130	0
Unc50	91.000000	0	319	0	0	0	227	0
Tnfsf13	91.000000	0	362	0	0	0	184	0
Senp3	91.000000	0	362	0	0	0	184	0
Plxnb2	91.000000	0	328	0	0	0	218	0
Ms4a1	91.000000	0	546	0	0	0	0	0
Coa5	91.000000	0	319	0	0	0	227	0
Zdhhc7	90.833333	0	340	0	0	0	205	0
Tmem250-ps	90.833333	0	0	0	0	0	545	0
Thoc2	90.833333	0	363	0	0	0	182	0
Tefm	90.833333	0	293	0	0	0	252	0
Sertad1	90.833333	0	273	0	134	0	138	0
Prpf19	90.833333	0	307	0	0	0	238	0
P2rx1	90.833333	0	363	0	0	0	182	0
Kcnmb3	90.833333	0	545	0	0	0	0	0
Cdadc1	90.833333	0	346	0	0	0	199	0
Zfp280b	90.666667	0	374	0	0	0	170	0
Otud4	90.666667	0	289	0	0	0	255	0
Fdxacb1	90.666667	0	353	0	0	0	191	0
Adh5	90.666667	0	430	0	0	0	114	0
1110032A03Rik	90.666667	0	353	0	0	0	191	0
Polq	90.500000	0	365	0	0	0	178	0
Nutm1	90.500000	0	201	0	0	0	342	0
Nop10	90.500000	0	201	0	0	0	342	0
Upk1a	90.333333	0	482	0	60	0	0	0
Serpini1	90.333333	0	252	0	0	0	290	0
Rad51c	90.333333	0	408	0	0	0	134	0
Polr1e	90.333333	0	208	0	0	0	334	0
Pdcd10	90.333333	0	252	0	0	0	290	0
Pclaf	90.333333	0	389	0	0	0	153	0
Fam193a	90.333333	0	317	0	0	0	225	0
Crlf2	90.333333	0	254	0	0	0	288	0
Zfp408	90.166667	0	297	0	0	59	185	0
Uhrf1	90.166667	0	401	0	0	0	140	0
Slc39a13	90.166667	0	280	0	0	103	158	0
Nol8	90.166667	0	125	0	66	164	186	0
Msl3l2	90.166667	0	305	0	118	118	0	0
Cenpp	90.166667	0	125	0	66	164	186	0
Blnk	90.166667	0	541	0	0	0	0	0
BC005537	90.166667	0	265	0	184	0	92	0
Arrdc5	90.166667	0	401	0	0	0	140	0
Arhgap1	90.166667	0	297	0	0	59	185	0
Mllt3	90.000000	0	315	0	0	0	225	0
Ly6e	90.000000	0	388	0	0	0	152	0
Gmip	90.000000	0	246	0	0	0	294	0
Cxcl10	90.000000	0	280	0	260	0	0	0
Pdap1	89.833333	0	350	0	0	0	189	0
Gapvd1	89.833333	0	306	0	0	0	233	0
Bud31	89.833333	0	350	0	0	0	189	0
Tsc22d4	89.666667	0	368	0	0	0	170	0
Tra2b	89.666667	0	470	0	0	0	68	0
Rsrc2	89.666667	0	372	0	0	0	166	0
Pter	89.666667	0	304	0	0	0	234	0
Plekhg3	89.666667	0	394	0	0	0	144	0
Nyap1	89.666667	0	368	0	0	0	170	0
Nxpe5	89.666667	0	0	0	0	0	538	0
Nr1h2	89.666667	0	289	0	0	0	249	0
Kntc1	89.666667	0	372	0	0	0	166	0
Brpf3	89.666667	0	373	0	0	0	165	0
Avpi1	89.666667	0	301	0	0	0	237	0
Zfp28	89.500000	0	143	0	75	0	319	0
Usp31	89.500000	0	312	0	0	0	225	0
Cd276	89.500000	0	183	0	0	0	354	0
Slc36a3	89.333333	0	327	0	0	0	209	0
Rad9a	89.333333	0	212	0	0	138	186	0
Hyal2	89.333333	0	310	0	0	0	226	0
Eif4ebp1	89.333333	0	322	0	0	0	214	0
Bola3	89.333333	0	119	0	0	0	417	0
Vasp	89.166667	0	332	0	0	0	203	0
Slc30a9	89.166667	0	235	0	0	0	300	0
Rnf40	89.166667	0	187	0	69	137	142	0
Ptrhd1	89.166667	0	298	0	0	0	237	0
Pigu	89.166667	0	327	0	0	0	208	0
Nsa2	89.166667	0	329	0	0	0	206	0
N4bp1	89.166667	0	106	0	120	217	92	0
Map3k6	89.166667	0	0	0	0	0	535	0
Gfm2	89.166667	0	329	0	0	0	206	0
Fmn1	89.166667	0	0	0	342	193	0	0
Cenpo	89.166667	0	298	0	0	0	237	0
Ccdc189	89.166667	0	187	0	69	137	142	0
Zbtb46	89.000000	0	0	0	288	246	0	0
Wdr34	89.000000	0	355	0	0	0	179	0
Trpv2	89.000000	0	262	0	0	0	272	0
Mink1	89.000000	0	260	0	0	0	274	0
Cenpw	89.000000	0	277	0	0	0	257	0
Trmt13	88.833333	0	0	0	0	0	533	0
Trim28	88.833333	0	348	0	0	0	185	0
Stil	88.833333	0	280	0	97	0	156	0
Ostm1	88.833333	0	346	0	0	0	187	0
Ndufc2	88.833333	0	238	0	0	0	295	0
Ncoa1	88.833333	0	0	0	0	0	533	0
Nck1	88.833333	0	287	0	0	0	246	0
Lrrc36	88.833333	0	0	0	213	320	0	0
Kctd19	88.833333	0	0	0	213	320	0	0
Ipo7	88.833333	0	309	0	0	0	224	0
Iba57	88.833333	0	188	0	0	0	345	0
Eral1	88.833333	0	336	0	0	0	197	0
Coil	88.833333	0	128	0	86	0	319	0
Aph1c	88.833333	0	236	0	0	0	297	0
Pkd1l2	88.666667	0	0	0	0	0	532	0
Ldlr	88.666667	0	212	0	0	0	320	0
Gypa	88.666667	0	266	0	0	0	266	0
Foxred2	88.666667	0	216	0	0	0	316	0
Pik3cg	88.500000	0	411	0	0	0	120	0
Pigf	88.500000	0	301	0	0	0	230	0
Pif1	88.500000	0	213	0	0	0	318	0
Malsu1	88.500000	0	367	0	0	0	164	0
Foxp1	88.500000	0	394	0	0	0	137	0
Farsa	88.500000	0	351	0	0	0	180	0
Cript	88.500000	0	301	0	0	0	230	0
Tspan31	88.333333	0	160	0	0	0	370	0
Rnf43	88.333333	0	384	0	0	0	146	0
Rab11fip4	88.333333	0	0	0	139	391	0	0
Ehd4	88.333333	0	314	0	0	0	216	0
Ubxn1	88.166667	0	286	0	0	0	243	0
Tor4a	88.166667	0	391	0	0	0	138	0
Tmed2	88.166667	0	251	0	0	0	278	0
Rala	88.166667	0	529	0	0	0	0	0
Mga	88.166667	0	406	0	0	0	123	0
Lmtk3	88.166667	0	119	0	271	139	0	0
Hbq1a	88.166667	0	321	0	0	0	208	0
Gstz1	88.166667	0	236	0	0	0	293	0
Wdr92	88.000000	0	331	0	0	0	197	0
Slc35b1	88.000000	0	261	0	0	0	267	0
Pno1	88.000000	0	331	0	0	0	197	0
Pnn	88.000000	0	166	0	112	0	250	0
Hnrnpdl	88.000000	0	312	0	0	0	216	0
Enoph1	88.000000	0	312	0	0	0	216	0
Ctla4	88.000000	0	528	0	0	0	0	0
Ccr1l1	88.000000	0	0	0	0	0	528	0
Amz2	88.000000	0	376	0	0	0	152	0
Zfp442	87.833333	0	241	0	138	148	0	0
Trmo	87.833333	0	251	0	0	0	276	0
Mfap1b	87.833333	0	258	0	0	0	269	0
Clta	87.833333	0	198	0	0	0	329	0
Zer1	87.666667	0	379	0	0	0	147	0
Spaca9	87.666667	0	220	0	0	0	306	0
Rce1	87.666667	0	293	0	89	0	144	0
Rbck1	87.666667	0	301	0	0	78	147	0
Plscr1	87.666667	0	526	0	0	0	0	0
Igfbp5	87.666667	0	169	0	0	0	357	0
Dele1	87.666667	0	261	0	0	0	265	0
Ak8	87.666667	0	220	0	0	0	306	0
Zfp512	87.500000	0	288	0	0	0	237	0
Phf7	87.500000	0	338	0	0	0	187	0
Pgap6	87.500000	0	525	0	0	0	0	0
Pacsin1	87.500000	0	451	0	0	0	74	0
L3mbtl2	87.500000	0	280	0	0	0	245	0
Bap1	87.500000	0	338	0	0	0	187	0
Wnk4	87.333333	0	148	0	0	0	376	0
Tmem184c	87.333333	0	203	0	180	0	141	0
Tafa3	87.333333	0	412	0	0	0	112	0
Psmd11	87.333333	0	333	0	0	0	191	0
Ppm1j	87.333333	0	412	0	0	0	112	0
Pabpc1	87.333333	0	333	0	0	0	191	0
Mnat1	87.333333	0	311	0	0	0	213	0
Gtf2h2	87.333333	0	348	0	0	0	176	0
Frrs1	87.333333	0	137	0	0	0	387	0
Dhodh	87.333333	0	311	0	0	0	213	0
Atxn7l2	87.333333	0	222	0	0	0	302	0
